"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Average household size","HOUSEHOLDS BY TYPE!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Nonrelatives","RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher","EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Native","YEAR OF ENTRY!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Native!!Entered before 2010","YEAR OF ENTRY!!Foreign born","YEAR OF ENTRY!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total Households","COMPUTERS AND INTERNET USE!!Total Households!!With a computer","COMPUTERS AND INTERNET USE!!Total Households!!With a broadband Internet subscription"
"    Percent","","3,587,521","67.6%","30.8%","47.2%","19.6%","4.8%","2.4%","15.7%","8.8%","32.4%","26.9%","8.6%","35.0%","24.3%","(X)","(X)","","9,835,687","36.5%","17.2%","32.2%","8.7%","5.5%","1.9%","","3,862,111","37.4%","48.6%","2.0%","2.3%","9.7%","4,157,871","31.6%","44.1%","2.8%","8.7%","12.8%","","136,418","39.5%","(X)","(X)","(X)","(X)","(X)","","260,132","44.1%","","8.7%","9.8%","7.4%","18.1%","114,697","63.1%","69.7%","","2,780,545","6.2%","5.3%","41.1%","20.9%","26.4%","","6,576,408","5.4%","9.0%","28.4%","21.1%","7.0%","18.2%","10.8%","85.6%","29.1%","","7,558,160","8.6%","","9,906,878","12.4%","2,488,247","3.6%","6,200,645","10.9%","1,217,986","37.8%","","9,970,167","84.3%","15.2%","7.7%","7.5%","4.7%","2.7%","0.5%","","10,097,343","90.1%","88.8%","55.6%","33.2%","1.4%","9.9%","","994,651","41.3%","58.7%","","1,133,158","138,507","11.8%","88.2%","994,651","12.1%","87.9%","","994,651","9.0%","28.1%","9.0%","0.4%","51.4%","2.0%","","9,442,904","86.4%","13.6%","5.5%","8.0%","3.6%","2.5%","0.7%","2.3%","1.1%","0.8%","0.2%","","10,097,343","12.0%","0.2%","0.1%","0.1%","0.7%","8.1%","1.4%","0.3%","7.1%","0.2%","0.2%","8.0%","2.4%","0.1%","0.4%","1.1%","0.1%","0.4%","1.2%","1.7%","0.1%","1.9%","0.5%","0.1%","0.1%","0.4%","1.2%","","3,587,521","84.7%","73.4%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","450,769","314,151","123,162","232,049","90,296","26,199","9,561","55,903","23,305","136,618","106,271","41,222","151,479","150,232","3.05","3.61","","1,375,345","450,769","231,819","393,782","195,295","103,680","31,199","","583,110","220,895","293,067","5,871","14,881","48,396","575,642","166,862","277,933","7,531","59,902","63,414","","20,432","6,465","38","64","10","103","37","","55,432","14,013","","1,715","2,637","2,109","7,552","14,013","7,668","11,362","","335,539","19,893","15,994","134,504","64,885","100,263","","974,586","39,436","41,453","277,667","211,542","102,149","200,315","102,024","(X)","(X)","","1,071,834","109,871","","1,367,770","159,475","308,018","9,109","836,069","69,846","223,683","80,520","","1,401,004","1,198,766","190,118","124,846","65,272","7,128","58,144","12,120","","1,419,561","1,169,289","1,120,348","753,553","366,795","48,941","250,272","","250,272","142,503","107,769","","299,213","48,941","5,539","43,402","250,272","28,243","222,029","","250,272","10,402","196,233","2,152","27,007","10,240","4,238","","1,328,554","994,089","334,465","169,517","24,914","6,462","14,814","2,189","289,020","156,983","5,717","3,883","","1,419,561","18,452","2,729","2,091","2,783","8,581","60,641","18,651","2,381","86,329","3,692","2,676","61,084","32,598","1,095","8,495","13,188","48,015","4,414","6,907","16,308","1,121","3,023","8,623","2,802","1,550","3,543","2,476","","450,769","394,078","363,195"
"    Percent","","450,769","69.7%","27.3%","51.5%","20.0%","5.8%","2.1%","12.4%","5.2%","30.3%","23.6%","9.1%","33.6%","33.3%","(X)","(X)","","1,375,345","32.8%","16.9%","28.6%","14.2%","7.5%","2.3%","","583,110","37.9%","50.3%","1.0%","2.6%","8.3%","575,642","29.0%","48.3%","1.3%","10.4%","11.0%","","20,432","31.6%","(X)","(X)","(X)","(X)","(X)","","55,432","25.3%","","3.1%","4.8%","3.8%","13.6%","14,013","54.7%","81.1%","","335,539","5.9%","4.8%","40.1%","19.3%","29.9%","","974,586","4.0%","4.3%","28.5%","21.7%","10.5%","20.6%","10.5%","91.7%","31.0%","","1,071,834","10.3%","","1,367,770","11.7%","308,018","3.0%","836,069","8.4%","223,683","36.0%","","1,401,004","85.6%","13.6%","8.9%","4.7%","0.5%","4.2%","0.9%","","1,419,561","82.4%","78.9%","53.1%","25.8%","3.4%","17.6%","","250,272","56.9%","43.1%","","299,213","48,941","11.3%","88.7%","250,272","11.3%","88.7%","","250,272","4.2%","78.4%","0.9%","10.8%","4.1%","1.7%","","1,328,554","74.8%","25.2%","12.8%","1.9%","0.5%","1.1%","0.2%","21.8%","11.8%","0.4%","0.3%","","1,419,561","1.3%","0.2%","0.1%","0.2%","0.6%","4.3%","1.3%","0.2%","6.1%","0.3%","0.2%","4.3%","2.3%","0.1%","0.6%","0.9%","3.4%","0.3%","0.5%","1.1%","0.1%","0.2%","0.6%","0.2%","0.1%","0.2%","0.2%","","450,769","87.4%","80.6%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","591,587","407,499","180,224","324,619","131,599","27,575","15,610","55,305","33,015","184,088","151,201","59,400","196,080","163,105","2.71","3.27","","1,604,863","591,587","325,733","507,949","90,555","89,039","30,417","","632,611","194,809","347,254","7,791","17,131","65,626","641,812","148,957","348,923","9,646","49,245","85,041","","21,912","5,367","29","58","21","111","20","","28,354","12,550","","3,805","1,341","2,194","5,210","12,550","6,030","10,200","","445,627","20,427","25,504","193,107","98,389","108,200","","1,045,193","40,558","62,620","294,862","288,457","97,174","175,108","86,414","(X)","(X)","","1,199,074","115,951","","1,612,889","204,780","430,662","19,172","950,894","99,623","231,333","85,985","","1,613,068","1,335,689","271,688","148,695","122,993","58,360","64,633","5,691","","1,634,464","1,537,111","1,522,143","792,239","729,904","14,968","97,353","","97,353","35,239","62,114","","112,321","14,968","1,064","13,904","97,353","11,021","86,332","","97,353","9,516","19,729","2,558","551","59,182","5,817","","1,522,757","1,365,316","157,441","62,815","118,068","48,796","16,945","3,114","15,060","8,354","7,368","2,551","","1,634,464","129,082","3,904","8,157","30,757","30,736","268,600","39,697","8,625","287,026","3,559","2,806","150,596","47,472","2,139","49,708","19,196","6,004","6,673","16,010","48,560","777","4,115","47,831","15,337","2,902","20,176","458","","591,587","514,418","435,157"
"    Percent","","591,587","68.9%","30.5%","54.9%","22.2%","4.7%","2.6%","9.3%","5.6%","31.1%","25.6%","10.0%","33.1%","27.6%","(X)","(X)","","1,604,863","36.9%","20.3%","31.7%","5.6%","5.5%","1.9%","","632,611","30.8%","54.9%","1.2%","2.7%","10.4%","641,812","23.2%","54.4%","1.5%","7.7%","13.3%","","21,912","24.5%","(X)","(X)","(X)","(X)","(X)","","28,354","44.3%","","13.4%","4.7%","7.7%","18.4%","12,550","48.0%","81.3%","","445,627","4.6%","5.7%","43.3%","22.1%","24.3%","","1,045,193","3.9%","6.0%","28.2%","27.6%","9.3%","16.8%","8.3%","90.1%","25.0%","","1,199,074","9.7%","","1,612,889","12.7%","430,662","4.5%","950,894","10.5%","231,333","37.2%","","1,613,068","82.8%","16.8%","9.2%","7.6%","3.6%","4.0%","0.4%","","1,634,464","94.0%","93.1%","48.5%","44.7%","0.9%","6.0%","","97,353","36.2%","63.8%","","112,321","14,968","7.1%","92.9%","97,353","11.3%","88.7%","","97,353","9.8%","20.3%","2.6%","0.6%","60.8%","6.0%","","1,522,757","89.7%","10.3%","4.1%","7.8%","3.2%","1.1%","0.2%","1.0%","0.5%","0.5%","0.2%","","1,634,464","7.9%","0.2%","0.5%","1.9%","1.9%","16.4%","2.4%","0.5%","17.6%","0.2%","0.2%","9.2%","2.9%","0.1%","3.0%","1.2%","0.4%","0.4%","1.0%","3.0%","0.0%","0.3%","2.9%","0.9%","0.2%","1.2%","0.0%","","591,587","87.0%","73.6%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,772,421","3,099,184","1,353,296","2,269,298","929,517","227,528","99,900","602,358","323,879","1,673,237","1,379,600","502,666","1,504,530","1,253,310","2.64","3.29","","12,580,170","4,772,421","2,269,718","3,940,577","884,114","713,340","275,761","","5,061,711","1,930,523","2,490,755","72,572","127,438","440,423","5,350,450","1,730,603","2,446,225","101,120","476,646","595,856","","152,835","52,308","29","49","14","83","26","","269,663","91,331","","19,693","20,956","14,818","35,864","91,331","55,905","60,200","","3,379,651","228,612","168,143","1,342,136","699,486","941,274","","8,639,076","451,301","570,565","2,305,681","1,807,750","670,372","1,737,022","1,096,385","(X)","(X)","","9,878,277","639,445","","12,702,393","1,381,787","2,980,902","102,150","7,998,369","674,067","1,723,122","605,570","","12,730,206","11,021,611","1,640,438","1,090,742","549,696","340,160","209,536","68,157","","12,880,580","11,096,177","10,953,637","8,673,103","2,280,534","142,540","1,784,403","","1,784,403","882,032","902,371","","1,926,943","142,540","14,460","128,080","1,784,403","178,767","1,605,636","","1,784,403","368,686","530,312","55,864","3,435","807,484","18,622","","12,091,454","9,357,859","2,733,595","1,079,825","1,604,277","657,363","662,243","240,448","338,628","143,506","128,447","38,508","","12,880,580","618,224","104,570","107,310","47,032","170,195","736,037","231,974","34,344","2,392,885","100,717","49,970","1,489,662","749,579","84,935","159,866","890,174","10,442","116,565","71,309","149,495","34,705","90,566","268,344","34,808","51,339","46,551","32,219","","4,772,421","4,041,286","3,602,187"
"    Percent","","4,772,421","64.9%","28.4%","47.6%","19.5%","4.8%","2.1%","12.6%","6.8%","35.1%","28.9%","10.5%","31.5%","26.3%","(X)","(X)","","12,580,170","37.9%","18.0%","31.3%","7.0%","5.7%","2.2%","","5,061,711","38.1%","49.2%","1.4%","2.5%","8.7%","5,350,450","32.3%","45.7%","1.9%","8.9%","11.1%","","152,835","34.2%","(X)","(X)","(X)","(X)","(X)","","269,663","33.9%","","7.3%","7.8%","5.5%","13.3%","91,331","61.2%","65.9%","","3,379,651","6.8%","5.0%","39.7%","20.7%","27.9%","","8,639,076","5.2%","6.6%","26.7%","20.9%","7.8%","20.1%","12.7%","88.2%","32.8%","","9,878,277","6.5%","","12,702,393","10.9%","2,980,902","3.4%","7,998,369","8.4%","1,723,122","35.1%","","12,730,206","86.6%","12.9%","8.6%","4.3%","2.7%","1.6%","0.5%","","12,880,580","86.1%","85.0%","67.3%","17.7%","1.1%","13.9%","","1,784,403","49.4%","50.6%","","1,926,943","142,540","10.1%","89.9%","1,784,403","10.0%","90.0%","","1,784,403","20.7%","29.7%","3.1%","0.2%","45.3%","1.0%","","12,091,454","77.4%","22.6%","8.9%","13.3%","5.4%","5.5%","2.0%","2.8%","1.2%","1.1%","0.3%","","12,880,580","4.8%","0.8%","0.8%","0.4%","1.3%","5.7%","1.8%","0.3%","18.6%","0.8%","0.4%","11.6%","5.8%","0.7%","1.2%","6.9%","0.1%","0.9%","0.6%","1.2%","0.3%","0.7%","2.1%","0.3%","0.4%","0.4%","0.3%","","4,772,421","84.7%","75.5%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,502,739","1,657,223","708,919","1,219,395","461,105","120,564","63,648","317,264","184,166","845,516","693,396","251,716","795,493","652,553","2.56","3.13","","6,407,773","2,502,739","1,219,042","1,937,092","368,614","380,286","165,358","","2,572,431","865,086","1,305,489","31,886","64,720","305,250","2,712,380","751,182","1,291,916","46,740","245,929","376,613","","85,078","34,008","39","54","20","100","21","","127,546","57,372","","11,727","12,985","10,232","22,428","57,372","36,138","40,342","","1,727,143","100,340","85,506","718,576","364,658","458,063","","4,342,916","167,710","333,960","1,488,013","914,635","367,996","682,893","387,709","(X)","(X)","","5,011,382","408,790","","6,498,029","903,089","1,579,992","81,063","4,012,497","482,228","905,540","339,798","","6,516,181","5,540,754","950,364","576,965","373,399","233,553","139,846","25,063","","6,596,855","6,277,275","6,236,507","4,508,289","1,728,218","40,768","319,580","","319,580","123,697","195,883","","360,348","40,768","2,414","38,354","319,580","55,311","264,269","","319,580","41,082","110,919","16,852","1,355","142,224","7,148","","6,178,831","5,688,655","490,176","192,833","272,189","113,460","118,934","31,973","76,164","39,353","22,889","8,047","","6,596,855","634,735","20,934","19,929","11,157","127,630","554,443","148,729","15,420","1,586,217","18,437","34,126","783,128","185,002","8,968","39,954","217,428","4,471","22,372","56,282","118,364","20,147","40,591","58,252","40,018","10,791","38,279","7,052","","2,502,739","2,095,401","1,788,025"
"    Percent","","2,502,739","66.2%","28.3%","48.7%","18.4%","4.8%","2.5%","12.7%","7.4%","33.8%","27.7%","10.1%","31.8%","26.1%","(X)","(X)","","6,407,773","39.1%","19.0%","30.2%","5.8%","5.9%","2.6%","","2,572,431","33.6%","50.7%","1.2%","2.5%","11.9%","2,712,380","27.7%","47.6%","1.7%","9.1%","13.9%","","85,078","40.0%","(X)","(X)","(X)","(X)","(X)","","127,546","45.0%","","9.2%","10.2%","8.0%","17.6%","57,372","63.0%","70.3%","","1,727,143","5.8%","5.0%","41.6%","21.1%","26.5%","","4,342,916","3.9%","7.7%","34.3%","21.1%","8.5%","15.7%","8.9%","88.4%","24.7%","","5,011,382","8.2%","","6,498,029","13.9%","1,579,992","5.1%","4,012,497","12.0%","905,540","37.5%","","6,516,181","85.0%","14.6%","8.9%","5.7%","3.6%","2.1%","0.4%","","6,596,855","95.2%","94.5%","68.3%","26.2%","0.6%","4.8%","","319,580","38.7%","61.3%","","360,348","40,768","5.9%","94.1%","319,580","17.3%","82.7%","","319,580","12.9%","34.7%","5.3%","0.4%","44.5%","2.2%","","6,178,831","92.1%","7.9%","3.1%","4.4%","1.8%","1.9%","0.5%","1.2%","0.6%","0.4%","0.1%","","6,596,855","9.6%","0.3%","0.3%","0.2%","1.9%","8.4%","2.3%","0.2%","24.0%","0.3%","0.5%","11.9%","2.8%","0.1%","0.6%","3.3%","0.1%","0.3%","0.9%","1.8%","0.3%","0.6%","0.9%","0.6%","0.2%","0.6%","0.1%","","2,502,739","83.7%","71.4%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,241,471","801,562","349,168","636,747","245,983","54,441","33,541","110,374","69,644","439,909","356,774","144,436","376,099","338,612","2.42","2.98","","3,007,199","1,241,471","635,735","848,041","104,214","177,738","81,642","","1,232,864","394,855","664,987","12,021","33,786","127,215","1,270,445","330,276","662,864","16,614","122,001","138,690","","42,728","14,699","41","61","19","112","24","","37,826","14,797","","4,402","3,493","2,194","4,708","14,797","8,520","10,692","","804,095","56,066","44,534","321,888","160,313","221,294","","2,062,734","63,410","98,980","654,890","441,122","233,906","383,943","186,483","(X)","(X)","","2,379,623","198,627","","3,062,900","353,430","723,351","28,404","1,872,141","176,576","467,408","148,450","","3,067,872","2,594,781","458,712","266,980","191,732","112,538","79,194","14,379","","3,107,126","2,953,805","2,936,748","2,212,549","724,199","17,057","153,321","","153,321","54,750","98,571","","170,378","17,057","3,031","14,026","153,321","40,998","112,323","","153,321","19,638","58,924","13,993","1,510","56,732","2,524","","2,913,555","2,703,329","210,226","87,807","110,361","46,051","41,831","10,975","41,994","23,104","16,040","7,677","","3,107,126","176,384","9,583","57,408","51,920","133,310","256,620","66,724","7,262","1,108,232","5,095","4,506","415,806","62,144","2,783","152,514","38,250","2,486","9,275","23,714","46,910","1,690","16,489","80,409","14,298","2,635","22,177","2,260","","1,241,471","1,047,955","920,585"
