"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002M","B19081_002MA","B19081_002EA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0500000US29189","St. Louis County, Missouri","14888","null","755","null","36362","976","null","null","60461","1579","null","null","96060","null","2029","null","231494","9921","null","null","435876","null","30762","null",
"0500000US29510","St. Louis city, Missouri","5839","null","565","null","18333","1145","null","null","35455","1565","null","null","57286","null","1789","null","130678","5964","null","null","223299","null","16708","null",
"0500000US30013","Cascade County, Montana","10761","null","1782","null","26152","2047","null","null","42886","3351","null","null","68113","null","4790","null","133814","14548","null","null","208557","null","45428","null",
"0500000US30029","Flathead County, Montana","12328","null","1686","null","31801","2576","null","null","47748","3694","null","null","70828","null","4186","null","132941","9522","null","null","207517","null","24040","null",
"0500000US30031","Gallatin County, Montana","12335","null","1924","null","31650","2676","null","null","49987","3523","null","null","78072","null","5490","null","165030","12138","null","null","280573","null","34763","null",
"0500000US30049","Lewis and Clark County, Montana","12457","null","2304","null","32678","4541","null","null","53305","4289","null","null","75837","null","5266","null","145459","11929","null","null","222695","null","18940","null",
"0500000US30063","Missoula County, Montana","10518","null","1554","null","27755","2235","null","null","45443","3681","null","null","73815","null","5910","null","169367","15853","null","null","288504","null","39894","null",
"0500000US30111","Yellowstone County, Montana","12735","null","1559","null","31898","2627","null","null","52209","2860","null","null","81260","null","4848","null","190415","18117","null","null","351288","null","56612","null",
"0500000US31055","Douglas County, Nebraska","11994","null","896","null","32518","1399","null","null","53406","1566","null","null","83843","null","2052","null","171848","6703","null","null","289325","null","21066","null",
"0500000US31109","Lancaster County, Nebraska","13679","null","998","null","32024","1464","null","null","51841","1695","null","null","80966","null","2470","null","165342","9194","null","null","280707","null","28805","null",
"0500000US31153","Sarpy County, Nebraska","23610","null","1689","null","49186","2161","null","null","73442","3219","null","null","104493","null","3279","null","189339","10743","null","null","302681","null","31693","null",
"0500000US32003","Clark County, Nevada","12526","null","460","null","31710","618","null","null","51310","842","null","null","77353","null","1054","null","160115","3949","null","null","273621","null","13093","null",
"0500000US32031","Washoe County, Nevada","11808","null","823","null","31194","1480","null","null","52884","1715","null","null","81736","null","2223","null","173312","9108","null","null","302736","null","30459","null",
"0500000US33005","Cheshire County, New Hampshire","13041","null","2471","null","33370","3302","null","null","57171","4298","null","null","84158","null","4706","null","217399","44376","null","null","480165","null","157781","null",
"0500000US33009","Grafton County, New Hampshire","17250","null","2373","null","35690","3143","null","null","56707","4560","null","null","85794","null","4878","null","195331","20513","null","null","349516","null","51688","null",
"0500000US33011","Hillsborough County, New Hampshire","17768","null","1407","null","43577","1820","null","null","71443","2223","null","null","107625","null","2933","null","210623","9466","null","null","338627","null","27483","null",
"0500000US33013","Merrimack County, New Hampshire","15878","null","1898","null","39403","2482","null","null","63488","3331","null","null","96137","null","4404","null","191185","16986","null","null","313668","null","53657","null",
"0500000US33015","Rockingham County, New Hampshire","22268","null","1704","null","50158","2466","null","null","79809","3250","null","null","118581","null","3653","null","245355","14829","null","null","432285","null","46482","null",
"0500000US33017","Strafford County, New Hampshire","14329","null","1663","null","33769","3614","null","null","58592","5138","null","null","91032","null","6396","null","182668","16065","null","null","305912","null","52752","null",
"0500000US34001","Atlantic County, New Jersey","12653","null","978","null","32725","1685","null","null","55489","2535","null","null","85789","null","3774","null","173924","8880","null","null","280710","null","23391","null",
"0500000US34003","Bergen County, New Jersey","17459","null","911","null","49459","1692","null","null","84942","2286","null","null","131280","null","2934","null","288555","11876","null","null","510250","null","35343","null",
"0500000US34005","Burlington County, New Jersey","19337","null","1164","null","48573","2165","null","null","80911","2403","null","null","119648","null","3248","null","233585","14712","null","null","386010","null","49046","null",
"0500000US34007","Camden County, New Jersey","12019","null","1098","null","34780","1979","null","null","62197","2742","null","null","99579","null","2722","null","203284","11384","null","null","340475","null","38950","null",
"0500000US34009","Cape May County, New Jersey","13457","null","1813","null","34009","2873","null","null","57389","4646","null","null","92355","null","5335","null","214085","29426","null","null","406901","null","98717","null",
"0500000US34011","Cumberland County, New Jersey","11723","null","1415","null","27602","2129","null","null","45755","2926","null","null","71496","null","3577","null","146552","13854","null","null","244346","null","45997","null",
"0500000US34013","Essex County, New Jersey","10939","null","686","null","30021","1140","null","null","54954","1759","null","null","94373","null","3004","null","256848","10619","null","null","487887","null","32464","null",
"0500000US34015","Gloucester County, New Jersey","17043","null","1571","null","47628","2303","null","null","79452","2858","null","null","115873","null","3242","null","212694","10739","null","null","336932","null","30873","null",
"0500000US34017","Hudson County, New Jersey","10996","null","644","null","32169","1389","null","null","58145","1831","null","null","96140","null","2907","null","214159","7282","null","null","355063","null","20006","null",
"0500000US34019","Hunterdon County, New Jersey","25872","null","2817","null","61180","4825","null","null","105565","7224","null","null","158902","null","7362","null","319376","27362","null","null","554675","null","75790","null",
"0500000US34021","Mercer County, New Jersey","14087","null","1409","null","42590","2663","null","null","74847","3246","null","null","119945","null","4304","null","274344","15734","null","null","481852","null","48208","null",
"0500000US34023","Middlesex County, New Jersey","18613","null","1154","null","48060","1656","null","null","78295","2083","null","null","120949","null","2340","null","227683","7057","null","null","346376","null","19992","null",
"0500000US34025","Monmouth County, New Jersey","18163","null","1192","null","50894","2482","null","null","88009","2775","null","null","136581","null","4127","null","303938","14231","null","null","533830","null","38373","null",
"0500000US34027","Morris County, New Jersey","24869","null","1626","null","63459","2361","null","null","100235","2673","null","null","152417","null","5284","null","323217","15984","null","null","550891","null","46539","null",
"0500000US34029","Ocean County, New Jersey","15270","null","801","null","38282","1691","null","null","63765","2086","null","null","97323","null","3124","null","194037","9163","null","null","318891","null","30219","null",
"0500000US34031","Passaic County, New Jersey","10333","null","850","null","32461","1586","null","null","60004","2369","null","null","101415","null","3644","null","206088","8971","null","null","330176","null","26461","null",
"0500000US34033","Salem County, New Jersey","14132","null","2072","null","32915","3737","null","null","58424","5762","null","null","93115","null","7482","null","170665","13375","null","null","253676","null","30197","null",
"0500000US34035","Somerset County, New Jersey","26209","null","1686","null","61822","3386","null","null","100515","3709","null","null","152080","null","6241","null","348016","19828","null","null","623912","null","60297","null",
"0500000US34037","Sussex County, New Jersey","22483","null","2151","null","52827","2925","null","null","82245","4398","null","null","121324","null","5975","null","229431","15218","null","null","357384","null","41374","null",
"0500000US34039","Union County, New Jersey","14259","null","931","null","39369","2027","null","null","69052","3132","null","null","111805","null","3738","null","265442","11592","null","null","468470","null","37392","null",
"0500000US34041","Warren County, New Jersey","17934","null","2525","null","45774","3520","null","null","72283","4911","null","null","111431","null","6830","null","203829","16493","null","null","321571","null","48142","null",
"0500000US35001","Bernalillo County, New Mexico","9604","null","799","null","27299","1251","null","null","47507","1595","null","null","78066","null","2328","null","167837","7818","null","null","282159","null","23137","null",
"0500000US35005","Chaves County, New Mexico","9079","null","1863","null","22378","3746","null","null","39583","4015","null","null","65725","null","6946","null","134938","18913","null","null","227119","null","64968","null",
"0500000US35013","Doña Ana County, New Mexico","8414","null","1432","null","22843","2038","null","null","39373","2486","null","null","61997","null","4428","null","142936","20049","null","null","250693","null","64216","null",
"0500000US35025","Lea County, New Mexico","10963","null","2842","null","35021","5703","null","null","62403","5558","null","null","88631","null","5605","null","164716","19451","null","null","272169","null","49136","null",
"0500000US35031","McKinley County, New Mexico","4196","null","908","null","13886","1650","null","null","27428","4197","null","null","54242","null","6138","null","122419","20874","null","null","212030","null","63580","null",
"0500000US35035","Otero County, New Mexico","10424","null","1543","null","25675","4395","null","null","42769","2956","null","null","61042","null","5543","null","106942","10757","null","null","153796","null","28248","null",
"0500000US35043","Sandoval County, New Mexico","13229","null","2045","null","36149","2413","null","null","55663","3372","null","null","83509","null","4813","null","165440","13393","null","null","268999","null","35338","null",
"0500000US35045","San Juan County, New Mexico","9060","null","2028","null","27891","2893","null","null","49252","4515","null","null","76485","null","4388","null","169047","24600","null","null","311507","null","87010","null",
"0500000US35049","Santa Fe County, New Mexico","13438","null","1316","null","31052","2272","null","null","53465","2899","null","null","84924","null","4380","null","189568","15873","null","null","342586","null","51435","null",
"0500000US35061","Valencia County, New Mexico","6440","null","2123","null","21425","3245","null","null","39101","4548","null","null","65942","null","5724","null","116561","9886","null","null","158835","null","18632","null",
"0500000US36001","Albany County, New York","13527","null","1365","null","36288","1782","null","null","60825","2444","null","null","95927","null","3222","null","191206","11633","null","null","316733","null","37508","null",
"0500000US36005","Bronx County, New York","6758","null","299","null","17622","672","null","null","33625","1032","null","null","57568","null","1453","null","129088","4111","null","null","217055","null","12699","null",
"0500000US36007","Broome County, New York","9418","null","1089","null","27451","2017","null","null","46937","2369","null","null","74034","null","3482","null","138210","6441","null","null","204451","null","17168","null",
"0500000US36009","Cattaraugus County, New York","11852","null","1045","null","27022","1946","null","null","44868","2769","null","null","70350","null","2991","null","131872","8646","null","null","209431","null","27278","null",
"0500000US36011","Cayuga County, New York","13006","null","1946","null","32443","2373","null","null","52916","3219","null","null","76646","null","4097","null","140499","9993","null","null","206488","null","28933","null",
"0500000US36013","Chautauqua County, New York","9493","null","1001","null","24054","1806","null","null","41907","2045","null","null","66250","null","3074","null","123798","8110","null","null","197528","null","24947","null",
"0500000US36015","Chemung County, New York","9891","null","2093","null","29812","2976","null","null","49888","3556","null","null","78100","null","4849","null","160437","14368","null","null","274731","null","44952","null",
"0500000US36019","Clinton County, New York","10521","null","2143","null","30291","3574","null","null","52849","4386","null","null","80087","null","5441","null","148654","12558","null","null","231466","null","30873","null",
"0500000US36027","Dutchess County, New York","16068","null","1485","null","42188","2798","null","null","71408","3061","null","null","108066","null","3580","null","214393","15994","null","null","359175","null","49664","null",
"0500000US36029","Erie County, New York","11129","null","585","null","29321","845","null","null","50272","1160","null","null","81541","null","1623","null","170567","9130","null","null","299336","null","32783","null",
"0500000US36045","Jefferson County, New York","11981","null","2356","null","33425","2622","null","null","51362","3120","null","null","72356","null","3304","null","141500","12563","null","null","235376","null","41105","null",
"0500000US36047","Kings County, New York","8532","null","282","null","25595","592","null","null","48269","972","null","null","82466","null","1266","null","198740","4843","null","null","361798","null","15086","null",
"0500000US36051","Livingston County, New York","13128","null","1348","null","30385","3290","null","null","48045","3748","null","null","75588","null","5706","null","133433","10684","null","null","198767","null","29970","null",
"0500000US36053","Madison County, New York","15599","null","1839","null","34114","2734","null","null","52200","3130","null","null","77197","null","5153","null","163777","17888","null","null","286155","null","54302","null",
"0500000US36055","Monroe County, New York","12274","null","657","null","30976","1015","null","null","51487","1328","null","null","81379","null","2060","null","177875","7618","null","null","318160","null","25848","null",
"0500000US36059","Nassau County, New York","21883","null","923","null","59420","1748","null","null","98855","2019","null","null","149689","null","2560","null","322020","9842","null","null","578175","null","29449","null",
"0500000US36061","New York County, New York","9705","null","608","null","36242","1436","null","null","75845","2037","null","null","135161","null","3170","null","416939","15790","null","null","855893","null","46977","null",
"0500000US36063","Niagara County, New York","11310","null","1070","null","28960","1873","null","null","49821","2326","null","null","74999","null","3324","null","145655","8665","null","null","234812","null","25673","null",
"0500000US36065","Oneida County, New York","12011","null","971","null","28204","1320","null","null","48712","2154","null","null","74134","null","2864","null","159335","14045","null","null","290348","null","47071","null",
"0500000US36067","Onondaga County, New York","11187","null","824","null","31400","1299","null","null","53391","1642","null","null","82927","null","2148","null","173072","8426","null","null","291305","null","26453","null",
"0500000US36069","Ontario County, New York","15088","null","1363","null","32992","3012","null","null","57807","4298","null","null","85935","null","4277","null","177489","21801","null","null","333713","null","71440","null",
"0500000US36071","Orange County, New York","13218","null","1016","null","40568","2100","null","null","70382","2667","null","null","107084","null","3284","null","192123","8370","null","null","297684","null","24581","null",
"0500000US36075","Oswego County, New York","10634","null","1347","null","28129","2177","null","null","48087","2902","null","null","76031","null","4530","null","136806","7572","null","null","197177","null","17874","null",
"0500000US36079","Putnam County, New York","23959","null","3003","null","60750","7701","null","null","98648","6625","null","null","141607","null","10921","null","269800","28946","null","null","445544","null","82181","null",
"0500000US36081","Queens County, New York","11966","null","501","null","33356","934","null","null","57766","1137","null","null","89873","null","1625","null","180490","4296","null","null","292269","null","12919","null",
"0500000US36083","Rensselaer County, New York","14105","null","1866","null","36832","2376","null","null","60178","3172","null","null","89848","null","3872","null","176419","23041","null","null","307369","null","81833","null",
"0500000US36085","Richmond County, New York","11519","null","1255","null","37104","3111","null","null","70635","3504","null","null","107452","null","3809","null","216941","14119","null","null","367034","null","46522","null",
"0500000US36087","Rockland County, New York","17383","null","1444","null","48003","3178","null","null","84673","3769","null","null","131653","null","5273","null","268207","21109","null","null","448287","null","71205","null",
"0500000US36089","St. Lawrence County, New York","10724","null","1190","null","25500","1878","null","null","44353","3058","null","null","70309","null","3659","null","137289","12681","null","null","227541","null","37805","null",
"0500000US36091","Saratoga County, New York","19493","null","1658","null","45690","2651","null","null","72661","3790","null","null","105934","null","3862","null","199171","14902","null","null","324890","null","48231","null",
"0500000US36093","Schenectady County, New York","12701","null","1759","null","34504","3032","null","null","57840","3242","null","null","87581","null","4135","null","176062","24471","null","null","315811","null","91525","null",
"0500000US36101","Steuben County, New York","10251","null","1210","null","27348","2230","null","null","46729","2555","null","null","70627","null","3361","null","136945","13652","null","null","225754","null","48236","null",
"0500000US36103","Suffolk County, New York","19798","null","1132","null","52460","1529","null","null","86585","1512","null","null","129887","null","2084","null","260208","6325","null","null","437799","null","20254","null",
"0500000US36105","Sullivan County, New York","10739","null","2227","null","29231","3814","null","null","51794","4894","null","null","78515","null","5259","null","156933","17939","null","null","258165","null","54584","null",
"0500000US36109","Tompkins County, New York","8703","null","2176","null","30332","2930","null","null","52351","4203","null","null","86339","null","5412","null","193970","22604","null","null","350822","null","62638","null",
"0500000US36111","Ulster County, New York","12403","null","1448","null","31879","2382","null","null","57406","4297","null","null","92873","null","4765","null","191741","17492","null","null","323545","null","55265","null",
"0500000US36113","Warren County, New York","11977","null","1918","null","33268","3130","null","null","56642","4293","null","null","84272","null","5129","null","177977","30612","null","null","332294","null","93011","null",
"0500000US36117","Wayne County, New York","14476","null","1868","null","29547","1560","null","null","46117","3858","null","null","73171","null","3810","null","140259","10852","null","null","216767","null","29283","null",
"0500000US36119","Westchester County, New York","16427","null","878","null","47063","1616","null","null","84769","2151","null","null","142728","null","2755","null","382443","14456","null","null","742503","null","43607","null",
"0500000US37001","Alamance County, North Carolina","9625","null","1154","null","24747","1867","null","null","39407","2414","null","null","63875","null","3833","null","141822","11349","null","null","243902","null","38162","null",
"0500000US37019","Brunswick County, North Carolina","13193","null","1412","null","29764","2631","null","null","47005","2874","null","null","71961","null","4334","null","150887","12285","null","null","258935","null","36570","null",
"0500000US37021","Buncombe County, North Carolina","12082","null","1073","null","29191","1822","null","null","47492","2189","null","null","74372","null","3598","null","160794","11945","null","null","285583","null","37661","null",
"0500000US37023","Burke County, North Carolina","7494","null","1663","null","21914","2321","null","null","37665","3761","null","null","61064","null","4580","null","127784","15694","null","null","220263","null","45258","null",
"0500000US37025","Cabarrus County, North Carolina","14406","null","1632","null","36903","2559","null","null","56028","2883","null","null","84153","null","3783","null","164342","10754","null","null","252602","null","26118","null",
"0500000US37027","Caldwell County, North Carolina","8604","null","1751","null","23206","2986","null","null","38665","3302","null","null","58481","null","4128","null","126671","25199","null","null","227861","null","90605","null",
"0500000US37031","Carteret County, North Carolina","11471","null","1655","null","28428","2700","null","null","48103","3435","null","null","74100","null","4941","null","147739","14026","null","null","239993","null","40496","null",
"0500000US37035","Catawba County, North Carolina","11828","null","1825","null","27873","2152","null","null","44622","3000","null","null","69098","null","3846","null","140384","11395","null","null","238331","null","29651","null",
"0500000US37037","Chatham County, North Carolina","12410","null","2056","null","30834","4349","null","null","54160","4376","null","null","89128","null","7436","null","213818","29944","null","null","404223","null","90451","null",
"0500000US37045","Cleveland County, North Carolina","9676","null","1475","null","22061","2435","null","null","38021","3213","null","null","57860","null","3913","null","125382","19690","null","null","227735","null","71670","null",
"0500000US37049","Craven County, North Carolina","13221","null","1738","null","28614","2074","null","null","43305","3138","null","null","63712","null","4656","null","122813","10871","null","null","193503","null","32298","null",
"0500000US37051","Cumberland County, North Carolina","10810","null","925","null","26917","977","null","null","42316","1603","null","null","65132","null","2663","null","142812","12837","null","null","249747","null","46281","null",
"0500000US37057","Davidson County, North Carolina","10521","null","1536","null","26924","2688","null","null","42923","3240","null","null","67178","null","3512","null","128758","9861","null","null","206887","null","29911","null",
"0500000US37063","Durham County, North Carolina","10297","null","1168","null","30062","1886","null","null","50515","2149","null","null","80928","null","3451","null","183221","14279","null","null","330077","null","45903","null",
"0500000US37067","Forsyth County, North Carolina","10731","null","794","null","27458","1426","null","null","45794","1988","null","null","72137","null","2670","null","154845","7708","null","null","269375","null","22728","null",
"0500000US37071","Gaston County, North Carolina","11022","null","925","null","25036","1351","null","null","41353","2279","null","null","67619","null","3727","null","144403","11653","null","null","251590","null","37591","null",
"0500000US37081","Guilford County, North Carolina","10663","null","786","null","27648","1231","null","null","44700","1665","null","null","72237","null","2339","null","160208","7431","null","null","270599","null","20714","null",
"0500000US37085","Harnett County, North Carolina","10470","null","1378","null","27372","2050","null","null","44603","2700","null","null","67999","null","2851","null","125208","5517","null","null","178576","null","10736","null",
"0500000US37089","Henderson County, North Carolina","12657","null","1466","null","28225","2476","null","null","46204","3396","null","null","68548","null","3606","null","127919","10288","null","null","200882","null","35048","null",
"0500000US37097","Iredell County, North Carolina","15151","null","1479","null","34862","2099","null","null","54415","2469","null","null","81373","null","4123","null","187687","25248","null","null","360471","null","90173","null",
"0500000US37101","Johnston County, North Carolina","11854","null","1516","null","30285","2516","null","null","50029","3648","null","null","79741","null","4857","null","145746","10825","null","null","214393","null","37726","null",
"0500000US37109","Lincoln County, North Carolina","9507","null","2473","null","27615","2732","null","null","47492","3409","null","null","76116","null","4833","null","152054","14602","null","null","253175","null","39193","null",
"0500000US37119","Mecklenburg County, North Carolina","12791","null","670","null","34896","1049","null","null","58609","1447","null","null","91529","null","1909","null","227909","8983","null","null","431315","null","30331","null",
"0500000US37125","Moore County, North Carolina","10457","null","2287","null","29265","3535","null","null","50875","4574","null","null","78096","null","6725","null","151175","12653","null","null","243701","null","31265","null",
"0500000US37127","Nash County, North Carolina","10331","null","1386","null","24010","3449","null","null","43390","3059","null","null","64164","null","4504","null","146949","24228","null","null","275272","null","82959","null",
"0500000US37129","New Hanover County, North Carolina","10816","null","1224","null","29402","1901","null","null","49783","2698","null","null","82839","null","4549","null","190093","13882","null","null","344336","null","39256","null",
"0500000US37133","Onslow County, North Carolina","12106","null","1865","null","30074","2521","null","null","47157","3333","null","null","66779","null","3667","null","142145","28216","null","null","255922","null","99912","null",
"0500000US37135","Orange County, North Carolina","14391","null","1624","null","36255","2868","null","null","60602","3878","null","null","102304","null","6917","null","285963","38290","null","null","506314","null","111975","null",
"0500000US37147","Pitt County, North Carolina","7638","null","1087","null","23094","1978","null","null","41508","2610","null","null","65814","null","4108","null","154622","19764","null","null","287968","null","67760","null",
"0500000US37151","Randolph County, North Carolina","12179","null","1223","null","26247","1956","null","null","41222","2665","null","null","60695","null","3828","null","135905","24108","null","null","249858","null","88791","null",
"0500000US37155","Robeson County, North Carolina","5884","null","743","null","17090","1182","null","null","29696","1406","null","null","47632","null","2343","null","115233","16294","null","null","213080","null","60391","null",
"0500000US37157","Rockingham County, North Carolina","9700","null","1801","null","23943","2400","null","null","39025","3053","null","null","63020","null","5315","null","114673","7033","null","null","162104","null","13824","null",
"0500000US37159","Rowan County, North Carolina","10484","null","1245","null","27000","2625","null","null","45483","2811","null","null","69570","null","3802","null","146605","20390","null","null","266358","null","71459","null",
"0500000US37161","Rutherford County, North Carolina","9553","null","1506","null","21309","2743","null","null","34987","3495","null","null","54035","null","4073","null","108354","16374","null","null","181185","null","52639","null",
"0500000US37171","Surry County, North Carolina","8480","null","1437","null","22978","2381","null","null","37240","3545","null","null","60286","null","4444","null","117636","13185","null","null","185859","null","35677","null",
"0500000US37179","Union County, North Carolina","17266","null","1633","null","39660","2325","null","null","63129","3299","null","null","97039","null","4363","null","207549","19098","null","null","359979","null","60224","null",
"0500000US37183","Wake County, North Carolina","16085","null","831","null","40296","1303","null","null","67061","1799","null","null","105401","null","2257","null","221929","8933","null","null","379433","null","27927","null",
"0500000US37191","Wayne County, North Carolina","9674","null","1390","null","23823","2016","null","null","36116","2429","null","null","56524","null","3493","null","121150","11083","null","null","197324","null","30699","null",
"0500000US37193","Wilkes County, North Carolina","8630","null","1162","null","17546","1923","null","null","30910","4012","null","null","52132","null","5241","null","113422","12775","null","null","190970","null","38677","null",
"0500000US37195","Wilson County, North Carolina","9986","null","1280","null","23397","2908","null","null","39098","3003","null","null","60932","null","4213","null","131432","16805","null","null","227512","null","46664","null",
"0500000US38015","Burleigh County, North Dakota","17116","null","2555","null","43288","4632","null","null","67679","3995","null","null","95117","null","5759","null","200443","23568","null","null","349106","null","65769","null",
"0500000US38017","Cass County, North Dakota","13938","null","1579","null","33976","2166","null","null","53453","2431","null","null","82965","null","4058","null","202142","17945","null","null","380454","null","54156","null",
"0500000US38035","Grand Forks County, North Dakota","7607","null","2317","null","26209","3581","null","null","49111","4406","null","null","74919","null","5097","null","174062","21521","null","null","328524","null","68189","null",
"0500000US38101","Ward County, North Dakota","17033","null","3169","null","39566","3875","null","null","66469","6559","null","null","96655","null","5742","null","199876","31867","null","null","369718","null","103049","null",
"0500000US39003","Allen County, Ohio","10075","null","1336","null","24503","2462","null","null","43312","3287","null","null","64995","null","3268","null","132099","11528","null","null","215084","null","30097","null",
"0500000US39007","Ashtabula County, Ohio","10302","null","1289","null","24319","2120","null","null","39185","2671","null","null","60792","null","3131","null","115464","7709","null","null","171982","null","19125","null",
"0500000US39013","Belmont County, Ohio","9525","null","1657","null","24514","2519","null","null","42346","3736","null","null","70580","null","5962","null","129646","9555","null","null","188826","null","22319","null",
"0500000US39017","Butler County, Ohio","13760","null","1045","null","35452","1504","null","null","58747","2449","null","null","92896","null","3132","null","186930","9079","null","null","302260","null","29889","null",
"0500000US39023","Clark County, Ohio","10587","null","1114","null","25874","1909","null","null","42382","1908","null","null","65878","null","3175","null","128333","8436","null","null","206090","null","24564","null",
"0500000US39025","Clermont County, Ohio","14943","null","1456","null","36448","2481","null","null","62638","3249","null","null","91263","null","3205","null","184859","12298","null","null","302630","null","38718","null",
"0500000US39029","Columbiana County, Ohio","10849","null","1603","null","26254","2703","null","null","43114","3592","null","null","65706","null","5530","null","139570","18214","null","null","237315","null","62581","null",
"0500000US39035","Cuyahoga County, Ohio","8566","null","319","null","24381","564","null","null","44087","757","null","null","72504","null","1187","null","170796","5402","null","null","309346","null","16596","null",
"0500000US39041","Delaware County, Ohio","24787","null","2485","null","61031","3552","null","null","97041","4865","null","null","143711","null","5721","null","301773","30782","null","null","541326","null","100677","null",
"0500000US39043","Erie County, Ohio","14040","null","2234","null","32111","2675","null","null","49154","4071","null","null","74834","null","5948","null","152687","14229","null","null","256426","null","42120","null",
"0500000US39045","Fairfield County, Ohio","15274","null","1547","null","35664","3022","null","null","61106","3264","null","null","93239","null","3741","null","179804","13822","null","null","298663","null","40483","null",
"0500000US39049","Franklin County, Ohio","11245","null","572","null","31840","888","null","null","53457","1133","null","null","83954","null","1311","null","181340","5365","null","null","317683","null","17535","null",
"0500000US39055","Geauga County, Ohio","18511","null","3136","null","46963","3655","null","null","72116","4128","null","null","108908","null","6499","null","233726","30998","null","null","440921","null","103035","null",
"0500000US39057","Greene County, Ohio","11741","null","1582","null","33888","2541","null","null","59521","3999","null","null","97840","null","5837","null","182853","12306","null","null","276091","null","31985","null",
"0500000US39061","Hamilton County, Ohio","8543","null","581","null","26758","891","null","null","48905","1280","null","null","81185","null","1843","null","187423","6673","null","null","339417","null","20754","null",
"0500000US39063","Hancock County, Ohio","13671","null","2275","null","31846","3080","null","null","50777","3307","null","null","72901","null","4522","null","144863","11193","null","null","225437","null","26848","null",
"0500000US39081","Jefferson County, Ohio","9068","null","1580","null","23089","2259","null","null","39968","3668","null","null","62766","null","4578","null","130220","23211","null","null","220442","null","85850","null",
"0500000US39085","Lake County, Ohio","16619","null","1219","null","37075","1696","null","null","58294","2283","null","null","85344","null","3019","null","165436","9777","null","null","267130","null","31818","null",
"0500000US39089","Licking County, Ohio","13925","null","1503","null","33404","2370","null","null","56974","3311","null","null","88332","null","3690","null","156219","9092","null","null","232461","null","18403","null",
"0500000US39093","Lorain County, Ohio","12046","null","1072","null","31368","2084","null","null","52766","2196","null","null","80302","null","2516","null","161899","9559","null","null","274642","null","31109","null",
"0500000US39095","Lucas County, Ohio","8987","null","608","null","24349","1029","null","null","42607","1407","null","null","71034","null","1922","null","163371","10646","null","null","296835","null","37009","null",
"0500000US39099","Mahoning County, Ohio","9308","null","696","null","24779","1329","null","null","41064","1785","null","null","65585","null","3003","null","135602","9109","null","null","222707","null","26547","null",
"0500000US39101","Marion County, Ohio","9527","null","1858","null","23495","2420","null","null","39782","4395","null","null","60119","null","5744","null","121290","13208","null","null","176737","null","24740","null",
"0500000US39103","Medina County, Ohio","20047","null","1861","null","45437","2267","null","null","68122","3024","null","null","99175","null","3842","null","177594","11060","null","null","276400","null","33330","null",
"0500000US39109","Miami County, Ohio","12751","null","2030","null","32757","2680","null","null","51007","3652","null","null","75358","null","4667","null","137607","14373","null","null","212387","null","41179","null",
"0500000US39113","Montgomery County, Ohio","9502","null","688","null","25189","907","null","null","43199","1336","null","null","69951","null","2021","null","148213","5851","null","null","250502","null","20274","null",
"0500000US39119","Muskingum County, Ohio","10039","null","1081","null","22251","2227","null","null","40713","3710","null","null","63855","null","4665","null","123310","13250","null","null","186702","null","32473","null",
"0500000US39133","Portage County, Ohio","11212","null","1308","null","31214","2066","null","null","51237","2817","null","null","81743","null","3986","null","158481","8882","null","null","235753","null","19713","null",
"0500000US39139","Richland County, Ohio","11681","null","1457","null","25377","1698","null","null","41920","2832","null","null","64544","null","3777","null","128980","10667","null","null","203063","null","29835","null",
"0500000US39141","Ross County, Ohio","9683","null","1865","null","26014","3518","null","null","41976","2988","null","null","66467","null","6619","null","140411","19248","null","null","239315","null","69027","null",
"0500000US39145","Scioto County, Ohio","8470","null","1225","null","19433","2561","null","null","38008","4542","null","null","63478","null","5471","null","127849","10562","null","null","182884","null","19463","null",
"0500000US39151","Stark County, Ohio","12206","null","889","null","29675","1465","null","null","47837","1574","null","null","70936","null","2185","null","149507","8783","null","null","251706","null","27150","null",
