"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002M","B19081_002MA","B19081_002EA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0400000US01","Alabama","9142","null","205","null","24679","390","null","null","43032","484","null","null","69786","null","787","null","150680","2600","null","null","255956","null","9137","null",
"0400000US02","Alaska","17950","null","867","null","44826","1692","null","null","71820","1872","null","null","107757","null","2425","null","203119","8406","null","null","326258","null","25601","null",
"0400000US04","Arizona","11108","null","266","null","30066","330","null","null","49927","487","null","null","78324","null","674","null","171088","2404","null","null","297981","null","6746","null",
"0400000US05","Arkansas","9962","null","250","null","24932","464","null","null","41581","730","null","null","65540","null","1120","null","146449","4604","null","null","261821","null","16094","null",
"0400000US06","California","13190","null","117","null","35772","197","null","null","62428","300","null","null","100828","null","404","null","230758","1285","null","null","411902","null","4214","null",
"0400000US08","Colorado","14379","null","289","null","37312","463","null","null","61474","585","null","null","94702","null","877","null","203607","3433","null","null","356366","null","11684","null",
"0400000US09","Connecticut","14450","null","448","null","40217","697","null","null","70039","887","null","null","111294","null","1316","null","268738","5365","null","null","511719","null","16024","null",
"0400000US10","Delaware","13777","null","764","null","36584","1024","null","null","59745","1554","null","null","92541","null","2176","null","191215","7492","null","null","317962","null","20564","null",
"0400000US11","District of Columbia","9290","null","950","null","35864","1870","null","null","71688","2615","null","null","119950","null","3474","null","280834","9536","null","null","487148","null","25989","null",
"0400000US12","Florida","11022","null","154","null","28649","237","null","null","47561","315","null","null","74942","null","417","null","175375","1609","null","null","323954","null","5154","null",
"0400000US13","Georgia","10545","null","205","null","29041","349","null","null","49285","444","null","null","78633","null","596","null","176598","2320","null","null","311462","null","8062","null",
"0400000US15","Hawaii","15349","null","790","null","43045","1259","null","null","69415","1298","null","null","103161","null","1524","null","203363","6596","null","null","337084","null","22248","null",
"0400000US16","Idaho","11899","null","608","null","29669","809","null","null","47954","1132","null","null","73006","null","1555","null","158046","6616","null","null","282551","null","21626","null",
"0400000US17","Illinois","12246","null","134","null","33817","265","null","null","57774","371","null","null","91112","null","519","null","201945","2296","null","null","359000","null","7739","null",
"0400000US18","Indiana","11862","null","229","null","30334","325","null","null","49361","388","null","null","74977","null","575","null","155575","2121","null","null","267316","null","6995","null",
"0400000US19","Iowa","13031","null","310","null","32861","480","null","null","53789","649","null","null","81183","null","771","null","167227","3454","null","null","290903","null","12150","null",
"0400000US20","Kansas","12675","null","319","null","32142","459","null","null","52924","702","null","null","81028","null","836","null","176456","3659","null","null","315661","null","12834","null",
"0400000US21","Kentucky","9346","null","222","null","24980","372","null","null","43418","545","null","null","69318","null","693","null","148222","2336","null","null","252819","null","7251","null",
"0400000US22","Louisiana","9033","null","257","null","25168","466","null","null","44662","595","null","null","74448","null","914","null","165332","3158","null","null","286464","null","10004","null",
"0400000US23","Maine","11434","null","409","null","29304","769","null","null","49250","984","null","null","76855","null","1344","null","162366","6438","null","null","284930","null","21249","null",
"0400000US24","Maryland","16748","null","366","null","44978","568","null","null","74401","717","null","null","114241","null","919","null","234714","2940","null","null","396992","null","9463","null",
"0400000US25","Massachusetts","13189","null","245","null","38574","517","null","null","69277","692","null","null","110953","null","863","null","245028","3094","null","null","436567","null","9861","null",
"0400000US26","Michigan","11352","null","166","null","29751","267","null","null","49800","340","null","null","77843","null","493","null","165223","1500","null","null","281928","null","4389","null",
"0400000US27","Minnesota","14750","null","246","null","37609","422","null","null","61787","576","null","null","94054","null","762","null","200922","2861","null","null","355177","null","9180","null",
"0400000US28","Mississippi","8384","null","254","null","22858","434","null","null","39687","637","null","null","64596","null","950","null","138910","3427","null","null","236923","null","11826","null",
"0400000US29","Missouri","10959","null","239","null","29017","348","null","null","48324","468","null","null","75448","null","654","null","162096","2396","null","null","282517","null","8009","null",
"0400000US30","Montana","11130","null","571","null","28357","770","null","null","46442","1022","null","null","72383","null","1436","null","153233","4248","null","null","260991","null","13169","null",
"0400000US31","Nebraska","13386","null","385","null","32782","567","null","null","53114","654","null","null","80603","null","1018","null","161910","3366","null","null","272669","null","10336","null",
"0400000US32","Nevada","12513","null","352","null","31734","554","null","null","51569","767","null","null","78243","null","870","null","161083","3488","null","null","274067","null","11472","null",
"0400000US33","New Hampshire","16891","null","652","null","40716","1037","null","null","66715","1278","null","null","100866","null","1586","null","207921","6062","null","null","355549","null","19249","null",
"0400000US34","New Jersey","15029","null","273","null","41665","455","null","null","72381","515","null","null","114915","null","837","null","251284","3530","null","null","435484","null","11141","null",
"0400000US35","New Mexico","8938","null","421","null","25437","684","null","null","44929","852","null","null","72721","null","1304","null","155325","4328","null","null","264578","null","13341","null",
"0400000US36","New York","11374","null","145","null","32698","249","null","null","58923","333","null","null","96165","null","496","null","233656","2640","null","null","442321","null","8913","null",
"0400000US37","North Carolina","10851","null","175","null","27952","277","null","null","46677","400","null","null","73845","null","547","null","166170","2010","null","null","296642","null","6405","null",
"0400000US38","North Dakota","13532","null","769","null","35627","1035","null","null","58681","1244","null","null","89077","null","2095","null","198762","8321","null","null","368347","null","25863","null",
"0400000US39","Ohio","10926","null","151","null","29102","222","null","null","49254","285","null","null","77313","null","441","null","164665","1747","null","null","283424","null","5265","null",
"0400000US40","Oklahoma","11017","null","224","null","28327","298","null","null","47651","380","null","null","74085","null","544","null","161838","2591","null","null","286321","null","8939","null",
"0400000US41","Oregon","11792","null","359","null","30825","458","null","null","51308","569","null","null","80022","null","733","null","172103","2805","null","null","301458","null","10100","null",
"0400000US42","Pennsylvania","12120","null","146","null","31770","218","null","null","53701","352","null","null","84150","null","476","null","183821","1888","null","null","323908","null","6370","null",
"0400000US44","Rhode Island","11215","null","675","null","31624","1012","null","null","55414","1300","null","null","89868","null","1792","null","197611","7080","null","null","343797","null","23483","null",
"0400000US45","South Carolina","10183","null","264","null","26785","407","null","null","45236","502","null","null","71773","null","786","null","155537","2951","null","null","269830","null","9754","null",
"0400000US46","South Dakota","12376","null","602","null","31231","935","null","null","51096","1187","null","null","77475","null","1520","null","160721","6994","null","null","288702","null","22714","null",
"0400000US47","Tennessee","10080","null","214","null","26329","368","null","null","44635","477","null","null","71061","null","660","null","161567","2936","null","null","292452","null","9542","null",
"0400000US48","Texas","11873","null","122","null","31422","214","null","null","53559","306","null","null","85882","null","449","null","195048","1580","null","null","348337","null","4933","null",
"0400000US49","Utah","15853","null","485","null","39006","690","null","null","61004","735","null","null","89054","null","955","null","182147","3782","null","null","318270","null","12485","null",
"0400000US50","Vermont","13086","null","702","null","33016","1156","null","null","54371","1255","null","null","82500","null","1717","null","166893","6726","null","null","285332","null","21283","null",
"0400000US51","Virginia","14276","null","252","null","38710","414","null","null","65299","550","null","null","102781","null","662","null","221221","2426","null","null","373882","null","7120","null",
"0400000US53","Washington","13990","null","272","null","37237","451","null","null","61494","605","null","null","94349","null","803","null","199020","2673","null","null","340578","null","8776","null",
"0400000US54","West Virginia","9628","null","364","null","24318","531","null","null","41194","668","null","null","64922","null","908","null","134326","3742","null","null","221259","null","11598","null",
"0400000US55","Wisconsin","13338","null","258","null","32677","322","null","null","53141","384","null","null","80927","null","557","null","164680","2503","null","null","281928","null","8193","null",
"0400000US56","Wyoming","14405","null","689","null","34692","1399","null","null","57413","1804","null","null","87714","null","2231","null","167300","9090","null","null","273840","null","30245","null",
"0400000US72","Puerto Rico","2196","null","133","null","10198","209","null","null","19033","350","null","null","33331","null","537","null","85120","2303","null","null","157721","null","7952","null",
"0500000US01003","Baldwin County, Alabama","11424","null","1869","null","28957","2982","null","null","48491","3730","null","null","75005","null","5147","null","166187","18766","null","null","285396","null","48811","null",
"0500000US01015","Calhoun County, Alabama","8043","null","841","null","22694","2343","null","null","41294","2703","null","null","63375","null","3824","null","128882","11143","null","null","200273","null","27253","null",
"0500000US01043","Cullman County, Alabama","11109","null","1773","null","23214","2063","null","null","37343","3479","null","null","56952","null","4579","null","129260","16352","null","null","222620","null","42333","null",
"0500000US01049","DeKalb County, Alabama","7057","null","2287","null","20543","3033","null","null","35468","5587","null","null","58497","null","4389","null","123713","13406","null","null","206537","null","36430","null",
"0500000US01051","Elmore County, Alabama","12534","null","2290","null","31787","4257","null","null","54648","4466","null","null","79675","null","5005","null","146120","12059","null","null","237203","null","34149","null",
"0500000US01055","Etowah County, Alabama","10112","null","1141","null","22769","2225","null","null","41004","3062","null","null","62905","null","3532","null","122523","11390","null","null","193666","null","32606","null",
"0500000US01069","Houston County, Alabama","8989","null","702","null","23093","1477","null","null","39853","1769","null","null","63355","null","2376","null","143955","8437","null","null","255203","null","29679","null",
"0500000US01073","Jefferson County, Alabama","9458","null","489","null","25490","970","null","null","44820","1517","null","null","72844","null","1976","null","165572","9713","null","null","294008","null","33965","null",
"0500000US01077","Lauderdale County, Alabama","9006","null","1411","null","22694","2286","null","null","40251","3476","null","null","61947","null","4727","null","146529","27462","null","null","276833","null","102832","null",
"0500000US01081","Lee County, Alabama","6601","null","1060","null","21272","2488","null","null","39895","3131","null","null","69453","null","5004","null","180543","24583","null","null","343237","null","84164","null",
"0500000US01083","Limestone County, Alabama","11521","null","2325","null","29336","3348","null","null","50553","4782","null","null","83547","null","6585","null","179837","42414","null","null","323033","null","156692","null",
"0500000US01089","Madison County, Alabama","11253","null","1234","null","33091","1937","null","null","58676","2736","null","null","93754","null","3453","null","197938","14793","null","null","334114","null","51422","null",
"0500000US01095","Marshall County, Alabama","8739","null","1813","null","21245","2041","null","null","34012","3221","null","null","59356","null","6383","null","133361","12653","null","null","223972","null","40835","null",
"0500000US01097","Mobile County, Alabama","9810","null","714","null","25137","1185","null","null","43453","1891","null","null","70688","null","2887","null","146146","8992","null","null","240416","null","31063","null",
"0500000US01101","Montgomery County, Alabama","9301","null","854","null","24926","1680","null","null","43630","2196","null","null","72822","null","3958","null","148188","8209","null","null","229527","null","22730","null",
"0500000US01103","Morgan County, Alabama","10765","null","1778","null","28018","2838","null","null","45360","3315","null","null","68542","null","3978","null","134546","10933","null","null","211077","null","31184","null",
"0500000US01115","St. Clair County, Alabama","10761","null","2256","null","29140","3683","null","null","49768","4752","null","null","73294","null","5305","null","132314","13291","null","null","198003","null","42556","null",
"0500000US01117","Shelby County, Alabama","16355","null","1318","null","38800","2161","null","null","66246","2942","null","null","101252","null","4147","null","202261","12011","null","null","340304","null","36705","null",
"0500000US01121","Talladega County, Alabama","8315","null","1368","null","21839","3288","null","null","39810","3905","null","null","58980","null","4717","null","108866","8143","null","null","156629","null","16870","null",
"0500000US01125","Tuscaloosa County, Alabama","9418","null","1533","null","26748","2147","null","null","48008","2505","null","null","74767","null","3435","null","156101","12736","null","null","267219","null","41673","null",
"0500000US01127","Walker County, Alabama","9219","null","1434","null","20081","2043","null","null","35706","4155","null","null","58023","null","5162","null","120657","14123","null","null","204025","null","36714","null",
"0500000US02020","Anchorage Municipality, Alaska","21031","null","2170","null","49898","2890","null","null","76566","3435","null","null","114155","null","4295","null","223421","15373","null","null","377640","null","45251","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","19940","null","3101","null","43806","4214","null","null","69350","5689","null","null","104272","null","8199","null","205723","28504","null","null","328954","null","85877","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","16947","null","1800","null","45545","3366","null","null","74680","3865","null","null","110308","null","4512","null","185694","9355","null","null","275222","null","24211","null",
"0500000US04001","Apache County, Arizona","3915","null","882","null","16397","1734","null","null","33369","3436","null","null","56650","null","4556","null","112898","10815","null","null","172444","null","27406","null",
"0500000US04003","Cochise County, Arizona","8839","null","1387","null","25951","2215","null","null","45287","3092","null","null","69765","null","5511","null","142071","9153","null","null","205642","null","18105","null",
"0500000US04005","Coconino County, Arizona","10508","null","1540","null","29142","3036","null","null","50790","4597","null","null","84666","null","5860","null","167309","14203","null","null","270246","null","38539","null",
"0500000US04013","Maricopa County, Arizona","12131","null","357","null","32882","519","null","null","54265","744","null","null","85353","null","967","null","185373","3227","null","null","322087","null","8966","null",
"0500000US04015","Mohave County, Arizona","9999","null","1086","null","24538","1265","null","null","37499","1953","null","null","55056","null","2606","null","114028","6687","null","null","186463","null","19746","null",
"0500000US04017","Navajo County, Arizona","5784","null","1102","null","18151","1981","null","null","34538","3161","null","null","57155","null","3741","null","108239","9174","null","null","169571","null","21886","null",
"0500000US04019","Pima County, Arizona","10590","null","614","null","27491","891","null","null","46173","1212","null","null","72961","null","1582","null","163464","6685","null","null","291393","null","21640","null",
"0500000US04021","Pinal County, Arizona","10506","null","1244","null","30367","1704","null","null","49497","2274","null","null","72484","null","2544","null","138930","11904","null","null","234686","null","42226","null",
"0500000US04025","Yavapai County, Arizona","11594","null","1121","null","28047","1788","null","null","44548","2230","null","null","66702","null","3708","null","149201","15581","null","null","267752","null","49385","null",
"0500000US04027","Yuma County, Arizona","10136","null","959","null","24368","1444","null","null","39953","2164","null","null","62384","null","3358","null","135169","11545","null","null","238369","null","39153","null",
"0500000US05007","Benton County, Arkansas","14974","null","1220","null","35673","1706","null","null","57694","2915","null","null","90241","null","3912","null","184810","15037","null","null","318011","null","47595","null",
"0500000US05031","Craighead County, Arkansas","8660","null","2138","null","24524","3019","null","null","42348","3601","null","null","64050","null","5057","null","160949","21761","null","null","298399","null","56465","null",
"0500000US05045","Faulkner County, Arkansas","11444","null","1896","null","31514","3019","null","null","51595","3686","null","null","75969","null","4366","null","157959","23350","null","null","277172","null","85546","null",
"0500000US05051","Garland County, Arkansas","8732","null","1172","null","23314","2176","null","null","40996","3472","null","null","64565","null","5169","null","150036","22054","null","null","277012","null","75597","null",
"0500000US05069","Jefferson County, Arkansas","8366","null","1199","null","19657","2144","null","null","33082","3384","null","null","56025","null","5996","null","131494","16088","null","null","226751","null","56652","null",
"0500000US05085","Lonoke County, Arkansas","14603","null","2292","null","35376","3354","null","null","53714","3565","null","null","79422","null","5403","null","129852","8880","null","null","186588","null","20110","null",
"0500000US05119","Pulaski County, Arkansas","11249","null","867","null","27467","1436","null","null","45431","1883","null","null","74228","null","2668","null","165984","12352","null","null","296269","null","38148","null",
"0500000US05125","Saline County, Arkansas","17334","null","1894","null","36231","2827","null","null","53684","4272","null","null","79300","null","6325","null","146981","12041","null","null","222338","null","31095","null",
"0500000US05131","Sebastian County, Arkansas","10310","null","1241","null","23015","2385","null","null","39115","3468","null","null","63916","null","3898","null","167791","23780","null","null","339813","null","84028","null",
"0500000US05143","Washington County, Arkansas","10430","null","1232","null","26156","2276","null","null","44686","2791","null","null","73332","null","4809","null","192101","30344","null","null","389555","null","110007","null",
"0500000US05145","White County, Arkansas","8584","null","1502","null","21925","3287","null","null","40744","5246","null","null","67666","null","5412","null","179417","61635","null","null","387248","null","230833","null",
"0500000US06001","Alameda County, California","15332","null","554","null","43658","1143","null","null","77531","1548","null","null","122970","null","2077","null","251316","7651","null","null","418343","null","22790","null",
"0500000US06007","Butte County, California","9027","null","858","null","23611","1786","null","null","43163","2476","null","null","72823","null","4275","null","174690","19245","null","null","330903","null","65476","null",
"0500000US06013","Contra Costa County, California","17895","null","924","null","48222","1417","null","null","80431","1973","null","null","125565","null","2685","null","291022","12076","null","null","535888","null","36484","null",
"0500000US06017","El Dorado County, California","16583","null","1517","null","39702","3269","null","null","70241","4571","null","null","110887","null","5828","null","240976","24659","null","null","404647","null","78614","null",
"0500000US06019","Fresno County, California","9609","null","585","null","25661","1034","null","null","44055","1324","null","null","72881","null","1992","null","160476","6949","null","null","271501","null","22857","null",
"0500000US06023","Humboldt County, California","9928","null","937","null","23398","1926","null","null","40030","2672","null","null","61567","null","3646","null","134971","11865","null","null","226927","null","33800","null",
"0500000US06025","Imperial County, California","9191","null","1379","null","21863","2414","null","null","40018","4085","null","null","71189","null","5994","null","150379","13432","null","null","233070","null","34224","null",
"0500000US06029","Kern County, California","11403","null","711","null","28281","1219","null","null","48297","1827","null","null","78618","null","2498","null","162262","6617","null","null","268131","null","20475","null",
"0500000US06031","Kings County, California","10968","null","1630","null","26150","2805","null","null","42972","3940","null","null","70956","null","6270","null","149105","19086","null","null","240902","null","60931","null",
"0500000US06033","Lake County, California","6628","null","1904","null","19046","2549","null","null","34133","4466","null","null","58649","null","6809","null","116426","10212","null","null","174529","null","19622","null",
"0500000US06037","Los Angeles County, California","11954","null","240","null","31949","366","null","null","56206","556","null","null","92459","null","879","null","222953","3231","null","null","410778","null","10228","null",
"0500000US06039","Madera County, California","9964","null","1903","null","26844","2843","null","null","43756","3565","null","null","70675","null","4979","null","141294","14033","null","null","224888","null","45074","null",
"0500000US06041","Marin County, California","19074","null","1895","null","54668","3463","null","null","95885","5698","null","null","161069","null","8778","null","405420","28932","null","null","743391","null","72881","null",
"0500000US06045","Mendocino County, California","9460","null","1605","null","24261","2706","null","null","42004","4227","null","null","69017","null","6640","null","167066","28411","null","null","306018","null","106629","null",
"0500000US06047","Merced County, California","11805","null","935","null","27741","1396","null","null","44766","2596","null","null","69871","null","3774","null","144324","11932","null","null","232842","null","34414","null",
"0500000US06053","Monterey County, California","15140","null","1146","null","36253","1786","null","null","58189","2184","null","null","88629","null","3224","null","218665","13795","null","null","407293","null","41794","null",
"0500000US06055","Napa County, California","18016","null","1765","null","43640","3137","null","null","74193","4918","null","null","114661","null","6966","null","258480","22393","null","null","454073","null","65419","null",
"0500000US06057","Nevada County, California","16082","null","2087","null","36427","3171","null","null","57388","4149","null","null","89009","null","5285","null","189315","25839","null","null","336883","null","73179","null",
"0500000US06059","Orange County, California","17175","null","508","null","45460","1002","null","null","76273","1353","null","null","119220","null","1679","null","262476","5963","null","null","463521","null","19304","null",
"0500000US06061","Placer County, California","17174","null","1475","null","44513","2254","null","null","75528","2776","null","null","116096","null","4006","null","231947","11007","null","null","390714","null","34988","null",
"0500000US06065","Riverside County, California","13029","null","547","null","33536","778","null","null","57019","987","null","null","87946","null","1248","null","175686","4971","null","null","285413","null","15515","null",
"0500000US06067","Sacramento County, California","11864","null","579","null","32937","849","null","null","56259","1094","null","null","89122","null","1813","null","189844","8840","null","null","325539","null","32262","null",
"0500000US06071","San Bernardino County, California","11324","null","545","null","30537","828","null","null","52440","1210","null","null","82285","null","1651","null","165260","4165","null","null","263589","null","12327","null",
"0500000US06073","San Diego County, California","13913","null","569","null","38847","857","null","null","66245","1097","null","null","104224","null","1470","null","222454","5348","null","null","378202","null","18038","null",
"0500000US06075","San Francisco County, California","12931","null","902","null","44898","1949","null","null","84997","2473","null","null","136953","null","3428","null","316297","13973","null","null","556654","null","39025","null",
"0500000US06077","San Joaquin County, California","11526","null","755","null","29765","1337","null","null","51854","1813","null","null","83617","null","2432","null","178132","7527","null","null","302799","null","23276","null",
"0500000US06079","San Luis Obispo County, California","13766","null","1630","null","36726","2566","null","null","63121","3263","null","null","97505","null","3764","null","208582","20992","null","null","374318","null","68624","null",
"0500000US06081","San Mateo County, California","22303","null","1362","null","59244","2216","null","null","100682","2744","null","null","154394","null","4153","null","372117","15799","null","null","698338","null","50628","null",
"0500000US06083","Santa Barbara County, California","14384","null","1144","null","36792","2042","null","null","63585","2738","null","null","98638","null","3443","null","227506","16852","null","null","414734","null","53865","null",
"0500000US06085","Santa Clara County, California","20644","null","773","null","57115","1275","null","null","97755","1647","null","null","151302","null","2230","null","322324","7619","null","null","553048","null","23244","null",
"0500000US06087","Santa Cruz County, California","14213","null","1725","null","37535","2867","null","null","65862","3764","null","null","108784","null","5734","null","239986","15075","null","null","408394","null","43274","null",
"0500000US06089","Shasta County, California","11056","null","1162","null","26132","1577","null","null","44216","2547","null","null","69486","null","3318","null","147976","8880","null","null","240131","null","22684","null",
"0500000US06095","Solano County, California","15570","null","1436","null","41722","2368","null","null","68453","2689","null","null","102699","null","2999","null","189687","10430","null","null","293918","null","34651","null",
"0500000US06097","Sonoma County, California","15264","null","1153","null","41465","1981","null","null","68198","2415","null","null","102987","null","3424","null","229493","20629","null","null","407914","null","73318","null",
"0500000US06099","Stanislaus County, California","11514","null","1011","null","31092","1638","null","null","51098","1903","null","null","78398","null","2340","null","156210","9714","null","null","256067","null","29386","null",
"0500000US06101","Sutter County, California","14175","null","2474","null","34921","3080","null","null","54717","4293","null","null","83023","null","6694","null","168365","15464","null","null","261992","null","43416","null",
"0500000US06107","Tulare County, California","10425","null","869","null","25577","1246","null","null","42825","1775","null","null","68235","null","2527","null","145020","9510","null","null","243332","null","29595","null",
"0500000US06111","Ventura County, California","18155","null","1131","null","46301","1832","null","null","75284","2076","null","null","112214","null","2771","null","241753","9851","null","null","411843","null","31977","null",
"0500000US06113","Yolo County, California","8684","null","1185","null","29599","2815","null","null","55578","3661","null","null","93769","null","5090","null","208765","15154","null","null","362812","null","44948","null",
"0500000US06115","Yuba County, California","9917","null","2157","null","24759","3660","null","null","41366","4488","null","null","64561","null","6124","null","132825","24545","null","null","223587","null","90608","null",
"0500000US08001","Adams County, Colorado","15608","null","1226","null","37691","1487","null","null","58957","1970","null","null","85742","null","2625","null","166681","8392","null","null","267727","null","26155","null",
"0500000US08005","Arapahoe County, Colorado","16726","null","994","null","40899","1334","null","null","65318","1830","null","null","100265","null","2652","null","229077","12543","null","null","431261","null","41089","null",
"0500000US08013","Boulder County, Colorado","14357","null","1631","null","41215","2655","null","null","72156","3229","null","null","112888","null","4397","null","239363","12567","null","null","403914","null","35437","null",
"0500000US08031","Denver County, Colorado","11013","null","870","null","32342","1369","null","null","55987","1826","null","null","90070","null","2131","null","219987","14717","null","null","416478","null","51541","null",
"0500000US08035","Douglas County, Colorado","30013","null","2459","null","69868","3249","null","null","104986","3523","null","null","144704","null","4296","null","279952","17232","null","null","472919","null","58552","null",
"0500000US08041","El Paso County, Colorado","14188","null","904","null","36682","1525","null","null","59344","1802","null","null","90098","null","2114","null","183711","8772","null","null","307629","null","29701","null",
"0500000US08059","Jefferson County, Colorado","18164","null","989","null","44528","1467","null","null","70757","1808","null","null","105748","null","2545","null","214559","8729","null","null","362614","null","26155","null",
"0500000US08069","Larimer County, Colorado","14184","null","1210","null","34137","1655","null","null","56483","2218","null","null","87545","null","2833","null","191854","15607","null","null","339404","null","50721","null",
"0500000US08077","Mesa County, Colorado","10663","null","2000","null","29352","2778","null","null","48754","3827","null","null","76836","null","5945","null","150762","20202","null","null","247565","null","65511","null",
"0500000US08101","Pueblo County, Colorado","9364","null","1319","null","25426","2015","null","null","41445","2300","null","null","66067","null","3506","null","131960","8021","null","null","215299","null","21667","null",
"0500000US08123","Weld County, Colorado","17297","null","1338","null","40681","1787","null","null","62530","2451","null","null","91464","null","2839","null","175459","9931","null","null","287671","null","29645","null",
"0500000US09001","Fairfield County, Connecticut","16741","null","857","null","48098","1667","null","null","86151","2349","null","null","145671","null","3657","null","414287","15644","null","null","822518","null","47334","null",
"0500000US09003","Hartford County, Connecticut","13547","null","758","null","37804","1240","null","null","66278","1900","null","null","105317","null","2547","null","230002","8560","null","null","403981","null","23106","null",
"0500000US09005","Litchfield County, Connecticut","18169","null","2083","null","48117","2692","null","null","74304","2966","null","null","106674","null","4043","null","208377","13622","null","null","353650","null","46976","null",
"0500000US09007","Middlesex County, Connecticut","16292","null","2022","null","44325","3493","null","null","76826","5110","null","null","121286","null","5574","null","221848","15842","null","null","347307","null","49897","null",
"0500000US09009","New Haven County, Connecticut","11940","null","685","null","34008","1253","null","null","60185","2008","null","null","97501","null","2717","null","209670","9944","null","null","358585","null","32427","null",
"0500000US09011","New London County, Connecticut","14992","null","1434","null","40587","2730","null","null","66134","2723","null","null","100721","null","3955","null","201564","10204","null","null","332477","null","33592","null",
"0500000US09013","Tolland County, Connecticut","20295","null","2932","null","49067","3799","null","null","78208","4726","null","null","115953","null","7495","null","222690","23309","null","null","375022","null","76318","null",
"0500000US09015","Windham County, Connecticut","14839","null","1792","null","34636","3286","null","null","59345","4786","null","null","86546","null","4449","null","146439","6840","null","null","205876","null","14957","null",
"0500000US10001","Kent County, Delaware","13136","null","2214","null","34078","2184","null","null","54565","3336","null","null","83221","null","4334","null","157394","10476","null","null","240692","null","32383","null",
"0500000US10003","New Castle County, Delaware","13771","null","979","null","38517","1421","null","null","63849","2188","null","null","99758","null","3242","null","205570","9765","null","null","343043","null","27152","null",
"0500000US10005","Sussex County, Delaware","14306","null","1649","null","34515","1939","null","null","55233","2974","null","null","84002","null","3873","null","177664","12517","null","null","302359","null","34059","null",
"0500000US11001","District of Columbia, District of Columbia","9290","null","950","null","35864","1870","null","null","71688","2615","null","null","119950","null","3474","null","280834","9536","null","null","487148","null","25989","null",
"0500000US12001","Alachua County, Florida","6448","null","1094","null","23586","1721","null","null","44620","2593","null","null","72901","null","3380","null","174130","13820","null","null","311136","null","39127","null",
"0500000US12005","Bay County, Florida","10642","null","1659","null","28244","1879","null","null","45532","2280","null","null","71661","null","3720","null","161822","17270","null","null","297124","null","63755","null",
"0500000US12009","Brevard County, Florida","11303","null","971","null","29589","1467","null","null","48172","1630","null","null","73898","null","2077","null","159790","9717","null","null","277768","null","29806","null",
"0500000US12011","Broward County, Florida","11665","null","499","null","30567","746","null","null","52003","1131","null","null","82623","null","1436","null","185188","5846","null","null","330783","null","17292","null",
"0500000US12015","Charlotte County, Florida","11188","null","1374","null","27256","1704","null","null","43234","2437","null","null","64854","null","3320","null","140050","11832","null","null","237227","null","37783","null",
"0500000US12017","Citrus County, Florida","9348","null","1045","null","22531","2082","null","null","35994","2241","null","null","55518","null","3861","null","135112","26466","null","null","260819","null","94630","null",
"0500000US12019","Clay County, Florida","15040","null","2467","null","36851","2947","null","null","59123","3286","null","null","85226","null","4580","null","164203","13712","null","null","262791","null","46862","null",
"0500000US12021","Collier County, Florida","16412","null","1213","null","37882","1765","null","null","59370","2361","null","null","93662","null","4160","null","271532","24204","null","null","571410","null","73090","null",
"0500000US12023","Columbia County, Florida","8426","null","2030","null","22023","3063","null","null","38505","4609","null","null","59125","null","4702","null","145353","34083","null","null","278934","null","115461","null",
"0500000US12031","Duval County, Florida","9978","null","719","null","27840","985","null","null","46000","1484","null","null","73094","null","2016","null","162984","6866","null","null","291781","null","21074","null",
"0500000US12033","Escambia County, Florida","12803","null","1058","null","30205","1632","null","null","46278","2177","null","null","67934","null","2954","null","146107","11919","null","null","270835","null","44767","null",
"0500000US12035","Flagler County, Florida","14376","null","2166","null","35015","3060","null","null","51639","2610","null","null","72279","null","4093","null","129862","12349","null","null","208063","null","39575","null",
"0500000US12053","Hernando County, Florida","11294","null","1221","null","27011","1718","null","null","40574","2219","null","null","59469","null","3285","null","119532","12602","null","null","197911","null","38638","null",
