"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Family households (families)","HOUSEHOLDS BY TYPE!!Family households (families)!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family","HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Nonfamily households","HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Average household size","HOUSEHOLDS BY TYPE!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Householder","RELATIONSHIP!!Spouse","RELATIONSHIP!!Child","RELATIONSHIP!!Other relatives","RELATIONSHIP!!Nonrelatives","RELATIONSHIP!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Never married","MARITAL STATUS!!Now married, except separated","MARITAL STATUS!!Separated","MARITAL STATUS!!Widowed","MARITAL STATUS!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Never married","MARITAL STATUS!!Now married, except separated","MARITAL STATUS!!Separated","MARITAL STATUS!!Widowed","MARITAL STATUS!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Per 1,000 women 15 to 50 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Responsible for grandchildren","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Who are female","GRANDPARENTS!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Nursery school, preschool","SCHOOL ENROLLMENT!!Kindergarten","SCHOOL ENROLLMENT!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!High school (grades 9-12)","SCHOOL ENROLLMENT!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Associate's degree","EDUCATIONAL ATTAINMENT!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher","EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Same house","RESIDENCE 1 YEAR AGO!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Native","PLACE OF BIRTH!!Native!!Born in United States","PLACE OF BIRTH!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Native","YEAR OF ENTRY!!Entered 2000 or later","YEAR OF ENTRY!!Entered before 2000","YEAR OF ENTRY!!Foreign born","YEAR OF ENTRY!!Entered 2000 or later","YEAR OF ENTRY!!Entered before 2000","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!English only","LANGUAGE SPOKEN AT HOME!!Language other than English","LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish","LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!American","ANCESTRY!!Arab","ANCESTRY!!Czech","ANCESTRY!!Danish","ANCESTRY!!Dutch","ANCESTRY!!English","ANCESTRY!!French (except Basque)","ANCESTRY!!French Canadian","ANCESTRY!!German","ANCESTRY!!Greek","ANCESTRY!!Hungarian","ANCESTRY!!Irish","ANCESTRY!!Italian","ANCESTRY!!Lithuanian","ANCESTRY!!Norwegian","ANCESTRY!!Polish","ANCESTRY!!Portuguese","ANCESTRY!!Russian","ANCESTRY!!Scotch-Irish","ANCESTRY!!Scottish","ANCESTRY!!Slovak","ANCESTRY!!Subsaharan African","ANCESTRY!!Swedish","ANCESTRY!!Swiss","ANCESTRY!!Ukrainian","ANCESTRY!!Welsh","ANCESTRY!!West Indian (excluding Hispanic origin groups)"
"    Estimate","","1,114,902","761,361","318,766","554,946","202,668","51,620","24,997","154,795","91,101","353,541","302,127","111,955","365,384","292,662","2.55","3.09","","2,842,675","1,114,902","553,452","836,716","201,860","135,745","53,428","","1,128,804","332,606","601,189","25,391","34,556","135,062","1,200,974","281,988","586,592","34,605","134,080","163,709","","37,344","14,604","41","54","26","104","17","","71,629","40,350","","9,645","7,793","6,888","16,024","40,350","25,259","29,869","","760,063","53,150","40,440","316,613","156,386","193,474","","1,919,422","121,504","205,920","664,076","432,193","121,711","252,888","121,130","(X)","(X)","","2,203,766","247,571","","2,867,611","467,726","709,374","39,246","1,753,433","255,498","404,804","172,982","","2,888,304","2,387,806","492,124","292,197","199,927","120,800","79,127","8,374","","2,921,606","2,789,939","2,771,280","1,792,240","979,040","18,659","131,667","","131,667","36,435","95,232","","150,326","18,659","5,527","13,132","131,667","62,525","69,142","","131,667","9,743","25,504","1,317","4,171","87,573","3,359","","2,727,155","2,539,497","187,658","87,993","136,992","69,313","22,601","4,773","24,634","12,997","3,431","910","","2,921,606","317,687","5,019","5,397","5,142","50,387","287,269","60,293","5,434","327,754","3,490","4,983","365,875","47,446","978","12,446","22,717","2,754","5,485","38,109","47,744","1,058","6,969","17,472","5,037","1,229","12,338","5,499"
"    Percent","","1,114,902","68.3%","28.6%","49.8%","18.2%","4.6%","2.2%","13.9%","8.2%","31.7%","27.1%","10.0%","32.8%","26.3%","(X)","(X)","","2,842,675","39.2%","19.5%","29.4%","7.1%","4.8%","1.9%","","1,128,804","29.5%","53.3%","2.2%","3.1%","12.0%","1,200,974","23.5%","48.8%","2.9%","11.2%","13.6%","","37,344","39.1%","(X)","(X)","(X)","(X)","(X)","","71,629","56.3%","","13.5%","10.9%","9.6%","22.4%","40,350","62.6%","74.0%","","760,063","7.0%","5.3%","41.7%","20.6%","25.5%","","1,919,422","6.3%","10.7%","34.6%","22.5%","6.3%","13.2%","6.3%","82.9%","19.5%","","2,203,766","11.2%","","2,867,611","16.3%","709,374","5.5%","1,753,433","14.6%","404,804","42.7%","","2,888,304","82.7%","17.0%","10.1%","6.9%","4.2%","2.7%","0.3%","","2,921,606","95.5%","94.9%","61.3%","33.5%","0.6%","4.5%","","131,667","27.7%","72.3%","","150,326","18,659","29.6%","70.4%","131,667","47.5%","52.5%","","131,667","7.4%","19.4%","1.0%","3.2%","66.5%","2.6%","","2,727,155","93.1%","6.9%","3.2%","5.0%","2.5%","0.8%","0.2%","0.9%","0.5%","0.1%","0.0%","","2,921,606","10.9%","0.2%","0.2%","0.2%","1.7%","9.8%","2.1%","0.2%","11.2%","0.1%","0.2%","12.5%","1.6%","0.0%","0.4%","0.8%","0.1%","0.2%","1.3%","1.6%","0.0%","0.2%","0.6%","0.2%","0.0%","0.4%","0.2%"
"California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","12,406,475","8,507,856","4,103,443","6,082,566","2,858,983","736,626","337,300","1,688,664","907,160","3,898,619","3,001,307","1,027,591","4,606,298","3,020,725","2.94","3.53","","36,529,547","12,406,475","6,076,034","11,727,694","3,758,531","2,560,813","831,374","","14,662,335","5,830,573","7,064,864","284,997","305,410","1,176,491","15,043,190","4,864,486","6,876,306","400,468","1,214,560","1,687,370","","508,113","172,249","33","53","23","91","29","","1,110,809","300,859","","65,414","74,238","50,464","110,743","300,859","183,985","220,859","","10,648,332","586,758","528,552","4,069,534","2,308,799","3,154,689","","24,097,200","2,534,951","2,115,091","5,012,413","5,351,807","1,831,667","4,610,875","2,640,396","(X)","(X)","","27,908,574","1,947,570","","36,815,569","3,640,092","9,288,691","283,254","23,349,907","1,818,312","4,176,971","1,538,526","","36,907,897","30,790,221","5,858,036","4,318,755","1,539,281","1,094,532","444,749","259,640","","37,349,363","27,198,934","26,739,938","20,077,790","6,662,148","458,996","10,150,429","","10,150,429","4,633,509","5,516,920","","10,609,425","458,996","107,721","351,275","10,150,429","2,823,969","7,326,460","","10,150,369","665,861","3,646,750","158,953","74,624","5,476,637","127,544","","34,820,465","19,588,115","15,232,350","6,898,367","10,059,973","4,653,271","1,481,593","486,947","3,357,868","1,645,833","332,916","112,316","","37,349,363","857,524","269,917","86,682","184,002","396,794","2,327,331","728,284","104,962","3,330,889","136,493","132,860","2,573,023","1,501,625","50,900","383,922","509,365","355,998","436,225","247,530","519,955","23,349","268,808","435,274","111,798","99,624","162,550","75,473"
"    Percent","","12,406,475","68.6%","33.1%","49.0%","23.0%","5.9%","2.7%","13.6%","7.3%","31.4%","24.2%","8.3%","37.1%","24.3%","(X)","(X)","","36,529,547","34.0%","16.6%","32.1%","10.3%","7.0%","2.3%","","14,662,335","39.8%","48.2%","1.9%","2.1%","8.0%","15,043,190","32.3%","45.7%","2.7%","8.1%","11.2%","","508,113","33.9%","(X)","(X)","(X)","(X)","(X)","","1,110,809","27.1%","","5.9%","6.7%","4.5%","10.0%","300,859","61.2%","73.4%","","10,648,332","5.5%","5.0%","38.2%","21.7%","29.6%","","24,097,200","10.5%","8.8%","20.8%","22.2%","7.6%","19.1%","11.0%","80.7%","30.1%","","27,908,574","7.0%","","36,815,569","9.9%","9,288,691","3.0%","23,349,907","7.8%","4,176,971","36.8%","","36,907,897","83.4%","15.9%","11.7%","4.2%","3.0%","1.2%","0.7%","","37,349,363","72.8%","71.6%","53.8%","17.8%","1.2%","27.2%","","10,150,429","45.6%","54.4%","","10,609,425","458,996","23.5%","76.5%","10,150,429","27.8%","72.2%","","10,150,369","6.6%","35.9%","1.6%","0.7%","54.0%","1.3%","","34,820,465","56.3%","43.7%","19.8%","28.9%","13.4%","4.3%","1.4%","9.6%","4.7%","1.0%","0.3%","","37,349,363","2.3%","0.7%","0.2%","0.5%","1.1%","6.2%","1.9%","0.3%","8.9%","0.4%","0.4%","6.9%","4.0%","0.1%","1.0%","1.4%","1.0%","1.2%","0.7%","1.4%","0.1%","0.7%","1.2%","0.3%","0.3%","0.4%","0.2%"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,960,585","1,258,885","587,254","959,624","411,308","90,518","49,172","208,743","126,774","701,700","555,080","155,925","636,632","391,255","2.52","3.12","","4,933,193","1,960,585","959,279","1,435,776","269,308","308,245","114,995","","2,004,303","690,093","1,036,607","31,124","39,196","207,283","2,017,425","543,041","1,024,028","41,022","140,631","268,703","","68,838","20,501","32","55","20","100","24","","88,655","35,485","","7,411","8,118","5,371","14,585","35,485","21,706","26,269","","1,358,511","89,750","67,678","548,628","267,403","385,052","","3,328,045","141,906","201,526","759,326","753,324","260,733","779,055","432,175","(X)","(X)","","3,789,844","391,203","","4,956,873","498,680","1,226,208","40,652","3,194,530","272,809","536,135","185,219","","4,988,190","4,042,039","911,779","489,557","422,222","235,856","186,366","34,372","","5,049,071","4,551,966","4,479,347","2,144,996","2,334,351","72,619","497,105","","497,105","177,346","319,759","","569,724","72,619","16,706","55,913","497,105","199,552","297,553","","497,105","68,670","105,946","25,575","3,547","274,786","18,581","","4,706,794","3,901,647","805,147","327,870","573,076","241,190","106,335","26,882","91,189","45,238","34,547","14,560","","5,049,071","243,886","16,333","40,942","45,505","92,816","546,865","155,790","28,740","1,083,815","18,331","21,284","613,526","251,493","9,701","112,098","125,929","9,733","55,723","65,306","129,386","8,594","33,611","131,292","24,786","10,234","46,566","6,879"
"    Percent","","1,960,585","64.2%","30.0%","48.9%","21.0%","4.6%","2.5%","10.6%","6.5%","35.8%","28.3%","8.0%","32.5%","20.0%","(X)","(X)","","4,933,193","39.7%","19.4%","29.1%","5.5%","6.2%","2.3%","","2,004,303","34.4%","51.7%","1.6%","2.0%","10.3%","2,017,425","26.9%","50.8%","2.0%","7.0%","13.3%","","68,838","29.8%","(X)","(X)","(X)","(X)","(X)","","88,655","40.0%","","8.4%","9.2%","6.1%","16.5%","35,485","61.2%","74.0%","","1,358,511","6.6%","5.0%","40.4%","19.7%","28.3%","","3,328,045","4.3%","6.1%","22.8%","22.6%","7.8%","23.4%","13.0%","89.7%","36.4%","","3,789,844","10.3%","","4,956,873","10.1%","1,226,208","3.3%","3,194,530","8.5%","536,135","34.5%","","4,988,190","81.0%","18.3%","9.8%","8.5%","4.7%","3.7%","0.7%","","5,049,071","90.2%","88.7%","42.5%","46.2%","1.4%","9.8%","","497,105","35.7%","64.3%","","569,724","72,619","23.0%","77.0%","497,105","40.1%","59.9%","","497,105","13.8%","21.3%","5.1%","0.7%","55.3%","3.7%","","4,706,794","82.9%","17.1%","7.0%","12.2%","5.1%","2.3%","0.6%","1.9%","1.0%","0.7%","0.3%","","5,049,071","4.8%","0.3%","0.8%","0.9%","1.8%","10.8%","3.1%","0.6%","21.5%","0.4%","0.4%","12.2%","5.0%","0.2%","2.2%","2.5%","0.2%","1.1%","1.3%","2.6%","0.2%","0.7%","2.6%","0.5%","0.2%","0.9%","0.1%"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,358,809","890,770","407,963","656,629","280,390","58,325","25,390","175,816","102,183","468,039","384,382","144,656","443,077","358,831","2.55","3.15","","3,458,921","1,358,809","656,017","1,052,396","210,634","181,065","81,630","","1,399,329","507,552","708,599","15,614","37,874","129,690","1,512,492","452,491","703,414","27,132","140,429","189,026","","42,002","13,445","28","48","11","92","25","","72,372","23,096","","4,035","5,918","3,324","9,819","23,096","14,867","14,742","","948,526","58,940","42,782","372,839","209,251","264,714","","2,434,383","111,914","165,094","687,618","431,411","173,047","491,990","373,309","(X)","(X)","","2,753,985","225,379","","3,519,913","367,557","815,010","28,732","2,220,078","179,340","484,825","159,485","","3,541,146","3,100,742","420,237","271,709","148,528","71,195","77,333","20,167","","3,577,073","3,089,953","2,962,412","1,970,061","992,351","127,541","487,120","","487,120","228,059","259,061","","614,661","127,541","36,339","91,202","487,120","181,951","305,169","","487,120","138,854","107,089","17,771","1,699","205,127","16,580","","3,375,388","2,657,608","717,780","292,562","354,079","157,538","271,845","95,902","72,959","32,673","18,897","6,449","","3,577,073","98,337","17,917","15,051","14,424","31,719","329,019","209,533","99,934","349,656","33,047","38,142","595,804","668,124","29,779","21,540","301,935","50,069","63,903","21,927","72,406","20,504","31,999","64,160","8,577","18,804","15,216","85,268"
"    Percent","","1,358,809","65.6%","30.0%","48.3%","20.6%","4.3%","1.9%","12.9%","7.5%","34.4%","28.3%","10.6%","32.6%","26.4%","(X)","(X)","","3,458,921","39.3%","19.0%","30.4%","6.1%","5.2%","2.4%","","1,399,329","36.3%","50.6%","1.1%","2.7%","9.3%","1,512,492","29.9%","46.5%","1.8%","9.3%","12.5%","","42,002","32.0%","(X)","(X)","(X)","(X)","(X)","","72,372","31.9%","","5.6%","8.2%","4.6%","13.6%","23,096","64.4%","63.8%","","948,526","6.2%","4.5%","39.3%","22.1%","27.9%","","2,434,383","4.6%","6.8%","28.2%","17.7%","7.1%","20.2%","15.3%","88.6%","35.5%","","2,753,985","8.2%","","3,519,913","10.4%","815,010","3.5%","2,220,078","8.1%","484,825","32.9%","","3,541,146","87.6%","11.9%","7.7%","4.2%","2.0%","2.2%","0.6%","","3,577,073","86.4%","82.8%","55.1%","27.7%","3.6%","13.6%","","487,120","46.8%","53.2%","","614,661","127,541","28.5%","71.5%","487,120","37.4%","62.6%","","487,120","28.5%","22.0%","3.6%","0.3%","42.1%","3.4%","","3,375,388","78.7%","21.3%","8.7%","10.5%","4.7%","8.1%","2.8%","2.2%","1.0%","0.6%","0.2%","","3,577,073","2.7%","0.5%","0.4%","0.4%","0.9%","9.2%","5.9%","2.8%","9.8%","0.9%","1.1%","16.7%","18.7%","0.8%","0.6%","8.4%","1.4%","1.8%","0.6%","2.0%","0.6%","0.9%","1.8%","0.2%","0.5%","0.4%","2.4%"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","328,765","221,233","96,460","161,575","62,148","14,124","7,457","45,534","26,855","107,532","86,990","33,030","107,912","89,746","2.66","3.24","","875,356","328,765","161,686","273,828","59,829","51,248","19,586","","350,025","123,659","176,552","6,740","10,135","32,939","380,618","117,400","172,456","7,542","37,174","46,046","","9,902","4,209","34","45","11","93","15","","18,454","7,834","","1,170","2,543","1,183","2,938","7,834","5,036","5,488","","236,270","16,320","11,901","88,145","51,408","68,496","","600,779","23,093","51,028","196,159","120,045","43,386","99,400","67,668","(X)","(X)","","690,836","73,311","","885,232","108,444","206,046","9,074","553,769","60,128","125,417","39,242","","889,812","764,640","120,760","82,530","38,230","7,471","30,759","4,412","","899,769","827,901","813,759","407,450","406,309","14,142","71,868","","71,868","33,473","38,395","","86,010","14,142","5,063","9,079","71,868","30,925","40,943","","71,868","9,218","22,239","5,575","75","33,957","804","","843,674","742,113","101,561","38,929","58,082","26,763","25,164","7,127","14,248","4,462","4,067","577","","899,769","38,201","1,092","2,905","1,983","16,094","105,321","18,107","2,565","141,309","5,497","4,522","162,722","86,706","2,156","3,965","51,065","940","6,224","9,952","15,242","2,038","10,247","6,096","1,905","5,731","8,902","6,372"
"    Percent","","328,765","67.3%","29.3%","49.1%","18.9%","4.3%","2.3%","13.9%","8.2%","32.7%","26.5%","10.0%","32.8%","27.3%","(X)","(X)","","875,356","37.6%","18.5%","31.3%","6.8%","5.9%","2.2%","","350,025","35.3%","50.4%","1.9%","2.9%","9.4%","380,618","30.8%","45.3%","2.0%","9.8%","12.1%","","9,902","42.5%","(X)","(X)","(X)","(X)","(X)","","18,454","42.5%","","6.3%","13.8%","6.4%","15.9%","7,834","64.3%","70.1%","","236,270","6.9%","5.0%","37.3%","21.8%","29.0%","","600,779","3.8%","8.5%","32.7%","20.0%","7.2%","16.5%","11.3%","87.7%","27.8%","","690,836","10.6%","","885,232","12.3%","206,046","4.4%","553,769","10.9%","125,417","31.3%","","889,812","85.9%","13.6%","9.3%","4.3%","0.8%","3.5%","0.5%","","899,769","92.0%","90.4%","45.3%","45.2%","1.6%","8.0%","","71,868","46.6%","53.4%","","86,010","14,142","35.8%","64.2%","71,868","43.0%","57.0%","","71,868","12.8%","30.9%","7.8%","0.1%","47.2%","1.1%","","843,674","88.0%","12.0%","4.6%","6.9%","3.2%","3.0%","0.8%","1.7%","0.5%","0.5%","0.1%","","899,769","4.2%","0.1%","0.3%","0.2%","1.8%","11.7%","2.0%","0.3%","15.7%","0.6%","0.5%","18.1%","9.6%","0.2%","0.4%","5.7%","0.1%","0.7%","1.1%","1.7%","0.2%","1.1%","0.7%","0.2%","0.6%","1.0%","0.7%"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","252,388","101,519","42,063","57,275","20,732","8,740","3,582","35,504","17,749","150,869","121,036","28,180","48,753","53,027","2.24","3.37","","564,432","252,388","56,972","132,655","51,289","71,128","16,805","","243,152","143,315","68,482","5,842","5,020","20,493","277,203","154,605","63,159","8,697","20,898","29,844","","9,098","4,848","34","49","40","56","40","","10,495","4,692","","309","1,382","757","2,244","4,692","3,632","2,278","","158,455","9,512","5,936","41,230","25,774","76,003","","416,824","19,668","32,724","84,569","57,702","13,337","96,573","112,251","(X)","(X)","","500,354","30,510","","594,282","66,187","100,990","6,116","426,175","37,235","67,117","22,836","","596,747","474,676","115,010","63,766","51,244","0","51,244","7,061","","604,453","522,719","512,092","225,610","286,482","10,627","81,734","","81,734","32,412","49,322","","92,361","10,627","1,814","8,813","81,734","36,875","44,859","","81,734","14,288","15,182","13,159","1,553","36,042","1,510","","571,592","488,519","83,073","23,730","39,395","13,424","22,621","4,328","9,978","2,745","11,079","3,233","","604,453","7,181","4,187","1,097","1,223","4,078","31,100","10,981","1,494","39,294","2,775","2,946","41,980","16,444","1,503","2,923","9,997","1,368","9,862","3,582","6,994","697","18,392","4,522","1,808","1,854","2,941","7,460"
"    Percent","","252,388","40.2%","16.7%","22.7%","8.2%","3.5%","1.4%","14.1%","7.0%","59.8%","48.0%","11.2%","19.3%","21.0%","(X)","(X)","","564,432","44.7%","10.1%","23.5%","9.1%","12.6%","3.0%","","243,152","58.9%","28.2%","2.4%","2.1%","8.4%","277,203","55.8%","22.8%","3.1%","7.5%","10.8%","","9,098","53.3%","(X)","(X)","(X)","(X)","(X)","","10,495","44.7%","","2.9%","13.2%","7.2%","21.4%","4,692","77.4%","48.6%","","158,455","6.0%","3.7%","26.0%","16.3%","48.0%","","416,824","4.7%","7.9%","20.3%","13.8%","3.2%","23.2%","26.9%","87.4%","50.1%","","500,354","6.1%","","594,282","11.1%","100,990","6.1%","426,175","8.7%","67,117","34.0%","","596,747","79.5%","19.3%","10.7%","8.6%","0.0%","8.6%","1.2%","","604,453","86.5%","84.7%","37.3%","47.4%","1.8%","13.5%","","81,734","39.7%","60.3%","","92,361","10,627","17.1%","82.9%","81,734","45.1%","54.9%","","81,734","17.5%","18.6%","16.1%","1.9%","44.1%","1.8%","","571,592","85.5%","14.5%","4.2%","6.9%","2.3%","4.0%","0.8%","1.7%","0.5%","1.9%","0.6%","","604,453","1.2%","0.7%","0.2%","0.2%","0.7%","5.1%","1.8%","0.2%","6.5%","0.5%","0.5%","6.9%","2.7%","0.2%","0.5%","1.7%","0.2%","1.6%","0.6%","1.2%","0.1%","3.0%","0.7%","0.3%","0.3%","0.5%","1.2%"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
