"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003EA","B19081_003M","B19081_003MA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005EA","B19081_005M","B19081_005MA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0100000US","United States","11186","null","31","null","29577","null","62","null","50578","null","81","null","80345","null","104","null","177417","null","433","null","311995","null","1421","null",
"0400000US01","Alabama","9122","null","224","null","23818","null","396","null","41605","null","636","null","67148","null","806","null","144348","null","2555","null","249113","null","8302","null",
"0400000US02","Alaska","17365","null","850","null","42895","null","1564","null","68144","null","1980","null","98234","null","2409","null","186685","null","8517","null","302731","null","26074","null",
"0400000US04","Arizona","10479","null","330","null","28077","null","385","null","46871","null","488","null","73568","null","747","null","155638","null","2884","null","262420","null","8355","null",
"0400000US05","Arkansas","8844","null","270","null","22699","null","448","null","38870","null","627","null","62044","null","956","null","133565","null","3391","null","227859","null","10673","null",
"0400000US06","California","12502","null","122","null","33307","null","193","null","57726","null","282","null","93144","null","396","null","207562","null","1529","null","363732","null","5015","null",
"0400000US08","Colorado","12738","null","329","null","33719","null","463","null","55776","null","648","null","87010","null","849","null","185016","null","3255","null","315402","null","11577","null",
"0400000US09","Connecticut","13851","null","350","null","38253","null","701","null","66114","null","909","null","103747","null","1197","null","239273","null","4091","null","436723","null","12545","null",
"0400000US10","Delaware","14280","null","624","null","36277","null","1080","null","59088","null","1335","null","90028","null","1824","null","182327","null","7452","null","310306","null","23843","null",
"0400000US11","District of Columbia","9483","null","790","null","34821","null","1853","null","64317","null","1897","null","107517","null","2443","null","274747","null","15062","null","512200","null","52672","null",
"0400000US12","Florida","10455","null","140","null","26748","null","228","null","44531","null","333","null","70326","null","460","null","162971","null","2296","null","298561","null","7796","null",
"0400000US13","Georgia","9560","null","168","null","26901","null","329","null","46159","null","452","null","73400","null","708","null","161750","null","3077","null","280387","null","10187","null",
"0400000US15","Hawaii","14144","null","828","null","39104","null","1017","null","62529","null","1416","null","94808","null","1994","null","183423","null","5240","null","299219","null","16467","null",
"0400000US16","Idaho","11179","null","507","null","26955","null","742","null","43711","null","978","null","66773","null","1303","null","132490","null","4433","null","216223","null","14511","null",
"0400000US17","Illinois","11685","null","172","null","31328","null","277","null","53669","null","408","null","84155","null","518","null","184501","null","2428","null","323319","null","7937","null",
"0400000US18","Indiana","10808","null","248","null","28084","null","367","null","46440","null","449","null","71015","null","566","null","145040","null","2669","null","247875","null","8931","null",
"0400000US19","Iowa","12159","null","334","null","30211","null","442","null","49251","null","575","null","74400","null","777","null","148358","null","2874","null","248537","null","9446","null",
"0400000US20","Kansas","12259","null","331","null","30216","null","445","null","49144","null","637","null","75579","null","809","null","155529","null","3176","null","266506","null","10369","null",
"0400000US21","Kentucky","8899","null","232","null","23601","null","388","null","41249","null","487","null","65875","null","640","null","140896","null","3209","null","241279","null","11688","null",
"0400000US22","Louisiana","8423","null","242","null","23231","null","411","null","42014","null","597","null","70565","null","846","null","149876","null","2966","null","254090","null","9541","null",
"0400000US23","Maine","11176","null","391","null","27036","null","627","null","46191","null","922","null","72160","null","1225","null","147438","null","4966","null","252900","null","16670","null",
"0400000US24","Maryland","15580","null","348","null","42297","null","500","null","70015","null","721","null","108093","null","1080","null","218638","null","3310","null","360791","null","10585","null",
"0400000US25","Massachusetts","12482","null","262","null","35553","null","512","null","63412","null","685","null","101185","null","769","null","217412","null","3580","null","376252","null","10793","null",
"0400000US26","Michigan","10362","null","148","null","27235","null","222","null","46174","null","319","null","72759","null","376","null","153098","null","1612","null","261081","null","5651","null",
"0400000US27","Minnesota","13424","null","215","null","34674","null","371","null","57174","null","456","null","85996","null","525","null","176624","null","2567","null","304244","null","8423","null",
"0400000US28","Mississippi","8067","null","248","null","21343","null","459","null","37180","null","638","null","60610","null","914","null","129572","null","3150","null","218902","null","9303","null",
"0400000US29","Missouri","10684","null","245","null","27460","null","356","null","45461","null","465","null","70888","null","691","null","152661","null","2761","null","266147","null","9834","null",
"0400000US30","Montana","11400","null","376","null","26849","null","767","null","44276","null","926","null","67308","null","1184","null","135125","null","5064","null","225739","null","16014","null",
"0400000US31","Nebraska","12255","null","417","null","30412","null","494","null","50177","null","755","null","76318","null","859","null","158496","null","5527","null","276366","null","19359","null",
"0400000US32","Nevada","11865","null","481","null","30457","null","691","null","49234","null","786","null","75860","null","1347","null","161182","null","6108","null","278851","null","20379","null",
"0400000US33","New Hampshire","15292","null","587","null","37675","null","1005","null","62908","null","1374","null","94885","null","1823","null","187770","null","6808","null","312911","null","22477","null",
"0400000US34","New Jersey","14559","null","290","null","39315","null","447","null","67962","null","610","null","107295","null","792","null","230209","null","3152","null","398952","null","9931","null",
"0400000US35","New Mexico","8942","null","367","null","24334","null","592","null","42241","null","868","null","69053","null","1234","null","152001","null","5629","null","265147","null","19784","null",
"0400000US36","New York","11024","null","144","null","30853","null","266","null","55513","null","374","null","90138","null","503","null","213691","null","2503","null","396700","null","8526","null",
"0400000US37","North Carolina","10026","null","172","null","26196","null","318","null","44172","null","437","null","70030","null","693","null","154272","null","2260","null","268914","null","7221","null",
"0400000US38","North Dakota","11600","null","695","null","30529","null","962","null","51538","null","1041","null","78664","null","1516","null","157695","null","6286","null","270173","null","19429","null",
"0400000US39","Ohio","10240","null","141","null","27124","null","230","null","45940","null","306","null","71861","null","402","null","150854","null","1588","null","256426","null","5214","null",
"0400000US40","Oklahoma","10140","null","212","null","25850","null","333","null","43432","null","482","null","68056","null","721","null","145096","null","2356","null","252639","null","7882","null",
"0400000US41","Oregon","10784","null","298","null","28183","null","553","null","47072","null","653","null","73086","null","714","null","154766","null","3527","null","270143","null","12917","null",
"0400000US42","Pennsylvania","11566","null","151","null","29595","null","228","null","50159","null","303","null","78132","null","411","null","167038","null","1523","null","286292","null","4699","null",
"0400000US44","Rhode Island","11071","null","597","null","30629","null","1112","null","54224","null","1605","null","86441","null","2175","null","178778","null","7571","null","305452","null","25331","null",
"0400000US45","South Carolina","9343","null","266","null","24957","null","406","null","42744","null","535","null","67501","null","849","null","143213","null","3031","null","242491","null","9211","null",
"0400000US46","South Dakota","12081","null","567","null","29065","null","830","null","48292","null","1231","null","73068","null","1214","null","143613","null","5241","null","242724","null","16643","null",
"0400000US47","Tennessee","9595","null","182","null","24818","null","291","null","41983","null","464","null","66868","null","654","null","148738","null","2759","null","266533","null","9298","null",
"0400000US48","Texas","11067","null","147","null","29032","null","229","null","49469","null","318","null","79131","null","415","null","175981","null","1954","null","310304","null","6636","null",
"0400000US49","Utah","14054","null","393","null","34926","null","757","null","55603","null","778","null","81130","null","903","null","162038","null","4027","null","274594","null","13700","null",
"0400000US50","Vermont","13359","null","586","null","32409","null","948","null","52913","null","1270","null","79531","null","1486","null","157794","null","5512","null","262541","null","19814","null",
"0400000US51","Virginia","13913","null","255","null","36996","null","429","null","62262","null","531","null","97558","null","790","null","209473","null","2696","null","352433","null","8799","null",
"0400000US53","Washington","13386","null","287","null","34655","null","364","null","57072","null","506","null","87176","null","647","null","178640","null","2425","null","299791","null","7523","null",
"0400000US54","West Virginia","8766","null","299","null","22260","null","448","null","38537","null","728","null","62545","null","952","null","134237","null","5225","null","230957","null","18758","null",
"0400000US55","Wisconsin","12346","null","218","null","30700","null","357","null","50442","null","439","null","75955","null","545","null","152753","null","2193","null","260732","null","7848","null",
"0400000US56","Wyoming","15428","null","696","null","34555","null","1147","null","56141","null","1896","null","84016","null","2163","null","154288","null","7148","null","248141","null","24296","null",
"0400000US72","Puerto Rico","2478","null","132","null","10286","null","185","null","18931","null","322","null","32866","null","557","null","79763","null","2151","null","143046","null","6478","null",
"0500000US01003","Baldwin County, Alabama","13552","null","1608","null","31665","null","2880","null","52093","null","4850","null","80112","null","5560","null","159837","null","13406","null","243980","null","39076","null",
"0500000US01015","Calhoun County, Alabama","8530","null","1092","null","21813","null","2045","null","39223","null","2970","null","59219","null","3623","null","121059","null","13272","null","205018","null","42408","null",
"0500000US01043","Cullman County, Alabama","8788","null","1592","null","21868","null","2644","null","40270","null","4422","null","64580","null","4168","null","122419","null","15855","null","194564","null","54933","null",
"0500000US01049","DeKalb County, Alabama","9403","null","1243","null","21584","null","2934","null","36585","null","3673","null","54032","null","5475","null","135294","null","49295","null","281557","null","158254","null",
"0500000US01051","Elmore County, Alabama","11778","null","2655","null","32924","null","4376","null","55687","null","4552","null","79987","null","5700","null","151361","null","21213","null","252782","null","69845","null",
"0500000US01055","Etowah County, Alabama","8626","null","991","null","19855","null","1608","null","34526","null","3116","null","59122","null","3389","null","116072","null","8360","null","171636","null","21279","null",
"0500000US01069","Houston County, Alabama","9905","null","678","null","24478","null","1113","null","41120","null","1808","null","64512","null","2939","null","148374","null","14522","null","273497","null","45288","null",
"0500000US01073","Jefferson County, Alabama","9092","null","619","null","24595","null","990","null","42801","null","1291","null","70974","null","1927","null","174438","null","10904","null","336366","null","40527","null",
"0500000US01077","Lauderdale County, Alabama","8827","null","1703","null","24775","null","2222","null","40113","null","3436","null","62543","null","4800","null","116481","null","10817","null","176943","null","27099","null",
"0500000US01081","Lee County, Alabama","6772","null","1442","null","22583","null","3090","null","42251","null","3168","null","66616","null","4917","null","136815","null","14690","null","226870","null","45355","null",
"0500000US01083","Limestone County, Alabama","11192","null","2546","null","27708","null","3245","null","45792","null","3210","null","71554","null","6181","null","149013","null","17431","null","231197","null","37337","null",
"0500000US01089","Madison County, Alabama","12358","null","888","null","31016","null","1849","null","54880","null","2894","null","90670","null","3803","null","187199","null","12053","null","314294","null","37470","null",
"0500000US01095","Marshall County, Alabama","10671","null","1194","null","24076","null","2364","null","39283","null","3423","null","64331","null","5837","null","146090","null","20713","null","252891","null","51809","null",
"0500000US01097","Mobile County, Alabama","9019","null","755","null","24179","null","1315","null","42638","null","1851","null","67060","null","2422","null","141120","null","8224","null","246614","null","27177","null",
"0500000US01101","Montgomery County, Alabama","8621","null","1225","null","25444","null","2044","null","43977","null","2602","null","68198","null","3289","null","148569","null","10588","null","255672","null","27649","null",
"0500000US01103","Morgan County, Alabama","11559","null","1534","null","28045","null","2216","null","44068","null","2580","null","71381","null","5741","null","161818","null","28208","null","295203","null","101488","null",
"0500000US01115","St. Clair County, Alabama","11862","null","2576","null","25670","null","2797","null","45511","null","6789","null","70491","null","6830","null","129495","null","13308","null","194214","null","28200","null",
"0500000US01117","Shelby County, Alabama","18326","null","1691","null","43074","null","2721","null","67630","null","3459","null","97429","null","4097","null","181288","null","10940","null","294352","null","28770","null",
"0500000US01121","Talladega County, Alabama","6979","null","1319","null","16900","null","1930","null","30845","null","3414","null","51262","null","5370","null","101626","null","10085","null","152252","null","28020","null",
"0500000US01125","Tuscaloosa County, Alabama","9230","null","1078","null","24417","null","2126","null","42980","null","2775","null","69410","null","4035","null","143049","null","11385","null","248383","null","37862","null",
"0500000US01127","Walker County, Alabama","8600","null","1356","null","20391","null","1909","null","34210","null","4199","null","56238","null","5767","null","115524","null","9365","null","156742","null","16271","null",
"0500000US02020","Anchorage Municipality, Alaska","21325","null","1990","null","47113","null","2358","null","73277","null","3458","null","106671","null","4229","null","212458","null","14131","null","359479","null","44640","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","16078","null","2845","null","40990","null","5217","null","65587","null","5729","null","95304","null","7640","null","164584","null","18396","null","233412","null","46464","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","16002","null","3429","null","44169","null","4456","null","68822","null","4967","null","93028","null","5775","null","173835","null","19021","null","291716","null","52547","null",
"0500000US04001","Apache County, Arizona","5030","null","718","null","15381","null","1944","null","31211","null","3603","null","52043","null","3823","null","95415","null","7452","null","147056","null","18654","null",
"0500000US04003","Cochise County, Arizona","9264","null","1426","null","23615","null","2027","null","40345","null","3332","null","67206","null","5125","null","124357","null","7295","null","189849","null","19576","null",
"0500000US04005","Coconino County, Arizona","9536","null","1962","null","27959","null","2905","null","46223","null","3250","null","74458","null","5597","null","151293","null","13785","null","239885","null","28501","null",
"0500000US04013","Maricopa County, Arizona","11550","null","439","null","30979","null","567","null","50900","null","749","null","79825","null","1045","null","167505","null","3779","null","282781","null","10776","null",
"0500000US04015","Mohave County, Arizona","9042","null","1562","null","21534","null","2016","null","35910","null","2927","null","54779","null","3554","null","105541","null","8302","null","164861","null","20600","null",
"0500000US04017","Navajo County, Arizona","6688","null","1654","null","19065","null","2133","null","31172","null","3566","null","52759","null","5432","null","119302","null","22442","null","204647","null","77918","null",
"0500000US04019","Pima County, Arizona","9589","null","584","null","25730","null","812","null","44325","null","1221","null","70663","null","1723","null","153404","null","6868","null","266664","null","21034","null",
"0500000US04021","Pinal County, Arizona","10029","null","2062","null","27955","null","2332","null","43482","null","2599","null","63529","null","4241","null","123074","null","9566","null","197091","null","25852","null",
"0500000US04025","Yavapai County, Arizona","10813","null","1517","null","24587","null","2253","null","42361","null","4404","null","65285","null","4427","null","130146","null","14696","null","216377","null","45023","null",
"0500000US04027","Yuma County, Arizona","9699","null","1718","null","25276","null","2194","null","38775","null","3297","null","58886","null","3477","null","124539","null","11633","null","201964","null","27287","null",
"0500000US05007","Benton County, Arkansas","16021","null","1727","null","34356","null","2289","null","52635","null","3213","null","81407","null","5097","null","167835","null","15769","null","268526","null","45744","null",
"0500000US05031","Craighead County, Arkansas","8751","null","1197","null","20926","null","2632","null","38194","null","4824","null","64562","null","6643","null","155231","null","30541","null","287680","null","91759","null",
"0500000US05045","Faulkner County, Arkansas","10872","null","1853","null","28716","null","2535","null","49322","null","3848","null","74396","null","4453","null","139236","null","9643","null","219621","null","30145","null",
"0500000US05051","Garland County, Arkansas","8333","null","1723","null","20955","null","2378","null","34688","null","3526","null","54187","null","5187","null","126433","null","16601","null","222405","null","43017","null",
"0500000US05069","Jefferson County, Arkansas","7366","null","1352","null","20019","null","2740","null","39430","null","4815","null","61211","null","4508","null","132345","null","24939","null","246993","null","89516","null",
"0500000US05085","Lonoke County, Arkansas","13944","null","2397","null","31598","null","2965","null","48249","null","5091","null","69777","null","4693","null","121694","null","11786","null","174833","null","29786","null",
"0500000US05119","Pulaski County, Arkansas","8169","null","1095","null","24388","null","1559","null","43672","null","2046","null","71723","null","3236","null","160396","null","9396","null","276519","null","27754","null",
"0500000US05125","Saline County, Arkansas","15396","null","2082","null","34310","null","3066","null","53850","null","3359","null","78085","null","3917","null","125356","null","7272","null","175502","null","20237","null",
"0500000US05131","Sebastian County, Arkansas","9025","null","1186","null","21604","null","1918","null","36010","null","3378","null","60027","null","4279","null","151877","null","18923","null","287987","null","49347","null",
"0500000US05143","Washington County, Arkansas","7567","null","1374","null","22765","null","2273","null","38465","null","2658","null","66654","null","5135","null","151720","null","14355","null","264154","null","47957","null",
"0500000US05145","White County, Arkansas","8060","null","2328","null","23508","null","4013","null","44986","null","5135","null","73267","null","5483","null","130037","null","20091","null","208379","null","70108","null",
"0500000US06001","Alameda County, California","13670","null","595","null","38708","null","1312","null","68268","null","1629","null","109032","null","1820","null","230274","null","6987","null","384472","null","23089","null",
"0500000US06007","Butte County, California","9620","null","838","null","22710","null","1457","null","40031","null","2167","null","66407","null","3760","null","132315","null","8962","null","210525","null","24367","null",
"0500000US06013","Contra Costa County, California","16195","null","1012","null","43010","null","1617","null","74770","null","2483","null","118158","null","3329","null","253116","null","11405","null","442853","null","34255","null",
"0500000US06017","El Dorado County, California","15493","null","1773","null","37463","null","2708","null","61951","null","4465","null","98917","null","6276","null","201361","null","15150","null","319554","null","38346","null",
"0500000US06019","Fresno County, California","10536","null","563","null","25664","null","872","null","43380","null","1322","null","70117","null","1843","null","149403","null","6301","null","248094","null","20989","null",
"0500000US06023","Humboldt County, California","8696","null","1514","null","24022","null","2188","null","40910","null","3053","null","62135","null","3893","null","131971","null","9640","null","222574","null","28942","null",
"0500000US06025","Imperial County, California","8239","null","1039","null","21376","null","2038","null","38235","null","3788","null","66933","null","4245","null","140692","null","11909","null","227630","null","31005","null",
"0500000US06029","Kern County, California","10018","null","719","null","26178","null","1153","null","45387","null","1600","null","72552","null","2027","null","148044","null","6408","null","236923","null","20075","null",
"0500000US06031","Kings County, California","10467","null","1998","null","28927","null","2481","null","48892","null","3876","null","75783","null","4711","null","151400","null","14000","null","237058","null","31758","null",
"0500000US06033","Lake County, California","11982","null","1878","null","24588","null","2100","null","37020","null","3587","null","58147","null","6189","null","123215","null","13688","null","184382","null","37102","null",
"0500000US06037","Los Angeles County, California","11369","null","167","null","30173","null","327","null","52927","null","520","null","86334","null","768","null","206920","null","3437","null","387769","null","11743","null",
"0500000US06039","Madera County, California","11873","null","2168","null","27316","null","2535","null","45911","null","3386","null","67044","null","4845","null","128302","null","11939","null","191793","null","32610","null",
"0500000US06041","Marin County, California","16458","null","1737","null","43571","null","3138","null","76578","null","4983","null","128862","null","7797","null","336687","null","26126","null","627673","null","67067","null",
"0500000US06045","Mendocino County, California","10911","null","2043","null","25868","null","2631","null","43458","null","3737","null","66358","null","4183","null","151418","null","22143","null","272275","null","79584","null",
"0500000US06047","Merced County, California","10876","null","929","null","24820","null","1517","null","39707","null","2058","null","64106","null","3013","null","138952","null","12014","null","237542","null","37827","null",
"0500000US06053","Monterey County, California","13711","null","1280","null","33343","null","1363","null","53638","null","2057","null","84277","null","3024","null","187334","null","11566","null","332827","null","36991","null",
"0500000US06055","Napa County, California","16517","null","2019","null","38123","null","2662","null","61732","null","4417","null","96600","null","5768","null","232652","null","28912","null","443046","null","95465","null",
"0500000US06057","Nevada County, California","13578","null","1727","null","33040","null","3307","null","54527","null","4377","null","85259","null","6279","null","179607","null","19087","null","295744","null","41529","null",
"0500000US06059","Orange County, California","16304","null","488","null","42756","null","872","null","72699","null","1214","null","113189","null","1617","null","238186","null","5456","null","405225","null","16111","null",
"0500000US06061","Placer County, California","14790","null","1298","null","39436","null","3005","null","69014","null","3278","null","104093","null","4008","null","195488","null","10714","null","303555","null","28980","null",
"0500000US06065","Riverside County, California","12743","null","498","null","31909","null","901","null","53454","null","1333","null","83969","null","1596","null","167417","null","5140","null","266776","null","14969","null",
"0500000US06067","Sacramento County, California","11863","null","776","null","31449","null","1108","null","52540","null","1469","null","81596","null","1948","null","163135","null","5238","null","257139","null","14885","null",
"0500000US06071","San Bernardino County, California","11566","null","728","null","30586","null","1063","null","51278","null","1246","null","79994","null","1692","null","153933","null","4347","null","239178","null","12427","null",
"0500000US06073","San Diego County, California","11999","null","574","null","34858","null","802","null","59493","null","1092","null","93714","null","1442","null","194109","null","3698","null","320379","null","10855","null",
"0500000US06075","San Francisco County, California","11650","null","859","null","36726","null","1654","null","70575","null","2721","null","118761","null","3461","null","276443","null","16306","null","495518","null","55451","null",
"0500000US06077","San Joaquin County, California","12476","null","753","null","30706","null","1377","null","50803","null","1736","null","78970","null","2933","null","156420","null","7765","null","249229","null","22891","null",
"0500000US06079","San Luis Obispo County, California","10704","null","1404","null","30602","null","2184","null","53997","null","3096","null","86973","null","3444","null","172721","null","11116","null","285192","null","32255","null",
"0500000US06081","San Mateo County, California","20498","null","1288","null","50943","null","1811","null","83130","null","2720","null","134195","null","3791","null","325477","null","17729","null","622530","null","61609","null",
"0500000US06083","Santa Barbara County, California","14137","null","1031","null","35618","null","1862","null","60352","null","2871","null","96787","null","4096","null","210951","null","12281","null","357676","null","35049","null",
"0500000US06085","Santa Clara County, California","17616","null","791","null","49435","null","1251","null","85674","null","1369","null","135120","null","2194","null","285390","null","7144","null","480922","null","20647","null",
"0500000US06087","Santa Cruz County, California","12584","null","1360","null","35667","null","2268","null","62590","null","3610","null","99351","null","4812","null","205761","null","14925","null","331717","null","43233","null",
"0500000US06089","Shasta County, California","10134","null","1025","null","24163","null","2066","null","42400","null","2877","null","65156","null","4112","null","132860","null","7597","null","206125","null","13582","null",
"0500000US06095","Solano County, California","15035","null","1255","null","39447","null","2433","null","64351","null","2409","null","96744","null","3895","null","185040","null","10936","null","283108","null","25508","null",
"0500000US06097","Sonoma County, California","15066","null","995","null","36644","null","1508","null","61007","null","2075","null","94619","null","3878","null","191203","null","10949","null","305493","null","32565","null",
"0500000US06099","Stanislaus County, California","10695","null","879","null","26823","null","1504","null","44787","null","2080","null","71905","null","2835","null","142123","null","7818","null","223394","null","21208","null",
"0500000US06101","Sutter County, California","14213","null","1871","null","31875","null","3607","null","49595","null","3879","null","72062","null","5527","null","154424","null","19667","null","256670","null","52870","null",
"0500000US06107","Tulare County, California","11252","null","867","null","25638","null","1177","null","41282","null","2001","null","66343","null","3424","null","137191","null","6971","null","220575","null","19315","null",
"0500000US06111","Ventura County, California","16792","null","997","null","43707","null","1673","null","74679","null","1713","null","113436","null","2587","null","220299","null","8158","null","357223","null","25145","null",
"0500000US06113","Yolo County, California","10891","null","1306","null","27921","null","2568","null","50915","null","3861","null","89433","null","6038","null","192750","null","19047","null","314535","null","62750","null",
"0500000US06115","Yuba County, California","11666","null","2076","null","28019","null","3856","null","43825","null","3212","null","65875","null","6101","null","114144","null","14063","null","174814","null","39786","null",
"0500000US08001","Adams County, Colorado","13626","null","1270","null","33688","null","1714","null","52981","null","2228","null","78170","null","3222","null","140782","null","5040","null","204263","null","12894","null",
"0500000US08005","Arapahoe County, Colorado","14617","null","930","null","36066","null","1433","null","57586","null","1823","null","90102","null","3051","null","203710","null","15761","null","369442","null","54755","null",
"0500000US08013","Boulder County, Colorado","13678","null","1255","null","38625","null","2192","null","68783","null","3260","null","111273","null","4564","null","223137","null","13773","null","360054","null","42198","null",
"0500000US08031","Denver County, Colorado","10064","null","788","null","28252","null","1331","null","48070","null","1679","null","79209","null","2434","null","191847","null","10366","null","351035","null","34248","null",
"0500000US08035","Douglas County, Colorado","27775","null","2588","null","63335","null","3284","null","93888","null","3347","null","134127","null","4137","null","250265","null","16633","null","414178","null","52763","null",
"0500000US08041","El Paso County, Colorado","12739","null","1037","null","33793","null","1566","null","55268","null","2000","null","84750","null","2766","null","180052","null","11624","null","307793","null","39206","null",
"0500000US08059","Jefferson County, Colorado","15923","null","1117","null","40688","null","1345","null","65415","null","1454","null","97465","null","2018","null","191874","null","8073","null","315510","null","25707","null",
"0500000US08069","Larimer County, Colorado","11766","null","1267","null","33264","null","2124","null","55673","null","2105","null","83392","null","2867","null","159733","null","8419","null","251192","null","22660","null",
"0500000US08077","Mesa County, Colorado","11167","null","1924","null","30800","null","2647","null","48344","null","3131","null","74590","null","4319","null","148373","null","11947","null","241619","null","36030","null",
"0500000US08101","Pueblo County, Colorado","10062","null","1077","null","24340","null","1203","null","40810","null","2355","null","66234","null","3314","null","134953","null","10467","null","227111","null","31366","null",
"0500000US08123","Weld County, Colorado","11148","null","1491","null","31819","null","2533","null","51228","null","2758","null","80667","null","5273","null","156010","null","12218","null","234493","null","27358","null",
"0500000US09001","Fairfield County, Connecticut","15286","null","950","null","43390","null","1706","null","77788","null","2377","null","130668","null","3681","null","351264","null","11761","null","669517","null","36483","null",
"0500000US09003","Hartford County, Connecticut","12646","null","665","null","35039","null","1206","null","61232","null","1417","null","95855","null","1813","null","204635","null","8069","null","351436","null","26033","null",
"0500000US09005","Litchfield County, Connecticut","14843","null","1687","null","40644","null","2871","null","69472","null","3714","null","107665","null","5090","null","238299","null","35001","null","452181","null","125139","null",
"0500000US09007","Middlesex County, Connecticut","19246","null","2417","null","48151","null","3642","null","77157","null","5443","null","114377","null","6404","null","234522","null","20668","null","400403","null","56029","null",
"0500000US09009","New Haven County, Connecticut","12425","null","706","null","34133","null","1323","null","59326","null","1712","null","93210","null","2352","null","189283","null","6327","null","299742","null","16651","null",
"0500000US09011","New London County, Connecticut","14651","null","1578","null","38525","null","2271","null","64783","null","3317","null","96811","null","3632","null","180175","null","8813","null","278696","null","24373","null",
"0500000US09013","Tolland County, Connecticut","16751","null","3057","null","48788","null","4360","null","78332","null","4852","null","108068","null","4500","null","191620","null","16998","null","292121","null","54169","null",
"0500000US09015","Windham County, Connecticut","14339","null","1828","null","35081","null","3086","null","56588","null","3763","null","85695","null","5230","null","158803","null","11271","null","236917","null","24182","null",
"0500000US10001","Kent County, Delaware","11520","null","1654","null","32400","null","2938","null","52798","null","3789","null","77850","null","4364","null","126167","null","6534","null","174390","null","17054","null",
"0500000US10003","New Castle County, Delaware","15100","null","842","null","38622","null","1402","null","63686","null","1925","null","98209","null","2844","null","202394","null","11182","null","348054","null","36773","null",
"0500000US10005","Sussex County, Delaware","14739","null","1063","null","33596","null","2156","null","53987","null","2678","null","80450","null","4154","null","163315","null","11010","null","281131","null","29558","null",
"0500000US11001","District of Columbia, District of Columbia","9483","null","790","null","34821","null","1853","null","64317","null","1897","null","107517","null","2443","null","274747","null","15062","null","512200","null","52672","null",
"0500000US12001","Alachua County, Florida","6348","null","1139","null","22042","null","1682","null","40006","null","2426","null","67908","null","3616","null","155835","null","9702","null","260410","null","29964","null",
"0500000US12005","Bay County, Florida","12170","null","1605","null","28908","null","2638","null","44975","null","3307","null","68049","null","4697","null","137259","null","16067","null","217389","null","35796","null",
"0500000US12009","Brevard County, Florida","11812","null","916","null","28852","null","1177","null","46708","null","1770","null","72566","null","2330","null","150875","null","8318","null","252928","null","25476","null",
"0500000US12011","Broward County, Florida","11046","null","639","null","28303","null","951","null","48788","null","1169","null","77917","null","1668","null","176200","null","4963","null","305088","null","17228","null",
"0500000US12015","Charlotte County, Florida","12435","null","1367","null","27589","null","2351","null","42046","null","2771","null","64642","null","4934","null","168991","null","69513","null","376610","null","264603","null",
"0500000US12017","Citrus County, Florida","9362","null","1836","null","23233","null","1561","null","34563","null","2907","null","54804","null","4492","null","138730","null","29275","null","271477","null","99176","null",
"0500000US12019","Clay County, Florida","14049","null","2768","null","35906","null","3345","null","54901","null","4036","null","83950","null","6474","null","166466","null","24770","null","272994","null","73408","null",
"0500000US12021","Collier County, Florida","13238","null","1537","null","31613","null","2101","null","51056","null","2386","null","81249","null","5414","null","254705","null","35563","null","565702","null","108433","null",
"0500000US12023","Columbia County, Florida","8959","null","2659","null","23195","null","3168","null","35670","null","4182","null","53057","null","5882","null","94272","null","9008","null","127883","null","15276","null",
"0500000US12031","Duval County, Florida","9714","null","763","null","27495","null","1019","null","46025","null","1571","null","72989","null","2151","null","159051","null","7826","null","283106","null","25630","null",
"0500000US12033","Escambia County, Florida","10247","null","1055","null","26595","null","1587","null","41772","null","2831","null","66619","null","4102","null","139408","null","11516","null","243562","null","33333","null",
"0500000US12035","Flagler County, Florida","12450","null","1861","null","27938","null","4490","null","46085","null","6369","null","72013","null","7589","null","128020","null","12501","null","178642","null","21804","null",
