"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US39151","Stark County, Ohio","103689","2662","null","null","65042","2713","null","null","3375","null","713","null","0","null","187","null","62","76","null","null","3313","730","null","null","7392","null","1219","null","934","null","458","null","1335","468","null","null","5123","985","null","null","9407","1306","null","null","2388","696","null","null","3513","753","null","null","3506","868","null","null","14110","1576","null","null","6599","null","1100","null","5405","951","null","null","2106","682","null","null","30469","2246","null","null","25195","1982","null","null","4246","null","927","null","1028","467","null","null","289","257","null","null","38647","2356","null","null","6390","null","975","null","1079","null","467","null","1963","null","611","null","3348","739","null","null","7077","1043","null","null","4571","null","866","null","1980","null","630","null","526","null","372","null","6789","1135","null","null","6568","1080","null","null","155","null","145","null","66","null","109","null","7524","null","1343","null","7419","null","1310","null","105","123","null","null","0","null","187","null","10120","null","1472","null","10120","null","1472","null","0","null","187","null","0","187","null","null","747","385","null","null",
"0500000US39153","Summit County, Ohio","143184","2960","null","null","93427","3353","null","null","4972","null","911","null","0","null","187","null","150","157","null","null","4822","902","null","null","9157","null","1276","null","421","null","250","null","1647","621","null","null","7089","1176","null","null","9857","1457","null","null","1777","545","null","null","4018","942","null","null","4062","1032","null","null","19286","2135","null","null","8741","null","1386","null","7440","1390","null","null","3105","924","null","null","49932","2582","null","null","39047","2569","null","null","9998","null","1456","null","887","378","null","null","223","191","null","null","49757","2274","null","null","7833","null","1035","null","958","null","405","null","1783","null","531","null","5092","840","null","null","10195","1115","null","null","5963","null","998","null","2730","null","569","null","1502","null","477","null","7057","1135","null","null","5726","1028","null","null","1137","null","498","null","194","null","295","null","8248","null","1201","null","7960","null","1183","null","260","157","null","null","28","null","47","null","15407","null","1500","null","15407","null","1500","null","0","null","187","null","0","187","null","null","1017","574","null","null",
"0500000US39155","Trumbull County, Ohio","61010","2172","null","null","32778","2041","null","null","3011","null","885","null","66","null","112","null","0","187","null","null","2945","885","null","null","3922","null","844","null","154","null","187","null","1139","448","null","null","2629","688","null","null","5512","1121","null","null","1353","467","null","null","2524","831","null","null","1635","505","null","null","7771","1149","null","null","3889","null","913","null","3095","835","null","null","787","367","null","null","12479","1386","null","null","10371","1231","null","null","1971","null","646","null","137","161","null","null","83","99","null","null","28232","1813","null","null","4474","null","869","null","948","null","421","null","892","null","378","null","2634","683","null","null","5376","916","null","null","3888","null","785","null","1357","null","466","null","131","null","150","null","5220","945","null","null","5035","955","null","null","112","null","109","null","73","null","85","null","6725","null","1295","null","6619","null","1282","null","106","125","null","null","0","null","187","null","6383","null","922","null","6383","null","922","null","0","null","187","null","0","187","null","null","54","57","null","null",
"0500000US39157","Tuscarawas County, Ohio","25234","1282","null","null","14993","1223","null","null","1249","null","484","null","0","null","187","null","0","187","null","null","1249","484","null","null","1273","null","442","null","0","null","187","null","325","240","null","null","948","363","null","null","2105","659","null","null","610","410","null","null","953","466","null","null","542","292","null","null","3370","708","null","null","1648","null","421","null","1362","446","null","null","360","254","null","null","6990","1100","null","null","5358","1009","null","null","1421","null","468","null","211","183","null","null","6","10","null","null","10241","991","null","null","1976","null","639","null","623","null","403","null","781","null","403","null","572","335","null","null","2342","487","null","null","1667","null","461","null","523","null","276","null","152","null","160","null","1935","478","null","null","1805","473","null","null","103","null","96","null","27","null","44","null","1338","null","415","null","1298","null","410","null","40","69","null","null","0","null","187","null","2557","null","692","null","2557","null","692","null","0","null","187","null","0","187","null","null","93","93","null","null",
"0500000US39165","Warren County, Ohio","62120","1912","null","null","48522","2317","null","null","1293","null","697","null","0","null","187","null","0","187","null","null","1293","697","null","null","1997","null","582","null","0","null","187","null","92","106","null","null","1905","574","null","null","3834","970","null","null","97","159","null","null","1411","544","null","null","2326","783","null","null","8327","1700","null","null","1438","null","640","null","3955","1129","null","null","2934","1010","null","null","32908","2200","null","null","23539","1871","null","null","7943","null","1512","null","1426","759","null","null","163","166","null","null","13598","1688","null","null","1873","null","829","null","204","null","241","null","156","null","146","null","1513","772","null","null","2362","774","null","null","1171","null","461","null","904","null","471","null","287","null","269","null","1723","600","null","null","1586","593","null","null","137","null","164","null","0","null","187","null","2063","null","752","null","1833","null","735","null","230","201","null","null","0","null","187","null","5380","null","1055","null","5380","null","1055","null","0","null","187","null","0","187","null","null","197","194","null","null",
"0500000US39169","Wayne County, Ohio","30632","1332","null","null","18092","1138","null","null","812","null","437","null","0","null","187","null","0","187","null","null","812","437","null","null","1707","null","492","null","8","null","14","null","347","243","null","null","1352","433","null","null","2483","576","null","null","410","331","null","null","968","340","null","null","1105","388","null","null","4999","852","null","null","2258","null","531","null","1931","493","null","null","810","437","null","null","8066","915","null","null","6824","826","null","null","1148","null","441","null","94","89","null","null","25","43","null","null","12540","1164","null","null","1983","null","557","null","381","null","214","null","510","null","338","null","1092","427","null","null","2445","572","null","null","1473","null","471","null","709","null","316","null","263","null","204","null","1886","506","null","null","1782","472","null","null","55","null","79","null","49","null","87","null","2180","null","558","null","2180","null","558","null","0","187","null","null","0","null","187","null","3933","null","769","null","3933","null","769","null","0","null","187","null","0","187","null","null","113","157","null","null",
"0500000US39173","Wood County, Ohio","33122","1599","null","null","20909","1584","null","null","618","null","303","null","0","null","187","null","0","187","null","null","618","303","null","null","1658","null","568","null","62","null","87","null","87","96","null","null","1509","581","null","null","2169","626","null","null","357","263","null","null","508","322","null","null","1304","530","null","null","4968","990","null","null","1483","null","410","null","2513","723","null","null","972","405","null","null","11366","1316","null","null","8613","1048","null","null","2213","null","678","null","540","308","null","null","130","136","null","null","12213","1235","null","null","1175","null","418","null","270","null","185","null","98","null","105","null","807","348","null","null","2823","589","null","null","1699","null","515","null","990","null","385","null","134","null","132","null","1533","512","null","null","1286","498","null","null","164","null","125","null","83","null","103","null","2711","null","726","null","2334","null","631","null","320","306","null","null","57","null","101","null","3766","null","858","null","3766","null","858","null","0","null","187","null","0","187","null","null","205","162","null","null",
"0500000US40017","Canadian County, Oklahoma","32871","1526","null","null","22141","1613","null","null","1249","null","505","null","0","null","155","null","0","155","null","null","1249","505","null","null","2123","null","722","null","30","null","37","null","94","128","null","null","1999","721","null","null","2231","660","null","null","69","102","null","null","578","342","null","null","1584","577","null","null","4986","1015","null","null","1366","null","537","null","2259","666","null","null","1361","473","null","null","11552","1194","null","null","8381","1196","null","null","2846","null","849","null","325","211","null","null","0","155","null","null","10730","1080","null","null","1213","null","435","null","112","null","105","null","182","null","134","null","919","411","null","null","1254","409","null","null","965","null","365","null","247","null","154","null","42","null","52","null","1919","453","null","null","1768","417","null","null","120","null","130","null","31","null","58","null","2497","null","663","null","2464","null","662","null","33","54","null","null","0","null","155","null","3772","null","661","null","3772","null","661","null","0","null","155","null","0","155","null","null","75","103","null","null",
"0500000US40027","Cleveland County, Oklahoma","66516","2497","null","null","43462","2504","null","null","2269","null","867","null","0","null","155","null","0","155","null","null","2269","867","null","null","3212","null","733","null","8","null","14","null","473","284","null","null","2731","686","null","null","4761","1159","null","null","362","256","null","null","2082","777","null","null","2317","760","null","null","10731","1493","null","null","3387","null","793","null","4823","1166","null","null","2521","831","null","null","22393","1896","null","null","17527","1744","null","null","4030","null","845","null","836","369","null","null","96","115","null","null","23054","1864","null","null","3453","null","765","null","827","null","415","null","557","null","314","null","2069","612","null","null","3423","789","null","null","1963","null","565","null","1086","null","513","null","374","null","180","null","3321","922","null","null","2982","775","null","null","339","null","389","null","0","null","155","null","3573","null","763","null","3573","null","763","null","0","155","null","null","0","null","155","null","9244","null","1285","null","9219","null","1293","null","25","null","42","null","0","155","null","null","40","67","null","null",
"0500000US40031","Comanche County, Oklahoma","21704","1388","null","null","12705","1223","null","null","862","null","390","null","0","null","155","null","0","155","null","null","862","390","null","null","987","null","403","null","16","null","27","null","268","177","null","null","703","371","null","null","1936","619","null","null","666","402","null","null","735","337","null","null","535","284","null","null","2623","820","null","null","961","null","424","null","890","446","null","null","772","556","null","null","6224","883","null","null","5103","915","null","null","1115","null","442","null","6","10","null","null","73","125","null","null","8999","1069","null","null","1346","null","380","null","516","null","289","null","233","null","151","null","597","288","null","null","1850","564","null","null","1461","null","536","null","255","null","197","null","134","null","133","null","1328","488","null","null","1164","405","null","null","164","null","225","null","0","null","155","null","2122","null","659","null","2116","null","658","null","6","11","null","null","0","null","155","null","2353","null","493","null","2353","null","493","null","0","null","155","null","0","155","null","null","0","155","null","null",
"0500000US40037","Creek County, Oklahoma","18857","884","null","null","10142","910","null","null","795","null","273","null","0","null","155","null","0","155","null","null","795","273","null","null","1054","null","390","null","12","null","22","null","354","222","null","null","688","335","null","null","1258","358","null","null","189","127","null","null","729","271","null","null","340","186","null","null","2025","512","null","null","1183","null","368","null","481","244","null","null","361","248","null","null","5010","682","null","null","4197","618","null","null","654","null","256","null","159","153","null","null","0","155","null","null","8715","807","null","null","1699","null","342","null","388","null","160","null","519","null","215","null","792","268","null","null","1845","442","null","null","1502","null","420","null","150","null","113","null","193","null","144","null","1187","311","null","null","1170","310","null","null","17","null","28","null","0","null","155","null","1823","null","480","null","1823","null","480","null","0","155","null","null","0","null","155","null","1878","null","409","null","1878","null","409","null","0","null","155","null","0","155","null","null","283","139","null","null",
"0500000US40101","Muskogee County, Oklahoma","17054","879","null","null","9379","1039","null","null","1300","null","413","null","0","null","155","null","81","98","null","null","1219","411","null","null","1087","null","429","null","149","null","163","null","208","161","null","null","730","345","null","null","1190","347","null","null","308","175","null","null","715","290","null","null","167","125","null","null","2200","611","null","null","1515","null","547","null","447","233","null","null","238","173","null","null","3602","653","null","null","2994","609","null","null","544","null","273","null","64","79","null","null","0","155","null","null","7675","776","null","null","1711","null","497","null","568","null","306","null","477","null","263","null","666","344","null","null","1597","471","null","null","1401","null","436","null","187","null","124","null","9","null","15","null","1297","433","null","null","1212","429","null","null","50","null","61","null","35","null","61","null","1188","null","345","null","1188","null","345","null","0","155","null","null","0","null","155","null","1648","null","395","null","1648","null","395","null","0","null","155","null","0","155","null","null","234","157","null","null",
"0500000US40109","Oklahoma County, Oklahoma","174844","3122","null","null","108004","3269","null","null","5555","null","981","null","13","null","20","null","0","155","null","null","5542","981","null","null","10084","null","1165","null","226","null","180","null","1384","402","null","null","8474","1088","null","null","15160","1376","null","null","2071","598","null","null","6599","986","null","null","6490","1152","null","null","22341","2058","null","null","7411","null","964","null","9706","1225","null","null","5224","1220","null","null","54369","2615","null","null","40023","2102","null","null","12277","null","1738","null","2069","663","null","null","495","327","null","null","66840","2685","null","null","9889","null","1195","null","2345","null","693","null","2714","null","603","null","4830","918","null","null","11235","1326","null","null","6603","null","885","null","3141","null","831","null","1491","null","501","null","10319","1317","null","null","9666","1350","null","null","578","null","270","null","75","null","68","null","11958","null","1387","null","11606","null","1344","null","285","197","null","null","67","null","82","null","22731","null","1655","null","22550","null","1664","null","0","null","155","null","181","177","null","null","708","346","null","null",
"0500000US40119","Payne County, Oklahoma","14908","989","null","null","8351","1051","null","null","543","null","374","null","0","null","155","null","0","155","null","null","543","374","null","null","976","null","443","null","52","null","91","null","60","74","null","null","864","428","null","null","1149","475","null","null","66","61","null","null","516","348","null","null","567","322","null","null","1623","526","null","null","697","null","316","null","600","372","null","null","326","305","null","null","3842","647","null","null","2795","606","null","null","819","null","449","null","228","228","null","null","218","220","null","null","6557","985","null","null","880","null","392","null","174","null","136","null","167","null","146","null","539","333","null","null","980","404","null","null","616","null","314","null","237","null","204","null","127","null","151","null","1161","368","null","null","1002","352","null","null","62","null","100","null","97","null","120","null","1879","null","742","null","1821","null","742","null","58","98","null","null","0","null","155","null","1657","null","426","null","1657","null","426","null","0","null","155","null","0","155","null","null","0","155","null","null",
"0500000US40125","Pottawatomie County, Oklahoma","18263","840","null","null","9161","778","null","null","764","null","290","null","62","null","107","null","48","79","null","null","654","257","null","null","1386","null","370","null","25","null","42","null","407","212","null","null","954","344","null","null","1669","353","null","null","602","278","null","null","651","314","null","null","416","263","null","null","1878","497","null","null","958","null","317","null","641","281","null","null","279","196","null","null","3464","616","null","null","2642","573","null","null","798","null","338","null","24","41","null","null","0","155","null","null","9102","692","null","null","1678","null","417","null","470","null","203","null","447","null","169","null","761","302","null","null","1962","457","null","null","1434","null","342","null","481","null","235","null","47","null","56","null","1544","358","null","null","1544","358","null","null","0","null","155","null","0","null","155","null","1818","null","410","null","1818","null","410","null","0","155","null","null","0","null","155","null","1940","null","447","null","1940","null","447","null","0","null","155","null","0","155","null","null","160","152","null","null",
"0500000US40131","Rogers County, Oklahoma","26557","861","null","null","16421","972","null","null","772","null","261","null","14","null","23","null","0","155","null","null","758","256","null","null","1113","null","274","null","6","null","10","null","151","115","null","null","956","276","null","null","1955","529","null","null","330","248","null","null","625","253","null","null","1000","371","null","null","3315","600","null","null","1214","null","321","null","1532","479","null","null","569","257","null","null","9186","886","null","null","7100","864","null","null","1941","null","471","null","145","125","null","null","80","82","null","null","10136","920","null","null","1548","null","392","null","276","null","153","null","491","null","197","null","781","311","null","null","1712","350","null","null","1206","null","338","null","436","null","170","null","70","null","83","null","1461","424","null","null","1403","398","null","null","58","null","70","null","0","null","155","null","1904","null","412","null","1904","null","412","null","0","155","null","null","0","null","155","null","3498","null","600","null","3498","null","600","null","0","null","155","null","0","155","null","null","13","22","null","null",
"0500000US40143","Tulsa County, Oklahoma","147683","2772","null","null","95229","2838","null","null","4699","null","800","null","73","null","87","null","46","76","null","null","4580","774","null","null","8008","null","1030","null","347","null","164","null","1157","360","null","null","6504","913","null","null","11381","1242","null","null","1029","419","null","null","4632","825","null","null","5720","770","null","null","18752","1538","null","null","6677","null","897","null","8921","1054","null","null","3154","690","null","null","51977","2176","null","null","40777","2021","null","null","9284","null","1094","null","1916","524","null","null","412","230","null","null","52454","2256","null","null","8351","null","1024","null","1467","null","428","null","2436","null","524","null","4448","840","null","null","9156","1017","null","null","5795","null","853","null","2346","null","582","null","1015","null","355","null","8495","1038","null","null","7385","1012","null","null","800","null","338","null","310","null","153","null","9751","null","1073","null","9634","null","1062","null","117","115","null","null","0","null","155","null","16241","null","1447","null","16241","null","1447","null","0","null","155","null","0","155","null","null","460","212","null","null",
"0500000US40145","Wagoner County, Oklahoma","22202","795","null","null","13861","868","null","null","757","null","285","null","0","null","155","null","0","155","null","null","757","285","null","null","829","null","309","null","0","null","155","null","152","113","null","null","677","269","null","null","1796","370","null","null","115","114","null","null","614","267","null","null","1067","316","null","null","3418","566","null","null","1251","null","380","null","1412","419","null","null","755","256","null","null","7041","753","null","null","5980","739","null","null","1018","null","396","null","43","70","null","null","20","33","null","null","8341","657","null","null","1309","null","418","null","408","null","201","null","273","null","172","null","628","298","null","null","1540","456","null","null","1013","null","358","null","315","null","193","null","212","null","160","null","1361","429","null","null","1183","371","null","null","178","null","154","null","0","null","155","null","1712","null","439","null","1591","null","437","null","121","117","null","null","0","null","155","null","2205","null","481","null","2205","null","481","null","0","null","155","null","0","155","null","null","214","183","null","null",
"0500000US41003","Benton County, Oregon","20401","1103","null","null","11860","1262","null","null","321","null","254","null","0","null","197","null","0","197","null","null","321","254","null","null","847","null","354","null","41","null","72","null","181","157","null","null","625","330","null","null","1389","583","null","null","94","137","null","null","381","248","null","null","914","517","null","null","1758","519","null","null","140","null","140","null","1051","383","null","null","567","349","null","null","7545","946","null","null","4777","747","null","null","2410","null","699","null","358","257","null","null","0","197","null","null","8541","1180","null","null","1605","null","647","null","444","null","350","null","45","null","72","null","1116","538","null","null","1492","585","null","null","377","null","229","null","885","null","511","null","230","null","188","null","898","364","null","null","745","312","null","null","153","null","156","null","0","null","197","null","894","null","420","null","830","null","411","null","64","109","null","null","0","null","197","null","3546","null","915","null","3546","null","915","null","0","null","197","null","0","197","null","null","106","132","null","null",
"0500000US41005","Clackamas County, Oregon","105608","2565","null","null","73255","2692","null","null","2801","null","719","null","0","null","197","null","0","197","null","null","2801","719","null","null","5212","null","888","null","0","null","197","null","323","260","null","null","4889","876","null","null","4626","929","null","null","235","169","null","null","532","282","null","null","3859","919","null","null","12332","1616","null","null","1219","null","653","null","5221","1097","null","null","5892","1066","null","null","47903","2412","null","null","26871","2187","null","null","16662","null","1913","null","4370","854","null","null","381","277","null","null","32353","2064","null","null","3851","null","914","null","185","null","175","null","446","null","252","null","3220","878","null","null","5113","874","null","null","1218","null","404","null","2289","null","701","null","1606","null","575","null","4746","924","null","null","3195","646","null","null","1083","null","458","null","468","null","316","null","6129","null","1095","null","5452","null","1143","null","640","350","null","null","37","null","61","null","12388","null","1534","null","12233","null","1549","null","119","null","147","null","36","62","null","null","126","104","null","null",
"0500000US41017","Deschutes County, Oregon","44564","2463","null","null","29755","2104","null","null","1472","null","723","null","0","null","197","null","0","197","null","null","1472","723","null","null","3125","null","1082","null","143","null","165","null","100","152","null","null","2882","1062","null","null","2922","804","null","null","21","34","null","null","540","347","null","null","2361","848","null","null","6005","1175","null","null","1248","null","496","null","2563","786","null","null","2194","752","null","null","15988","1741","null","null","10321","1415","null","null","4515","null","1138","null","1152","542","null","null","243","237","null","null","14809","1820","null","null","1570","null","636","null","88","null","122","null","207","null","236","null","1275","624","null","null","2611","813","null","null","1505","null","623","null","952","null","391","null","154","null","173","null","1983","713","null","null","1511","658","null","null","472","null","344","null","0","null","197","null","3800","null","1030","null","3698","null","1039","null","102","147","null","null","0","null","197","null","4372","null","1133","null","4372","null","1133","null","0","null","197","null","0","197","null","null","473","510","null","null",
"0500000US41019","Douglas County, Oregon","28694","1521","null","null","16198","1439","null","null","1762","null","680","null","0","null","197","null","64","111","null","null","1698","675","null","null","2033","null","692","null","28","null","49","null","528","389","null","null","1477","508","null","null","2776","849","null","null","301","251","null","null","873","455","null","null","1602","677","null","null","4102","966","null","null","1310","null","515","null","1946","852","null","null","846","434","null","null","5453","1003","null","null","4157","942","null","null","925","null","457","null","371","250","null","null","72","117","null","null","12496","1342","null","null","2464","null","806","null","389","null","268","null","556","null","300","null","1519","704","null","null","2871","771","null","null","2116","null","675","null","499","null","290","null","256","null","194","null","2364","645","null","null","2041","566","null","null","323","null","232","null","0","null","197","null","2126","null","650","null","2081","null","651","null","0","197","null","null","45","null","75","null","2420","null","675","null","2420","null","675","null","0","null","197","null","0","197","null","null","251","240","null","null",
"0500000US41029","Jackson County, Oregon","51150","2248","null","null","30663","2250","null","null","2525","null","823","null","0","null","197","null","0","197","null","null","2525","823","null","null","3436","null","825","null","0","null","197","null","145","130","null","null","3291","823","null","null","3498","712","null","null","256","200","null","null","853","337","null","null","2389","638","null","null","7309","1192","null","null","1347","null","531","null","3558","852","null","null","2404","617","null","null","13849","1792","null","null","9341","1618","null","null","3654","null","904","null","854","395","null","null","46","75","null","null","20487","1747","null","null","5341","null","1045","null","1072","null","466","null","622","null","410","null","3647","859","null","null","3900","933","null","null","1739","null","552","null","1366","null","517","null","795","null","669","null","2549","826","null","null","2262","802","null","null","287","null","294","null","0","null","197","null","3422","null","741","null","3422","null","741","null","0","197","null","null","0","null","197","null","5204","null","1007","null","5087","null","1001","null","117","null","146","null","0","197","null","null","71","119","null","null",
"0500000US41033","Josephine County, Oregon","23566","1319","null","null","12394","1422","null","null","1342","null","534","null","99","null","155","null","0","197","null","null","1243","528","null","null","1596","null","586","null","0","null","197","null","215","223","null","null","1381","552","null","null","1484","500","null","null","74","115","null","null","468","270","null","null","942","451","null","null","3323","773","null","null","1162","null","514","null","1419","560","null","null","742","403","null","null","4572","1027","null","null","2686","617","null","null","1361","null","691","null","525","440","null","null","77","123","null","null","11172","1174","null","null","2557","null","777","null","549","null","319","null","1116","null","605","null","892","476","null","null","2716","708","null","null","1836","null","589","null","581","null","361","null","299","null","278","null","1990","592","null","null","1848","575","null","null","142","null","167","null","0","null","197","null","2248","null","618","null","2213","null","617","null","0","197","null","null","35","null","57","null","1661","null","567","null","1661","null","567","null","0","null","197","null","0","197","null","null","0","197","null","null",
"0500000US41035","Klamath County, Oregon","17153","1187","null","null","10423","1282","null","null","409","null","289","null","0","null","197","null","53","92","null","null","356","280","null","null","1861","null","699","null","199","null","261","null","143","153","null","null","1519","573","null","null","1555","481","null","null","323","230","null","null","824","374","null","null","408","296","null","null","2829","727","null","null","978","null","378","null","1523","592","null","null","328","239","null","null","3728","919","null","null","2887","793","null","null","752","null","412","null","89","88","null","null","41","71","null","null","6730","950","null","null","1383","null","584","null","415","null","288","null","291","null","312","null","677","346","null","null","1222","398","null","null","879","null","345","null","308","null","219","null","35","null","58","null","1197","426","null","null","1197","426","null","null","0","null","197","null","0","null","197","null","1407","null","437","null","1375","null","433","null","32","55","null","null","0","null","197","null","1369","null","483","null","1369","null","483","null","0","null","197","null","0","197","null","null","152","148","null","null",
"0500000US41039","Lane County, Oregon","85460","2610","null","null","55200","3065","null","null","3387","null","824","null","0","null","197","null","0","197","null","null","3387","824","null","null","5446","null","907","null","103","null","126","null","787","408","null","null","4556","861","null","null","6141","1058","null","null","366","204","null","null","1525","502","null","null","4250","887","null","null","12712","1625","null","null","2530","null","816","null","5750","991","null","null","4432","1104","null","null","27384","2324","null","null","16855","1598","null","null","8644","null","1590","null","1885","520","null","null","130","124","null","null","30260","1788","null","null","4404","null","779","null","737","null","373","null","474","null","247","null","3193","673","null","null","6254","947","null","null","3667","null","743","null","1929","null","658","null","658","null","302","null","4806","1101","null","null","4328","1074","null","null","478","null","288","null","0","null","197","null","5743","null","1034","null","5597","null","1004","null","146","171","null","null","0","null","197","null","8349","null","1000","null","8303","null","996","null","46","null","75","null","0","197","null","null","704","397","null","null",
"0500000US41043","Linn County, Oregon","27464","1429","null","null","16911","1371","null","null","684","null","372","null","0","null","197","null","0","197","null","null","684","372","null","null","2046","null","899","null","72","null","115","null","52","85","null","null","1922","896","null","null","2386","823","null","null","104","137","null","null","1104","601","null","null","1178","560","null","null","4383","850","null","null","702","null","426","null","1959","522","null","null","1722","762","null","null","7199","1185","null","null","5549","1058","null","null","1181","null","471","null","469","334","null","null","213","264","null","null","10553","1301","null","null","2153","null","662","null","348","null","216","null","470","null","334","null","1335","559","null","null","2263","741","null","null","1349","null","661","null","378","null","248","null","536","null","441","null","1105","430","null","null","949","380","null","null","156","null","166","null","0","null","197","null","2731","null","763","null","2671","null","748","null","60","100","null","null","0","null","197","null","2165","null","579","null","2165","null","579","null","0","null","197","null","0","197","null","null","136","165","null","null",
"0500000US41047","Marion County, Oregon","67762","2615","null","null","45061","2451","null","null","1893","null","647","null","0","null","197","null","0","197","null","null","1893","647","null","null","3307","null","795","null","119","null","143","null","179","159","null","null","3009","757","null","null","6161","1362","null","null","110","139","null","null","2040","724","null","null","4011","1251","null","null","9230","1332","null","null","1774","null","533","null","4336","1001","null","null","3120","987","null","null","24298","1957","null","null","16054","1792","null","null","6998","null","1179","null","1246","523","null","null","172","157","null","null","22701","1900","null","null","3422","null","805","null","643","null","417","null","614","null","452","null","2165","555","null","null","4510","1148","null","null","2417","null","853","null","1750","null","648","null","343","null","202","null","3840","902","null","null","3124","815","null","null","539","null","327","null","177","null","181","null","3644","null","772","null","3539","null","781","null","105","130","null","null","0","null","197","null","7161","null","1273","null","7161","null","1273","null","0","null","197","null","0","197","null","null","124","143","null","null",
"0500000US41051","Multnomah County, Oregon","170875","4189","null","null","122882","4182","null","null","4824","null","1130","null","0","null","197","null","42","70","null","null","4782","1129","null","null","8678","null","1212","null","115","null","141","null","318","220","null","null","8245","1199","null","null","10863","1744","null","null","547","345","null","null","2129","625","null","null","8187","1405","null","null","23351","2612","null","null","2556","null","667","null","8754","1516","null","null","12041","2013","null","null","74818","3508","null","null","43070","2500","null","null","23216","null","1947","null","8532","1315","null","null","348","221","null","null","47993","2625","null","null","6485","null","1304","null","658","null","418","null","540","null","341","null","5287","1149","null","null","8041","1338","null","null","2222","null","692","null","3496","null","825","null","2323","null","710","null","6013","1035","null","null","4039","902","null","null","1335","null","498","null","639","null","420","null","8035","null","1029","null","7451","null","1023","null","342","226","null","null","242","null","212","null","18543","null","1944","null","18384","null","1916","null","84","null","71","null","75","126","null","null","876","488","null","null",
"0500000US41053","Polk County, Oregon","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
