"Label (Grouping)","Total:","Total:!!With a mortgage:","Total:!!With a mortgage:!!Less than $20,000:","Total:!!With a mortgage:!!Less than $20,000:!!Less than 20 percent","Total:!!With a mortgage:!!Less than $20,000:!!20 to 29 percent","Total:!!With a mortgage:!!Less than $20,000:!!30 percent or more","Total:!!With a mortgage:!!$20,000 to $34,999:","Total:!!With a mortgage:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!30 percent or more","Total:!!With a mortgage:!!$35,000 to $49,999:","Total:!!With a mortgage:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!30 percent or more","Total:!!With a mortgage:!!$50,000 to $74,999:","Total:!!With a mortgage:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!30 percent or more","Total:!!With a mortgage:!!$75,000 or more:","Total:!!With a mortgage:!!$75,000 or more:!!Less than 20 percent","Total:!!With a mortgage:!!$75,000 or more:!!20 to 29 percent","Total:!!With a mortgage:!!$75,000 or more:!!30 percent or more","Total:!!With a mortgage:!!Zero or negative income","Total:!!Not mortgaged:","Total:!!Not mortgaged:!!Less than $20,000:","Total:!!Not mortgaged:!!Less than $20,000:!!Less than 20 percent","Total:!!Not mortgaged:!!Less than $20,000:!!20 to 29 percent","Total:!!Not mortgaged:!!Less than $20,000:!!30 percent or more","Total:!!Not mortgaged:!!$20,000 to $34,999:","Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more","Total:!!Not mortgaged:!!$35,000 to $49,999:","Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more","Total:!!Not mortgaged:!!$50,000 to $74,999:","Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more","Total:!!Not mortgaged:!!$75,000 or more:","Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent","Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent","Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more","Total:!!Not mortgaged:!!Zero or negative income"
"    Estimate","3,013,093","1,918,802","98,879","175","1,546","97,158","181,289","6,777","33,455","141,057","231,382","36,171","93,166","102,045","404,837","158,353","171,966","74,518","995,014","761,003","194,610","39,401","7,401","1,094,291","172,548","27,530","42,991","102,027","211,437","123,780","62,395","25,262","184,587","162,001","18,807","3,779","204,558","196,516","6,989","1,053","308,946","306,830","1,935","181","12,215"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","957,858","532,396","35,788","193","649","34,946","52,424","1,949","11,051","39,424","67,670","11,814","27,785","28,071","115,937","48,434","46,717","20,786","257,745","204,923","45,225","7,597","2,832","425,462","77,244","19,609","20,000","37,635","81,974","58,754","16,964","6,256","67,814","63,148","3,997","669","78,717","77,853","770","94","114,112","113,687","144","281","5,601"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","948,891","626,571","30,902","187","265","30,450","55,068","1,195","5,256","48,617","66,216","5,122","17,057","44,037","129,741","24,345","56,549","48,847","342,096","212,350","101,953","27,793","2,548","322,320","51,578","8,459","9,145","33,974","62,758","32,310","20,837","9,611","47,150","39,043","6,436","1,671","58,248","55,739","2,106","403","98,393","97,916","366","111","4,193"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,405,756","2,063,338","102,477","70","1,068","101,339","162,524","3,977","21,442","137,105","217,543","26,191","71,061","120,291","413,275","123,805","168,898","120,572","1,159,260","787,870","289,452","81,938","8,259","1,342,418","211,719","21,514","41,182","149,023","254,341","119,547","84,229","50,565","209,047","164,981","35,072","8,994","251,708","236,463","12,613","2,632","401,738","397,359","3,720","659","13,865"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","240,618","166,697","6,958","80","72","6,806","10,815","0","380","10,435","15,943","223","1,937","13,783","27,036","2,706","12,036","12,294","105,317","61,073","34,518","9,726","628","73,921","9,040","98","844","8,098","11,056","2,831","3,861","4,364","11,045","5,539","4,030","1,476","12,664","10,086","1,931","647","29,266","28,271","642","353","850"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,265,627","742,852","54,076","263","1,371","52,442","81,476","2,528","13,591","65,357","98,382","14,421","41,626","42,335","160,336","67,498","60,498","32,340","343,356","265,209","62,956","15,191","5,226","522,775","105,510","27,020","25,368","53,122","105,551","78,079","19,987","7,485","82,066","76,548","4,299","1,219","95,720","93,452","1,628","640","122,793","122,337","348","108","11,135"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","231,452","127,098","5,479","0","245","5,234","10,145","241","1,908","7,996","14,775","1,671","6,617","6,487","28,910","11,589","12,710","4,611","67,711","50,013","14,296","3,402","78","104,354","13,873","1,666","2,559","9,648","17,716","11,115","4,376","2,225","15,610","13,657","1,637","316","21,286","20,548","443","295","34,500","34,386","89","25","1,369"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,665,498","992,453","69,414","191","989","68,234","107,713","3,783","22,856","81,074","136,086","20,041","56,728","59,317","217,773","93,282","90,468","34,023","455,893","348,526","88,506","18,861","5,574","673,045","127,160","33,904","34,931","58,325","137,101","101,451","26,923","8,727","102,090","94,798","6,070","1,222","120,623","117,391","2,596","636","176,254","175,562","604","88","9,817"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","5,752,826","3,334,400","165,942","644","1,047","164,251","266,675","3,734","29,642","233,299","330,249","27,220","100,336","202,693","612,573","155,857","281,241","175,475","1,942,166","1,347,784","478,291","116,091","16,795","2,418,426","374,037","74,306","83,814","215,917","403,811","232,961","107,415","63,435","348,262","289,027","46,465","12,770","435,737","409,349","21,247","5,141","824,459","811,685","9,426","3,348","32,120"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","641,215","451,431","15,664","86","120","15,458","30,326","664","3,693","25,969","48,573","3,402","15,263","29,908","99,700","24,615","48,872","26,213","255,471","175,239","69,121","11,111","1,697","189,784","22,614","4,765","5,581","12,268","29,851","20,987","6,056","2,808","26,435","24,951","1,042","442","36,562","36,310","225","27","72,184","72,139","45","0","2,138"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","180,212","113,269","6,594","0","51","6,543","9,829","8","631","9,190","11,967","688","3,045","8,234","23,744","4,344","9,455","9,945","60,844","36,452","19,104","5,288","291","66,943","10,620","692","1,423","8,505","11,434","2,654","4,189","4,591","10,155","6,185","2,937","1,033","11,809","10,399","1,186","224","22,531","21,935","522","74","394"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,019,869","1,398,239","60,315","211","666","59,438","93,471","2,888","11,818","78,765","121,332","12,303","31,679","77,350","239,821","55,467","95,021","89,333","876,625","527,193","261,395","88,037","6,675","621,630","93,164","20,632","21,528","51,004","101,159","60,227","25,404","15,528","89,627","76,867","10,394","2,366","108,802","103,493","4,596","713","220,626","218,963","1,261","402","8,252"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,703,269","1,170,191","45,846","215","356","45,275","73,710","1,447","5,275","66,988","106,628","6,297","23,394","76,937","211,458","37,069","86,234","88,155","727,855","426,414","233,728","67,713","4,694","533,078","70,170","14,332","12,609","43,229","89,465","45,473","25,759","18,233","75,949","60,252","12,538","3,159","95,501","89,417","5,467","617","194,238","192,792","988","458","7,755"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","531,151","246,761","18,705","53","981","17,671","27,587","2,429","7,791","17,367","36,319","11,687","14,207","10,425","54,357","33,374","16,521","4,462","108,749","93,739","12,865","2,145","1,044","284,390","64,406","25,539","15,641","23,226","63,731","52,704","9,066","1,961","49,541","48,514","976","51","48,412","48,271","141","0","54,963","54,963","0","0","3,337"
"Wisconsin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,549,143","1,003,999","39,902","40","330","39,532","80,307","1,470","10,451","68,386","107,831","11,196","38,565","58,070","224,119","68,426","100,624","55,069","548,190","381,643","141,213","25,334","3,650","545,144","73,673","6,663","12,545","54,465","101,594","43,657","37,993","19,944","86,797","70,359","13,950","2,488","110,221","105,003","4,499","719","168,005","166,586","1,129","290","4,854"
"Wyoming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","155,575","90,726","3,954","0","177","3,777","6,598","237","891","5,470","8,172","794","2,192","5,186","18,515","5,603","8,649","4,263","52,851","37,970","12,698","2,183","636","64,849","9,135","2,048","2,006","5,081","11,349","7,424","2,679","1,246","9,860","9,279","517","64","12,517","12,323","123","71","21,638","21,530","0","108","350"
"Puerto Rico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","836,820","331,261","71,481","481","3,996","67,004","73,505","3,661","22,012","47,832","58,092","13,637","27,223","17,232","60,597","30,775","21,017","8,805","62,559","44,148","15,010","3,401","5,027","505,559","255,437","159,524","39,759","56,154","106,089","101,932","3,085","1,072","54,378","53,605","623","150","36,570","36,288","236","46","22,985","22,985","0","0","30,100"
"Bridgeport town, Fairfield County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","20,703","14,771","646","0","0","646","1,697","28","0","1,669","1,837","124","435","1,278","2,701","44","1,162","1,495","7,890","3,118","3,786","986","0","5,932","1,016","45","0","971","1,203","70","181","952","1,115","414","416","285","846","461","238","147","1,625","1,481","144","0","127"
"Danbury town, Fairfield County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Norwalk town, Fairfield County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","20,246","14,909","430","0","0","430","591","0","0","591","961","0","0","961","2,012","415","263","1,334","10,915","4,679","3,209","3,027","0","5,337","770","38","34","698","636","51","134","451","601","115","317","169","1,064","721","297","46","2,166","1,874","254","38","100"
"Stamford town, Fairfield County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","25,108","18,528","637","0","0","637","799","0","64","735","1,459","0","108","1,351","1,757","0","138","1,619","13,722","6,449","3,920","3,353","154","6,580","664","52","0","612","840","0","111","729","796","0","145","651","982","382","527","73","3,139","2,903","129","107","159"
"Hartford town, Hartford County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New Britain town, Hartford County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New Haven town, New Haven County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Waterbury town, New Haven County, Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","17,329","11,897","733","0","0","733","1,546","0","0","1,546","1,347","0","284","1,063","2,304","400","648","1,256","5,967","3,549","1,725","693","0","5,432","958","0","36","922","1,323","119","222","982","729","165","299","265","1,106","1,057","49","0","1,256","1,162","94","0","60"
"Champaign City township, Champaign County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","15,620","9,774","269","0","0","269","453","0","162","291","1,260","49","501","710","2,191","250","1,568","373","5,373","4,195","1,068","110","228","5,846","533","50","180","303","620","261","295","64","368","368","0","0","1,135","1,051","84","0","3,190","3,190","0","0","0"
"Bloom township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","22,495","13,176","1,167","0","0","1,167","1,600","50","81","1,469","1,390","100","104","1,186","2,532","751","919","862","6,246","4,665","1,118","463","241","9,319","1,073","179","44","850","1,473","284","751","438","1,926","1,293","542","91","1,795","1,631","164","0","2,807","2,807","0","0","245"
"Bremen township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","27,281","19,521","1,715","0","0","1,715","1,860","0","108","1,752","2,658","241","415","2,002","3,131","402","1,244","1,485","10,108","6,433","3,232","443","49","7,760","1,322","46","317","959","1,453","426","503","524","840","515","325","0","1,783","1,690","93","0","2,254","2,212","42","0","108"
"Chicago city, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","461,487","313,199","19,970","0","116","19,854","26,709","109","1,064","25,536","27,009","732","3,623","22,654","52,209","5,683","19,058","27,468","185,664","106,262","57,811","21,591","1,638","148,288","24,581","2,010","2,502","20,069","23,976","7,079","8,542","8,355","18,926","11,761","5,380","1,785","24,076","19,971","2,669","1,436","54,131","52,693","1,274","164","2,598"
"Cicero township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elk Grove township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","21,635","13,942","416","0","0","416","1,023","0","214","809","1,392","0","342","1,050","2,151","82","1,014","1,055","8,960","4,461","3,122","1,377","0","7,693","1,082","198","42","842","1,607","227","693","687","973","728","207","38","1,300","1,081","156","63","2,655","2,655","0","0","76"
"Evanston township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hanover township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","24,602","18,343","1,013","0","0","1,013","1,470","0","36","1,434","1,616","153","69","1,394","2,780","407","1,162","1,211","11,321","6,442","4,147","732","143","6,259","944","0","168","776","1,266","608","454","204","948","576","237","135","918","807","111","0","2,126","2,126","0","0","57"
"Leyden township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","21,545","13,571","1,047","0","0","1,047","1,073","0","0","1,073","1,404","0","178","1,226","3,172","323","1,118","1,731","6,875","3,687","2,655","533","0","7,974","1,417","39","94","1,284","1,741","437","667","637","991","632","59","300","1,534","1,215","260","59","2,146","2,146","0","0","145"
"Lyons township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","28,477","18,043","461","0","0","461","1,093","54","38","1,001","1,427","0","272","1,155","3,260","347","1,372","1,541","11,802","7,185","3,663","954","0","10,434","1,585","65","35","1,485","1,894","283","677","934","1,040","423","585","32","1,501","1,074","305","122","4,314","4,236","78","0","100"
"Maine township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","34,554","19,963","590","0","0","590","1,173","0","0","1,173","1,662","0","343","1,319","3,464","583","1,244","1,637","13,033","6,703","3,769","2,561","41","14,591","1,736","0","117","1,619","2,385","296","920","1,169","2,172","731","1,209","232","2,199","1,958","204","37","6,057","5,946","111","0","42"
"Niles township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","27,744","16,729","848","0","0","848","1,208","0","0","1,208","1,630","68","0","1,562","2,652","85","699","1,868","10,325","5,415","3,381","1,529","66","11,015","1,510","60","37","1,413","2,196","420","396","1,380","1,152","344","610","198","1,129","835","294","0","4,895","4,889","6","0","133"
"Northfield township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","24,895","15,692","550","0","0","550","1,193","0","0","1,193","678","0","42","636","1,601","142","346","1,113","11,517","6,165","3,569","1,783","153","9,203","710","41","0","669","1,051","169","131","751","774","211","176","387","1,304","466","758","80","5,178","4,857","241","80","186"
"Orland township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","32,240","19,527","187","0","0","187","934","0","0","934","1,898","0","392","1,506","3,741","130","2,038","1,573","12,720","7,128","3,844","1,748","47","12,713","1,212","0","215","997","2,040","370","833","837","1,708","619","893","196","1,313","1,100","140","73","6,053","5,829","224","0","387"
"Palatine township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","29,981","21,495","309","0","0","309","1,292","0","0","1,292","1,855","41","199","1,615","3,432","489","1,306","1,637","14,565","7,700","4,405","2,460","42","8,486","893","43","219","631","1,016","107","194","715","1,249","494","489","266","667","391","276","0","4,620","4,479","141","0","41"
"Proviso township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","36,452","25,187","1,615","0","0","1,615","1,781","0","82","1,699","3,774","112","753","2,909","4,188","744","1,236","2,208","13,757","7,501","5,247","1,009","72","11,265","2,230","126","111","1,993","1,717","477","407","833","1,887","1,090","665","132","2,423","2,324","99","0","2,832","2,832","0","0","176"
"Rich township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","19,783","14,588","774","0","0","774","1,522","49","83","1,390","1,037","87","49","901","2,517","509","890","1,118","8,471","5,337","2,540","594","267","5,195","726","42","133","551","794","93","416","285","570","241","329","0","827","781","0","46","2,278","2,065","213","0","0"
"Schaumburg township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","32,309","22,980","759","0","0","759","1,379","0","40","1,339","2,076","0","369","1,707","3,569","848","1,314","1,407","15,093","7,488","6,276","1,329","104","9,329","820","0","0","820","1,271","117","546","608","908","498","410","0","1,788","1,490","298","0","4,542","4,542","0","0","0"
"Thornton township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","38,302","26,732","2,593","0","0","2,593","3,577","0","305","3,272","3,539","141","996","2,402","5,009","1,077","2,399","1,533","11,535","8,445","2,121","969","479","11,570","2,132","195","243","1,694","2,437","784","1,054","599","2,233","961","848","424","2,604","2,384","87","133","1,966","1,907","59","0","198"
"Wheeling township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","44,820","27,171","659","0","0","659","1,649","0","144","1,505","2,022","45","401","1,576","3,865","385","1,233","2,247","18,886","11,312","5,582","1,992","90","17,649","2,023","228","40","1,755","2,149","226","760","1,163","2,408","781","1,190","437","3,128","2,289","766","73","7,839","7,603","236","0","102"
"Worth township, Cook County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","39,136","26,571","1,442","0","0","1,442","1,889","67","90","1,732","3,188","127","402","2,659","5,647","1,012","2,242","2,393","14,168","8,895","4,176","1,097","237","12,565","1,929","295","123","1,511","2,915","780","1,362","773","2,000","999","971","30","1,895","1,845","50","0","3,644","3,606","38","0","182"
"Addison township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","21,525","13,750","596","0","0","596","1,010","0","110","900","1,192","0","158","1,034","2,334","197","846","1,291","8,618","4,741","3,028","849","0","7,775","845","0","39","806","1,147","208","585","354","1,407","785","508","114","1,230","1,118","112","0","3,067","3,067","0","0","79"
"Bloomingdale township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","27,485","19,135","698","0","0","698","1,986","0","0","1,986","1,397","75","125","1,197","4,274","237","1,793","2,244","10,780","5,495","3,692","1,593","0","8,350","1,027","0","0","1,027","1,043","200","415","428","1,004","504","417","83","1,344","1,240","104","0","3,850","3,850","0","0","82"
"Downers Grove township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","43,722","29,002","601","0","0","601","1,437","0","38","1,399","2,681","0","332","2,349","2,827","512","607","1,708","21,273","11,586","6,139","3,548","183","14,720","1,662","0","43","1,619","1,256","76","441","739","1,397","502","684","211","2,684","1,699","760","225","7,556","7,340","177","39","165"
"Lisle township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","33,321","22,586","730","0","0","730","1,408","0","0","1,408","1,204","167","50","987","2,659","137","899","1,623","16,543","8,877","5,760","1,906","42","10,735","948","0","37","911","1,607","80","442","1,085","1,039","424","405","210","1,872","1,481","391","0","5,223","5,040","183","0","46"
"Milton township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","30,077","20,607","367","0","0","367","759","0","0","759","1,235","0","129","1,106","2,589","198","763","1,628","15,513","8,779","5,338","1,396","144","9,470","332","0","0","332","1,111","125","271","715","728","192","496","40","1,326","898","382","46","5,765","5,497","268","0","208"
"Naperville township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","23,918","17,745","603","0","0","603","675","0","38","637","722","0","0","722","2,278","194","1,025","1,059","13,416","7,995","4,267","1,154","51","6,173","423","0","0","423","489","39","252","198","842","288","554","0","932","522","410","0","3,450","3,450","0","0","37"
"Wayne township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"York township, DuPage County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","34,345","21,225","651","0","0","651","1,122","0","81","1,041","1,319","46","218","1,055","3,166","254","948","1,964","14,923","9,549","4,009","1,365","44","13,120","1,394","41","210","1,143","2,209","222","625","1,362","1,677","693","680","304","2,148","1,415","657","76","5,408","5,135","138","135","284"
"Aurora township, Kane County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","24,479","16,773","666","0","0","666","1,695","0","0","1,695","2,496","54","879","1,563","4,169","765","2,310","1,094","7,674","5,248","2,337","89","73","7,706","1,159","34","151","974","1,293","554","433","306","987","895","92","0","1,844","1,759","85","0","2,352","2,352","0","0","71"
"Dundee township, Kane County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","14,717","10,772","745","0","0","745","602","0","82","520","911","150","0","761","2,218","427","581","1,210","6,296","3,793","1,769","734","0","3,945","203","0","39","164","542","229","132","181","792","362","430","0","929","687","79","163","1,479","1,479","0","0","0"
"Elgin township, Kane County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","21,219","15,547","561","0","0","561","851","0","43","808","1,926","40","266","1,620","2,800","482","1,300","1,018","9,326","5,549","3,379","398","83","5,672","535","0","97","438","820","172","376","272","891","372","519","0","1,180","1,055","125","0","2,175","2,175","0","0","71"
"Avon township, Lake County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vernon township, Lake County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","18,402","13,178","176","0","0","176","317","0","0","317","506","0","0","506","1,094","37","362","695","11,033","5,605","3,341","2,087","52","5,224","836","75","0","761","453","115","70","268","359","141","159","59","561","161","310","90","2,992","2,781","199","12","23"
"Warren township, Lake County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Waukegan township, Lake County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","13,575","8,034","271","0","0","271","790","0","25","765","1,053","65","157","831","2,529","266","1,514","749","3,364","2,413","827","124","27","5,541","574","37","0","537","885","411","283","191","905","647","170","88","900","864","36","0","2,224","2,224","0","0","53"
"Algonquin township, McHenry County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloomington City township, McLean County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","19,485","13,115","220","0","0","220","543","67","130","346","919","0","514","405","2,526","840","1,342","344","8,846","6,569","2,135","142","61","6,370","749","85","256","408","927","287","442","198","587","477","64","46","1,356","1,282","74","0","2,596","2,515","81","0","155"
"Peoria City township, Peoria County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","23,248","14,308","883","0","0","883","1,810","103","595","1,112","2,287","211","881","1,195","2,391","1,116","1,102","173","6,849","5,707","916","226","88","8,940","1,566","682","255","629","1,547","1,157","353","37","1,217","1,046","171","0","1,754","1,642","112","0","2,677","2,657","20","0","179"
"Capital township, Sangamon County, Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","30,537","18,448","1,403","0","39","1,364","1,444","0","518","926","1,837","512","856","469","4,026","1,699","1,709","618","9,518","7,483","1,718","317","220","12,089","1,498","150","132","1,216","2,103","1,308","506","289","1,623","1,219","404","0","2,106","1,979","127","0","4,759","4,661","98","0","0"
