"GEO_ID","NAME","B19081_001E","B19081_001M","B19081_001MA","B19081_001EA","B19081_002E","B19081_002M","B19081_002MA","B19081_002EA","B19081_003E","B19081_003EA","B19081_003M","B19081_003MA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0400000US01","Alabama","9456","231","null","null","25610","438","null","null","44845","null","634","null","72160","null","878","null","159466","2958","null","null","278929","10166","null","null",
"0400000US02","Alaska","18458","982","null","null","45286","1642","null","null","73491","null","2044","null","108123","null","2534","null","219022","11924","null","null","380194","40034","null","null",
"0400000US04","Arizona","11593","275","null","null","31138","353","null","null","51612","null","526","null","80418","null","731","null","178429","2841","null","null","317737","9495","null","null",
"0400000US05","Arkansas","9803","317","null","null","25196","455","null","null","42291","null","549","null","67253","null","744","null","151830","3919","null","null","274045","13257","null","null",
"0400000US06","California","13826","116","null","null","37304","206","null","null","64721","null","274","null","104312","null","406","null","238624","1615","null","null","424878","5178","null","null",
"0400000US08","Colorado","15334","341","null","null","39105","502","null","null","64031","null","666","null","98394","null","799","null","212709","3327","null","null","377232","10851","null","null",
"0400000US09","Connecticut","14821","410","null","null","41544","710","null","null","71627","null","950","null","113453","null","1301","null","265290","4474","null","null","494347","14292","null","null",
"0400000US10","Delaware","14900","810","null","null","37469","1143","null","null","61563","null","1497","null","92863","null","1933","null","198807","8953","null","null","351074","31014","null","null",
"0400000US11","District of Columbia","11486","990","null","null","39076","1700","null","null","75204","null","2419","null","126677","null","3435","null","320559","21645","null","null","600317","74328","null","null",
"0400000US12","Florida","11520","129","null","null","29671","213","null","null","49237","null","273","null","77532","null","416","null","184351","2009","null","null","347408","7000","null","null",
"0400000US13","Georgia","11011","218","null","null","30299","362","null","null","51380","null","459","null","81463","null","566","null","183620","2715","null","null","327068","9081","null","null",
"0400000US15","Hawaii","16453","683","null","null","45373","1261","null","null","73382","null","1503","null","109589","null","2024","null","217683","5982","null","null","363630","17260","null","null",
"0400000US16","Idaho","11509","637","null","null","29301","874","null","null","48216","null","1023","null","74696","null","1525","null","155884","5654","null","null","272566","20386","null","null",
"0400000US17","Illinois","12783","195","null","null","34705","302","null","null","59389","null","393","null","93969","null","546","null","212652","2217","null","null","385449","7317","null","null",
"0400000US18","Indiana","12339","216","null","null","31019","333","null","null","50386","null","452","null","77531","null","658","null","164050","2714","null","null","288126","9185","null","null",
"0400000US19","Iowa","13263","313","null","null","33480","468","null","null","54770","null","622","null","81771","null","901","null","166895","3171","null","null","290746","10035","null","null",
"0400000US20","Kansas","12896","356","null","null","33356","569","null","null","54296","null","705","null","83725","null","978","null","181074","4948","null","null","327016","17678","null","null",
"0400000US21","Kentucky","10003","219","null","null","26414","322","null","null","45099","null","452","null","71685","null","658","null","159776","3285","null","null","288877","11644","null","null",
"0400000US22","Louisiana","9092","241","null","null","25270","437","null","null","45706","null","661","null","76207","null","938","null","168199","3111","null","null","290701","9743","null","null",
"0400000US23","Maine","12043","440","null","null","30190","692","null","null","51472","null","980","null","78480","null","1372","null","163489","6376","null","null","282853","21559","null","null",
"0400000US24","Maryland","17198","422","null","null","46039","580","null","null","76036","null","640","null","116843","null","927","null","243669","3039","null","null","417571","10181","null","null",
"0400000US25","Massachusetts","13630","309","null","null","39862","535","null","null","70843","null","756","null","113107","null","923","null","250489","3446","null","null","443704","10621","null","null",
"0400000US26","Michigan","11543","154","null","null","30647","266","null","null","51122","null","310","null","80002","null","434","null","174146","1887","null","null","306597","6261","null","null",
"0400000US27","Minnesota","15495","287","null","null","38915","417","null","null","63595","null","485","null","96069","null","660","null","203367","2884","null","null","358896","9504","null","null",
"0400000US28","Mississippi","8242","297","null","null","22926","455","null","null","40400","null","635","null","66217","null","836","null","139689","3429","null","null","238505","10822","null","null",
"0400000US29","Missouri","11882","226","null","null","30240","319","null","null","50145","null","462","null","78181","null","715","null","169879","2848","null","null","301234","9185","null","null",
"0400000US30","Montana","11815","407","null","null","29452","667","null","null","48954","null","1064","null","75336","null","1411","null","164992","5505","null","null","296558","18054","null","null",
"0400000US31","Nebraska","13521","419","null","null","33447","555","null","null","55215","null","730","null","84453","null","1057","null","174903","4686","null","null","304718","14185","null","null",
"0400000US32","Nevada","12783","375","null","null","32493","546","null","null","52998","null","834","null","81157","null","1067","null","173448","4264","null","null","308483","14530","null","null",
"0400000US33","New Hampshire","17417","716","null","null","43145","929","null","null","70240","null","1346","null","104852","null","1591","null","213023","6817","null","null","354116","21091","null","null",
"0400000US34","New Jersey","14926","247","null","null","41541","435","null","null","72710","null","676","null","116273","null","943","null","259855","3157","null","null","458061","9403","null","null",
"0400000US35","New Mexico","9407","361","null","null","25761","559","null","null","45230","null","842","null","73526","null","1222","null","159814","4414","null","null","274471","14902","null","null",
"0400000US36","New York","11681","148","null","null","33823","287","null","null","60867","null","401","null","99333","null","578","null","243837","2793","null","null","466926","9494","null","null",
"0400000US37","North Carolina","11233","179","null","null","28682","314","null","null","47962","null","412","null","76534","null","550","null","173167","2427","null","null","311000","8033","null","null",
"0400000US38","North Dakota","14084","629","null","null","35836","1077","null","null","60221","null","1712","null","93389","null","2165","null","203770","9519","null","null","375336","32619","null","null",
"0400000US39","Ohio","11536","160","null","null","30449","272","null","null","51110","null","297","null","79949","null","412","null","171357","2041","null","null","299970","6759","null","null",
"0400000US40","Oklahoma","11167","205","null","null","28965","306","null","null","48458","null","415","null","75257","null","661","null","167455","2909","null","null","302508","9689","null","null",
"0400000US41","Oregon","12630","315","null","null","32413","467","null","null","54374","null","695","null","84035","null","883","null","182269","3296","null","null","317576","10368","null","null",
"0400000US42","Pennsylvania","12679","180","null","null","33062","253","null","null","55870","null","381","null","87083","null","502","null","191211","1922","null","null","338373","5825","null","null",
"0400000US44","Rhode Island","11150","672","null","null","32786","1258","null","null","58622","null","1676","null","92938","null","1626","null","195979","6728","null","null","335190","22855","null","null",
"0400000US45","South Carolina","10524","243","null","null","28008","386","null","null","47289","null","520","null","74029","null","752","null","161908","3095","null","null","288100","10290","null","null",
"0400000US46","South Dakota","13100","569","null","null","32446","817","null","null","53266","null","999","null","79273","null","1391","null","165528","5873","null","null","295024","20523","null","null",
"0400000US47","Tennessee","10827","244","null","null","28179","344","null","null","47227","null","485","null","74242","null","616","null","169567","3147","null","null","311291","10360","null","null",
"0400000US48","Texas","12773","127","null","null","33101","247","null","null","55762","null","336","null","88622","null","464","null","204050","1701","null","null","370240","5465","null","null",
"0400000US49","Utah","16694","511","null","null","40269","621","null","null","63086","null","860","null","92355","null","1239","null","186897","4150","null","null","321618","12748","null","null",
"0400000US50","Vermont","14203","616","null","null","34516","1016","null","null","57362","null","1211","null","86821","null","1633","null","179608","7342","null","null","315256","23436","null","null",
"0400000US51","Virginia","14794","257","null","null","39522","461","null","null","66430","null","574","null","104280","null","782","null","227753","2744","null","null","392583","8816","null","null",
"0400000US53","Washington","15000","281","null","null","39175","422","null","null","64346","null","598","null","98683","null","804","null","211062","3105","null","null","366536","10017","null","null",
"0400000US54","West Virginia","9655","358","null","null","24798","565","null","null","42170","null","795","null","67167","null","1072","null","139049","3170","null","null","231294","9589","null","null",
"0400000US55","Wisconsin","13982","208","null","null","34182","360","null","null","55734","null","421","null","83855","null","549","null","172742","2353","null","null","302393","7595","null","null",
"0400000US56","Wyoming","14911","946","null","null","36607","1309","null","null","60404","null","1656","null","90970","null","2372","null","181778","11029","null","null","324973","38147","null","null",
"0400000US72","Puerto Rico","2142","115","null","null","10031","211","null","null","18745","null","291","null","33442","null","479","null","88365","2953","null","null","169766","9838","null","null",
"0500000US01003","Baldwin County, Alabama","13365","1713","null","null","31930","2668","null","null","51762","null","3332","null","80820","null","5778","null","189160","16314","null","null","334396","48298","null","null",
"0500000US01015","Calhoun County, Alabama","10361","1263","null","null","24853","2330","null","null","42831","null","3136","null","66720","null","4360","null","121871","8086","null","null","173910","17737","null","null",
"0500000US01043","Cullman County, Alabama","8225","1976","null","null","22750","2790","null","null","37812","null","2974","null","59083","null","4938","null","117294","11051","null","null","181938","21698","null","null",
"0500000US01049","DeKalb County, Alabama","7350","2286","null","null","21181","2981","null","null","37186","null","4317","null","57512","null","5214","null","119027","13224","null","null","209751","41793","null","null",
"0500000US01051","Elmore County, Alabama","12749","3022","null","null","31512","3648","null","null","53826","null","5885","null","86484","null","6950","null","177508","43303","null","null","323375","147625","null","null",
"0500000US01055","Etowah County, Alabama","11699","1488","null","null","25329","2364","null","null","42892","null","3303","null","65410","null","4289","null","119334","9829","null","null","182117","27228","null","null",
"0500000US01069","Houston County, Alabama","10350","709","null","null","26231","1635","null","null","43444","null","2059","null","67646","null","2996","null","163113","13023","null","null","302780","38912","null","null",
"0500000US01073","Jefferson County, Alabama","9866","719","null","null","27062","1240","null","null","48107","null","1686","null","78292","null","2198","null","180649","8655","null","null","325649","27005","null","null",
"0500000US01077","Lauderdale County, Alabama","10792","1426","null","null","24801","2550","null","null","42802","null","2953","null","66361","null","4257","null","153375","19492","null","null","263802","62510","null","null",
"0500000US01081","Lee County, Alabama","6670","1426","null","null","23907","2264","null","null","46425","null","2955","null","74360","null","4410","null","160633","20763","null","null","264058","59964","null","null",
"0500000US01083","Limestone County, Alabama","12068","1806","null","null","31331","4326","null","null","56141","null","5103","null","89744","null","7530","null","174666","21868","null","null","266852","61908","null","null",
"0500000US01089","Madison County, Alabama","12727","1207","null","null","32954","1851","null","null","58514","null","2697","null","94122","null","3531","null","199615","14646","null","null","339167","48468","null","null",
"0500000US01095","Marshall County, Alabama","11217","1251","null","null","25330","3376","null","null","41275","null","4143","null","64138","null","6111","null","157728","22526","null","null","294458","67713","null","null",
"0500000US01097","Mobile County, Alabama","8906","873","null","null","24431","1437","null","null","43793","null","2059","null","69900","null","2703","null","151826","10657","null","null","263820","34059","null","null",
"0500000US01101","Montgomery County, Alabama","9239","1079","null","null","24744","2095","null","null","42746","null","2460","null","70344","null","3703","null","163751","13090","null","null","287830","35767","null","null",
"0500000US01103","Morgan County, Alabama","10847","1858","null","null","28539","2239","null","null","47611","null","3093","null","71346","null","4678","null","154205","18585","null","null","274456","61409","null","null",
"0500000US01115","St. Clair County, Alabama","14191","1974","null","null","32312","3529","null","null","54196","null","5523","null","77139","null","7166","null","144567","28755","null","null","233621","105925","null","null",
"0500000US01117","Shelby County, Alabama","17385","2264","null","null","45314","2631","null","null","70840","null","2767","null","105975","null","3665","null","222101","29180","null","null","395562","102467","null","null",
"0500000US01121","Talladega County, Alabama","9157","1413","null","null","21621","2032","null","null","34750","null","3549","null","58902","null","5156","null","128789","21224","null","null","223874","72836","null","null",
"0500000US01125","Tuscaloosa County, Alabama","10242","1170","null","null","27680","2087","null","null","48644","null","2792","null","78272","null","4364","null","163307","12059","null","null","279803","36388","null","null",
"0500000US01127","Walker County, Alabama","8497","1513","null","null","21373","2823","null","null","36447","null","4280","null","62007","null","5625","null","122538","13218","null","null","190469","40061","null","null",
"0500000US02020","Anchorage Municipality, Alaska","21195","2074","null","null","49474","2849","null","null","79586","null","3733","null","117730","null","4299","null","261457","25227","null","null","497641","82107","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","20500","4065","null","null","48191","4229","null","null","73856","null","6052","null","104106","null","8799","null","197633","21782","null","null","310379","54576","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","17801","2019","null","null","45388","3148","null","null","76133","null","4126","null","105993","null","4097","null","181164","12355","null","null","262091","35272","null","null",
"0500000US04001","Apache County, Arizona","2935","1024","null","null","14957","2200","null","null","29866","null","3227","null","49101","null","4602","null","105648","16062","null","null","166173","52226","null","null",
"0500000US04003","Cochise County, Arizona","9686","1327","null","null","25235","2360","null","null","44196","null","3568","null","71397","null","4580","null","140034","9210","null","null","209862","20134","null","null",
"0500000US04005","Coconino County, Arizona","9506","2040","null","null","31311","3315","null","null","54410","null","3429","null","85613","null","4851","null","187469","27466","null","null","341051","92633","null","null",
"0500000US04013","Maricopa County, Arizona","12817","334","null","null","34127","524","null","null","56099","null","681","null","87683","null","996","null","196467","4009","null","null","352388","12879","null","null",
"0500000US04015","Mohave County, Arizona","12093","1334","null","null","26403","1546","null","null","41428","null","2131","null","63020","null","2995","null","128681","12209","null","null","214342","40172","null","null",
"0500000US04017","Navajo County, Arizona","6039","1344","null","null","20068","1829","null","null","38681","null","3125","null","61014","null","3431","null","121574","10274","null","null","182863","17911","null","null",
"0500000US04019","Pima County, Arizona","10723","588","null","null","28161","826","null","null","47227","null","1067","null","73812","null","1484","null","163143","6881","null","null","292893","22558","null","null",
"0500000US04021","Pinal County, Arizona","9841","1345","null","null","30847","1615","null","null","50731","null","1925","null","73840","null","2537","null","140940","8823","null","null","223282","25133","null","null",
"0500000US04025","Yavapai County, Arizona","12788","1492","null","null","29721","2006","null","null","48480","null","2688","null","70592","null","3221","null","143604","11729","null","null","248369","39733","null","null",
"0500000US04027","Yuma County, Arizona","10201","1244","null","null","25235","1747","null","null","40002","null","2330","null","61549","null","2771","null","126177","7981","null","null","206576","23970","null","null",
"0500000US05007","Benton County, Arkansas","15795","1523","null","null","37035","1563","null","null","58301","null","2117","null","87875","null","3687","null","206016","15761","null","null","362393","46038","null","null",
"0500000US05031","Craighead County, Arkansas","10355","1425","null","null","24209","2261","null","null","39804","null","4358","null","68204","null","5881","null","143288","15169","null","null","243589","41930","null","null",
"0500000US05045","Faulkner County, Arkansas","10757","1735","null","null","28396","3264","null","null","50766","null","4479","null","82062","null","5734","null","164493","16183","null","null","267789","51047","null","null",
"0500000US05051","Garland County, Arkansas","9439","1425","null","null","22718","2316","null","null","37188","null","2686","null","59816","null","4550","null","165233","43313","null","null","363963","157506","null","null",
"0500000US05069","Jefferson County, Arkansas","6257","1814","null","null","19956","3450","null","null","35768","null","3375","null","57128","null","5675","null","122189","18613","null","null","204564","61956","null","null",
"0500000US05085","Lonoke County, Arkansas","13233","2494","null","null","35662","4633","null","null","58187","null","5219","null","82885","null","5343","null","135711","9821","null","null","186763","23260","null","null",
"0500000US05119","Pulaski County, Arkansas","9488","1174","null","null","26509","1587","null","null","45685","null","1937","null","74767","null","3201","null","190226","14414","null","null","361351","43497","null","null",
"0500000US05125","Saline County, Arkansas","15287","2227","null","null","35890","3020","null","null","54524","null","4412","null","81037","null","5669","null","145622","11401","null","null","222814","30100","null","null",
"0500000US05131","Sebastian County, Arkansas","8392","1442","null","null","22198","2015","null","null","39983","null","3278","null","65065","null","3459","null","148771","20346","null","null","289833","73025","null","null",
"0500000US05143","Washington County, Arkansas","10933","1493","null","null","29041","1788","null","null","45792","null","2401","null","70197","null","3945","null","166380","14496","null","null","307050","48070","null","null",
"0500000US05145","White County, Arkansas","8012","1722","null","null","22172","3162","null","null","39774","null","4421","null","66224","null","5321","null","136599","17412","null","null","241855","50628","null","null",
"0500000US06001","Alameda County, California","16605","600","null","null","47062","1139","null","null","82406","null","1495","null","130645","null","2051","null","268829","5934","null","null","443149","19174","null","null",
"0500000US06007","Butte County, California","9617","1258","null","null","26468","2111","null","null","45224","null","2173","null","73038","null","4243","null","153786","10774","null","null","248903","32774","null","null",
"0500000US06013","Contra Costa County, California","18206","1072","null","null","50163","1839","null","null","84122","null","2184","null","131694","null","3489","null","291242","10187","null","null","502905","27518","null","null",
"0500000US06017","El Dorado County, California","16824","2439","null","null","46497","5214","null","null","79093","null","4819","null","118887","null","6299","null","240370","17439","null","null","388368","53012","null","null",
"0500000US06019","Fresno County, California","10914","525","null","null","26593","997","null","null","47087","null","1638","null","75421","null","1921","null","163565","6547","null","null","275048","19043","null","null",
"0500000US06023","Humboldt County, California","9025","1453","null","null","25308","1886","null","null","40480","null","2232","null","64389","null","4486","null","151412","15866","null","null","271615","50841","null","null",
"0500000US06025","Imperial County, California","8899","1117","null","null","21953","2578","null","null","40740","null","4063","null","71484","null","5287","null","136573","8168","null","null","198328","15998","null","null",
"0500000US06029","Kern County, California","11863","867","null","null","29297","1289","null","null","51513","null","1683","null","82127","null","2235","null","170285","7863","null","null","280588","23737","null","null",
"0500000US06031","Kings County, California","12197","1550","null","null","29155","2170","null","null","47253","null","3739","null","79271","null","4880","null","167287","37055","null","null","308726","134621","null","null",
"0500000US06033","Lake County, California","8536","2399","null","null","24073","3336","null","null","38026","null","4447","null","62018","null","7634","null","119551","12267","null","null","187012","26355","null","null",
"0500000US06037","Los Angeles County, California","12510","221","null","null","33975","381","null","null","59026","null","461","null","96463","null","685","null","228805","3260","null","null","420011","11029","null","null",
"0500000US06039","Madera County, California","11787","1814","null","null","30782","3670","null","null","48182","null","3768","null","75095","null","6903","null","162631","21357","null","null","279063","73115","null","null",
"0500000US06041","Marin County, California","20651","2165","null","null","56898","4440","null","null","99938","null","4648","null","161749","null","7796","null","448253","34275","null","null","861562","91993","null","null",
"0500000US06045","Mendocino County, California","8748","2339","null","null","25043","2712","null","null","42434","null","5087","null","70225","null","5124","null","145208","19923","null","null","253768","67896","null","null",
"0500000US06047","Merced County, California","9707","1200","null","null","25045","1952","null","null","42133","null","2335","null","67359","null","3969","null","151822","12337","null","null","263068","35538","null","null",
"0500000US06053","Monterey County, California","16167","1174","null","null","39622","1545","null","null","60603","null","2208","null","93514","null","3417","null","220542","22458","null","null","422921","80482","null","null",
"0500000US06055","Napa County, California","17359","2338","null","null","45640","3671","null","null","75384","null","4170","null","119588","null","6713","null","299862","29416","null","null","578458","84423","null","null",
"0500000US06057","Nevada County, California","11436","2007","null","null","31760","3748","null","null","55324","null","6338","null","88736","null","6634","null","172174","14424","null","null","268856","38974","null","null",
"0500000US06059","Orange County, California","16564","604","null","null","46020","948","null","null","78166","null","1238","null","122857","null","1689","null","267114","7146","null","null","461392","21971","null","null",
"0500000US06061","Placer County, California","16861","1428","null","null","46426","2387","null","null","76350","null","2683","null","117351","null","3463","null","230981","14030","null","null","390831","43192","null","null",
"0500000US06065","Riverside County, California","14039","474","null","null","35029","768","null","null","58298","null","1223","null","90140","null","1340","null","186699","5374","null","null","312829","15918","null","null",
"0500000US06067","Sacramento County, California","12331","503","null","null","33523","906","null","null","58851","null","1195","null","92088","null","1727","null","186271","4933","null","null","304069","15075","null","null",
"0500000US06071","San Bernardino County, California","12315","526","null","null","31401","775","null","null","54197","null","1186","null","83776","null","1582","null","166026","4976","null","null","269380","17033","null","null",
"0500000US06073","San Diego County, California","15081","536","null","null","40474","905","null","null","67622","null","1164","null","104845","null","1346","null","222605","4971","null","null","378341","16418","null","null",
"0500000US06075","San Francisco County, California","13005","746","null","null","47385","2187","null","null","92684","null","3166","null","154819","null","4338","null","362868","14367","null","null","660791","42708","null","null",
"0500000US06077","San Joaquin County, California","13011","840","null","null","31690","1415","null","null","53932","null","2077","null","85639","null","2802","null","174479","10201","null","null","288329","33386","null","null",
"0500000US06079","San Luis Obispo County, California","13994","1373","null","null","38193","2462","null","null","63927","null","2892","null","98762","null","4152","null","215533","15146","null","null","378256","49118","null","null",
"0500000US06081","San Mateo County, California","22787","1270","null","null","60184","2216","null","null","102004","null","2638","null","159059","null","3576","null","374074","16759","null","null","702040","54274","null","null",
"0500000US06083","Santa Barbara County, California","15332","1194","null","null","38425","1880","null","null","65071","null","2710","null","105019","null","3675","null","238419","13654","null","null","428886","44229","null","null",
"0500000US06085","Santa Clara County, California","21206","852","null","null","59703","1381","null","null","104388","null","1805","null","163705","null","2219","null","337964","6848","null","null","577332","21318","null","null",
"0500000US06087","Santa Cruz County, California","13510","1448","null","null","37056","2929","null","null","64746","null","3936","null","104377","null","4868","null","236029","17930","null","null","394652","46796","null","null",
"0500000US06089","Shasta County, California","10524","1438","null","null","27412","2201","null","null","46956","null","3235","null","73697","null","3989","null","154156","10501","null","null","250181","32781","null","null",
"0500000US06095","Solano County, California","16485","1360","null","null","40550","1946","null","null","67642","null","2520","null","102223","null","3045","null","195115","8799","null","null","304893","25365","null","null",
"0500000US06097","Sonoma County, California","17130","1021","null","null","42766","1672","null","null","67081","null","2237","null","103424","null","2993","null","236637","13930","null","null","435234","43077","null","null",
"0500000US06099","Stanislaus County, California","13076","800","null","null","31905","1536","null","null","53157","null","2369","null","81424","null","3080","null","169155","9130","null","null","292751","26775","null","null",
"0500000US06101","Sutter County, California","12135","1937","null","null","28489","2945","null","null","52076","null","5338","null","82812","null","5252","null","161623","14051","null","null","274289","43608","null","null",
"0500000US06107","Tulare County, California","10893","737","null","null","25290","1335","null","null","43075","null","2048","null","70734","null","3473","null","158091","11143","null","null","275043","37645","null","null",
"0500000US06111","Ventura County, California","19869","1131","null","null","49128","1533","null","null","80129","null","2012","null","121726","null","3340","null","249168","11143","null","null","421225","38941","null","null",
"0500000US06113","Yolo County, California","10897","1435","null","null","33055","3157","null","null","59532","null","3230","null","97947","null","5151","null","208543","11488","null","null","337339","31844","null","null",
"0500000US06115","Yuba County, California","12574","2139","null","null","29496","4484","null","null","49402","null","5580","null","79409","null","7454","null","155183","15083","null","null","218083","20307","null","null",
"0500000US08001","Adams County, Colorado","17159","1194","null","null","40441","1576","null","null","63446","null","1965","null","93418","null","2798","null","176973","8464","null","null","277019","25501","null","null",
"0500000US08005","Arapahoe County, Colorado","17886","1067","null","null","43632","1374","null","null","67711","null","1708","null","102346","null","2195","null","237052","11271","null","null","448663","37078","null","null",
"0500000US08013","Boulder County, Colorado","16171","1658","null","null","42298","2279","null","null","71675","null","4082","null","118043","null","5200","null","267922","26115","null","null","473977","86162","null","null",
"0500000US08014","Broomfield County, Colorado","28271","3238","null","null","54878","3630","null","null","84736","null","5098","null","122260","null","7521","null","256594","39887","null","null","455295","122800","null","null",
"0500000US08031","Denver County, Colorado","12289","942","null","null","35002","1439","null","null","59174","null","1718","null","94034","null","2364","null","222201","9743","null","null","413113","31027","null","null",
"0500000US08035","Douglas County, Colorado","33549","2479","null","null","74525","3206","null","null","108691","null","3590","null","148259","null","4037","null","301144","17602","null","null","532734","53775","null","null",
"0500000US08041","El Paso County, Colorado","15722","947","null","null","37051","1442","null","null","60002","null","1781","null","92261","null","2749","null","183626","8609","null","null","302683","25611","null","null",
"0500000US08059","Jefferson County, Colorado","19205","990","null","null","45083","1268","null","null","71146","null","1949","null","107649","null","2577","null","228472","9125","null","null","401882","31452","null","null",
"0500000US08069","Larimer County, Colorado","15310","1166","null","null","38874","2029","null","null","64789","null","2448","null","97238","null","3105","null","202654","13472","null","null","351687","43368","null","null",
"0500000US08077","Mesa County, Colorado","12865","1669","null","null","31413","2865","null","null","51604","null","3398","null","77666","null","5012","null","162687","17491","null","null","282900","58321","null","null",
"0500000US08101","Pueblo County, Colorado","8860","1100","null","null","24571","1694","null","null","40919","null","2007","null","68070","null","3578","null","144652","15147","null","null","253409","53384","null","null",
"0500000US08123","Weld County, Colorado","15743","1742","null","null","41678","2778","null","null","68858","null","2745","null","97399","null","2904","null","174095","7909","null","null","260094","19275","null","null",
"0500000US09001","Fairfield County, Connecticut","16544","976","null","null","48203","1939","null","null","86222","null","2337","null","141428","null","3831","null","394796","14126","null","null","777935","40206","null","null",
"0500000US09003","Hartford County, Connecticut","14325","682","null","null","39141","1136","null","null","69012","null","1863","null","108409","null","2355","null","230937","6388","null","null","389023","19873","null","null",
"0500000US09005","Litchfield County, Connecticut","16944","1814","null","null","43620","2470","null","null","70556","null","3670","null","109008","null","5226","null","243730","22174","null","null","461907","81370","null","null",
"0500000US09007","Middlesex County, Connecticut","19004","2213","null","null","49490","3170","null","null","82512","null","4487","null","119857","null","5399","null","233940","22398","null","null","391602","65197","null","null",
"0500000US09009","New Haven County, Connecticut","12489","796","null","null","36580","1213","null","null","62231","null","1516","null","100699","null","2611","null","204639","6666","null","null","330309","18554","null","null",
"0500000US09011","New London County, Connecticut","14600","1545","null","null","39520","2362","null","null","65800","null","2673","null","101579","null","3510","null","202591","13061","null","null","338444","43392","null","null",
"0500000US09013","Tolland County, Connecticut","17778","2719","null","null","49084","3825","null","null","82240","null","4491","null","121461","null","5550","null","240728","24352","null","null","413540","75946","null","null",
"0500000US09015","Windham County, Connecticut","15879","1962","null","null","42932","3527","null","null","64436","null","3634","null","95711","null","5703","null","164789","12505","null","null","245153","35138","null","null",
"0500000US10001","Kent County, Delaware","13937","1740","null","null","33403","2340","null","null","56249","null","3271","null","83153","null","3725","null","168933","19346","null","null","291985","62910","null","null",
"0500000US10003","New Castle County, Delaware","15166","1082","null","null","39828","1527","null","null","66600","null","2101","null","100486","null","2768","null","213073","9757","null","null","372909","34177","null","null",
"0500000US10005","Sussex County, Delaware","15161","1605","null","null","36213","1976","null","null","55428","null","2772","null","83726","null","3466","null","182152","24157","null","null","332542","85296","null","null",
"0500000US11001","District of Columbia, District of Columbia","11486","990","null","null","39076","1700","null","null","75204","null","2419","null","126677","null","3435","null","320559","21645","null","null","600317","74328","null","null",
"0500000US12001","Alachua County, Florida","7721","1262","null","null","25435","1688","null","null","47672","null","2976","null","80896","null","3851","null","180415","12662","null","null","296784","38840","null","null",
"0500000US12005","Bay County, Florida","10718","1649","null","null","29418","2552","null","null","48998","null","3005","null","77042","null","4050","null","149795","13218","null","null","257140","39221","null","null",
"0500000US12009","Brevard County, Florida","13384","965","null","null","32166","1315","null","null","51015","null","1743","null","76462","null","2186","null","165412","10122","null","null","294917","34259","null","null",
"0500000US12011","Broward County, Florida","12807","615","null","null","32441","886","null","null","53837","null","1003","null","84635","null","1490","null","195574","5539","null","null","357965","17642","null","null",
"0500000US12015","Charlotte County, Florida","12681","1183","null","null","28113","1917","null","null","44735","null","2720","null","69122","null","3784","null","156187","17435","null","null","298521","61318","null","null",
"0500000US12017","Citrus County, Florida","10512","1273","null","null","23921","2277","null","null","39608","null","3032","null","61066","null","5289","null","136809","20585","null","null","252072","71134","null","null",
"0500000US12019","Clay County, Florida","14442","1994","null","null","37877","3474","null","null","58612","null","3175","null","84524","null","5140","null","158203","12931","null","null","249792","37734","null","null",
"0500000US12021","Collier County, Florida","17094","1307","null","null","39718","1938","null","null","62920","null","2656","null","99285","null","4313","null","290149","25708","null","null","615028","80774","null","null",
"0500000US12023","Columbia County, Florida","11662","2455","null","null","28229","3698","null","null","47503","null","6187","null","73879","null","6483","null","138384","17326","null","null","226384","57706","null","null",
"0500000US12031","Duval County, Florida","11027","795","null","null","30816","952","null","null","49410","null","1269","null","77109","null","1617","null","176988","9079","null","null","327598","32374","null","null",
"0500000US12033","Escambia County, Florida","13919","987","null","null","30729","1340","null","null","45865","null","1757","null","69447","null","2942","null","141400","9719","null","null","234463","32181","null","null",
