"GEO_ID","NAME","B19083_001E","B19083_001M","B19083_001MA","B19083_001EA",
"Geography","Geographic Area Name","Estimate!!Gini Index","Margin of Error!!Gini Index","Annotation of Margin of Error!!Gini Index","Annotation of Estimate!!Gini Index",
"0500000US26159","Van Buren County, Michigan","0.4613","0.0387","null","null",
"0500000US26161","Washtenaw County, Michigan","0.4731","0.0124","null","null",
"0500000US26163","Wayne County, Michigan","0.5025","0.0065","null","null",
"0500000US27003","Anoka County, Minnesota","0.3936","0.0144","null","null",
"0500000US27013","Blue Earth County, Minnesota","0.4464","0.0272","null","null",
"0500000US27019","Carver County, Minnesota","0.4309","0.0238","null","null",
"0500000US27037","Dakota County, Minnesota","0.4042","0.0140","null","null",
"0500000US27053","Hennepin County, Minnesota","0.4838","0.0079","null","null",
"0500000US27109","Olmsted County, Minnesota","0.4613","0.0191","null","null",
"0500000US27123","Ramsey County, Minnesota","0.4539","0.0116","null","null",
"0500000US27131","Rice County, Minnesota","0.4358","0.0368","null","null",
"0500000US27137","St. Louis County, Minnesota","0.4490","0.0171","null","null",
"0500000US27139","Scott County, Minnesota","0.4026","0.0218","null","null",
"0500000US27141","Sherburne County, Minnesota","0.3686","0.0266","null","null",
"0500000US27145","Stearns County, Minnesota","0.4293","0.0267","null","null",
"0500000US27163","Washington County, Minnesota","0.4240","0.0184","null","null",
"0500000US27171","Wright County, Minnesota","0.3781","0.0192","null","null",
"0500000US28033","DeSoto County, Mississippi","0.4146","0.0207","null","null",
"0500000US28035","Forrest County, Mississippi","0.4756","0.0347","null","null",
"0500000US28047","Harrison County, Mississippi","0.4460","0.0194","null","null",
"0500000US28049","Hinds County, Mississippi","0.4808","0.0194","null","null",
"0500000US28059","Jackson County, Mississippi","0.4679","0.0286","null","null",
"0500000US28067","Jones County, Mississippi","0.5420","0.0479","null","null",
"0500000US28075","Lauderdale County, Mississippi","0.4918","0.0415","null","null",
"0500000US28081","Lee County, Mississippi","0.4633","0.0310","null","null",
"0500000US28089","Madison County, Mississippi","0.4564","0.0343","null","null",
"0500000US28121","Rankin County, Mississippi","0.4171","0.0240","null","null",
"0500000US29019","Boone County, Missouri","0.4789","0.0223","null","null",
"0500000US29021","Buchanan County, Missouri","0.4088","0.0275","null","null",
"0500000US29031","Cape Girardeau County, Missouri","0.4947","0.0601","null","null",
"0500000US29037","Cass County, Missouri","0.3988","0.0212","null","null",
"0500000US29043","Christian County, Missouri","0.3917","0.0280","null","null",
"0500000US29047","Clay County, Missouri","0.4003","0.0177","null","null",
"0500000US29051","Cole County, Missouri","0.3943","0.0290","null","null",
"0500000US29071","Franklin County, Missouri","0.4411","0.0321","null","null",
"0500000US29077","Greene County, Missouri","0.4429","0.0165","null","null",
"0500000US29095","Jackson County, Missouri","0.4740","0.0156","null","null",
"0500000US29097","Jasper County, Missouri","0.4287","0.0316","null","null",
"0500000US29099","Jefferson County, Missouri","0.3931","0.0173","null","null",
"0500000US29165","Platte County, Missouri","0.4204","0.0296","null","null",
"0500000US29183","St. Charles County, Missouri","0.4012","0.0170","null","null",
"0500000US29187","St. Francois County, Missouri","0.3969","0.0261","null","null",
"0500000US29189","St. Louis County, Missouri","0.4886","0.0100","null","null",
"0500000US29510","St. Louis city, Missouri","0.5099","0.0172","null","null",
"0500000US30013","Cascade County, Montana","0.5014","0.0468","null","null",
"0500000US30029","Flathead County, Montana","0.4910","0.0319","null","null",
"0500000US30031","Gallatin County, Montana","0.4626","0.0199","null","null",
"0500000US30049","Lewis and Clark County, Montana","0.3944","0.0297","null","null",
"0500000US30063","Missoula County, Montana","0.4678","0.0251","null","null",
"0500000US30111","Yellowstone County, Montana","0.4405","0.0247","null","null",
"0500000US31055","Douglas County, Nebraska","0.4790","0.0124","null","null",
"0500000US31109","Lancaster County, Nebraska","0.4442","0.0154","null","null",
"0500000US31153","Sarpy County, Nebraska","0.3724","0.0123","null","null",
"0500000US32003","Clark County, Nevada","0.4604","0.0077","null","null",
"0500000US32031","Washoe County, Nevada","0.4513","0.0148","null","null",
"0500000US33005","Cheshire County, New Hampshire","0.4408","0.0299","null","null",
"0500000US33009","Grafton County, New Hampshire","0.4976","0.0240","null","null",
"0500000US33011","Hillsborough County, New Hampshire","0.4277","0.0134","null","null",
"0500000US33013","Merrimack County, New Hampshire","0.4256","0.0220","null","null",
"0500000US33015","Rockingham County, New Hampshire","0.4053","0.0216","null","null",
"0500000US33017","Strafford County, New Hampshire","0.4320","0.0281","null","null",
"0500000US34001","Atlantic County, New Jersey","0.4720","0.0167","null","null",
"0500000US34003","Bergen County, New Jersey","0.4812","0.0093","null","null",
"0500000US34005","Burlington County, New Jersey","0.4348","0.0117","null","null",
"0500000US34007","Camden County, New Jersey","0.4590","0.0134","null","null",
"0500000US34009","Cape May County, New Jersey","0.4674","0.0261","null","null",
"0500000US34011","Cumberland County, New Jersey","0.4286","0.0202","null","null",
"0500000US34013","Essex County, New Jersey","0.5621","0.0106","null","null",
"0500000US34015","Gloucester County, New Jersey","0.4231","0.0224","null","null",
"0500000US34017","Hudson County, New Jersey","0.5060","0.0118","null","null",
"0500000US34019","Hunterdon County, New Jersey","0.4331","0.0225","null","null",
"0500000US34021","Mercer County, New Jersey","0.4858","0.0140","null","null",
"0500000US34023","Middlesex County, New Jersey","0.4387","0.0097","null","null",
"0500000US34025","Monmouth County, New Jersey","0.4818","0.0138","null","null",
"0500000US34027","Morris County, New Jersey","0.4614","0.0137","null","null",
"0500000US34029","Ocean County, New Jersey","0.4491","0.0135","null","null",
"0500000US34031","Passaic County, New Jersey","0.4792","0.0117","null","null",
"0500000US34033","Salem County, New Jersey","0.4551","0.0774","null","null",
"0500000US34035","Somerset County, New Jersey","0.4549","0.0150","null","null",
"0500000US34037","Sussex County, New Jersey","0.4331","0.0277","null","null",
"0500000US34039","Union County, New Jersey","0.4931","0.0118","null","null",
"0500000US34041","Warren County, New Jersey","0.4261","0.0237","null","null",
"0500000US35001","Bernalillo County, New Mexico","0.4811","0.0140","null","null",
"0500000US35005","Chaves County, New Mexico","0.4506","0.0280","null","null",
"0500000US35013","Doña Ana County, New Mexico","0.4795","0.0302","null","null",
"0500000US35025","Lea County, New Mexico","0.4317","0.0312","null","null",
"0500000US35031","McKinley County, New Mexico","0.5309","0.0405","null","null",
"0500000US35035","Otero County, New Mexico","0.4400","0.0266","null","null",
"0500000US35043","Sandoval County, New Mexico","0.4125","0.0289","null","null",
"0500000US35045","San Juan County, New Mexico","0.4571","0.0276","null","null",
"0500000US35049","Santa Fe County, New Mexico","0.4865","0.0210","null","null",
"0500000US35061","Valencia County, New Mexico","0.4343","0.0269","null","null",
"0500000US36001","Albany County, New York","0.4784","0.0201","null","null",
"0500000US36005","Bronx County, New York","0.5100","0.0098","null","null",
"0500000US36007","Broome County, New York","0.4556","0.0175","null","null",
"0500000US36009","Cattaraugus County, New York","0.4134","0.0145","null","null",
"0500000US36011","Cayuga County, New York","0.4106","0.0213","null","null",
"0500000US36013","Chautauqua County, New York","0.4376","0.0196","null","null",
"0500000US36015","Chemung County, New York","0.4248","0.0287","null","null",
"0500000US36019","Clinton County, New York","0.4100","0.0192","null","null",
"0500000US36027","Dutchess County, New York","0.4388","0.0193","null","null",
"0500000US36029","Erie County, New York","0.4619","0.0087","null","null",
"0500000US36045","Jefferson County, New York","0.4071","0.0187","null","null",
"0500000US36047","Kings County, New York","0.5277","0.0064","null","null",
"0500000US36051","Livingston County, New York","0.4199","0.0305","null","null",
"0500000US36053","Madison County, New York","0.4061","0.0254","null","null",
"0500000US36055","Monroe County, New York","0.4571","0.0105","null","null",
"0500000US36059","Nassau County, New York","0.4538","0.0073","null","null",
"0500000US36061","New York County, New York","0.6011","0.0097","null","null",
"0500000US36063","Niagara County, New York","0.4560","0.0203","null","null",
"0500000US36065","Oneida County, New York","0.4803","0.0287","null","null",
"0500000US36067","Onondaga County, New York","0.4567","0.0126","null","null",
"0500000US36069","Ontario County, New York","0.4756","0.0488","null","null",
"0500000US36071","Orange County, New York","0.4354","0.0176","null","null",
"0500000US36075","Oswego County, New York","0.4133","0.0200","null","null",
"0500000US36079","Putnam County, New York","0.4006","0.0241","null","null",
"0500000US36081","Queens County, New York","0.4514","0.0058","null","null",
"0500000US36083","Rensselaer County, New York","0.4502","0.0246","null","null",
"0500000US36085","Richmond County, New York","0.4545","0.0149","null","null",
"0500000US36087","Rockland County, New York","0.4559","0.0151","null","null",
"0500000US36089","St. Lawrence County, New York","0.4445","0.0226","null","null",
"0500000US36091","Saratoga County, New York","0.3818","0.0155","null","null",
"0500000US36093","Schenectady County, New York","0.4342","0.0248","null","null",
"0500000US36101","Steuben County, New York","0.4774","0.0314","null","null",
"0500000US36103","Suffolk County, New York","0.4458","0.0084","null","null",
"0500000US36105","Sullivan County, New York","0.4771","0.0386","null","null",
"0500000US36109","Tompkins County, New York","0.4822","0.0253","null","null",
"0500000US36111","Ulster County, New York","0.4467","0.0225","null","null",
"0500000US36113","Warren County, New York","0.4596","0.0348","null","null",
"0500000US36117","Wayne County, New York","0.4258","0.0261","null","null",
"0500000US36119","Westchester County, New York","0.5508","0.0111","null","null",
"0500000US37001","Alamance County, North Carolina","0.4703","0.0369","null","null",
"0500000US37019","Brunswick County, North Carolina","0.4697","0.0205","null","null",
"0500000US37021","Buncombe County, North Carolina","0.4641","0.0308","null","null",
"0500000US37023","Burke County, North Carolina","0.4403","0.0310","null","null",
"0500000US37025","Cabarrus County, North Carolina","0.4414","0.0231","null","null",
"0500000US37027","Caldwell County, North Carolina","0.4353","0.0468","null","null",
"0500000US37031","Carteret County, North Carolina","0.4809","0.0299","null","null",
"0500000US37035","Catawba County, North Carolina","0.4786","0.0274","null","null",
"0500000US37037","Chatham County, North Carolina","0.4869","0.0381","null","null",
"0500000US37045","Cleveland County, North Carolina","0.4745","0.0359","null","null",
"0500000US37049","Craven County, North Carolina","0.4282","0.0261","null","null",
"0500000US37051","Cumberland County, North Carolina","0.4565","0.0187","null","null",
"0500000US37057","Davidson County, North Carolina","0.4485","0.0496","null","null",
"0500000US37063","Durham County, North Carolina","0.4701","0.0192","null","null",
"0500000US37067","Forsyth County, North Carolina","0.4957","0.0209","null","null",
"0500000US37071","Gaston County, North Carolina","0.4665","0.0197","null","null",
"0500000US37081","Guilford County, North Carolina","0.4931","0.0177","null","null",
"0500000US37085","Harnett County, North Carolina","0.4156","0.0221","null","null",
"0500000US37089","Henderson County, North Carolina","0.4510","0.0221","null","null",
"0500000US37097","Iredell County, North Carolina","0.4714","0.0246","null","null",
"0500000US37101","Johnston County, North Carolina","0.3989","0.0298","null","null",
"0500000US37109","Lincoln County, North Carolina","0.4831","0.0376","null","null",
"0500000US37119","Mecklenburg County, North Carolina","0.4891","0.0085","null","null",
"0500000US37125","Moore County, North Carolina","0.4578","0.0261","null","null",
"0500000US37127","Nash County, North Carolina","0.4752","0.0290","null","null",
"0500000US37129","New Hanover County, North Carolina","0.4793","0.0156","null","null",
"0500000US37133","Onslow County, North Carolina","0.4135","0.0297","null","null",
"0500000US37135","Orange County, North Carolina","0.5169","0.0213","null","null",
"0500000US37147","Pitt County, North Carolina","0.5017","0.0265","null","null",
"0500000US37151","Randolph County, North Carolina","0.4147","0.0182","null","null",
"0500000US37155","Robeson County, North Carolina","0.4872","0.0254","null","null",
"0500000US37157","Rockingham County, North Carolina","0.4507","0.0256","null","null",
"0500000US37159","Rowan County, North Carolina","0.4361","0.0282","null","null",
"0500000US37161","Rutherford County, North Carolina","0.4449","0.0307","null","null",
"0500000US37171","Surry County, North Carolina","0.4700","0.0254","null","null",
"0500000US37179","Union County, North Carolina","0.4500","0.0193","null","null",
"0500000US37183","Wake County, North Carolina","0.4453","0.0076","null","null",
"0500000US37191","Wayne County, North Carolina","0.4448","0.0274","null","null",
"0500000US37193","Wilkes County, North Carolina","0.4483","0.0405","null","null",
"0500000US37195","Wilson County, North Carolina","0.4632","0.0398","null","null",
"0500000US38015","Burleigh County, North Dakota","0.4518","0.0291","null","null",
"0500000US38017","Cass County, North Dakota","0.4686","0.0267","null","null",
"0500000US38035","Grand Forks County, North Dakota","0.5038","0.0569","null","null",
"0500000US38101","Ward County, North Dakota","0.3934","0.0191","null","null",
"0500000US39003","Allen County, Ohio","0.4420","0.0455","null","null",
"0500000US39007","Ashtabula County, Ohio","0.4153","0.0216","null","null",
"0500000US39009","Athens County, Ohio","0.5456","0.0615","null","null",
"0500000US39013","Belmont County, Ohio","0.4587","0.0404","null","null",
"0500000US39017","Butler County, Ohio","0.4423","0.0120","null","null",
"0500000US39023","Clark County, Ohio","0.4293","0.0210","null","null",
"0500000US39025","Clermont County, Ohio","0.4260","0.0186","null","null",
"0500000US39029","Columbiana County, Ohio","0.4515","0.0337","null","null",
"0500000US39035","Cuyahoga County, Ohio","0.5019","0.0077","null","null",
"0500000US39041","Delaware County, Ohio","0.4356","0.0218","null","null",
"0500000US39043","Erie County, Ohio","0.4745","0.0426","null","null",
"0500000US39045","Fairfield County, Ohio","0.4126","0.0154","null","null",
"0500000US39049","Franklin County, Ohio","0.4759","0.0108","null","null",
"0500000US39055","Geauga County, Ohio","0.4962","0.0397","null","null",
"0500000US39057","Greene County, Ohio","0.4373","0.0203","null","null",
"0500000US39061","Hamilton County, Ohio","0.4995","0.0105","null","null",
"0500000US39063","Hancock County, Ohio","0.4058","0.0278","null","null",
"0500000US39081","Jefferson County, Ohio","0.4432","0.0241","null","null",
"0500000US39085","Lake County, Ohio","0.4054","0.0158","null","null",
"0500000US39089","Licking County, Ohio","0.4098","0.0226","null","null",
"0500000US39093","Lorain County, Ohio","0.4367","0.0170","null","null",
"0500000US39095","Lucas County, Ohio","0.4821","0.0166","null","null",
"0500000US39099","Mahoning County, Ohio","0.4790","0.0234","null","null",
"0500000US39101","Marion County, Ohio","0.4302","0.0226","null","null",
"0500000US39103","Medina County, Ohio","0.4199","0.0181","null","null",
"0500000US39109","Miami County, Ohio","0.4633","0.0311","null","null",
"0500000US39113","Montgomery County, Ohio","0.4581","0.0132","null","null",
"0500000US39119","Muskingum County, Ohio","0.4376","0.0271","null","null",
"0500000US39133","Portage County, Ohio","0.4301","0.0173","null","null",
"0500000US39139","Richland County, Ohio","0.4167","0.0351","null","null",
"0500000US39141","Ross County, Ohio","0.4260","0.0302","null","null",
"0500000US39145","Scioto County, Ohio","0.4749","0.0235","null","null",
"0500000US39151","Stark County, Ohio","0.4537","0.0167","null","null",
"0500000US39153","Summit County, Ohio","0.4766","0.0129","null","null",
"0500000US39155","Trumbull County, Ohio","0.4464","0.0219","null","null",
"0500000US39157","Tuscarawas County, Ohio","0.4308","0.0297","null","null",
"0500000US39165","Warren County, Ohio","0.4175","0.0191","null","null",
"0500000US39169","Wayne County, Ohio","0.4190","0.0295","null","null",
"0500000US39173","Wood County, Ohio","0.4496","0.0293","null","null",
"0500000US40017","Canadian County, Oklahoma","0.4244","0.0222","null","null",
"0500000US40027","Cleveland County, Oklahoma","0.4241","0.0185","null","null",
"0500000US40031","Comanche County, Oklahoma","0.4530","0.0250","null","null",
"0500000US40037","Creek County, Oklahoma","0.4592","0.0440","null","null",
"0500000US40101","Muskogee County, Oklahoma","0.4937","0.0494","null","null",
"0500000US40109","Oklahoma County, Oklahoma","0.4919","0.0118","null","null",
"0500000US40119","Payne County, Oklahoma","0.5120","0.0299","null","null",
"0500000US40125","Pottawatomie County, Oklahoma","0.4666","0.0346","null","null",
"0500000US40131","Rogers County, Oklahoma","0.4311","0.0264","null","null",
"0500000US40143","Tulsa County, Oklahoma","0.4874","0.0100","null","null",
"0500000US40145","Wagoner County, Oklahoma","0.4086","0.0199","null","null",
"0500000US41003","Benton County, Oregon","0.4872","0.0338","null","null",
"0500000US41005","Clackamas County, Oregon","0.4466","0.0146","null","null",
"0500000US41017","Deschutes County, Oregon","0.4703","0.0350","null","null",
"0500000US41019","Douglas County, Oregon","0.4608","0.0363","null","null",
"0500000US41029","Jackson County, Oregon","0.4647","0.0235","null","null",
"0500000US41033","Josephine County, Oregon","0.4262","0.0271","null","null",
"0500000US41035","Klamath County, Oregon","0.4351","0.0330","null","null",
"0500000US41039","Lane County, Oregon","0.4618","0.0165","null","null",
"0500000US41043","Linn County, Oregon","0.4270","0.0240","null","null",
"0500000US41047","Marion County, Oregon","0.4330","0.0162","null","null",
"0500000US41051","Multnomah County, Oregon","0.4746","0.0118","null","null",
"0500000US41053","Polk County, Oregon","0.4046","0.0263","null","null",
"0500000US41059","Umatilla County, Oregon","0.4461","0.0443","null","null",
"0500000US41067","Washington County, Oregon","0.4354","0.0121","null","null",
"0500000US41071","Yamhill County, Oregon","0.4586","0.0382","null","null",
"0500000US42001","Adams County, Pennsylvania","0.3874","0.0194","null","null",
"0500000US42003","Allegheny County, Pennsylvania","0.4895","0.0071","null","null",
"0500000US42005","Armstrong County, Pennsylvania","0.4154","0.0195","null","null",
"0500000US42007","Beaver County, Pennsylvania","0.4308","0.0232","null","null",
"0500000US42011","Berks County, Pennsylvania","0.4512","0.0191","null","null",
"0500000US42013","Blair County, Pennsylvania","0.4450","0.0237","null","null",
"0500000US42017","Bucks County, Pennsylvania","0.4511","0.0115","null","null",
"0500000US42019","Butler County, Pennsylvania","0.4147","0.0170","null","null",
"0500000US42021","Cambria County, Pennsylvania","0.4342","0.0195","null","null",
"0500000US42025","Carbon County, Pennsylvania","0.3946","0.0312","null","null",
"0500000US42027","Centre County, Pennsylvania","0.4540","0.0213","null","null",
"0500000US42029","Chester County, Pennsylvania","0.4489","0.0120","null","null",
"0500000US42033","Clearfield County, Pennsylvania","0.4241","0.0220","null","null",
"0500000US42037","Columbia County, Pennsylvania","0.4612","0.0281","null","null",
"0500000US42039","Crawford County, Pennsylvania","0.4230","0.0237","null","null",
"0500000US42041","Cumberland County, Pennsylvania","0.4159","0.0166","null","null",
"0500000US42043","Dauphin County, Pennsylvania","0.4258","0.0142","null","null",
"0500000US42045","Delaware County, Pennsylvania","0.4677","0.0116","null","null",
"0500000US42049","Erie County, Pennsylvania","0.4603","0.0186","null","null",
"0500000US42051","Fayette County, Pennsylvania","0.4856","0.0207","null","null",
"0500000US42055","Franklin County, Pennsylvania","0.3993","0.0218","null","null",
"0500000US42063","Indiana County, Pennsylvania","0.4508","0.0290","null","null",
"0500000US42069","Lackawanna County, Pennsylvania","0.4713","0.0142","null","null",
"0500000US42071","Lancaster County, Pennsylvania","0.4267","0.0128","null","null",
"0500000US42073","Lawrence County, Pennsylvania","0.4809","0.0275","null","null",
"0500000US42075","Lebanon County, Pennsylvania","0.4113","0.0176","null","null",
"0500000US42077","Lehigh County, Pennsylvania","0.4541","0.0170","null","null",
"0500000US42079","Luzerne County, Pennsylvania","0.4430","0.0143","null","null",
"0500000US42081","Lycoming County, Pennsylvania","0.4330","0.0197","null","null",
"0500000US42085","Mercer County, Pennsylvania","0.4266","0.0245","null","null",
"0500000US42089","Monroe County, Pennsylvania","0.3974","0.0188","null","null",
"0500000US42091","Montgomery County, Pennsylvania","0.4683","0.0093","null","null",
"0500000US42095","Northampton County, Pennsylvania","0.4213","0.0161","null","null",
"0500000US42097","Northumberland County, Pennsylvania","0.4433","0.0345","null","null",
"0500000US42101","Philadelphia County, Pennsylvania","0.5049","0.0088","null","null",
"0500000US42107","Schuylkill County, Pennsylvania","0.4396","0.0220","null","null",
"0500000US42111","Somerset County, Pennsylvania","0.4353","0.0280","null","null",
"0500000US42125","Washington County, Pennsylvania","0.4523","0.0183","null","null",
"0500000US42129","Westmoreland County, Pennsylvania","0.4612","0.0179","null","null",
"0500000US42133","York County, Pennsylvania","0.4103","0.0168","null","null",
"0500000US44003","Kent County, Rhode Island","0.4258","0.0213","null","null",
"0500000US44005","Newport County, Rhode Island","0.4963","0.0393","null","null",
"0500000US44007","Providence County, Rhode Island","0.4854","0.0130","null","null",
"0500000US44009","Washington County, Rhode Island","0.4321","0.0187","null","null",
"0500000US45003","Aiken County, South Carolina","0.4735","0.0302","null","null",
"0500000US45007","Anderson County, South Carolina","0.4360","0.0163","null","null",
"0500000US45013","Beaufort County, South Carolina","0.4887","0.0349","null","null",
"0500000US45015","Berkeley County, South Carolina","0.4179","0.0189","null","null",
"0500000US45019","Charleston County, South Carolina","0.4931","0.0192","null","null",
"0500000US45031","Darlington County, South Carolina","0.5087","0.0446","null","null",
"0500000US45035","Dorchester County, South Carolina","0.4608","0.0383","null","null",
"0500000US45041","Florence County, South Carolina","0.4858","0.0298","null","null",
"0500000US45045","Greenville County, South Carolina","0.4608","0.0133","null","null",
"0500000US45047","Greenwood County, South Carolina","0.4605","0.0389","null","null",
"0500000US45051","Horry County, South Carolina","0.4435","0.0186","null","null",
"0500000US45057","Lancaster County, South Carolina","0.4205","0.0280","null","null",
"0500000US45059","Laurens County, South Carolina","0.4194","0.0254","null","null",
"0500000US45063","Lexington County, South Carolina","0.4390","0.0164","null","null",
"0500000US45073","Oconee County, South Carolina","0.5241","0.0518","null","null",
"0500000US45075","Orangeburg County, South Carolina","0.4638","0.0294","null","null",
"0500000US45077","Pickens County, South Carolina","0.4528","0.0228","null","null",
"0500000US45079","Richland County, South Carolina","0.4661","0.0131","null","null",
"0500000US45083","Spartanburg County, South Carolina","0.4435","0.0170","null","null",
"0500000US45085","Sumter County, South Carolina","0.4048","0.0229","null","null",
"0500000US45091","York County, South Carolina","0.4586","0.0215","null","null",
"0500000US46099","Minnehaha County, South Dakota","0.4232","0.0164","null","null",
"0500000US46103","Pennington County, South Dakota","0.4459","0.0284","null","null",
"0500000US47001","Anderson County, Tennessee","0.5120","0.0648","null","null",
"0500000US47009","Blount County, Tennessee","0.4790","0.0425","null","null",
"0500000US47011","Bradley County, Tennessee","0.5281","0.0564","null","null",
"0500000US47037","Davidson County, Tennessee","0.4870","0.0125","null","null",
"0500000US47059","Greene County, Tennessee","0.4942","0.0520","null","null",
"0500000US47065","Hamilton County, Tennessee","0.4720","0.0161","null","null",
"0500000US47093","Knox County, Tennessee","0.4701","0.0129","null","null",
"0500000US47113","Madison County, Tennessee","0.4724","0.0426","null","null",
"0500000US47119","Maury County, Tennessee","0.4762","0.0808","null","null",
"0500000US47125","Montgomery County, Tennessee","0.3967","0.0159","null","null",
"0500000US47141","Putnam County, Tennessee","0.4994","0.0399","null","null",
"0500000US47147","Robertson County, Tennessee","0.3939","0.0303","null","null",
"0500000US47149","Rutherford County, Tennessee","0.4055","0.0195","null","null",
"0500000US47155","Sevier County, Tennessee","0.4390","0.0462","null","null",
"0500000US47157","Shelby County, Tennessee","0.5039","0.0117","null","null",
"0500000US47163","Sullivan County, Tennessee","0.4743","0.0228","null","null",
"0500000US47165","Sumner County, Tennessee","0.4291","0.0261","null","null",
"0500000US47179","Washington County, Tennessee","0.5012","0.0361","null","null",
"0500000US47187","Williamson County, Tennessee","0.4480","0.0208","null","null",
"0500000US47189","Wilson County, Tennessee","0.4222","0.0294","null","null",
"0500000US48005","Angelina County, Texas","0.4484","0.0400","null","null",
"0500000US48021","Bastrop County, Texas","0.4822","0.0925","null","null",
"0500000US48027","Bell County, Texas","0.4673","0.0297","null","null",
"0500000US48029","Bexar County, Texas","0.4656","0.0081","null","null",
"0500000US48037","Bowie County, Texas","0.5003","0.0512","null","null",
"0500000US48039","Brazoria County, Texas","0.4409","0.0188","null","null",
"0500000US48041","Brazos County, Texas","0.5091","0.0180","null","null",
"0500000US48061","Cameron County, Texas","0.4947","0.0173","null","null",
"0500000US48085","Collin County, Texas","0.4286","0.0095","null","null",
"0500000US48091","Comal County, Texas","0.4242","0.0224","null","null",
"0500000US48099","Coryell County, Texas","0.4547","0.0587","null","null",
"0500000US48113","Dallas County, Texas","0.5065","0.0079","null","null",
"0500000US48121","Denton County, Texas","0.4345","0.0093","null","null",
"0500000US48135","Ector County, Texas","0.4362","0.0260","null","null",
"0500000US48139","Ellis County, Texas","0.4167","0.0267","null","null",
"0500000US48141","El Paso County, Texas","0.4405","0.0130","null","null",
"0500000US48157","Fort Bend County, Texas","0.4255","0.0149","null","null",
"0500000US48167","Galveston County, Texas","0.4760","0.0202","null","null",
"0500000US48181","Grayson County, Texas","0.4630","0.0260","null","null",
"0500000US48183","Gregg County, Texas","0.4370","0.0271","null","null",
"0500000US48187","Guadalupe County, Texas","0.3967","0.0184","null","null",
"0500000US48201","Harris County, Texas","0.4983","0.0048","null","null",
"0500000US48203","Harrison County, Texas","0.5097","0.0883","null","null",
"0500000US48209","Hays County, Texas","0.4497","0.0241","null","null",
"0500000US48213","Henderson County, Texas","0.4464","0.0342","null","null",
"0500000US48215","Hidalgo County, Texas","0.4928","0.0137","null","null",
"0500000US48231","Hunt County, Texas","0.4281","0.0216","null","null",
"0500000US48245","Jefferson County, Texas","0.4679","0.0221","null","null",
"0500000US48251","Johnson County, Texas","0.4433","0.0319","null","null",
"0500000US48257","Kaufman County, Texas","0.4293","0.0206","null","null",
"0500000US48291","Liberty County, Texas","0.4375","0.0472","null","null",
"0500000US48303","Lubbock County, Texas","0.4613","0.0169","null","null",
"0500000US48309","McLennan County, Texas","0.4752","0.0230","null","null",
"0500000US48329","Midland County, Texas","0.4600","0.0306","null","null",
"0500000US48339","Montgomery County, Texas","0.4817","0.0177","null","null",
"0500000US48347","Nacogdoches County, Texas","0.5236","0.0355","null","null",
"0500000US48355","Nueces County, Texas","0.4732","0.0210","null","null",
"0500000US48361","Orange County, Texas","0.4348","0.0245","null","null",
"0500000US48367","Parker County, Texas","0.4602","0.0339","null","null",
"0500000US48375","Potter County, Texas","0.4813","0.0374","null","null",
"0500000US48381","Randall County, Texas","0.4145","0.0254","null","null",
"0500000US48397","Rockwall County, Texas","0.4338","0.0353","null","null",
"0500000US48409","San Patricio County, Texas","0.4539","0.0400","null","null",
"0500000US48423","Smith County, Texas","0.4819","0.0260","null","null",
"0500000US48439","Tarrant County, Texas","0.4680","0.0073","null","null",
"0500000US48441","Taylor County, Texas","0.4616","0.0297","null","null",
"0500000US48451","Tom Green County, Texas","0.4764","0.0306","null","null",
"0500000US48453","Travis County, Texas","0.4937","0.0096","null","null",
"0500000US48469","Victoria County, Texas","0.4303","0.0239","null","null",
"0500000US48471","Walker County, Texas","0.4561","0.0399","null","null",
"0500000US48479","Webb County, Texas","0.4958","0.0279","null","null",
"0500000US48485","Wichita County, Texas","0.4489","0.0241","null","null",
"0500000US48491","Williamson County, Texas","0.3889","0.0114","null","null",
"0500000US49005","Cache County, Utah","0.4270","0.0208","null","null",
"0500000US49011","Davis County, Utah","0.3802","0.0140","null","null",
"0500000US49035","Salt Lake County, Utah","0.4302","0.0093","null","null",
"0500000US49049","Utah County, Utah","0.4207","0.0136","null","null",
"0500000US49053","Washington County, Utah","0.4372","0.0342","null","null",
"0500000US49057","Weber County, Utah","0.4115","0.0174","null","null",
"0500000US50007","Chittenden County, Vermont","0.4449","0.0222","null","null",
"0500000US51003","Albemarle County, Virginia","0.4771","0.0261","null","null",
"0500000US51013","Arlington County, Virginia","0.4299","0.0159","null","null",
"0500000US51015","Augusta County, Virginia","0.4142","0.0372","null","null",
"0500000US51019","Bedford County, Virginia","0.4453","0.0441","null","null",
"0500000US51041","Chesterfield County, Virginia","0.4080","0.0182","null","null",
"0500000US51059","Fairfax County, Virginia","0.4225","0.0101","null","null",
"0500000US51061","Fauquier County, Virginia","0.4155","0.0407","null","null",
"0500000US51069","Frederick County, Virginia","0.3877","0.0333","null","null",
"0500000US51085","Hanover County, Virginia","0.3999","0.0239","null","null",
"0500000US51087","Henrico County, Virginia","0.4491","0.0158","null","null",
"0500000US51095","James City County, Virginia","0.3936","0.0283","null","null",
"0500000US51107","Loudoun County, Virginia","0.3920","0.0130","null","null",
"0500000US51121","Montgomery County, Virginia","0.5082","0.0475","null","null",
"0500000US51153","Prince William County, Virginia","0.3811","0.0109","null","null",
