"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Unmarried partner","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Other nonrelatives","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"    Percent","","3,852,714","46.8%","18.3%","5.1%","1.7%","17.8%","1.2%","12.6%","3.1%","30.3%","6.7%","15.4%","6.7%","32.1%","28.1%","(X)","(X)","","10,350,583","37.2%","17.4%","1.9%","31.1%","8.8%","3.5%","","4,102,634","37.6%","48.1%","1.9%","2.6%","9.8%","4,438,138","32.1%","44.5%","2.5%","8.1%","12.8%","","134,809","36.7%","(X)","(X)","(X)","(X)","(X)","","263,343","36.2%","","5.5%","7.2%","6.4%","17.1%","95,248","65.3%","67.1%","","2,771,807","6.5%","5.1%","41.3%","21.1%","25.9%","","7,080,222","4.5%","7.6%","27.4%","20.0%","8.0%","19.9%","12.6%","87.9%","32.5%","","8,059,877","7.6%","","10,420,412","12.6%","2,501,258","4.2%","6,426,504","10.6%","1,492,650","34.9%","","10,499,808","86.0%","13.5%","6.0%","7.4%","4.7%","2.7%","0.5%","","10,617,423","89.7%","88.3%","54.4%","33.9%","1.4%","10.3%","","1,091,880","46.0%","54.0%","","1,242,977","151,097","21.5%","78.5%","1,091,880","27.7%","72.3%","","1,091,880","8.6%","31.7%","9.4%","0.2%","48.2%","1.8%","","9,977,710","85.6%","14.4%","5.4%","8.1%","3.4%","2.7%","0.6%","2.5%","1.1%","1.1%","0.3%","","10,617,423","9.7%","0.3%","0.1%","0.1%","0.5%","7.1%","1.3%","0.2%","5.9%","0.2%","0.2%","6.5%","2.1%","0.1%","0.4%","1.1%","0.2%","0.4%","1.1%","1.6%","0.0%","1.9%","0.4%","0.1%","0.1%","0.5%","1.3%","","3,852,714","92.6%","85.0%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","465,299","232,024","80,229","28,697","8,813","86,687","4,264","58,375","21,017","117,891","17,154","58,924","32,826","134,690","182,313","2.95","3.57","","1,372,954","465,299","232,660","27,994","382,308","196,621","68,072","","578,494","223,843","286,971","7,277","13,550","46,853","584,971","176,639","283,654","7,344","56,872","60,462","","18,431","5,144","30","59","12","84","48","","47,099","8,665","","1,043","2,150","2,173","3,299","8,665","4,839","6,503","","317,419","24,827","16,663","125,818","64,938","85,173","","996,668","36,278","39,700","273,421","205,964","106,096","219,979","115,230","920,690","335,209","","1,069,329","90,368","","1,358,715","161,850","300,108","10,487","793,015","62,405","265,592","88,958","","1,396,819","1,215,974","166,274","109,655","56,619","6,911","49,708","14,571","","1,415,872","1,142,860","1,094,686","740,973","353,713","48,174","273,012","","273,012","160,962","112,050","","321,186","48,174","16,421","31,753","273,012","65,470","207,542","","273,012","12,494","208,961","1,634","32,665","11,945","5,313","","1,330,537","960,028","370,509","157,785","31,284","7,103","17,473","3,378","301,793","142,045","19,959","5,259","","1,415,872","18,467","1,137","2,454","2,254","6,297","52,686","17,988","3,013","80,608","1,985","3,721","57,502","31,965","1,086","11,021","14,395","44,093","6,599","7,946","11,452","395","4,510","7,934","1,536","2,064","4,378","2,013","","465,299","432,658","409,577"
"    Percent","","465,299","49.9%","17.2%","6.2%","1.9%","18.6%","0.9%","12.5%","4.5%","25.3%","3.7%","12.7%","7.1%","28.9%","39.2%","(X)","(X)","","1,372,954","33.9%","16.9%","2.0%","27.8%","14.3%","5.0%","","578,494","38.7%","49.6%","1.3%","2.3%","8.1%","584,971","30.2%","48.5%","1.3%","9.7%","10.3%","","18,431","27.9%","(X)","(X)","(X)","(X)","(X)","","47,099","18.4%","","2.2%","4.6%","4.6%","7.0%","8,665","55.8%","75.0%","","317,419","7.8%","5.2%","39.6%","20.5%","26.8%","","996,668","3.6%","4.0%","27.4%","20.7%","10.6%","22.1%","11.6%","92.4%","33.6%","","1,069,329","8.5%","","1,358,715","11.9%","300,108","3.5%","793,015","7.9%","265,592","33.5%","","1,396,819","87.1%","11.9%","7.9%","4.1%","0.5%","3.6%","1.0%","","1,415,872","80.7%","77.3%","52.3%","25.0%","3.4%","19.3%","","273,012","59.0%","41.0%","","321,186","48,174","34.1%","65.9%","273,012","24.0%","76.0%","","273,012","4.6%","76.5%","0.6%","12.0%","4.4%","1.9%","","1,330,537","72.2%","27.8%","11.9%","2.4%","0.5%","1.3%","0.3%","22.7%","10.7%","1.5%","0.4%","","1,415,872","1.3%","0.1%","0.2%","0.2%","0.4%","3.7%","1.3%","0.2%","5.7%","0.1%","0.3%","4.1%","2.3%","0.1%","0.8%","1.0%","3.1%","0.5%","0.6%","0.8%","0.0%","0.3%","0.6%","0.1%","0.1%","0.3%","0.1%","","465,299","93.0%","88.0%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","655,859","357,453","144,669","38,758","12,161","115,970","8,513","78,396","24,419","143,678","24,094","83,184","41,314","210,932","197,637","2.68","3.21","","1,756,734","655,859","357,789","38,434","527,566","108,839","68,247","","708,387","215,839","383,360","6,190","17,370","85,628","708,215","168,605","384,368","8,118","53,488","93,636","","27,171","4,856","25","67","3","119","37","","30,682","10,806","","1,611","2,525","2,344","4,326","10,806","6,424","8,362","","457,955","23,531","25,700","196,693","103,810","108,221","","1,170,997","34,969","64,937","305,274","304,578","124,584","220,189","116,466","1,071,091","336,655","","1,333,222","120,919","","1,764,911","241,391","448,429","21,128","1,032,612","121,908","283,870","98,355","","1,764,327","1,478,739","279,107","151,114","127,993","49,263","78,730","6,481","","1,787,065","1,683,953","1,663,152","823,414","839,738","20,801","103,112","","103,112","44,416","58,696","","123,913","20,801","4,023","16,778","103,112","24,074","79,038","","103,112","12,096","19,894","3,965","722","60,545","5,890","","1,671,228","1,490,249","180,979","59,799","134,162","47,035","22,031","4,474","14,626","5,027","10,160","3,263","","1,787,065","97,242","4,865","5,925","33,538","30,287","262,554","40,005","8,790","272,803","3,403","3,598","146,980","55,842","2,214","55,168","19,860","8,972","7,357","17,328","58,587","820","3,243","51,362","8,906","4,405","25,238","817","","655,859","620,888","579,828"
"    Percent","","655,859","54.5%","22.1%","5.9%","1.9%","17.7%","1.3%","12.0%","3.7%","21.9%","3.7%","12.7%","6.3%","32.2%","30.1%","(X)","(X)","","1,756,734","37.3%","20.4%","2.2%","30.0%","6.2%","3.9%","","708,387","30.5%","54.1%","0.9%","2.5%","12.1%","708,215","23.8%","54.3%","1.1%","7.6%","13.2%","","27,171","17.9%","(X)","(X)","(X)","(X)","(X)","","30,682","35.2%","","5.3%","8.2%","7.6%","14.1%","10,806","59.4%","77.4%","","457,955","5.1%","5.6%","43.0%","22.7%","23.6%","","1,170,997","3.0%","5.5%","26.1%","26.0%","10.6%","18.8%","9.9%","91.5%","28.7%","","1,333,222","9.1%","","1,764,911","13.7%","448,429","4.7%","1,032,612","11.8%","283,870","34.6%","","1,764,327","83.8%","15.8%","8.6%","7.3%","2.8%","4.5%","0.4%","","1,787,065","94.2%","93.1%","46.1%","47.0%","1.2%","5.8%","","103,112","43.1%","56.9%","","123,913","20,801","19.3%","80.7%","103,112","23.3%","76.7%","","103,112","11.7%","19.3%","3.8%","0.7%","58.7%","5.7%","","1,671,228","89.2%","10.8%","3.6%","8.0%","2.8%","1.3%","0.3%","0.9%","0.3%","0.6%","0.2%","","1,787,065","5.4%","0.3%","0.3%","1.9%","1.7%","14.7%","2.2%","0.5%","15.3%","0.2%","0.2%","8.2%","3.1%","0.1%","3.1%","1.1%","0.5%","0.4%","1.0%","3.3%","0.0%","0.2%","2.9%","0.5%","0.2%","1.4%","0.0%","","655,859","94.7%","88.4%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,866,006","2,251,401","873,220","298,532","95,049","918,836","54,558","676,398","189,210","1,397,237","250,083","820,918","399,587","1,412,390","1,458,873","2.54","3.23","","12,375,014","4,866,006","2,250,808","299,017","3,753,447","829,864","375,872","","5,033,953","1,944,814","2,439,675","70,574","141,399","437,491","5,319,359","1,755,387","2,431,566","93,699","452,445","586,262","","147,037","49,626","28","49","10","82","30","","235,476","71,839","","13,448","13,525","10,186","34,680","71,839","46,737","46,444","","3,123,418","220,385","143,711","1,260,932","665,932","832,458","","8,694,694","388,348","494,289","2,255,611","1,737,416","710,058","1,886,240","1,222,732","7,812,057","3,108,972","","9,835,645","526,153","","12,488,377","1,430,367","2,810,721","101,269","7,695,978","701,035","1,981,678","628,063","","12,536,539","11,014,059","1,464,718","948,464","516,254","325,627","190,627","57,762","","12,671,821","10,905,329","10,753,210","8,542,823","2,210,387","152,119","1,766,492","","1,766,492","952,604","813,888","","1,918,611","152,119","35,027","117,092","1,766,492","359,452","1,407,040","","1,766,492","355,254","557,641","77,997","2,895","754,749","17,956","","11,929,417","9,151,331","2,778,086","1,000,420","1,620,847","597,281","652,299","210,440","362,581","152,230","142,359","40,469","","12,671,821","439,547","110,306","88,756","40,719","145,881","696,179","201,949","33,709","2,079,805","92,611","45,648","1,387,377","696,834","67,199","146,572","836,683","11,155","107,815","73,478","138,602","31,693","127,008","244,565","37,281","54,427","55,450","41,383","","4,866,006","4,487,080","4,183,116"
"    Percent","","4,866,006","46.3%","17.9%","6.1%","2.0%","18.9%","1.1%","13.9%","3.9%","28.7%","5.1%","16.9%","8.2%","29.0%","30.0%","(X)","(X)","","12,375,014","39.3%","18.2%","2.4%","30.3%","6.7%","3.0%","","5,033,953","38.6%","48.5%","1.4%","2.8%","8.7%","5,319,359","33.0%","45.7%","1.8%","8.5%","11.0%","","147,037","33.8%","(X)","(X)","(X)","(X)","(X)","","235,476","30.5%","","5.7%","5.7%","4.3%","14.7%","71,839","65.1%","64.7%","","3,123,418","7.1%","4.6%","40.4%","21.3%","26.7%","","8,694,694","4.5%","5.7%","25.9%","20.0%","8.2%","21.7%","14.1%","89.8%","35.8%","","9,835,645","5.3%","","12,488,377","11.5%","2,810,721","3.6%","7,695,978","9.1%","1,981,678","31.7%","","12,536,539","87.9%","11.7%","7.6%","4.1%","2.6%","1.5%","0.5%","","12,671,821","86.1%","84.9%","67.4%","17.4%","1.2%","13.9%","","1,766,492","53.9%","46.1%","","1,918,611","152,119","23.0%","77.0%","1,766,492","20.3%","79.7%","","1,766,492","20.1%","31.6%","4.4%","0.2%","42.7%","1.0%","","11,929,417","76.7%","23.3%","8.4%","13.6%","5.0%","5.5%","1.8%","3.0%","1.3%","1.2%","0.3%","","12,671,821","3.5%","0.9%","0.7%","0.3%","1.2%","5.5%","1.6%","0.3%","16.4%","0.7%","0.4%","10.9%","5.5%","0.5%","1.2%","6.6%","0.1%","0.9%","0.6%","1.1%","0.3%","1.0%","1.9%","0.3%","0.4%","0.4%","0.3%","","4,866,006","92.2%","86.0%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,597,765","1,221,373","449,915","186,871","66,082","491,821","36,488","363,515","99,365","697,700","130,776","425,641","201,283","764,735","760,937","2.52","3.15","","6,542,140","2,597,765","1,219,892","188,335","1,923,847","377,181","235,120","","2,654,430","949,680","1,286,503","31,329","78,701","308,217","2,780,377","822,231","1,298,618","39,697","242,941","376,890","","81,658","31,528","36","52","14","96","22","","122,694","50,699","","9,364","10,342","9,005","21,988","50,699","30,480","36,918","","1,646,376","97,833","79,674","702,166","357,591","409,112","","4,502,015","162,057","306,026","1,526,825","896,654","397,627","777,771","435,055","4,033,932","1,212,826","","5,159,958","364,594","","6,631,529","894,735","1,563,671","70,187","4,020,180","467,446","1,047,678","357,102","","6,656,971","5,735,703","894,535","496,934","397,601","246,158","151,443","26,733","","6,732,219","6,373,621","6,322,850","4,559,389","1,763,461","50,771","358,598","","358,598","150,567","208,031","","409,369","50,771","11,789","38,982","358,598","118,142","240,456","","358,598","42,441","132,485","35,378","2,153","137,693","8,448","","6,317,666","5,760,849","556,817","196,923","274,333","101,623","154,250","42,177","99,095","46,464","29,139","6,659","","6,732,219","520,944","18,058","14,858","10,831","101,788","556,864","125,140","15,241","1,308,192","20,459","33,131","674,573","170,456","9,724","36,159","203,042","6,459","17,392","52,431","117,192","17,716","61,567","49,419","37,085","9,042","40,364","7,149","","2,597,765","2,367,468","2,179,173"
"    Percent","","2,597,765","47.0%","17.3%","7.2%","2.5%","18.9%","1.4%","14.0%","3.8%","26.9%","5.0%","16.4%","7.7%","29.4%","29.3%","(X)","(X)","","6,542,140","39.7%","18.6%","2.9%","29.4%","5.8%","3.6%","","2,654,430","35.8%","48.5%","1.2%","3.0%","11.6%","2,780,377","29.6%","46.7%","1.4%","8.7%","13.6%","","81,658","38.6%","(X)","(X)","(X)","(X)","(X)","","122,694","41.3%","","7.6%","8.4%","7.3%","17.9%","50,699","60.1%","72.8%","","1,646,376","5.9%","4.8%","42.6%","21.7%","24.8%","","4,502,015","3.6%","6.8%","33.9%","19.9%","8.8%","17.3%","9.7%","89.6%","26.9%","","5,159,958","7.1%","","6,631,529","13.5%","1,563,671","4.5%","4,020,180","11.6%","1,047,678","34.1%","","6,656,971","86.2%","13.4%","7.5%","6.0%","3.7%","2.3%","0.4%","","6,732,219","94.7%","93.9%","67.7%","26.2%","0.8%","5.3%","","358,598","42.0%","58.0%","","409,369","50,771","23.2%","76.8%","358,598","32.9%","67.1%","","358,598","11.8%","36.9%","9.9%","0.6%","38.4%","2.4%","","6,317,666","91.2%","8.8%","3.1%","4.3%","1.6%","2.4%","0.7%","1.6%","0.7%","0.5%","0.1%","","6,732,219","7.7%","0.3%","0.2%","0.2%","1.5%","8.3%","1.9%","0.2%","19.4%","0.3%","0.5%","10.0%","2.5%","0.1%","0.5%","3.0%","0.1%","0.3%","0.8%","1.7%","0.3%","0.9%","0.7%","0.6%","0.1%","0.6%","0.1%","","2,597,765","91.1%","83.9%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,287,221","628,853","237,254","95,614","31,486","242,581","17,615","178,394","49,360","320,173","57,484","203,036","108,303","371,988","385,699","2.38","2.96","","3,058,461","1,287,221","628,101","96,256","837,526","117,186","92,171","","1,262,984","428,636","658,239","12,886","34,720","128,503","1,291,912","351,459","656,771","16,782","115,344","151,556","","37,815","10,485","28","54","10","99","25","","39,984","16,644","","3,227","3,985","2,503","6,929","16,644","10,856","10,947","","783,468","54,923","43,862","320,290","158,248","206,145","","2,123,004","57,894","98,587","658,822","433,870","251,578","420,199","202,054","1,966,523","622,253","","2,431,453","185,254","","3,111,914","368,548","719,962","26,587","1,860,447","176,866","531,505","165,095","","3,121,385","2,686,528","420,733","241,792","178,941","106,290","72,651","14,124","","3,155,070","2,977,301","2,955,293","2,199,342","755,951","22,008","177,769","","177,769","82,451","95,318","","199,777","22,008","6,020","15,988","177,769","60,393","117,376","","177,769","21,876","62,473","29,110","1,038","60,321","2,951","","2,964,464","2,700,183","264,281","105,975","130,407","48,329","58,712","22,919","49,065","23,688","26,097","11,039","","3,155,070","144,632","10,186","50,542","44,366","114,668","230,855","54,686","8,137","981,178","7,331","3,086","396,356","62,165","2,309","145,407","36,759","1,475","8,824","22,249","45,055","1,178","31,301","81,400","15,738","4,329","20,921","1,824","","1,287,221","1,176,030","1,080,592"
