"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Unmarried partner","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Other nonrelatives","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,100,229","481,478","166,838","49,871","17,748","204,322","11,523","150,048","44,196","364,558","86,122","183,023","88,267","343,539","348,590","2.62","3.29","","2,882,767","1,100,229","480,502","50,807","893,943","269,864","87,422","","1,142,814","429,199","523,725","27,106","36,959","125,825","1,252,297","397,909","530,336","38,094","129,100","156,858","","35,965","16,812","40","51","16","92","25","","87,772","44,986","","7,634","7,859","6,203","23,290","44,986","29,574","27,748","","754,558","52,404","38,624","323,583","155,686","184,261","","1,979,664","91,377","199,540","598,609","440,939","207,448","270,712","171,039","1,688,747","441,751","","2,263,307","153,873","","2,904,609","488,650","696,630","38,020","1,734,484","256,889","473,495","193,741","","2,943,737","2,583,691","353,162","189,981","163,181","101,498","61,683","6,884","","2,976,149","2,912,232","2,892,158","2,127,634","764,524","20,074","63,917","","63,917","28,364","35,553","","83,991","20,074","4,934","15,140","63,917","21,687","42,230","","63,917","6,334","22,098","3,091","611","30,442","1,341","","2,796,652","2,684,632","112,020","41,127","65,031","26,841","18,463","5,999","16,752","6,418","11,774","1,869","","2,976,149","303,085","8,747","1,116","1,890","13,375","199,811","65,592","6,159","145,641","3,628","1,237","190,453","46,959","311","7,488","12,303","1,822","3,989","43,807","42,946","271","20,767","7,243","503","849","10,057","2,994","","1,100,229","964,097","845,398"
"    Percent","","1,100,229","43.8%","15.2%","4.5%","1.6%","18.6%","1.0%","13.6%","4.0%","33.1%","7.8%","16.6%","8.0%","31.2%","31.7%","(X)","(X)","","2,882,767","38.2%","16.7%","1.8%","31.0%","9.4%","3.0%","","1,142,814","37.6%","45.8%","2.4%","3.2%","11.0%","1,252,297","31.8%","42.3%","3.0%","10.3%","12.5%","","35,965","46.7%","(X)","(X)","(X)","(X)","(X)","","87,772","51.3%","","8.7%","9.0%","7.1%","26.5%","44,986","65.7%","61.7%","","754,558","6.9%","5.1%","42.9%","20.6%","24.4%","","1,979,664","4.6%","10.1%","30.2%","22.3%","10.5%","13.7%","8.6%","85.3%","22.3%","","2,263,307","6.8%","","2,904,609","16.8%","696,630","5.5%","1,734,484","14.8%","473,495","40.9%","","2,943,737","87.8%","12.0%","6.5%","5.5%","3.4%","2.1%","0.2%","","2,976,149","97.9%","97.2%","71.5%","25.7%","0.7%","2.1%","","63,917","44.4%","55.6%","","83,991","20,074","24.6%","75.4%","63,917","33.9%","66.1%","","63,917","9.9%","34.6%","4.8%","1.0%","47.6%","2.1%","","2,796,652","96.0%","4.0%","1.5%","2.3%","1.0%","0.7%","0.2%","0.6%","0.2%","0.4%","0.1%","","2,976,149","10.2%","0.3%","0.0%","0.1%","0.4%","6.7%","2.2%","0.2%","4.9%","0.1%","0.0%","6.4%","1.6%","0.0%","0.3%","0.4%","0.1%","0.1%","1.5%","1.4%","0.0%","0.7%","0.2%","0.0%","0.0%","0.3%","0.1%","","1,100,229","87.6%","76.8%"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,458,337","1,160,554","420,287","164,634","55,355","457,877","36,356","336,825","91,588","675,272","115,745","406,899","205,108","706,119","745,132","2.43","3.04","","5,962,950","2,458,337","1,158,860","166,330","1,668,964","323,626","186,833","","2,424,912","820,930","1,218,471","39,430","71,804","274,277","2,574,477","712,201","1,237,518","48,659","244,351","331,748","","76,428","23,888","31","55","14","97","25","","116,123","54,515","","9,482","11,207","9,746","24,080","54,515","34,906","37,800","","1,444,801","96,538","74,263","612,650","307,608","353,742","","4,206,162","122,379","269,436","1,308,859","900,486","333,721","775,808","495,473","3,814,347","1,271,281","","4,745,151","382,548","","6,020,665","887,896","1,367,635","65,584","3,630,849","459,663","1,022,181","362,649","","6,069,697","5,200,465","846,648","462,080","384,568","232,223","152,345","22,584","","6,137,428","5,875,381","5,824,056","4,041,520","1,782,536","51,325","262,047","","262,047","134,410","127,637","","313,372","51,325","11,092","40,233","262,047","87,620","174,427","","262,047","45,332","102,736","24,250","3,707","81,516","4,506","","5,771,977","5,392,760","379,217","121,159","164,711","55,617","100,361","28,483","80,739","28,341","33,406","8,718","","6,137,428","476,918","20,966","25,548","15,108","78,108","516,551","164,214","12,675","1,296,177","13,792","12,402","736,294","189,877","5,931","47,998","97,654","4,290","27,359","66,845","100,814","3,765","54,003","51,927","23,741","8,411","43,326","13,725","","2,458,337","2,255,796","2,084,327"
"    Percent","","2,458,337","47.2%","17.1%","6.7%","2.3%","18.6%","1.5%","13.7%","3.7%","27.5%","4.7%","16.6%","8.3%","28.7%","30.3%","(X)","(X)","","5,962,950","41.2%","19.4%","2.8%","28.0%","5.4%","3.1%","","2,424,912","33.9%","50.2%","1.6%","3.0%","11.3%","2,574,477","27.7%","48.1%","1.9%","9.5%","12.9%","","76,428","31.3%","(X)","(X)","(X)","(X)","(X)","","116,123","46.9%","","8.2%","9.7%","8.4%","20.7%","54,515","64.0%","69.3%","","1,444,801","6.7%","5.1%","42.4%","21.3%","24.5%","","4,206,162","2.9%","6.4%","31.1%","21.4%","7.9%","18.4%","11.8%","90.7%","30.2%","","4,745,151","8.1%","","6,020,665","14.7%","1,367,635","4.8%","3,630,849","12.7%","1,022,181","35.5%","","6,069,697","85.7%","13.9%","7.6%","6.3%","3.8%","2.5%","0.4%","","6,137,428","95.7%","94.9%","65.9%","29.0%","0.8%","4.3%","","262,047","51.3%","48.7%","","313,372","51,325","21.6%","78.4%","262,047","33.4%","66.6%","","262,047","17.3%","39.2%","9.3%","1.4%","31.1%","1.7%","","5,771,977","93.4%","6.6%","2.1%","2.9%","1.0%","1.7%","0.5%","1.4%","0.5%","0.6%","0.2%","","6,137,428","7.8%","0.3%","0.4%","0.2%","1.3%","8.4%","2.7%","0.2%","21.1%","0.2%","0.2%","12.0%","3.1%","0.1%","0.8%","1.6%","0.1%","0.4%","1.1%","1.6%","0.1%","0.9%","0.8%","0.4%","0.1%","0.7%","0.2%","","2,458,337","91.8%","84.8%"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","437,651","213,679","67,092","29,318","9,708","88,650","6,392","65,220","21,046","106,004","16,206","69,086","34,279","110,325","144,952","2.38","2.98","","1,039,835","437,651","212,902","30,044","267,121","52,235","39,882","","440,051","150,370","224,519","5,009","11,754","48,399","440,271","111,815","224,012","5,253","38,773","60,418","","12,267","3,390","26","53","21","87","31","","16,858","7,886","","1,739","1,566","1,153","3,428","7,886","4,529","6,071","","242,758","12,710","12,297","101,584","52,301","63,866","","741,950","12,087","30,595","211,079","169,641","69,400","171,309","77,839","699,268","249,148","","839,149","86,270","","1,053,646","142,208","225,536","9,373","624,910","65,253","203,200","67,582","","1,056,994","882,156","170,641","88,015","82,626","41,764","40,862","4,197","","1,068,778","1,043,710","1,033,986","571,138","462,848","9,724","25,068","","25,068","14,456","10,612","","34,792","9,724","2,092","7,632","25,068","6,754","18,314","","25,068","7,431","7,913","1,076","429","3,942","4,277","","1,009,928","969,252","40,676","6,240","13,195","1,963","12,218","1,733","4,462","1,158","10,801","1,386","","1,068,778","50,511","1,844","6,473","10,526","21,447","115,849","36,215","8,212","255,305","2,735","4,116","149,147","34,721","1,019","89,062","19,782","2,101","9,149","14,429","29,131","1,033","2,760","28,873","5,796","3,739","9,957","1,334","","437,651","404,364","372,148"
"    Percent","","437,651","48.8%","15.3%","6.7%","2.2%","20.3%","1.5%","14.9%","4.8%","24.2%","3.7%","15.8%","7.8%","25.2%","33.1%","(X)","(X)","","1,039,835","42.1%","20.5%","2.9%","25.7%","5.0%","3.8%","","440,051","34.2%","51.0%","1.1%","2.7%","11.0%","440,271","25.4%","50.9%","1.2%","8.8%","13.7%","","12,267","27.6%","(X)","(X)","(X)","(X)","(X)","","16,858","46.8%","","10.3%","9.3%","6.8%","20.3%","7,886","57.4%","77.0%","","242,758","5.2%","5.1%","41.8%","21.5%","26.3%","","741,950","1.6%","4.1%","28.4%","22.9%","9.4%","23.1%","10.5%","94.2%","33.6%","","839,149","10.3%","","1,053,646","13.5%","225,536","4.2%","624,910","10.4%","203,200","33.3%","","1,056,994","83.5%","16.1%","8.3%","7.8%","4.0%","3.9%","0.4%","","1,068,778","97.7%","96.7%","53.4%","43.3%","0.9%","2.3%","","25,068","57.7%","42.3%","","34,792","9,724","21.5%","78.5%","25,068","26.9%","73.1%","","25,068","29.6%","31.6%","4.3%","1.7%","15.7%","17.1%","","1,009,928","96.0%","4.0%","0.6%","1.3%","0.2%","1.2%","0.2%","0.4%","0.1%","1.1%","0.1%","","1,068,778","4.7%","0.2%","0.6%","1.0%","2.0%","10.8%","3.4%","0.8%","23.9%","0.3%","0.4%","14.0%","3.2%","0.1%","8.3%","1.9%","0.2%","0.9%","1.4%","2.7%","0.1%","0.3%","2.7%","0.5%","0.3%","0.9%","0.1%","","437,651","92.4%","85.0%"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","771,444","388,538","161,340","53,367","16,504","142,876","9,110","105,900","28,898","186,663","34,309","115,665","58,378","240,847","217,030","2.44","3.03","","1,883,396","771,444","388,299","53,624","536,554","74,051","59,424","","761,033","257,465","408,250","4,834","20,096","70,388","775,129","210,232","404,379","10,009","63,238","87,271","","26,897","7,773","35","61","9","111","28","","26,217","9,302","","1,315","2,626","1,467","3,894","9,302","5,720","6,105","","507,156","33,488","26,660","208,334","103,156","135,518","","1,271,770","43,627","57,645","326,389","280,333","141,189","277,159","145,428","1,170,498","422,587","","1,452,722","112,177","","1,904,211","228,644","473,854","19,465","1,129,367","112,381","300,990","96,798","","1,910,711","1,622,237","280,386","162,303","118,083","72,019","46,064","8,088","","1,934,408","1,791,940","1,775,894","1,251,901","523,993","16,046","142,468","","142,468","59,681","82,787","","158,514","16,046","4,887","11,159","142,468","51,601","90,867","","142,468","6,707","40,468","19,144","350","74,185","1,614","","1,804,857","1,592,756","212,101","90,623","137,592","59,504","23,298","5,433","28,927","14,853","22,284","10,833","","1,934,408","76,259","6,393","79,177","40,052","32,029","142,766","38,269","6,122","597,127","2,643","3,270","223,145","46,010","2,821","35,796","63,070","1,415","11,323","14,128","25,534","701","28,566","75,766","6,762","2,262","9,366","1,399","","771,444","715,015","670,887"
"    Percent","","771,444","50.4%","20.9%","6.9%","2.1%","18.5%","1.2%","13.7%","3.7%","24.2%","4.4%","15.0%","7.6%","31.2%","28.1%","(X)","(X)","","1,883,396","41.0%","20.6%","2.8%","28.5%","3.9%","3.2%","","761,033","33.8%","53.6%","0.6%","2.6%","9.2%","775,129","27.1%","52.2%","1.3%","8.2%","11.3%","","26,897","28.9%","(X)","(X)","(X)","(X)","(X)","","26,217","35.5%","","5.0%","10.0%","5.6%","14.9%","9,302","61.5%","65.6%","","507,156","6.6%","5.3%","41.1%","20.3%","26.7%","","1,271,770","3.4%","4.5%","25.7%","22.0%","11.1%","21.8%","11.4%","92.0%","33.2%","","1,452,722","7.7%","","1,904,211","12.0%","473,854","4.1%","1,129,367","10.0%","300,990","32.2%","","1,910,711","84.9%","14.7%","8.5%","6.2%","3.8%","2.4%","0.4%","","1,934,408","92.6%","91.8%","64.7%","27.1%","0.8%","7.4%","","142,468","41.9%","58.1%","","158,514","16,046","30.5%","69.5%","142,468","36.2%","63.8%","","142,468","4.7%","28.4%","13.4%","0.2%","52.1%","1.1%","","1,804,857","88.2%","11.8%","5.0%","7.6%","3.3%","1.3%","0.3%","1.6%","0.8%","1.2%","0.6%","","1,934,408","3.9%","0.3%","4.1%","2.1%","1.7%","7.4%","2.0%","0.3%","30.9%","0.1%","0.2%","11.5%","2.4%","0.1%","1.9%","3.3%","0.1%","0.6%","0.7%","1.3%","0.0%","1.5%","3.9%","0.3%","0.1%","0.5%","0.1%","","771,444","92.7%","87.0%"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,143,557","506,470","188,766","88,170","28,800","244,926","18,566","165,408","48,420","303,991","57,528","160,706","72,796","337,234","355,556","2.66","3.31","","3,042,493","1,143,557","505,147","89,516","867,893","297,902","138,478","","1,249,424","464,646","580,439","19,667","32,163","152,509","1,254,559","369,395","564,780","30,004","103,108","187,272","","37,443","14,561","36","52","11","91","26","","76,539","24,070","","3,583","5,118","3,564","11,805","24,070","15,755","15,836","","707,075","37,463","34,608","309,635","158,269","167,100","","2,136,466","109,903","171,012","593,417","525,746","187,469","355,837","193,082","1,855,551","548,919","","2,380,187","212,507","","3,043,419","374,515","689,669","27,104","1,859,982","177,702","493,768","169,709","","3,048,602","2,510,591","517,626","353,223","164,403","31,453","132,950","20,385","","3,080,156","2,469,504","2,414,356","839,064","1,575,292","55,148","610,652","","610,652","309,276","301,376","","665,800","55,148","13,559","41,589","610,652","133,562","477,090","","610,652","40,453","195,581","22,644","3,619","337,636","10,719","","2,895,988","1,991,718","904,270","344,249","625,174","249,801","73,071","19,230","173,451","66,005","32,574","9,213","","3,080,156","102,619","12,143","7,176","15,915","25,478","206,125","55,657","14,236","279,000","10,395","9,180","228,700","145,458","4,940","39,195","50,319","18,455","23,096","16,647","42,258","3,625","45,510","33,687","10,468","7,512","14,734","9,993","","1,143,557","1,077,305","979,228"
"    Percent","","1,143,557","44.3%","16.5%","7.7%","2.5%","21.4%","1.6%","14.5%","4.2%","26.6%","5.0%","14.1%","6.4%","29.5%","31.1%","(X)","(X)","","3,042,493","37.6%","16.6%","2.9%","28.5%","9.8%","4.6%","","1,249,424","37.2%","46.5%","1.6%","2.6%","12.2%","1,254,559","29.4%","45.0%","2.4%","8.2%","14.9%","","37,443","38.9%","(X)","(X)","(X)","(X)","(X)","","76,539","31.4%","","4.7%","6.7%","4.7%","15.4%","24,070","65.5%","65.8%","","707,075","5.3%","4.9%","43.8%","22.4%","23.6%","","2,136,466","5.1%","8.0%","27.8%","24.6%","8.8%","16.7%","9.0%","86.9%","25.7%","","2,380,187","8.9%","","3,043,419","12.3%","689,669","3.9%","1,859,982","9.6%","493,768","34.4%","","3,048,602","82.4%","17.0%","11.6%","5.4%","1.0%","4.4%","0.7%","","3,080,156","80.2%","78.4%","27.2%","51.1%","1.8%","19.8%","","610,652","50.6%","49.4%","","665,800","55,148","24.6%","75.4%","610,652","21.9%","78.1%","","610,652","6.6%","32.0%","3.7%","0.6%","55.3%","1.8%","","2,895,988","68.8%","31.2%","11.9%","21.6%","8.6%","2.5%","0.7%","6.0%","2.3%","1.1%","0.3%","","3,080,156","3.3%","0.4%","0.2%","0.5%","0.8%","6.7%","1.8%","0.5%","9.1%","0.3%","0.3%","7.4%","4.7%","0.2%","1.3%","1.6%","0.6%","0.7%","0.5%","1.4%","0.1%","1.5%","1.1%","0.3%","0.2%","0.5%","0.3%","","1,143,557","94.2%","85.6%"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
