"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002M","B19081_002MA","B19081_002EA","B19081_003E","B19081_003EA","B19081_003M","B19081_003MA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means:!!Lowest Quintile","Annotation of Estimate!!Quintile Means:!!Lowest Quintile","Margin of Error!!Quintile Means:!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means:!!Lowest Quintile","Estimate!!Quintile Means:!!Second Quintile","Margin of Error!!Quintile Means:!!Second Quintile","Annotation of Margin of Error!!Quintile Means:!!Second Quintile","Annotation of Estimate!!Quintile Means:!!Second Quintile","Estimate!!Quintile Means:!!Third Quintile","Annotation of Estimate!!Quintile Means:!!Third Quintile","Margin of Error!!Quintile Means:!!Third Quintile","Annotation of Margin of Error!!Quintile Means:!!Third Quintile","Estimate!!Quintile Means:!!Fourth Quintile","Margin of Error!!Quintile Means:!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means:!!Fourth Quintile","Annotation of Estimate!!Quintile Means:!!Fourth Quintile","Estimate!!Quintile Means:!!Highest Quintile","Margin of Error!!Quintile Means:!!Highest Quintile","Annotation of Margin of Error!!Quintile Means:!!Highest Quintile","Annotation of Estimate!!Quintile Means:!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0500000US13047","Catoosa County, Georgia","15515","null","3639","null","37798","5085","null","null","61080","null","5233","null","85674","7417","null","null","158393","19698","null","null","257715","null","46779","null",
"0500000US13051","Chatham County, Georgia","12270","null","1396","null","33467","3001","null","null","57383","null","3179","null","89881","6151","null","null","209086","17749","null","null","392747","null","57071","null",
"0500000US13057","Cherokee County, Georgia","19676","null","3269","null","55229","4979","null","null","86381","null","5996","null","125960","6413","null","null","222505","14636","null","null","344704","null","43621","null",
"0500000US13059","Clarke County, Georgia","7886","null","1669","null","22663","2739","null","null","40142","null","3333","null","68030","4782","null","null","185942","26360","null","null","363600","null","88143","null",
"0500000US13063","Clayton County, Georgia","12524","null","1942","null","33110","2756","null","null","50987","null","2736","null","72150","3866","null","null","132354","7819","null","null","195139","null","18475","null",
"0500000US13067","Cobb County, Georgia","21358","null","1516","null","50241","1948","null","null","79819","null","2742","null","123206","4112","null","null","267674","13819","null","null","465850","null","41354","null",
"0500000US13073","Columbia County, Georgia","27737","null","4300","null","60825","5340","null","null","88993","null","6528","null","126480","8188","null","null","251135","37902","null","null","425166","null","115099","null",
"0500000US13077","Coweta County, Georgia","16878","null","3276","null","47330","4919","null","null","77574","null","6298","null","109044","5582","null","null","199344","19363","null","null","309150","null","58796","null",
"0500000US13089","DeKalb County, Georgia","15087","null","1143","null","38244","1579","null","null","64273","null","2231","null","103160","3161","null","null","250918","11698","null","null","441872","null","37961","null",
"0500000US13095","Dougherty County, Georgia","6415","null","1758","null","18118","2281","null","null","35348","null","4642","null","58437","6330","null","null","138591","21704","null","null","254072","null","71411","null",
"0500000US13097","Douglas County, Georgia","17139","null","3261","null","41157","3906","null","null","62182","null","6967","null","94643","8900","null","null","188261","20085","null","null","298999","null","55193","null",
"0500000US13113","Fayette County, Georgia","28548","null","3633","null","62186","4661","null","null","94054","null","7555","null","141852","9440","null","null","314309","37960","null","null","534141","null","111481","null",
"0500000US13115","Floyd County, Georgia","12863","null","2408","null","29716","2652","null","null","50536","null","4650","null","79280","6255","null","null","172128","22061","null","null","315243","null","72170","null",
"0500000US13117","Forsyth County, Georgia","30736","null","2942","null","72590","3947","null","null","112282","null","4295","null","161358","4955","null","null","294278","17395","null","null","468206","null","52667","null",
"0500000US13121","Fulton County, Georgia","14814","null","1155","null","45419","2097","null","null","80295","null","2520","null","132551","3904","null","null","355318","17767","null","null","699262","null","56864","null",
"0500000US13127","Glynn County, Georgia","13342","null","3347","null","34046","5511","null","null","58474","null","4825","null","92911","10774","null","null","211270","29148","null","null","392644","null","93447","null",
"0500000US13135","Gwinnett County, Georgia","20141","null","1587","null","47636","2358","null","null","73064","null","2370","null","109923","2958","null","null","216240","11016","null","null","354898","null","33828","null",
"0500000US13139","Hall County, Georgia","18136","null","2399","null","42105","3801","null","null","67122","null","4746","null","106544","5968","null","null","247922","31293","null","null","480614","null","105043","null",
"0500000US13151","Henry County, Georgia","21735","null","2995","null","49858","4270","null","null","73746","null","4428","null","107393","5971","null","null","198606","17987","null","null","318893","null","49917","null",
"0500000US13153","Houston County, Georgia","14053","null","2985","null","38617","4297","null","null","65085","null","4986","null","96053","7031","null","null","173405","13839","null","null","248088","null","36890","null",
"0500000US13157","Jackson County, Georgia","11861","null","3640","null","37112","6127","null","null","65492","null","9039","null","101398","8820","null","null","208752","35834","null","null","365679","null","90301","null",
"0500000US13185","Lowndes County, Georgia","11437","null","2533","null","27818","3045","null","null","45270","null","4385","null","70328","6224","null","null","155190","19109","null","null","277999","null","53083","null",
"0500000US13215","Muscogee County, Georgia","9200","null","1684","null","27383","1973","null","null","47445","null","3292","null","73909","3958","null","null","195574","28258","null","null","402028","null","95836","null",
"0500000US13217","Newton County, Georgia","14097","null","2480","null","34021","4774","null","null","56574","null","7687","null","82071","7798","null","null","164603","22158","null","null","271217","null","68444","null",
"0500000US13223","Paulding County, Georgia","20291","null","4555","null","49750","4028","null","null","75027","null","5396","null","103973","5524","null","null","165353","13749","null","null","233992","null","40390","null",
"0500000US13245","Richmond County, Georgia","10295","null","1509","null","27276","2689","null","null","45587","null","3024","null","67638","4328","null","null","146010","11408","null","null","260218","null","30570","null",
"0500000US13247","Rockdale County, Georgia","15010","null","4432","null","38913","4763","null","null","60617","null","6727","null","94377","7933","null","null","184338","22719","null","null","297100","null","51352","null",
"0500000US13255","Spalding County, Georgia","12506","null","2995","null","31347","3941","null","null","52233","null","7347","null","76122","5962","null","null","172093","27156","null","null","304653","null","72413","null",
"0500000US13285","Troup County, Georgia","7525","null","3200","null","25410","4932","null","null","47047","null","6353","null","75472","7871","null","null","159495","23547","null","null","269002","null","72279","null",
"0500000US13295","Walker County, Georgia","12630","null","1914","null","28343","4502","null","null","48224","null","5784","null","70037","5413","null","null","134855","13410","null","null","219452","null","33092","null",
"0500000US13297","Walton County, Georgia","16941","null","3638","null","42224","4139","null","null","65893","null","6277","null","104573","7200","null","null","181785","13776","null","null","251572","null","37300","null",
"0500000US13313","Whitfield County, Georgia","14281","null","2348","null","33058","2945","null","null","52920","null","5123","null","79394","6675","null","null","182764","35308","null","null","343204","null","109099","null",
"0500000US15001","Hawaii County, Hawaii","13704","null","1677","null","37690","3881","null","null","67674","null","5008","null","106087","6258","null","null","216808","20880","null","null","364368","null","64974","null",
"0500000US15003","Honolulu County, Hawaii","20262","null","1229","null","55365","1725","null","null","87868","null","2013","null","131323","2456","null","null","264062","8705","null","null","443183","null","27008","null",
"0500000US15007","Kauai County, Hawaii","20020","null","5731","null","50864","6809","null","null","82507","null","9526","null","120967","7727","null","null","228438","24252","null","null","372957","null","51313","null",
"0500000US15009","Maui County, Hawaii","17688","null","3287","null","49531","4232","null","null","80166","null","4879","null","116502","7440","null","null","235529","21460","null","null","387537","null","67320","null",
"0500000US16001","Ada County, Idaho","20002","null","1503","null","46842","2180","null","null","72614","null","2673","null","109110","4675","null","null","234850","15069","null","null","412196","null","49416","null",
"0500000US16005","Bannock County, Idaho","12936","null","1740","null","31077","3134","null","null","52507","null","4340","null","81143","6059","null","null","149355","13092","null","null","217227","null","24220","null",
"0500000US16019","Bonneville County, Idaho","14998","null","2742","null","38645","4419","null","null","64433","null","5175","null","98757","6088","null","null","206592","18196","null","null","377764","null","52410","null",
"0500000US16027","Canyon County, Idaho","17642","null","2254","null","39024","2751","null","null","58752","null","3519","null","83869","5107","null","null","160396","14823","null","null","260251","null","45857","null",
"0500000US16055","Kootenai County, Idaho","18870","null","1850","null","40228","3243","null","null","61713","null","3746","null","88974","5380","null","null","163508","12841","null","null","263544","null","32792","null",
"0500000US16083","Twin Falls County, Idaho","14895","null","2690","null","36160","4258","null","null","55872","null","4057","null","80615","7710","null","null","172677","33367","null","null","327274","null","106432","null",
"0500000US17001","Adams County, Illinois","15585","null","3161","null","37980","3254","null","null","56812","null","4696","null","84421","4859","null","null","158489","19043","null","null","259049","null","64935","null",
"0500000US17019","Champaign County, Illinois","9106","null","1728","null","29752","2871","null","null","53249","null","3691","null","88993","5297","null","null","189204","12738","null","null","294342","null","30812","null",
"0500000US17031","Cook County, Illinois","13279","null","373","null","38788","649","null","null","69278","null","879","null","112319","1192","null","null","270261","6252","null","null","507250","null","21471","null",
"0500000US17037","DeKalb County, Illinois","11301","null","3162","null","37046","4959","null","null","64208","null","4939","null","101003","6778","null","null","184153","12691","null","null","269821","null","29769","null",
"0500000US17043","DuPage County, Illinois","25023","null","1232","null","59436","1890","null","null","95750","null","2187","null","142790","3042","null","null","311003","10610","null","null","556727","null","30016","null",
"0500000US17089","Kane County, Illinois","21374","null","1807","null","51707","2062","null","null","84087","null","2884","null","120846","3491","null","null","261100","15578","null","null","445146","null","42598","null",
"0500000US17091","Kankakee County, Illinois","14915","null","2023","null","38215","2678","null","null","61402","null","5089","null","93373","5348","null","null","160426","10652","null","null","231867","null","27166","null",
"0500000US17093","Kendall County, Illinois","33726","null","7809","null","70279","7495","null","null","105742","null","10590","null","141448","11375","null","null","218975","20090","null","null","302085","null","57205","null",
"0500000US17097","Lake County, Illinois","21670","null","1528","null","55234","2321","null","null","92312","null","2889","null","144349","3907","null","null","334186","11757","null","null","588405","null","31543","null",
"0500000US17099","LaSalle County, Illinois","13871","null","2067","null","34707","2550","null","null","58338","null","3593","null","86304","3970","null","null","164225","12287","null","null","253862","null","34035","null",
"0500000US17111","McHenry County, Illinois","25619","null","2356","null","57632","2938","null","null","88252","null","3901","null","130492","4327","null","null","239027","12946","null","null","373209","null","36093","null",
"0500000US17113","McLean County, Illinois","8483","null","2675","null","38070","3927","null","null","69267","null","4005","null","106659","5241","null","null","218717","19752","null","null","380442","null","59696","null",
"0500000US17115","Macon County, Illinois","8467","null","2206","null","30755","2986","null","null","51199","null","4225","null","80368","4559","null","null","177312","15899","null","null","329526","null","50937","null",
"0500000US17119","Madison County, Illinois","16081","null","1353","null","39664","2557","null","null","67331","null","3492","null","103481","5113","null","null","209010","15113","null","null","349449","null","45589","null",
"0500000US17143","Peoria County, Illinois","11427","null","1647","null","33240","2532","null","null","56976","null","3182","null","92330","4543","null","null","217484","21671","null","null","401698","null","72902","null",
"0500000US17161","Rock Island County, Illinois","11755","null","1631","null","34497","2911","null","null","59032","null","3629","null","88671","4297","null","null","157758","12512","null","null","240179","null","32722","null",
"0500000US17163","St. Clair County, Illinois","12492","null","1590","null","34225","2444","null","null","57690","null","3326","null","92137","4268","null","null","193437","14735","null","null","317827","null","50394","null",
"0500000US17167","Sangamon County, Illinois","14131","null","1808","null","37504","2717","null","null","61351","null","3183","null","96980","4163","null","null","194649","16612","null","null","334673","null","55564","null",
"0500000US17179","Tazewell County, Illinois","17931","null","1647","null","40451","2987","null","null","65027","null","3306","null","95820","3881","null","null","174200","10984","null","null","263386","null","27983","null",
"0500000US17183","Vermilion County, Illinois","12303","null","1774","null","28270","1850","null","null","43163","null","3371","null","68193","5025","null","null","142744","18903","null","null","250567","null","66878","null",
"0500000US17197","Will County, Illinois","22988","null","1565","null","56930","2237","null","null","89990","null","2071","null","130320","2973","null","null","241967","9058","null","null","381999","null","26987","null",
"0500000US17199","Williamson County, Illinois","14486","null","2281","null","36183","3626","null","null","58456","null","5518","null","89275","6394","null","null","180207","24873","null","null","313788","null","67348","null",
"0500000US17201","Winnebago County, Illinois","12370","null","1378","null","34310","2368","null","null","58677","null","2676","null","90886","4068","null","null","173565","11457","null","null","272577","null","36702","null",
"0500000US18003","Allen County, Indiana","15965","null","1177","null","37056","1410","null","null","56950","null","1978","null","86209","2926","null","null","186764","15507","null","null","336587","null","55149","null",
"0500000US18005","Bartholomew County, Indiana","17347","null","2763","null","42142","5576","null","null","71077","null","5809","null","99949","7888","null","null","206141","23851","null","null","339113","null","72915","null",
"0500000US18011","Boone County, Indiana","16093","null","4941","null","47092","6244","null","null","72468","null","6023","null","120766","15376","null","null","374081","74772","null","null","733282","null","211359","null",
"0500000US18019","Clark County, Indiana","17433","null","2195","null","36270","3521","null","null","58780","null","4267","null","85733","5240","null","null","171394","27146","null","null","293081","null","100314","null",
"0500000US18035","Delaware County, Indiana","9764","null","1955","null","26921","2670","null","null","45114","null","4657","null","72359","4760","null","null","153255","16032","null","null","270151","null","55267","null",
"0500000US18039","Elkhart County, Indiana","11667","null","1734","null","33766","2420","null","null","54761","null","3073","null","85935","5754","null","null","175972","14682","null","null","307816","null","48607","null",
"0500000US18043","Floyd County, Indiana","15098","null","3078","null","39702","4022","null","null","62706","null","6130","null","96772","8579","null","null","192249","20757","null","null","309264","null","67658","null",
"0500000US18053","Grant County, Indiana","11759","null","2524","null","30318","3960","null","null","47311","null","4048","null","73033","7062","null","null","141348","17088","null","null","226914","null","50575","null",
"0500000US18057","Hamilton County, Indiana","28572","null","2889","null","65126","4009","null","null","105478","null","4712","null","156818","7339","null","null","338135","29464","null","null","594989","null","85758","null",
"0500000US18059","Hancock County, Indiana","20169","null","4767","null","46639","5405","null","null","72100","null","9188","null","109987","8747","null","null","200640","28402","null","null","315493","null","76878","null",
"0500000US18063","Hendricks County, Indiana","26476","null","3369","null","56944","4340","null","null","86134","null","5177","null","122925","7262","null","null","248056","40790","null","null","464364","null","135470","null",
"0500000US18067","Howard County, Indiana","14999","null","2045","null","34666","4034","null","null","53591","null","4333","null","80192","6411","null","null","138765","8824","null","null","200578","null","16633","null",
"0500000US18081","Johnson County, Indiana","22472","null","2826","null","49482","3721","null","null","75116","null","4867","null","109515","5264","null","null","221719","34621","null","null","391659","null","122673","null",
"0500000US18085","Kosciusko County, Indiana","16307","null","2953","null","38894","4410","null","null","63727","null","5192","null","90922","4222","null","null","179819","27359","null","null","318746","null","97693","null",
"0500000US18089","Lake County, Indiana","12487","null","1345","null","34500","1720","null","null","57518","null","2034","null","90787","3111","null","null","190563","12613","null","null","334169","null","41532","null",
"0500000US18091","LaPorte County, Indiana","15091","null","1972","null","34103","3469","null","null","56806","null","3603","null","90286","5732","null","null","169926","12339","null","null","262125","null","35577","null",
"0500000US18095","Madison County, Indiana","13469","null","2088","null","34199","3393","null","null","55201","null","3654","null","78418","4203","null","null","146018","16339","null","null","230669","null","53332","null",
"0500000US18097","Marion County, Indiana","10645","null","926","null","30652","1135","null","null","50083","null","1578","null","79301","2229","null","null","184545","7955","null","null","343336","null","27962","null",
"0500000US18105","Monroe County, Indiana","9924","null","1917","null","29685","3302","null","null","53993","null","3956","null","87314","5361","null","null","186392","16969","null","null","313208","null","48120","null",
"0500000US18109","Morgan County, Indiana","17374","null","3532","null","42790","3915","null","null","63796","null","4609","null","99542","9150","null","null","215222","29837","null","null","377767","null","99572","null",
"0500000US18127","Porter County, Indiana","19337","null","2404","null","46992","3717","null","null","74371","null","3725","null","106832","3998","null","null","216063","23873","null","null","381324","null","81010","null",
"0500000US18141","St. Joseph County, Indiana","11417","null","1297","null","32227","1722","null","null","53375","null","1951","null","83825","3514","null","null","189174","16626","null","null","356367","null","58180","null",
"0500000US18157","Tippecanoe County, Indiana","10824","null","1802","null","29081","2219","null","null","49992","null","3157","null","80347","4638","null","null","180593","21058","null","null","335089","null","67088","null",
"0500000US18163","Vanderburgh County, Indiana","12842","null","1363","null","31948","2387","null","null","51661","null","2743","null","79310","3705","null","null","186950","22858","null","null","370798","null","77228","null",
"0500000US18167","Vigo County, Indiana","8992","null","1591","null","26099","3034","null","null","48189","null","4005","null","75330","5075","null","null","171328","25462","null","null","314563","null","80156","null",
"0500000US18177","Wayne County, Indiana","14174","null","2128","null","30535","3475","null","null","48349","null","3872","null","71667","4797","null","null","141153","17191","null","null","228051","null","56034","null",
"0500000US19013","Black Hawk County, Iowa","14779","null","1955","null","38457","2141","null","null","60783","null","3217","null","89470","4879","null","null","213050","29726","null","null","413122","null","93828","null",
"0500000US19049","Dallas County, Iowa","29305","null","3670","null","62893","5962","null","null","95344","null","7244","null","134523","7395","null","null","276068","26907","null","null","474344","null","79544","null",
"0500000US19061","Dubuque County, Iowa","14362","null","2889","null","39220","3321","null","null","62482","null","3837","null","93310","5134","null","null","192190","19855","null","null","335802","null","55770","null",
"0500000US19103","Johnson County, Iowa","11754","null","2588","null","36249","3225","null","null","65800","null","5128","null","105693","5905","null","null","276398","36278","null","null","541941","null","102726","null",
"0500000US19113","Linn County, Iowa","16202","null","1804","null","39782","2709","null","null","63111","null","3229","null","95350","4113","null","null","187578","12819","null","null","307285","null","39028","null",
"0500000US19153","Polk County, Iowa","18352","null","1592","null","42598","1941","null","null","67283","null","2138","null","101247","3227","null","null","210282","9871","null","null","358168","null","31799","null",
"0500000US19155","Pottawattamie County, Iowa","14550","null","2227","null","35930","3210","null","null","59510","null","4148","null","88330","4316","null","null","163431","12656","null","null","263805","null","31892","null",
"0500000US19163","Scott County, Iowa","15091","null","1682","null","39772","3158","null","null","65408","null","4057","null","102847","6040","null","null","227931","25828","null","null","419439","null","84694","null",
"0500000US19169","Story County, Iowa","10407","null","3022","null","35409","4136","null","null","61327","null","4696","null","94043","6597","null","null","197446","27918","null","null","339538","null","86136","null",
"0500000US19193","Woodbury County, Iowa","14314","null","2271","null","35249","3696","null","null","59582","null","5732","null","91502","4836","null","null","157242","11451","null","null","238861","null","30933","null",
"0500000US20015","Butler County, Kansas","16468","null","2945","null","39751","3969","null","null","62719","null","6129","null","96341","8068","null","null","199052","30443","null","null","364212","null","101547","null",
"0500000US20045","Douglas County, Kansas","14672","null","2852","null","37840","3419","null","null","64041","null","5493","null","95546","4683","null","null","208648","19610","null","null","351593","null","39212","null",
"0500000US20091","Johnson County, Kansas","26391","null","1383","null","61571","1981","null","null","92168","null","2365","null","136468","3364","null","null","293045","14237","null","null","521385","null","43659","null",
"0500000US20103","Leavenworth County, Kansas","16755","null","4322","null","48870","5514","null","null","77967","null","5208","null","112514","6911","null","null","191520","14919","null","null","278415","null","32405","null",
"0500000US20161","Riley County, Kansas","11041","null","2328","null","28624","4671","null","null","50959","null","4772","null","76345","6341","null","null","165275","29209","null","null","289514","null","91026","null",
"0500000US20173","Sedgwick County, Kansas","14141","null","1117","null","37109","1758","null","null","59612","null","1983","null","91836","2955","null","null","189358","8869","null","null","328071","null","29388","null",
"0500000US20177","Shawnee County, Kansas","16062","null","2128","null","38111","2229","null","null","59236","null","3055","null","88616","3717","null","null","190328","22410","null","null","343717","null","69202","null",
"0500000US20209","Wyandotte County, Kansas","10155","null","1681","null","28266","2307","null","null","46791","null","2898","null","72941","3868","null","null","132682","6632","null","null","192842","null","13644","null",
"0500000US21015","Boone County, Kentucky","21067","null","3625","null","48584","4545","null","null","76036","null","6987","null","113677","7457","null","null","216576","19778","null","null","366691","null","59182","null",
"0500000US21029","Bullitt County, Kentucky","19392","null","3766","null","46587","4708","null","null","66527","null","5083","null","94753","6011","null","null","176034","15999","null","null","275623","null","52028","null",
"0500000US21037","Campbell County, Kentucky","14984","null","2042","null","37947","4276","null","null","66730","null","4674","null","101592","6118","null","null","231169","26784","null","null","429246","null","88520","null",
"0500000US21047","Christian County, Kentucky","7853","null","2525","null","26826","4312","null","null","47366","null","5870","null","71347","7061","null","null","150057","27138","null","null","272109","null","79787","null",
"0500000US21059","Daviess County, Kentucky","11570","null","1883","null","30030","3709","null","null","51426","null","4570","null","79606","5724","null","null","182757","28642","null","null","353211","null","94006","null",
"0500000US21067","Fayette County, Kentucky","13828","null","1453","null","35721","2236","null","null","59061","null","2523","null","93943","3971","null","null","218191","15353","null","null","398239","null","46963","null",
"0500000US21093","Hardin County, Kentucky","16158","null","2488","null","37775","3050","null","null","57198","null","4983","null","86619","6511","null","null","166784","20563","null","null","278459","null","65557","null",
"0500000US21111","Jefferson County, Kentucky","13559","null","883","null","35396","1312","null","null","58798","null","1596","null","90862","2347","null","null","206599","10446","null","null","380974","null","37071","null",
"0500000US21117","Kenton County, Kentucky","16524","null","1948","null","42359","2753","null","null","68987","null","5251","null","106135","5482","null","null","213361","23265","null","null","385959","null","73308","null",
"0500000US21145","McCracken County, Kentucky","11866","null","2305","null","27266","3069","null","null","45677","null","5536","null","72521","5780","null","null","188059","38862","null","null","397483","null","134992","null",
"0500000US21151","Madison County, Kentucky","10705","null","1864","null","26644","3351","null","null","49277","null","4404","null","77787","6169","null","null","180079","31664","null","null","331954","null","112634","null",
"0500000US21185","Oldham County, Kentucky","27806","null","4573","null","64664","6150","null","null","96763","null","7818","null","144444","10868","null","null","335822","43946","null","null","576666","null","120517","null",
"0500000US21227","Warren County, Kentucky","12711","null","2893","null","33314","3117","null","null","53254","null","3797","null","81042","5444","null","null","193557","31538","null","null","387972","null","105648","null",
"0500000US22005","Ascension Parish, Louisiana","19155","null","4084","null","50108","7646","null","null","85790","null","8246","null","128267","11739","null","null","246553","51390","null","null","422085","null","128221","null",
"0500000US22015","Bossier Parish, Louisiana","11605","null","1920","null","29495","3977","null","null","51663","null","5711","null","81575","6382","null","null","174309","24159","null","null","301334","null","75048","null",
"0500000US22017","Caddo Parish, Louisiana","7046","null","1329","null","22597","2362","null","null","45418","null","4073","null","76976","5378","null","null","197802","25840","null","null","385785","null","90957","null",
"0500000US22019","Calcasieu Parish, Louisiana","9770","null","1909","null","28434","3106","null","null","51637","null","5094","null","89143","6841","null","null","205893","25965","null","null","383296","null","86218","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","10769","null","1255","null","31245","2233","null","null","56850","null","2671","null","93062","4034","null","null","221988","15001","null","null","405453","null","45151","null",
"0500000US22045","Iberia Parish, Louisiana","8384","null","3144","null","26616","4532","null","null","49930","null","6509","null","78347","7678","null","null","152052","21078","null","null","242867","null","69428","null",
"0500000US22051","Jefferson Parish, Louisiana","13293","null","1069","null","33234","1793","null","null","55854","null","2157","null","87925","3183","null","null","180715","9866","null","null","302017","null","30831","null",
"0500000US22055","Lafayette Parish, Louisiana","10823","null","1935","null","32332","3117","null","null","60491","null","5005","null","96227","5335","null","null","218000","23282","null","null","383299","null","67160","null",
"0500000US22057","Lafourche Parish, Louisiana","10654","null","2382","null","29371","4897","null","null","52736","null","5957","null","84469","6098","null","null","163897","19235","null","null","272409","null","61616","null",
"0500000US22063","Livingston Parish, Louisiana","11860","null","3353","null","37794","6040","null","null","63860","null","7753","null","99989","7984","null","null","170506","20152","null","null","255029","null","62857","null",
"0500000US22071","Orleans Parish, Louisiana","5632","null","653","null","21815","1542","null","null","45591","null","2008","null","82523","3748","null","null","232819","12170","null","null","452105","null","36640","null",
"0500000US22073","Ouachita Parish, Louisiana","6601","null","1365","null","23117","2849","null","null","41578","null","3827","null","68910","5757","null","null","180178","29931","null","null","354308","null","99695","null",
"0500000US22079","Rapides Parish, Louisiana","11771","null","1916","null","30432","3357","null","null","50423","null","3804","null","76605","6269","null","null","174849","20099","null","null","322433","null","71237","null",
"0500000US22097","St. Landry Parish, Louisiana","8024","null","1692","null","22358","3694","null","null","39421","null","5105","null","66864","9288","null","null","131659","13853","null","null","206838","null","41722","null",
"0500000US22103","St. Tammany Parish, Louisiana","15793","null","1893","null","40805","3319","null","null","68572","null","4303","null","103373","6163","null","null","214049","14987","null","null","349857","null","35542","null",
"0500000US22105","Tangipahoa Parish, Louisiana","10726","null","1813","null","26022","3080","null","null","48373","null","6951","null","83414","6766","null","null","160071","17119","null","null","247223","null","45658","null",
"0500000US22109","Terrebonne Parish, Louisiana","10190","null","2744","null","26930","3692","null","null","49159","null","6579","null","85475","8511","null","null","196216","43952","null","null","361109","null","162744","null",
"0500000US23001","Androscoggin County, Maine","17783","null","2202","null","38965","3237","null","null","62830","null","4999","null","92789","4577","null","null","174869","23615","null","null","284677","null","80412","null",
"0500000US23003","Aroostook County, Maine","9538","null","1187","null","23068","2095","null","null","39342","null","3360","null","64476","3755","null","null","126980","10146","null","null","209137","null","24619","null",
"0500000US23005","Cumberland County, Maine","18415","null","1813","null","46766","2651","null","null","76348","null","3493","null","117099","4955","null","null","255820","14816","null","null","443914","null","40523","null",
"0500000US23011","Kennebec County, Maine","13037","null","2108","null","34597","2979","null","null","55525","null","3791","null","85884","5148","null","null","176673","17408","null","null","308293","null","53004","null",
"0500000US23019","Penobscot County, Maine","14589","null","1280","null","31266","2213","null","null","50501","null","3426","null","81394","4656","null","null","168055","17528","null","null","274759","null","54392","null",
"0500000US23031","York County, Maine","18038","null","1857","null","42835","3102","null","null","67095","null","3916","null","98472","4084","null","null","189636","14951","null","null","310573","null","44939","null",
"0500000US24001","Allegany County, Maryland","10208","null","2485","null","28794","3511","null","null","48789","null","4741","null","75567","5021","null","null","135923","10737","null","null","210661","null","27595","null",
"0500000US24003","Anne Arundel County, Maryland","29225","null","1958","null","67296","2983","null","null","102010","null","3177","null","149596","4565","null","null","301901","15009","null","null","508091","null","46207","null",
"0500000US24005","Baltimore County, Maryland","18110","null","1366","null","48683","1702","null","null","77807","null","2370","null","117330","2953","null","null","260493","12881","null","null","472299","null","42767","null",
"0500000US24009","Calvert County, Maryland","25086","null","6022","null","74067","8284","null","null","113822","null","7132","null","155264","8162","null","null","264664","23993","null","null","401480","null","65170","null",
"0500000US24013","Carroll County, Maryland","26516","null","3134","null","63897","4257","null","null","102472","null","4709","null","142268","4678","null","null","262040","17795","null","null","410499","null","46057","null",
"0500000US24015","Cecil County, Maryland","14787","null","3305","null","42166","5762","null","null","75788","null","4996","null","109304","6119","null","null","218253","26373","null","null","369103","null","88465","null",
"0500000US24017","Charles County, Maryland","30453","null","3933","null","70338","4476","null","null","104996","null","6018","null","144456","6926","null","null","271438","34250","null","null","438670","null","102980","null",
"0500000US24021","Frederick County, Maryland","28065","null","2910","null","66078","3628","null","null","103236","null","3268","null","145343","4418","null","null","269760","15589","null","null","435779","null","48299","null",
"0500000US24025","Harford County, Maryland","23559","null","2826","null","60589","3455","null","null","93115","null","4402","null","135171","5394","null","null","253085","15317","null","null","401911","null","46459","null",
"0500000US24027","Howard County, Maryland","28608","null","3057","null","78288","4055","null","null","123373","null","4720","null","184402","6750","null","null","362485","24493","null","null","588871","null","78093","null",
"0500000US24031","Montgomery County, Maryland","24495","null","1622","null","67996","2459","null","null","111265","null","2807","null","173741","3813","null","null","376709","10600","null","null","654284","null","28664","null",
"0500000US24033","Prince George's County, Maryland","21761","null","1403","null","55230","1823","null","null","86034","null","2386","null","124629","3181","null","null","225189","5906","null","null","338399","null","16737","null",
"0500000US24037","St. Mary's County, Maryland","18733","null","6236","null","56766","6847","null","null","88613","null","8698","null","138447","9555","null","null","262711","44316","null","null","445058","null","153271","null",
"0500000US24043","Washington County, Maryland","14012","null","1713","null","35684","2796","null","null","59894","null","4045","null","95729","5402","null","null","187651","13541","null","null","295767","null","39513","null",
"0500000US24045","Wicomico County, Maryland","15976","null","2121","null","34582","3868","null","null","55851","null","5182","null","91224","6656","null","null","186909","26919","null","null","319241","null","85878","null",
"0500000US24510","Baltimore city, Maryland","8369","null","855","null","28316","1701","null","null","51131","null","2272","null","86769","3007","null","null","203025","9970","null","null","355943","null","30175","null",
"0500000US25001","Barnstable County, Massachusetts","23047","null","2077","null","54807","2938","null","null","85583","null","3831","null","128699","4858","null","null","267300","19099","null","null","485936","null","61842","null",
"0500000US25003","Berkshire County, Massachusetts","14728","null","1400","null","36190","2906","null","null","59717","null","3838","null","97775","6769","null","null","209102","21428","null","null","356302","null","66408","null",
