"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008M","B25101_008MA","B25101_008EA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016M","B25101_016MA","B25101_016EA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027M","B25101_027MA","B25101_027EA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036M","B25101_036MA","B25101_036EA","B25101_037E","B25101_037M","B25101_037MA","B25101_037EA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042M","B25101_042MA","B25101_042EA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US13057","Cherokee County, Georgia","80350","2314","null","null","59101","2945","null","null","2363","772","null","null","0","228","null","null","0","228","null","null","2363","772","null","null","1889","971","null","null","0","228","null","null","0","228","null","null","1889","971","null","null","2794","822","null","null","41","67","null","null","555","434","null","null","2198","751","null","null","7395","1805","null","null","693","464","null","null","2998","1217","null","null","3704","1118","null","null","44271","2449","null","null","29825","2486","null","null","11278","1895","null","null","3168","815","null","null","389","534","null","null","21249","1785","null","null","1266","479","null","null","209","204","null","null","160","169","null","null","897","390","null","null","1501","520","null","null","692","null","353","null","530","313","null","null","279","243","null","null","2326","676","null","null","1814","null","550","null","290","269","null","null","222","272","null","null","3438","956","null","null","3123","891","null","null","235","349","null","null","80","127","null","null","12426","1678","null","null","12105","1618","null","null","106","167","null","null","215","287","null","null","292","290","null","null",
"0500000US13059","Clarke County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13063","Clayton County, Georgia","57148","3355","null","null","40345","3470","null","null","2980","1145","null","null","0","228","null","null","0","228","null","null","2980","1145","null","null","3403","1023","null","null","92","124","null","null","243","253","null","null","3068","1015","null","null","3871","1203","null","null","42","73","null","null","1159","997","null","null","2670","913","null","null","8875","1999","null","null","1203","671","null","null","5157","1616","null","null","2515","1120","null","null","20990","2755","null","null","15683","2390","null","null","4477","1452","null","null","830","824","null","null","226","206","null","null","16803","2842","null","null","1894","665","null","null","125","163","null","null","402","295","null","null","1367","636","null","null","2198","992","null","null","989","null","658","null","1020","568","null","null","189","267","null","null","2359","929","null","null","2256","null","908","null","0","228","null","null","103","173","null","null","3993","1288","null","null","3993","1288","null","null","0","228","null","null","0","228","null","null","6173","1550","null","null","5753","1211","null","null","420","670","null","null","0","228","null","null","186","200","null","null",
"0500000US13067","Cobb County, Georgia","198996","4306","null","null","140539","4683","null","null","3740","930","null","null","0","228","null","null","0","228","null","null","3740","930","null","null","5129","1138","null","null","143","239","null","null","300","204","null","null","4686","1111","null","null","7138","1363","null","null","133","153","null","null","1184","378","null","null","5821","1354","null","null","18183","2544","null","null","3312","1118","null","null","8011","1646","null","null","6860","1653","null","null","105903","3809","null","null","74534","3801","null","null","23345","2498","null","null","8024","1643","null","null","446","337","null","null","58457","3447","null","null","4855","1368","null","null","535","431","null","null","534","446","null","null","3786","1172","null","null","3696","946","null","null","1781","null","663","null","1066","370","null","null","849","397","null","null","5931","1199","null","null","4866","null","1184","null","930","428","null","null","135","132","null","null","9523","1553","null","null","9244","1514","null","null","114","138","null","null","165","191","null","null","34257","2704","null","null","33858","2703","null","null","180","178","null","null","219","220","null","null","195","176","null","null",
"0500000US13073","Columbia County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13077","Coweta County, Georgia","43554","1990","null","null","29747","2268","null","null","1495","714","null","null","0","228","null","null","0","228","null","null","1495","714","null","null","1163","606","null","null","0","228","null","null","47","81","null","null","1116","607","null","null","1325","661","null","null","27","48","null","null","164","210","null","null","1134","661","null","null","4293","1348","null","null","601","412","null","null","1810","785","null","null","1882","1042","null","null","21380","2234","null","null","14502","2186","null","null","5559","1493","null","null","1319","812","null","null","91","160","null","null","13807","1769","null","null","1144","623","null","null","29","51","null","null","0","228","null","null","1115","619","null","null","1599","620","null","null","967","null","528","null","407","303","null","null","225","182","null","null","2201","981","null","null","1721","null","819","null","434","436","null","null","46","83","null","null","2359","745","null","null","2294","748","null","null","65","110","null","null","0","228","null","null","6436","1482","null","null","6354","1470","null","null","0","228","null","null","82","140","null","null","68","84","null","null",
"0500000US13089","DeKalb County, Georgia","168212","4568","null","null","118456","4334","null","null","4460","1265","null","null","0","228","null","null","0","228","null","null","4460","1265","null","null","6152","1570","null","null","0","228","null","null","131","125","null","null","6021","1562","null","null","9557","1559","null","null","248","199","null","null","1841","660","null","null","7468","1468","null","null","16307","2326","null","null","2457","880","null","null","7060","1359","null","null","6790","1529","null","null","80848","4102","null","null","53665","2951","null","null","19649","2685","null","null","7534","1656","null","null","1132","707","null","null","49756","2676","null","null","4277","986","null","null","420","388","null","null","487","383","null","null","3370","831","null","null","5383","1218","null","null","2661","null","905","null","1255","667","null","null","1467","764","null","null","4982","1202","null","null","3488","null","947","null","1090","579","null","null","404","341","null","null","8173","1509","null","null","7474","1435","null","null","520","307","null","null","179","188","null","null","26328","1943","null","null","25942","1978","null","null","292","209","null","null","94","152","null","null","613","391","null","null",
"0500000US13095","Dougherty County, Georgia","17104","1784","null","null","9399","1621","null","null","1075","587","null","null","0","228","null","null","0","228","null","null","1075","587","null","null","1331","657","null","null","0","228","null","null","125","206","null","null","1206","615","null","null","943","500","null","null","0","228","null","null","421","343","null","null","522","423","null","null","1835","802","null","null","203","232","null","null","717","387","null","null","915","684","null","null","4188","1163","null","null","3601","1150","null","null","373","254","null","null","214","234","null","null","27","44","null","null","7705","1236","null","null","1461","684","null","null","173","142","null","null","638","567","null","null","650","329","null","null","1468","608","null","null","825","null","470","null","530","401","null","null","113","110","null","null","1316","670","null","null","1078","null","612","null","238","203","null","null","0","228","null","null","952","585","null","null","849","504","null","null","103","176","null","null","0","228","null","null","2324","816","null","null","2324","816","null","null","0","228","null","null","0","228","null","null","184","200","null","null",
"0500000US13097","Douglas County, Georgia","37135","2023","null","null","25942","2154","null","null","789","439","null","null","72","124","null","null","0","228","null","null","717","417","null","null","1054","613","null","null","232","348","null","null","65","117","null","null","757","465","null","null","1894","920","null","null","73","133","null","null","323","273","null","null","1498","888","null","null","4171","1321","null","null","862","652","null","null","1244","554","null","null","2065","1023","null","null","17687","2554","null","null","11550","1827","null","null","4606","1504","null","null","1531","926","null","null","347","370","null","null","11193","1602","null","null","1162","816","null","null","37","66","null","null","541","705","null","null","584","506","null","null","1280","570","null","null","665","null","397","null","387","323","null","null","228","227","null","null","1151","556","null","null","853","null","402","null","65","108","null","null","233","340","null","null","2113","789","null","null","2113","789","null","null","0","228","null","null","0","228","null","null","5288","1257","null","null","5288","1257","null","null","0","228","null","null","0","228","null","null","199","254","null","null",
"0500000US13103","Effingham County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13113","Fayette County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13115","Floyd County, Georgia","24786","1560","null","null","14844","1525","null","null","914","551","null","null","0","228","null","null","136","214","null","null","778","505","null","null","1138","713","null","null","0","228","null","null","115","140","null","null","1023","665","null","null","1478","686","null","null","45","77","null","null","417","344","null","null","1016","585","null","null","1249","537","null","null","130","136","null","null","863","469","null","null","256","211","null","null","9971","1462","null","null","8063","1393","null","null","1273","524","null","null","635","502","null","null","94","160","null","null","9942","1251","null","null","2087","862","null","null","305","334","null","null","656","525","null","null","1126","506","null","null","1816","642","null","null","1050","null","445","null","603","437","null","null","163","175","null","null","1420","638","null","null","923","null","442","null","436","455","null","null","61","106","null","null","1455","450","null","null","1295","414","null","null","107","177","null","null","53","88","null","null","2978","853","null","null","2978","853","null","null","0","228","null","null","0","228","null","null","186","272","null","null",
"0500000US13117","Forsyth County, Georgia","76821","2094","null","null","58758","2646","null","null","1047","510","null","null","0","228","null","null","0","228","null","null","1047","510","null","null","1324","626","null","null","0","228","null","null","51","85","null","null","1273","643","null","null","3034","1195","null","null","0","228","null","null","453","239","null","null","2581","1179","null","null","3801","1274","null","null","231","236","null","null","1323","750","null","null","2247","1055","null","null","49471","2462","null","null","32277","2563","null","null","11564","1601","null","null","5630","1630","null","null","81","132","null","null","18063","1989","null","null","1085","573","null","null","0","228","null","null","0","228","null","null","1085","573","null","null","1103","506","null","null","600","null","347","null","259","207","null","null","244","238","null","null","1964","693","null","null","1537","null","579","null","427","316","null","null","0","228","null","null","2490","708","null","null","2447","702","null","null","0","228","null","null","43","77","null","null","11371","1783","null","null","11203","1783","null","null","122","147","null","null","46","84","null","null","50","84","null","null",
"0500000US13121","Fulton County, Georgia","257609","5261","null","null","183781","5239","null","null","5558","1357","null","null","0","228","null","null","129","215","null","null","5429","1302","null","null","6272","1307","null","null","0","228","null","null","209","205","null","null","6063","1324","null","null","8520","1648","null","null","459","311","null","null","1898","699","null","null","6163","1491","null","null","19461","2816","null","null","2546","971","null","null","6919","1542","null","null","9996","2007","null","null","143245","4805","null","null","96338","4651","null","null","32170","3294","null","null","14737","2335","null","null","725","424","null","null","73828","3479","null","null","5361","1073","null","null","52","92","null","null","544","376","null","null","4765","983","null","null","5798","1159","null","null","2285","null","636","null","1400","520","null","null","2113","732","null","null","5672","1331","null","null","3797","null","1136","null","1416","615","null","null","459","383","null","null","11707","1762","null","null","9555","1489","null","null","1190","591","null","null","962","562","null","null","43167","3201","null","null","41293","3114","null","null","1320","504","null","null","554","380","null","null","2123","908","null","null",
"0500000US13127","Glynn County, Georgia","24363","1700","null","null","12021","1695","null","null","582","371","null","null","0","228","null","null","0","228","null","null","582","371","null","null","729","389","null","null","0","228","null","null","114","133","null","null","615","369","null","null","1351","755","null","null","162","198","null","null","832","693","null","null","357","208","null","null","2246","903","null","null","601","482","null","null","676","404","null","null","969","548","null","null","6886","1275","null","null","5758","1252","null","null","666","390","null","null","462","363","null","null","227","280","null","null","12342","1567","null","null","1810","900","null","null","115","144","null","null","619","504","null","null","1076","675","null","null","591","316","null","null","394","null","300","null","104","145","null","null","93","114","null","null","1646","734","null","null","927","null","509","null","692","496","null","null","27","47","null","null","2235","947","null","null","2189","939","null","null","0","228","null","null","46","75","null","null","5645","1273","null","null","5538","1290","null","null","107","130","null","null","0","228","null","null","415","337","null","null",
"0500000US13135","Gwinnett County, Georgia","217000","4808","null","null","152272","5377","null","null","5119","1173","null","null","0","228","null","null","0","228","null","null","5119","1173","null","null","9258","2046","null","null","0","228","null","null","543","330","null","null","8715","2026","null","null","8715","1546","null","null","183","155","null","null","1107","412","null","null","7425","1472","null","null","19324","2622","null","null","2100","816","null","null","6715","1479","null","null","10509","1937","null","null","109303","4952","null","null","72702","4251","null","null","27340","2710","null","null","9261","1679","null","null","553","489","null","null","64728","3687","null","null","5384","1228","null","null","146","148","null","null","169","152","null","null","5069","1211","null","null","5791","1032","null","null","1893","null","528","null","1824","597","null","null","2074","807","null","null","6969","1297","null","null","4433","null","927","null","1846","731","null","null","690","405","null","null","10940","1575","null","null","10204","1535","null","null","612","389","null","null","124","97","null","null","34370","2693","null","null","33750","2669","null","null","457","293","null","null","163","175","null","null","1274","1075","null","null",
"0500000US13139","Hall County, Georgia","51922","2499","null","null","32316","2292","null","null","648","400","null","null","0","228","null","null","0","228","null","null","648","400","null","null","1580","662","null","null","0","228","null","null","199","237","null","null","1381","614","null","null","2502","779","null","null","72","120","null","null","829","451","null","null","1601","574","null","null","5557","1434","null","null","536","289","null","null","2725","1041","null","null","2296","900","null","null","21982","2087","null","null","15117","1771","null","null","4868","1183","null","null","1997","880","null","null","47","79","null","null","19606","1456","null","null","2360","604","null","null","108","133","null","null","457","276","null","null","1795","540","null","null","2262","917","null","null","1551","null","752","null","430","328","null","null","281","247","null","null","2605","816","null","null","2212","null","793","null","344","273","null","null","49","69","null","null","3148","765","null","null","2886","751","null","null","212","168","null","null","50","85","null","null","9021","1448","null","null","8746","1428","null","null","188","253","null","null","87","102","null","null","210","220","null","null",
"0500000US13151","Henry County, Georgia","65092","2525","null","null","49636","2668","null","null","1834","819","null","null","95","171","null","null","0","228","null","null","1739","816","null","null","2856","990","null","null","60","101","null","null","230","230","null","null","2566","967","null","null","4530","1407","null","null","115","206","null","null","1229","887","null","null","3186","1082","null","null","7767","1729","null","null","1811","939","null","null","2949","1089","null","null","3007","917","null","null","32491","2342","null","null","20642","2105","null","null","9416","1905","null","null","2433","1176","null","null","158","153","null","null","15456","1971","null","null","954","558","null","null","163","213","null","null","0","228","null","null","791","483","null","null","2022","753","null","null","1081","null","508","null","687","492","null","null","254","183","null","null","1180","558","null","null","1025","null","491","null","155","248","null","null","0","228","null","null","2909","907","null","null","2807","883","null","null","102","152","null","null","0","228","null","null","8141","1418","null","null","7815","1465","null","null","51","90","null","null","275","291","null","null","250","207","null","null",
"0500000US13153","Houston County, Georgia","39749","2303","null","null","25652","2478","null","null","745","514","null","null","0","228","null","null","0","228","null","null","745","514","null","null","2351","1159","null","null","56","98","null","null","174","174","null","null","2121","1145","null","null","1628","744","null","null","231","280","null","null","405","262","null","null","992","648","null","null","4551","1227","null","null","341","210","null","null","2482","984","null","null","1728","683","null","null","16377","2109","null","null","12447","1734","null","null","3044","885","null","null","886","621","null","null","0","228","null","null","14097","1807","null","null","1430","709","null","null","293","307","null","null","286","279","null","null","851","560","null","null","2187","817","null","null","1666","null","731","null","478","345","null","null","43","71","null","null","1485","566","null","null","1204","null","460","null","281","346","null","null","0","228","null","null","2599","861","null","null","2504","876","null","null","43","71","null","null","52","92","null","null","6360","1303","null","null","6297","1294","null","null","63","112","null","null","0","228","null","null","36","90","null","null",
"0500000US13157","Jackson County, Georgia","23489","1175","null","null","16876","1324","null","null","458","367","null","null","0","228","null","null","0","228","null","null","458","367","null","null","1763","831","null","null","0","228","null","null","51","68","null","null","1712","833","null","null","1256","772","null","null","91","115","null","null","93","87","null","null","1072","777","null","null","1519","489","null","null","182","161","null","null","843","378","null","null","494","266","null","null","11880","1324","null","null","8176","1248","null","null","2938","910","null","null","766","456","null","null","0","228","null","null","6613","956","null","null","356","268","null","null","36","43","null","null","0","228","null","null","320","268","null","null","521","274","null","null","193","null","141","null","245","232","null","null","83","117","null","null","1172","494","null","null","966","null","452","null","167","174","null","null","39","66","null","null","1362","469","null","null","1316","473","null","null","46","75","null","null","0","228","null","null","2935","648","null","null","2891","634","null","null","0","228","null","null","44","74","null","null","267","303","null","null",
"0500000US13179","Liberty County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13185","Lowndes County, Georgia","25762","1729","null","null","16322","1846","null","null","1135","630","null","null","0","228","null","null","0","228","null","null","1135","630","null","null","1051","427","null","null","0","228","null","null","89","110","null","null","962","418","null","null","1555","619","null","null","78","141","null","null","648","435","null","null","829","490","null","null","3553","1131","null","null","634","266","null","null","1816","806","null","null","1103","700","null","null","8510","1382","null","null","6101","1372","null","null","2321","801","null","null","88","117","null","null","518","472","null","null","9440","1611","null","null","1147","597","null","null","101","161","null","null","296","293","null","null","750","491","null","null","1537","636","null","null","913","null","501","null","415","351","null","null","209","258","null","null","1081","756","null","null","968","null","714","null","113","189","null","null","0","228","null","null","1842","670","null","null","1712","660","null","null","130","157","null","null","0","228","null","null","3833","976","null","null","3833","976","null","null","0","228","null","null","0","228","null","null","0","228","null","null",
"0500000US13215","Muscogee County, Georgia","40219","2483","null","null","24488","1986","null","null","1618","733","null","null","0","228","null","null","0","228","null","null","1618","733","null","null","2582","966","null","null","0","228","null","null","168","163","null","null","2414","997","null","null","2153","937","null","null","140","178","null","null","952","674","null","null","1061","648","null","null","4355","1128","null","null","976","511","null","null","1874","801","null","null","1505","729","null","null","13703","1933","null","null","10687","1748","null","null","2101","791","null","null","915","610","null","null","77","97","null","null","15731","1971","null","null","2169","703","null","null","621","377","null","null","310","346","null","null","1238","547","null","null","2042","836","null","null","1355","null","775","null","418","323","null","null","269","207","null","null","3043","1297","null","null","3043","null","1297","null","0","228","null","null","0","228","null","null","2744","1091","null","null","2744","1091","null","null","0","228","null","null","0","228","null","null","5255","1325","null","null","5096","1290","null","null","0","228","null","null","159","230","null","null","478","499","null","null",
"0500000US13217","Newton County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13223","Paulding County, Georgia","47790","2567","null","null","35502","2827","null","null","1162","888","null","null","0","228","null","null","0","228","null","null","1162","888","null","null","1471","733","null","null","140","170","null","null","142","152","null","null","1189","693","null","null","2609","885","null","null","83","149","null","null","475","352","null","null","2051","841","null","null","4895","1555","null","null","801","475","null","null","2958","1352","null","null","1136","659","null","null","25237","2644","null","null","17846","2517","null","null","5177","1412","null","null","2214","1031","null","null","128","165","null","null","12288","1820","null","null","863","519","null","null","0","228","null","null","211","171","null","null","652","465","null","null","902","467","null","null","576","null","379","null","186","195","null","null","140","182","null","null","2163","901","null","null","2116","null","901","null","47","82","null","null","0","228","null","null","1892","676","null","null","1892","676","null","null","0","228","null","null","0","228","null","null","6391","1360","null","null","6391","1360","null","null","0","228","null","null","0","228","null","null","77","100","null","null",
"0500000US13245","Richmond County, Georgia","42212","2204","null","null","24667","2546","null","null","1529","782","null","null","0","228","null","null","102","172","null","null","1427","733","null","null","2594","965","null","null","0","228","null","null","134","122","null","null","2460","971","null","null","3327","904","null","null","422","302","null","null","966","489","null","null","1939","825","null","null","4254","1219","null","null","1635","702","null","null","2137","1005","null","null","482","405","null","null","12709","1662","null","null","9433","1629","null","null","2355","900","null","null","921","660","null","null","254","241","null","null","17545","2193","null","null","2748","966","null","null","550","485","null","null","1097","790","null","null","1101","416","null","null","3706","1156","null","null","2154","null","908","null","745","505","null","null","807","683","null","null","1946","671","null","null","1795","null","631","null","0","228","null","null","151","256","null","null","2893","1015","null","null","2775","988","null","null","118","133","null","null","0","228","null","null","5868","1235","null","null","5868","1235","null","null","0","228","null","null","0","228","null","null","384","441","null","null",
"0500000US13247","Rockdale County, Georgia","24601","1749","null","null","17779","2046","null","null","704","522","null","null","0","228","null","null","0","228","null","null","704","522","null","null","376","335","null","null","0","228","null","null","0","228","null","null","376","335","null","null","1471","818","null","null","41","69","null","null","255","219","null","null","1175","772","null","null","3943","1075","null","null","254","219","null","null","1977","881","null","null","1712","751","null","null","11032","1903","null","null","5519","1429","null","null","4430","1363","null","null","1083","521","null","null","253","321","null","null","6822","1286","null","null","229","188","null","null","0","228","null","null","42","79","null","null","187","168","null","null","1617","718","null","null","529","null","331","null","636","510","null","null","452","470","null","null","385","220","null","null","311","null","183","null","74","120","null","null","0","228","null","null","1775","722","null","null","1775","722","null","null","0","228","null","null","0","228","null","null","2816","1011","null","null","2816","1011","null","null","0","228","null","null","0","228","null","null","0","228","null","null",
"0500000US13255","Spalding County, Georgia","16931","1352","null","null","10515","1428","null","null","925","537","null","null","0","228","null","null","0","228","null","null","925","537","null","null","789","512","null","null","0","228","null","null","316","364","null","null","473","371","null","null","1286","707","null","null","503","480","null","null","51","82","null","null","732","488","null","null","1878","751","null","null","631","456","null","null","483","316","null","null","764","484","null","null","5387","1165","null","null","4363","996","null","null","527","360","null","null","497","427","null","null","250","389","null","null","6416","1070","null","null","630","494","null","null","0","228","null","null","66","107","null","null","564","479","null","null","852","405","null","null","281","null","231","null","184","159","null","null","387","273","null","null","680","419","null","null","608","null","405","null","72","119","null","null","0","228","null","null","1497","637","null","null","1497","637","null","null","0","228","null","null","0","228","null","null","2655","757","null","null","2655","757","null","null","0","228","null","null","0","228","null","null","102","180","null","null",
"0500000US13285","Troup County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13295","Walker County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13297","Walton County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
