"GEO_ID","NAME","B19081_001E","B19081_001M","B19081_001MA","B19081_001EA","B19081_002E","B19081_002M","B19081_002MA","B19081_002EA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means:!!Lowest Quintile","Margin of Error!!Quintile Means:!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means:!!Lowest Quintile","Annotation of Estimate!!Quintile Means:!!Lowest Quintile","Estimate!!Quintile Means:!!Second Quintile","Margin of Error!!Quintile Means:!!Second Quintile","Annotation of Margin of Error!!Quintile Means:!!Second Quintile","Annotation of Estimate!!Quintile Means:!!Second Quintile","Estimate!!Quintile Means:!!Third Quintile","Margin of Error!!Quintile Means:!!Third Quintile","Annotation of Margin of Error!!Quintile Means:!!Third Quintile","Annotation of Estimate!!Quintile Means:!!Third Quintile","Estimate!!Quintile Means:!!Fourth Quintile","Margin of Error!!Quintile Means:!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means:!!Fourth Quintile","Annotation of Estimate!!Quintile Means:!!Fourth Quintile","Estimate!!Quintile Means:!!Highest Quintile","Margin of Error!!Quintile Means:!!Highest Quintile","Annotation of Margin of Error!!Quintile Means:!!Highest Quintile","Annotation of Estimate!!Quintile Means:!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0100000US","United States","15614","65","null","null","44346","116","null","null","75121","145","null","null","118415","215","null","null","274279","749","null","null","498167","2416","null","null",
"0400000US01","Alabama","11401","374","null","null","34205","596","null","null","60096","771","null","null","96067","1013","null","null","213012","4080","null","null","376209","12233","null","null",
"0400000US02","Alaska","20172","1764","null","null","54786","2180","null","null","88660","2547","null","null","129101","3436","null","null","254899","10040","null","null","423758","32341","null","null",
"0400000US04","Arizona","16732","407","null","null","45957","603","null","null","74923","808","null","null","114315","1071","null","null","254650","5882","null","null","461094","20238","null","null",
"0400000US05","Arkansas","11225","473","null","null","32883","670","null","null","55886","772","null","null","87710","1077","null","null","196563","5201","null","null","350908","17135","null","null",
"0400000US06","California","18110","223","null","null","53486","367","null","null","92068","471","null","null","147009","692","null","null","346847","2716","null","null","627250","8719","null","null",
"0400000US08","Colorado","20359","397","null","null","54767","726","null","null","89472","1028","null","null","136732","1527","null","null","293864","4688","null","null","505539","14358","null","null",
"0400000US09","Connecticut","17449","676","null","null","51732","1282","null","null","89379","1419","null","null","141508","2278","null","null","340731","8707","null","null","647966","27706","null","null",
"0400000US10","Delaware","19510","1095","null","null","50363","1577","null","null","82402","2080","null","null","122539","2659","null","null","252376","11612","null","null","433390","36247","null","null",
"0400000US11","District of Columbia","15665","1727","null","null","56985","2661","null","null","102090","3668","null","null","169545","5573","null","null","400077","16230","null","null","701660","45179","null","null",
"0400000US12","Florida","15293","239","null","null","42058","354","null","null","69655","497","null","null","108529","581","null","null","261209","3090","null","null","495501","9893","null","null",
"0400000US13","Georgia","15412","320","null","null","43740","503","null","null","73022","642","null","null","113564","863","null","null","253577","3575","null","null","448566","11195","null","null",
"0400000US15","Hawaii","18975","1200","null","null","55623","1619","null","null","92546","2110","null","null","140571","2774","null","null","297132","8580","null","null","506378","28080","null","null",
"0400000US16","Idaho","18560","640","null","null","45895","887","null","null","72449","1169","null","null","106093","1532","null","null","229521","8488","null","null","414291","26531","null","null",
"0400000US17","Illinois","15343","290","null","null","45269","478","null","null","77144","600","null","null","120718","915","null","null","275167","2966","null","null","497340","8246","null","null",
"0400000US18","Indiana","15202","359","null","null","41134","515","null","null","67195","584","null","null","102109","764","null","null","218385","3680","null","null","386410","12414","null","null",
"0400000US19","Iowa","16973","497","null","null","43573","684","null","null","69999","870","null","null","106100","1184","null","null","226830","5242","null","null","405056","17708","null","null",
"0400000US20","Kansas","15724","517","null","null","42093","766","null","null","69149","1048","null","null","106526","1187","null","null","232612","5681","null","null","412412","18786","null","null",
"0400000US21","Kentucky","11942","328","null","null","34598","631","null","null","59612","874","null","null","94364","1176","null","null","212554","4636","null","null","388506","15545","null","null",
"0400000US22","Louisiana","10691","343","null","null","31323","641","null","null","56007","833","null","null","92568","1158","null","null","205286","3461","null","null","358445","10866","null","null",
"0400000US23","Maine","15968","824","null","null","42621","1128","null","null","69962","1490","null","null","107285","2082","null","null","231939","8106","null","null","412375","24212","null","null",
"0400000US24","Maryland","19444","548","null","null","56771","890","null","null","95560","1017","null","null","148684","1627","null","null","308921","4916","null","null","515476","14295","null","null",
"0400000US25","Massachusetts","16996","468","null","null","53299","782","null","null","94908","1138","null","null","151962","1559","null","null","351952","6389","null","null","636120","19184","null","null",
"0400000US26","Michigan","14784","278","null","null","40640","427","null","null","67641","604","null","null","105255","747","null","null","230959","2759","null","null","407342","9578","null","null",
"0400000US27","Minnesota","18980","470","null","null","50847","648","null","null","82872","743","null","null","125808","1008","null","null","270174","4156","null","null","479331","13196","null","null",
"0400000US28","Mississippi","10171","386","null","null","30276","655","null","null","52845","830","null","null","84903","1268","null","null","184924","4193","null","null","320434","13562","null","null",
"0400000US29","Missouri","14324","357","null","null","39455","543","null","null","65334","673","null","null","101035","887","null","null","222783","4377","null","null","401368","14484","null","null",
"0400000US30","Montana","15384","745","null","null","41417","1025","null","null","67919","1346","null","null","101120","2150","null","null","228532","9967","null","null","418361","32633","null","null",
"0400000US31","Nebraska","16346","752","null","null","42978","913","null","null","70317","1071","null","null","108361","1481","null","null","234995","6870","null","null","422325","23285","null","null",
"0400000US32","Nevada","16162","687","null","null","44489","918","null","null","72629","1052","null","null","110911","1566","null","null","247917","7644","null","null","456099","23596","null","null",
"0400000US33","New Hampshire","21841","927","null","null","56008","1282","null","null","90431","1926","null","null","140037","2788","null","null","288945","9502","null","null","489097","28675","null","null",
"0400000US34","New Jersey","19682","468","null","null","56663","698","null","null","96732","1010","null","null","153022","1406","null","null","344854","4934","null","null","610528","14040","null","null",
"0400000US35","New Mexico","11775","644","null","null","34250","919","null","null","60150","1260","null","null","96653","1660","null","null","209081","5996","null","null","367150","19429","null","null",
"0400000US36","New York","13591","251","null","null","44334","515","null","null","80086","603","null","null","131212","834","null","null","326428","3575","null","null","619261","11258","null","null",
"0400000US37","North Carolina","15096","304","null","null","41103","380","null","null","67852","573","null","null","105892","867","null","null","241821","3407","null","null","437418","11704","null","null",
"0400000US38","North Dakota","16049","982","null","null","44431","1281","null","null","72530","1882","null","null","109649","2925","null","null","245836","12064","null","null","458534","44140","null","null",
"0400000US39","Ohio","14195","323","null","null","39920","446","null","null","66381","543","null","null","103459","780","null","null","226591","2497","null","null","399556","7902","null","null",
"0400000US40","Oklahoma","13082","340","null","null","36003","480","null","null","59995","650","null","null","94511","875","null","null","210114","3852","null","null","375292","12734","null","null",
"0400000US41","Oregon","16482","561","null","null","45796","877","null","null","76158","1172","null","null","117357","1509","null","null","258823","4974","null","null","456789","15202","null","null",
"0400000US42","Pennsylvania","15303","316","null","null","42911","448","null","null","72280","572","null","null","113816","773","null","null","255764","2896","null","null","454110","8567","null","null",
"0400000US44","Rhode Island","15526","1051","null","null","48654","1636","null","null","82368","2511","null","null","127382","2993","null","null","266185","14840","null","null","462753","53305","null","null",
"0400000US45","South Carolina","13906","404","null","null","38693","552","null","null","64544","731","null","null","100196","1152","null","null","226183","5267","null","null","408422","16637","null","null",
"0400000US46","South Dakota","15826","854","null","null","43312","1238","null","null","69936","1736","null","null","104674","2252","null","null","220281","10854","null","null","389168","34686","null","null",
"0400000US47","Tennessee","14667","340","null","null","39975","544","null","null","65757","726","null","null","101890","900","null","null","226707","3473","null","null","406527","11065","null","null",
"0400000US48","Texas","15762","182","null","null","43592","328","null","null","72774","430","null","null","114978","680","null","null","261583","2290","null","null","466833","7245","null","null",
"0400000US49","Utah","23988","728","null","null","57750","1060","null","null","89334","1189","null","null","131245","1578","null","null","267902","6202","null","null","466209","19849","null","null",
"0400000US50","Vermont","17704","993","null","null","45126","1513","null","null","74558","2027","null","null","115316","2892","null","null","233602","7982","null","null","395134","24666","null","null",
"0400000US51","Virginia","17905","363","null","null","51077","512","null","null","86799","727","null","null","136995","1090","null","null","302515","4350","null","null","525489","13218","null","null",
"0400000US53","Washington","19816","471","null","null","55670","682","null","null","91550","862","null","null","140555","1217","null","null","321645","4333","null","null","573289","13348","null","null",
"0400000US54","West Virginia","11286","456","null","null","31219","759","null","null","54710","1195","null","null","87314","1544","null","null","191795","7089","null","null","343743","23788","null","null",
"0400000US55","Wisconsin","17032","292","null","null","44125","453","null","null","71197","604","null","null","108416","770","null","null","229656","3481","null","null","407232","11484","null","null",
"0400000US56","Wyoming","15900","1381","null","null","42394","2040","null","null","70275","2535","null","null","106550","3370","null","null","214972","13640","null","null","368803","45078","null","null",
"0400000US72","Puerto Rico","3575","182","null","null","13468","292","null","null","24369","490","null","null","42040","655","null","null","112259","4107","null","null","214436","14181","null","null",
"0500000US01003","Baldwin County, Alabama","13887","2558","null","null","40717","4080","null","null","69253","4519","null","null","106618","5888","null","null","234528","23159","null","null","420652","66855","null","null",
"0500000US01015","Calhoun County, Alabama","9635","2498","null","null","32044","3846","null","null","51947","4593","null","null","81949","5930","null","null","167198","20496","null","null","291509","67755","null","null",
"0500000US01043","Cullman County, Alabama","11283","2817","null","null","32970","5160","null","null","64126","6664","null","null","96404","6565","null","null","199912","27320","null","null","343937","86557","null","null",
"0500000US01049","DeKalb County, Alabama","9075","2404","null","null","28597","3943","null","null","49506","4697","null","null","79384","7654","null","null","143170","11269","null","null","200388","20008","null","null",
"0500000US01051","Elmore County, Alabama","18564","3994","null","null","46084","3423","null","null","70842","5488","null","null","103724","6817","null","null","197984","21108","null","null","306410","58007","null","null",
"0500000US01055","Etowah County, Alabama","12735","1738","null","null","30751","3790","null","null","56233","4612","null","null","83623","5339","null","null","166917","20115","null","null","271003","61649","null","null",
"0500000US01069","Houston County, Alabama","11309","1298","null","null","34099","2406","null","null","56887","3143","null","null","90165","4518","null","null","211731","23936","null","null","389111","65331","null","null",
"0500000US01073","Jefferson County, Alabama","12390","884","null","null","35402","1496","null","null","62665","1854","null","null","101773","2732","null","null","263667","17332","null","null","504170","54988","null","null",
"0500000US01077","Lauderdale County, Alabama","12746","2304","null","null","35683","3862","null","null","60620","4755","null","null","90708","5724","null","null","186664","19424","null","null","305693","53037","null","null",
"0500000US01081","Lee County, Alabama","8579","1958","null","null","32942","3140","null","null","59691","3982","null","null","100333","6257","null","null","210007","16638","null","null","351592","54966","null","null",
"0500000US01083","Limestone County, Alabama","17624","3662","null","null","52555","4821","null","null","84107","6675","null","null","128462","11517","null","null","249600","26413","null","null","379003","76080","null","null",
"0500000US01089","Madison County, Alabama","16822","1953","null","null","47443","2795","null","null","80781","3731","null","null","126034","4021","null","null","277866","17242","null","null","485752","52199","null","null",
"0500000US01095","Marshall County, Alabama","12082","1551","null","null","30513","3613","null","null","52340","4275","null","null","88417","7343","null","null","179014","14053","null","null","292694","32354","null","null",
"0500000US01097","Mobile County, Alabama","10624","1110","null","null","30180","1848","null","null","54812","2567","null","null","89772","3662","null","null","199468","11597","null","null","340799","31498","null","null",
"0500000US01101","Montgomery County, Alabama","11665","1862","null","null","34369","3330","null","null","58011","4682","null","null","91238","5645","null","null","189514","16656","null","null","326942","49727","null","null",
"0500000US01103","Morgan County, Alabama","14653","2801","null","null","39029","3794","null","null","62770","4685","null","null","94207","5724","null","null","191929","21325","null","null","324878","58463","null","null",
"0500000US01115","St. Clair County, Alabama","14870","3209","null","null","39872","5290","null","null","69496","6266","null","null","102881","6846","null","null","181111","15415","null","null","285750","41089","null","null",
"0500000US01117","Shelby County, Alabama","22997","3156","null","null","60122","3665","null","null","96507","4967","null","null","140213","5313","null","null","263883","15532","null","null","417594","43453","null","null",
"0500000US01121","Talladega County, Alabama","9077","3085","null","null","32145","6284","null","null","56398","6785","null","null","86584","9799","null","null","220980","69488","null","null","470507","261918","null","null",
"0500000US01125","Tuscaloosa County, Alabama","10307","2103","null","null","35817","3476","null","null","61394","3646","null","null","100666","5980","null","null","214079","16586","null","null","371335","52079","null","null",
"0500000US02020","Anchorage Municipality, Alaska","23735","3416","null","null","62045","4028","null","null","99870","4699","null","null","145621","7517","null","null","295064","20337","null","null","512264","69094","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","21012","4128","null","null","54015","5680","null","null","83132","8472","null","null","113191","7740","null","null","212888","26810","null","null","334256","83533","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","20398","2622","null","null","54080","3939","null","null","85568","4927","null","null","122756","6293","null","null","225239","18349","null","null","343030","52585","null","null",
"0500000US04001","Apache County, Arizona","3027","1544","null","null","18559","3169","null","null","37844","4022","null","null","68434","8447","null","null","152684","23392","null","null","232732","56405","null","null",
"0500000US04003","Cochise County, Arizona","12144","1999","null","null","34211","2750","null","null","55715","3785","null","null","89143","5850","null","null","178711","16229","null","null","273226","40527","null","null",
"0500000US04005","Coconino County, Arizona","13819","2616","null","null","39432","3403","null","null","63286","4638","null","null","100394","7275","null","null","210435","21016","null","null","366277","62991","null","null",
"0500000US04013","Maricopa County, Arizona","19562","629","null","null","52440","824","null","null","83869","1236","null","null","125481","1504","null","null","277517","7406","null","null","499276","24356","null","null",
"0500000US04015","Mohave County, Arizona","12918","1760","null","null","33863","2431","null","null","55000","3385","null","null","86542","5511","null","null","236855","69639","null","null","526823","265480","null","null",
"0500000US04017","Navajo County, Arizona","7590","1702","null","null","27770","2694","null","null","49231","4430","null","null","79804","7357","null","null","164257","17482","null","null","261776","57872","null","null",
"0500000US04019","Pima County, Arizona","13981","932","null","null","38032","1339","null","null","64315","1880","null","null","102194","2885","null","null","229733","14027","null","null","415960","49206","null","null",
"0500000US04021","Pinal County, Arizona","20333","1771","null","null","52208","2094","null","null","76559","2941","null","null","108916","4051","null","null","222320","18946","null","null","384401","55856","null","null",
"0500000US04025","Yavapai County, Arizona","15304","1714","null","null","40862","2741","null","null","64394","3577","null","null","97973","5195","null","null","216801","22016","null","null","403520","70344","null","null",
"0500000US04027","Yuma County, Arizona","14568","1912","null","null","33971","2204","null","null","54680","3107","null","null","83287","5157","null","null","177160","17812","null","null","311105","59256","null","null",
"0500000US05007","Benton County, Arkansas","24151","2516","null","null","56465","2813","null","null","86804","4190","null","null","127566","5546","null","null","269071","17711","null","null","461402","57466","null","null",
"0500000US05031","Craighead County, Arkansas","11872","1901","null","null","33124","4473","null","null","62934","6911","null","null","102827","7589","null","null","231581","33918","null","null","429790","112885","null","null",
"0500000US05045","Faulkner County, Arkansas","11680","3002","null","null","38279","3665","null","null","62319","4546","null","null","91794","6009","null","null","187552","21761","null","null","300846","53990","null","null",
"0500000US05051","Garland County, Arkansas","10673","2247","null","null","31910","3935","null","null","53382","4285","null","null","80612","7607","null","null","184812","25576","null","null","343171","83862","null","null",
"0500000US05069","Jefferson County, Arkansas","8975","2326","null","null","25111","2933","null","null","44174","4836","null","null","71325","6044","null","null","144915","27472","null","null","253314","97545","null","null",
"0500000US05085","Lonoke County, Arkansas","17160","2475","null","null","39214","5512","null","null","64252","5754","null","null","92197","7279","null","null","162274","12898","null","null","232212","22896","null","null",
"0500000US05119","Pulaski County, Arkansas","10527","1815","null","null","33472","2361","null","null","57169","2963","null","null","93266","3486","null","null","236204","20177","null","null","433301","65965","null","null",
"0500000US05125","Saline County, Arkansas","16997","3102","null","null","43982","3919","null","null","69163","6004","null","null","106541","6989","null","null","190042","13435","null","null","279331","36878","null","null",
"0500000US05131","Sebastian County, Arkansas","11876","1867","null","null","32957","3014","null","null","52440","3282","null","null","78662","5009","null","null","196570","27941","null","null","392394","89233","null","null",
"0500000US05143","Washington County, Arkansas","14544","1306","null","null","36716","2924","null","null","61692","4144","null","null","96595","5294","null","null","214931","21524","null","null","387976","65898","null","null",
"0500000US05145","White County, Arkansas","10389","3108","null","null","33104","5023","null","null","56348","5034","null","null","80955","4655","null","null","142834","16871","null","null","226710","62211","null","null",
"0500000US06001","Alameda County, California","20752","1132","null","null","68821","2250","null","null","122960","3162","null","null","202625","4160","null","null","427833","10957","null","null","700142","33240","null","null",
"0500000US06007","Butte County, California","13839","1781","null","null","38097","2621","null","null","64703","4413","null","null","106148","5481","null","null","237104","23865","null","null","415827","81585","null","null",
"0500000US06013","Contra Costa County, California","23520","1744","null","null","70502","3213","null","null","120597","4154","null","null","187848","4674","null","null","424418","15782","null","null","735951","51308","null","null",
"0500000US06017","El Dorado County, California","24974","3685","null","null","65162","4888","null","null","106043","5798","null","null","165383","10508","null","null","372983","31188","null","null","630091","83267","null","null",
"0500000US06019","Fresno County, California","13182","1082","null","null","40041","1751","null","null","69580","2535","null","null","109991","3739","null","null","239360","12348","null","null","418751","39016","null","null",
"0500000US06023","Humboldt County, California","11398","3438","null","null","36586","3009","null","null","58574","4846","null","null","97442","6792","null","null","206379","19260","null","null","349567","55304","null","null",
"0500000US06025","Imperial County, California","10567","1888","null","null","32025","3735","null","null","56788","5054","null","null","90935","7056","null","null","206100","27182","null","null","366765","63672","null","null",
"0500000US06029","Kern County, California","14246","910","null","null","38815","1481","null","null","66508","2114","null","null","102967","2910","null","null","224755","14969","null","null","395273","48828","null","null",
"0500000US06031","Kings County, California","18746","3489","null","null","43354","3639","null","null","65138","6323","null","null","101540","6575","null","null","194504","17883","null","null","303426","42076","null","null",
"0500000US06033","Lake County, California","9217","2466","null","null","30035","4564","null","null","50700","5666","null","null","82779","9537","null","null","182219","26758","null","null","305500","67728","null","null",
"0500000US06037","Los Angeles County, California","15561","394","null","null","47299","643","null","null","82998","785","null","null","133275","1316","null","null","322225","6156","null","null","597695","19358","null","null",
"0500000US06039","Madera County, California","14380","3271","null","null","44328","5100","null","null","77388","7390","null","null","117078","10674","null","null","264294","43705","null","null","474377","122832","null","null",
"0500000US06041","Marin County, California","27895","3498","null","null","77037","5901","null","null","137959","9030","null","null","235692","13372","null","null","597936","49574","null","null","1086589","112173","null","null",
"0500000US06045","Mendocino County, California","11288","2116","null","null","36426","5955","null","null","65798","6884","null","null","102959","9441","null","null","263320","45060","null","null","510377","144214","null","null",
"0500000US06047","Merced County, California","13083","1957","null","null","40554","3382","null","null","67349","4022","null","null","100175","4301","null","null","216768","21485","null","null","389485","74865","null","null",
"0500000US06053","Monterey County, California","21336","2389","null","null","54817","3351","null","null","91733","4021","null","null","134331","5385","null","null","302133","22892","null","null","551625","69525","null","null",
"0500000US06055","Napa County, California","22454","3013","null","null","59684","5090","null","null","98859","6300","null","null","156234","8400","null","null","360032","35023","null","null","659057","107791","null","null",
"0500000US06057","Nevada County, California","13925","3765","null","null","47759","6697","null","null","80509","7255","null","null","131682","9045","null","null","309608","36353","null","null","521890","102764","null","null",
"0500000US06059","Orange County, California","21823","976","null","null","63618","1485","null","null","107164","1870","null","null","168629","2718","null","null","373947","13194","null","null","660952","40637","null","null",
"0500000US06061","Placer County, California","24311","2722","null","null","65937","3524","null","null","106444","4931","null","null","164868","5936","null","null","358524","25357","null","null","639735","72507","null","null",
"0500000US06065","Riverside County, California","19721","929","null","null","53068","1370","null","null","87193","1833","null","null","130742","2135","null","null","257873","5926","null","null","429231","20765","null","null",
"0500000US06067","Sacramento County, California","18025","1000","null","null","52423","1677","null","null","85022","1724","null","null","128868","2718","null","null","266509","8375","null","null","447292","24950","null","null",
"0500000US06069","San Benito County, California","32700","5223","null","null","71336","9094","null","null","112243","11170","null","null","163514","17203","null","null","313842","37295","null","null","473206","91736","null","null",
"0500000US06071","San Bernardino County, California","17481","804","null","null","47435","1391","null","null","79287","1568","null","null","119877","2361","null","null","235595","7419","null","null","386775","23258","null","null",
"0500000US06073","San Diego County, California","20472","881","null","null","58974","1193","null","null","98727","1693","null","null","151827","1975","null","null","319882","6974","null","null","539859","20758","null","null",
"0500000US06075","San Francisco County, California","18828","1646","null","null","72368","3252","null","null","136306","4270","null","null","229815","7282","null","null","542183","25371","null","null","969145","71446","null","null",
"0500000US06077","San Joaquin County, California","18967","1664","null","null","51714","2299","null","null","86367","3342","null","null","131575","4420","null","null","270856","14575","null","null","469209","46531","null","null",
"0500000US06079","San Luis Obispo County, California","18300","1698","null","null","54481","3741","null","null","91339","4759","null","null","142327","6129","null","null","357141","74720","null","null","738221","283668","null","null",
"0500000US06081","San Mateo County, California","29711","2232","null","null","84491","3804","null","null","147273","5129","null","null","238587","6947","null","null","583538","27328","null","null","1050578","77493","null","null",
"0500000US06083","Santa Barbara County, California","17988","2248","null","null","51814","2959","null","null","90843","4499","null","null","148096","5922","null","null","347433","21948","null","null","634988","70402","null","null",
"0500000US06085","Santa Clara County, California","28309","1439","null","null","87269","2362","null","null","151295","3269","null","null","244514","4962","null","null","551296","14234","null","null","926311","33087","null","null",
"0500000US06087","Santa Cruz County, California","17381","2561","null","null","56005","6105","null","null","102359","5716","null","null","162209","9756","null","null","383159","32196","null","null","648019","77909","null","null",
"0500000US06089","Shasta County, California","13777","1704","null","null","36998","3550","null","null","68677","4588","null","null","99685","4531","null","null","206775","16535","null","null","338329","45694","null","null",
"0500000US06095","Solano County, California","19969","2705","null","null","57694","3883","null","null","93336","3873","null","null","140217","5865","null","null","275572","13056","null","null","439652","39235","null","null",
"0500000US06097","Sonoma County, California","21868","1937","null","null","58901","2795","null","null","97543","3655","null","null","152605","4904","null","null","330570","20723","null","null","575551","61563","null","null",
"0500000US06099","Stanislaus County, California","15883","1599","null","null","45347","2663","null","null","76558","3494","null","null","115517","3591","null","null","235042","10844","null","null","383285","28173","null","null",
"0500000US06101","Sutter County, California","16252","3731","null","null","42786","5074","null","null","67036","8442","null","null","111156","11180","null","null","226614","29120","null","null","384977","83154","null","null",
"0500000US06103","Tehama County, California","14654","2649","null","null","36483","4670","null","null","59991","6443","null","null","90973","8167","null","null","182224","24452","null","null","290959","76479","null","null",
"0500000US06107","Tulare County, California","15846","1507","null","null","40089","2494","null","null","65520","3202","null","null","101888","4273","null","null","209653","16475","null","null","341765","41308","null","null",
"0500000US06111","Ventura County, California","22871","1998","null","null","63060","2461","null","null","103660","2918","null","null","157786","3716","null","null","352225","33474","null","null","659564","121067","null","null",
"0500000US06113","Yolo County, California","14127","2181","null","null","46650","4423","null","null","84602","6463","null","null","137208","7392","null","null","286335","22705","null","null","469663","65481","null","null",
"0500000US06115","Yuba County, California","14403","3396","null","null","43300","5688","null","null","66956","5865","null","null","101189","7145","null","null","223577","33465","null","null","387698","111616","null","null",
"0500000US08001","Adams County, Colorado","22728","2162","null","null","59289","3010","null","null","92251","3537","null","null","134741","5044","null","null","250068","16164","null","null","385676","50594","null","null",
"0500000US08005","Arapahoe County, Colorado","23544","1817","null","null","59997","2026","null","null","93716","2408","null","null","141840","3918","null","null","313915","14025","null","null","556603","43054","null","null",
"0500000US08013","Boulder County, Colorado","19816","2035","null","null","57003","3563","null","null","97088","4035","null","null","157385","5950","null","null","359196","21281","null","null","620622","66717","null","null",
"0500000US08014","Broomfield County, Colorado","27577","7817","null","null","75890","7188","null","null","118343","8205","null","null","173100","8749","null","null","307428","22974","null","null","465624","56287","null","null",
"0500000US08031","Denver County, Colorado","17180","1379","null","null","51057","2424","null","null","88011","2839","null","null","141472","4362","null","null","331800","12041","null","null","586341","36796","null","null",
"0500000US08035","Douglas County, Colorado","39644","3422","null","null","92606","4467","null","null","140060","4877","null","null","194849","6374","null","null","398301","25123","null","null","680739","74496","null","null",
"0500000US08041","El Paso County, Colorado","21070","1497","null","null","53503","2162","null","null","83218","2426","null","null","123871","3117","null","null","247783","10999","null","null","406271","33086","null","null",
"0500000US08059","Jefferson County, Colorado","26485","2005","null","null","66044","2359","null","null","102908","2891","null","null","155035","4649","null","null","313505","13734","null","null","516416","37679","null","null",
"0500000US08069","Larimer County, Colorado","18694","1741","null","null","51753","2839","null","null","87832","3302","null","null","130076","4114","null","null","264664","11858","null","null","429251","33719","null","null",
"0500000US08077","Mesa County, Colorado","17192","2207","null","null","44679","4052","null","null","70232","3819","null","null","102328","7491","null","null","209461","16418","null","null","357698","45648","null","null",
"0500000US08101","Pueblo County, Colorado","12671","1955","null","null","36197","3436","null","null","59288","3966","null","null","91130","5884","null","null","188257","28565","null","null","334079","105447","null","null",
"0500000US08123","Weld County, Colorado","21747","2442","null","null","57493","3491","null","null","92038","4197","null","null","134964","5924","null","null","261666","22748","null","null","429479","71516","null","null",
"0500000US09110","Capitol Planning Region, Connecticut","16814","1268","null","null","49868","1996","null","null","85683","2204","null","null","136632","3389","null","null","294886","11878","null","null","514863","34131","null","null",
"0500000US09120","Greater Bridgeport Planning Region, Connecticut","12776","2013","null","null","41688","3680","null","null","80212","4181","null","null","133425","7140","null","null","345587","31090","null","null","627709","77527","null","null",
"0500000US09130","Lower Connecticut River Valley Planning Region, Connecticut","22608","3625","null","null","62014","5023","null","null","99330","4777","null","null","149632","8187","null","null","334893","70875","null","null","647980","266395","null","null",
"0500000US09140","Naugatuck Valley Planning Region, Connecticut","16374","1620","null","null","47186","3005","null","null","82064","3622","null","null","122640","5280","null","null","253080","18708","null","null","429696","60197","null","null",
"0500000US09150","Northeastern Connecticut Planning Region, Connecticut","20904","6871","null","null","54424","4665","null","null","79552","5967","null","null","115098","7572","null","null","229786","33114","null","null","381890","113618","null","null",
"0500000US09160","Northwest Hills Planning Region, Connecticut","22335","3351","null","null","55487","5243","null","null","86709","5248","null","null","130319","7445","null","null","275957","28137","null","null","486159","88212","null","null",
"0500000US09170","South Central Connecticut Planning Region, Connecticut","16548","1403","null","null","47666","2092","null","null","84980","3075","null","null","136108","3924","null","null","296038","19248","null","null","529388","67916","null","null",
"0500000US09180","Southeastern Connecticut Planning Region, Connecticut","15860","1881","null","null","46180","4063","null","null","80179","4335","null","null","123973","6515","null","null","257480","15316","null","null","440206","44954","null","null",
"0500000US09190","Western Connecticut Planning Region, Connecticut","23424","2176","null","null","71779","3652","null","null","123024","5068","null","null","201998","6916","null","null","565495","27312","null","null","1096056","66632","null","null",
"0500000US10001","Kent County, Delaware","19248","2484","null","null","46671","3650","null","null","73146","4534","null","null","105760","6060","null","null","194015","18898","null","null","307651","57798","null","null",
"0500000US10003","New Castle County, Delaware","18822","1789","null","null","51515","2850","null","null","86080","3426","null","null","129221","4115","null","null","261329","15379","null","null","433449","47341","null","null",
"0500000US10005","Sussex County, Delaware","21256","1819","null","null","51198","2828","null","null","82740","3509","null","null","121582","4150","null","null","270093","19788","null","null","501774","68184","null","null",
"0500000US11001","District of Columbia, District of Columbia","15665","1727","null","null","56985","2661","null","null","102090","3668","null","null","169545","5573","null","null","400077","16230","null","null","701660","45179","null","null",
"0500000US12001","Alachua County, Florida","8680","1570","null","null","33041","3075","null","null","59458","4392","null","null","99788","5823","null","null","232302","28682","null","null","426370","95707","null","null",
"0500000US12005","Bay County, Florida","18637","2353","null","null","43580","2206","null","null","66518","4180","null","null","100331","6214","null","null","255200","34150","null","null","513638","103760","null","null",
"0500000US12009","Brevard County, Florida","18210","1446","null","null","45897","2196","null","null","76110","2805","null","null","116953","3959","null","null","240661","11402","null","null","404659","34128","null","null",
"0500000US12011","Broward County, Florida","14875","790","null","null","41826","1251","null","null","70967","1717","null","null","112575","2384","null","null","260995","8660","null","null","473911","27673","null","null",
"0500000US12015","Charlotte County, Florida","16656","1726","null","null","41466","3107","null","null","64011","3239","null","null","92715","4508","null","null","197544","16969","null","null","351197","57364","null","null",
"0500000US12017","Citrus County, Florida","11877","1756","null","null","32181","2838","null","null","51453","3316","null","null","78840","4647","null","null","200449","57186","null","null","432304","218167","null","null",
