"GEO_ID","NAME","B19081_001E","B19081_001M","B19081_001MA","B19081_001EA","B19081_002E","B19081_002M","B19081_002MA","B19081_002EA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means:!!Lowest Quintile","Margin of Error!!Quintile Means:!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means:!!Lowest Quintile","Annotation of Estimate!!Quintile Means:!!Lowest Quintile","Estimate!!Quintile Means:!!Second Quintile","Margin of Error!!Quintile Means:!!Second Quintile","Annotation of Margin of Error!!Quintile Means:!!Second Quintile","Annotation of Estimate!!Quintile Means:!!Second Quintile","Estimate!!Quintile Means:!!Third Quintile","Margin of Error!!Quintile Means:!!Third Quintile","Annotation of Margin of Error!!Quintile Means:!!Third Quintile","Annotation of Estimate!!Quintile Means:!!Third Quintile","Estimate!!Quintile Means:!!Fourth Quintile","Margin of Error!!Quintile Means:!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means:!!Fourth Quintile","Annotation of Estimate!!Quintile Means:!!Fourth Quintile","Estimate!!Quintile Means:!!Highest Quintile","Margin of Error!!Quintile Means:!!Highest Quintile","Annotation of Margin of Error!!Quintile Means:!!Highest Quintile","Annotation of Estimate!!Quintile Means:!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0500000US29051","Cole County, Missouri","17725","3594","null","null","43814","4727","null","null","71228","7356","null","null","103357","5301","null","null","193116","17590","null","null","323272","50119","null","null",
"0500000US29071","Franklin County, Missouri","19042","2532","null","null","42959","2909","null","null","64015","4808","null","null","100293","6230","null","null","194313","21808","null","null","312700","77429","null","null",
"0500000US29077","Greene County, Missouri","13711","1131","null","null","33730","1894","null","null","55548","2851","null","null","86239","3477","null","null","180985","13310","null","null","312142","43628","null","null",
"0500000US29095","Jackson County, Missouri","12623","1133","null","null","38868","1358","null","null","62958","1702","null","null","98178","2772","null","null","218641","12478","null","null","388924","39603","null","null",
"0500000US29097","Jasper County, Missouri","13093","2303","null","null","34435","2887","null","null","54468","3143","null","null","82603","4137","null","null","147691","9909","null","null","218173","22116","null","null",
"0500000US29099","Jefferson County, Missouri","18722","2139","null","null","47478","4019","null","null","78687","3988","null","null","116248","5301","null","null","222976","26846","null","null","388750","95856","null","null",
"0500000US29165","Platte County, Missouri","20391","3095","null","null","53525","5657","null","null","90207","7315","null","null","130252","7255","null","null","275809","36326","null","null","486497","118095","null","null",
"0500000US29183","St. Charles County, Missouri","28362","2059","null","null","62073","2323","null","null","98517","3288","null","null","143071","4040","null","null","274368","14755","null","null","475129","48106","null","null",
"0500000US29187","St. Francois County, Missouri","10987","2311","null","null","30215","3629","null","null","48028","4617","null","null","75484","6512","null","null","134369","12383","null","null","195591","24041","null","null",
"0500000US29189","St. Louis County, Missouri","17456","1001","null","null","47800","1694","null","null","80093","2080","null","null","125833","2645","null","null","307011","14514","null","null","576109","45980","null","null",
"0500000US29510","St. Louis city, Missouri","9505","1300","null","null","31572","2273","null","null","53280","2875","null","null","87904","4500","null","null","202112","15005","null","null","348570","45312","null","null",
"0500000US30013","Cascade County, Montana","15601","2431","null","null","38631","3236","null","null","60145","4149","null","null","90769","5849","null","null","213050","28652","null","null","382483","92917","null","null",
"0500000US30029","Flathead County, Montana","13246","1836","null","null","35212","4257","null","null","65395","4630","null","null","102650","6713","null","null","214937","18318","null","null","350267","53527","null","null",
"0500000US30031","Gallatin County, Montana","20881","3302","null","null","53334","4628","null","null","83835","4799","null","null","117554","6285","null","null","290309","33861","null","null","559720","93270","null","null",
"0500000US30049","Lewis and Clark County, Montana","20441","4881","null","null","51257","4715","null","null","73978","5648","null","null","111203","8356","null","null","223592","20827","null","null","365057","62639","null","null",
"0500000US30063","Missoula County, Montana","16215","2565","null","null","42238","2624","null","null","67521","4139","null","null","98815","5228","null","null","246641","39640","null","null","486882","131867","null","null",
"0500000US30111","Yellowstone County, Montana","19558","2703","null","null","47770","4721","null","null","78468","3803","null","null","113297","6687","null","null","216852","19033","null","null","346047","50578","null","null",
"0500000US31055","Douglas County, Nebraska","15871","1382","null","null","44932","2073","null","null","75072","2337","null","null","116940","3297","null","null","274122","19372","null","null","515836","67109","null","null",
"0500000US31109","Lancaster County, Nebraska","15707","1778","null","null","41103","1986","null","null","67374","3516","null","null","106445","4009","null","null","232964","14563","null","null","416330","42209","null","null",
"0500000US31153","Sarpy County, Nebraska","26138","2630","null","null","61080","4095","null","null","98241","4712","null","null","142739","6226","null","null","269188","21029","null","null","454220","70561","null","null",
"0500000US32003","Clark County, Nevada","15584","793","null","null","43527","1057","null","null","71019","1185","null","null","108718","1848","null","null","245349","8753","null","null","450363","26922","null","null",
"0500000US32031","Washoe County, Nevada","18801","1633","null","null","49368","2266","null","null","80535","2731","null","null","120856","3247","null","null","287060","18606","null","null","552919","59966","null","null",
"0500000US33005","Cheshire County, New Hampshire","21836","3318","null","null","48962","4636","null","null","76499","7504","null","null","116256","8357","null","null","231241","31693","null","null","399662","107715","null","null",
"0500000US33009","Grafton County, New Hampshire","17698","2879","null","null","46997","4928","null","null","82989","6607","null","null","127548","9568","null","null","326893","40376","null","null","611507","117368","null","null",
"0500000US33011","Hillsborough County, New Hampshire","25430","1840","null","null","60932","2616","null","null","97016","3817","null","null","147816","5503","null","null","288494","15854","null","null","463889","46801","null","null",
"0500000US33013","Merrimack County, New Hampshire","22688","2941","null","null","57126","2949","null","null","86272","4865","null","null","131629","7632","null","null","276713","29469","null","null","477222","99286","null","null",
"0500000US33015","Rockingham County, New Hampshire","27318","2561","null","null","68721","3441","null","null","109824","5828","null","null","166726","6977","null","null","339904","25112","null","null","592695","77530","null","null",
"0500000US33017","Strafford County, New Hampshire","20169","3489","null","null","50685","4162","null","null","83258","6257","null","null","129007","9632","null","null","253124","22030","null","null","398091","61021","null","null",
"0500000US34001","Atlantic County, New Jersey","18248","2044","null","null","45713","3082","null","null","77735","4630","null","null","116375","5848","null","null","256851","21077","null","null","455422","60754","null","null",
"0500000US34003","Bergen County, New Jersey","23406","1493","null","null","66461","2705","null","null","115206","3834","null","null","181304","4270","null","null","386698","15744","null","null","668194","50719","null","null",
"0500000US34005","Burlington County, New Jersey","25085","2092","null","null","62646","3450","null","null","99842","4146","null","null","150171","5812","null","null","313039","17382","null","null","537745","51007","null","null",
"0500000US34007","Camden County, New Jersey","15025","1725","null","null","47890","2563","null","null","82160","3015","null","null","128932","4009","null","null","271343","12823","null","null","458509","37032","null","null",
"0500000US34009","Cape May County, New Jersey","18973","3662","null","null","51729","4895","null","null","86189","6357","null","null","131006","7897","null","null","292102","34255","null","null","532591","99696","null","null",
"0500000US34011","Cumberland County, New Jersey","14569","2588","null","null","37815","3758","null","null","60922","5229","null","null","97413","9518","null","null","207561","22329","null","null","343591","66065","null","null",
"0500000US34013","Essex County, New Jersey","12231","1229","null","null","40052","2309","null","null","75681","3129","null","null","131237","4698","null","null","365632","20410","null","null","708347","59158","null","null",
"0500000US34015","Gloucester County, New Jersey","22382","2558","null","null","59948","3771","null","null","98548","4784","null","null","147074","5445","null","null","258261","13272","null","null","385955","37186","null","null",
"0500000US34017","Hudson County, New Jersey","14634","1375","null","null","49003","2406","null","null","84719","2742","null","null","141923","4554","null","null","331692","15191","null","null","575466","41650","null","null",
"0500000US34019","Hunterdon County, New Jersey","36491","3960","null","null","88409","6823","null","null","141120","9772","null","null","201150","12225","null","null","472533","57642","null","null","853522","173058","null","null",
"0500000US34021","Mercer County, New Jersey","15868","2067","null","null","54778","3753","null","null","96341","4764","null","null","153504","7379","null","null","338752","20355","null","null","579332","55633","null","null",
"0500000US34023","Middlesex County, New Jersey","22386","1466","null","null","62709","1928","null","null","103435","2824","null","null","155107","3949","null","null","311250","14328","null","null","512951","41112","null","null",
"0500000US34025","Monmouth County, New Jersey","24920","1876","null","null","70504","3177","null","null","117599","3864","null","null","179444","5652","null","null","411274","20230","null","null","733900","60076","null","null",
"0500000US34027","Morris County, New Jersey","31291","2410","null","null","81470","2976","null","null","132710","3966","null","null","200284","6874","null","null","450475","26924","null","null","780029","66104","null","null",
"0500000US34029","Ocean County, New Jersey","20069","1388","null","null","50342","1817","null","null","82005","3059","null","null","128836","4422","null","null","282692","17958","null","null","504177","59332","null","null",
"0500000US34031","Passaic County, New Jersey","15930","1529","null","null","44737","2141","null","null","79198","3438","null","null","125798","5743","null","null","264729","13363","null","null","426416","35429","null","null",
"0500000US34033","Salem County, New Jersey","17276","4033","null","null","50944","7799","null","null","78642","5940","null","null","116394","8264","null","null","251397","42643","null","null","458630","137928","null","null",
"0500000US34035","Somerset County, New Jersey","34310","4125","null","null","86919","4030","null","null","135521","5991","null","null","206537","8770","null","null","435320","25111","null","null","724380","64886","null","null",
"0500000US34037","Sussex County, New Jersey","30782","4138","null","null","73717","5442","null","null","114844","5786","null","null","158427","7289","null","null","326202","33799","null","null","578308","100857","null","null",
"0500000US34039","Union County, New Jersey","22705","2024","null","null","57505","3843","null","null","98646","4245","null","null","161029","5923","null","null","386448","22293","null","null","716768","66009","null","null",
"0500000US34041","Warren County, New Jersey","23886","3656","null","null","64357","7082","null","null","98334","5362","null","null","131973","7860","null","null","241244","23990","null","null","390315","64965","null","null",
"0500000US35001","Bernalillo County, New Mexico","13723","1161","null","null","38121","1861","null","null","65853","2280","null","null","103302","2954","null","null","221528","11692","null","null","385760","35934","null","null",
"0500000US35013","Doña Ana County, New Mexico","9832","2029","null","null","28278","2424","null","null","52411","3984","null","null","83703","4956","null","null","176835","11680","null","null","289743","29160","null","null",
"0500000US35025","Lea County, New Mexico","10226","5283","null","null","35700","7667","null","null","61596","7011","null","null","98488","10707","null","null","187376","29398","null","null","308043","91269","null","null",
"0500000US35031","McKinley County, New Mexico","6862","1402","null","null","23364","3103","null","null","45278","4499","null","null","73162","7072","null","null","145403","11819","null","null","218701","29260","null","null",
"0500000US35035","Otero County, New Mexico","15327","2921","null","null","37443","3022","null","null","53886","5686","null","null","88692","11289","null","null","174825","30230","null","null","273471","91455","null","null",
"0500000US35043","Sandoval County, New Mexico","21334","3162","null","null","53809","3696","null","null","83397","5676","null","null","122758","6590","null","null","258504","27145","null","null","476464","84048","null","null",
"0500000US35045","San Juan County, New Mexico","9488","2014","null","null","28770","3405","null","null","50467","4915","null","null","81450","5912","null","null","170006","19376","null","null","296271","57135","null","null",
"0500000US35049","Santa Fe County, New Mexico","14682","1940","null","null","41638","3601","null","null","73034","4984","null","null","114734","5315","null","null","268771","27956","null","null","509816","84003","null","null",
"0500000US35061","Valencia County, New Mexico","10031","2777","null","null","29439","4356","null","null","50244","8074","null","null","85554","9579","null","null","220796","51938","null","null","457825","184214","null","null",
"0500000US36001","Albany County, New York","12610","1900","null","null","43549","3285","null","null","78327","4095","null","null","124307","4874","null","null","265423","27236","null","null","473525","97409","null","null",
"0500000US36005","Bronx County, New York","5843","584","null","null","22615","1396","null","null","45808","1889","null","null","78927","2781","null","null","181197","7248","null","null","312733","23561","null","null",
"0500000US36007","Broome County, New York","11728","1559","null","null","34832","2606","null","null","60620","3213","null","null","94202","4694","null","null","197570","12593","null","null","324936","33835","null","null",
"0500000US36009","Cattaraugus County, New York","11684","1854","null","null","31554","2520","null","null","51301","3779","null","null","82395","6110","null","null","173878","19305","null","null","298151","64605","null","null",
"0500000US36011","Cayuga County, New York","11401","2927","null","null","39213","4775","null","null","65287","4341","null","null","98177","7992","null","null","190799","18659","null","null","293187","42068","null","null",
"0500000US36013","Chautauqua County, New York","12479","1774","null","null","34122","2648","null","null","55925","3750","null","null","91429","5759","null","null","179142","15450","null","null","293124","48378","null","null",
"0500000US36015","Chemung County, New York","12928","1904","null","null","35334","3199","null","null","56203","3370","null","null","87585","5969","null","null","193458","32068","null","null","363037","110526","null","null",
"0500000US36019","Clinton County, New York","11576","2399","null","null","37755","4551","null","null","65802","5680","null","null","105999","8272","null","null","186675","11524","null","null","261281","34324","null","null",
"0500000US36027","Dutchess County, New York","19732","2417","null","null","54118","3423","null","null","91115","3624","null","null","141578","5123","null","null","309176","17872","null","null","562679","59700","null","null",
"0500000US36029","Erie County, New York","13265","848","null","null","40749","1652","null","null","70373","1993","null","null","108485","2736","null","null","236184","11330","null","null","420637","37348","null","null",
"0500000US36045","Jefferson County, New York","11720","2351","null","null","33946","3904","null","null","57259","5201","null","null","89110","5123","null","null","171565","13514","null","null","282915","34275","null","null",
"0500000US36047","Kings County, New York","11006","614","null","null","38826","1334","null","null","74299","1802","null","null","125256","2616","null","null","328738","10241","null","null","625455","30649","null","null",
"0500000US36053","Madison County, New York","17382","2065","null","null","43929","3742","null","null","71426","4589","null","null","111436","5321","null","null","205904","13673","null","null","321230","37853","null","null",
"0500000US36055","Monroe County, New York","13544","1224","null","null","39700","1483","null","null","67976","2027","null","null","108550","2787","null","null","239840","8762","null","null","416687","26289","null","null",
"0500000US36059","Nassau County, New York","29828","1544","null","null","84094","2666","null","null","136905","3167","null","null","205799","4251","null","null","438766","13519","null","null","769987","39786","null","null",
"0500000US36061","New York County, New York","10259","825","null","null","45203","2218","null","null","96709","3493","null","null","180996","5399","null","null","545549","24770","null","null","1074096","69135","null","null",
"0500000US36063","Niagara County, New York","13561","1427","null","null","35636","2373","null","null","63129","3358","null","null","103950","4016","null","null","212657","13487","null","null","348858","49993","null","null",
"0500000US36065","Oneida County, New York","11875","1995","null","null","38787","3179","null","null","65291","3309","null","null","100330","4762","null","null","199360","11225","null","null","322018","32186","null","null",
"0500000US36067","Onondaga County, New York","13914","1023","null","null","41337","2195","null","null","71016","2330","null","null","110397","3989","null","null","226935","10492","null","null","370762","34052","null","null",
"0500000US36069","Ontario County, New York","17351","2640","null","null","49236","3798","null","null","77782","5115","null","null","114742","5466","null","null","223949","19586","null","null","372386","60398","null","null",
"0500000US36071","Orange County, New York","17247","2093","null","null","49320","3624","null","null","88611","4107","null","null","137179","5524","null","null","274821","17921","null","null","443614","55322","null","null",
"0500000US36075","Oswego County, New York","13733","2298","null","null","34698","2183","null","null","58414","3711","null","null","92828","5528","null","null","194961","22298","null","null","346731","80894","null","null",
"0500000US36079","Putnam County, New York","24854","4256","null","null","69586","8144","null","null","113376","8509","null","null","171661","12063","null","null","340155","39472","null","null","580928","121249","null","null",
"0500000US36081","Queens County, New York","15347","682","null","null","47247","1295","null","null","81333","1602","null","null","127348","2065","null","null","262062","6507","null","null","440441","19858","null","null",
"0500000US36083","Rensselaer County, New York","16484","2068","null","null","48728","4608","null","null","84642","5471","null","null","125736","4763","null","null","269636","36377","null","null","498989","125136","null","null",
"0500000US36085","Richmond County, New York","16204","2133","null","null","53420","4114","null","null","93159","4577","null","null","145812","6285","null","null","289157","21806","null","null","475017","67625","null","null",
"0500000US36087","Rockland County, New York","19449","2368","null","null","56957","4356","null","null","102834","6264","null","null","171816","7498","null","null","353285","28612","null","null","605738","85577","null","null",
"0500000US36089","St. Lawrence County, New York","12587","2334","null","null","36947","3933","null","null","60350","3745","null","null","89346","6024","null","null","166974","19722","null","null","257366","67702","null","null",
"0500000US36091","Saratoga County, New York","23139","2209","null","null","56161","3789","null","null","93998","4419","null","null","141713","5879","null","null","291606","24245","null","null","506852","81291","null","null",
"0500000US36093","Schenectady County, New York","15664","2833","null","null","45570","4521","null","null","75208","4585","null","null","115589","7639","null","null","270006","47538","null","null","504203","148219","null","null",
"0500000US36101","Steuben County, New York","15352","2313","null","null","39426","2757","null","null","60833","4411","null","null","96892","5571","null","null","195325","24108","null","null","328798","81931","null","null",
"0500000US36103","Suffolk County, New York","26190","1405","null","null","74051","2157","null","null","120085","2290","null","null","178730","3080","null","null","366109","14579","null","null","639322","42571","null","null",
"0500000US36105","Sullivan County, New York","17305","2956","null","null","38347","3800","null","null","64266","7248","null","null","102269","10491","null","null","288826","57279","null","null","587256","203646","null","null",
"0500000US36109","Tompkins County, New York","8967","3823","null","null","43616","5987","null","null","74237","5986","null","null","116057","7999","null","null","254235","30183","null","null","437541","93903","null","null",
"0500000US36111","Ulster County, New York","13846","2696","null","null","47960","3822","null","null","81925","4769","null","null","129741","5879","null","null","298487","29613","null","null","561615","84737","null","null",
"0500000US36113","Warren County, New York","16940","2349","null","null","42305","4401","null","null","70938","5909","null","null","102979","6915","null","null","201275","18547","null","null","297888","40050","null","null",
"0500000US36117","Wayne County, New York","16008","2950","null","null","41384","4772","null","null","70116","5985","null","null","105609","6224","null","null","195681","16244","null","null","319770","49228","null","null",
"0500000US36119","Westchester County, New York","18821","1695","null","null","60140","2490","null","null","108701","3662","null","null","186475","5549","null","null","515449","22095","null","null","975822","59578","null","null",
"0500000US37001","Alamance County, North Carolina","17138","2436","null","null","37300","2404","null","null","59865","4732","null","null","91788","5493","null","null","191510","22431","null","null","329183","67452","null","null",
"0500000US37019","Brunswick County, North Carolina","20827","2258","null","null","48607","2819","null","null","73546","3315","null","null","108299","5683","null","null","242278","24600","null","null","464186","83176","null","null",
"0500000US37021","Buncombe County, North Carolina","15670","1811","null","null","42280","2638","null","null","67811","3385","null","null","101672","4555","null","null","244570","23472","null","null","453677","66934","null","null",
"0500000US37023","Burke County, North Carolina","14902","3056","null","null","39547","5149","null","null","62325","5828","null","null","92227","7244","null","null","178669","19468","null","null","287624","51969","null","null",
"0500000US37025","Cabarrus County, North Carolina","21977","2683","null","null","50275","4555","null","null","78849","5287","null","null","122801","7776","null","null","266727","19368","null","null","450156","46368","null","null",
"0500000US37027","Caldwell County, North Carolina","13694","3155","null","null","32798","3664","null","null","52185","4858","null","null","81139","7313","null","null","165299","17776","null","null","261050","50593","null","null",
"0500000US37031","Carteret County, North Carolina","13845","2835","null","null","40213","4597","null","null","66666","5461","null","null","101040","6888","null","null","227379","34596","null","null","437756","120626","null","null",
"0500000US37035","Catawba County, North Carolina","16331","2130","null","null","38990","3313","null","null","63105","3916","null","null","94219","4937","null","null","250840","67605","null","null","554390","242001","null","null",
"0500000US37037","Chatham County, North Carolina","20584","4014","null","null","52257","5711","null","null","81141","9943","null","null","129214","10489","null","null","325771","48555","null","null","634105","127531","null","null",
"0500000US37045","Cleveland County, North Carolina","11600","2459","null","null","31741","3470","null","null","51886","5670","null","null","82330","7232","null","null","165698","17653","null","null","264891","54118","null","null",
"0500000US37049","Craven County, North Carolina","12983","2819","null","null","39837","4715","null","null","64783","5574","null","null","99525","8454","null","null","242124","68551","null","null","504545","243919","null","null",
"0500000US37051","Cumberland County, North Carolina","13971","1054","null","null","37104","1557","null","null","58018","1890","null","null","86744","2701","null","null","185374","10532","null","null","316176","34215","null","null",
"0500000US37057","Davidson County, North Carolina","15245","2258","null","null","37659","4567","null","null","64587","5710","null","null","94926","4883","null","null","181224","14291","null","null","271803","32328","null","null",
"0500000US37063","Durham County, North Carolina","20455","2087","null","null","52058","2871","null","null","81180","3826","null","null","120198","5284","null","null","262890","21227","null","null","454801","64928","null","null",
"0500000US37067","Forsyth County, North Carolina","13472","1585","null","null","37826","2277","null","null","62965","3070","null","null","97846","4001","null","null","237373","16166","null","null","436946","47925","null","null",
"0500000US37069","Franklin County, North Carolina","16690","3803","null","null","45083","5855","null","null","73019","6750","null","null","107822","10161","null","null","220500","66627","null","null","409839","241102","null","null",
"0500000US37071","Gaston County, North Carolina","14918","2536","null","null","40921","2914","null","null","65871","3488","null","null","99602","4774","null","null","213766","15181","null","null","359897","45148","null","null",
"0500000US37081","Guilford County, North Carolina","11870","1507","null","null","38505","2151","null","null","63633","2926","null","null","99258","4300","null","null","228849","13474","null","null","417251","39111","null","null",
"0500000US37085","Harnett County, North Carolina","12699","2735","null","null","39254","4396","null","null","66507","3786","null","null","98004","5822","null","null","190994","22007","null","null","298605","66660","null","null",
"0500000US37089","Henderson County, North Carolina","13403","2782","null","null","36490","4103","null","null","63183","6702","null","null","99017","6875","null","null","220750","26908","null","null","400238","85567","null","null",
"0500000US37097","Iredell County, North Carolina","18157","2618","null","null","42974","3730","null","null","72425","5424","null","null","109380","6314","null","null","256997","23283","null","null","490903","70486","null","null",
"0500000US37101","Johnston County, North Carolina","20010","2477","null","null","51209","3811","null","null","82511","5063","null","null","119835","6302","null","null","220450","14549","null","null","341513","39005","null","null",
"0500000US37105","Lee County, North Carolina","12258","2927","null","null","33656","6423","null","null","56975","5453","null","null","88213","9821","null","null","181907","24228","null","null","293302","66194","null","null",
"0500000US37109","Lincoln County, North Carolina","18481","5387","null","null","46795","6028","null","null","77733","8438","null","null","114943","8915","null","null","240633","37218","null","null","421736","115822","null","null",
"0500000US37119","Mecklenburg County, North Carolina","19848","1231","null","null","49911","1509","null","null","80864","2028","null","null","129338","2663","null","null","323182","12896","null","null","607312","37700","null","null",
"0500000US37125","Moore County, North Carolina","18272","3950","null","null","52620","5487","null","null","85588","6094","null","null","119688","6414","null","null","236797","28690","null","null","400637","89482","null","null",
"0500000US37127","Nash County, North Carolina","13138","2797","null","null","33208","3810","null","null","54395","4492","null","null","88863","7892","null","null","195738","27789","null","null","379757","97769","null","null",
"0500000US37129","New Hanover County, North Carolina","17182","2065","null","null","43703","2725","null","null","71293","4368","null","null","113870","6011","null","null","239570","19192","null","null","415935","54053","null","null",
"0500000US37133","Onslow County, North Carolina","17691","2233","null","null","40822","3207","null","null","62917","4339","null","null","96229","6272","null","null","185453","16120","null","null","294234","49187","null","null",
"0500000US37135","Orange County, North Carolina","17811","2358","null","null","51106","3821","null","null","89477","6459","null","null","142385","9039","null","null","360138","35042","null","null","636513","87168","null","null",
"0500000US37141","Pender County, North Carolina","16226","4852","null","null","48043","5517","null","null","79685","8404","null","null","116354","7984","null","null","240049","60162","null","null","464962","217901","null","null",
"0500000US37147","Pitt County, North Carolina","9336","1565","null","null","33574","3492","null","null","58064","3428","null","null","89010","4522","null","null","190710","18557","null","null","324396","50350","null","null",
"0500000US37151","Randolph County, North Carolina","13835","2010","null","null","35307","3124","null","null","56607","5048","null","null","87991","5331","null","null","163288","10763","null","null","246982","27116","null","null",
"0500000US37155","Robeson County, North Carolina","6185","1123","null","null","21423","1952","null","null","38453","2631","null","null","65832","4259","null","null","158827","21727","null","null","307918","71280","null","null",
"0500000US37157","Rockingham County, North Carolina","11284","2586","null","null","29610","4634","null","null","50836","5086","null","null","80701","7404","null","null","178256","35088","null","null","332271","134637","null","null",
"0500000US37159","Rowan County, North Carolina","16625","2000","null","null","37199","2728","null","null","61761","4978","null","null","91352","4339","null","null","210805","30028","null","null","404665","90606","null","null",
"0500000US37171","Surry County, North Carolina","9981","2002","null","null","26179","3069","null","null","45724","4336","null","null","79736","7296","null","null","165166","18144","null","null","271745","59661","null","null",
"0500000US37179","Union County, North Carolina","23670","3355","null","null","59819","3435","null","null","94521","5270","null","null","145698","6811","null","null","295300","19947","null","null","498695","59157","null","null",
"0500000US37183","Wake County, North Carolina","23457","1300","null","null","59298","1890","null","null","97017","2557","null","null","151079","3699","null","null","309100","11410","null","null","524675","37270","null","null",
"0500000US37191","Wayne County, North Carolina","12748","1743","null","null","31825","3509","null","null","55562","4120","null","null","84041","5021","null","null","174106","16887","null","null","290933","47091","null","null",
"0500000US37193","Wilkes County, North Carolina","10908","2735","null","null","29815","3692","null","null","45542","2973","null","null","66109","6455","null","null","133906","15558","null","null","203080","39695","null","null",
"0500000US37195","Wilson County, North Carolina","9382","2378","null","null","31501","4732","null","null","50586","5139","null","null","78221","7090","null","null","159216","15349","null","null","259131","36542","null","null",
"0500000US38015","Burleigh County, North Dakota","17940","4735","null","null","50308","5555","null","null","82349","6981","null","null","126328","9491","null","null","231851","23373","null","null","368173","57802","null","null",
"0500000US38017","Cass County, North Dakota","15431","2109","null","null","41747","3242","null","null","67653","4459","null","null","104897","5511","null","null","248409","26582","null","null","459863","94176","null","null",
"0500000US38035","Grand Forks County, North Dakota","13143","3146","null","null","39770","3514","null","null","63536","5207","null","null","97950","6053","null","null","220210","30394","null","null","401749","98137","null","null",
"0500000US38101","Ward County, North Dakota","16839","4611","null","null","46638","6298","null","null","74700","7805","null","null","111522","9055","null","null","228515","30791","null","null","374175","66190","null","null",
"0500000US39003","Allen County, Ohio","14602","2274","null","null","38340","3359","null","null","60753","3904","null","null","92412","5197","null","null","176457","15065","null","null","287600","46983","null","null",
"0500000US39007","Ashtabula County, Ohio","13201","2063","null","null","32419","2920","null","null","52434","3876","null","null","85263","6458","null","null","170284","17983","null","null","265897","50257","null","null",
"0500000US39013","Belmont County, Ohio","9588","1949","null","null","31753","4519","null","null","55796","5155","null","null","85814","6007","null","null","178224","16970","null","null","284346","44625","null","null",
"0500000US39017","Butler County, Ohio","17601","1943","null","null","47028","2700","null","null","75131","3209","null","null","115189","4573","null","null","245910","29026","null","null","436519","105791","null","null",
"0500000US39023","Clark County, Ohio","14091","1890","null","null","36182","3298","null","null","56243","3211","null","null","86171","5225","null","null","182892","24165","null","null","323515","85582","null","null",
"0500000US39025","Clermont County, Ohio","20190","2375","null","null","51075","4009","null","null","78872","3901","null","null","118376","5997","null","null","228154","13223","null","null","352607","34370","null","null",
"0500000US39029","Columbiana County, Ohio","14057","1626","null","null","32110","3429","null","null","54050","4740","null","null","83200","5748","null","null","166344","18038","null","null","272794","57206","null","null",
"0500000US39035","Cuyahoga County, Ohio","11105","751","null","null","34718","1259","null","null","60480","1449","null","null","98121","1984","null","null","234205","8397","null","null","426928","26164","null","null",
"0500000US39041","Delaware County, Ohio","30983","3244","null","null","74694","5823","null","null","120760","6022","null","null","181954","7798","null","null","386628","45687","null","null","673020","146041","null","null",
"0500000US39043","Erie County, Ohio","14899","4426","null","null","45091","3978","null","null","68680","5453","null","null","99278","6226","null","null","182591","19701","null","null","286416","65301","null","null",
"0500000US39045","Fairfield County, Ohio","19809","2680","null","null","51271","3942","null","null","83890","4901","null","null","126587","5834","null","null","242335","27630","null","null","398042","91201","null","null",
"0500000US39049","Franklin County, Ohio","15864","902","null","null","43703","1146","null","null","70340","1645","null","null","110788","2626","null","null","249566","7725","null","null","444997","25939","null","null",
"0500000US39055","Geauga County, Ohio","23932","3737","null","null","61501","5421","null","null","101716","9063","null","null","152637","11721","null","null","326912","48681","null","null","574601","128848","null","null",
"0500000US39057","Greene County, Ohio","18291","2446","null","null","49721","3990","null","null","82846","5286","null","null","127525","6220","null","null","246848","19655","null","null","402928","59539","null","null",
"0500000US39061","Hamilton County, Ohio","11709","1263","null","null","38543","1607","null","null","67360","2260","null","null","109708","3221","null","null","266597","11844","null","null","495008","36275","null","null",
"0500000US39063","Hancock County, Ohio","20259","3405","null","null","45535","4101","null","null","70839","6193","null","null","106788","10135","null","null","228551","33430","null","null","382154","94295","null","null",
"0500000US39085","Lake County, Ohio","17646","1680","null","null","44054","2728","null","null","74941","4529","null","null","111969","4631","null","null","226483","16800","null","null","378425","47085","null","null",
"0500000US39089","Licking County, Ohio","17876","2178","null","null","46587","2825","null","null","76151","4364","null","null","117398","6099","null","null","255270","31606","null","null","476658","103770","null","null",
"0500000US39093","Lorain County, Ohio","14353","1649","null","null","40068","2749","null","null","67076","3745","null","null","105391","4761","null","null","228367","19216","null","null","391495","62333","null","null",
"0500000US39095","Lucas County, Ohio","10215","1132","null","null","33855","1995","null","null","58010","2242","null","null","93239","2969","null","null","204492","11788","null","null","360027","36915","null","null",
"0500000US39099","Mahoning County, Ohio","10470","1511","null","null","31667","2603","null","null","54945","2772","null","null","86003","3763","null","null","193468","19617","null","null","345607","66698","null","null",
"0500000US39101","Marion County, Ohio","11487","2505","null","null","30098","4613","null","null","56070","7026","null","null","84879","6989","null","null","152863","14648","null","null","214051","26347","null","null",
