"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Nonrelatives","RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,108,630","727,948","298,013","491,760","182,169","46,357","17,402","189,831","98,442","380,682","328,697","127,945","346,419","335,238","2.61","3.27","","2,888,470","1,108,630","491,694","921,526","240,976","125,644","54,030","","1,147,098","420,161","536,870","27,019","39,561","123,487","1,253,908","399,610","526,966","37,290","134,388","155,654","","35,639","14,769","35","50","13","93","21","","75,259","40,407","","7,963","7,132","5,130","20,182","40,407","27,561","26,263","","772,346","45,748","44,201","322,783","166,038","193,576","","1,977,283","100,599","187,996","589,363","440,256","200,375","284,701","173,993","1,688,688","458,694","","2,270,255","162,926","","2,919,673","480,783","703,734","35,291","1,754,914","262,760","461,025","182,732","","2,955,717","2,582,347","365,788","203,255","162,533","94,533","68,000","7,582","","2,986,530","2,915,670","2,894,745","2,141,353","753,392","20,925","70,860","","70,860","26,595","44,265","","91,785","20,925","4,130","16,795","70,860","27,278","43,582","","70,860","9,517","22,507","3,008","465","33,945","1,418","","2,808,769","2,703,669","105,100","43,445","63,312","31,117","16,430","2,565","15,168","6,396","10,190","3,367","","2,986,530","309,804","7,930","3,793","2,136","14,027","170,150","68,451","5,766","131,615","3,122","2,508","193,325","52,369","592","6,770","11,784","1,815","5,960","41,660","41,904","2,259","16,001","9,213","1,057","803","9,544","3,007","","1,108,630","958,725","845,411"
"    Percent","","1,108,630","65.7%","26.9%","44.4%","16.4%","4.2%","1.6%","17.1%","8.9%","34.3%","29.6%","11.5%","31.2%","30.2%","(X)","(X)","","2,888,470","38.4%","17.0%","31.9%","8.3%","4.3%","1.9%","","1,147,098","36.6%","46.8%","2.4%","3.4%","10.8%","1,253,908","31.9%","42.0%","3.0%","10.7%","12.4%","","35,639","41.4%","(X)","(X)","(X)","(X)","(X)","","75,259","53.7%","","10.6%","9.5%","6.8%","26.8%","40,407","68.2%","65.0%","","772,346","5.9%","5.7%","41.8%","21.5%","25.1%","","1,977,283","5.1%","9.5%","29.8%","22.3%","10.1%","14.4%","8.8%","85.4%","23.2%","","2,270,255","7.2%","","2,919,673","16.5%","703,734","5.0%","1,754,914","15.0%","461,025","39.6%","","2,955,717","87.4%","12.4%","6.9%","5.5%","3.2%","2.3%","0.3%","","2,986,530","97.6%","96.9%","71.7%","25.2%","0.7%","2.4%","","70,860","37.5%","62.5%","","91,785","20,925","19.7%","80.3%","70,860","38.5%","61.5%","","70,860","13.4%","31.8%","4.2%","0.7%","47.9%","2.0%","","2,808,769","96.3%","3.7%","1.5%","2.3%","1.1%","0.6%","0.1%","0.5%","0.2%","0.4%","0.1%","","2,986,530","10.4%","0.3%","0.1%","0.1%","0.5%","5.7%","2.3%","0.2%","4.4%","0.1%","0.1%","6.5%","1.8%","0.0%","0.2%","0.4%","0.1%","0.2%","1.4%","1.4%","0.1%","0.5%","0.3%","0.0%","0.0%","0.3%","0.1%","","1,108,630","86.5%","76.3%"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,434,806","1,550,876","624,752","1,159,502","414,668","109,667","55,636","281,707","154,448","883,930","722,964","282,802","694,241","719,555","2.44","3.05","","5,952,011","2,434,806","1,161,485","1,697,762","316,689","341,269","150,451","","2,417,202","815,881","1,225,901","35,511","72,239","267,670","2,563,906","699,471","1,240,366","50,977","234,518","338,574","","80,307","26,371","35","58","15","101","27","","103,315","41,810","","7,528","9,077","7,117","18,088","41,810","24,978","29,250","","1,469,063","98,666","73,234","614,568","306,222","376,373","","4,182,787","119,915","278,462","1,270,247","937,269","341,000","754,906","480,988","3,784,410","1,235,894","","4,731,982","384,150","","6,014,742","873,521","1,373,808","63,352","3,642,782","446,516","998,152","363,653","","6,053,109","5,161,553","872,952","474,316","398,636","246,310","152,326","18,604","","6,126,452","5,868,062","5,823,121","4,065,294","1,757,827","44,941","258,390","","258,390","127,336","131,054","","303,331","44,941","8,588","36,353","258,390","86,641","171,749","","258,390","47,185","106,882","27,874","3,726","68,770","3,953","","5,756,044","5,392,180","363,864","132,639","144,847","51,196","105,157","33,375","77,154","36,140","36,706","11,928","","6,126,452","438,837","23,106","25,359","15,739","75,033","480,184","170,512","14,569","1,315,715","13,769","15,511","752,162","204,053","6,416","48,928","97,995","3,281","25,280","65,012","104,611","5,895","49,633","59,744","26,355","8,024","40,634","7,665","","2,434,806","2,207,971","2,019,142"
"    Percent","","2,434,806","63.7%","25.7%","47.6%","17.0%","4.5%","2.3%","11.6%","6.3%","36.3%","29.7%","11.6%","28.5%","29.6%","(X)","(X)","","5,952,011","40.9%","19.5%","28.5%","5.3%","5.7%","2.5%","","2,417,202","33.8%","50.7%","1.5%","3.0%","11.1%","2,563,906","27.3%","48.4%","2.0%","9.1%","13.2%","","80,307","32.8%","(X)","(X)","(X)","(X)","(X)","","103,315","40.5%","","7.3%","8.8%","6.9%","17.5%","41,810","59.7%","70.0%","","1,469,063","6.7%","5.0%","41.8%","20.8%","25.6%","","4,182,787","2.9%","6.7%","30.4%","22.4%","8.2%","18.0%","11.5%","90.5%","29.5%","","4,731,982","8.1%","","6,014,742","14.5%","1,373,808","4.6%","3,642,782","12.3%","998,152","36.4%","","6,053,109","85.3%","14.4%","7.8%","6.6%","4.1%","2.5%","0.3%","","6,126,452","95.8%","95.0%","66.4%","28.7%","0.7%","4.2%","","258,390","49.3%","50.7%","","303,331","44,941","19.1%","80.9%","258,390","33.5%","66.5%","","258,390","18.3%","41.4%","10.8%","1.4%","26.6%","1.5%","","5,756,044","93.7%","6.3%","2.3%","2.5%","0.9%","1.8%","0.6%","1.3%","0.6%","0.6%","0.2%","","6,126,452","7.2%","0.4%","0.4%","0.3%","1.2%","7.8%","2.8%","0.2%","21.5%","0.2%","0.3%","12.3%","3.3%","0.1%","0.8%","1.6%","0.1%","0.4%","1.1%","1.7%","0.1%","0.8%","1.0%","0.4%","0.1%","0.7%","0.1%","","2,434,806","90.7%","82.9%"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","431,421","265,643","104,454","213,173","73,196","17,827","10,859","34,643","20,399","165,778","129,350","52,059","116,025","138,746","2.40","3.00","","1,033,340","431,421","213,441","266,418","50,566","71,494","30,810","","435,386","139,707","227,736","4,514","13,184","50,245","435,583","108,924","222,906","6,355","39,447","57,951","","11,388","3,681","30","50","34","79","26","","17,323","9,587","","1,030","1,843","747","5,967","9,587","5,724","7,494","","238,739","16,214","12,878","103,042","48,335","58,270","","735,761","13,375","31,704","205,496","180,384","71,397","152,448","80,957","690,682","233,405","","829,161","84,392","","1,047,075","140,690","228,663","11,235","622,941","67,140","195,471","62,315","","1,051,757","891,554","157,068","79,289","77,779","34,404","43,375","3,135","","1,062,305","1,038,939","1,029,018","561,004","468,014","9,921","23,366","","23,366","13,568","9,798","","33,287","9,921","2,005","7,916","23,366","5,900","17,466","","23,366","6,438","6,997","656","194","5,426","3,655","","1,000,617","956,327","44,290","7,911","17,165","2,646","13,737","2,500","5,347","2,257","8,041","508","","1,062,305","59,256","2,036","5,856","12,520","17,676","115,371","34,335","7,596","239,675","2,420","4,218","143,954","41,584","2,084","95,184","17,654","1,708","10,153","16,435","32,534","1,137","1,031","31,031","5,449","2,199","8,794","937","","431,421","387,651","360,573"
"    Percent","","431,421","61.6%","24.2%","49.4%","17.0%","4.1%","2.5%","8.0%","4.7%","38.4%","30.0%","12.1%","26.9%","32.2%","(X)","(X)","","1,033,340","41.8%","20.7%","25.8%","4.9%","6.9%","3.0%","","435,386","32.1%","52.3%","1.0%","3.0%","11.5%","435,583","25.0%","51.2%","1.5%","9.1%","13.3%","","11,388","32.3%","(X)","(X)","(X)","(X)","(X)","","17,323","55.3%","","5.9%","10.6%","4.3%","34.4%","9,587","59.7%","78.2%","","238,739","6.8%","5.4%","43.2%","20.2%","24.4%","","735,761","1.8%","4.3%","27.9%","24.5%","9.7%","20.7%","11.0%","93.9%","31.7%","","829,161","10.2%","","1,047,075","13.4%","228,663","4.9%","622,941","10.8%","195,471","31.9%","","1,051,757","84.8%","14.9%","7.5%","7.4%","3.3%","4.1%","0.3%","","1,062,305","97.8%","96.9%","52.8%","44.1%","0.9%","2.2%","","23,366","58.1%","41.9%","","33,287","9,921","20.2%","79.8%","23,366","25.3%","74.7%","","23,366","27.6%","29.9%","2.8%","0.8%","23.2%","15.6%","","1,000,617","95.6%","4.4%","0.8%","1.7%","0.3%","1.4%","0.2%","0.5%","0.2%","0.8%","0.1%","","1,062,305","5.6%","0.2%","0.6%","1.2%","1.7%","10.9%","3.2%","0.7%","22.6%","0.2%","0.4%","13.6%","3.9%","0.2%","9.0%","1.7%","0.2%","1.0%","1.5%","3.1%","0.1%","0.1%","2.9%","0.5%","0.2%","0.8%","0.1%","","431,421","89.9%","83.6%"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","765,490","485,628","220,353","379,801","155,599","34,404","19,004","71,423","45,750","279,862","226,753","90,667","237,634","213,870","2.45","3.05","","1,878,153","765,490","379,696","542,139","72,827","118,001","49,383","","758,393","255,719","404,280","9,236","20,169","68,989","773,089","210,686","398,345","10,288","67,491","86,279","","25,692","7,285","32","58","9","102","30","","23,328","9,570","","2,564","1,437","1,330","4,239","9,570","6,222","6,336","","505,974","36,982","27,529","203,750","106,338","131,375","","1,266,440","47,660","60,686","326,400","283,318","137,646","269,675","141,055","1,158,094","410,730","","1,448,974","116,754","","1,900,165","224,220","473,547","18,664","1,134,302","106,943","292,316","98,613","","1,905,843","1,602,056","294,432","166,696","127,736","73,157","54,579","9,355","","1,929,268","1,790,315","1,773,857","1,240,769","533,088","16,458","138,953","","138,953","55,596","83,357","","155,411","16,458","4,819","11,639","138,953","44,739","94,214","","138,953","11,169","38,642","13,440","562","73,067","2,073","","1,798,112","1,596,516","201,596","88,096","129,609","57,443","27,468","8,144","29,271","15,976","15,248","6,533","","1,929,268","68,612","8,289","80,260","36,695","32,436","145,471","36,987","5,580","612,201","4,560","3,704","229,258","50,939","1,546","36,482","63,437","1,905","12,208","16,152","23,438","520","17,969","65,684","7,529","2,034","11,315","1,654","","765,490","701,779","656,309"
"    Percent","","765,490","63.4%","28.8%","49.6%","20.3%","4.5%","2.5%","9.3%","6.0%","36.6%","29.6%","11.8%","31.0%","27.9%","(X)","(X)","","1,878,153","40.8%","20.2%","28.9%","3.9%","6.3%","2.6%","","758,393","33.7%","53.3%","1.2%","2.7%","9.1%","773,089","27.3%","51.5%","1.3%","8.7%","11.2%","","25,692","28.4%","(X)","(X)","(X)","(X)","(X)","","23,328","41.0%","","11.0%","6.2%","5.7%","18.2%","9,570","65.0%","66.2%","","505,974","7.3%","5.4%","40.3%","21.0%","26.0%","","1,266,440","3.8%","4.8%","25.8%","22.4%","10.9%","21.3%","11.1%","91.4%","32.4%","","1,448,974","8.1%","","1,900,165","11.8%","473,547","3.9%","1,134,302","9.4%","292,316","33.7%","","1,905,843","84.1%","15.4%","8.7%","6.7%","3.8%","2.9%","0.5%","","1,929,268","92.8%","91.9%","64.3%","27.6%","0.9%","7.2%","","138,953","40.0%","60.0%","","155,411","16,458","29.3%","70.7%","138,953","32.2%","67.8%","","138,953","8.0%","27.8%","9.7%","0.4%","52.6%","1.5%","","1,798,112","88.8%","11.2%","4.9%","7.2%","3.2%","1.5%","0.5%","1.6%","0.9%","0.8%","0.4%","","1,929,268","3.6%","0.4%","4.2%","1.9%","1.7%","7.5%","1.9%","0.3%","31.7%","0.2%","0.2%","11.9%","2.6%","0.1%","1.9%","3.3%","0.1%","0.6%","0.8%","1.2%","0.0%","0.9%","3.4%","0.4%","0.1%","0.6%","0.1%","","765,490","91.7%","85.7%"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,129,810","706,638","290,072","489,381","180,673","78,677","36,606","138,580","72,793","423,172","331,730","113,980","332,169","330,767","2.65","3.33","","2,996,777","1,129,810","488,724","862,011","293,849","222,383","84,532","","1,228,301","456,957","561,239","18,895","32,674","158,536","1,231,047","367,207","553,199","24,492","94,459","191,690","","36,733","16,749","41","52","15","88","27","","78,006","27,483","","5,243","5,997","3,866","12,377","27,483","17,172","18,282","","701,302","36,836","33,296","311,233","160,748","159,189","","2,096,574","110,045","164,010","581,662","542,405","176,618","339,675","182,159","1,822,519","521,834","","2,336,743","211,114","","2,998,585","373,391","688,309","30,329","1,839,652","184,884","470,624","158,178","","3,003,761","2,495,398","493,991","339,040","154,951","27,589","127,362","14,372","","3,034,392","2,446,706","2,393,901","820,279","1,573,622","52,805","587,686","","587,686","302,223","285,463","","640,491","52,805","9,370","43,435","587,686","104,906","482,780","","587,686","44,865","184,580","23,496","3,326","320,982","10,437","","2,849,853","1,968,113","881,740","316,624","606,278","228,383","70,082","17,989","172,176","59,515","33,204","10,737","","3,034,392","104,869","12,931","10,958","18,874","25,956","199,929","57,345","13,086","297,356","13,903","12,730","241,020","164,734","4,611","38,141","53,421","17,741","25,437","17,760","45,243","3,338","43,675","32,124","8,238","6,001","14,846","7,508","","1,129,810","1,057,226","970,118"
"    Percent","","1,129,810","62.5%","25.7%","43.3%","16.0%","7.0%","3.2%","12.3%","6.4%","37.5%","29.4%","10.1%","29.4%","29.3%","(X)","(X)","","2,996,777","37.7%","16.3%","28.8%","9.8%","7.4%","2.8%","","1,228,301","37.2%","45.7%","1.5%","2.7%","12.9%","1,231,047","29.8%","44.9%","2.0%","7.7%","15.6%","","36,733","45.6%","(X)","(X)","(X)","(X)","(X)","","78,006","35.2%","","6.7%","7.7%","5.0%","15.9%","27,483","62.5%","66.5%","","701,302","5.3%","4.7%","44.4%","22.9%","22.7%","","2,096,574","5.2%","7.8%","27.7%","25.9%","8.4%","16.2%","8.7%","86.9%","24.9%","","2,336,743","9.0%","","2,998,585","12.5%","688,309","4.4%","1,839,652","10.0%","470,624","33.6%","","3,003,761","83.1%","16.4%","11.3%","5.2%","0.9%","4.2%","0.5%","","3,034,392","80.6%","78.9%","27.0%","51.9%","1.7%","19.4%","","587,686","51.4%","48.6%","","640,491","52,805","17.7%","82.3%","587,686","17.9%","82.1%","","587,686","7.6%","31.4%","4.0%","0.6%","54.6%","1.8%","","2,849,853","69.1%","30.9%","11.1%","21.3%","8.0%","2.5%","0.6%","6.0%","2.1%","1.2%","0.4%","","3,034,392","3.5%","0.4%","0.4%","0.6%","0.9%","6.6%","1.9%","0.4%","9.8%","0.5%","0.4%","7.9%","5.4%","0.2%","1.3%","1.8%","0.6%","0.8%","0.6%","1.5%","0.1%","1.4%","1.1%","0.3%","0.2%","0.5%","0.2%","","1,129,810","93.6%","85.9%"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
