"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Nonrelatives","RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"    Estimate","","3,803,012","2,537,406","1,089,403","1,783,375","708,193","183,361","80,442","570,670","300,768","1,265,606","1,044,144","364,633","1,248,902","1,029,571","2.70","3.31","","10,254,913","3,803,012","1,780,234","3,214,291","878,509","578,867","211,054","","4,056,979","1,531,796","1,961,942","70,867","99,391","392,983","4,394,948","1,422,972","1,941,739","111,817","358,310","560,110","","122,525","46,712","31","47","16","80","26","","256,778","93,998","","19,124","18,300","12,879","43,695","93,998","63,392","60,346","","2,776,278","172,307","131,833","1,153,968","606,215","711,955","","6,978,172","308,720","557,379","1,942,122","1,383,144","562,774","1,362,317","861,716","6,112,073","2,224,033","","7,973,719","609,508","","10,334,958","1,246,077","2,500,375","102,417","6,408,784","658,811","1,425,799","484,849","","10,410,462","8,909,803","1,448,796","680,865","767,931","493,658","274,273","51,863","","10,519,475","9,455,402","9,309,727","5,765,886","3,543,841","145,675","1,064,073","","1,064,073","480,192","583,881","","1,209,748","145,675","29,328","116,347","1,064,073","271,338","792,735","","1,064,073","84,198","328,900","114,396","5,995","512,576","18,008","","9,873,987","8,488,576","1,385,411","534,332","792,690","333,698","247,231","63,791","240,919","108,802","104,571","28,041","","10,519,475","1,153,942","30,584","13,355","13,313","67,389","710,428","123,598","25,078","637,919","22,685","16,293","708,967","226,774","7,307","40,766","108,090","15,311","33,591","113,340","171,006","6,537","212,474","39,622","17,603","14,156","46,216","138,630","","3,803,012","3,486,409","3,184,947"
"    Percent","","3,803,012","66.7%","28.6%","46.9%","18.6%","4.8%","2.1%","15.0%","7.9%","33.3%","27.5%","9.6%","32.8%","27.1%","(X)","(X)","","10,254,913","37.1%","17.4%","31.3%","8.6%","5.6%","2.1%","","4,056,979","37.8%","48.4%","1.7%","2.4%","9.7%","4,394,948","32.4%","44.2%","2.5%","8.2%","12.7%","","122,525","38.1%","(X)","(X)","(X)","(X)","(X)","","256,778","36.6%","","7.4%","7.1%","5.0%","17.0%","93,998","67.4%","64.2%","","2,776,278","6.2%","4.7%","41.6%","21.8%","25.6%","","6,978,172","4.4%","8.0%","27.8%","19.8%","8.1%","19.5%","12.3%","87.6%","31.9%","","7,973,719","7.6%","","10,334,958","12.1%","2,500,375","4.1%","6,408,784","10.3%","1,425,799","34.0%","","10,410,462","85.6%","13.9%","6.5%","7.4%","4.7%","2.6%","0.5%","","10,519,475","89.9%","88.5%","54.8%","33.7%","1.4%","10.1%","","1,064,073","45.1%","54.9%","","1,209,748","145,675","20.1%","79.9%","1,064,073","25.5%","74.5%","","1,064,073","7.9%","30.9%","10.8%","0.6%","48.2%","1.7%","","9,873,987","86.0%","14.0%","5.4%","8.0%","3.4%","2.5%","0.6%","2.4%","1.1%","1.1%","0.3%","","10,519,475","11.0%","0.3%","0.1%","0.1%","0.6%","6.8%","1.2%","0.2%","6.1%","0.2%","0.2%","6.7%","2.2%","0.1%","0.4%","1.0%","0.1%","0.3%","1.1%","1.6%","0.1%","2.0%","0.4%","0.2%","0.1%","0.4%","1.3%","","3,803,012","91.7%","83.7%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","455,309","316,849","116,964","235,162","86,726","23,152","7,481","58,535","22,757","138,460","111,739","48,941","141,643","172,626","3.02","3.61","","1,376,737","455,309","235,001","396,044","194,898","95,485","26,539","","579,991","222,460","290,285","6,536","14,264","46,446","584,053","171,574","287,261","8,715","58,209","58,294","","18,527","6,139","37","59","9","91","41","","52,507","12,745","","2,321","2,293","1,196","6,935","12,745","7,130","9,873","","325,091","22,528","14,393","134,935","61,031","92,204","","995,589","38,532","41,547","266,728","204,652","110,557","218,828","114,745","915,510","333,573","","1,076,576","102,915","","1,368,549","158,361","303,032","10,359","808,253","66,355","257,264","81,647","","1,403,653","1,211,015","179,246","116,126","63,120","9,046","54,074","13,392","","1,420,491","1,154,344","1,112,662","752,778","359,884","41,682","266,147","","266,147","155,756","110,391","","307,829","41,682","12,776","28,906","266,147","62,334","203,813","","266,147","10,188","207,159","1,096","28,530","14,963","4,211","","1,333,054","965,883","367,171","158,655","33,222","7,303","15,204","2,170","305,733","146,139","13,012","3,043","","1,420,491","16,798","3,396","1,529","3,730","6,634","54,515","21,795","2,558","69,956","2,884","2,443","56,401","27,019","503","9,526","12,175","47,254","5,852","6,622","14,852","326","2,976","8,762","3,099","1,176","3,775","2,562","","455,309","417,079","390,353"
"    Percent","","455,309","69.6%","25.7%","51.6%","19.0%","5.1%","1.6%","12.9%","5.0%","30.4%","24.5%","10.7%","31.1%","37.9%","(X)","(X)","","1,376,737","33.1%","17.1%","28.8%","14.2%","6.9%","1.9%","","579,991","38.4%","50.0%","1.1%","2.5%","8.0%","584,053","29.4%","49.2%","1.5%","10.0%","10.0%","","18,527","33.1%","(X)","(X)","(X)","(X)","(X)","","52,507","24.3%","","4.4%","4.4%","2.3%","13.2%","12,745","55.9%","77.5%","","325,091","6.9%","4.4%","41.5%","18.8%","28.4%","","995,589","3.9%","4.2%","26.8%","20.6%","11.1%","22.0%","11.5%","92.0%","33.5%","","1,076,576","9.6%","","1,368,549","11.6%","303,032","3.4%","808,253","8.2%","257,264","31.7%","","1,403,653","86.3%","12.8%","8.3%","4.5%","0.6%","3.9%","1.0%","","1,420,491","81.3%","78.3%","53.0%","25.3%","2.9%","18.7%","","266,147","58.5%","41.5%","","307,829","41,682","30.7%","69.3%","266,147","23.4%","76.6%","","266,147","3.8%","77.8%","0.4%","10.7%","5.6%","1.6%","","1,333,054","72.5%","27.5%","11.9%","2.5%","0.5%","1.1%","0.2%","22.9%","11.0%","1.0%","0.2%","","1,420,491","1.2%","0.2%","0.1%","0.3%","0.5%","3.8%","1.5%","0.2%","4.9%","0.2%","0.2%","4.0%","1.9%","0.0%","0.7%","0.9%","3.3%","0.4%","0.5%","1.0%","0.0%","0.2%","0.6%","0.2%","0.1%","0.3%","0.2%","","455,309","91.6%","85.7%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","640,270","437,765","185,628","348,814","137,001","28,650","14,463","60,301","34,164","202,505","162,681","66,304","204,505","191,131","2.69","3.24","","1,724,047","640,270","349,544","533,707","98,697","101,829","37,686","","693,793","215,664","377,561","6,625","16,753","77,190","692,816","170,981","373,018","9,884","50,327","88,606","","23,502","4,757","24","59","4","107","31","","32,034","11,384","","2,782","2,480","1,782","4,340","11,384","7,110","8,399","","451,266","22,880","23,491","197,391","102,954","104,550","","1,143,747","40,692","63,176","318,218","292,076","113,323","213,462","102,800","1,039,879","316,262","","1,305,463","121,327","","1,733,484","233,494","444,521","18,970","1,014,353","117,561","274,610","96,963","","1,734,756","1,438,727","289,305","150,883","138,422","58,657","79,765","6,724","","1,754,208","1,648,980","1,627,628","815,672","811,956","21,352","105,228","","105,228","45,441","59,787","","126,580","21,352","4,271","17,081","105,228","19,402","85,826","","105,228","10,832","21,460","1,990","354","65,398","5,194","","1,640,515","1,461,613","178,902","63,129","134,698","49,476","16,203","3,599","17,237","6,828","10,764","3,226","","1,754,208","114,031","5,275","5,456","26,708","37,319","278,412","43,779","7,723","285,442","4,038","2,024","162,193","53,227","1,392","49,935","21,048","6,035","7,377","18,521","50,896","1,251","6,020","49,401","12,998","4,136","23,031","770","","640,270","600,415","551,989"
"    Percent","","640,270","68.4%","29.0%","54.5%","21.4%","4.5%","2.3%","9.4%","5.3%","31.6%","25.4%","10.4%","31.9%","29.9%","(X)","(X)","","1,724,047","37.1%","20.3%","31.0%","5.7%","5.9%","2.2%","","693,793","31.1%","54.4%","1.0%","2.4%","11.1%","692,816","24.7%","53.8%","1.4%","7.3%","12.8%","","23,502","20.2%","(X)","(X)","(X)","(X)","(X)","","32,034","35.5%","","8.7%","7.7%","5.6%","13.5%","11,384","62.5%","73.8%","","451,266","5.1%","5.2%","43.7%","22.8%","23.2%","","1,143,747","3.6%","5.5%","27.8%","25.5%","9.9%","18.7%","9.0%","90.9%","27.7%","","1,305,463","9.3%","","1,733,484","13.5%","444,521","4.3%","1,014,353","11.6%","274,610","35.3%","","1,734,756","82.9%","16.7%","8.7%","8.0%","3.4%","4.6%","0.4%","","1,754,208","94.0%","92.8%","46.5%","46.3%","1.2%","6.0%","","105,228","43.2%","56.8%","","126,580","21,352","20.0%","80.0%","105,228","18.4%","81.6%","","105,228","10.3%","20.4%","1.9%","0.3%","62.1%","4.9%","","1,640,515","89.1%","10.9%","3.8%","8.2%","3.0%","1.0%","0.2%","1.1%","0.4%","0.7%","0.2%","","1,754,208","6.5%","0.3%","0.3%","1.5%","2.1%","15.9%","2.5%","0.4%","16.3%","0.2%","0.1%","9.2%","3.0%","0.1%","2.8%","1.2%","0.3%","0.4%","1.1%","2.9%","0.1%","0.3%","2.8%","0.7%","0.2%","1.3%","0.0%","","640,270","93.8%","86.2%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,864,864","3,119,101","1,318,366","2,293,091","906,420","227,200","101,085","598,810","310,861","1,745,763","1,437,587","558,371","1,461,981","1,408,059","2.56","3.21","","12,444,301","4,864,864","2,292,351","3,777,867","822,622","686,597","305,400","","5,059,081","1,942,203","2,488,901","68,145","134,920","424,912","5,322,166","1,729,963","2,449,649","90,869","464,215","587,470","","158,848","53,430","31","53","10","86","34","","245,054","77,112","","15,732","15,622","12,669","33,089","77,112","48,545","51,057","","3,173,587","216,968","149,310","1,266,011","688,566","852,732","","8,706,376","403,880","510,902","2,269,285","1,764,774","704,851","1,833,666","1,219,018","7,791,594","3,052,684","","9,871,480","559,656","","12,563,908","1,392,622","2,851,931","101,438","7,786,441","675,092","1,925,536","616,092","","12,599,244","11,029,483","1,502,216","977,256","524,960","318,340","206,620","67,545","","12,741,080","10,949,767","10,796,208","8,532,802","2,263,406","153,559","1,791,313","","1,791,313","926,873","864,440","","1,944,872","153,559","31,250","122,309","1,791,313","332,445","1,458,868","","1,791,313","361,840","574,718","65,536","2,864","767,220","19,135","","11,981,624","9,167,587","2,814,037","1,007,319","1,640,227","601,206","675,284","223,661","365,148","143,605","133,378","38,847","","12,741,080","455,358","96,653","92,765","43,041","145,556","669,111","199,737","33,793","2,092,841","96,920","44,674","1,381,559","732,228","75,203","151,603","839,028","9,960","105,606","72,155","139,107","33,507","126,744","248,512","32,973","54,463","47,874","37,568","","4,864,864","4,450,176","4,140,239"
"    Percent","","4,864,864","64.1%","27.1%","47.1%","18.6%","4.7%","2.1%","12.3%","6.4%","35.9%","29.6%","11.5%","30.1%","28.9%","(X)","(X)","","12,444,301","39.1%","18.4%","30.4%","6.6%","5.5%","2.5%","","5,059,081","38.4%","49.2%","1.3%","2.7%","8.4%","5,322,166","32.5%","46.0%","1.7%","8.7%","11.0%","","158,848","33.6%","(X)","(X)","(X)","(X)","(X)","","245,054","31.5%","","6.4%","6.4%","5.2%","13.5%","77,112","63.0%","66.2%","","3,173,587","6.8%","4.7%","39.9%","21.7%","26.9%","","8,706,376","4.6%","5.9%","26.1%","20.3%","8.1%","21.1%","14.0%","89.5%","35.1%","","9,871,480","5.7%","","12,563,908","11.1%","2,851,931","3.6%","7,786,441","8.7%","1,925,536","32.0%","","12,599,244","87.5%","11.9%","7.8%","4.2%","2.5%","1.6%","0.5%","","12,741,080","85.9%","84.7%","67.0%","17.8%","1.2%","14.1%","","1,791,313","51.7%","48.3%","","1,944,872","153,559","20.4%","79.6%","1,791,313","18.6%","81.4%","","1,791,313","20.2%","32.1%","3.7%","0.2%","42.8%","1.1%","","11,981,624","76.5%","23.5%","8.4%","13.7%","5.0%","5.6%","1.9%","3.0%","1.2%","1.1%","0.3%","","12,741,080","3.6%","0.8%","0.7%","0.3%","1.1%","5.3%","1.6%","0.3%","16.4%","0.8%","0.4%","10.8%","5.7%","0.6%","1.2%","6.6%","0.1%","0.8%","0.6%","1.1%","0.3%","1.0%","2.0%","0.3%","0.4%","0.4%","0.3%","","4,864,864","91.5%","85.1%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,599,169","1,683,176","709,918","1,248,277","467,344","130,027","69,842","304,872","172,732","915,993","752,041","289,121","794,573","738,498","2.50","3.09","","6,504,226","2,599,169","1,248,851","1,911,084","351,953","393,169","182,888","","2,630,369","913,506","1,315,175","29,254","75,103","297,331","2,762,185","789,205","1,322,502","42,053","243,887","364,538","","89,630","35,621","41","58","10","107","24","","126,941","60,369","","10,328","13,317","10,469","26,255","60,369","37,955","40,537","","1,657,592","98,329","84,405","701,955","361,362","411,541","","4,467,893","164,472","327,362","1,480,040","887,129","397,824","771,811","439,255","3,976,059","1,211,066","","5,121,007","380,079","","6,592,504","895,068","1,563,183","67,808","4,013,433","472,444","1,015,888","354,816","","6,612,948","5,614,432","966,369","570,401","395,968","250,712","145,256","32,147","","6,691,878","6,337,530","6,289,625","4,541,102","1,748,523","47,905","354,348","","354,348","144,767","209,581","","402,253","47,905","9,835","38,070","354,348","110,480","243,868","","354,348","41,427","125,959","28,294","1,614","149,247","7,807","","6,274,104","5,715,809","558,295","195,767","297,188","109,258","139,606","32,553","90,058","44,239","31,443","9,717","","6,691,878","494,187","21,020","13,444","9,850","114,140","507,186","129,206","17,561","1,332,109","23,708","32,536","679,100","181,088","10,357","37,001","190,067","3,096","20,124","54,732","103,785","19,846","56,528","52,820","38,035","8,068","37,443","7,375","","2,599,169","2,353,197","2,151,442"
"    Percent","","2,599,169","64.8%","27.3%","48.0%","18.0%","5.0%","2.7%","11.7%","6.6%","35.2%","28.9%","11.1%","30.6%","28.4%","(X)","(X)","","6,504,226","40.0%","19.2%","29.4%","5.4%","6.0%","2.8%","","2,630,369","34.7%","50.0%","1.1%","2.9%","11.3%","2,762,185","28.6%","47.9%","1.5%","8.8%","13.2%","","89,630","39.7%","(X)","(X)","(X)","(X)","(X)","","126,941","47.6%","","8.1%","10.5%","8.2%","20.7%","60,369","62.9%","67.1%","","1,657,592","5.9%","5.1%","42.3%","21.8%","24.8%","","4,467,893","3.7%","7.3%","33.1%","19.9%","8.9%","17.3%","9.8%","89.0%","27.1%","","5,121,007","7.4%","","6,592,504","13.6%","1,563,183","4.3%","4,013,433","11.8%","1,015,888","34.9%","","6,612,948","84.9%","14.6%","8.6%","6.0%","3.8%","2.2%","0.5%","","6,691,878","94.7%","94.0%","67.9%","26.1%","0.7%","5.3%","","354,348","40.9%","59.1%","","402,253","47,905","20.5%","79.5%","354,348","31.2%","68.8%","","354,348","11.7%","35.5%","8.0%","0.5%","42.1%","2.2%","","6,274,104","91.1%","8.9%","3.1%","4.7%","1.7%","2.2%","0.5%","1.4%","0.7%","0.5%","0.2%","","6,691,878","7.4%","0.3%","0.2%","0.1%","1.7%","7.6%","1.9%","0.3%","19.9%","0.4%","0.5%","10.1%","2.7%","0.2%","0.6%","2.8%","0.0%","0.3%","0.8%","1.6%","0.3%","0.8%","0.8%","0.6%","0.1%","0.6%","0.1%","","2,599,169","90.5%","82.8%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
