"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0500000US29510","St. Louis city, Missouri","7714","null","782","null","24553","null","1598","null","44067","2211","null","null","72010","3339","null","null","170613","9170","null","null","297970","27772","null","null",
"0500000US30013","Cascade County, Montana","13775","null","1807","null","32610","null","2784","null","50548","3170","null","null","76191","5586","null","null","166297","23437","null","null","306457","75158","null","null",
"0500000US30029","Flathead County, Montana","15671","null","2132","null","34453","null","2981","null","54076","3745","null","null","83106","6956","null","null","202369","27045","null","null","366470","86410","null","null",
"0500000US30031","Gallatin County, Montana","16055","null","2399","null","42406","null","4186","null","68199","4882","null","null","95766","5155","null","null","216369","25287","null","null","401481","83177","null","null",
"0500000US30049","Lewis and Clark County, Montana","15222","null","3132","null","41244","null","4733","null","65604","5009","null","null","98645","7716","null","null","167695","15579","null","null","238275","48283","null","null",
"0500000US30063","Missoula County, Montana","13074","null","2994","null","37202","null","3782","null","56445","3323","null","null","84126","6551","null","null","183812","20812","null","null","318099","62240","null","null",
"0500000US30111","Yellowstone County, Montana","13585","null","1882","null","34271","null","3157","null","58784","3993","null","null","86632","4254","null","null","184821","20829","null","null","324322","74667","null","null",
"0500000US31055","Douglas County, Nebraska","14365","null","878","null","39172","null","1236","null","64724","1794","null","null","98749","2357","null","null","230539","12166","null","null","440084","39260","null","null",
"0500000US31109","Lancaster County, Nebraska","15447","null","1197","null","37864","null","1669","null","58557","2259","null","null","91253","2649","null","null","174704","6128","null","null","275119","18048","null","null",
"0500000US31153","Sarpy County, Nebraska","21922","null","2199","null","49296","null","3053","null","78483","3853","null","null","114133","4338","null","null","223417","20988","null","null","392564","76006","null","null",
"0500000US32003","Clark County, Nevada","12807","null","552","null","35226","null","761","null","57580","1082","null","null","90175","1624","null","null","205856","7127","null","null","380209","23892","null","null",
"0500000US32031","Washoe County, Nevada","16899","null","1310","null","41326","null","1546","null","63908","1955","null","null","97867","3067","null","null","215123","14344","null","null","390565","45821","null","null",
"0500000US33005","Cheshire County, New Hampshire","15841","null","1773","null","35512","null","4726","null","59953","5802","null","null","95406","7409","null","null","208318","32446","null","null","384808","103220","null","null",
"0500000US33009","Grafton County, New Hampshire","15803","null","2950","null","40620","null","3712","null","66440","4996","null","null","100198","5947","null","null","232656","34031","null","null","451647","113679","null","null",
"0500000US33011","Hillsborough County, New Hampshire","18867","null","1171","null","46870","null","2058","null","79124","2806","null","null","120002","3450","null","null","249916","14402","null","null","417206","38926","null","null",
"0500000US33013","Merrimack County, New Hampshire","17593","null","2438","null","44437","null","2837","null","73866","4356","null","null","107804","4708","null","null","220416","16597","null","null","382178","51363","null","null",
"0500000US33015","Rockingham County, New Hampshire","20853","null","2110","null","56253","null","2807","null","93166","3694","null","null","136330","4705","null","null","264363","16964","null","null","446474","48693","null","null",
"0500000US33017","Strafford County, New Hampshire","15238","null","2555","null","42991","null","4179","null","71051","4824","null","null","106705","7938","null","null","226973","26378","null","null","402960","85452","null","null",
"0500000US34001","Atlantic County, New Jersey","13934","null","1628","null","38384","null","2432","null","61962","3085","null","null","98272","4080","null","null","211346","16036","null","null","365583","41583","null","null",
"0500000US34003","Bergen County, New Jersey","19952","null","1203","null","56221","null","2365","null","99622","2581","null","null","157582","4366","null","null","351658","14242","null","null","612703","38791","null","null",
"0500000US34005","Burlington County, New Jersey","22663","null","1663","null","54028","null","2480","null","84808","3089","null","null","127347","4436","null","null","274928","14260","null","null","494631","50734","null","null",
"0500000US34007","Camden County, New Jersey","13479","null","1044","null","37256","null","1866","null","67915","2456","null","null","108680","3103","null","null","228049","11982","null","null","404195","37586","null","null",
"0500000US34009","Cape May County, New Jersey","15913","null","2450","null","41248","null","3713","null","67233","4987","null","null","105871","6927","null","null","259282","25380","null","null","500084","78799","null","null",
"0500000US34011","Cumberland County, New Jersey","10404","null","1974","null","28934","null","3601","null","52727","4932","null","null","82863","5753","null","null","166848","17531","null","null","268820","57993","null","null",
"0500000US34013","Essex County, New Jersey","10947","null","815","null","33470","null","1770","null","64421","2390","null","null","111682","3494","null","null","307658","14180","null","null","588146","42754","null","null",
"0500000US34015","Gloucester County, New Jersey","20952","null","1815","null","50662","null","3014","null","82924","4055","null","null","123888","5180","null","null","229915","11063","null","null","342491","26135","null","null",
"0500000US34017","Hudson County, New Jersey","13431","null","1033","null","40842","null","1816","null","74413","2297","null","null","123082","4182","null","null","283087","12396","null","null","493984","35129","null","null",
"0500000US34019","Hunterdon County, New Jersey","26051","null","3313","null","68247","null","4750","null","111456","5800","null","null","173521","9447","null","null","336384","27813","null","null","529121","59433","null","null",
"0500000US34021","Mercer County, New Jersey","14828","null","1899","null","46220","null","4285","null","81711","4191","null","null","128697","5181","null","null","302109","18656","null","null","549166","51988","null","null",
"0500000US34023","Middlesex County, New Jersey","19844","null","1370","null","53268","null","2416","null","88305","3097","null","null","135230","3533","null","null","256756","11311","null","null","408311","32919","null","null",
"0500000US34025","Monmouth County, New Jersey","20398","null","1534","null","58151","null","2213","null","99260","3204","null","null","154626","4177","null","null","340987","15918","null","null","597770","40046","null","null",
"0500000US34027","Morris County, New Jersey","27217","null","2313","null","70134","null","2968","null","112709","3520","null","null","174081","5553","null","null","406579","20765","null","null","745016","64024","null","null",
"0500000US34029","Ocean County, New Jersey","17176","null","1205","null","41264","null","1467","null","69016","1598","null","null","108041","3074","null","null","235220","12937","null","null","424609","44833","null","null",
"0500000US34031","Passaic County, New Jersey","14745","null","1208","null","42280","null","2990","null","75109","3523","null","null","115495","4079","null","null","246359","12344","null","null","409446","33084","null","null",
"0500000US34033","Salem County, New Jersey","13009","null","3144","null","35056","null","4989","null","64944","5900","null","null","101682","6441","null","null","190874","20324","null","null","304640","59776","null","null",
"0500000US34035","Somerset County, New Jersey","25780","null","2433","null","71738","null","4047","null","120549","5119","null","null","178438","6805","null","null","375165","23445","null","null","634478","69718","null","null",
"0500000US34037","Sussex County, New Jersey","24792","null","2861","null","60895","null","3954","null","93412","5274","null","null","137659","7722","null","null","267349","24461","null","null","432583","65781","null","null",
"0500000US34039","Union County, New Jersey","18891","null","1263","null","49186","null","2354","null","83266","3486","null","null","132999","4160","null","null","310189","18385","null","null","581967","58922","null","null",
"0500000US34041","Warren County, New Jersey","17646","null","2325","null","46201","null","4345","null","78793","5054","null","null","120668","7827","null","null","227562","20745","null","null","361186","53841","null","null",
"0500000US35001","Bernalillo County, New Mexico","10418","null","916","null","29916","null","1451","null","51781","1743","null","null","83516","2133","null","null","190160","11205","null","null","344442","38077","null","null",
"0500000US35005","Chaves County, New Mexico","12296","null","2168","null","26701","null","3332","null","44599","5357","null","null","68183","5963","null","null","134904","13973","null","null","209186","25391","null","null",
"0500000US35013","Doña Ana County, New Mexico","8375","null","1544","null","21050","null","1525","null","36053","3255","null","null","65975","4424","null","null","157308","15898","null","null","285403","57381","null","null",
"0500000US35025","Lea County, New Mexico","11293","null","2846","null","32969","null","4403","null","52005","5802","null","null","79686","8706","null","null","150698","14397","null","null","209819","28513","null","null",
"0500000US35031","McKinley County, New Mexico","5677","null","1300","null","18919","null","2462","null","34227","4400","null","null","59576","6028","null","null","124500","13898","null","null","200753","35064","null","null",
"0500000US35035","Otero County, New Mexico","5660","null","2998","null","23917","null","5539","null","43121","4895","null","null","61810","5882","null","null","133496","23471","null","null","236656","81815","null","null",
"0500000US35043","Sandoval County, New Mexico","15520","null","1634","null","36820","null","1757","null","54920","2978","null","null","79076","3509","null","null","164342","11882","null","null","267335","33458","null","null",
"0500000US35045","San Juan County, New Mexico","8327","null","1393","null","25803","null","2680","null","45544","3333","null","null","72977","4388","null","null","146030","10333","null","null","228731","29063","null","null",
"0500000US35049","Santa Fe County, New Mexico","15209","null","1610","null","37244","null","2351","null","59403","3113","null","null","93482","4401","null","null","230076","19638","null","null","440126","59199","null","null",
"0500000US35061","Valencia County, New Mexico","10090","null","2403","null","25590","null","3089","null","44949","4624","null","null","72309","6443","null","null","146760","27957","null","null","236711","99856","null","null",
"0500000US36001","Albany County, New York","14582","null","1463","null","38512","null","2201","null","65202","3189","null","null","104089","3570","null","null","215160","12419","null","null","364396","36592","null","null",
"0500000US36005","Bronx County, New York","6732","null","413","null","19700","null","999","null","38800","1397","null","null","66353","1944","null","null","156502","6243","null","null","280183","21625","null","null",
"0500000US36007","Broome County, New York","10006","null","1483","null","28076","null","2558","null","50911","3099","null","null","80528","3533","null","null","171819","18721","null","null","309599","68636","null","null",
"0500000US36009","Cattaraugus County, New York","12675","null","1648","null","29234","null","2427","null","47732","2979","null","null","74591","4452","null","null","139660","10402","null","null","220984","31147","null","null",
"0500000US36011","Cayuga County, New York","14341","null","2149","null","35225","null","3135","null","53132","4558","null","null","84846","5552","null","null","172587","20637","null","null","305941","73158","null","null",
"0500000US36013","Chautauqua County, New York","10630","null","982","null","25830","null","1916","null","45525","2667","null","null","73715","4046","null","null","148910","13328","null","null","256618","47437","null","null",
"0500000US36015","Chemung County, New York","12080","null","1801","null","30556","null","3321","null","52766","4160","null","null","81195","5186","null","null","187647","41908","null","null","387133","161044","null","null",
"0500000US36019","Clinton County, New York","13595","null","2977","null","36373","null","4445","null","57866","5193","null","null","88002","6618","null","null","158206","14803","null","null","233165","36028","null","null",
"0500000US36027","Dutchess County, New York","15443","null","1666","null","45115","null","3390","null","80615","3759","null","null","124697","5846","null","null","243257","12574","null","null","379800","27513","null","null",
"0500000US36029","Erie County, New York","12621","null","628","null","33589","null","978","null","57009","1147","null","null","90066","1724","null","null","188042","7787","null","null","316381","24555","null","null",
"0500000US36045","Jefferson County, New York","12330","null","1734","null","32811","null","2279","null","53037","2744","null","null","76806","3613","null","null","149716","14769","null","null","244703","50554","null","null",
"0500000US36047","Kings County, New York","10008","null","416","null","31680","null","987","null","61890","1376","null","null","106196","2015","null","null","252937","6924","null","null","452658","21088","null","null",
"0500000US36051","Livingston County, New York","13647","null","2308","null","37263","null","4195","null","61377","4604","null","null","88960","5180","null","null","166159","20256","null","null","276738","72585","null","null",
"0500000US36053","Madison County, New York","16400","null","2006","null","38328","null","4369","null","59379","4560","null","null","89156","6497","null","null","168395","16047","null","null","266388","46987","null","null",
"0500000US36055","Monroe County, New York","12257","null","689","null","33755","null","1336","null","59867","1843","null","null","95815","2176","null","null","191170","7093","null","null","312746","23387","null","null",
"0500000US36059","Nassau County, New York","24084","null","1203","null","69884","null","2382","null","116416","2705","null","null","172804","3078","null","null","363284","10687","null","null","634524","31324","null","null",
"0500000US36061","New York County, New York","11126","null","612","null","41575","null","1848","null","85923","2232","null","null","157663","3532","null","null","486880","18431","null","null","968150","50939","null","null",
"0500000US36063","Niagara County, New York","11064","null","1258","null","31980","null","2386","null","55394","2843","null","null","88393","4172","null","null","186887","20326","null","null","329214","70976","null","null",
"0500000US36065","Oneida County, New York","11898","null","1406","null","31727","null","2093","null","54535","2418","null","null","83612","3281","null","null","170507","10221","null","null","277441","34824","null","null",
"0500000US36067","Onondaga County, New York","12475","null","1088","null","35513","null","1539","null","60926","1932","null","null","96010","2446","null","null","202126","12551","null","null","357704","43911","null","null",
"0500000US36069","Ontario County, New York","15954","null","2194","null","39864","null","3558","null","63694","3883","null","null","94406","6303","null","null","216897","24576","null","null","385577","61225","null","null",
"0500000US36071","Orange County, New York","16039","null","1475","null","42465","null","2327","null","75542","3801","null","null","123513","4638","null","null","239480","13670","null","null","379550","45953","null","null",
"0500000US36075","Oswego County, New York","11876","null","1923","null","32559","null","2925","null","54493","3796","null","null","87394","5178","null","null","177846","18172","null","null","291816","53650","null","null",
"0500000US36079","Putnam County, New York","27719","null","3662","null","64105","null","5238","null","100865","6097","null","null","148991","8371","null","null","293621","27450","null","null","485070","88287","null","null",
"0500000US36081","Queens County, New York","14941","null","632","null","40258","null","989","null","69165","1309","null","null","108157","1702","null","null","215642","5566","null","null","349404","16163","null","null",
"0500000US36083","Rensselaer County, New York","17066","null","1701","null","44964","null","3029","null","70951","2858","null","null","101053","4292","null","null","188671","18084","null","null","312140","63375","null","null",
"0500000US36085","Richmond County, New York","13647","null","1678","null","47025","null","2708","null","83606","3634","null","null","129805","4974","null","null","235683","11182","null","null","360772","30545","null","null",
"0500000US36087","Rockland County, New York","17267","null","1846","null","49493","null","3655","null","89855","4497","null","null","143148","6208","null","null","295035","21350","null","null","493959","67155","null","null",
"0500000US36089","St. Lawrence County, New York","11713","null","1150","null","29727","null","2600","null","49889","3090","null","null","80664","5285","null","null","156907","10559","null","null","237495","28439","null","null",
"0500000US36091","Saratoga County, New York","22089","null","2063","null","52687","null","3300","null","84331","3511","null","null","122043","4867","null","null","243373","17451","null","null","424879","52957","null","null",
"0500000US36093","Schenectady County, New York","13495","null","1711","null","37194","null","3422","null","65218","4443","null","null","97559","4601","null","null","187080","10740","null","null","296547","27531","null","null",
"0500000US36101","Steuben County, New York","12853","null","1302","null","32148","null","3043","null","55263","3361","null","null","82112","3981","null","null","167283","15849","null","null","280869","52800","null","null",
"0500000US36103","Suffolk County, New York","21552","null","1267","null","60643","null","2216","null","100208","2365","null","null","148498","2631","null","null","299202","8688","null","null","512430","24612","null","null",
"0500000US36105","Sullivan County, New York","11581","null","1883","null","30233","null","3837","null","52995","5274","null","null","83856","7157","null","null","181557","23229","null","null","305238","73569","null","null",
"0500000US36109","Tompkins County, New York","11567","null","1921","null","33653","null","2508","null","57749","4425","null","null","93204","6625","null","null","208112","26983","null","null","360916","79689","null","null",
"0500000US36111","Ulster County, New York","14673","null","1691","null","38798","null","2818","null","65007","3628","null","null","103215","5836","null","null","222386","15533","null","null","374386","47877","null","null",
"0500000US36113","Warren County, New York","15079","null","2786","null","36160","null","4133","null","56721","4461","null","null","88846","7688","null","null","181412","23016","null","null","304070","61448","null","null",
"0500000US36117","Wayne County, New York","16684","null","2254","null","39143","null","3790","null","62028","4031","null","null","90568","5269","null","null","191178","33208","null","null","353380","124173","null","null",
"0500000US36119","Westchester County, New York","17442","null","1073","null","52263","null","2380","null","94866","2927","null","null","157840","4200","null","null","435776","15945","null","null","825315","39970","null","null",
"0500000US37001","Alamance County, North Carolina","12393","null","1541","null","30915","null","2232","null","49963","2779","null","null","80432","4686","null","null","169256","20242","null","null","301136","70988","null","null",
"0500000US37019","Brunswick County, North Carolina","13673","null","1724","null","35741","null","3065","null","60555","3179","null","null","87463","4428","null","null","172381","13806","null","null","279556","32826","null","null",
"0500000US37021","Buncombe County, North Carolina","14451","null","1212","null","33852","null","1830","null","54327","2591","null","null","85507","3824","null","null","203657","17769","null","null","384540","57629","null","null",
"0500000US37023","Burke County, North Carolina","12977","null","1668","null","29775","null","2818","null","45003","4138","null","null","70527","5077","null","null","170820","25419","null","null","322257","79512","null","null",
"0500000US37025","Cabarrus County, North Carolina","17285","null","1918","null","42398","null","2850","null","70068","4004","null","null","104676","5819","null","null","212893","17583","null","null","350393","45717","null","null",
"0500000US37027","Caldwell County, North Carolina","11199","null","1700","null","23552","null","2751","null","42155","4664","null","null","69098","5999","null","null","147932","21632","null","null","268617","76067","null","null",
"0500000US37031","Carteret County, North Carolina","15936","null","1892","null","34962","null","2835","null","54541","3132","null","null","80144","5045","null","null","159113","12321","null","null","258517","32902","null","null",
"0500000US37035","Catawba County, North Carolina","13254","null","1360","null","32194","null","2810","null","53232","3742","null","null","77873","3940","null","null","155020","12741","null","null","258491","27794","null","null",
"0500000US37037","Chatham County, North Carolina","18583","null","3133","null","44739","null","5805","null","76286","6711","null","null","116992","9529","null","null","267396","31119","null","null","446049","74415","null","null",
"0500000US37045","Cleveland County, North Carolina","8206","null","1986","null","25337","null","3533","null","42069","4632","null","null","69976","5451","null","null","127989","13294","null","null","199604","41281","null","null",
"0500000US37049","Craven County, North Carolina","10777","null","2291","null","29979","null","2692","null","49257","3928","null","null","77038","5212","null","null","159456","19482","null","null","273379","57122","null","null",
"0500000US37051","Cumberland County, North Carolina","10934","null","732","null","28926","null","1252","null","46944","1505","null","null","72696","2400","null","null","147955","11387","null","null","240885","39017","null","null",
"0500000US37057","Davidson County, North Carolina","11498","null","1600","null","28991","null","2312","null","45415","2723","null","null","70655","4114","null","null","147875","14156","null","null","249049","43580","null","null",
"0500000US37063","Durham County, North Carolina","15096","null","1616","null","35702","null","1905","null","59057","2857","null","null","94759","4214","null","null","209810","11692","null","null","346411","33414","null","null",
"0500000US37067","Forsyth County, North Carolina","11408","null","854","null","29618","null","1502","null","49850","2163","null","null","79999","2439","null","null","195437","13941","null","null","381220","47901","null","null",
"0500000US37069","Franklin County, North Carolina","17529","null","2819","null","37566","null","3902","null","60538","6217","null","null","90889","9807","null","null","171604","20685","null","null","265648","42633","null","null",
"0500000US37071","Gaston County, North Carolina","13237","null","1404","null","31956","null","2047","null","52941","2417","null","null","80693","3175","null","null","169499","13349","null","null","295932","46476","null","null",
"0500000US37081","Guilford County, North Carolina","12109","null","1100","null","31870","null","1393","null","52122","2097","null","null","85344","2630","null","null","199072","10819","null","null","365660","34940","null","null",
"0500000US37085","Harnett County, North Carolina","12857","null","1730","null","32453","null","3023","null","51488","3257","null","null","78354","4773","null","null","145549","11394","null","null","227742","37507","null","null",
"0500000US37089","Henderson County, North Carolina","14303","null","2059","null","32118","null","2543","null","53636","3990","null","null","84539","4807","null","null","177209","16488","null","null","320259","50835","null","null",
"0500000US37097","Iredell County, North Carolina","17565","null","1637","null","39727","null","2576","null","59377","2744","null","null","92062","4233","null","null","210775","17189","null","null","378150","54808","null","null",
"0500000US37101","Johnston County, North Carolina","17267","null","1865","null","37365","null","2784","null","59324","3567","null","null","89669","5476","null","null","165112","17094","null","null","263924","45667","null","null",
"0500000US37109","Lincoln County, North Carolina","16016","null","4288","null","41705","null","3578","null","63271","5394","null","null","90946","5936","null","null","210750","29311","null","null","383996","91900","null","null",
"0500000US37119","Mecklenburg County, North Carolina","16286","null","906","null","40099","null","1115","null","64779","1469","null","null","104753","2380","null","null","253799","8940","null","null","468018","27479","null","null",
"0500000US37125","Moore County, North Carolina","12802","null","2380","null","37579","null","3932","null","58514","3949","null","null","90026","5945","null","null","204680","24054","null","null","344237","58463","null","null",
"0500000US37127","Nash County, North Carolina","14678","null","2256","null","33392","null","3358","null","52332","4866","null","null","80017","7226","null","null","183273","31213","null","null","344211","107050","null","null",
"0500000US37129","New Hanover County, North Carolina","10031","null","1683","null","32047","null","3215","null","54514","3008","null","null","83687","3614","null","null","185121","11739","null","null","320860","33461","null","null",
"0500000US37133","Onslow County, North Carolina","12416","null","2419","null","33200","null","2819","null","50644","3402","null","null","74396","5368","null","null","139241","16024","null","null","220014","56883","null","null",
"0500000US37135","Orange County, North Carolina","14498","null","2240","null","41779","null","3699","null","71493","5347","null","null","125150","11416","null","null","343160","55985","null","null","670953","196979","null","null",
"0500000US37147","Pitt County, North Carolina","8902","null","1409","null","25983","null","2491","null","42955","2520","null","null","69875","4849","null","null","148897","16018","null","null","238263","53499","null","null",
"0500000US37151","Randolph County, North Carolina","11877","null","1986","null","29959","null","2565","null","47821","3294","null","null","73678","4180","null","null","164384","22622","null","null","301264","80324","null","null",
"0500000US37155","Robeson County, North Carolina","7030","null","924","null","21005","null","1345","null","35415","2204","null","null","56549","3024","null","null","114606","10243","null","null","181654","34461","null","null",
"0500000US37157","Rockingham County, North Carolina","9025","null","1907","null","24164","null","3243","null","41491","3736","null","null","69280","5691","null","null","138206","16879","null","null","225703","58370","null","null",
"0500000US37159","Rowan County, North Carolina","12277","null","1739","null","29945","null","3010","null","46735","2915","null","null","75258","4376","null","null","159172","24395","null","null","289905","86872","null","null",
"0500000US37161","Rutherford County, North Carolina","9248","null","2006","null","23036","null","3879","null","42552","5087","null","null","69242","7229","null","null","143850","18978","null","null","242844","50112","null","null",
"0500000US37171","Surry County, North Carolina","9493","null","1567","null","26222","null","2945","null","47216","4586","null","null","75121","4745","null","null","154418","26751","null","null","283170","89800","null","null",
"0500000US37179","Union County, North Carolina","23863","null","1971","null","49997","null","2749","null","81328","3414","null","null","122170","4609","null","null","272327","27847","null","null","511467","98095","null","null",
"0500000US37183","Wake County, North Carolina","20699","null","1050","null","49903","null","1489","null","80094","2041","null","null","122895","2763","null","null","261334","10208","null","null","440887","28352","null","null",
"0500000US37191","Wayne County, North Carolina","11658","null","1642","null","25474","null","2125","null","40926","2819","null","null","65485","5923","null","null","172508","38350","null","null","358743","135685","null","null",
"0500000US37193","Wilkes County, North Carolina","10966","null","1506","null","25102","null","2665","null","42173","4238","null","null","60674","4695","null","null","178767","58357","null","null","392757","212396","null","null",
"0500000US37195","Wilson County, North Carolina","8790","null","1522","null","22191","null","2771","null","42958","5410","null","null","71597","6075","null","null","153921","18902","null","null","254176","48159","null","null",
"0500000US38015","Burleigh County, North Dakota","18706","null","2705","null","45264","null","3996","null","71940","4868","null","null","107483","5464","null","null","199303","19128","null","null","318895","54329","null","null",
"0500000US38017","Cass County, North Dakota","15694","null","2089","null","39949","null","2728","null","63817","4859","null","null","99080","6428","null","null","248722","32906","null","null","483802","86026","null","null",
"0500000US38035","Grand Forks County, North Dakota","9571","null","3003","null","31117","null","3966","null","53691","4738","null","null","86116","6375","null","null","174145","19495","null","null","285906","59270","null","null",
"0500000US38101","Ward County, North Dakota","10420","null","4014","null","35763","null","5317","null","63625","4762","null","null","91689","6566","null","null","168593","14028","null","null","252234","32337","null","null",
"0500000US39003","Allen County, Ohio","13225","null","1703","null","30194","null","2516","null","49522","3516","null","null","75239","5055","null","null","147798","17018","null","null","237771","56154","null","null",
"0500000US39007","Ashtabula County, Ohio","8207","null","1591","null","24816","null","3311","null","45941","4272","null","null","72672","5364","null","null","150185","21960","null","null","267224","77697","null","null",
"0500000US39009","Athens County, Ohio","7402","null","1413","null","20549","null","3270","null","37737","4307","null","null","67154","8028","null","null","131960","12249","null","null","201828","29446","null","null",
"0500000US39013","Belmont County, Ohio","14589","null","1645","null","31328","null","3127","null","50569","4404","null","null","73957","4379","null","null","146901","19030","null","null","257626","58098","null","null",
"0500000US39017","Butler County, Ohio","14083","null","1404","null","37009","null","1808","null","60678","2655","null","null","96540","3224","null","null","198708","11237","null","null","329792","37021","null","null",
"0500000US39023","Clark County, Ohio","13124","null","1451","null","32777","null","1890","null","50418","2464","null","null","74663","3144","null","null","139103","10785","null","null","217218","36281","null","null",
"0500000US39025","Clermont County, Ohio","15843","null","1726","null","41103","null","2719","null","65894","3093","null","null","97107","4338","null","null","194505","12960","null","null","323032","34845","null","null",
"0500000US39029","Columbiana County, Ohio","11224","null","1724","null","26605","null","2122","null","43799","3425","null","null","73137","4803","null","null","141759","13464","null","null","223376","45548","null","null",
"0500000US39035","Cuyahoga County, Ohio","9284","null","416","null","28090","null","664","null","50094","938","null","null","83014","1317","null","null","206818","6363","null","null","399256","22634","null","null",
"0500000US39041","Delaware County, Ohio","29828","null","2900","null","65612","null","3497","null","100217","5189","null","null","154113","7227","null","null","302669","21615","null","null","501019","59196","null","null",
"0500000US39043","Erie County, Ohio","13881","null","2635","null","31378","null","2855","null","49523","4535","null","null","75952","5398","null","null","173397","36293","null","null","337570","133025","null","null",
"0500000US39045","Fairfield County, Ohio","16273","null","1940","null","39190","null","3217","null","67718","4275","null","null","103595","5836","null","null","192087","18673","null","null","310417","63879","null","null",
"0500000US39049","Franklin County, Ohio","14161","null","791","null","36761","null","1072","null","60267","1280","null","null","93484","1848","null","null","204284","5851","null","null","364294","19585","null","null",
"0500000US39055","Geauga County, Ohio","23708","null","3183","null","54891","null","4113","null","83871","5144","null","null","127716","8306","null","null","311692","49260","null","null","599402","135799","null","null",
"0500000US39057","Greene County, Ohio","13467","null","1966","null","40975","null","3361","null","68808","3801","null","null","105645","5733","null","null","223964","19693","null","null","374451","57741","null","null",
"0500000US39061","Hamilton County, Ohio","11401","null","703","null","33014","null","1383","null","57486","1548","null","null","92641","2281","null","null","225373","12290","null","null","430731","39334","null","null",
"0500000US39063","Hancock County, Ohio","14642","null","3138","null","36674","null","4844","null","61030","5380","null","null","91539","7639","null","null","184010","22950","null","null","320666","72046","null","null",
"0500000US39081","Jefferson County, Ohio","9243","null","1484","null","23491","null","2139","null","40976","4028","null","null","68275","5344","null","null","180317","36763","null","null","386178","132605","null","null",
"0500000US39085","Lake County, Ohio","19022","null","1542","null","42147","null","1870","null","66046","2900","null","null","96009","3386","null","null","196520","17302","null","null","343842","58504","null","null",
"0500000US39089","Licking County, Ohio","15928","null","1867","null","41088","null","3424","null","67434","4000","null","null","100408","4098","null","null","193796","17159","null","null","306974","51449","null","null",
"0500000US39093","Lorain County, Ohio","13024","null","1522","null","35689","null","2201","null","59453","2967","null","null","91553","3678","null","null","190523","17829","null","null","324561","54755","null","null",
"0500000US39095","Lucas County, Ohio","8893","null","857","null","26801","null","1225","null","46998","1767","null","null","75637","2335","null","null","172650","11706","null","null","314661","39779","null","null",
"0500000US39099","Mahoning County, Ohio","11268","null","889","null","28984","null","1804","null","48292","2238","null","null","77241","3048","null","null","171305","17311","null","null","318274","65605","null","null",
"0500000US39101","Marion County, Ohio","9345","null","1926","null","26096","null","3939","null","42662","3764","null","null","65955","5243","null","null","128653","15921","null","null","198552","44678","null","null",
"0500000US39103","Medina County, Ohio","21328","null","2242","null","48658","null","3340","null","76221","3486","null","null","113598","5379","null","null","216313","18858","null","null","358044","60801","null","null",
"0500000US39109","Miami County, Ohio","14995","null","2707","null","37865","null","3236","null","58727","4667","null","null","93002","5946","null","null","171851","17989","null","null","276979","59429","null","null",
"0500000US39113","Montgomery County, Ohio","11019","null","755","null","30142","null","1329","null","51306","1915","null","null","80697","2558","null","null","172940","8337","null","null","296414","27967","null","null",
"0500000US39119","Muskingum County, Ohio","11051","null","1730","null","28417","null","2917","null","49464","4537","null","null","77101","5184","null","null","162705","30728","null","null","292886","111654","null","null",
"0500000US39133","Portage County, Ohio","14195","null","1689","null","36462","null","2962","null","64338","3819","null","null","101462","5288","null","null","195206","21493","null","null","324453","74729","null","null",
"0500000US39139","Richland County, Ohio","10772","null","1824","null","30150","null","2692","null","48879","2583","null","null","71355","4690","null","null","146535","17772","null","null","247661","57982","null","null",
"0500000US39141","Ross County, Ohio","9106","null","2668","null","26084","null","4147","null","47196","6233","null","null","74291","7925","null","null","143894","22614","null","null","235562","81588","null","null",
