"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0500000US13047","Catoosa County, Georgia","18882","null","3099","null","37872","null","4491","null","58378","6150","null","null","88879","8673","null","null","157583","17434","null","null","221110","45702","null","null",
"0500000US13051","Chatham County, Georgia","12663","null","1355","null","33127","null","2013","null","55391","3405","null","null","88173","4282","null","null","218478","19774","null","null","433792","66555","null","null",
"0500000US13057","Cherokee County, Georgia","18931","null","2819","null","48323","null","3646","null","81709","5160","null","null","119378","6287","null","null","232773","20309","null","null","368020","54488","null","null",
"0500000US13059","Clarke County, Georgia","7410","null","1617","null","24644","null","1876","null","42135","2938","null","null","70251","6283","null","null","156484","11766","null","null","255297","27520","null","null",
"0500000US13063","Clayton County, Georgia","12044","null","1872","null","30327","null","2258","null","47384","2927","null","null","71456","4105","null","null","131504","10204","null","null","206264","34275","null","null",
"0500000US13067","Cobb County, Georgia","21019","null","1447","null","50569","null","1675","null","79319","2388","null","null","121961","3148","null","null","256974","12303","null","null","430707","37938","null","null",
"0500000US13073","Columbia County, Georgia","21512","null","3557","null","53475","null","4481","null","81590","6161","null","null","121449","9291","null","null","240384","22123","null","null","382522","65244","null","null",
"0500000US13077","Coweta County, Georgia","17845","null","2656","null","43281","null","4199","null","69427","4573","null","null","103425","6397","null","null","203945","16541","null","null","330961","47756","null","null",
"0500000US13089","DeKalb County, Georgia","15347","null","1216","null","39114","null","1690","null","64655","2546","null","null","103349","3150","null","null","242456","9549","null","null","433777","26816","null","null",
"0500000US13095","Dougherty County, Georgia","6804","null","1514","null","22101","null","3229","null","39652","3100","null","null","59088","3969","null","null","138645","21148","null","null","252273","65824","null","null",
"0500000US13097","Douglas County, Georgia","14948","null","2314","null","34389","null","4443","null","60508","6036","null","null","97418","8336","null","null","177039","17704","null","null","276237","55658","null","null",
"0500000US13113","Fayette County, Georgia","25853","null","3185","null","58010","null","5977","null","95264","8283","null","null","145750","10513","null","null","309128","38504","null","null","509559","100505","null","null",
"0500000US13115","Floyd County, Georgia","9711","null","2117","null","25772","null","2605","null","39693","4363","null","null","68210","5539","null","null","165980","22067","null","null","303269","66053","null","null",
"0500000US13117","Forsyth County, Georgia","28713","null","2450","null","69245","null","4165","null","105708","3755","null","null","153777","7064","null","null","287403","15757","null","null","445975","45768","null","null",
"0500000US13121","Fulton County, Georgia","14086","null","914","null","42480","null","1571","null","71069","1865","null","null","119283","3287","null","null","329365","17199","null","null","638589","56598","null","null",
"0500000US13127","Glynn County, Georgia","13757","null","2370","null","31826","null","4513","null","56462","5330","null","null","89874","7609","null","null","231005","42131","null","null","458158","124784","null","null",
"0500000US13135","Gwinnett County, Georgia","18573","null","1242","null","45370","null","1745","null","72057","2416","null","null","105741","3035","null","null","211922","12127","null","null","356792","41356","null","null",
"0500000US13139","Hall County, Georgia","16189","null","1656","null","38305","null","2761","null","62249","4158","null","null","94250","4943","null","null","217017","23530","null","null","387361","85424","null","null",
"0500000US13151","Henry County, Georgia","22663","null","2271","null","48008","null","3135","null","74780","3996","null","null","109354","6157","null","null","190533","13623","null","null","263362","25163","null","null",
"0500000US13153","Houston County, Georgia","16333","null","2409","null","37833","null","3412","null","59323","6367","null","null","96732","10064","null","null","200991","30006","null","null","315227","73439","null","null",
"0500000US13157","Jackson County, Georgia","22320","null","2914","null","50411","null","5601","null","73653","7230","null","null","109485","7979","null","null","172125","13164","null","null","236046","27205","null","null",
"0500000US13185","Lowndes County, Georgia","2491","null","1732","null","17424","null","3549","null","36134","5103","null","null","66944","4887","null","null","151241","20705","null","null","279938","67978","null","null",
"0500000US13215","Muscogee County, Georgia","8563","null","1363","null","26494","null","2212","null","47153","3290","null","null","73538","4185","null","null","154576","12744","null","null","264710","37304","null","null",
"0500000US13217","Newton County, Georgia","11140","null","4705","null","36214","null","4650","null","57600","4764","null","null","84273","6478","null","null","182117","46323","null","null","338809","167736","null","null",
"0500000US13223","Paulding County, Georgia","21281","null","3899","null","47141","null","4449","null","72290","5152","null","null","105442","7591","null","null","180145","12704","null","null","260871","31753","null","null",
"0500000US13245","Richmond County, Georgia","8661","null","1200","null","23547","null","1994","null","39703","2886","null","null","65064","3212","null","null","137698","13437","null","null","244500","50292","null","null",
"0500000US13247","Rockdale County, Georgia","17614","null","2967","null","38898","null","4451","null","62235","5310","null","null","98396","10148","null","null","183407","23597","null","null","286582","69030","null","null",
"0500000US13255","Spalding County, Georgia","11630","null","3364","null","29207","null","3988","null","43214","4460","null","null","65946","6849","null","null","134022","17363","null","null","223991","34645","null","null",
"0500000US13285","Troup County, Georgia","9453","null","2342","null","24327","null","4003","null","44866","5372","null","null","76854","8539","null","null","170018","29228","null","null","307026","96284","null","null",
"0500000US13295","Walker County, Georgia","9307","null","2748","null","24855","null","3463","null","42620","5634","null","null","66207","7165","null","null","139955","15485","null","null","223849","36205","null","null",
"0500000US13297","Walton County, Georgia","15559","null","3057","null","39010","null","5382","null","66094","5392","null","null","96740","5080","null","null","165091","14244","null","null","248177","34961","null","null",
"0500000US13313","Whitfield County, Georgia","13231","null","2371","null","29600","null","2530","null","45541","4249","null","null","70243","6479","null","null","142248","14245","null","null","233838","34990","null","null",
"0500000US15001","Hawaii County, Hawaii","11289","null","1832","null","33946","null","3082","null","59476","4935","null","null","96131","5482","null","null","230054","40422","null","null","451746","143743","null","null",
"0500000US15003","Honolulu County, Hawaii","20074","null","1049","null","52271","null","1522","null","85312","1908","null","null","127884","2417","null","null","250101","8959","null","null","410413","28434","null","null",
"0500000US15007","Kauai County, Hawaii","17675","null","3079","null","45622","null","5350","null","80432","6962","null","null","117148","8628","null","null","226312","34370","null","null","368986","98575","null","null",
"0500000US15009","Maui County, Hawaii","21354","null","2630","null","48911","null","4852","null","82451","5350","null","null","120564","6704","null","null","254189","25999","null","null","423197","81493","null","null",
"0500000US16001","Ada County, Idaho","15136","null","1656","null","40459","null","2281","null","66370","2814","null","null","98154","3536","null","null","213108","13994","null","null","372898","42611","null","null",
"0500000US16005","Bannock County, Idaho","12414","null","2195","null","32815","null","2576","null","50342","3742","null","null","80122","5641","null","null","142760","11121","null","null","213832","25242","null","null",
"0500000US16019","Bonneville County, Idaho","16389","null","2412","null","38293","null","2493","null","59043","3965","null","null","88699","4421","null","null","198139","25501","null","null","354394","86465","null","null",
"0500000US16027","Canyon County, Idaho","15617","null","1221","null","35083","null","2253","null","53208","3123","null","null","75111","3705","null","null","135981","12574","null","null","211535","42199","null","null",
"0500000US16055","Kootenai County, Idaho","14283","null","2153","null","35967","null","2734","null","55615","3547","null","null","83997","4809","null","null","184658","22207","null","null","335871","78727","null","null",
"0500000US16083","Twin Falls County, Idaho","11944","null","3182","null","32880","null","3833","null","51083","3761","null","null","74736","5625","null","null","178180","52186","null","null","343037","194396","null","null",
"0500000US17001","Adams County, Illinois","12997","null","2605","null","34405","null","3341","null","58079","4592","null","null","83577","4485","null","null","189176","42380","null","null","380712","153702","null","null",
"0500000US17019","Champaign County, Illinois","6972","null","1570","null","28389","null","3117","null","52021","2752","null","null","85966","4782","null","null","191605","17266","null","null","337170","54015","null","null",
"0500000US17031","Cook County, Illinois","12749","null","348","null","36271","null","577","null","63938","825","null","null","104756","1193","null","null","256897","4442","null","null","481678","13731","null","null",
"0500000US17037","DeKalb County, Illinois","13602","null","2414","null","36228","null","4017","null","61876","4709","null","null","95822","6954","null","null","182089","14615","null","null","275446","46740","null","null",
"0500000US17043","DuPage County, Illinois","22280","null","1237","null","58004","null","1799","null","93966","2033","null","null","140616","2861","null","null","306247","10554","null","null","544057","29591","null","null",
"0500000US17089","Kane County, Illinois","20444","null","1594","null","48522","null","2071","null","79799","2716","null","null","120638","3776","null","null","256628","15830","null","null","452517","53602","null","null",
"0500000US17091","Kankakee County, Illinois","11315","null","1836","null","29608","null","2931","null","51455","4526","null","null","86688","7024","null","null","163674","15887","null","null","258475","50392","null","null",
"0500000US17093","Kendall County, Illinois","29012","null","6152","null","65902","null","5322","null","88529","5447","null","null","117997","9564","null","null","199892","18233","null","null","272384","39033","null","null",
"0500000US17097","Lake County, Illinois","19003","null","1295","null","52177","null","2273","null","87122","2703","null","null","137858","4060","null","null","326345","12505","null","null","575470","34136","null","null",
"0500000US17099","LaSalle County, Illinois","13712","null","1701","null","31664","null","2899","null","52302","4103","null","null","83255","5955","null","null","187231","24858","null","null","333016","90918","null","null",
"0500000US17111","McHenry County, Illinois","23463","null","1885","null","56268","null","2220","null","85096","3322","null","null","124423","4247","null","null","242248","18701","null","null","408792","63523","null","null",
"0500000US17113","McLean County, Illinois","9074","null","2287","null","36772","null","3177","null","66121","3511","null","null","101186","4244","null","null","213965","18699","null","null","370505","61028","null","null",
"0500000US17115","Macon County, Illinois","11907","null","1571","null","30758","null","2966","null","50200","3363","null","null","78563","5234","null","null","168902","17674","null","null","300482","55495","null","null",
"0500000US17119","Madison County, Illinois","13547","null","1465","null","35704","null","2410","null","60141","2491","null","null","89892","3323","null","null","179451","8154","null","null","283614","24731","null","null",
"0500000US17143","Peoria County, Illinois","10286","null","1626","null","31479","null","2591","null","55785","3101","null","null","85679","4484","null","null","201430","22149","null","null","380871","79601","null","null",
"0500000US17161","Rock Island County, Illinois","13413","null","1741","null","32872","null","2495","null","53308","2764","null","null","82809","4329","null","null","163248","13390","null","null","268920","42662","null","null",
"0500000US17163","St. Clair County, Illinois","11317","null","1434","null","32429","null","2019","null","57944","2441","null","null","87278","3947","null","null","183961","17102","null","null","312915","60232","null","null",
"0500000US17167","Sangamon County, Illinois","12749","null","1439","null","35724","null","2089","null","63005","2958","null","null","95825","3310","null","null","192626","12766","null","null","330233","38399","null","null",
"0500000US17179","Tazewell County, Illinois","15967","null","1750","null","38779","null","2700","null","60247","2894","null","null","89138","4168","null","null","174182","21864","null","null","283650","81833","null","null",
"0500000US17183","Vermilion County, Illinois","8870","null","1849","null","26652","null","2552","null","43918","3530","null","null","70117","5548","null","null","140939","19056","null","null","232768","61817","null","null",
"0500000US17197","Will County, Illinois","22675","null","1464","null","55059","null","2370","null","86552","2407","null","null","126962","2947","null","null","239832","8482","null","null","376984","24991","null","null",
"0500000US17199","Williamson County, Illinois","11018","null","2256","null","25845","null","2626","null","42722","3987","null","null","69173","7580","null","null","149803","24083","null","null","257775","86889","null","null",
"0500000US17201","Winnebago County, Illinois","12684","null","1065","null","31235","null","1600","null","53271","2349","null","null","82294","3341","null","null","172690","10194","null","null","293853","30350","null","null",
"0500000US18003","Allen County, Indiana","14406","null","966","null","34951","null","1409","null","54408","1624","null","null","82363","2592","null","null","187796","14939","null","null","355024","52921","null","null",
"0500000US18005","Bartholomew County, Indiana","15864","null","3127","null","39310","null","4217","null","61682","5047","null","null","88477","7307","null","null","169237","13727","null","null","252169","29977","null","null",
"0500000US18011","Boone County, Indiana","23757","null","4014","null","55093","null","4978","null","83347","6477","null","null","128346","11967","null","null","276216","35676","null","null","484229","104600","null","null",
"0500000US18019","Clark County, Indiana","16731","null","2377","null","37327","null","2506","null","57106","4099","null","null","86202","4986","null","null","171163","18249","null","null","284868","60459","null","null",
"0500000US18035","Delaware County, Indiana","9888","null","1686","null","25085","null","2006","null","42193","3207","null","null","67749","4188","null","null","134231","12039","null","null","219649","29351","null","null",
"0500000US18039","Elkhart County, Indiana","15333","null","1900","null","37933","null","2364","null","58482","2514","null","null","82864","3516","null","null","164817","10690","null","null","274031","30299","null","null",
"0500000US18043","Floyd County, Indiana","17150","null","2328","null","42928","null","3585","null","66372","4747","null","null","101371","5663","null","null","201365","27758","null","null","355133","81954","null","null",
"0500000US18053","Grant County, Indiana","11390","null","1987","null","28515","null","2908","null","45289","3027","null","null","67794","5599","null","null","120697","12357","null","null","175761","37881","null","null",
"0500000US18057","Hamilton County, Indiana","27124","null","2450","null","63215","null","3423","null","99116","4061","null","null","142340","5793","null","null","328367","34559","null","null","604873","104384","null","null",
"0500000US18059","Hancock County, Indiana","19704","null","3292","null","46504","null","5215","null","71799","5705","null","null","97591","6060","null","null","175806","22370","null","null","261948","57035","null","null",
"0500000US18063","Hendricks County, Indiana","26947","null","3009","null","53924","null","3622","null","80132","3990","null","null","111001","5276","null","null","220313","29213","null","null","404376","103593","null","null",
"0500000US18067","Howard County, Indiana","13238","null","2216","null","35221","null","3729","null","56130","4065","null","null","83848","6520","null","null","159179","19528","null","null","253998","61167","null","null",
"0500000US18081","Johnson County, Indiana","19015","null","2483","null","44588","null","4240","null","68663","4539","null","null","95140","4491","null","null","189229","16213","null","null","307571","48286","null","null",
"0500000US18085","Kosciusko County, Indiana","17740","null","2216","null","39251","null","2650","null","56400","4052","null","null","85210","6029","null","null","165008","19322","null","null","283481","63128","null","null",
"0500000US18089","Lake County, Indiana","12922","null","854","null","32718","null","1394","null","55551","1977","null","null","87008","2604","null","null","169435","8043","null","null","277729","26307","null","null",
"0500000US18091","LaPorte County, Indiana","12793","null","1717","null","30803","null","2370","null","51202","3354","null","null","78245","4434","null","null","170282","22774","null","null","309671","77103","null","null",
"0500000US18095","Madison County, Indiana","10994","null","1802","null","29212","null","2705","null","49162","3150","null","null","73816","4231","null","null","141013","10103","null","null","219000","31434","null","null",
"0500000US18097","Marion County, Indiana","10559","null","663","null","29533","null","1042","null","48372","1512","null","null","75924","2189","null","null","172613","7973","null","null","315092","25093","null","null",
"0500000US18105","Monroe County, Indiana","9142","null","1780","null","26999","null","2596","null","47639","3247","null","null","78504","5289","null","null","154475","12121","null","null","239859","31883","null","null",
"0500000US18109","Morgan County, Indiana","15737","null","3024","null","43326","null","4608","null","68381","5956","null","null","94954","5736","null","null","173127","30595","null","null","291803","102865","null","null",
"0500000US18127","Porter County, Indiana","15693","null","2404","null","40899","null","2707","null","66582","4196","null","null","102178","4695","null","null","189302","11863","null","null","293652","30017","null","null",
"0500000US18141","St. Joseph County, Indiana","12066","null","1277","null","31734","null","1946","null","54033","2884","null","null","84176","3302","null","null","180101","11814","null","null","323445","39437","null","null",
"0500000US18157","Tippecanoe County, Indiana","10017","null","1848","null","29225","null","2477","null","50953","3152","null","null","80111","4086","null","null","170522","13552","null","null","299046","43122","null","null",
"0500000US18163","Vanderburgh County, Indiana","10970","null","1368","null","28963","null","2239","null","50171","3013","null","null","79327","3699","null","null","179130","31753","null","null","343496","118230","null","null",
"0500000US18167","Vigo County, Indiana","10665","null","1797","null","29796","null","2741","null","48741","3433","null","null","74373","5022","null","null","160452","14188","null","null","276620","44655","null","null",
"0500000US18177","Wayne County, Indiana","12192","null","2237","null","29741","null","2768","null","44558","3290","null","null","64079","4978","null","null","138565","21786","null","null","240537","71384","null","null",
"0500000US19013","Black Hawk County, Iowa","12068","null","1470","null","31016","null","2692","null","52801","2792","null","null","81049","3944","null","null","172160","15287","null","null","306962","48949","null","null",
"0500000US19049","Dallas County, Iowa","21739","null","3805","null","54991","null","5119","null","85264","4646","null","null","127939","7225","null","null","235418","22260","null","null","399863","72674","null","null",
"0500000US19061","Dubuque County, Iowa","13559","null","1719","null","36650","null","2946","null","59740","3328","null","null","87437","4476","null","null","181916","19926","null","null","321782","61948","null","null",
"0500000US19103","Johnson County, Iowa","10041","null","2148","null","34358","null","3074","null","63453","4881","null","null","104080","5213","null","null","239728","24551","null","null","432011","81481","null","null",
"0500000US19113","Linn County, Iowa","16719","null","1666","null","40504","null","2622","null","64241","2835","null","null","97580","3644","null","null","199552","12773","null","null","341833","41073","null","null",
"0500000US19153","Polk County, Iowa","18009","null","1068","null","42774","null","1944","null","68426","2276","null","null","103173","3156","null","null","208554","9419","null","null","349438","25635","null","null",
"0500000US19155","Pottawattamie County, Iowa","13737","null","1825","null","32505","null","2666","null","55081","3737","null","null","85893","5147","null","null","169718","17963","null","null","286698","61163","null","null",
"0500000US19163","Scott County, Iowa","15059","null","1679","null","36470","null","2162","null","59374","3381","null","null","92922","3677","null","null","206848","20324","null","null","378225","65753","null","null",
"0500000US19169","Story County, Iowa","7644","null","2439","null","31948","null","4195","null","55135","3111","null","null","84964","6377","null","null","165632","14357","null","null","254798","32176","null","null",
"0500000US19193","Woodbury County, Iowa","15836","null","2326","null","35396","null","2889","null","62099","4386","null","null","93070","5146","null","null","181617","19408","null","null","300183","63981","null","null",
"0500000US20015","Butler County, Kansas","17770","null","3139","null","41875","null","4416","null","64354","6077","null","null","94506","7142","null","null","158723","10269","null","null","225469","23049","null","null",
"0500000US20045","Douglas County, Kansas","11437","null","2580","null","32694","null","3604","null","56473","3973","null","null","90144","5530","null","null","181903","16674","null","null","299621","50365","null","null",
"0500000US20091","Johnson County, Kansas","22279","null","1384","null","54732","null","1905","null","87019","2273","null","null","130115","3619","null","null","294922","16985","null","null","544051","56892","null","null",
"0500000US20103","Leavenworth County, Kansas","15700","null","2753","null","37848","null","4287","null","69916","7695","null","null","108180","4806","null","null","205381","52509","null","null","371680","193387","null","null",
"0500000US20161","Riley County, Kansas","10550","null","2361","null","26786","null","3545","null","45755","4109","null","null","77525","6488","null","null","168104","24913","null","null","275331","63493","null","null",
"0500000US20173","Sedgwick County, Kansas","13455","null","961","null","33762","null","1676","null","56157","1880","null","null","86753","2588","null","null","184368","9374","null","null","317587","28313","null","null",
"0500000US20177","Shawnee County, Kansas","12052","null","1336","null","33390","null","2021","null","53496","2780","null","null","83765","3689","null","null","193559","27631","null","null","376979","101596","null","null",
"0500000US20209","Wyandotte County, Kansas","10874","null","1505","null","28894","null","2160","null","47897","3272","null","null","71441","3615","null","null","135191","9495","null","null","213673","27778","null","null",
"0500000US21015","Boone County, Kentucky","24737","null","2492","null","51892","null","3966","null","77546","4916","null","null","115512","6869","null","null","201055","16615","null","null","299839","37957","null","null",
"0500000US21029","Bullitt County, Kentucky","15060","null","3202","null","37014","null","4457","null","59701","5335","null","null","88487","5620","null","null","151672","10525","null","null","215809","20266","null","null",
"0500000US21037","Campbell County, Kentucky","8776","null","2974","null","34210","null","3839","null","60961","4255","null","null","98712","5637","null","null","187150","23049","null","null","306164","75919","null","null",
"0500000US21047","Christian County, Kentucky","10455","null","2017","null","26224","null","2576","null","38624","3904","null","null","61829","5965","null","null","180555","81108","null","null","408426","306277","null","null",
"0500000US21059","Daviess County, Kentucky","12727","null","1845","null","31121","null","2791","null","51207","3603","null","null","78896","4898","null","null","160032","20872","null","null","268376","69929","null","null",
"0500000US21067","Fayette County, Kentucky","14767","null","1307","null","35238","null","1545","null","55799","2464","null","null","90905","3763","null","null","215612","15847","null","null","395340","56241","null","null",
"0500000US21093","Hardin County, Kentucky","13441","null","2729","null","31157","null","3110","null","51078","4943","null","null","80959","6000","null","null","185850","30818","null","null","377788","110636","null","null",
"0500000US21111","Jefferson County, Kentucky","12335","null","841","null","33335","null","1533","null","56009","1788","null","null","88768","2509","null","null","206823","9854","null","null","374094","30012","null","null",
"0500000US21117","Kenton County, Kentucky","17014","null","1771","null","41044","null","2286","null","64442","3099","null","null","96452","4599","null","null","202446","13486","null","null","351133","37033","null","null",
"0500000US21145","McCracken County, Kentucky","12325","null","1885","null","27931","null","3833","null","47591","5308","null","null","74526","8191","null","null","222156","54274","null","null","508263","196103","null","null",
"0500000US21151","Madison County, Kentucky","12059","null","2056","null","31362","null","3110","null","52673","4223","null","null","84950","5687","null","null","176931","25800","null","null","315016","87477","null","null",
"0500000US21185","Oldham County, Kentucky","25596","null","3380","null","61041","null","6822","null","102113","7272","null","null","147488","10685","null","null","300897","29837","null","null","469151","88520","null","null",
"0500000US21227","Warren County, Kentucky","12492","null","1844","null","31963","null","2651","null","53918","3853","null","null","83416","4300","null","null","177330","30071","null","null","325822","104270","null","null",
"0500000US22005","Ascension Parish, Louisiana","13032","null","4232","null","43554","null","7277","null","77911","8064","null","null","118842","9456","null","null","224263","27140","null","null","341069","89074","null","null",
"0500000US22015","Bossier Parish, Louisiana","12908","null","2185","null","32631","null","3972","null","55833","4740","null","null","88319","7162","null","null","168918","13631","null","null","252212","29461","null","null",
"0500000US22017","Caddo Parish, Louisiana","10204","null","1093","null","23905","null","1442","null","39512","3008","null","null","67701","4230","null","null","155710","12943","null","null","271264","39994","null","null",
"0500000US22019","Calcasieu Parish, Louisiana","13019","null","1304","null","29598","null","2571","null","49967","4146","null","null","83120","5587","null","null","174153","11864","null","null","282605","35145","null","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","11106","null","1207","null","30898","null","1589","null","53976","2495","null","null","92393","4015","null","null","221730","21431","null","null","409415","74249","null","null",
"0500000US22045","Iberia Parish, Louisiana","10002","null","1316","null","25510","null","3547","null","42855","5776","null","null","70990","7965","null","null","134976","14711","null","null","201200","45432","null","null",
"0500000US22051","Jefferson Parish, Louisiana","11990","null","995","null","31077","null","1741","null","51073","2059","null","null","82707","2969","null","null","179125","9804","null","null","309853","30723","null","null",
"0500000US22055","Lafayette Parish, Louisiana","11753","null","1773","null","31772","null","2562","null","58227","4079","null","null","87657","4619","null","null","183307","14562","null","null","307390","51003","null","null",
"0500000US22057","Lafourche Parish, Louisiana","10253","null","1804","null","28300","null","3019","null","51213","5537","null","null","85591","6845","null","null","180356","22003","null","null","314252","69490","null","null",
"0500000US22063","Livingston Parish, Louisiana","16069","null","3255","null","41131","null","4339","null","65089","7098","null","null","109240","12615","null","null","210501","29777","null","null","331462","98752","null","null",
"0500000US22071","Orleans Parish, Louisiana","6256","null","531","null","19570","null","1162","null","39011","1796","null","null","70963","2617","null","null","192802","8589","null","null","364352","27195","null","null",
"0500000US22073","Ouachita Parish, Louisiana","7819","null","1449","null","24679","null","1912","null","44163","3287","null","null","75886","6497","null","null","180933","22916","null","null","321482","63308","null","null",
"0500000US22079","Rapides Parish, Louisiana","9677","null","1733","null","27544","null","2939","null","50294","4522","null","null","83401","6583","null","null","159737","14390","null","null","261774","43082","null","null",
"0500000US22097","St. Landry Parish, Louisiana","6023","null","1192","null","16424","null","2366","null","32596","3994","null","null","58890","5990","null","null","146518","28223","null","null","273117","97368","null","null",
"0500000US22103","St. Tammany Parish, Louisiana","15007","null","1739","null","37281","null","3033","null","65751","3706","null","null","104199","5352","null","null","232501","17421","null","null","415811","50677","null","null",
"0500000US22105","Tangipahoa Parish, Louisiana","10382","null","2202","null","26695","null","3944","null","48521","4271","null","null","75598","5724","null","null","143047","17154","null","null","222499","50713","null","null",
"0500000US22109","Terrebonne Parish, Louisiana","12762","null","2255","null","31370","null","3547","null","52584","5697","null","null","81112","5201","null","null","180429","34543","null","null","326041","113775","null","null",
"0500000US23001","Androscoggin County, Maine","12392","null","1660","null","31036","null","3142","null","50021","4364","null","null","80751","6045","null","null","152191","11416","null","null","222579","23204","null","null",
"0500000US23003","Aroostook County, Maine","8689","null","1251","null","22954","null","2287","null","39064","3261","null","null","63033","4137","null","null","132260","11603","null","null","213596","35101","null","null",
"0500000US23005","Cumberland County, Maine","16797","null","1376","null","45220","null","2151","null","73174","3112","null","null","110475","4408","null","null","226136","12324","null","null","375382","31734","null","null",
"0500000US23011","Kennebec County, Maine","13002","null","1509","null","31881","null","3007","null","52070","4101","null","null","80533","4835","null","null","162869","17826","null","null","282547","61101","null","null",
"0500000US23019","Penobscot County, Maine","10135","null","1571","null","27496","null","2677","null","48035","3794","null","null","77263","3449","null","null","160774","17315","null","null","287190","56944","null","null",
"0500000US23031","York County, Maine","16211","null","1843","null","39821","null","2870","null","66834","4060","null","null","100173","4543","null","null","185323","10789","null","null","290365","29349","null","null",
"0500000US24001","Allegany County, Maryland","9838","null","1568","null","25491","null","2363","null","42458","3788","null","null","68342","4739","null","null","143985","18276","null","null","256082","60920","null","null",
"0500000US24003","Anne Arundel County, Maryland","25336","null","1924","null","63187","null","2376","null","97769","3036","null","null","142486","4172","null","null","285711","15113","null","null","478631","52554","null","null",
"0500000US24005","Baltimore County, Maryland","17743","null","1275","null","47138","null","1617","null","76288","1982","null","null","115873","2194","null","null","243871","9831","null","null","423568","29766","null","null",
"0500000US24009","Calvert County, Maryland","30498","null","4861","null","76011","null","7192","null","110529","6867","null","null","157271","9814","null","null","273660","31587","null","null","411644","95557","null","null",
"0500000US24013","Carroll County, Maryland","20395","null","3512","null","58990","null","4860","null","96585","4515","null","null","139537","5322","null","null","254821","19825","null","null","402013","60828","null","null",
"0500000US24015","Cecil County, Maryland","18016","null","3735","null","46761","null","3864","null","72823","5463","null","null","105648","5918","null","null","192266","17213","null","null","291321","56284","null","null",
"0500000US24017","Charles County, Maryland","23856","null","4419","null","60608","null","5207","null","93940","5829","null","null","132286","7738","null","null","221930","10809","null","null","294017","16839","null","null",
"0500000US24021","Frederick County, Maryland","24851","null","2104","null","59073","null","3639","null","96305","3706","null","null","139530","5454","null","null","262016","14717","null","null","406294","42345","null","null",
"0500000US24025","Harford County, Maryland","20857","null","2024","null","53163","null","2867","null","88407","3744","null","null","129561","5276","null","null","235473","14421","null","null","369039","40549","null","null",
"0500000US24027","Howard County, Maryland","29774","null","2995","null","74020","null","4577","null","118442","5415","null","null","176445","6269","null","null","323042","16586","null","null","501909","47700","null","null",
"0500000US24031","Montgomery County, Maryland","24790","null","1375","null","67418","null","2051","null","108776","2542","null","null","165941","3650","null","null","372660","13187","null","null","659015","36892","null","null",
"0500000US24033","Prince George's County, Maryland","21484","null","1243","null","53783","null","1486","null","83311","2088","null","null","123369","3228","null","null","226168","6148","null","null","344177","18054","null","null",
"0500000US24037","St. Mary's County, Maryland","20599","null","3799","null","54091","null","5368","null","93726","6853","null","null","133910","7181","null","null","228984","16216","null","null","319504","30604","null","null",
"0500000US24043","Washington County, Maryland","15015","null","1780","null","37614","null","3157","null","62522","3399","null","null","93416","5150","null","null","187349","15730","null","null","303598","52450","null","null",
"0500000US24045","Wicomico County, Maryland","12526","null","2298","null","32310","null","3250","null","56697","4202","null","null","85776","5672","null","null","168303","15939","null","null","271976","45828","null","null",
"0500000US24510","Baltimore city, Maryland","8608","null","800","null","27945","null","1582","null","50620","1830","null","null","84382","2814","null","null","203153","9303","null","null","371468","29720","null","null",
"0500000US25001","Barnstable County, Massachusetts","18016","null","1483","null","42599","null","2818","null","69567","3228","null","null","109287","5167","null","null","232749","16537","null","null","391208","46659","null","null",
"0500000US25003","Berkshire County, Massachusetts","11837","null","1775","null","33233","null","3211","null","59983","4225","null","null","92831","4875","null","null","189043","16812","null","null","317968","48401","null","null",
