"Label (Grouping)","Total:","Total:!!With a mortgage:","Total:!!With a mortgage:!!Less than $20,000:","Total:!!With a mortgage:!!Less than $20,000:!!Less than 20 percent","Total:!!With a mortgage:!!Less than $20,000:!!20 to 29 percent","Total:!!With a mortgage:!!Less than $20,000:!!30 percent or more","Total:!!With a mortgage:!!$20,000 to $34,999:","Total:!!With a mortgage:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!30 percent or more","Total:!!With a mortgage:!!$35,000 to $49,999:","Total:!!With a mortgage:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!30 percent or more","Total:!!With a mortgage:!!$50,000 to $74,999:","Total:!!With a mortgage:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!30 percent or more","Total:!!With a mortgage:!!$75,000 or more:","Total:!!With a mortgage:!!$75,000 or more:!!Less than 20 percent","Total:!!With a mortgage:!!$75,000 or more:!!20 to 29 percent","Total:!!With a mortgage:!!$75,000 or more:!!30 percent or more","Total:!!With a mortgage:!!Zero or negative income","Total:!!Not mortgaged:","Total:!!Not mortgaged:!!Less than $20,000:","Total:!!Not mortgaged:!!Less than $20,000:!!Less than 20 percent","Total:!!Not mortgaged:!!Less than $20,000:!!20 to 29 percent","Total:!!Not mortgaged:!!Less than $20,000:!!30 percent or more","Total:!!Not mortgaged:!!$20,000 to $34,999:","Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more","Total:!!Not mortgaged:!!$35,000 to $49,999:","Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more","Total:!!Not mortgaged:!!$50,000 to $74,999:","Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more","Total:!!Not mortgaged:!!$75,000 or more:","Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent","Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent","Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more","Total:!!Not mortgaged:!!Zero or negative income"
"    Estimate","7,165,664","4,988,711","192,318","437","928","190,953","267,444","2,298","11,107","254,039","331,404","8,138","38,136","285,130","662,661","61,586","158,183","442,892","3,506,452","1,627,646","1,156,098","722,708","28,432","2,176,953","260,440","31,707","37,781","190,952","291,073","119,932","73,626","97,515","258,921","171,683","56,771","30,467","355,446","302,623","40,044","12,779","977,060","952,474","19,453","5,133","34,013"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,417,981","994,356","36,212","96","245","35,871","57,258","1,239","3,979","52,040","77,456","4,118","16,514","56,824","155,216","28,119","57,023","70,074","663,616","420,156","189,107","54,353","4,598","423,625","53,795","7,432","10,322","36,041","60,218","32,928","17,297","9,993","56,518","47,552","6,633","2,333","75,370","71,760","2,862","748","173,818","172,852","602","364","3,906"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","906,771","609,456","19,080","0","21","19,059","26,936","0","345","26,591","38,249","449","4,411","33,389","86,094","5,964","27,165","52,965","437,437","245,096","138,789","53,552","1,660","297,315","28,438","526","930","26,982","36,097","2,568","8,256","25,273","33,454","10,295","13,427","9,732","51,196","36,328","11,593","3,275","145,351","138,895","5,293","1,163","2,779"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","261,145","165,425","8,254","0","89","8,165","12,560","142","1,227","11,191","14,651","935","2,666","11,050","32,016","5,046","13,864","13,106","96,641","66,643","22,792","7,206","1,303","95,720","11,572","1,302","1,628","8,642","17,247","7,677","5,900","3,670","13,052","10,959","1,419","674","17,455","16,862","431","162","35,353","35,265","88","0","1,041"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","121,540","91,179","3,061","0","0","3,061","2,818","24","174","2,620","2,662","42","286","2,334","8,230","850","1,972","5,408","73,965","43,873","19,885","10,207","443","30,361","3,578","143","174","3,261","2,437","918","770","749","2,558","1,942","315","301","4,056","3,679","197","180","17,020","16,748","272","0","712"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","5,148,242","2,890,964","184,192","645","1,990","181,557","268,887","5,593","30,539","232,755","324,338","30,320","91,227","202,791","536,246","134,118","209,666","192,462","1,554,615","1,019,269","396,943","138,403","22,686","2,257,278","368,060","62,275","64,308","241,477","393,133","206,204","102,660","84,269","321,904","248,509","52,999","20,396","395,327","358,393","26,374","10,560","736,795","717,485","16,011","3,299","42,059"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,426,435","1,568,112","84,702","57","896","83,749","122,011","2,366","14,561","105,084","149,405","15,922","52,777","80,706","276,299","83,923","119,841","72,535","923,422","688,469","187,091","47,862","12,273","858,323","134,178","26,577","30,044","77,557","148,728","96,352","36,181","16,195","120,620","107,668","10,676","2,276","148,198","141,886","4,417","1,895","290,278","288,610","1,148","520","16,321"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","265,364","170,872","5,198","0","18","5,180","7,223","166","497","6,560","12,052","237","1,238","10,577","22,435","2,240","4,221","15,974","122,972","56,596","38,732","27,644","992","94,492","10,529","2,674","1,565","6,290","10,653","5,314","2,563","2,776","11,559","8,479","2,446","634","14,971","12,976","1,556","439","45,941","45,022","919","0","839"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","452,916","290,501","16,235","33","520","15,682","24,588","827","4,328","19,433","35,651","3,823","12,991","18,837","65,905","21,491","30,460","13,954","146,637","110,562","29,855","6,220","1,485","162,415","23,566","6,940","5,364","11,262","29,967","22,663","5,322","1,982","23,607","21,665","1,637","305","34,395","33,366","454","575","48,707","48,435","94","178","2,173"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,210,113","2,002,424","81,155","133","600","80,422","136,217","2,698","15,790","117,729","168,952","15,238","47,933","105,781","335,047","81,512","123,459","130,076","1,273,554","817,176","346,669","109,709","7,499","1,207,689","150,884","14,502","22,952","113,430","184,748","66,104","58,692","59,952","165,382","109,960","40,325","15,097","215,641","188,239","22,211","5,191","475,413","462,416","10,382","2,615","15,621"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,791,749","1,166,290","59,276","113","1,182","57,981","108,352","4,527","23,363","80,462","133,027","27,973","57,774","47,280","242,161","116,436","95,171","30,554","618,966","520,205","84,313","14,448","4,508","625,459","89,820","16,488","20,231","53,101","105,884","70,043","25,462","10,379","99,825","90,107","8,260","1,458","124,495","122,475","1,943","77","197,089","196,793","296","0","8,346"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","903,751","543,108","22,694","0","286","22,408","43,157","1,180","9,336","32,641","55,628","8,273","21,213","26,142","107,330","44,761","45,484","17,085","312,207","245,230","57,757","9,220","2,092","360,643","46,252","5,902","10,937","29,413","59,004","32,491","18,232","8,281","58,359","49,102","7,575","1,682","70,849","68,361","2,160","328","123,043","122,678","365","0","3,136"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","749,821","442,557","16,645","51","78","16,516","31,803","633","4,165","27,005","43,937","4,397","18,429","21,111","88,233","30,016","37,561","20,656","260,596","193,135","57,385","10,076","1,343","307,264","41,968","5,257","8,807","27,904","51,324","24,871","16,798","9,655","47,142","38,999","6,897","1,246","57,809","55,406","1,983","420","104,848","104,426","387","35","4,173"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,167,729","661,520","40,964","152","1,805","39,007","66,316","2,864","11,559","51,893","76,589","15,066","30,372","31,151","130,771","54,903","57,713","18,155","342,848","281,790","49,411","11,647","4,032","506,209","99,503","23,822","25,339","50,342","96,785","72,003","19,295","5,487","76,466","70,850","4,750","866","87,836","86,215","1,164","457","137,219","136,770","209","240","8,400"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,137,524","593,733","38,886","193","755","37,938","57,238","1,516","9,192","46,530","58,396","7,673","20,884","29,839","105,943","40,172","41,607","24,164","328,647","251,388","62,668","14,591","4,623","543,791","104,005","31,322","25,423","47,260","99,857","76,531","17,270","6,056","80,669","74,679","4,948","1,042","90,602","87,500","2,528","574","158,399","157,322","1,037","40","10,259"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","406,226","247,344","11,889","41","10","11,838","20,225","812","3,086","16,327","27,893","3,632","9,045","15,216","49,704","15,722","20,499","13,483","136,926","96,915","32,804","7,207","707","158,882","25,956","3,995","4,525","17,436","28,574","14,340","8,503","5,731","24,723","19,895","4,051","777","28,679","26,988","1,378","313","49,333","48,828","495","10","1,617"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,482,669","1,073,634","33,258","0","267","32,991","47,727","602","3,048","44,077","70,536","3,221","12,310","55,005","139,157","18,284","45,958","74,915","780,080","460,562","237,104","82,414","2,876","409,035","38,864","3,680","4,908","30,276","51,052","16,922","17,613","16,517","47,433","33,942","10,391","3,100","66,270","59,629","5,885","756","201,327","199,486","1,386","455","4,089"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,620,712","1,105,499","31,803","0","92","31,711","47,715","315","1,773","45,627","60,659","1,452","7,134","52,073","143,466","10,392","40,202","92,872","817,945","444,483","263,734","109,728","3,911","515,213","52,215","2,247","2,288","47,680","68,855","7,750","20,967","40,138","61,565","25,841","24,333","11,391","81,898","60,773","16,395","4,730","244,985","235,465","8,439","1,081","5,695"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,817,484","1,671,899","83,196","338","1,756","81,102","136,552","3,674","21,080","111,798","181,641","24,607","69,963","87,071","326,620","124,928","136,257","65,435","937,908","732,323","172,639","32,946","5,982","1,145,585","170,256","17,053","31,950","121,253","204,026","103,253","64,980","35,793","179,594","146,749","27,420","5,425","216,636","207,256","8,043","1,337","357,753","355,275","2,200","278","17,320"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,567,939","1,024,974","31,448","13","383","31,052","55,772","974","4,776","50,022","87,675","8,083","25,848","53,744","166,252","41,314","75,385","49,553","680,571","475,343","170,217","35,011","3,256","542,965","60,837","5,685","10,560","44,592","77,513","33,946","27,078","16,489","76,545","61,614","12,259","2,672","105,400","100,139","4,539","722","218,004","216,261","1,452","291","4,666"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","756,195","365,204","29,273","53","455","28,765","37,535","2,099","7,259","28,177","42,396","8,177","17,246","16,973","77,865","34,100","31,595","12,170","175,375","142,962","27,383","5,030","2,760","390,991","86,366","23,205","22,062","41,099","78,000","56,609","15,814","5,577","58,617","55,180","3,089","348","64,077","63,187","804","86","96,566","96,328","191","47","7,365"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,625,854","986,408","45,284","31","2,162","43,091","85,275","3,279","15,873","66,123","111,764","16,519","46,453","48,792","192,411","75,043","84,972","32,396","547,653","431,546","98,097","18,010","4,021","639,446","98,463","17,623","22,369","58,471","113,407","69,476","30,684","13,247","104,389","92,589","10,435","1,365","121,116","117,855","2,619","642","193,138","191,466","1,266","406","8,933"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","291,018","164,197","8,673","0","76","8,597","14,180","206","1,693","12,281","19,087","1,550","5,824","11,713","35,936","9,505","15,624","10,807","85,858","58,803","22,197","4,858","463","126,821","18,555","2,577","3,134","12,844","22,704","13,368","6,345","2,991","19,560","17,387","1,908","265","24,955","24,076","728","151","40,020","39,943","15","62","1,027"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","505,666","300,417","11,930","38","102","11,790","18,200","556","2,993","14,651","26,203","2,879","9,500","13,824","57,362","18,080","26,809","12,473","185,812","140,275","37,457","8,080","910","205,249","26,353","3,132","4,796","18,425","35,103","17,623","10,845","6,635","29,706","23,812","4,466","1,428","41,321","39,295","1,697","329","70,432","69,634","726","72","2,334"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","641,551","435,070","20,501","99","95","20,307","35,046","482","2,111","32,453","45,350","3,534","11,127","30,689","78,201","13,740","34,864","29,597","252,953","167,620","67,777","17,556","3,019","206,481","25,574","3,779","5,267","16,528","32,443","20,777","8,466","3,200","29,527","24,747","3,667","1,113","38,436","36,934","1,205","297","77,185","76,977","208","0","3,316"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","378,742","242,076","6,192","86","56","6,050","14,526","153","838","13,535","16,028","327","1,718","13,983","34,817","2,874","12,063","19,880","169,411","94,158","58,505","16,748","1,102","136,666","14,646","865","766","13,015","19,238","2,657","6,439","10,142","18,262","7,335","7,925","3,002","25,053","19,698","4,336","1,019","58,684","56,852","1,611","221","783"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,078,948","1,377,645","40,204","0","0","40,204","62,046","427","1,073","60,546","77,830","1,058","7,060","69,712","169,025","10,852","40,925","117,248","1,023,221","492,513","350,607","180,101","5,319","701,303","62,481","1,520","3,463","57,498","88,597","9,178","15,931","63,488","79,661","19,121","31,633","28,907","109,605","59,143","37,226","13,236","354,517","332,464","20,074","1,979","6,442"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","525,349","279,825","21,907","125","129","21,653","31,121","1,080","4,998","25,043","34,438","3,333","13,267","17,838","54,558","16,800","26,419","11,339","134,889","101,328","27,721","5,840","2,912","245,524","47,832","14,977","12,050","20,805","47,427","35,350","8,405","3,672","34,249","31,689","2,344","216","41,051","40,582","377","92","67,207","66,871","292","44","7,758"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,953,785","2,366,391","87,871","180","1,205","86,486","131,398","3,007","12,383","116,008","161,036","13,225","34,202","113,609","338,765","72,423","99,784","166,558","1,635,634","897,569","448,420","289,645","11,687","1,587,394","171,427","18,890","20,639","131,898","220,736","66,679","50,338","103,719","190,395","100,742","45,810","43,843","262,880","190,428","48,724","23,728","723,091","675,168","39,980","7,943","18,865"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,612,904","1,623,735","88,206","240","708","87,258","140,287","3,527","18,930","117,830","184,908","22,930","71,832","90,146","308,772","113,981","126,889","67,902","893,798","685,647","169,525","38,626","7,764","989,169","169,850","34,638","41,726","93,486","183,928","123,366","43,532","17,030","154,454","139,266","12,598","2,590","176,515","172,442","3,705","368","292,112","290,499","1,406","207","12,310"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","199,467","106,417","2,646","0","24","2,622","4,408","58","891","3,459","7,989","1,036","3,231","3,722","19,480","5,350","8,276","5,854","71,656","52,651","16,095","2,910","238","93,050","11,637","1,417","2,238","7,982","11,296","6,203","4,067","1,026","12,766","11,277","1,280","209","15,711","15,410","206","95","40,780","40,736","44","0","860"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,086,226","1,924,876","94,418","282","1,375","92,761","152,644","4,980","26,358","121,306","206,283","31,702","81,549","93,032","371,517","142,760","157,542","71,215","1,093,128","857,763","198,756","36,609","6,886","1,161,350","163,518","22,706","36,885","103,927","200,261","109,458","61,661","29,142","177,607","150,823","22,316","4,468","220,489","212,025","7,152","1,312","386,189","383,093","2,805","291","13,286"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","971,990","522,069","27,285","70","514","26,701","46,189","1,313","7,851","37,025","58,164","9,273","23,296","25,595","104,311","42,791","44,426","17,094","283,746","223,698","48,640","11,408","2,374","449,921","74,526","16,571","18,038","39,917","84,279","57,698","18,653","7,928","70,820","64,096","5,827","897","84,990","82,969","1,645","376","129,979","129,431","461","87","5,327"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,024,853","667,980","26,604","445","216","25,943","47,681","647","2,874","44,160","62,326","3,255","12,880","46,191","117,986","15,919","46,368","55,699","411,292","251,768","125,444","34,080","2,091","356,873","47,612","7,221","6,626","33,765","57,901","26,466","18,447","12,988","52,873","40,644","9,587","2,642","61,960","58,659","2,940","361","132,241","131,035","986","220","4,286"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,478,645","2,076,151","98,489","43","1,042","97,404","143,166","3,585","18,834","120,747","193,505","19,734","62,445","111,326","371,686","110,877","155,705","105,104","1,260,737","890,078","294,421","76,238","8,568","1,402,494","200,392","18,889","40,261","141,242","240,300","102,745","80,116","57,439","202,697","155,728","37,524","9,445","259,998","239,973","16,526","3,499","486,051","482,057","3,346","648","13,056"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","251,354","171,436","5,863","0","0","5,863","11,240","126","606","10,508","13,202","334","1,718","11,150","28,907","3,229","8,846","16,832","111,914","64,161","35,926","11,827","310","79,918","10,479","354","298","9,827","10,733","1,736","4,504","4,493","10,246","5,269","3,999","978","13,944","11,427","2,307","210","33,451","32,992","380","79","1,065"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,335,486","780,604","48,695","20","418","48,257","78,909","3,271","13,942","61,696","86,275","11,080","36,652","38,543","157,607","60,228","63,656","33,723","404,897","314,103","74,042","16,752","4,221","554,882","105,112","24,005","25,016","56,091","104,027","76,311","21,130","6,586","85,640","79,508","4,762","1,370","97,585","95,923","978","684","153,320","152,142","881","297","9,198"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","234,487","129,323","3,532","0","169","3,363","9,131","179","1,098","7,854","14,481","1,343","5,598","7,540","25,568","8,729","11,204","5,635","76,313","54,897","17,300","4,116","298","105,164","13,079","1,891","2,599","8,589","18,039","11,692","4,382","1,965","16,545","14,504","1,730","311","19,712","18,893","761","58","36,432","36,101","280","51","1,357"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,723,984","1,010,900","58,654","315","803","57,536","94,089","2,974","17,655","73,460","112,997","14,884","45,268","52,845","203,745","79,024","86,608","38,113","535,467","411,900","101,219","22,348","5,948","713,084","121,147","27,221","36,050","57,876","130,894","93,223","27,595","10,076","109,908","101,116","6,872","1,920","126,873","123,740","2,438","695","215,784","214,894","863","27","8,478"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","6,034,082","3,408,366","150,398","481","1,509","148,408","238,740","2,337","20,175","216,228","289,082","18,672","77,398","193,012","568,350","125,299","234,710","208,341","2,146,294","1,418,047","566,766","161,481","15,502","2,625,716","378,192","62,880","81,930","233,382","406,123","227,359","106,141","72,623","356,965","286,049","53,341","17,575","465,056","430,982","25,175","8,899","982,153","965,697","13,937","2,519","37,227"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","703,983","491,897","13,334","0","222","13,112","29,457","834","1,955","26,668","39,651","2,828","10,232","26,591","93,726","18,870","42,333","32,523","313,927","209,271","89,859","14,797","1,802","212,086","21,717","2,342","5,161","14,214","28,588","18,953","7,527","2,108","28,302","26,348","1,662","292","40,434","39,272","1,019","143","91,355","91,196","119","40","1,690"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","188,798","116,755","5,504","0","22","5,482","8,784","147","392","8,245","11,677","912","2,410","8,355","21,897","4,365","9,498","8,034","68,415","42,298","21,299","4,818","478","72,043","10,678","1,015","1,139","8,524","13,645","3,731","4,468","5,446","9,537","5,200","3,157","1,180","13,096","11,247","1,347","502","24,242","23,681","485","76","845"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,093,205","1,419,521","57,657","104","703","56,850","76,794","1,684","8,761","66,349","107,510","7,562","32,314","67,634","212,825","50,226","82,476","80,123","959,459","594,579","274,788","90,092","5,276","673,684","95,278","15,870","20,522","58,886","104,772","61,540","26,168","17,064","85,652","71,893","10,867","2,892","110,910","104,477","5,546","887","267,584","264,967","2,352","265","9,488"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
