"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005EA","B19081_005M","B19081_005MA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0400000US01","Alabama","10238","null","244","null","27568","null","449","null","48163","584","null","null","77420","843","null","null","168297","null","3076","null","292846","null","11007","null",
"0400000US02","Alaska","18086","null","1114","null","46010","null","1888","null","74254","2396","null","null","111093","2540","null","null","213924","null","9221","null","350257","null","29691","null",
"0400000US04","Arizona","12885","null","321","null","34532","null","462","null","56923","523","null","null","88489","733","null","null","194425","null","2914","null","346084","null","9438","null",
"0400000US05","Arkansas","10614","null","333","null","27311","null","551","null","45965","678","null","null","72634","1045","null","null","161275","null","3497","null","285052","null","11716","null",
"0400000US06","California","15132","null","158","null","41713","null","243","null","72246","316","null","null","115587","425","null","null","264126","null","1954","null","469723","null","6162","null",
"0400000US08","Colorado","16411","null","385","null","42655","null","419","null","69255","627","null","null","106394","823","null","null","227608","null","3814","null","400791","null","12560","null",
"0400000US09","Connecticut","16521","null","501","null","44023","null","767","null","74358","1062","null","null","118229","1319","null","null","283969","null","6259","null","538012","null","19519","null",
"0400000US10","Delaware","12461","null","896","null","37201","null","1364","null","63430","1707","null","null","98204","2434","null","null","221586","null","11260","null","403507","null","37365","null",
"0400000US11","District of Columbia","10435","null","1114","null","42450","null","1956","null","83061","2468","null","null","136897","3672","null","null","332633","null","13782","null","596985","null","43598","null",
"0400000US12","Florida","12304","null","177","null","32317","null","219","null","53181","308","null","null","83800","415","null","null","198665","null","2239","null","370634","null","7386","null",
"0400000US13","Georgia","12332","null","237","null","33386","null","380","null","56498","556","null","null","88999","758","null","null","204572","null","2382","null","373195","null","7447","null",
"0400000US15","Hawaii","16190","null","906","null","46652","null","1254","null","77633","1577","null","null","116315","2166","null","null","235976","null","6606","null","398009","null","22559","null",
"0400000US16","Idaho","13385","null","601","null","33256","null","863","null","52924","1031","null","null","79892","1634","null","null","170330","null","6956","null","305321","null","24574","null",
"0400000US17","Illinois","13288","null","197","null","37198","null","329","null","63589","424","null","null","100086","528","null","null","226638","null","2325","null","409990","null","8069","null",
"0400000US18","Indiana","12699","null","278","null","33126","null","396","null","54491","554","null","null","83642","632","null","null","173595","null","2946","null","297301","null","9572","null",
"0400000US19","Iowa","14522","null","337","null","36190","null","525","null","58461","651","null","null","88669","848","null","null","179431","null","3763","null","309601","null","12380","null",
"0400000US20","Kansas","13909","null","394","null","35016","null","499","null","56677","643","null","null","87067","907","null","null","186439","null","4202","null","329943","null","14099","null",
"0400000US21","Kentucky","10252","null","257","null","28184","null","489","null","48493","583","null","null","77833","904","null","null","170690","null","3098","null","304261","null","10412","null",
"0400000US22","Louisiana","9020","null","269","null","25478","null","447","null","46260","616","null","null","77274","921","null","null","171520","null","3188","null","296931","null","10654","null",
"0400000US23","Maine","13057","null","513","null","33612","null","892","null","56241","1112","null","null","85546","1545","null","null","179532","null","7018","null","315156","null","22962","null",
"0400000US24","Maryland","18120","null","433","null","48529","null","635","null","80997","812","null","null","123873","1012","null","null","258657","null","3989","null","441102","null","12581","null",
"0400000US25","Massachusetts","14614","null","284","null","43188","null","572","null","77861","834","null","null","124004","1071","null","null","273538","null","4198","null","480203","null","13109","null",
"0400000US26","Michigan","12754","null","179","null","33387","null","291","null","55175","375","null","null","86441","499","null","null","189486","null","2124","null","337518","null","6894","null",
"0400000US27","Minnesota","16824","null","272","null","42450","null","402","null","68604","536","null","null","103777","708","null","null","222922","null","3034","null","396303","null","9832","null",
"0400000US28","Mississippi","8835","null","309","null","24610","null","509","null","43855","724","null","null","70555","1046","null","null","152231","null","4295","null","265385","null","14477","null",
"0400000US29","Missouri","12902","null","252","null","32717","null","433","null","53961","539","null","null","83329","645","null","null","181888","null","2976","null","323938","null","9505","null",
"0400000US30","Montana","13023","null","637","null","32096","null","854","null","53515","1192","null","null","82377","1682","null","null","173960","null","6676","null","304564","null","22082","null",
"0400000US31","Nebraska","14985","null","465","null","37399","null","658","null","59614","802","null","null","89307","922","null","null","184868","null","4435","null","322877","null","15071","null",
"0400000US32","Nevada","13936","null","571","null","36249","null","755","null","58157","785","null","null","88550","1090","null","null","195227","null","5358","null","359995","null","20247","null",
"0400000US33","New Hampshire","17740","null","711","null","44916","null","1070","null","73770","1396","null","null","111819","1881","null","null","225656","null","6462","null","375171","null","18935","null",
"0400000US34","New Jersey","16366","null","300","null","46078","null","517","null","80214","732","null","null","126606","946","null","null","281335","null","3662","null","494680","null","11130","null",
"0400000US35","New Mexico","9436","null","490","null","27206","null","699","null","46723","1030","null","null","75799","1437","null","null","163854","null","4430","null","281052","null","13817","null",
"0400000US36","New York","12303","null","185","null","36365","null","307","null","65334","440","null","null","107301","613","null","null","264275","null","3195","null","502393","null","10891","null",
"0400000US37","North Carolina","12116","null","215","null","31800","null","364","null","53217","445","null","null","83814","621","null","null","189585","null","2397","null","339994","null","7705","null",
"0400000US38","North Dakota","13823","null","792","null","36849","null","1338","null","62104","1514","null","null","93508","1962","null","null","197030","null","8586","null","351553","null","26510","null",
"0400000US39","Ohio","12292","null","185","null","32525","null","256","null","54386","355","null","null","84772","503","null","null","182711","null","2309","null","323253","null","7632","null",
"0400000US40","Oklahoma","11706","null","260","null","29784","null","413","null","49967","547","null","null","78428","850","null","null","170214","null","2860","null","300635","null","9419","null",
"0400000US41","Oregon","13495","null","392","null","36226","null","669","null","60203","780","null","null","92602","957","null","null","198194","null","3716","null","343782","null","12815","null",
"0400000US42","Pennsylvania","12267","null","190","null","34459","null","289","null","59240","373","null","null","92661","493","null","null","206403","null","2022","null","368959","null","6437","null",
"0400000US44","Rhode Island","12857","null","663","null","35422","null","1176","null","64106","1571","null","null","100564","1829","null","null","213444","null","7744","null","373045","null","24613","null",
"0400000US45","South Carolina","11008","null","288","null","29780","null","450","null","50603","607","null","null","79733","871","null","null","179945","null","3713","null","325914","null","12180","null",
"0400000US46","South Dakota","13560","null","623","null","33699","null","1088","null","56451","1300","null","null","85824","1441","null","null","177755","null","8860","null","315052","null","31692","null",
"0400000US47","Tennessee","11640","null","268","null","30753","null","327","null","51354","453","null","null","80082","749","null","null","186211","null","3683","null","349053","null","12621","null",
"0400000US48","Texas","13201","null","177","null","35191","null","275","null","59329","358","null","null","94155","495","null","null","211963","null","1556","null","378829","null","5220","null",
"0400000US49","Utah","18166","null","624","null","44141","null","766","null","68582","860","null","null","100125","1112","null","null","201196","null","5451","null","346080","null","17449","null",
"0400000US50","Vermont","14136","null","796","null","34826","null","1537","null","57955","1619","null","null","88250","1954","null","null","187631","null","7790","null","328021","null","24121","null",
"0400000US51","Virginia","15787","null","342","null","42998","null","489","null","71892","604","null","null","112204","829","null","null","245313","null","3592","null","423216","null","11353","null",
"0400000US53","Washington","16267","null","404","null","43326","null","506","null","70984","654","null","null","108623","813","null","null","232284","null","3069","null","403869","null","10303","null",
"0400000US54","West Virginia","9561","null","341","null","24963","null","602","null","43928","1035","null","null","70468","1358","null","null","148865","null","4290","null","249442","null","12937","null",
"0400000US55","Wisconsin","14585","null","224","null","36106","null","395","null","59217","466","null","null","89606","614","null","null","187329","null","2635","null","329418","null","9019","null",
"0400000US56","Wyoming","14234","null","1067","null","36627","null","1585","null","60505","2019","null","null","90783","2453","null","null","177123","null","10352","null","303284","null","37517","null",
"0400000US72","Puerto Rico","2437","null","175","null","10370","null","283","null","19511","435","null","null","34380","766","null","null","88770","null","3244","null","169397","null","11468","null",
"0500000US01003","Baldwin County, Alabama","15312","null","2097","null","35795","null","2292","null","56712","4073","null","null","88431","5095","null","null","178565","null","12766","null","305912","null","44451","null",
"0500000US01015","Calhoun County, Alabama","9460","null","1624","null","27162","null","2694","null","46614","3202","null","null","73496","5875","null","null","169840","null","31440","null","313285","null","110045","null",
"0500000US01043","Cullman County, Alabama","10963","null","1622","null","27601","null","3206","null","44758","3666","null","null","69827","4933","null","null","123699","null","8386","null","181577","null","21418","null",
"0500000US01049","DeKalb County, Alabama","10619","null","1631","null","22602","null","3005","null","38911","4491","null","null","64020","7956","null","null","156217","null","29053","null","305835","null","103912","null",
"0500000US01051","Elmore County, Alabama","11979","null","3305","null","38330","null","5893","null","60769","5343","null","null","92615","7473","null","null","175419","null","15430","null","289721","null","41682","null",
"0500000US01055","Etowah County, Alabama","9676","null","1324","null","22807","null","2700","null","42466","4589","null","null","70469","5404","null","null","140790","null","16144","null","232018","null","47941","null",
"0500000US01069","Houston County, Alabama","10889","null","826","null","28074","null","1348","null","45751","2019","null","null","74582","3315","null","null","168968","null","13208","null","311683","null","39738","null",
"0500000US01073","Jefferson County, Alabama","10603","null","733","null","28941","null","1065","null","50496","1542","null","null","82693","2589","null","null","200034","null","10915","null","372586","null","35473","null",
"0500000US01077","Lauderdale County, Alabama","12625","null","1591","null","27557","null","2738","null","46185","5045","null","null","70891","4292","null","null","148448","null","22021","null","273737","null","72314","null",
"0500000US01081","Lee County, Alabama","9084","null","2207","null","28951","null","3311","null","53243","5017","null","null","84311","6192","null","null","171788","null","17030","null","288631","null","55651","null",
"0500000US01083","Limestone County, Alabama","12418","null","2561","null","32688","null","4384","null","56758","5593","null","null","88952","7860","null","null","184568","null","24419","null","316316","null","82224","null",
"0500000US01089","Madison County, Alabama","13383","null","1320","null","35218","null","2062","null","62810","2592","null","null","101882","3707","null","null","200001","null","10828","null","326882","null","37764","null",
"0500000US01095","Marshall County, Alabama","8730","null","1547","null","23936","null","2772","null","42390","3566","null","null","69400","5546","null","null","154850","null","21623","null","272182","null","76946","null",
"0500000US01097","Mobile County, Alabama","8922","null","943","null","25464","null","1287","null","45982","2506","null","null","73670","3440","null","null","164600","null","10601","null","293583","null","35170","null",
"0500000US01101","Montgomery County, Alabama","8886","null","1230","null","25759","null","2079","null","45998","2825","null","null","73487","3646","null","null","157488","null","9578","null","263565","null","28684","null",
"0500000US01103","Morgan County, Alabama","12258","null","1889","null","28293","null","2617","null","48589","4245","null","null","76528","4768","null","null","152815","null","13376","null","250480","null","39310","null",
"0500000US01115","St. Clair County, Alabama","11880","null","2041","null","29292","null","4817","null","49143","5146","null","null","75032","6257","null","null","131453","null","14173","null","195704","null","33304","null",
"0500000US01117","Shelby County, Alabama","18488","null","2052","null","46849","null","2871","null","73981","3520","null","null","111196","4394","null","null","213252","null","13734","null","347747","null","40593","null",
"0500000US01121","Talladega County, Alabama","10307","null","1656","null","24235","null","2391","null","39731","4292","null","null","64366","6559","null","null","129906","null","14247","null","216107","null","42576","null",
"0500000US01125","Tuscaloosa County, Alabama","10501","null","1629","null","31982","null","2702","null","53487","2531","null","null","81414","4281","null","null","163049","null","15740","null","267257","null","50861","null",
"0500000US01127","Walker County, Alabama","9071","null","1558","null","24902","null","3516","null","43495","4722","null","null","69655","5638","null","null","140535","null","20340","null","241403","null","67733","null",
"0500000US02020","Anchorage Municipality, Alaska","21918","null","2241","null","51849","null","3278","null","79696","3675","null","null","118656","4568","null","null","232763","null","15286","null","390623","null","49122","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","22235","null","2823","null","48245","null","5766","null","75263","7980","null","null","112321","8779","null","null","209047","null","33367","null","350256","null","105298","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","13985","null","2012","null","40796","null","3605","null","69655","4411","null","null","107306","4609","null","null","198624","null","15220","null","317772","null","48466","null",
"0500000US04001","Apache County, Arizona","4419","null","725","null","15785","null","1598","null","31794","3882","null","null","57493","4689","null","null","106371","null","7561","null","150158","null","10508","null",
"0500000US04003","Cochise County, Arizona","12749","null","1860","null","32271","null","2833","null","52452","3904","null","null","78125","3976","null","null","150920","null","16541","null","251862","null","48667","null",
"0500000US04005","Coconino County, Arizona","9358","null","1885","null","30820","null","3214","null","53877","4562","null","null","84047","4060","null","null","192074","null","29297","null","348458","null","91047","null",
"0500000US04013","Maricopa County, Arizona","15044","null","449","null","38661","null","533","null","62796","625","null","null","96849","945","null","null","213622","null","3973","null","381376","null","13330","null",
"0500000US04015","Mohave County, Arizona","10680","null","1107","null","26530","null","1812","null","43250","2664","null","null","65953","3862","null","null","143846","null","13443","null","242252","null","37504","null",
"0500000US04017","Navajo County, Arizona","7021","null","1008","null","22297","null","2513","null","41630","2850","null","null","67827","5414","null","null","139876","null","11879","null","211954","null","32534","null",
"0500000US04019","Pima County, Arizona","11282","null","519","null","30524","null","922","null","51766","1303","null","null","81662","1789","null","null","181187","null","7276","null","327580","null","24234","null",
"0500000US04021","Pinal County, Arizona","10009","null","1415","null","32788","null","1910","null","52955","2049","null","null","79634","2637","null","null","148798","null","10211","null","238914","null","37136","null",
"0500000US04025","Yavapai County, Arizona","12643","null","1838","null","30797","null","2706","null","50206","3019","null","null","74146","3792","null","null","156355","null","13498","null","265310","null","43914","null",
"0500000US04027","Yuma County, Arizona","10795","null","1221","null","27415","null","2109","null","47192","3035","null","null","71306","4345","null","null","143840","null","11269","null","236334","null","43133","null",
"0500000US05007","Benton County, Arkansas","17452","null","1410","null","41689","null","2610","null","64511","2957","null","null","98455","5320","null","null","218486","null","19379","null","381038","null","69013","null",
"0500000US05031","Craighead County, Arkansas","12231","null","1878","null","30367","null","3228","null","49814","4571","null","null","78833","7758","null","null","173002","null","20863","null","315524","null","68943","null",
"0500000US05045","Faulkner County, Arkansas","12347","null","1908","null","30772","null","2555","null","49519","4853","null","null","80518","5910","null","null","158272","null","16678","null","256481","null","51460","null",
"0500000US05051","Garland County, Arkansas","10812","null","1918","null","27105","null","3578","null","45655","3782","null","null","72481","6311","null","null","153976","null","25789","null","259928","null","89581","null",
"0500000US05069","Jefferson County, Arkansas","8223","null","1808","null","24371","null","2543","null","38539","3228","null","null","60156","5501","null","null","125285","null","13669","null","199038","null","37847","null",
"0500000US05085","Lonoke County, Arkansas","13055","null","2334","null","31800","null","3678","null","51737","4239","null","null","78805","6052","null","null","158474","null","16074","null","239443","null","36763","null",
"0500000US05119","Pulaski County, Arkansas","11045","null","1238","null","30730","null","1790","null","52753","2629","null","null","83211","3474","null","null","201797","null","11653","null","374320","null","39700","null",
"0500000US05125","Saline County, Arkansas","18022","null","2338","null","39845","null","2984","null","59594","3813","null","null","88654","5761","null","null","175060","null","16703","null","297746","null","53114","null",
"0500000US05131","Sebastian County, Arkansas","11090","null","1475","null","25909","null","2337","null","42843","4034","null","null","68032","6094","null","null","141621","null","16779","null","242061","null","57036","null",
"0500000US05143","Washington County, Arkansas","11668","null","1648","null","30625","null","2208","null","50109","2899","null","null","78641","4487","null","null","182205","null","13816","null","316428","null","37070","null",
"0500000US05145","White County, Arkansas","10855","null","1822","null","27503","null","2826","null","43942","4945","null","null","75141","7122","null","null","149887","null","25988","null","267818","null","98817","null",
"0500000US06001","Alameda County, California","19080","null","917","null","55393","null","1696","null","96457","2121","null","null","150226","2386","null","null","304405","null","7599","null","501620","null","22451","null",
"0500000US06007","Butte County, California","10748","null","1054","null","28431","null","1841","null","49466","2897","null","null","78084","4208","null","null","184672","null","18244","null","338797","null","55068","null",
"0500000US06013","Contra Costa County, California","20341","null","1477","null","56416","null","1967","null","95526","2371","null","null","149108","3291","null","null","329550","null","13323","null","586581","null","43180","null",
"0500000US06017","El Dorado County, California","16883","null","2515","null","47094","null","4332","null","78619","5839","null","null","121182","5914","null","null","241582","null","16909","null","379971","null","37544","null",
"0500000US06019","Fresno County, California","11620","null","727","null","30252","null","1187","null","52280","1821","null","null","84391","2430","null","null","187630","null","8909","null","325692","null","29034","null",
"0500000US06023","Humboldt County, California","9552","null","1943","null","26726","null","2585","null","46723","4314","null","null","75388","6045","null","null","165900","null","17288","null","279804","null","39124","null",
"0500000US06025","Imperial County, California","9915","null","1517","null","26706","null","3069","null","48197","5069","null","null","80906","5658","null","null","170596","null","19581","null","283119","null","64855","null",
"0500000US06029","Kern County, California","11836","null","916","null","30173","null","1189","null","49577","1716","null","null","79182","2438","null","null","167746","null","7878","null","280374","null","23326","null",
"0500000US06031","Kings County, California","14396","null","2023","null","34421","null","2897","null","57797","3965","null","null","87695","4687","null","null","149328","null","16906","null","230695","null","58372","null",
"0500000US06033","Lake County, California","8145","null","1950","null","25099","null","5108","null","48729","6313","null","null","77577","8439","null","null","174037","null","46330","null","341317","null","171299","null",
"0500000US06037","Los Angeles County, California","13280","null","206","null","37460","null","453","null","65189","613","null","null","105091","844","null","null","249805","null","3887","null","461330","null","12387","null",
"0500000US06039","Madera County, California","13085","null","2246","null","33181","null","3774","null","52222","4609","null","null","79420","4767","null","null","159682","null","17742","null","263032","null","53893","null",
"0500000US06041","Marin County, California","22403","null","2684","null","64234","null","4982","null","113838","6381","null","null","185594","9970","null","null","464952","null","34730","null","887639","null","101945","null",
"0500000US06045","Mendocino County, California","12343","null","2589","null","33047","null","4557","null","53612","5665","null","null","88856","8690","null","null","186548","null","23352","null","323615","null","66140","null",
"0500000US06047","Merced County, California","10562","null","1380","null","29418","null","2110","null","48195","2961","null","null","76583","4204","null","null","181198","null","22644","null","343034","null","76154","null",
"0500000US06053","Monterey County, California","18960","null","1353","null","44948","null","2236","null","70772","3043","null","null","105027","4264","null","null","221736","null","15458","null","385878","null","48532","null",
"0500000US06055","Napa County, California","22510","null","2380","null","52820","null","3689","null","86770","5309","null","null","132275","7414","null","null","291420","null","24128","null","529850","null","63887","null",
"0500000US06057","Nevada County, California","15438","null","2510","null","38536","null","4094","null","66488","6499","null","null","110809","9324","null","null","253763","null","38687","null","441660","null","114805","null",
"0500000US06059","Orange County, California","18670","null","701","null","51925","null","1207","null","86485","1281","null","null","132234","1517","null","null","289210","null","7247","null","509284","null","22392","null",
"0500000US06061","Placer County, California","17342","null","1651","null","50644","null","2571","null","81595","3145","null","null","123951","4371","null","null","248505","null","13061","null","419276","null","35730","null",
"0500000US06065","Riverside County, California","13377","null","619","null","37299","null","795","null","64519","1078","null","null","101603","1510","null","null","207257","null","5231","null","344098","null","16852","null",
"0500000US06067","Sacramento County, California","14464","null","770","null","38474","null","992","null","63842","1218","null","null","100104","1846","null","null","209638","null","6678","null","359408","null","23306","null",
"0500000US06071","San Bernardino County, California","14589","null","624","null","37107","null","982","null","60433","1210","null","null","92251","1598","null","null","182814","null","4095","null","295825","null","11717","null",
"0500000US06073","San Diego County, California","17742","null","517","null","45780","null","786","null","76460","971","null","null","118896","1661","null","null","257196","null","7155","null","445530","null","21464","null",
"0500000US06075","San Francisco County, California","16198","null","1118","null","56351","null","2606","null","110502","3135","null","null","180890","4232","null","null","394393","null","15028","null","675439","null","42225","null",
"0500000US06077","San Joaquin County, California","12969","null","832","null","36201","null","1657","null","61569","2097","null","null","98324","3097","null","null","202070","null","11178","null","332474","null","36082","null",
"0500000US06079","San Luis Obispo County, California","15386","null","1942","null","43010","null","2990","null","72159","3745","null","null","111315","4643","null","null","221777","null","15413","null","360965","null","43857","null",
"0500000US06081","San Mateo County, California","25269","null","1999","null","70245","null","2521","null","116420","3421","null","null","185301","4933","null","null","421126","null","15880","null","752787","null","45203","null",
"0500000US06083","Santa Barbara County, California","16826","null","1448","null","44179","null","1694","null","71768","2835","null","null","115667","4804","null","null","260593","null","15228","null","467527","null","44914","null",
"0500000US06085","Santa Clara County, California","23481","null","1090","null","69182","null","1924","null","118721","2591","null","null","184288","3355","null","null","378782","null","9632","null","635738","null","25484","null",
"0500000US06087","Santa Cruz County, California","14229","null","2170","null","46376","null","4033","null","81194","5106","null","null","132426","7179","null","null","281912","null","15412","null","448920","null","38622","null",
"0500000US06089","Shasta County, California","11594","null","1260","null","31022","null","2476","null","53253","3252","null","null","83515","4764","null","null","188098","null","15843","null","327177","null","47187","null",
"0500000US06095","Solano County, California","18555","null","1737","null","47005","null","2259","null","77367","3397","null","null","116416","3858","null","null","227524","null","14965","null","375001","null","52276","null",
"0500000US06097","Sonoma County, California","18217","null","1423","null","48303","null","2527","null","80155","3016","null","null","119415","4073","null","null","251354","null","12842","null","434379","null","41098","null",
"0500000US06099","Stanislaus County, California","14472","null","1096","null","36252","null","1864","null","59335","2282","null","null","90598","2461","null","null","178432","null","8002","null","293690","null","25577","null",
"0500000US06101","Sutter County, California","15440","null","2613","null","36767","null","3442","null","56052","5139","null","null","86789","5592","null","null","160604","null","14614","null","252549","null","41348","null",
"0500000US06107","Tulare County, California","11247","null","1054","null","27198","null","1612","null","46474","2308","null","null","76013","3484","null","null","162188","null","7549","null","257320","null","21482","null",
"0500000US06111","Ventura County, California","20111","null","1022","null","51144","null","1652","null","83116","2172","null","null","124592","3043","null","null","272366","null","11789","null","476180","null","37117","null",
"0500000US06113","Yolo County, California","12271","null","1258","null","35742","null","3367","null","66307","3855","null","null","110372","5386","null","null","251281","null","29603","null","445245","null","97590","null",
"0500000US06115","Yuba County, California","12540","null","2071","null","35082","null","4639","null","62907","6078","null","null","92195","5602","null","null","152497","null","19205","null","238695","null","63183","null",
"0500000US08001","Adams County, Colorado","18172","null","1481","null","42927","null","1864","null","66869","2298","null","null","96602","2983","null","null","173541","null","8891","null","267349","null","28428","null",
"0500000US08005","Arapahoe County, Colorado","21203","null","1300","null","48875","null","1485","null","75286","1895","null","null","112929","2431","null","null","251260","null","10356","null","465384","null","32468","null",
"0500000US08013","Boulder County, Colorado","16401","null","2038","null","47315","null","2841","null","81886","3443","null","null","130024","4232","null","null","289546","null","16321","null","514702","null","47095","null",
"0500000US08014","Broomfield County, Colorado","21743","null","4711","null","57779","null","5089","null","90905","6123","null","null","129190","6338","null","null","258710","null","29159","null","421814","null","81889","null",
"0500000US08031","Denver County, Colorado","14580","null","1086","null","40656","null","1449","null","66309","2277","null","null","106777","3097","null","null","252895","null","12014","null","463556","null","39391","null",
"0500000US08035","Douglas County, Colorado","33595","null","2830","null","75520","null","3341","null","112014","3137","null","null","156814","4587","null","null","317605","null","18483","null","544214","null","59295","null",
"0500000US08041","El Paso County, Colorado","16499","null","1186","null","41439","null","1399","null","65692","1673","null","null","99346","2593","null","null","195501","null","6723","null","314874","null","20875","null",
"0500000US08059","Jefferson County, Colorado","19898","null","1486","null","50474","null","1687","null","80847","2089","null","null","120138","2401","null","null","233269","null","10754","null","384714","null","33511","null",
"0500000US08069","Larimer County, Colorado","15352","null","1242","null","39756","null","2005","null","68930","3177","null","null","106336","3432","null","null","216144","null","16623","null","372012","null","48871","null",
"0500000US08077","Mesa County, Colorado","12833","null","1567","null","31398","null","2944","null","52357","3506","null","null","77651","4253","null","null","167334","null","23029","null","306821","null","79825","null",
"0500000US08101","Pueblo County, Colorado","9600","null","1105","null","26065","null","1912","null","43781","2328","null","null","68495","2788","null","null","143068","null","11139","null","233961","null","35368","null",
"0500000US08123","Weld County, Colorado","16516","null","1341","null","42548","null","1868","null","68513","2288","null","null","97809","2757","null","null","193143","null","14104","null","332694","null","48378","null",
"0500000US09001","Fairfield County, Connecticut","18348","null","1134","null","50313","null","1960","null","91497","2755","null","null","152944","3956","null","null","431878","null","16956","null","845133","null","43184","null",
"0500000US09003","Hartford County, Connecticut","15644","null","810","null","41306","null","1291","null","70120","1973","null","null","110230","2691","null","null","235466","null","11199","null","402317","null","33002","null",
"0500000US09005","Litchfield County, Connecticut","20260","null","2397","null","48113","null","3297","null","78014","4087","null","null","115593","5632","null","null","241565","null","18185","null","431354","null","46775","null",
"0500000US09007","Middlesex County, Connecticut","17614","null","2214","null","46999","null","3250","null","78408","5264","null","null","122480","6774","null","null","240737","null","21355","null","393909","null","69689","null",
"0500000US09009","New Haven County, Connecticut","14789","null","1022","null","41158","null","1328","null","67218","1891","null","null","106520","2896","null","null","223587","null","9169","null","376743","null","25532","null",
"0500000US09011","New London County, Connecticut","17502","null","1671","null","44740","null","2764","null","72528","2716","null","null","106775","4279","null","null","229123","null","20457","null","409765","null","70887","null",
"0500000US09013","Tolland County, Connecticut","18298","null","2301","null","45666","null","3435","null","73487","4414","null","null","117879","7475","null","null","249032","null","29126","null","434397","null","96734","null",
"0500000US09015","Windham County, Connecticut","14111","null","2115","null","36690","null","4015","null","64231","4968","null","null","93741","4612","null","null","172154","null","13808","null","270001","null","34298","null",
"0500000US10001","Kent County, Delaware","13631","null","1862","null","34446","null","2741","null","57341","3404","null","null","85420","4515","null","null","178529","null","20185","null","305962","null","68173","null",
"0500000US10003","New Castle County, Delaware","11058","null","1322","null","37960","null","1811","null","66819","2491","null","null","105760","3673","null","null","235594","null","14238","null","424002","null","45761","null",
"0500000US10005","Sussex County, Delaware","14951","null","1576","null","37732","null","2357","null","61706","2921","null","null","92234","4188","null","null","215385","null","26972","null","412713","null","102221","null",
"0500000US11001","District of Columbia, District of Columbia","10435","null","1114","null","42450","null","1956","null","83061","2468","null","null","136897","3672","null","null","332633","null","13782","null","596985","null","43598","null",
"0500000US12001","Alachua County, Florida","6463","null","1068","null","23739","null","2179","null","45146","2378","null","null","72125","3714","null","null","183700","null","16713","null","337155","null","45478","null",
"0500000US12005","Bay County, Florida","12231","null","1571","null","31827","null","2417","null","52747","3675","null","null","80629","4589","null","null","166006","null","14091","null","284832","null","44211","null",
"0500000US12009","Brevard County, Florida","13676","null","942","null","33041","null","1176","null","52676","1557","null","null","82408","3058","null","null","183607","null","10617","null","321791","null","35966","null",
"0500000US12011","Broward County, Florida","12322","null","598","null","33996","null","788","null","57000","1150","null","null","90702","1518","null","null","218224","null","9203","null","402790","null","29925","null",
"0500000US12015","Charlotte County, Florida","13674","null","1685","null","33762","null","2258","null","51396","2571","null","null","74962","4411","null","null","156248","null","12572","null","266350","null","40763","null",
"0500000US12017","Citrus County, Florida","12805","null","1434","null","28660","null","2221","null","43907","2338","null","null","62098","3503","null","null","128391","null","12455","null","223029","null","38194","null",
"0500000US12019","Clay County, Florida","18624","null","2847","null","42812","null","3301","null","64644","3557","null","null","90275","4625","null","null","195176","null","30188","null","357103","null","107317","null",
"0500000US12021","Collier County, Florida","17068","null","1408","null","41418","null","1919","null","66187","3282","null","null","104155","4681","null","null","286839","null","20625","null","563555","null","62910","null",
"0500000US12023","Columbia County, Florida","10324","null","2184","null","24249","null","3332","null","40308","4325","null","null","63132","7864","null","null","142449","null","27473","null","258004","null","94522","null",
"0500000US12031","Duval County, Florida","11872","null","857","null","32150","null","1167","null","52919","1702","null","null","82633","1840","null","null","184897","null","9731","null","348720","null","33827","null",
"0500000US12033","Escambia County, Florida","12110","null","1393","null","30339","null","1564","null","48373","2303","null","null","74109","3248","null","null","156302","null","11212","null","273707","null","36695","null",
