"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005EA","B19081_005M","B19081_005MA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0500000US13031","Bulloch County, Georgia","9583","null","1894","null","22224","null","3896","null","41344","5177","null","null","69338","8736","null","null","153327","null","25456","null","280222","null","86352","null",
"0500000US13045","Carroll County, Georgia","12943","null","2106","null","31291","null","3693","null","51856","4966","null","null","80183","6265","null","null","153663","null","14638","null","246491","null","42157","null",
"0500000US13047","Catoosa County, Georgia","11791","null","2863","null","30738","null","5176","null","53678","6273","null","null","81591","9551","null","null","169785","null","43223","null","307176","null","160047","null",
"0500000US13051","Chatham County, Georgia","12386","null","1450","null","33709","null","2350","null","55556","3071","null","null","87099","4206","null","null","197748","null","23960","null","360427","null","79915","null",
"0500000US13057","Cherokee County, Georgia","21019","null","2544","null","50018","null","3847","null","76693","3718","null","null","114538","5547","null","null","213973","null","18268","null","350869","null","49235","null",
"0500000US13059","Clarke County, Georgia","7168","null","1653","null","22536","null","2177","null","39702","3489","null","null","67221","5894","null","null","167920","null","20587","null","301373","null","68364","null",
"0500000US13063","Clayton County, Georgia","13147","null","1655","null","30274","null","2381","null","44962","2286","null","null","66188","2775","null","null","125385","null","15048","null","215277","null","57254","null",
"0500000US13067","Cobb County, Georgia","19223","null","1143","null","45780","null","1814","null","75620","2531","null","null","116177","2981","null","null","247429","null","10420","null","428075","null","29853","null",
"0500000US13073","Columbia County, Georgia","19602","null","3191","null","48922","null","5557","null","74547","5345","null","null","111429","8295","null","null","206079","null","22277","null","336603","null","68721","null",
"0500000US13077","Coweta County, Georgia","15880","null","2750","null","42931","null","3908","null","71604","5279","null","null","105041","6286","null","null","208690","null","20525","null","347651","null","65915","null",
"0500000US13089","DeKalb County, Georgia","14509","null","884","null","38098","null","1646","null","62182","2321","null","null","96427","3040","null","null","229377","null","10034","null","414245","null","30245","null",
"0500000US13095","Dougherty County, Georgia","7131","null","1402","null","21436","null","2734","null","37446","3636","null","null","56947","4136","null","null","138642","null","15593","null","237592","null","43957","null",
"0500000US13097","Douglas County, Georgia","18838","null","2868","null","39368","null","3502","null","59972","4913","null","null","85923","5711","null","null","152263","null","8700","null","216117","null","18968","null",
"0500000US13113","Fayette County, Georgia","22337","null","3773","null","54672","null","5370","null","85092","6871","null","null","130996","8771","null","null","232482","null","20297","null","343408","null","59481","null",
"0500000US13115","Floyd County, Georgia","11938","null","1342","null","27205","null","2773","null","45721","5315","null","null","71669","4641","null","null","156923","null","26899","null","277137","null","91517","null",
"0500000US13117","Forsyth County, Georgia","27242","null","2939","null","65895","null","3471","null","103733","3946","null","null","151561","5031","null","null","265033","null","13680","null","395060","null","40909","null",
"0500000US13121","Fulton County, Georgia","12895","null","947","null","37085","null","1600","null","65148","1888","null","null","111052","3124","null","null","315991","null","15115","null","615158","null","46414","null",
"0500000US13127","Glynn County, Georgia","11714","null","2225","null","30727","null","4225","null","51945","6218","null","null","90449","8728","null","null","215573","null","43590","null","427363","null","159903","null",
"0500000US13135","Gwinnett County, Georgia","18959","null","1505","null","44522","null","2091","null","69271","2265","null","null","103477","2501","null","null","212401","null","9542","null","361903","null","30035","null",
"0500000US13139","Hall County, Georgia","16830","null","1800","null","39356","null","2416","null","62752","3314","null","null","98050","5592","null","null","231566","null","28716","null","439989","null","90698","null",
"0500000US13151","Henry County, Georgia","17765","null","2502","null","44156","null","3842","null","68473","3171","null","null","94482","4185","null","null","181667","null","16216","null","301169","null","48874","null",
"0500000US13153","Houston County, Georgia","14136","null","2115","null","34800","null","4083","null","58412","4905","null","null","90562","6739","null","null","175746","null","18522","null","287425","null","56440","null",
"0500000US13157","Jackson County, Georgia","16636","null","4091","null","43723","null","4802","null","66047","6075","null","null","95709","9073","null","null","217727","null","67342","null","436529","null","239018","null",
"0500000US13185","Lowndes County, Georgia","1441","null","1604","null","18741","null","3022","null","40224","3742","null","null","67540","5269","null","null","148035","null","15664","null","260941","null","52181","null",
"0500000US13215","Muscogee County, Georgia","8052","null","1198","null","23649","null","1839","null","43184","3027","null","null","74565","3831","null","null","172601","null","17453","null","326539","null","57862","null",
"0500000US13217","Newton County, Georgia","13812","null","2458","null","32466","null","4868","null","57562","8044","null","null","92717","7636","null","null","169336","null","27722","null","289261","null","98075","null",
"0500000US13223","Paulding County, Georgia","19247","null","3613","null","45983","null","4770","null","66657","4959","null","null","94497","7617","null","null","160997","null","11859","null","218227","null","27565","null",
"0500000US13245","Richmond County, Georgia","8847","null","1185","null","22954","null","2326","null","38674","3394","null","null","63222","4167","null","null","137731","null","12507","null","242372","null","41262","null",
"0500000US13247","Rockdale County, Georgia","14991","null","3960","null","40126","null","5529","null","63155","5893","null","null","91333","8238","null","null","181788","null","21555","null","288430","null","44745","null",
"0500000US13255","Spalding County, Georgia","13508","null","2206","null","30426","null","3538","null","47274","4054","null","null","66643","6253","null","null","160593","null","39529","null","316272","null","139771","null",
"0500000US13285","Troup County, Georgia","8073","null","2411","null","23281","null","3677","null","40984","6322","null","null","69197","6119","null","null","131906","null","15067","null","199089","null","42318","null",
"0500000US13295","Walker County, Georgia","12521","null","2383","null","29595","null","3126","null","46263","5607","null","null","76382","9204","null","null","148405","null","18306","null","248374","null","57220","null",
"0500000US13297","Walton County, Georgia","11949","null","2816","null","34878","null","4412","null","55547","4857","null","null","81867","5396","null","null","164375","null","16927","null","260179","null","42090","null",
"0500000US13313","Whitfield County, Georgia","12016","null","1999","null","28578","null","2969","null","41371","3704","null","null","64128","4582","null","null","152710","null","17670","null","275058","null","48531","null",
"0500000US15001","Hawaii County, Hawaii","10093","null","1584","null","34020","null","2838","null","58615","3217","null","null","90234","4349","null","null","186248","null","17214","null","320646","null","58239","null",
"0500000US15003","Honolulu County, Hawaii","18306","null","1089","null","49820","null","1640","null","81711","2003","null","null","122560","2665","null","null","246169","null","6882","null","410472","null","22998","null",
"0500000US15007","Kauai County, Hawaii","15132","null","2776","null","45104","null","5953","null","83157","7349","null","null","115439","7264","null","null","188323","null","14823","null","275543","null","42752","null",
"0500000US15009","Maui County, Hawaii","16515","null","2819","null","48714","null","5037","null","79311","4461","null","null","115604","6770","null","null","247913","null","29760","null","446836","null","100208","null",
"0500000US16001","Ada County, Idaho","12763","null","1388","null","37157","null","2089","null","60894","2527","null","null","93659","3301","null","null","217652","null","19609","null","419256","null","67718","null",
"0500000US16005","Bannock County, Idaho","14062","null","1582","null","30833","null","2737","null","51042","2949","null","null","77541","4645","null","null","160691","null","36882","null","296978","null","139691","null",
"0500000US16019","Bonneville County, Idaho","15246","null","1608","null","33675","null","2672","null","54063","3377","null","null","81758","4831","null","null","155903","null","18370","null","255919","null","63175","null",
"0500000US16027","Canyon County, Idaho","12503","null","2072","null","31132","null","1647","null","47476","2428","null","null","69999","4320","null","null","145796","null","17027","null","256962","null","57180","null",
"0500000US16055","Kootenai County, Idaho","18125","null","2499","null","40054","null","2599","null","57413","2854","null","null","83702","5063","null","null","179583","null","22968","null","322736","null","80602","null",
"0500000US16083","Twin Falls County, Idaho","14819","null","2438","null","32845","null","3015","null","51528","5159","null","null","74731","6368","null","null","141842","null","12665","null","218250","null","21849","null",
"0500000US17001","Adams County, Illinois","12696","null","2212","null","29912","null","2655","null","48811","3197","null","null","80113","7119","null","null","182023","null","27349","null","325555","null","83668","null",
"0500000US17019","Champaign County, Illinois","6292","null","1464","null","26270","null","2108","null","50300","3187","null","null","86878","4214","null","null","195949","null","13968","null","334007","null","37989","null",
"0500000US17031","Cook County, Illinois","11955","null","289","null","35034","null","605","null","61733","835","null","null","99814","1047","null","null","241821","null","4472","null","453449","null","14998","null",
"0500000US17037","DeKalb County, Illinois","11563","null","2316","null","36116","null","3988","null","60176","4820","null","null","93777","6397","null","null","173275","null","14687","null","257603","null","28230","null",
"0500000US17043","DuPage County, Illinois","22474","null","1091","null","55466","null","1491","null","89569","1661","null","null","132727","2117","null","null","282639","null","12398","null","497897","null","39137","null",
"0500000US17089","Kane County, Illinois","18733","null","1747","null","48448","null","2135","null","76163","2851","null","null","115362","3873","null","null","238072","null","15725","null","399689","null","50741","null",
"0500000US17091","Kankakee County, Illinois","11743","null","1743","null","32758","null","3170","null","58258","3030","null","null","85288","4732","null","null","174543","null","18709","null","299283","null","59527","null",
"0500000US17093","Kendall County, Illinois","30135","null","4921","null","57318","null","5298","null","88747","10086","null","null","126668","8796","null","null","245623","null","37292","null","414153","null","105821","null",
"0500000US17097","Lake County, Illinois","19458","null","1171","null","51085","null","1759","null","85781","2403","null","null","134713","3581","null","null","318558","null","14152","null","576991","null","42074","null",
"0500000US17099","LaSalle County, Illinois","14166","null","1948","null","35407","null","2921","null","56445","2862","null","null","83527","4697","null","null","186100","null","20826","null","329016","null","67981","null",
"0500000US17111","McHenry County, Illinois","23235","null","1851","null","53958","null","3556","null","85281","3253","null","null","121295","3919","null","null","235640","null","17988","null","389237","null","60383","null",
"0500000US17113","McLean County, Illinois","8109","null","1526","null","34824","null","3367","null","67206","3783","null","null","104996","5327","null","null","216318","null","28181","null","368936","null","101335","null",
"0500000US17115","Macon County, Illinois","11230","null","1495","null","29572","null","2490","null","52257","3564","null","null","78953","4153","null","null","173614","null","15874","null","307007","null","52214","null",
"0500000US17119","Madison County, Illinois","11719","null","1108","null","32417","null","2189","null","58150","2445","null","null","87501","3106","null","null","174734","null","9726","null","298396","null","31528","null",
"0500000US17143","Peoria County, Illinois","10481","null","1328","null","31523","null","2041","null","53723","2245","null","null","85573","4279","null","null","199858","null","16759","null","371121","null","54356","null",
"0500000US17161","Rock Island County, Illinois","11957","null","1580","null","33121","null","2770","null","52496","2586","null","null","78376","3515","null","null","160954","null","21232","null","285847","null","76791","null",
"0500000US17163","St. Clair County, Illinois","10537","null","1365","null","29472","null","2280","null","52121","2934","null","null","82450","3302","null","null","173871","null","9716","null","291630","null","28635","null",
"0500000US17167","Sangamon County, Illinois","13390","null","1114","null","35166","null","2391","null","62208","2692","null","null","94995","3245","null","null","197419","null","13745","null","337986","null","44104","null",
"0500000US17179","Tazewell County, Illinois","15926","null","2029","null","38519","null","2881","null","60783","3483","null","null","94515","5618","null","null","200556","null","20205","null","354242","null","60008","null",
"0500000US17183","Vermilion County, Illinois","10806","null","1677","null","26594","null","2336","null","43845","3362","null","null","67030","5040","null","null","140385","null","12729","null","220760","null","28804","null",
"0500000US17197","Will County, Illinois","20217","null","1271","null","52180","null","1841","null","83156","2094","null","null","120761","2683","null","null","222025","null","8056","null","351656","null","26472","null",
"0500000US17199","Williamson County, Illinois","10359","null","2176","null","29407","null","3112","null","51595","5491","null","null","79850","6571","null","null","146628","null","16684","null","232577","null","52323","null",
"0500000US17201","Winnebago County, Illinois","11883","null","1058","null","33139","null","1680","null","53767","1830","null","null","80758","2975","null","null","168468","null","12548","null","291121","null","43300","null",
"0500000US18003","Allen County, Indiana","13742","null","1011","null","32711","null","1399","null","53215","2072","null","null","79890","2290","null","null","157335","null","8427","null","259086","null","23915","null",
"0500000US18005","Bartholomew County, Indiana","14901","null","2962","null","37264","null","4084","null","61710","5039","null","null","93088","6218","null","null","186092","null","17393","null","302310","null","49351","null",
"0500000US18011","Boone County, Indiana","25436","null","3849","null","52953","null","5513","null","80756","6202","null","null","124474","12953","null","null","318528","null","51574","null","623824","null","151734","null",
"0500000US18019","Clark County, Indiana","14603","null","1800","null","34087","null","2574","null","52434","3065","null","null","76241","3649","null","null","152934","null","16538","null","254516","null","47045","null",
"0500000US18035","Delaware County, Indiana","8312","null","1818","null","24181","null","1980","null","41589","3326","null","null","72579","5889","null","null","177791","null","36319","null","354231","null","129196","null",
"0500000US18039","Elkhart County, Indiana","16099","null","1842","null","38271","null","2484","null","58723","3289","null","null","84445","3759","null","null","170982","null","13510","null","295253","null","43654","null",
"0500000US18043","Floyd County, Indiana","14932","null","1907","null","36591","null","3519","null","61051","4365","null","null","94202","6787","null","null","192025","null","22636","null","320176","null","67301","null",
"0500000US18053","Grant County, Indiana","12001","null","1469","null","27398","null","2740","null","44341","4040","null","null","70132","5901","null","null","126382","null","9800","null","178487","null","24152","null",
"0500000US18057","Hamilton County, Indiana","29198","null","2287","null","62722","null","2800","null","94283","3864","null","null","142579","6515","null","null","305091","null","27191","null","546393","null","78051","null",
"0500000US18059","Hancock County, Indiana","21923","null","2944","null","46077","null","5331","null","69578","4886","null","null","98204","7983","null","null","167149","null","17447","null","236342","null","24836","null",
"0500000US18063","Hendricks County, Indiana","23565","null","3097","null","47943","null","3593","null","71979","5247","null","null","109214","6650","null","null","213695","null","35723","null","376094","null","125926","null",
"0500000US18067","Howard County, Indiana","12067","null","1749","null","29844","null","3475","null","48971","3662","null","null","73971","6409","null","null","141229","null","12649","null","206567","null","31389","null",
"0500000US18081","Johnson County, Indiana","18459","null","2436","null","45154","null","3211","null","70392","5346","null","null","110180","7328","null","null","193490","null","16949","null","300496","null","48346","null",
"0500000US18085","Kosciusko County, Indiana","17529","null","2654","null","39244","null","3131","null","62583","4232","null","null","89093","4780","null","null","171502","null","20030","null","290661","null","65783","null",
"0500000US18089","Lake County, Indiana","11304","null","968","null","32473","null","1471","null","55118","1708","null","null","84214","2361","null","null","161637","null","7974","null","259193","null","27129","null",
"0500000US18091","LaPorte County, Indiana","12443","null","1701","null","29352","null","2739","null","50598","3795","null","null","74356","4622","null","null","143999","null","12303","null","210244","null","20058","null",
"0500000US18095","Madison County, Indiana","9800","null","1711","null","26076","null","2252","null","43524","3417","null","null","70138","3992","null","null","135673","null","10384","null","218410","null","31813","null",
"0500000US18097","Marion County, Indiana","9718","null","717","null","28540","null","983","null","47454","1286","null","null","75810","1969","null","null","168512","null","6394","null","291290","null","18363","null",
"0500000US18105","Monroe County, Indiana","7714","null","1488","null","27292","null","3044","null","48932","3091","null","null","82680","5745","null","null","174091","null","16259","null","296368","null","52516","null",
"0500000US18109","Morgan County, Indiana","16496","null","2974","null","38550","null","4082","null","60161","4472","null","null","85447","5428","null","null","146164","null","13562","null","212648","null","34318","null",
"0500000US18127","Porter County, Indiana","14560","null","1784","null","38235","null","3354","null","65873","4232","null","null","99751","4734","null","null","187403","null","14456","null","306102","null","47670","null",
"0500000US18141","St. Joseph County, Indiana","11763","null","1265","null","31384","null","1681","null","52104","2325","null","null","82515","3048","null","null","174582","null","11514","null","306380","null","36868","null",
"0500000US18157","Tippecanoe County, Indiana","10413","null","1825","null","30191","null","2452","null","53524","3112","null","null","84611","4463","null","null","173079","null","11554","null","289701","null","33914","null",
"0500000US18163","Vanderburgh County, Indiana","11052","null","1128","null","26783","null","2249","null","46834","3102","null","null","76899","4034","null","null","175694","null","20920","null","321164","null","59851","null",
"0500000US18167","Vigo County, Indiana","9089","null","1216","null","23578","null","2664","null","41033","3338","null","null","65693","5169","null","null","142148","null","17908","null","257124","null","59304","null",
"0500000US18177","Wayne County, Indiana","11757","null","2095","null","26536","null","2758","null","45029","4749","null","null","70976","5533","null","null","171165","null","34899","null","352218","null","127184","null",
"0500000US19013","Black Hawk County, Iowa","12494","null","1515","null","31105","null","2131","null","50346","3125","null","null","79106","5039","null","null","162499","null","14636","null","281435","null","49201","null",
"0500000US19049","Dallas County, Iowa","24889","null","4103","null","57260","null","3810","null","88692","6677","null","null","133972","9274","null","null","254669","null","18261","null","382376","null","35407","null",
"0500000US19061","Dubuque County, Iowa","15479","null","1987","null","39184","null","3167","null","61387","3251","null","null","87989","4269","null","null","208443","null","38402","null","413653","null","135697","null",
"0500000US19103","Johnson County, Iowa","10871","null","1881","null","35804","null","2873","null","60895","3849","null","null","99444","4806","null","null","193586","null","13334","null","301495","null","36604","null",
"0500000US19113","Linn County, Iowa","18162","null","1777","null","40333","null","2158","null","63135","2619","null","null","94482","3283","null","null","176124","null","9324","null","277153","null","29622","null",
"0500000US19153","Polk County, Iowa","17374","null","1208","null","41319","null","1666","null","66402","1899","null","null","98012","2730","null","null","209793","null","13023","null","382208","null","44795","null",
"0500000US19155","Pottawattamie County, Iowa","13755","null","2011","null","35124","null","2721","null","58411","4409","null","null","90457","5316","null","null","165602","null","11387","null","265084","null","33361","null",
"0500000US19163","Scott County, Iowa","14122","null","1917","null","37387","null","2557","null","58031","2887","null","null","90664","4848","null","null","196279","null","16989","null","338831","null","48403","null",
"0500000US19169","Story County, Iowa","11791","null","1962","null","30110","null","3642","null","60146","7339","null","null","98927","5574","null","null","192008","null","24151","null","323942","null","82667","null",
"0500000US19193","Woodbury County, Iowa","12585","null","2021","null","32991","null","2997","null","54736","3574","null","null","82575","5633","null","null","157656","null","17008","null","257376","null","55962","null",
"0500000US20015","Butler County, Kansas","13927","null","3189","null","37964","null","4277","null","64321","7271","null","null","97462","6395","null","null","170454","null","16377","null","261896","null","35129","null",
"0500000US20045","Douglas County, Kansas","10653","null","2382","null","31313","null","3566","null","56585","4617","null","null","89789","5347","null","null","187469","null","22556","null","331994","null","74442","null",
"0500000US20091","Johnson County, Kansas","23275","null","1284","null","52017","null","1823","null","83682","2053","null","null","125971","2645","null","null","274829","null","12503","null","490514","null","37620","null",
"0500000US20103","Leavenworth County, Kansas","20273","null","2977","null","44474","null","4683","null","70412","4285","null","null","99489","6528","null","null","172765","null","14037","null","247254","null","35061","null",
"0500000US20161","Riley County, Kansas","11441","null","2927","null","33902","null","3383","null","49058","3774","null","null","73451","5254","null","null","180901","null","36763","null","344621","null","128866","null",
"0500000US20173","Sedgwick County, Kansas","12548","null","940","null","33240","null","1300","null","54034","1494","null","null","82688","2311","null","null","171255","null","9732","null","299997","null","32688","null",
"0500000US20177","Shawnee County, Kansas","14052","null","1516","null","34730","null","2463","null","57022","3158","null","null","86237","3379","null","null","151891","null","8402","null","238438","null","27283","null",
"0500000US20209","Wyandotte County, Kansas","10084","null","1282","null","27735","null","2105","null","46418","2378","null","null","71364","3499","null","null","133909","null","9409","null","202024","null","29246","null",
"0500000US21015","Boone County, Kentucky","21191","null","2356","null","44943","null","4026","null","77149","4940","null","null","111817","6036","null","null","208974","null","21035","null","339754","null","62030","null",
"0500000US21029","Bullitt County, Kentucky","16088","null","2575","null","40233","null","3415","null","61724","3568","null","null","91208","6827","null","null","162022","null","13945","null","232479","null","38637","null",
"0500000US21037","Campbell County, Kentucky","13102","null","2641","null","35812","null","3558","null","61979","4857","null","null","98436","6860","null","null","210007","null","30420","null","378345","null","108545","null",
"0500000US21047","Christian County, Kentucky","8293","null","1930","null","26529","null","3889","null","44395","4716","null","null","71552","7139","null","null","135935","null","15254","null","220838","null","40708","null",
"0500000US21059","Daviess County, Kentucky","11534","null","1661","null","30735","null","3268","null","50254","3860","null","null","78482","4824","null","null","187109","null","33778","null","384437","null","116598","null",
"0500000US21067","Fayette County, Kentucky","12229","null","972","null","32728","null","1651","null","56212","2385","null","null","89785","3325","null","null","210661","null","13515","null","393105","null","43193","null",
"0500000US21093","Hardin County, Kentucky","13309","null","2179","null","32527","null","2583","null","51980","5315","null","null","83587","5461","null","null","185738","null","52570","null","373216","null","193551","null",
"0500000US21111","Jefferson County, Kentucky","12180","null","832","null","33796","null","1140","null","55365","1624","null","null","88295","2418","null","null","191520","null","7362","null","331872","null","22046","null",
"0500000US21117","Kenton County, Kentucky","12644","null","1682","null","35022","null","2631","null","59028","3378","null","null","91730","5138","null","null","196692","null","20520","null","349931","null","65275","null",
"0500000US21145","McCracken County, Kentucky","12631","null","2136","null","28122","null","3509","null","49841","5560","null","null","81671","8526","null","null","166367","null","22430","null","278308","null","62744","null",
"0500000US21151","Madison County, Kentucky","11516","null","2006","null","29213","null","3219","null","50680","3862","null","null","77360","5587","null","null","164633","null","25998","null","298039","null","95078","null",
"0500000US21185","Oldham County, Kentucky","27328","null","4642","null","65206","null","5386","null","96564","7706","null","null","140492","9174","null","null","290764","null","36864","null","483715","null","97136","null",
"0500000US21227","Warren County, Kentucky","12943","null","1891","null","31135","null","3216","null","49077","3869","null","null","78328","6491","null","null","197280","null","27841","null","385382","null","89461","null",
"0500000US22005","Ascension Parish, Louisiana","12531","null","3440","null","40620","null","5501","null","69078","6323","null","null","105238","7936","null","null","188111","null","15464","null","260713","null","34862","null",
"0500000US22015","Bossier Parish, Louisiana","8419","null","2624","null","29835","null","2826","null","49165","3808","null","null","77107","4808","null","null","153387","null","15548","null","258164","null","48668","null",
"0500000US22017","Caddo Parish, Louisiana","7684","null","934","null","20601","null","1553","null","36539","2744","null","null","62947","3856","null","null","165161","null","18067","null","325196","null","58716","null",
"0500000US22019","Calcasieu Parish, Louisiana","12224","null","1538","null","31057","null","2709","null","52196","3046","null","null","83615","5146","null","null","178414","null","14506","null","293342","null","44607","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","9787","null","1229","null","29690","null","1914","null","55209","3261","null","null","92598","3762","null","null","203374","null","15833","null","365767","null","55686","null",
"0500000US22045","Iberia Parish, Louisiana","8506","null","2907","null","23799","null","3131","null","39150","5400","null","null","62710","6337","null","null","130138","null","14861","null","203406","null","34385","null",
"0500000US22051","Jefferson Parish, Louisiana","10708","null","925","null","30442","null","1750","null","51905","2184","null","null","81842","3219","null","null","178117","null","9371","null","307684","null","28448","null",
"0500000US22055","Lafayette Parish, Louisiana","9503","null","1374","null","27363","null","3097","null","51972","4294","null","null","85654","5778","null","null","193415","null","21217","null","339188","null","64569","null",
"0500000US22057","Lafourche Parish, Louisiana","11554","null","2080","null","28572","null","3064","null","52006","5934","null","null","84550","5645","null","null","172453","null","23165","null","303496","null","77013","null",
"0500000US22063","Livingston Parish, Louisiana","14789","null","1847","null","35055","null","4581","null","59632","5452","null","null","90991","7076","null","null","157890","null","16382","null","227757","null","46004","null",
"0500000US22071","Orleans Parish, Louisiana","6521","null","525","null","19276","null","1007","null","37359","1728","null","null","69009","2557","null","null","188518","null","9154","null","362165","null","29782","null",
"0500000US22073","Ouachita Parish, Louisiana","6812","null","1298","null","22589","null","2449","null","41013","2908","null","null","68043","5386","null","null","172007","null","26222","null","326551","null","89601","null",
"0500000US22079","Rapides Parish, Louisiana","8850","null","1590","null","23966","null","2702","null","41390","3168","null","null","68751","5565","null","null","152482","null","15976","null","252336","null","43725","null",
"0500000US22097","St. Landry Parish, Louisiana","7943","null","1525","null","20367","null","2120","null","34891","3912","null","null","55932","5767","null","null","125605","null","11712","null","195290","null","30224","null",
"0500000US22103","St. Tammany Parish, Louisiana","14119","null","1500","null","38858","null","2786","null","66076","3379","null","null","103530","4199","null","null","216221","null","16538","null","366112","null","48542","null",
"0500000US22105","Tangipahoa Parish, Louisiana","11395","null","1342","null","25460","null","2728","null","44480","4282","null","null","71236","6424","null","null","145551","null","16085","null","222285","null","36033","null",
"0500000US22109","Terrebonne Parish, Louisiana","6824","null","1967","null","20827","null","2622","null","42636","5554","null","null","75166","6739","null","null","151013","null","15902","null","237333","null","42795","null",
"0500000US23001","Androscoggin County, Maine","11975","null","1759","null","30140","null","3302","null","48849","3093","null","null","76109","4308","null","null","144033","null","15135","null","224126","null","49890","null",
"0500000US23003","Aroostook County, Maine","9328","null","964","null","23338","null","2180","null","42364","3004","null","null","66677","4523","null","null","145650","null","16952","null","256752","null","51104","null",
"0500000US23005","Cumberland County, Maine","16365","null","1614","null","43277","null","2597","null","71535","3053","null","null","105198","3705","null","null","213981","null","12607","null","358131","null","34590","null",
"0500000US23011","Kennebec County, Maine","11865","null","1494","null","29437","null","2559","null","52652","4911","null","null","81987","4928","null","null","162929","null","16204","null","272942","null","49541","null",
"0500000US23019","Penobscot County, Maine","11632","null","1111","null","29938","null","2135","null","50018","2920","null","null","75602","4534","null","null","162441","null","18231","null","284308","null","56644","null",
"0500000US23031","York County, Maine","17709","null","1838","null","42349","null","2894","null","67109","3162","null","null","97700","4653","null","null","212985","null","24159","null","404992","null","82994","null",
"0500000US24001","Allegany County, Maryland","10344","null","1395","null","25832","null","3444","null","43484","3994","null","null","66608","4161","null","null","130460","null","12685","null","213703","null","31825","null",
"0500000US24003","Anne Arundel County, Maryland","24696","null","1586","null","61194","null","2402","null","96450","2748","null","null","138528","3349","null","null","260091","null","10855","null","414412","null","30079","null",
"0500000US24005","Baltimore County, Maryland","18559","null","941","null","45830","null","1660","null","74446","2456","null","null","111900","2402","null","null","242787","null","9693","null","447003","null","32501","null",
"0500000US24009","Calvert County, Maryland","29673","null","3598","null","61642","null","6440","null","100342","9033","null","null","149009","10145","null","null","273043","null","46752","null","435072","null","173414","null",
"0500000US24013","Carroll County, Maryland","24315","null","2543","null","58911","null","4515","null","93693","4303","null","null","132912","6653","null","null","248990","null","21826","null","388089","null","80443","null",
"0500000US24015","Cecil County, Maryland","20458","null","2539","null","44960","null","4571","null","75848","6169","null","null","110055","7415","null","null","206298","null","18823","null","313265","null","51450","null",
"0500000US24017","Charles County, Maryland","25044","null","3327","null","59603","null","4382","null","96350","6408","null","null","136031","6011","null","null","234222","null","18513","null","363859","null","63261","null",
"0500000US24021","Frederick County, Maryland","24544","null","2565","null","57863","null","3040","null","91409","3886","null","null","133461","4740","null","null","236776","null","12342","null","355867","null","33288","null",
"0500000US24025","Harford County, Maryland","18595","null","1980","null","50230","null","2866","null","80783","3782","null","null","124657","4697","null","null","229506","null","10691","null","356575","null","28061","null",
"0500000US24027","Howard County, Maryland","27249","null","3282","null","74702","null","3622","null","112739","3801","null","null","165778","5769","null","null","316753","null","17789","null","509035","null","56194","null",
"0500000US24031","Montgomery County, Maryland","25101","null","1235","null","64412","null","1983","null","103726","2521","null","null","160098","3425","null","null","355049","null","10197","null","623874","null","30253","null",
"0500000US24033","Prince George's County, Maryland","20635","null","1201","null","51690","null","1663","null","81410","1952","null","null","120018","2573","null","null","223330","null","7471","null","337144","null","20421","null",
"0500000US24037","St. Mary's County, Maryland","22913","null","3422","null","53746","null","4535","null","82713","5561","null","null","120665","6725","null","null","233360","null","30328","null","387793","null","105459","null",
"0500000US24043","Washington County, Maryland","12694","null","1735","null","34477","null","2945","null","59937","3727","null","null","91884","5511","null","null","186724","null","17542","null","303692","null","53146","null",
"0500000US24045","Wicomico County, Maryland","12757","null","2431","null","34342","null","3244","null","53467","4704","null","null","80993","7155","null","null","173241","null","19322","null","291412","null","55594","null",
"0500000US24510","Baltimore city, Maryland","7956","null","772","null","25970","null","1321","null","47257","1709","null","null","80314","2783","null","null","186884","null","8322","null","321972","null","25479","null",
