"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012EA","B25101_012M","B25101_012MA","B25101_013E","B25101_013EA","B25101_013M","B25101_013MA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016M","B25101_016MA","B25101_016EA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018EA","B25101_018M","B25101_018MA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027M","B25101_027MA","B25101_027EA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036M","B25101_036MA","B25101_036EA","B25101_037E","B25101_037M","B25101_037MA","B25101_037EA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0500000US36111","Ulster County, New York","48219","2197","null","null","27986","2275","null","null","737","338","null","null","0","200","null","null","0","200","null","null","737","null","338","null","2189","719","null","null","0","null","200","null","39","null","69","null","2150","705","null","null","2203","875","null","null","59","null","101","null","300","null","234","null","1844","null","817","null","5545","null","939","null","527","302","null","null","1816","null","612","null","3202","null","928","null","17101","null","1989","null","10119","null","1676","null","5189","1061","null","null","1793","590","null","null","211","null","250","null","20233","null","1857","null","2255","null","770","null","183","256","null","null","153","177","null","null","1919","null","688","null","3246","null","964","null","714","null","368","null","994","531","null","null","1538","730","null","null","2524","796","null","null","1714","null","670","null","757","null","462","null","53","89","null","null","3767","826","null","null","2914","756","null","null","711","null","362","null","142","139","null","null","8210","1281","null","null","8122","null","1292","null","88","107","null","null","0","200","null","null","231","null","164","null",
"0500000US36113","Warren County, New York","20160","1297","null","null","12045","1161","null","null","258","200","null","null","0","200","null","null","0","200","null","null","258","null","200","null","733","323","null","null","0","null","200","null","11","null","20","null","722","322","null","null","1741","562","null","null","492","null","359","null","630","null","303","null","619","null","355","null","2641","null","513","null","298","162","null","null","1232","null","459","null","1111","null","429","null","6672","null","1100","null","4680","null","943","null","1721","523","null","null","271","209","null","null","0","null","200","null","8115","null","876","null","1022","null","456","null","132","140","null","null","496","314","null","null","394","null","221","null","1294","null","429","null","996","null","401","null","77","73","null","null","221","218","null","null","1070","427","null","null","918","null","411","null","152","null","154","null","0","200","null","null","924","386","null","null","775","345","null","null","149","null","172","null","0","200","null","null","3736","726","null","null","3638","null","730","null","39","47","null","null","59","80","null","null","69","null","105","null",
"0500000US36117","Wayne County, New York","27023","1582","null","null","17566","1358","null","null","875","368","null","null","0","200","null","null","46","75","null","null","829","null","368","null","1634","518","null","null","0","null","200","null","398","null","290","null","1236","439","null","null","2645","731","null","null","322","null","258","null","1179","null","473","null","1144","null","494","null","4469","null","988","null","1620","517","null","null","2290","null","662","null","559","null","308","null","7873","null","1123","null","5492","null","973","null","1989","531","null","null","392","323","null","null","70","null","83","null","9457","null","1095","null","1382","null","575","null","23","36","null","null","247","175","null","null","1112","null","495","null","1580","null","456","null","617","null","252","null","752","345","null","null","211","130","null","null","1480","495","null","null","1006","null","396","null","373","null","238","null","101","121","null","null","2425","626","null","null","2268","588","null","null","157","null","142","null","0","200","null","null","2543","631","null","null","2543","null","631","null","0","200","null","null","0","200","null","null","47","null","80","null",
"0500000US36119","Westchester County, New York","212819","4411","null","null","137698","4061","null","null","3014","739","null","null","0","200","null","null","0","200","null","null","3014","null","739","null","3392","792","null","null","36","null","60","null","162","null","187","null","3194","768","null","null","4508","932","null","null","257","null","280","null","363","null","233","null","3888","null","839","null","12815","null","1857","null","1428","638","null","null","1412","null","591","null","9975","null","1698","null","113426","null","4091","null","49703","null","3082","null","34893","2555","null","null","28830","2803","null","null","543","null","326","null","75121","null","3318","null","6002","null","1182","null","666","514","null","null","208","251","null","null","5128","null","970","null","8960","null","1583","null","2003","null","977","null","1322","619","null","null","5635","1215","null","null","7350","1144","null","null","1890","null","622","null","1480","null","538","null","3980","911","null","null","10405","1306","null","null","4084","938","null","null","3114","null","718","null","3207","804","null","null","41806","2774","null","null","35505","null","2711","null","5216","1034","null","null","1085","419","null","null","598","null","322","null",
"0500000US37001","Alamance County, North Carolina","41037","1870","null","null","24257","1626","null","null","1179","364","null","null","0","207","null","null","0","207","null","null","1179","null","364","null","2661","657","null","null","539","null","462","null","363","null","261","null","1759","537","null","null","2797","728","null","null","282","null","194","null","1097","null","398","null","1418","null","599","null","4434","null","974","null","2166","673","null","null","1558","null","586","null","710","null","455","null","13130","null","1566","null","10718","null","1433","null","2278","809","null","null","134","104","null","null","56","null","80","null","16780","null","1641","null","2947","null","796","null","792","432","null","null","810","531","null","null","1345","null","494","null","4022","null","1102","null","3213","null","1056","null","659","361","null","null","150","125","null","null","3124","794","null","null","3010","null","782","null","53","null","88","null","61","99","null","null","2504","600","null","null","2504","600","null","null","0","null","207","null","0","207","null","null","3953","880","null","null","3953","null","880","null","0","207","null","null","0","207","null","null","230","null","272","null",
"0500000US37019","Brunswick County, North Carolina","44194","2153","null","null","26430","2111","null","null","2023","712","null","null","0","207","null","null","85","141","null","null","1938","null","708","null","2917","899","null","null","82","null","131","null","609","null","436","null","2226","766","null","null","3322","741","null","null","339","null","235","null","1337","null","528","null","1646","null","574","null","5405","null","937","null","1374","615","null","null","2482","null","738","null","1549","null","556","null","12541","null","1602","null","8375","null","1436","null","3120","736","null","null","1046","383","null","null","222","null","216","null","17764","null","1636","null","2374","null","756","null","290","247","null","null","574","316","null","null","1510","null","645","null","2642","null","703","null","1494","null","547","null","808","411","null","null","340","246","null","null","2520","776","null","null","2454","null","771","null","66","null","77","null","0","207","null","null","4982","972","null","null","4941","961","null","null","11","null","18","null","30","49","null","null","4930","936","null","null","4918","null","935","null","12","20","null","null","0","207","null","null","316","null","371","null",
"0500000US37021","Buncombe County, North Carolina","68281","2710","null","null","40794","2809","null","null","2525","662","null","null","0","207","null","null","0","207","null","null","2525","null","662","null","4167","1031","null","null","112","null","136","null","380","null","293","null","3675","996","null","null","5160","1131","null","null","398","null","218","null","1678","null","699","null","3084","null","805","null","7408","null","1348","null","1933","699","null","null","3710","null","1043","null","1765","null","719","null","21406","null","2088","null","15621","null","1877","null","4909","1192","null","null","876","507","null","null","128","null","157","null","27487","null","2296","null","5314","null","1155","null","1041","510","null","null","2205","884","null","null","2068","null","643","null","5766","null","1300","null","3920","null","1162","null","1575","564","null","null","271","257","null","null","3453","802","null","null","3361","null","769","null","92","null","157","null","0","207","null","null","4827","1125","null","null","4539","1128","null","null","217","null","234","null","71","118","null","null","7715","1138","null","null","7715","null","1138","null","0","207","null","null","0","207","null","null","412","null","323","null",
"0500000US37023","Burke County, North Carolina","24948","1778","null","null","11355","1553","null","null","909","358","null","null","0","207","null","null","97","118","null","null","812","null","344","null","1241","563","null","null","54","null","91","null","300","null","280","null","887","503","null","null","1373","490","null","null","144","null","159","null","1045","null","387","null","184","null","176","null","3256","null","996","null","1503","656","null","null","1570","null","686","null","183","null","199","null","4559","null","910","null","3957","null","901","null","528","279","null","null","74","125","null","null","17","null","30","null","13593","null","1568","null","2903","null","832","null","822","607","null","null","875","478","null","null","1206","null","518","null","3474","null","883","null","2823","null","783","null","577","328","null","null","74","124","null","null","2066","653","null","null","2066","null","653","null","0","null","207","null","0","207","null","null","2146","715","null","null","2073","705","null","null","73","null","121","null","0","207","null","null","2543","771","null","null","2529","null","772","null","14","24","null","null","0","207","null","null","461","null","436","null",
"0500000US37025","Cabarrus County, North Carolina","53266","2290","null","null","37886","2328","null","null","1258","420","null","null","0","207","null","null","0","207","null","null","1258","null","420","null","3008","804","null","null","0","null","207","null","340","null","186","null","2668","796","null","null","4166","1092","null","null","359","null","236","null","1541","null","654","null","2266","null","957","null","6943","null","1219","null","2760","765","null","null","2718","null","794","null","1465","null","675","null","21896","null","1530","null","16213","null","1663","null","4796","1150","null","null","887","603","null","null","615","null","636","null","15380","null","1591","null","1846","null","582","null","354","221","null","null","428","261","null","null","1064","null","481","null","2802","null","870","null","2489","null","858","null","242","210","null","null","71","115","null","null","1518","528","null","null","1395","null","542","null","46","null","75","null","77","130","null","null","2902","864","null","null","2902","864","null","null","0","null","207","null","0","207","null","null","5895","938","null","null","5895","null","938","null","0","207","null","null","0","207","null","null","417","null","271","null",
"0500000US37027","Caldwell County, North Carolina","22995","1511","null","null","12369","1626","null","null","1117","560","null","null","74","125","null","null","0","207","null","null","1043","null","554","null","1104","503","null","null","83","null","135","null","428","null","291","null","593","391","null","null","2015","653","null","null","493","null","357","null","721","null","401","null","801","null","384","null","3033","null","889","null","1639","612","null","null","1076","null","510","null","318","null","314","null","5100","null","934","null","4564","null","947","null","457","281","null","null","79","132","null","null","0","null","207","null","10626","null","1190","null","2762","null","808","null","898","541","null","null","896","432","null","null","968","null","455","null","2098","null","730","null","1922","null","725","null","125","150","null","null","51","88","null","null","1751","597","null","null","1579","null","548","null","172","null","233","null","0","207","null","null","2024","642","null","null","1939","633","null","null","85","null","144","null","0","207","null","null","1644","629","null","null","1644","null","629","null","0","207","null","null","0","207","null","null","347","null","372","null",
"0500000US37031","Carteret County, North Carolina","20909","1190","null","null","11543","1060","null","null","749","334","null","null","0","207","null","null","0","207","null","null","749","null","334","null","1015","359","null","null","0","null","207","null","206","null","147","null","809","326","null","null","1462","457","null","null","140","null","95","null","469","null","243","null","853","null","346","null","2747","null","670","null","319","167","null","null","1463","null","521","null","965","null","341","null","5399","null","696","null","3946","null","646","null","1166","358","null","null","287","218","null","null","171","null","147","null","9366","null","957","null","1649","null","535","null","376","203","null","null","715","452","null","null","558","null","235","null","1991","null","530","null","1450","null","467","null","404","203","null","null","137","127","null","null","1647","533","null","null","1472","null","547","null","123","null","98","null","52","65","null","null","1845","413","null","null","1753","385","null","null","73","null","122","null","19","31","null","null","2177","425","null","null","2177","null","425","null","0","207","null","null","0","207","null","null","57","null","63","null",
"0500000US37035","Catawba County, North Carolina","43094","2018","null","null","25348","1989","null","null","1424","675","null","null","124","202","null","null","0","207","null","null","1300","null","646","null","1707","605","null","null","46","null","75","null","502","null","410","null","1159","462","null","null","3565","840","null","null","695","null","443","null","2197","null","671","null","673","null","431","null","6539","null","1196","null","3285","930","null","null","2878","null","1004","null","376","null","239","null","11902","null","1495","null","10175","null","1530","null","1045","407","null","null","682","477","null","null","211","null","203","null","17746","null","1763","null","4538","null","1039","null","1608","511","null","null","1235","664","null","null","1695","null","711","null","3238","null","752","null","2372","null","608","null","866","459","null","null","0","207","null","null","1577","612","null","null","1577","null","612","null","0","null","207","null","0","207","null","null","3751","952","null","null","3751","952","null","null","0","null","207","null","0","207","null","null","4247","931","null","null","4247","null","931","null","0","207","null","null","0","207","null","null","395","null","298","null",
"0500000US37037","Chatham County, North Carolina","22020","1330","null","null","12577","1370","null","null","622","416","null","null","65","106","null","null","0","207","null","null","557","null","397","null","627","423","null","null","67","null","116","null","178","null","182","null","382","382","null","null","1366","696","null","null","138","null","168","null","546","null","342","null","682","null","508","null","1667","null","560","null","203","179","null","null","680","null","382","null","784","null","383","null","8275","null","1183","null","6310","null","1168","null","1427","541","null","null","538","365","null","null","20","null","37","null","9443","null","1357","null","1262","null","547","null","174","172","null","null","382","354","null","null","706","null","384","null","2101","null","664","null","1071","null","465","null","691","411","null","null","339","313","null","null","1276","628","null","null","1276","null","628","null","0","null","207","null","0","207","null","null","1553","605","null","null","1553","605","null","null","0","null","207","null","0","207","null","null","3207","837","null","null","3207","null","837","null","0","207","null","null","0","207","null","null","44","null","75","null",
"0500000US37045","Cleveland County, North Carolina","26695","1638","null","null","13835","1738","null","null","2287","944","null","null","0","207","null","null","0","207","null","null","2287","null","944","null","1688","577","null","null","62","null","101","null","618","null","423","null","1008","456","null","null","1307","477","null","null","352","null","306","null","325","null","210","null","630","null","340","null","4105","null","1109","null","2572","852","null","null","1238","null","653","null","295","null","205","null","4365","null","824","null","3337","null","800","null","814","370","null","null","214","215","null","null","83","null","100","null","12860","null","1293","null","3016","null","750","null","976","472","null","null","1021","479","null","null","1019","null","351","null","2748","null","687","null","2050","null","649","null","669","403","null","null","29","52","null","null","2346","677","null","null","2263","null","659","null","83","null","147","null","0","207","null","null","1771","587","null","null","1731","584","null","null","40","null","67","null","0","207","null","null","2407","681","null","null","2407","null","681","null","0","207","null","null","0","207","null","null","572","null","451","null",
"0500000US37049","Craven County, North Carolina","24712","1577","null","null","15405","1721","null","null","780","444","null","null","0","207","null","null","0","207","null","null","780","null","444","null","1114","503","null","null","0","null","207","null","197","null","272","null","917","402","null","null","1888","687","null","null","260","null","220","null","1077","null","617","null","551","null","314","null","4187","null","1212","null","1501","625","null","null","2094","null","763","null","592","null","366","null","7293","null","1023","null","5610","null","969","null","1208","543","null","null","475","387","null","null","143","null","155","null","9307","null","1237","null","1531","null","656","null","211","193","null","null","655","554","null","null","665","null","381","null","1776","null","611","null","1056","null","459","null","251","188","null","null","469","392","null","null","835","396","null","null","696","null","357","null","139","null","132","null","0","207","null","null","2047","696","null","null","2047","696","null","null","0","null","207","null","0","207","null","null","3050","738","null","null","3050","null","738","null","0","207","null","null","0","207","null","null","68","null","116","null",
"0500000US37051","Cumberland County, North Carolina","63445","2115","null","null","41448","2199","null","null","2927","725","null","null","0","207","null","null","0","207","null","null","2927","null","725","null","5010","1153","null","null","0","null","207","null","586","null","338","null","4424","1100","null","null","5259","828","null","null","694","null","370","null","1919","null","603","null","2646","null","647","null","8463","null","1389","null","2937","680","null","null","3634","null","939","null","1892","null","588","null","19241","null","1568","null","15459","null","1503","null","3023","769","null","null","759","405","null","null","548","null","472","null","21997","null","1894","null","4920","null","915","null","909","461","null","null","1040","431","null","null","2971","null","731","null","3324","null","728","null","1952","null","583","null","904","449","null","null","468","286","null","null","3819","839","null","null","3373","null","805","null","409","null","305","null","37","60","null","null","4268","1023","null","null","4223","1027","null","null","0","null","207","null","45","75","null","null","5306","1046","null","null","5258","null","1058","null","0","207","null","null","48","81","null","null","360","null","247","null",
"0500000US37057","Davidson County, North Carolina","47905","2114","null","null","29812","2116","null","null","1893","670","null","null","0","207","null","null","0","207","null","null","1893","null","670","null","2964","938","null","null","0","null","207","null","334","null","259","null","2630","924","null","null","4916","924","null","null","912","null","464","null","2018","null","717","null","1986","null","710","null","7144","null","1283","null","4184","1196","null","null","2508","null","738","null","452","null","419","null","12731","null","1398","null","10330","null","1231","null","1917","701","null","null","484","330","null","null","164","null","223","null","18093","null","1662","null","3793","null","865","null","903","419","null","null","1214","508","null","null","1676","null","595","null","4157","null","931","null","3095","null","879","null","852","643","null","null","210","212","null","null","2555","870","null","null","2526","null","867","null","29","null","55","null","0","207","null","null","3910","915","null","null","3910","915","null","null","0","null","207","null","0","207","null","null","3361","786","null","null","3361","null","786","null","0","207","null","null","0","207","null","null","317","null","232","null",
"0500000US37063","Durham County, North Carolina","65856","2500","null","null","49017","2449","null","null","1759","677","null","null","0","207","null","null","0","207","null","null","1759","null","677","null","3163","1047","null","null","33","null","57","null","569","null","457","null","2561","890","null","null","3941","1034","null","null","375","null","296","null","1494","null","502","null","2072","null","826","null","7589","null","1388","null","2312","824","null","null","3214","null","813","null","2063","null","747","null","32462","null","2492","null","26520","null","2247","null","5126","1221","null","null","816","364","null","null","103","null","176","null","16839","null","1766","null","1612","null","582","null","175","171","null","null","343","227","null","null","1094","null","521","null","1809","null","663","null","1034","null","507","null","531","281","null","null","244","247","null","null","1751","625","null","null","1643","null","622","null","108","null","128","null","0","207","null","null","3552","1009","null","null","3445","998","null","null","51","null","81","null","56","92","null","null","7691","1207","null","null","7691","null","1207","null","0","207","null","null","0","207","null","null","424","null","262","null",
"0500000US37067","Forsyth County, North Carolina","89705","2957","null","null","59584","2627","null","null","3133","795","null","null","0","207","null","null","0","207","null","null","3133","null","795","null","5804","1005","null","null","164","null","123","null","818","null","446","null","4822","965","null","null","7536","1365","null","null","853","null","386","null","4238","null","897","null","2445","null","788","null","11133","null","1538","null","4944","1036","null","null","4641","null","930","null","1548","null","571","null","31736","null","2480","null","27181","null","2451","null","3657","898","null","null","898","333","null","null","242","null","181","null","30121","null","2286","null","5676","null","1139","null","976","405","null","null","1314","506","null","null","3386","null","996","null","5368","null","1024","null","3586","null","814","null","1168","464","null","null","614","398","null","null","3926","872","null","null","3888","null","866","null","38","null","63","null","0","207","null","null","4450","1122","null","null","4450","1122","null","null","0","null","207","null","0","207","null","null","10370","1245","null","null","10370","null","1245","null","0","207","null","null","0","207","null","null","331","null","202","null",
"0500000US37069","Franklin County, North Carolina","17663","1381","null","null","10885","1303","null","null","684","427","null","null","0","207","null","null","0","207","null","null","684","null","427","null","764","441","null","null","81","null","147","null","179","null","218","null","504","336","null","null","1674","672","null","null","521","null","432","null","706","null","430","null","447","null","263","null","2252","null","799","null","878","452","null","null","633","null","453","null","741","null","496","null","5445","null","1054","null","4716","null","990","null","585","363","null","null","144","154","null","null","66","null","113","null","6778","null","1139","null","1728","null","705","null","289","366","null","null","839","603","null","null","600","null","398","null","1021","null","441","null","909","null","431","null","0","207","null","null","112","140","null","null","951","474","null","null","951","null","474","null","0","null","207","null","0","207","null","null","1143","622","null","null","1143","622","null","null","0","null","207","null","0","207","null","null","1761","537","null","null","1761","null","537","null","0","207","null","null","0","207","null","null","174","null","177","null",
"0500000US37071","Gaston County, North Carolina","52987","2124","null","null","32524","2075","null","null","2184","705","null","null","0","207","null","null","91","114","null","null","2093","null","704","null","2416","681","null","null","78","null","91","null","519","null","209","null","1819","637","null","null","4372","884","null","null","566","null","307","null","2267","null","739","null","1539","null","554","null","7916","null","1110","null","3420","701","null","null","2935","null","772","null","1561","null","606","null","15457","null","1585","null","12825","null","1376","null","2132","558","null","null","500","379","null","null","179","null","152","null","20463","null","1681","null","4804","null","1082","null","1214","468","null","null","1019","345","null","null","2571","null","784","null","3590","null","607","null","2743","null","524","null","573","266","null","null","274","213","null","null","2938","672","null","null","2722","null","670","null","216","null","183","null","0","207","null","null","3469","776","null","null","3434","771","null","null","35","null","57","null","0","207","null","null","5531","967","null","null","5531","null","967","null","0","207","null","null","0","207","null","null","131","null","214","null",
"0500000US37081","Guilford County, North Carolina","119185","3666","null","null","82896","3510","null","null","4355","1137","null","null","0","207","null","null","194","203","null","null","4161","null","1115","null","8509","1712","null","null","299","null","203","null","823","null","327","null","7387","1663","null","null","8264","1589","null","null","1074","null","540","null","3994","null","1064","null","3196","null","882","null","17139","null","2067","null","7249","1410","null","null","7778","null","1538","null","2112","null","594","null","44481","null","2768","null","34885","null","2645","null","7222","1127","null","null","2374","876","null","null","148","null","151","null","36289","null","2222","null","5962","null","1118","null","799","400","null","null","1590","577","null","null","3573","null","991","null","6221","null","1176","null","4469","null","1121","null","1430","470","null","null","322","220","null","null","5737","1059","null","null","5365","null","1016","null","337","null","233","null","35","58","null","null","6324","1030","null","null","6223","1005","null","null","101","null","121","null","0","207","null","null","11725","1507","null","null","11681","null","1515","null","44","71","null","null","0","207","null","null","320","null","324","null",
"0500000US37085","Harnett County, North Carolina","31185","1402","null","null","21370","1419","null","null","1269","472","null","null","0","207","null","null","0","207","null","null","1269","null","472","null","2262","591","null","null","19","null","33","null","252","null","197","null","1991","565","null","null","3084","777","null","null","861","null","478","null","1414","null","607","null","809","null","335","null","5008","null","961","null","1513","509","null","null","2649","null","780","null","846","null","433","null","9574","null","1278","null","7418","null","959","null","1959","798","null","null","197","134","null","null","173","null","203","null","9815","null","1003","null","2185","null","620","null","264","227","null","null","1112","522","null","null","809","null","302","null","1221","null","493","null","1007","null","462","null","95","83","null","null","119","128","null","null","1667","453","null","null","1633","null","452","null","34","null","42","null","0","207","null","null","1861","506","null","null","1844","508","null","null","0","null","207","null","17","28","null","null","2602","682","null","null","2602","null","682","null","0","207","null","null","0","207","null","null","279","null","225","null",
"0500000US37089","Henderson County, North Carolina","35737","1644","null","null","21471","1746","null","null","1655","848","null","null","0","207","null","null","77","134","null","null","1578","null","847","null","2417","656","null","null","189","null","174","null","713","null","404","null","1515","562","null","null","3108","990","null","null","142","null","136","null","996","null","545","null","1970","null","820","null","4193","null","968","null","1624","758","null","null","1506","null","626","null","1063","null","499","null","10098","null","1341","null","7209","null","1257","null","2462","669","null","null","427","297","null","null","0","null","207","null","14266","null","1470","null","2210","null","805","null","705","466","null","null","677","387","null","null","828","null","536","null","3265","null","980","null","2979","null","951","null","105","118","null","null","181","282","null","null","2239","588","null","null","2016","null","566","null","189","null","187","null","34","57","null","null","2487","843","null","null","2487","843","null","null","0","null","207","null","0","207","null","null","3718","684","null","null","3718","null","684","null","0","207","null","null","0","207","null","null","347","null","321","null",
"0500000US37097","Iredell County, North Carolina","48209","1819","null","null","31919","1760","null","null","1520","535","null","null","0","207","null","null","61","105","null","null","1459","null","536","null","2854","715","null","null","46","null","75","null","566","null","355","null","2242","615","null","null","3856","848","null","null","358","null","240","null","2155","null","639","null","1343","null","456","null","5904","null","1209","null","2569","819","null","null","2187","null","649","null","1148","null","483","null","17501","null","1563","null","13389","null","1475","null","3385","727","null","null","727","370","null","null","284","null","216","null","16290","null","1581","null","3423","null","883","null","1249","511","null","null","820","455","null","null","1354","null","553","null","3136","null","862","null","2615","null","808","null","359","242","null","null","162","220","null","null","2438","623","null","null","2407","null","621","null","31","null","52","null","0","207","null","null","2795","727","null","null","2795","727","null","null","0","null","207","null","0","207","null","null","4369","910","null","null","4369","null","910","null","0","207","null","null","0","207","null","null","129","null","122","null",
"0500000US37101","Johnston County, North Carolina","51334","2317","null","null","37167","2345","null","null","1317","641","null","null","0","207","null","null","66","114","null","null","1251","null","614","null","4500","1487","null","null","75","null","136","null","959","null","745","null","3466","1255","null","null","3736","1076","null","null","319","null","316","null","1458","null","614","null","1959","null","749","null","8538","null","1525","null","3865","1090","null","null","4191","null","1205","null","482","null","330","null","18979","null","1997","null","15385","null","1889","null","2957","891","null","null","637","413","null","null","97","null","120","null","14167","null","1859","null","2789","null","928","null","296","279","null","null","451","310","null","null","2042","null","834","null","2228","null","933","null","1113","null","544","null","837","599","null","null","278","328","null","null","1902","712","null","null","1861","null","710","null","41","null","68","null","0","207","null","null","2671","853","null","null","2520","822","null","null","151","null","158","null","0","207","null","null","4449","1371","null","null","4449","null","1371","null","0","207","null","null","0","207","null","null","128","null","155","null",
"0500000US37109","Lincoln County, North Carolina","25435","1459","null","null","15861","1498","null","null","1204","641","null","null","0","207","null","null","0","207","null","null","1204","null","641","null","1515","673","null","null","0","null","207","null","163","null","164","null","1352","656","null","null","1110","477","null","null","205","null","257","null","533","null","326","null","372","null","247","null","3342","null","863","null","1720","656","null","null","1027","null","484","null","595","null","280","null","8485","null","1342","null","6623","null","1201","null","1682","572","null","null","180","189","null","null","205","null","265","null","9574","null","1145","null","1807","null","804","null","49","81","null","null","694","467","null","null","1064","null","696","null","2063","null","685","null","1719","null","675","null","282","207","null","null","62","99","null","null","1387","584","null","null","1387","null","584","null","0","null","207","null","0","207","null","null","1699","477","null","null","1699","477","null","null","0","null","207","null","0","207","null","null","2466","688","null","null","2466","null","688","null","0","207","null","null","0","207","null","null","152","null","149","null",
"0500000US37119","Mecklenburg County, North Carolina","232419","4224","null","null","182739","4144","null","null","7625","1266","null","null","0","207","null","null","0","207","null","null","7625","null","1266","null","13208","1981","null","null","585","null","324","null","1322","null","473","null","11301","1917","null","null","16203","2242","null","null","1316","null","536","null","5443","null","1209","null","9444","null","1723","null","32413","null","2448","null","9542","1509","null","null","16253","null","1967","null","6618","null","1295","null","112642","null","3719","null","88085","null","3553","null","20297","1769","null","null","4260","959","null","null","648","null","524","null","49680","null","2339","null","6324","null","1240","null","871","457","null","null","1860","661","null","null","3593","null","876","null","8434","null","1286","null","4338","null","980","null","3344","782","null","null","752","395","null","null","6528","1203","null","null","5804","null","1206","null","553","null","303","null","171","174","null","null","8403","1536","null","null","8056","1532","null","null","236","null","201","null","111","132","null","null","19115","1787","null","null","18944","null","1749","null","99","163","null","null","72","121","null","null","876","null","575","null",
"0500000US37125","Moore County, North Carolina","28725","1785","null","null","16838","1498","null","null","1118","512","null","null","0","207","null","null","38","63","null","null","1080","null","506","null","1532","687","null","null","87","null","133","null","205","null","150","null","1240","662","null","null","634","377","null","null","193","null","224","null","119","null","131","null","322","null","252","null","3083","null","906","null","609","303","null","null","1352","null","603","null","1122","null","574","null","10471","null","1380","null","7925","null","1274","null","1664","601","null","null","882","627","null","null","0","null","207","null","11887","null","1405","null","1849","null","785","null","591","328","null","null","325","244","null","null","933","null","623","null","2269","null","663","null","1798","null","623","null","466","295","null","null","5","9","null","null","1920","579","null","null","1809","null","580","null","111","null","134","null","0","207","null","null","1866","624","null","null","1866","624","null","null","0","null","207","null","0","207","null","null","3983","820","null","null","3983","null","820","null","0","207","null","null","0","207","null","null","0","null","207","null",
"0500000US37127","Nash County, North Carolina","22681","1524","null","null","14337","1389","null","null","840","485","null","null","0","207","null","null","0","207","null","null","840","null","485","null","995","494","null","null","0","null","207","null","79","null","124","null","916","478","null","null","2133","678","null","null","155","null","150","null","619","null","399","null","1359","null","510","null","3483","null","979","null","1300","634","null","null","1523","null","578","null","660","null","439","null","6834","null","1114","null","6051","null","1146","null","697","472","null","null","86","142","null","null","52","null","93","null","8344","null","1168","null","2652","null","868","null","747","512","null","null","430","329","null","null","1475","null","647","null","1796","null","527","null","1001","null","420","null","419","304","null","null","376","331","null","null","666","363","null","null","550","null","319","null","85","null","129","null","31","57","null","null","1596","638","null","null","1596","638","null","null","0","null","207","null","0","207","null","null","1500","502","null","null","1500","null","502","null","0","207","null","null","0","207","null","null","134","null","173","null",
