"GEO_ID","NAME","B19083_001E","B19083_001EA","B19083_001M","B19083_001MA",
"Geography","Geographic Area Name","Estimate!!Gini Index","Annotation of Estimate!!Gini Index","Margin of Error!!Gini Index","Annotation of Margin of Error!!Gini Index",
"0100000US","United States","0.4822","null","0.0006","null",
"0400000US01","Alabama","0.4768","null","0.0053","null",
"0400000US02","Alaska","0.4241","null","0.0104","null",
"0400000US04","Arizona","0.4668","null","0.0040","null",
"0400000US05","Arkansas","0.4725","null","0.0059","null",
"0400000US06","California","0.4866","null","0.0017","null",
"0400000US08","Colorado","0.4553","null","0.0041","null",
"0400000US09","Connecticut","0.4943","null","0.0051","null",
"0400000US10","Delaware","0.4811","null","0.0132","null",
"0400000US11","District of Columbia","0.5281","null","0.0118","null",
"0400000US12","Florida","0.4859","null","0.0029","null",
"0400000US13","Georgia","0.4830","null","0.0028","null",
"0400000US15","Hawaii","0.4455","null","0.0081","null",
"0400000US16","Idaho","0.4478","null","0.0103","null",
"0400000US17","Illinois","0.4818","null","0.0028","null",
"0400000US18","Indiana","0.4497","null","0.0045","null",
"0400000US19","Iowa","0.4381","null","0.0054","null",
"0400000US20","Kansas","0.4539","null","0.0064","null",
"0400000US21","Kentucky","0.4784","null","0.0051","null",
"0400000US22","Louisiana","0.4935","null","0.0047","null",
"0400000US23","Maine","0.4526","null","0.0095","null",
"0400000US24","Maryland","0.4530","null","0.0038","null",
"0400000US25","Massachusetts","0.4851","null","0.0037","null",
"0400000US26","Michigan","0.4671","null","0.0029","null",
"0400000US27","Minnesota","0.4516","null","0.0034","null",
"0400000US28","Mississippi","0.4790","null","0.0067","null",
"0400000US29","Missouri","0.4618","null","0.0041","null",
"0400000US30","Montana","0.4539","null","0.0101","null",
"0400000US31","Nebraska","0.4391","null","0.0065","null",
"0400000US32","Nevada","0.4606","null","0.0076","null",
"0400000US33","New Hampshire","0.4386","null","0.0076","null",
"0400000US34","New Jersey","0.4794","null","0.0032","null",
"0400000US35","New Mexico","0.4776","null","0.0069","null",
"0400000US36","New York","0.5157","null","0.0031","null",
"0400000US37","North Carolina","0.4763","null","0.0032","null",
"0400000US38","North Dakota","0.4546","null","0.0105","null",
"0400000US39","Ohio","0.4642","null","0.0032","null",
"0400000US40","Oklahoma","0.4658","null","0.0040","null",
"0400000US41","Oregon","0.4593","null","0.0058","null",
"0400000US42","Pennsylvania","0.4777","null","0.0025","null",
"0400000US44","Rhode Island","0.4722","null","0.0099","null",
"0400000US45","South Carolina","0.4795","null","0.0052","null",
"0400000US46","South Dakota","0.4488","null","0.0135","null",
"0400000US47","Tennessee","0.4822","null","0.0050","null",
"0400000US48","Texas","0.4781","null","0.0020","null",
"0400000US49","Utah","0.4225","null","0.0072","null",
"0400000US50","Vermont","0.4525","null","0.0108","null",
"0400000US51","Virginia","0.4674","null","0.0037","null",
"0400000US53","Washington","0.4561","null","0.0039","null",
"0400000US54","West Virginia","0.4686","null","0.0069","null",
"0400000US55","Wisconsin","0.4467","null","0.0035","null",
"0400000US56","Wyoming","0.4326","null","0.0155","null",
"0400000US72","Puerto Rico","0.5512","null","0.0092","null",
"0500000US01003","Baldwin County, Alabama","0.4363","null","0.0196","null",
"0500000US01015","Calhoun County, Alabama","0.4892","null","0.0460","null",
"0500000US01043","Cullman County, Alabama","0.4121","null","0.0193","null",
"0500000US01049","DeKalb County, Alabama","0.4975","null","0.0488","null",
"0500000US01051","Elmore County, Alabama","0.4307","null","0.0325","null",
"0500000US01055","Etowah County, Alabama","0.4657","null","0.0288","null",
"0500000US01069","Houston County, Alabama","0.4805","null","0.0173","null",
"0500000US01073","Jefferson County, Alabama","0.5048","null","0.0125","null",
"0500000US01077","Lauderdale County, Alabama","0.4486","null","0.0362","null",
"0500000US01081","Lee County, Alabama","0.4714","null","0.0259","null",
"0500000US01083","Limestone County, Alabama","0.4611","null","0.0379","null",
"0500000US01089","Madison County, Alabama","0.4568","null","0.0153","null",
"0500000US01095","Marshall County, Alabama","0.4879","null","0.0362","null",
"0500000US01097","Mobile County, Alabama","0.4885","null","0.0172","null",
"0500000US01101","Montgomery County, Alabama","0.4760","null","0.0179","null",
"0500000US01103","Morgan County, Alabama","0.4449","null","0.0264","null",
"0500000US01115","St. Clair County, Alabama","0.4095","null","0.0305","null",
"0500000US01117","Shelby County, Alabama","0.4208","null","0.0172","null",
"0500000US01121","Talladega County, Alabama","0.4480","null","0.0247","null",
"0500000US01125","Tuscaloosa County, Alabama","0.4480","null","0.0242","null",
"0500000US01127","Walker County, Alabama","0.4615","null","0.0398","null",
"0500000US02020","Anchorage Municipality, Alaska","0.4175","null","0.0182","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","0.4044","null","0.0386","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","0.4342","null","0.0202","null",
"0500000US04001","Apache County, Arizona","0.4820","null","0.0187","null",
"0500000US04003","Cochise County, Arizona","0.4244","null","0.0279","null",
"0500000US04005","Coconino County, Arizona","0.4908","null","0.0382","null",
"0500000US04013","Maricopa County, Arizona","0.4626","null","0.0048","null",
"0500000US04015","Mohave County, Arizona","0.4551","null","0.0201","null",
"0500000US04017","Navajo County, Arizona","0.4767","null","0.0194","null",
"0500000US04019","Pima County, Arizona","0.4758","null","0.0094","null",
"0500000US04021","Pinal County, Arizona","0.4295","null","0.0200","null",
"0500000US04025","Yavapai County, Arizona","0.4406","null","0.0234","null",
"0500000US04027","Yuma County, Arizona","0.4441","null","0.0237","null",
"0500000US05007","Benton County, Arkansas","0.4506","null","0.0240","null",
"0500000US05031","Craighead County, Arkansas","0.4662","null","0.0318","null",
"0500000US05045","Faulkner County, Arkansas","0.4434","null","0.0250","null",
"0500000US05051","Garland County, Arkansas","0.4612","null","0.0426","null",
"0500000US05069","Jefferson County, Arkansas","0.4509","null","0.0290","null",
"0500000US05085","Lonoke County, Arkansas","0.4324","null","0.0276","null",
"0500000US05119","Pulaski County, Arkansas","0.4976","null","0.0182","null",
"0500000US05125","Saline County, Arkansas","0.4119","null","0.0269","null",
"0500000US05131","Sebastian County, Arkansas","0.4526","null","0.0319","null",
"0500000US05143","Washington County, Arkansas","0.4764","null","0.0184","null",
"0500000US05145","White County, Arkansas","0.4584","null","0.0496","null",
"0500000US06001","Alameda County, California","0.4571","null","0.0070","null",
"0500000US06007","Butte County, California","0.4912","null","0.0218","null",
"0500000US06013","Contra Costa County, California","0.4729","null","0.0099","null",
"0500000US06017","El Dorado County, California","0.4429","null","0.0180","null",
"0500000US06019","Fresno County, California","0.4790","null","0.0121","null",
"0500000US06023","Humboldt County, California","0.4797","null","0.0230","null",
"0500000US06025","Imperial County, California","0.4803","null","0.0289","null",
"0500000US06029","Kern County, California","0.4595","null","0.0124","null",
"0500000US06031","Kings County, California","0.4027","null","0.0308","null",
"0500000US06033","Lake County, California","0.5045","null","0.0645","null",
"0500000US06037","Los Angeles County, California","0.4991","null","0.0038","null",
"0500000US06039","Madera County, California","0.4329","null","0.0292","null",
"0500000US06041","Marin County, California","0.5146","null","0.0186","null",
"0500000US06045","Mendocino County, California","0.4666","null","0.0332","null",
"0500000US06047","Merced County, California","0.4905","null","0.0306","null",
"0500000US06053","Monterey County, California","0.4368","null","0.0193","null",
"0500000US06055","Napa County, California","0.4583","null","0.0204","null",
"0500000US06057","Nevada County, California","0.4889","null","0.0327","null",
"0500000US06059","Orange County, California","0.4649","null","0.0069","null",
"0500000US06061","Placer County, California","0.4419","null","0.0124","null",
"0500000US06065","Riverside County, California","0.4586","null","0.0072","null",
"0500000US06067","Sacramento County, California","0.4578","null","0.0087","null",
"0500000US06071","San Bernardino County, California","0.4343","null","0.0069","null",
"0500000US06073","San Diego County, California","0.4624","null","0.0067","null",
"0500000US06075","San Francisco County, California","0.4999","null","0.0087","null",
"0500000US06077","San Joaquin County, California","0.4604","null","0.0152","null",
"0500000US06079","San Luis Obispo County, California","0.4457","null","0.0186","null",
"0500000US06081","San Mateo County, California","0.4794","null","0.0104","null",
"0500000US06083","Santa Barbara County, California","0.4757","null","0.0147","null",
"0500000US06085","Santa Clara County, California","0.4589","null","0.0062","null",
"0500000US06087","Santa Cruz County, California","0.4783","null","0.0158","null",
"0500000US06089","Shasta County, California","0.4766","null","0.0207","null",
"0500000US06095","Solano County, California","0.4313","null","0.0167","null",
"0500000US06097","Sonoma County, California","0.4490","null","0.0145","null",
"0500000US06099","Stanislaus County, California","0.4338","null","0.0133","null",
"0500000US06101","Sutter County, California","0.4101","null","0.0272","null",
"0500000US06107","Tulare County, California","0.4650","null","0.0140","null",
"0500000US06111","Ventura County, California","0.4535","null","0.0112","null",
"0500000US06113","Yolo County, California","0.5019","null","0.0307","null",
"0500000US06115","Yuba County, California","0.4052","null","0.0339","null",
"0500000US08001","Adams County, Colorado","0.3925","null","0.0147","null",
"0500000US08005","Arapahoe County, Colorado","0.4486","null","0.0116","null",
"0500000US08013","Boulder County, Colorado","0.4822","null","0.0149","null",
"0500000US08014","Broomfield County, Colorado","0.4197","null","0.0316","null",
"0500000US08031","Denver County, Colorado","0.4900","null","0.0115","null",
