"GEO_ID","NAME","B19081_001E","B19081_001M","B19081_001MA","B19081_001EA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0500000US13139","Hall County, Georgia","11245","1500","null","null","28512","null","2040","null","45011","2906","null","null","73184","4661","null","null","161788","15374","null","null","270392","43696","null","null",
"0500000US13151","Henry County, Georgia","17343","2285","null","null","38400","null","2552","null","58309","3343","null","null","85729","4823","null","null","162063","20346","null","null","269781","73607","null","null",
"0500000US13153","Houston County, Georgia","8939","3078","null","null","30309","null","2501","null","49165","4235","null","null","75344","5169","null","null","148501","15497","null","null","242994","47614","null","null",
"0500000US13179","Liberty County, Georgia","10080","1767","null","null","26495","null","3016","null","39457","3225","null","null","57438","4484","null","null","131139","33403","null","null","246197","118919","null","null",
"0500000US13185","Lowndes County, Georgia","7261","1081","null","null","20637","null","2202","null","35448","3390","null","null","58365","4639","null","null","113558","9358","null","null","173493","25717","null","null",
"0500000US13215","Muscogee County, Georgia","8095","947","null","null","22963","null","1820","null","40459","2177","null","null","63936","3184","null","null","150912","17995","null","null","284918","59618","null","null",
"0500000US13217","Newton County, Georgia","15139","1887","null","null","35427","null","3022","null","55085","5531","null","null","81694","8180","null","null","144854","16552","null","null","218846","39166","null","null",
"0500000US13223","Paulding County, Georgia","14066","3350","null","null","35547","null","3660","null","56585","4270","null","null","83379","5541","null","null","154225","20638","null","null","248209","70633","null","null",
"0500000US13245","Richmond County, Georgia","6470","1177","null","null","20772","null","1972","null","35491","2902","null","null","57904","4379","null","null","148914","21833","null","null","295208","78883","null","null",
"0500000US13247","Rockdale County, Georgia","13567","2270","null","null","32776","null","3473","null","49193","3580","null","null","73201","6185","null","null","136535","14298","null","null","214139","36896","null","null",
"0500000US13285","Troup County, Georgia","9000","2425","null","null","23822","null","3100","null","43712","4527","null","null","67556","5684","null","null","193339","47935","null","null","416186","136952","null","null",
"0500000US13295","Walker County, Georgia","9577","2044","null","null","25017","null","3825","null","42061","4010","null","null","62565","5286","null","null","114048","10409","null","null","167012","29948","null","null",
"0500000US13297","Walton County, Georgia","10559","2516","null","null","30382","null","3644","null","52264","4984","null","null","77851","5896","null","null","141566","12652","null","null","220553","32744","null","null",
"0500000US13313","Whitfield County, Georgia","10530","1738","null","null","24279","null","2084","null","37776","2990","null","null","59020","6260","null","null","127839","15278","null","null","216265","38695","null","null",
"0500000US15001","Hawaii County, Hawaii","8303","1882","null","null","25299","null","2960","null","47780","3308","null","null","75344","4408","null","null","156189","13405","null","null","266400","45733","null","null",
"0500000US15003","Honolulu County, Hawaii","17808","892","null","null","46829","null","1246","null","74071","1735","null","null","110324","2403","null","null","215624","8472","null","null","353817","25687","null","null",
"0500000US15007","Kauai County, Hawaii","15001","2732","null","null","36313","null","4169","null","59183","7309","null","null","93703","10049","null","null","191391","30979","null","null","337663","99063","null","null",
"0500000US15009","Maui County, Hawaii","15819","2290","null","null","37031","null","3156","null","65789","4724","null","null","99724","5613","null","null","201242","20515","null","null","334883","62192","null","null",
"0500000US16001","Ada County, Idaho","12923","1506","null","null","33695","null","1854","null","54255","2217","null","null","81930","2911","null","null","179935","12435","null","null","304537","34492","null","null",
"0500000US16005","Bannock County, Idaho","10103","2155","null","null","26168","null","2275","null","43051","3543","null","null","72811","5192","null","null","137951","13246","null","null","219184","46829","null","null",
"0500000US16019","Bonneville County, Idaho","13886","2114","null","null","32587","null","2219","null","49150","2721","null","null","70683","4163","null","null","138834","17144","null","null","225015","57974","null","null",
"0500000US16027","Canyon County, Idaho","10715","1436","null","null","26862","null","1945","null","41760","2315","null","null","61194","3044","null","null","110915","8720","null","null","172187","26568","null","null",
"0500000US16055","Kootenai County, Idaho","14271","2100","null","null","33472","null","2666","null","53294","3493","null","null","72041","3242","null","null","157459","17429","null","null","296143","54449","null","null",
"0500000US16083","Twin Falls County, Idaho","11237","2223","null","null","28903","null","3018","null","46777","4107","null","null","67599","5175","null","null","122359","10354","null","null","179553","29136","null","null",
"0500000US17001","Adams County, Illinois","9217","1049","null","null","24041","null","3109","null","41697","3783","null","null","64633","5513","null","null","120656","10169","null","null","187512","26555","null","null",
"0500000US17019","Champaign County, Illinois","7097","1031","null","null","24274","null","2073","null","45735","2625","null","null","74250","3205","null","null","163629","10276","null","null","276004","27460","null","null",
"0500000US17031","Cook County, Illinois","10139","269","null","null","30381","null","471","null","54036","695","null","null","87443","889","null","null","211442","4532","null","null","395316","14588","null","null",
"0500000US17037","DeKalb County, Illinois","8936","1693","null","null","29863","null","3565","null","52855","4309","null","null","80782","4912","null","null","139616","8706","null","null","201536","24271","null","null",
"0500000US17043","DuPage County, Illinois","19806","885","null","null","47654","null","1222","null","76557","1716","null","null","117357","2586","null","null","265528","11181","null","null","490801","35457","null","null",
"0500000US17089","Kane County, Illinois","17504","1364","null","null","43840","null","2056","null","71237","2557","null","null","104221","3394","null","null","226149","17164","null","null","411182","57584","null","null",
"0500000US17091","Kankakee County, Illinois","12551","1896","null","null","30853","null","2294","null","49229","3592","null","null","75575","4418","null","null","145440","19719","null","null","235029","68344","null","null",
"0500000US17093","Kendall County, Illinois","20141","5864","null","null","52230","null","7573","null","76603","5983","null","null","104597","7924","null","null","171075","16176","null","null","227054","39925","null","null",
"0500000US17097","Lake County, Illinois","17653","1200","null","null","45659","null","1910","null","74881","2230","null","null","119461","3238","null","null","282580","11285","null","null","510979","36197","null","null",
"0500000US17099","LaSalle County, Illinois","11711","1716","null","null","30427","null","2508","null","48882","3143","null","null","77871","4154","null","null","151844","13350","null","null","246742","41960","null","null",
"0500000US17111","McHenry County, Illinois","19347","1861","null","null","47445","null","2487","null","75311","3115","null","null","108463","3426","null","null","197597","10611","null","null","303216","25299","null","null",
"0500000US17113","McLean County, Illinois","11745","1949","null","null","35708","null","2753","null","62695","3430","null","null","98601","4248","null","null","188599","12780","null","null","312718","36795","null","null",
"0500000US17115","Macon County, Illinois","9456","1258","null","null","26861","null","2738","null","46542","2533","null","null","71255","3476","null","null","156390","16968","null","null","293963","58413","null","null",
"0500000US17119","Madison County, Illinois","11709","1337","null","null","32294","null","1958","null","54390","2952","null","null","82266","3701","null","null","169968","19346","null","null","291499","68736","null","null",
"0500000US17143","Peoria County, Illinois","10665","1338","null","null","28876","null","1707","null","49677","2105","null","null","78389","3313","null","null","159891","12694","null","null","272576","40678","null","null",
"0500000US17161","Rock Island County, Illinois","11440","1288","null","null","30345","null","2044","null","48808","2999","null","null","75900","3701","null","null","151455","10882","null","null","247573","29466","null","null",
"0500000US17163","St. Clair County, Illinois","9414","1137","null","null","27082","null","1878","null","47872","2395","null","null","76466","3098","null","null","186448","24371","null","null","362389","90143","null","null",
"0500000US17167","Sangamon County, Illinois","11412","1160","null","null","32573","null","2018","null","55233","2379","null","null","85794","3542","null","null","178996","13684","null","null","311651","41445","null","null",
"0500000US17179","Tazewell County, Illinois","16342","1556","null","null","36096","null","2065","null","56623","3775","null","null","84903","3912","null","null","167432","13522","null","null","271676","41777","null","null",
"0500000US17183","Vermilion County, Illinois","9950","1601","null","null","27114","null","1956","null","44904","2618","null","null","68255","3637","null","null","126829","8111","null","null","192025","21337","null","null",
"0500000US17197","Will County, Illinois","17822","1165","null","null","46192","null","1577","null","74340","1962","null","null","108794","2497","null","null","200276","6248","null","null","309239","16671","null","null",
"0500000US17199","Williamson County, Illinois","10850","1882","null","null","28559","null","2932","null","44221","3399","null","null","68978","4837","null","null","132899","16624","null","null","208806","53197","null","null",
"0500000US17201","Winnebago County, Illinois","11114","1062","null","null","29274","null","1441","null","47254","1854","null","null","72673","2834","null","null","151012","12340","null","null","265835","43141","null","null",
"0500000US18003","Allen County, Indiana","11639","925","null","null","28919","null","1369","null","45671","1863","null","null","70580","2202","null","null","149487","12161","null","null","261834","43272","null","null",
"0500000US18005","Bartholomew County, Indiana","15763","2076","null","null","34999","null","2733","null","54270","4322","null","null","84126","5170","null","null","155819","15240","null","null","250056","48565","null","null",
"0500000US18019","Clark County, Indiana","12734","1843","null","null","32616","null","2728","null","50142","3569","null","null","74565","4055","null","null","131757","12661","null","null","207143","42523","null","null",
"0500000US18035","Delaware County, Indiana","7904","1102","null","null","20462","null","1619","null","36290","2519","null","null","60476","3728","null","null","126903","12840","null","null","208920","45767","null","null",
"0500000US18039","Elkhart County, Indiana","11967","1508","null","null","29096","null","2080","null","45165","2354","null","null","66950","3749","null","null","125306","7061","null","null","195830","17894","null","null",
"0500000US18043","Floyd County, Indiana","12403","2050","null","null","34164","null","3445","null","58524","4238","null","null","90061","4809","null","null","166694","17608","null","null","269309","50762","null","null",
"0500000US18053","Grant County, Indiana","9952","1303","null","null","24256","null","2794","null","38760","2836","null","null","59613","4557","null","null","106795","9122","null","null","157324","22437","null","null",
"0500000US18057","Hamilton County, Indiana","21164","1897","null","null","52685","null","3102","null","82442","3763","null","null","120205","4326","null","null","259565","22158","null","null","459204","59339","null","null",
"0500000US18059","Hancock County, Indiana","16871","3869","null","null","40146","null","4883","null","64285","6943","null","null","91032","6393","null","null","155656","17710","null","null","242856","45361","null","null",
"0500000US18063","Hendricks County, Indiana","22768","2491","null","null","47725","null","3101","null","67266","3422","null","null","96270","4738","null","null","179876","19086","null","null","296050","64514","null","null",
"0500000US18067","Howard County, Indiana","9526","1858","null","null","26676","null","2985","null","45031","3475","null","null","69837","4791","null","null","127099","8920","null","null","206456","26914","null","null",
"0500000US18081","Johnson County, Indiana","13754","2336","null","null","35361","null","2493","null","56999","3434","null","null","85601","4272","null","null","173068","16667","null","null","296333","53064","null","null",
"0500000US18085","Kosciusko County, Indiana","12253","1950","null","null","32425","null","2457","null","51537","3736","null","null","74007","4342","null","null","159211","21612","null","null","293012","65757","null","null",
"0500000US18089","Lake County, Indiana","10333","885","null","null","28338","null","1401","null","48430","1869","null","null","75032","2158","null","null","152593","11696","null","null","257140","42713","null","null",
"0500000US18091","LaPorte County, Indiana","11504","1822","null","null","26357","null","1829","null","45945","3610","null","null","72602","3482","null","null","139652","12752","null","null","248662","41714","null","null",
"0500000US18095","Madison County, Indiana","9562","1233","null","null","23649","null","1706","null","40477","2186","null","null","63358","3869","null","null","127976","14572","null","null","214905","54837","null","null",
"0500000US18097","Marion County, Indiana","8534","551","null","null","24812","null","821","null","41510","975","null","null","65006","1518","null","null","155766","12562","null","null","299010","46813","null","null",
"0500000US18105","Monroe County, Indiana","5635","1378","null","null","21521","null","2234","null","43523","3587","null","null","73148","4863","null","null","166671","18106","null","null","303256","53023","null","null",
"0500000US18109","Morgan County, Indiana","14905","2729","null","null","35628","null","3675","null","56976","4620","null","null","79282","5829","null","null","161501","28853","null","null","279353","106743","null","null",
"0500000US18127","Porter County, Indiana","13999","1922","null","null","37599","null","2852","null","63728","3445","null","null","93714","3367","null","null","189772","28179","null","null","345636","97745","null","null",
"0500000US18141","St. Joseph County, Indiana","9962","998","null","null","25760","null","1363","null","40583","1700","null","null","63686","2870","null","null","145790","11889","null","null","265185","41305","null","null",
"0500000US18157","Tippecanoe County, Indiana","8210","1237","null","null","25275","null","2620","null","46982","2885","null","null","72051","3866","null","null","154940","28737","null","null","272574","108538","null","null",
"0500000US18163","Vanderburgh County, Indiana","8412","1466","null","null","24916","null","1712","null","41238","2875","null","null","67066","3836","null","null","142804","15629","null","null","243849","55508","null","null",
"0500000US18167","Vigo County, Indiana","7546","1242","null","null","20858","null","2105","null","37760","3922","null","null","61464","4304","null","null","127807","11973","null","null","215175","32764","null","null",
"0500000US18177","Wayne County, Indiana","8725","1338","null","null","20396","null","2031","null","35793","3466","null","null","58407","4086","null","null","112816","11042","null","null","173717","33741","null","null",
"0500000US19013","Black Hawk County, Iowa","10520","1717","null","null","28015","null","2056","null","45922","2543","null","null","71296","3122","null","null","141435","10783","null","null","237458","36092","null","null",
"0500000US19049","Dallas County, Iowa","21512","2479","null","null","44811","null","4122","null","78339","6172","null","null","113302","6404","null","null","215192","19474","null","null","346226","50062","null","null",
"0500000US19061","Dubuque County, Iowa","13279","1794","null","null","32618","null","2530","null","51448","2822","null","null","77210","3973","null","null","156435","14179","null","null","259986","34729","null","null",
"0500000US19103","Johnson County, Iowa","11164","1970","null","null","31878","null","2298","null","52546","3994","null","null","89575","5639","null","null","182947","16018","null","null","290862","35756","null","null",
"0500000US19113","Linn County, Iowa","14694","1623","null","null","34861","null","2056","null","56652","2728","null","null","85791","3232","null","null","158550","9102","null","null","255482","27671","null","null",
"0500000US19153","Polk County, Iowa","13680","1156","null","null","36646","null","1610","null","59201","1964","null","null","88598","2782","null","null","195924","13361","null","null","356913","43470","null","null",
"0500000US19155","Pottawattamie County, Iowa","13612","1618","null","null","32011","null","2234","null","51164","3051","null","null","74486","3252","null","null","150939","18995","null","null","260849","66185","null","null",
"0500000US19163","Scott County, Iowa","12013","1456","null","null","31051","null","2170","null","54268","3485","null","null","86053","4086","null","null","174326","13202","null","null","297386","42545","null","null",
"0500000US19169","Story County, Iowa","8417","1629","null","null","28144","null","3019","null","50045","4597","null","null","77577","4066","null","null","152374","15454","null","null","249333","48856","null","null",
"0500000US19193","Woodbury County, Iowa","11673","1840","null","null","29361","null","2583","null","46090","3086","null","null","69346","3786","null","null","137222","21470","null","null","232827","81483","null","null",
"0500000US20015","Butler County, Kansas","15286","2463","null","null","36235","null","3741","null","55916","3179","null","null","77239","4816","null","null","165220","27958","null","null","298802","93202","null","null",
"0500000US20045","Douglas County, Kansas","10997","2431","null","null","29880","null","3743","null","52036","5052","null","null","80905","6247","null","null","175793","21491","null","null","305699","71925","null","null",
"0500000US20091","Johnson County, Kansas","20615","897","null","null","46678","null","1470","null","73651","1910","null","null","110410","2747","null","null","247509","19258","null","null","458737","64024","null","null",
"0500000US20103","Leavenworth County, Kansas","14446","3403","null","null","40862","null","4420","null","68165","5434","null","null","93380","4366","null","null","170244","18840","null","null","271452","56861","null","null",
"0500000US20161","Riley County, Kansas","8915","2413","null","null","27707","null","2330","null","42959","4331","null","null","68064","5760","null","null","184488","46341","null","null","408284","169997","null","null",
"0500000US20173","Sedgwick County, Kansas","10854","780","null","null","29195","null","1169","null","48320","1535","null","null","75851","2346","null","null","158076","7741","null","null","265631","25380","null","null",
"0500000US20177","Shawnee County, Kansas","12069","1010","null","null","29049","null","1815","null","49117","2442","null","null","74854","3357","null","null","146644","9405","null","null","230475","30312","null","null",
"0500000US20209","Wyandotte County, Kansas","8530","1154","null","null","23455","null","1594","null","38295","2417","null","null","58431","3063","null","null","112713","7420","null","null","174139","23686","null","null",
"0500000US21015","Boone County, Kentucky","17863","2354","null","null","42442","null","4364","null","65125","4454","null","null","96954","5558","null","null","186939","15620","null","null","294351","42141","null","null",
"0500000US21029","Bullitt County, Kentucky","16543","1907","null","null","36614","null","3945","null","59332","5212","null","null","83636","4894","null","null","135778","12556","null","null","204117","39345","null","null",
"0500000US21037","Campbell County, Kentucky","11897","1816","null","null","32511","null","3167","null","54138","4216","null","null","85763","5035","null","null","164438","13431","null","null","256385","32881","null","null",
"0500000US21047","Christian County, Kentucky","9502","1951","null","null","27774","null","3252","null","44269","3226","null","null","65659","6035","null","null","193948","63528","null","null","414916","214075","null","null",
"0500000US21059","Daviess County, Kentucky","12199","1614","null","null","29032","null","3241","null","48235","3827","null","null","72435","4652","null","null","141725","13877","null","null","226541","36411","null","null",
"0500000US21067","Fayette County, Kentucky","9101","835","null","null","27887","null","1654","null","48692","2172","null","null","78368","3101","null","null","183360","12234","null","null","332183","34772","null","null",
"0500000US21093","Hardin County, Kentucky","12028","2100","null","null","29765","null","2889","null","48338","4235","null","null","75683","4525","null","null","141208","18811","null","null","225557","63493","null","null",
"0500000US21111","Jefferson County, Kentucky","10625","621","null","null","28406","null","935","null","47680","1224","null","null","76033","1988","null","null","178956","12671","null","null","338170","47618","null","null",
"0500000US21117","Kenton County, Kentucky","12683","1745","null","null","32999","null","2190","null","53278","2717","null","null","79227","4414","null","null","161673","13855","null","null","276561","40781","null","null",
"0500000US21145","McCracken County, Kentucky","8109","1626","null","null","23565","null","3709","null","41335","3293","null","null","62402","4548","null","null","149006","24115","null","null","263623","68886","null","null",
"0500000US21151","Madison County, Kentucky","9861","1402","null","null","26527","null","3299","null","45095","3161","null","null","68311","5442","null","null","142210","10299","null","null","219193","25710","null","null",
"0500000US21195","Pike County, Kentucky","7663","1105","null","null","18162","null","2811","null","34861","3803","null","null","57969","5473","null","null","119462","13175","null","null","194389","37096","null","null",
"0500000US21227","Warren County, Kentucky","10728","1946","null","null","29918","null","3173","null","48895","2957","null","null","74058","3743","null","null","147437","13237","null","null","237882","34195","null","null",
"0500000US22005","Ascension Parish, Louisiana","17170","2785","null","null","42619","null","4203","null","74453","7238","null","null","105636","6264","null","null","162923","11704","null","null","220640","22382","null","null",
"0500000US22015","Bossier Parish, Louisiana","11359","1757","null","null","30115","null","3184","null","51922","4207","null","null","82917","5734","null","null","171640","19267","null","null","284350","51010","null","null",
"0500000US22017","Caddo Parish, Louisiana","8520","1010","null","null","23543","null","1436","null","40161","2513","null","null","66851","3123","null","null","153928","13649","null","null","286298","47930","null","null",
"0500000US22019","Calcasieu Parish, Louisiana","10202","1323","null","null","25522","null","1937","null","43150","2925","null","null","70883","4939","null","null","159662","15797","null","null","272148","49362","null","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","8589","938","null","null","28136","null","2024","null","49205","2170","null","null","83378","2824","null","null","195516","16160","null","null","369708","52501","null","null",
"0500000US22045","Iberia Parish, Louisiana","9176","2198","null","null","24997","null","3413","null","40927","4023","null","null","66157","6097","null","null","171806","45197","null","null","339695","159407","null","null",
"0500000US22051","Jefferson Parish, Louisiana","10168","818","null","null","27268","null","1287","null","46791","1871","null","null","75453","2881","null","null","173686","9882","null","null","313616","31321","null","null",
"0500000US22055","Lafayette Parish, Louisiana","9934","1406","null","null","30103","null","2968","null","57370","4153","null","null","89830","3960","null","null","180306","14712","null","null","299042","42741","null","null",
"0500000US22057","Lafourche Parish, Louisiana","10749","1653","null","null","28086","null","3778","null","54315","5755","null","null","83479","4206","null","null","147816","9425","null","null","205938","14489","null","null",
"0500000US22063","Livingston Parish, Louisiana","10627","2257","null","null","31165","null","2640","null","52647","3826","null","null","81234","6960","null","null","163936","19079","null","null","282583","68390","null","null",
"0500000US22071","Orleans Parish, Louisiana","6268","485","null","null","19033","null","876","null","36601","1811","null","null","65621","2966","null","null","178681","12081","null","null","346270","40860","null","null",
"0500000US22073","Ouachita Parish, Louisiana","6577","1244","null","null","20394","null","2520","null","40131","3563","null","null","69256","4071","null","null","149724","13379","null","null","254326","34358","null","null",
"0500000US22079","Rapides Parish, Louisiana","8835","1258","null","null","23912","null","2181","null","39516","3278","null","null","65249","5349","null","null","152274","18042","null","null","265912","56154","null","null",
"0500000US22097","St. Landry Parish, Louisiana","6626","1214","null","null","16999","null","1986","null","32918","5073","null","null","58162","5577","null","null","124995","12438","null","null","202989","31403","null","null",
"0500000US22103","St. Tammany Parish, Louisiana","14214","1495","null","null","35741","null","2645","null","60767","3758","null","null","96115","5193","null","null","205288","16214","null","null","341806","41294","null","null",
"0500000US22105","Tangipahoa Parish, Louisiana","8904","1355","null","null","23005","null","2805","null","43202","4480","null","null","70157","5615","null","null","135765","13531","null","null","203140","20189","null","null",
"0500000US22109","Terrebonne Parish, Louisiana","13278","2095","null","null","33942","null","2913","null","53611","4491","null","null","80461","5117","null","null","159349","19168","null","null","261555","49786","null","null",
"0500000US23001","Androscoggin County, Maine","10659","1463","null","null","26614","null","2313","null","44163","2632","null","null","65353","3391","null","null","131756","18101","null","null","235287","66489","null","null",
"0500000US23003","Aroostook County, Maine","8996","1162","null","null","21495","null","1908","null","36332","2512","null","null","57852","3708","null","null","111596","9541","null","null","175180","26739","null","null",
"0500000US23005","Cumberland County, Maine","12416","1160","null","null","33045","null","2147","null","55801","2478","null","null","89078","3057","null","null","187448","10071","null","null","322624","30261","null","null",
"0500000US23011","Kennebec County, Maine","10086","1152","null","null","26154","null","2307","null","44361","3376","null","null","68958","3738","null","null","124303","7179","null","null","183003","15725","null","null",
"0500000US23019","Penobscot County, Maine","11425","1071","null","null","26215","null","1365","null","43333","2257","null","null","65796","2410","null","null","152600","22807","null","null","286667","79402","null","null",
"0500000US23031","York County, Maine","14027","1252","null","null","32567","null","2100","null","55322","3378","null","null","83213","3934","null","null","173192","11113","null","null","283627","30770","null","null",
"0500000US24001","Allegany County, Maryland","8760","1404","null","null","21868","null","2148","null","39923","3908","null","null","63304","4080","null","null","122633","9218","null","null","194447","24207","null","null",
"0500000US24003","Anne Arundel County, Maryland","21650","1745","null","null","53869","null","2690","null","85638","2820","null","null","123978","3883","null","null","247315","14252","null","null","409234","47836","null","null",
"0500000US24005","Baltimore County, Maryland","15673","1077","null","null","40914","null","1222","null","64985","1721","null","null","98276","2330","null","null","206998","7941","null","null","359570","26698","null","null",
"0500000US24009","Calvert County, Maryland","22161","4691","null","null","61503","null","6459","null","95983","7686","null","null","134252","6751","null","null","214368","15484","null","null","308962","44357","null","null",
"0500000US24013","Carroll County, Maryland","20488","1931","null","null","52723","null","3736","null","83313","3929","null","null","121179","5458","null","null","223523","15171","null","null","358017","50449","null","null",
"0500000US24015","Cecil County, Maryland","16041","2185","null","null","39712","null","4592","null","66106","5196","null","null","101245","7894","null","null","192694","15397","null","null","290203","31333","null","null",
"0500000US24017","Charles County, Maryland","19648","3185","null","null","55755","null","5479","null","88399","4325","null","null","126462","6509","null","null","218141","15539","null","null","312281","49058","null","null",
"0500000US24021","Frederick County, Maryland","22081","1787","null","null","52957","null","2310","null","84369","3100","null","null","122488","3986","null","null","224793","12644","null","null","360512","41713","null","null",
"0500000US24025","Harford County, Maryland","19421","2369","null","null","50423","null","2832","null","78176","2916","null","null","113170","3259","null","null","201284","9681","null","null","300163","28343","null","null",
"0500000US24027","Howard County, Maryland","29984","2853","null","null","69597","null","3310","null","109292","4408","null","null","156011","5169","null","null","294547","19448","null","null","493178","62828","null","null",
"0500000US24031","Montgomery County, Maryland","24804","1356","null","null","61349","null","1590","null","98049","1926","null","null","147465","3039","null","null","334561","10707","null","null","600261","34217","null","null",
"0500000US24033","Prince George's County, Maryland","18715","1134","null","null","46774","null","1284","null","72303","1446","null","null","107208","2055","null","null","195153","4809","null","null","294777","15584","null","null",
"0500000US24037","St. Mary's County, Maryland","15673","3548","null","null","45890","null","5819","null","79318","6674","null","null","116193","6974","null","null","198801","18247","null","null","271469","29361","null","null",
"0500000US24043","Washington County, Maryland","12833","1843","null","null","34968","null","2295","null","57721","3306","null","null","82985","3695","null","null","160387","10293","null","null","252871","27624","null","null",
"0500000US24045","Wicomico County, Maryland","12919","1806","null","null","29116","null","2651","null","49021","4362","null","null","75568","5272","null","null","180822","37291","null","null","365872","125719","null","null",
"0500000US24510","Baltimore city, Maryland","6761","540","null","null","21944","null","1115","null","42467","1322","null","null","69692","2074","null","null","171607","10357","null","null","329194","37919","null","null",
"0500000US25001","Barnstable County, Massachusetts","14392","1451","null","null","36430","null","2684","null","61269","2767","null","null","90878","3251","null","null","197544","15901","null","null","353089","50432","null","null",
"0500000US25003","Berkshire County, Massachusetts","11943","1157","null","null","31192","null","2206","null","52535","3308","null","null","82234","4563","null","null","178003","15995","null","null","307683","50008","null","null",
"0500000US25005","Bristol County, Massachusetts","10883","755","null","null","29548","null","1440","null","53917","1932","null","null","87522","2667","null","null","174567","6237","null","null","274812","18509","null","null",
"0500000US25009","Essex County, Massachusetts","13538","888","null","null","37386","null","1471","null","67270","1745","null","null","103978","2580","null","null","219368","8572","null","null","374482","28908","null","null",
"0500000US25011","Franklin County, Massachusetts","12830","1235","null","null","31447","null","2787","null","53297","3618","null","null","82457","3969","null","null","161331","17671","null","null","262740","53862","null","null",
"0500000US25013","Hampden County, Massachusetts","10553","651","null","null","26478","null","1326","null","48713","1829","null","null","81771","2747","null","null","166455","10622","null","null","280518","38025","null","null",
"0500000US25015","Hampshire County, Massachusetts","13907","1405","null","null","37519","null","3327","null","64498","4548","null","null","96408","4725","null","null","192511","20837","null","null","341667","73856","null","null",
"0500000US25017","Middlesex County, Massachusetts","16391","847","null","null","47525","null","1298","null","82925","1749","null","null","130172","2449","null","null","292320","8156","null","null","541912","27557","null","null",
"0500000US25021","Norfolk County, Massachusetts","17743","1034","null","null","49469","null","1848","null","84672","2747","null","null","130177","3410","null","null","307764","14842","null","null","576703","42561","null","null",
"0500000US25023","Plymouth County, Massachusetts","17260","1561","null","null","45564","null","2603","null","76181","2672","null","null","113644","3518","null","null","228930","11795","null","null","387719","43815","null","null",
"0500000US25025","Suffolk County, Massachusetts","7966","570","null","null","28268","null","1499","null","55011","1916","null","null","91678","2739","null","null","215927","9147","null","null","387857","29988","null","null",
"0500000US25027","Worcester County, Massachusetts","13412","738","null","null","35626","null","1460","null","62860","1960","null","null","97930","2331","null","null","191615","5114","null","null","299986","15304","null","null",
"0500000US26005","Allegan County, Michigan","14449","1923","null","null","35504","null","2737","null","55785","2906","null","null","78118","2918","null","null","150828","17414","null","null","262955","61532","null","null",
"0500000US26017","Bay County, Michigan","10268","1198","null","null","25132","null","2123","null","41510","3357","null","null","65281","3539","null","null","131828","18523","null","null","219153","66430","null","null",
"0500000US26021","Berrien County, Michigan","10322","921","null","null","27015","null","1725","null","45116","2207","null","null","71466","2508","null","null","148122","9797","null","null","252536","34344","null","null",
"0500000US26025","Calhoun County, Michigan","12158","1099","null","null","27393","null","1878","null","44308","2477","null","null","67878","3381","null","null","140744","16406","null","null","239205","59400","null","null",
"0500000US26037","Clinton County, Michigan","16232","2089","null","null","39217","null","2596","null","60202","3927","null","null","91809","5394","null","null","174862","18144","null","null","296065","64080","null","null",
"0500000US26045","Eaton County, Michigan","13407","1683","null","null","33404","null","2752","null","53123","3050","null","null","77686","3144","null","null","142325","11372","null","null","219976","34828","null","null",
"0500000US26049","Genesee County, Michigan","9155","807","null","null","25314","null","1112","null","41581","1453","null","null","64882","2218","null","null","136364","7511","null","null","231591","25012","null","null",
"0500000US26055","Grand Traverse County, Michigan","16292","2502","null","null","33308","null","3122","null","50924","4009","null","null","72479","4161","null","null","151092","26004","null","null","284463","92412","null","null",
"0500000US26065","Ingham County, Michigan","9073","1014","null","null","26677","null","1539","null","44849","1816","null","null","71196","2332","null","null","162002","11265","null","null","299408","39831","null","null",
