"GEO_ID","NAME","B19081_001E","B19081_001M","B19081_001MA","B19081_001EA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003M","B19081_003MA","B19081_003EA","B19081_004E","B19081_004M","B19081_004MA","B19081_004EA","B19081_005E","B19081_005M","B19081_005MA","B19081_005EA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0400000US01","Alabama","9089","189","null","null","24930","null","373","null","43212","529","null","null","69172","832","null","null","150064","2519","null","null","259718","8144","null","null",
"0400000US02","Alaska","18887","924","null","null","46024","null","1536","null","72626","2041","null","null","106954","2972","null","null","199299","8054","null","null","319926","24409","null","null",
"0400000US04","Arizona","10979","238","null","null","29187","null","320","null","48540","461","null","null","76430","637","null","null","166810","3080","null","null","293060","10181","null","null",
"0400000US05","Arkansas","9369","285","null","null","24025","null","430","null","40561","723","null","null","63796","856","null","null","139983","3632","null","null","242783","12540","null","null",
"0400000US06","California","12707","130","null","null","34503","null","219","null","60143","295","null","null","97342","414","null","null","223841","1494","null","null","399335","4794","null","null",
"0400000US08","Colorado","13857","333","null","null","35333","null","386","null","58843","574","null","null","91527","741","null","null","197344","3073","null","null","345857","10845","null","null",
"0400000US09","Connecticut","14280","404","null","null","39355","null","708","null","67667","973","null","null","107508","1387","null","null","260196","5874","null","null","497317","18423","null","null",
"0400000US10","Delaware","13738","834","null","null","35785","null","1197","null","58148","1527","null","null","88893","2248","null","null","188411","6893","null","null","319855","21591","null","null",
"0400000US11","District of Columbia","9403","681","null","null","35684","null","1831","null","68222","2481","null","null","116191","3305","null","null","284910","12252","null","null","520912","38606","null","null",
"0400000US12","Florida","10626","154","null","null","27846","null","217","null","46188","309","null","null","73012","434","null","null","170967","1767","null","null","315508","6145","null","null",
"0400000US13","Georgia","9939","223","null","null","28034","null","334","null","48035","468","null","null","76794","744","null","null","172867","2389","null","null","309251","7456","null","null",
"0400000US15","Hawaii","15213","843","null","null","41293","null","1056","null","68217","1424","null","null","103251","2102","null","null","205939","6849","null","null","341215","21397","null","null",
"0400000US16","Idaho","11680","598","null","null","29590","null","772","null","46933","922","null","null","70235","1172","null","null","144885","5018","null","null","249524","15964","null","null",
"0400000US17","Illinois","11724","162","null","null","32735","null","259","null","56302","392","null","null","88688","522","null","null","200593","2380","null","null","363159","7704","null","null",
"0400000US18","Indiana","11105","180","null","null","28937","null","345","null","47680","464","null","null","73578","563","null","null","154947","2885","null","null","274555","10312","null","null",
"0400000US19","Iowa","12808","313","null","null","32289","null","448","null","52505","577","null","null","79395","761","null","null","163379","3345","null","null","286059","11145","null","null",
"0400000US20","Kansas","12369","323","null","null","31278","null","520","null","51096","672","null","null","78748","918","null","null","170645","5671","null","null","304513","19528","null","null",
"0400000US21","Kentucky","9356","220","null","null","25224","null","383","null","43697","514","null","null","68905","694","null","null","149430","3768","null","null","262683","13573","null","null",
"0400000US22","Louisiana","8851","218","null","null","24682","null","427","null","44442","654","null","null","73943","855","null","null","163741","2992","null","null","286422","9758","null","null",
"0400000US23","Maine","11541","398","null","null","28000","null","618","null","47018","844","null","null","72975","1049","null","null","153362","4393","null","null","263466","14467","null","null",
"0400000US24","Maryland","15983","368","null","null","44085","null","552","null","73022","666","null","null","111784","814","null","null","235286","3369","null","null","404588","11285","null","null",
"0400000US25","Massachusetts","13072","263","null","null","37606","null","557","null","66974","725","null","null","106310","1065","null","null","235246","3132","null","null","419978","10185","null","null",
"0400000US26","Michigan","10690","155","null","null","28729","null","216","null","48428","333","null","null","75708","490","null","null","162113","1952","null","null","280695","6483","null","null",
"0400000US27","Minnesota","14285","227","null","null","36760","null","465","null","60637","502","null","null","91502","623","null","null","189503","2614","null","null","329647","9017","null","null",
"0400000US28","Mississippi","7970","275","null","null","21442","null","525","null","38315","689","null","null","61827","869","null","null","134346","3156","null","null","229753","10456","null","null",
"0400000US29","Missouri","10895","192","null","null","28263","null","335","null","47075","387","null","null","73041","546","null","null","156930","2517","null","null","271719","7993","null","null",
"0400000US30","Montana","10843","583","null","null","27747","null","853","null","47056","1035","null","null","72220","1452","null","null","156288","5481","null","null","276424","17041","null","null",
"0400000US31","Nebraska","13056","393","null","null","32119","null","519","null","51778","570","null","null","78111","912","null","null","164207","3934","null","null","287567","12850","null","null",
"0400000US32","Nevada","12235","388","null","null","31465","null","563","null","51163","679","null","null","77728","1062","null","null","167155","4903","null","null","294939","17044","null","null",
"0400000US33","New Hampshire","15675","671","null","null","39590","null","920","null","64232","1321","null","null","96056","1498","null","null","196410","6448","null","null","338815","19287","null","null",
"0400000US34","New Jersey","14594","267","null","null","40420","null","432","null","70223","533","null","null","111548","843","null","null","248028","3094","null","null","438942","9425","null","null",
"0400000US35","New Mexico","9075","421","null","null","25054","null","579","null","44213","796","null","null","71438","1072","null","null","153220","3863","null","null","258851","11610","null","null",
"0400000US36","New York","11373","153","null","null","32129","null","262","null","57786","407","null","null","94622","528","null","null","228957","3086","null","null","431113","10667","null","null",
"0400000US37","North Carolina","10544","179","null","null","27466","null","270","null","45940","416","null","null","72486","531","null","null","164092","2139","null","null","294366","7579","null","null",
"0400000US38","North Dakota","12924","673","null","null","33420","null","1029","null","56126","1345","null","null","86155","1442","null","null","180406","6646","null","null","320588","21152","null","null",
"0400000US39","Ohio","10756","167","null","null","28510","null","258","null","48198","352","null","null","75777","508","null","null","162405","1923","null","null","281807","6081","null","null",
"0400000US40","Oklahoma","10798","226","null","null","27728","null","332","null","45838","534","null","null","71394","675","null","null","154313","2975","null","null","272508","9810","null","null",
"0400000US41","Oregon","11566","321","null","null","30071","null","478","null","50425","560","null","null","78752","827","null","null","166659","3460","null","null","291787","11190","null","null",
"0400000US42","Pennsylvania","11866","173","null","null","30961","null","258","null","52366","341","null","null","82421","411","null","null","180369","1687","null","null","318127","5359","null","null",
"0400000US44","Rhode Island","11655","655","null","null","32020","null","1176","null","56432","1689","null","null","89284","1837","null","null","194709","8391","null","null","344456","29481","null","null",
"0400000US45","South Carolina","9476","212","null","null","26097","null","346","null","44251","499","null","null","70589","689","null","null","149223","2554","null","null","255337","8268","null","null",
"0400000US46","South Dakota","12522","626","null","null","31053","null","819","null","48992","941","null","null","73505","1320","null","null","155658","5747","null","null","275385","16008","null","null",
"0400000US47","Tennessee","10180","219","null","null","26485","null","315","null","44575","421","null","null","70165","674","null","null","159380","2579","null","null","291256","9447","null","null",
"0400000US48","Texas","11708","136","null","null","30820","null","229","null","52039","298","null","null","83563","457","null","null","188979","1785","null","null","336223","5779","null","null",
"0400000US49","Utah","15346","443","null","null","37936","null","642","null","59600","643","null","null","87418","950","null","null","175814","3404","null","null","301755","11260","null","null",
"0400000US50","Vermont","12360","658","null","null","31352","null","1148","null","53020","1524","null","null","81725","1743","null","null","170390","8584","null","null","294832","28267","null","null",
"0400000US51","Virginia","14088","259","null","null","37834","null","429","null","63283","602","null","null","100353","837","null","null","217533","2356","null","null","367611","7588","null","null",
"0400000US53","Washington","13201","270","null","null","35301","null","421","null","58752","498","null","null","91158","770","null","null","192055","2774","null","null","328845","8770","null","null",
"0400000US54","West Virginia","9206","312","null","null","23963","null","547","null","41382","830","null","null","65773","1266","null","null","138610","3957","null","null","235407","12483","null","null",
"0400000US55","Wisconsin","12671","231","null","null","31455","null","308","null","51670","428","null","null","78774","588","null","null","161890","2108","null","null","281928","7031","null","null",
"0400000US56","Wyoming","14373","865","null","null","35482","null","1278","null","58197","1424","null","null","87610","1944","null","null","163239","7072","null","null","259857","21103","null","null",
"0400000US72","Puerto Rico","2277","154","null","null","10333","null","231","null","19303","296","null","null","33483","573","null","null","85839","2687","null","null","160497","9860","null","null",
"0500000US01003","Baldwin County, Alabama","11657","1688","null","null","28271","null","2405","null","45854","3274","null","null","72439","5066","null","null","167136","17294","null","null","293864","42483","null","null",
"0500000US01015","Calhoun County, Alabama","7227","1415","null","null","22033","null","2292","null","36612","2279","null","null","57107","3190","null","null","121867","16075","null","null","212555","58597","null","null",
"0500000US01043","Cullman County, Alabama","8380","1871","null","null","24742","null","3169","null","39948","3105","null","null","62492","6163","null","null","129942","10624","null","null","213780","30134","null","null",
"0500000US01049","DeKalb County, Alabama","10492","1813","null","null","24494","null","3381","null","40699","4330","null","null","59330","5739","null","null","102902","9520","null","null","150344","23215","null","null",
"0500000US01051","Elmore County, Alabama","12501","2557","null","null","31344","null","3137","null","50752","4368","null","null","75819","5565","null","null","142253","23292","null","null","245509","85005","null","null",
"0500000US01055","Etowah County, Alabama","9486","1120","null","null","22373","null","1586","null","39147","3480","null","null","62095","3810","null","null","116926","9747","null","null","179915","30376","null","null",
"0500000US01069","Houston County, Alabama","9199","722","null","null","23549","null","1274","null","39303","1918","null","null","63361","2816","null","null","135457","7360","null","null","238584","23497","null","null",
"0500000US01073","Jefferson County, Alabama","9232","592","null","null","25829","null","1038","null","45181","1327","null","null","74011","2152","null","null","179409","10173","null","null","335171","34048","null","null",
"0500000US01077","Lauderdale County, Alabama","9661","1430","null","null","26069","null","2514","null","44015","2918","null","null","64296","4523","null","null","134409","16503","null","null","228035","52700","null","null",
"0500000US01081","Lee County, Alabama","7924","1077","null","null","24633","null","2725","null","45884","4046","null","null","78775","6383","null","null","166269","19458","null","null","299885","61989","null","null",
"0500000US01083","Limestone County, Alabama","10559","2079","null","null","28252","null","2926","null","47841","4630","null","null","77712","6279","null","null","157600","25418","null","null","261840","83238","null","null",
"0500000US01089","Madison County, Alabama","13062","1161","null","null","33969","null","1694","null","58193","2434","null","null","93489","3480","null","null","193596","13024","null","null","342375","42085","null","null",
"0500000US01095","Marshall County, Alabama","9675","1543","null","null","23117","null","1580","null","37870","3770","null","null","60291","3616","null","null","134148","17297","null","null","236597","53459","null","null",
"0500000US01097","Mobile County, Alabama","8613","818","null","null","23876","null","1363","null","43044","1817","null","null","67791","2722","null","null","136335","6673","null","null","218725","20536","null","null",
"0500000US01101","Montgomery County, Alabama","8431","1067","null","null","25494","null","1879","null","45338","2538","null","null","75110","3644","null","null","160823","11649","null","null","277839","34390","null","null",
"0500000US01103","Morgan County, Alabama","9303","1772","null","null","25429","null","2804","null","43737","3930","null","null","67916","4510","null","null","143573","17919","null","null","243612","56044","null","null",
"0500000US01115","St. Clair County, Alabama","12995","2848","null","null","33492","null","4052","null","53587","4479","null","null","78173","6282","null","null","154177","20267","null","null","256375","53891","null","null",
"0500000US01117","Shelby County, Alabama","17796","1837","null","null","42092","null","2522","null","68589","2879","null","null","101972","4146","null","null","200513","14860","null","null","333664","52620","null","null",
"0500000US01121","Talladega County, Alabama","9472","2067","null","null","24433","null","2489","null","37472","3367","null","null","60296","7016","null","null","133481","18896","null","null","225848","57317","null","null",
"0500000US01125","Tuscaloosa County, Alabama","9707","1200","null","null","27328","null","2048","null","46382","2577","null","null","71658","3254","null","null","143794","14314","null","null","242052","51159","null","null",
"0500000US01127","Walker County, Alabama","9298","1303","null","null","20649","null","2670","null","35846","4578","null","null","56184","4283","null","null","116577","12435","null","null","182116","28740","null","null",
"0500000US02020","Anchorage Municipality, Alaska","24106","2040","null","null","52640","null","2397","null","80034","3173","null","null","116682","4769","null","null","224492","14006","null","null","374728","46997","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","17243","3065","null","null","42562","null","5746","null","68773","5900","null","null","100627","8897","null","null","182532","24913","null","null","281809","79255","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","16091","2228","null","null","45108","null","3137","null","71727","3411","null","null","102293","4532","null","null","184004","13223","null","null","280303","43265","null","null",
"0500000US04001","Apache County, Arizona","4983","887","null","null","15258","null","1968","null","29191","2690","null","null","48754","3873","null","null","92144","8098","null","null","140039","16246","null","null",
"0500000US04003","Cochise County, Arizona","8538","1656","null","null","27244","null","2749","null","46864","3067","null","null","76587","4572","null","null","153563","15807","null","null","245818","46183","null","null",
"0500000US04005","Coconino County, Arizona","9067","1296","null","null","27922","null","2933","null","49765","3816","null","null","76864","4436","null","null","179559","40137","null","null","349411","144780","null","null",
"0500000US04013","Maricopa County, Arizona","11942","381","null","null","31789","null","482","null","52615","704","null","null","82924","979","null","null","181122","3684","null","null","319140","11842","null","null",
"0500000US04015","Mohave County, Arizona","10184","1214","null","null","25282","null","1632","null","39135","2524","null","null","58248","3292","null","null","121038","12662","null","null","207535","43357","null","null",
"0500000US04017","Navajo County, Arizona","5709","1381","null","null","20730","null","2601","null","38077","3246","null","null","62146","4507","null","null","117653","11240","null","null","177802","28785","null","null",
"0500000US04019","Pima County, Arizona","10087","579","null","null","26093","null","698","null","44046","997","null","null","70785","1665","null","null","157586","8400","null","null","278932","29628","null","null",
"0500000US04021","Pinal County, Arizona","12942","991","null","null","31021","null","1711","null","49304","2149","null","null","73882","2674","null","null","136960","9888","null","null","215559","34939","null","null",
"0500000US04025","Yavapai County, Arizona","9561","1274","null","null","24461","null","1765","null","40176","2286","null","null","60082","2734","null","null","124724","10873","null","null","209625","35422","null","null",
"0500000US04027","Yuma County, Arizona","11345","1126","null","null","26551","null","1598","null","41798","2452","null","null","64402","3417","null","null","133462","12253","null","null","232154","42005","null","null",
"0500000US05007","Benton County, Arkansas","15669","1272","null","null","36364","null","1888","null","56533","2152","null","null","84261","3629","null","null","182882","12721","null","null","321575","37735","null","null",
"0500000US05031","Craighead County, Arkansas","9677","1494","null","null","25334","null","3069","null","41847","3199","null","null","65795","6260","null","null","143236","35838","null","null","240750","134229","null","null",
"0500000US05045","Faulkner County, Arkansas","13159","1384","null","null","30467","null","2401","null","49985","3583","null","null","74534","3703","null","null","153458","31950","null","null","280178","112092","null","null",
"0500000US05051","Garland County, Arkansas","9086","1492","null","null","20909","null","2377","null","40264","4123","null","null","65712","5597","null","null","131876","11415","null","null","201957","39040","null","null",
"0500000US05069","Jefferson County, Arkansas","9183","1641","null","null","20501","null","2079","null","34675","3727","null","null","58034","4846","null","null","116343","12942","null","null","184879","40324","null","null",
"0500000US05085","Lonoke County, Arkansas","14042","2354","null","null","34126","null","3385","null","55549","4122","null","null","83496","6713","null","null","137911","9465","null","null","181365","21982","null","null",
"0500000US05119","Pulaski County, Arkansas","10360","1123","null","null","28063","null","1531","null","46175","1961","null","null","73128","3431","null","null","174261","13412","null","null","316577","41826","null","null",
"0500000US05125","Saline County, Arkansas","16315","2650","null","null","34755","null","2797","null","53232","3725","null","null","78509","4506","null","null","135275","9526","null","null","193249","18117","null","null",
"0500000US05131","Sebastian County, Arkansas","8586","1371","null","null","22390","null","2435","null","40574","3120","null","null","62452","3584","null","null","153578","28238","null","null","311364","96125","null","null",
"0500000US05143","Washington County, Arkansas","9367","1488","null","null","25842","null","1981","null","42433","3116","null","null","70004","4187","null","null","156225","12398","null","null","263239","35800","null","null",
"0500000US05145","White County, Arkansas","10225","1575","null","null","25060","null","3512","null","43727","4183","null","null","66597","6742","null","null","139347","18919","null","null","226119","51745","null","null",
"0500000US06001","Alameda County, California","13979","597","null","null","41373","null","1013","null","72803","1597","null","null","117062","2344","null","null","250207","5188","null","null","416628","17234","null","null",
"0500000US06007","Butte County, California","9446","883","null","null","24555","null","1550","null","42769","2414","null","null","69756","2905","null","null","151086","11374","null","null","250645","32292","null","null",
"0500000US06013","Contra Costa County, California","17306","812","null","null","45924","null","1536","null","79465","2480","null","null","124814","3023","null","null","269621","10825","null","null","461536","34279","null","null",
"0500000US06017","El Dorado County, California","12360","1998","null","null","33628","null","2873","null","62387","4322","null","null","104792","6080","null","null","222672","21990","null","null","377546","60066","null","null",
"0500000US06019","Fresno County, California","9731","657","null","null","25276","null","898","null","43968","1330","null","null","71426","1757","null","null","155636","5340","null","null","265137","16413","null","null",
"0500000US06023","Humboldt County, California","10578","1298","null","null","25329","null","2400","null","42468","3537","null","null","65040","4349","null","null","124699","8927","null","null","200392","20992","null","null",
"0500000US06025","Imperial County, California","10048","1358","null","null","25334","null","2550","null","44545","4726","null","null","71122","4493","null","null","135101","11468","null","null","208632","31784","null","null",
"0500000US06029","Kern County, California","10997","655","null","null","27518","null","1065","null","47228","2087","null","null","76358","2229","null","null","154827","5952","null","null","254904","16370","null","null",
"0500000US06031","Kings County, California","10443","1538","null","null","28427","null","2521","null","45870","3456","null","null","71538","5564","null","null","148602","14185","null","null","243364","33883","null","null",
"0500000US06033","Lake County, California","9770","1628","null","null","20765","null","2834","null","37826","6927","null","null","64731","6124","null","null","120935","14428","null","null","188727","40563","null","null",
"0500000US06037","Los Angeles County, California","11412","193","null","null","30939","null","373","null","54926","540","null","null","89982","745","null","null","216149","3339","null","null","399500","11677","null","null",
"0500000US06039","Madera County, California","10260","2238","null","null","26468","null","2184","null","40774","3760","null","null","66555","5163","null","null","139219","13723","null","null","223250","35224","null","null",
"0500000US06041","Marin County, California","19745","1525","null","null","54784","null","3351","null","96841","4658","null","null","156918","8023","null","null","417041","45650","null","null","801606","116234","null","null",
"0500000US06045","Mendocino County, California","9444","1559","null","null","23157","null","2985","null","41502","4626","null","null","67231","6328","null","null","173520","48148","null","null","346732","176186","null","null",
"0500000US06047","Merced County, California","11187","921","null","null","25629","null","1448","null","41000","2224","null","null","63407","3498","null","null","135330","8796","null","null","221394","24064","null","null",
"0500000US06053","Monterey County, California","13832","1356","null","null","34934","null","1766","null","57398","2632","null","null","89805","3023","null","null","195509","14193","null","null","345439","47982","null","null",
"0500000US06055","Napa County, California","17164","1810","null","null","41122","null","3359","null","69722","4410","null","null","107433","6202","null","null","232514","20616","null","null","404672","60471","null","null",
"0500000US06057","Nevada County, California","14652","1990","null","null","33089","null","3150","null","55153","4454","null","null","87546","7410","null","null","177666","22145","null","null","298927","72305","null","null",
"0500000US06059","Orange County, California","16439","544","null","null","43698","null","909","null","74047","1141","null","null","115845","1821","null","null","256183","8226","null","null","450586","27066","null","null",
"0500000US06061","Placer County, California","17055","1523","null","null","44802","null","2390","null","73082","2562","null","null","111184","3420","null","null","225997","16656","null","null","385885","52492","null","null",
"0500000US06065","Riverside County, California","12948","477","null","null","32799","null","780","null","54601","969","null","null","85767","1217","null","null","175175","4334","null","null","290623","13351","null","null",
"0500000US06067","Sacramento County, California","11662","557","null","null","31529","null","860","null","53403","1185","null","null","84121","1658","null","null","175474","6349","null","null","297941","20995","null","null",
"0500000US06071","San Bernardino County, California","11188","554","null","null","31604","null","797","null","52731","1089","null","null","81806","1361","null","null","162742","4150","null","null","262879","14091","null","null",
"0500000US06073","San Diego County, California","12969","544","null","null","36559","null","718","null","61934","995","null","null","98835","1268","null","null","219538","6114","null","null","387992","20392","null","null",
"0500000US06075","San Francisco County, California","11943","725","null","null","39715","null","1690","null","78250","2317","null","null","133316","3674","null","null","323053","17535","null","null","586684","55536","null","null",
"0500000US06077","San Joaquin County, California","11586","809","null","null","30211","null","1324","null","51739","1680","null","null","81093","2701","null","null","157316","6603","null","null","246599","21283","null","null",
"0500000US06079","San Luis Obispo County, California","11908","1571","null","null","34414","null","2297","null","58844","2808","null","null","93817","4165","null","null","182995","10652","null","null","282458","25296","null","null",
"0500000US06081","San Mateo County, California","21536","1124","null","null","55389","null","1962","null","91758","2426","null","null","143937","3422","null","null","339346","14517","null","null","614990","48311","null","null",
"0500000US06083","Santa Barbara County, California","13684","1322","null","null","36465","null","2067","null","62878","3140","null","null","99471","3839","null","null","247754","18435","null","null","477741","57598","null","null",
"0500000US06085","Santa Clara County, California","18968","738","null","null","52731","null","1340","null","92133","1785","null","null","146741","2534","null","null","311999","7874","null","null","529579","24980","null","null",
"0500000US06087","Santa Cruz County, California","12923","1871","null","null","37995","null","2832","null","67263","3868","null","null","105741","4864","null","null","212110","11589","null","null","341318","29205","null","null",
"0500000US06089","Shasta County, California","9849","1233","null","null","24560","null","1678","null","40089","2500","null","null","64601","3363","null","null","135503","9028","null","null","220211","24222","null","null",
"0500000US06095","Solano County, California","14327","1288","null","null","39740","null","1904","null","64856","2561","null","null","98110","2862","null","null","185724","9591","null","null","292248","27519","null","null",
"0500000US06097","Sonoma County, California","15164","934","null","null","37495","null","1538","null","61108","2060","null","null","97148","2965","null","null","212546","14060","null","null","376271","45578","null","null",
"0500000US06099","Stanislaus County, California","11333","743","null","null","28379","null","1531","null","48201","2011","null","null","76676","2898","null","null","173235","25353","null","null","313352","98567","null","null",
"0500000US06101","Sutter County, California","12459","1769","null","null","30219","null","3161","null","49628","3974","null","null","78966","5731","null","null","170466","20919","null","null","314849","74941","null","null",
"0500000US06107","Tulare County, California","8997","935","null","null","23290","null","1244","null","39555","1632","null","null","62740","2590","null","null","136882","8753","null","null","225696","22339","null","null",
"0500000US06111","Ventura County, California","18521","1015","null","null","46666","null","1655","null","77781","2068","null","null","118944","2543","null","null","244598","10985","null","null","407607","35546","null","null",
"0500000US06113","Yolo County, California","9544","1434","null","null","30858","null","3161","null","55196","3391","null","null","87419","4229","null","null","188090","12401","null","null","304706","38470","null","null",
"0500000US06115","Yuba County, California","11914","1911","null","null","25773","null","2378","null","43191","4722","null","null","63799","4641","null","null","110195","10115","null","null","159312","19957","null","null",
"0500000US08001","Adams County, Colorado","15956","1088","null","null","36127","null","1467","null","55839","1983","null","null","84035","2439","null","null","157655","5996","null","null","243031","17289","null","null",
"0500000US08005","Arapahoe County, Colorado","14671","1014","null","null","37578","null","1524","null","60634","1706","null","null","92671","2190","null","null","199528","8541","null","null","349917","27726","null","null",
"0500000US08013","Boulder County, Colorado","13859","1373","null","null","41147","null","2241","null","71086","2757","null","null","110380","3735","null","null","238095","14019","null","null","406117","40123","null","null",
"0500000US08031","Denver County, Colorado","9959","860","null","null","29486","null","1122","null","51445","1476","null","null","85572","2321","null","null","206981","12136","null","null","377975","41272","null","null",
"0500000US08035","Douglas County, Colorado","29431","2317","null","null","68650","null","2974","null","103380","3741","null","null","144601","4417","null","null","280997","17047","null","null","471870","53157","null","null",
"0500000US08041","El Paso County, Colorado","15635","828","null","null","36129","null","1251","null","57573","1855","null","null","88800","2610","null","null","181580","7690","null","null","305769","27542","null","null",
"0500000US08059","Jefferson County, Colorado","17454","926","null","null","42330","null","1473","null","67990","1737","null","null","102049","2566","null","null","213982","9857","null","null","372467","31785","null","null",
"0500000US08069","Larimer County, Colorado","14177","1097","null","null","35047","null","1875","null","58766","2729","null","null","90839","3149","null","null","192706","13877","null","null","341599","39758","null","null",
"0500000US08077","Mesa County, Colorado","9464","2286","null","null","28145","null","2658","null","46632","3342","null","null","75028","4939","null","null","163345","19247","null","null","289956","60640","null","null",
"0500000US08101","Pueblo County, Colorado","9837","812","null","null","24037","null","1953","null","41698","2231","null","null","64105","2547","null","null","124094","8017","null","null","193838","24872","null","null",
"0500000US08123","Weld County, Colorado","14369","1361","null","null","35638","null","2018","null","58720","2539","null","null","87174","3073","null","null","165327","13650","null","null","271598","48400","null","null",
"0500000US09001","Fairfield County, Connecticut","15817","814","null","null","45616","null","1463","null","82508","2204","null","null","137661","4089","null","null","398491","16888","null","null","781504","47470","null","null",
"0500000US09003","Hartford County, Connecticut","13196","743","null","null","36613","null","1275","null","64119","1815","null","null","100290","2240","null","null","224972","8905","null","null","409059","28994","null","null",
"0500000US09005","Litchfield County, Connecticut","17317","1692","null","null","44241","null","2634","null","70806","3405","null","null","104085","4399","null","null","214103","18285","null","null","371689","53278","null","null",
"0500000US09007","Middlesex County, Connecticut","17272","2312","null","null","45939","null","3224","null","74935","5190","null","null","116076","5156","null","null","234248","17590","null","null","393365","51876","null","null",
"0500000US09009","New Haven County, Connecticut","12287","821","null","null","34205","null","1292","null","59347","1528","null","null","96372","2068","null","null","204048","7906","null","null","347931","23513","null","null",
"0500000US09011","New London County, Connecticut","16367","1521","null","null","41704","null","2217","null","64301","2615","null","null","97920","4349","null","null","192492","10192","null","null","305344","29122","null","null",
"0500000US09013","Tolland County, Connecticut","20747","2030","null","null","47893","null","4042","null","73570","4405","null","null","110983","7214","null","null","206672","16930","null","null","323995","48793","null","null",
"0500000US09015","Windham County, Connecticut","12362","2341","null","null","31769","null","3033","null","56338","4801","null","null","88943","5539","null","null","158486","13138","null","null","238525","42617","null","null",
"0500000US10001","Kent County, Delaware","13571","2051","null","null","34174","null","2707","null","54139","2908","null","null","79045","4319","null","null","152041","12096","null","null","240051","35419","null","null",
"0500000US10003","New Castle County, Delaware","14557","1028","null","null","38286","null","1631","null","63198","2082","null","null","99297","3017","null","null","213000","9343","null","null","369647","31572","null","null",
"0500000US10005","Sussex County, Delaware","12147","1530","null","null","31921","null","1846","null","50880","2058","null","null","75572","2948","null","null","144973","9182","null","null","227206","21840","null","null",
"0500000US11001","District of Columbia, District of Columbia","9403","681","null","null","35684","null","1831","null","68222","2481","null","null","116191","3305","null","null","284910","12252","null","null","520912","38606","null","null",
"0500000US12001","Alachua County, Florida","5073","931","null","null","22268","null","1705","null","38840","2255","null","null","64165","2975","null","null","156799","14019","null","null","287200","42581","null","null",
"0500000US12005","Bay County, Florida","11877","1480","null","null","28784","null","1840","null","45397","2241","null","null","67775","3707","null","null","149811","13570","null","null","246046","39088","null","null",
"0500000US12009","Brevard County, Florida","11218","836","null","null","28663","null","1256","null","46640","1442","null","null","71357","2130","null","null","145818","7117","null","null","239281","21112","null","null",
"0500000US12011","Broward County, Florida","10977","537","null","null","29875","null","712","null","50121","932","null","null","80238","1384","null","null","189954","7814","null","null","357567","26655","null","null",
"0500000US12015","Charlotte County, Florida","10814","1445","null","null","28111","null","1769","null","43986","2184","null","null","65966","3163","null","null","137437","12964","null","null","240625","48756","null","null",
"0500000US12017","Citrus County, Florida","9392","1138","null","null","23410","null","1793","null","39807","2905","null","null","62016","3675","null","null","117226","10196","null","null","187381","30751","null","null",
"0500000US12019","Clay County, Florida","15529","2098","null","null","37683","null","2774","null","58332","3424","null","null","84989","5391","null","null","178918","28509","null","null","326120","89845","null","null",
"0500000US12021","Collier County, Florida","13919","1429","null","null","34063","null","1801","null","54581","2991","null","null","88094","4424","null","null","257935","27752","null","null","520681","80444","null","null",
"0500000US12023","Columbia County, Florida","11181","1803","null","null","27835","null","4151","null","44719","3583","null","null","66804","4877","null","null","132607","16397","null","null","221379","37300","null","null",
"0500000US12031","Duval County, Florida","10621","664","null","null","29268","null","1099","null","47839","1328","null","null","74724","2063","null","null","168198","7678","null","null","300785","25537","null","null",
"0500000US12033","Escambia County, Florida","11661","1123","null","null","28117","null","1536","null","43552","1835","null","null","65225","2530","null","null","137881","13504","null","null","248707","48410","null","null",
"0500000US12035","Flagler County, Florida","12624","1992","null","null","29953","null","2669","null","46168","3229","null","null","66348","4450","null","null","141250","19219","null","null","254002","57055","null","null",
"0500000US12053","Hernando County, Florida","10013","1150","null","null","24832","null","1531","null","39027","2114","null","null","58872","3116","null","null","117419","10241","null","null","196295","33928","null","null",
