"Label (Grouping)","Total:","Total:!!With a mortgage:","Total:!!With a mortgage:!!Less than $20,000:","Total:!!With a mortgage:!!Less than $20,000:!!Less than 20 percent","Total:!!With a mortgage:!!Less than $20,000:!!20 to 29 percent","Total:!!With a mortgage:!!Less than $20,000:!!30 percent or more","Total:!!With a mortgage:!!$20,000 to $34,999:","Total:!!With a mortgage:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!30 percent or more","Total:!!With a mortgage:!!$35,000 to $49,999:","Total:!!With a mortgage:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!30 percent or more","Total:!!With a mortgage:!!$50,000 to $74,999:","Total:!!With a mortgage:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!30 percent or more","Total:!!With a mortgage:!!$75,000 or more:","Total:!!With a mortgage:!!$75,000 or more:!!Less than 20 percent","Total:!!With a mortgage:!!$75,000 or more:!!20 to 29 percent","Total:!!With a mortgage:!!$75,000 or more:!!30 percent or more","Total:!!With a mortgage:!!Zero or negative income","Total:!!Not mortgaged:","Total:!!Not mortgaged:!!Less than $20,000:","Total:!!Not mortgaged:!!Less than $20,000:!!Less than 20 percent","Total:!!Not mortgaged:!!Less than $20,000:!!20 to 29 percent","Total:!!Not mortgaged:!!Less than $20,000:!!30 percent or more","Total:!!Not mortgaged:!!$20,000 to $34,999:","Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more","Total:!!Not mortgaged:!!$35,000 to $49,999:","Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more","Total:!!Not mortgaged:!!$50,000 to $74,999:","Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more","Total:!!Not mortgaged:!!$75,000 or more:","Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent","Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent","Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more","Total:!!Not mortgaged:!!Zero or negative income"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","252,999","171,544","7,586","62","39","7,485","10,596","85","825","9,686","11,828","728","1,113","9,987","28,217","3,384","5,207","19,626","112,437","43,494","41,169","27,774","880","81,455","10,137","2,318","1,367","6,452","12,632","7,856","2,543","2,233","11,199","9,208","1,645","346","14,458","13,027","1,056","375","32,017","31,732","229","56","1,012"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","408,174","271,460","16,680","74","462","16,144","35,462","1,412","6,500","27,550","42,062","5,898","16,404","19,760","68,992","27,542","28,813","12,637","106,750","75,963","25,647","5,140","1,514","136,714","24,799","7,512","6,421","10,866","28,838","22,014","5,345","1,479","25,794","24,591","1,099","104","24,662","24,439","195","28","30,635","30,635","0","0","1,986"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,154,027","2,070,243","112,338","418","1,546","110,374","177,237","6,842","23,486","146,909","220,428","23,763","57,417","139,248","405,823","103,558","142,369","159,896","1,144,531","690,659","335,456","118,416","9,886","1,083,784","166,506","22,272","31,587","112,647","196,984","89,661","58,267","49,056","157,757","117,004","31,124","9,629","197,286","179,942","13,120","4,224","350,455","345,442","4,078","935","14,796"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,712,020","1,144,762","75,878","494","1,950","73,434","129,899","7,524","30,932","91,443","163,457","34,077","74,027","55,353","263,304","133,492","97,722","32,090","507,489","413,404","79,743","14,342","4,735","567,258","95,782","23,223","25,614","46,945","127,914","92,080","27,170","8,664","101,671","95,281","5,666","724","102,082","101,226","727","129","132,597","132,322","275","0","7,212"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","875,362","535,434","24,334","72","845","23,417","52,435","2,660","12,388","37,387","71,057","13,237","29,716","28,104","124,370","61,031","47,916","15,423","261,669","210,180","44,108","7,381","1,569","339,928","52,127","9,060","12,863","30,204","65,097","39,778","19,396","5,923","54,836","50,589","3,620","627","67,227","65,918","1,225","84","97,489","97,206","283","0","3,152"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,737","444,794","21,390","76","287","21,027","39,822","2,137","8,524","29,161","52,830","8,682","21,893","22,255","100,043","40,355","43,602","16,086","228,409","168,634","49,901","9,874","2,300","290,943","45,870","8,893","11,710","25,267","57,916","35,671","17,238","5,007","47,646","42,505","4,346","795","55,118","53,640","1,268","210","81,407","81,208","167","32","2,986"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,149,308","676,847","57,093","582","2,861","53,650","78,386","5,669","20,209","52,508","92,989","18,871","38,761","35,357","154,150","77,430","55,641","21,079","290,954","229,482","51,175","10,297","3,275","472,461","107,951","35,727","26,098","46,126","97,708","79,756","13,953","3,999","76,430","72,945","3,042","443","83,319","82,554","679","86","100,593","100,481","112","0","6,460"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,140,052","615,525","45,759","195","1,346","44,218","66,805","2,483","12,294","52,028","74,488","12,274","26,145","36,069","122,121","51,033","48,299","22,789","303,362","234,698","56,567","12,097","2,990","524,527","121,550","42,603","30,160","48,787","108,660","88,880","15,907","3,873","71,255","68,172","2,523","560","85,238","84,143","933","162","128,126","127,613","465","48","9,698"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","384,237","236,223","14,545","13","172","14,360","26,727","880","3,850","21,997","31,984","4,370","9,835","17,779","53,759","17,131","23,775","12,853","108,154","73,162","27,464","7,528","1,054","148,014","29,878","4,870","5,855","19,153","33,716","17,251","10,771","5,694","23,335","18,610","3,427","1,298","26,641","25,605","856","180","32,891","32,575","264","52","1,553"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,436,907","1,064,385","38,808","86","247","38,475","61,931","1,594","4,455","55,882","81,215","5,729","14,522","60,964","173,061","23,254","58,715","91,092","705,034","384,759","230,669","89,606","4,336","372,522","49,110","3,818","7,204","38,088","56,097","25,455","17,257","13,385","46,103","35,890","7,895","2,318","62,784","58,108","4,035","641","154,168","152,858","1,121","189","4,260"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,560,809","1,096,091","39,069","107","255","38,707","63,889","1,245","3,509","59,135","78,361","3,490","12,479","62,392","178,998","22,315","51,939","104,744","731,906","385,335","242,308","104,263","3,868","464,718","61,894","3,644","7,398","50,852","75,121","19,143","24,441","31,537","58,616","33,706","17,589","7,321","80,466","66,465","11,207","2,794","183,008","178,048","4,458","502","5,613"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,703,957","1,668,979","113,783","293","1,666","111,824","182,319","6,994","33,106","142,219","219,549","30,839","87,356","101,354","367,317","141,438","154,659","71,220","778,131","579,795","165,544","32,792","7,880","1,034,978","193,348","26,374","38,559","128,415","216,660","126,982","62,918","26,760","176,672","155,513","18,531","2,628","186,331","180,271","5,229","831","248,025","246,849","962","214","13,942"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,516,900","1,024,416","40,653","101","770","39,782","76,178","2,231","9,997","63,950","105,149","12,657","33,956","58,536","215,331","55,341","95,455","64,535","584,333","385,598","163,078","35,657","2,772","492,484","70,521","10,112","16,590","43,819","86,371","47,002","28,201","11,168","77,397","66,782","8,791","1,824","91,640","88,670","2,591","379","162,185","161,217","838","130","4,370"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","733,101","380,070","42,173","45","1,556","40,572","53,058","2,227","10,672","40,159","52,750","10,487","22,638","19,625","85,431","39,251","35,585","10,595","144,067","115,836","24,199","4,032","2,591","353,031","94,177","29,474","23,132","41,571","75,430","59,921","11,605","3,904","55,435","52,772","2,388","275","58,323","57,549","495","279","62,805","62,652","153","0","6,861"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,582,412","997,093","69,025","69","1,007","67,949","108,424","4,379","22,246","81,799","132,954","22,796","54,719","55,439","227,531","90,797","96,409","40,325","454,493","352,919","83,982","17,592","4,666","585,319","111,814","22,333","31,000","58,481","123,550","88,184","27,536","7,830","100,733","93,666","6,285","782","108,237","106,319","1,693","225","134,072","133,682","390","0","6,913"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","271,719","153,850","8,424","78","167","8,179","17,247","531","2,971","13,745","21,107","3,097","8,030","9,980","37,911","10,834","17,772","9,305","68,607","49,231","16,165","3,211","554","117,869","23,579","5,207","6,471","11,901","22,573","15,417","5,274","1,882","17,458","16,388","918","152","22,874","22,433","373","68","29,994","29,879","115","0","1,391"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","482,452","298,441","12,521","54","102","12,365","27,857","806","5,020","22,031","36,879","5,704","15,130","16,045","68,858","25,681","30,512","12,665","150,908","113,459","31,390","6,059","1,418","184,011","28,385","4,849","6,490","17,046","32,121","19,163","9,715","3,243","30,000","26,426","2,963","611","37,530","35,989","1,153","388","54,288","54,127","114","47","1,687"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","544,455","380,750","23,483","166","219","23,098","42,735","866","4,326","37,543","47,937","4,502","13,656","29,779","86,947","21,122","37,067","28,758","177,038","116,328","43,873","16,837","2,610","163,705","25,312","4,137","5,880","15,295","31,914","20,505","6,984","4,425","23,334","21,018","1,811","505","30,374","29,214","869","291","50,117","49,937","94","86","2,654"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","364,255","247,501","8,598","67","122","8,409","14,463","204","776","13,483","23,801","1,498","2,948","19,355","48,724","5,605","18,582","24,537","151,078","77,786","55,692","17,600","837","116,754","17,203","1,193","1,498","14,512","20,982","3,943","6,707","10,332","16,982","8,177","6,707","2,098","22,192","18,513","3,108","571","38,039","37,256","717","66","1,356"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,034,223","1,404,337","54,909","44","204","54,661","77,933","910","2,274","74,749","103,899","3,151","10,240","90,508","211,377","15,345","47,891","148,141","949,892","407,853","338,127","203,912","6,327","629,886","75,939","3,211","4,049","68,679","92,129","12,368","18,864","60,897","82,367","25,739","33,019","23,609","103,571","59,473","34,461","9,637","270,468","252,293","15,337","2,838","5,412"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","511,693","290,754","26,365","189","446","25,730","34,382","1,252","6,934","26,196","37,203","5,798","12,252","19,153","59,466","19,724","26,241","13,501","129,800","94,747","29,112","5,941","3,538","220,939","50,724","17,670","11,803","21,251","45,783","36,252","7,188","2,343","34,180","33,199","792","189","36,093","35,535","398","160","49,335","49,294","41","0","4,824"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,873,299","2,425,130","103,897","131","974","102,792","171,639","4,513","16,126","151,000","214,626","16,983","52,241","145,402","413,449","91,965","118,223","203,261","1,509,366","770,356","428,922","310,088","12,153","1,448,169","198,363","21,595","26,651","150,117","242,379","86,536","61,637","94,206","200,293","121,613","43,834","34,846","253,484","190,989","44,598","17,897","538,635","507,423","25,302","5,910","15,015"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,414,717","1,575,578","112,846","434","2,167","110,245","178,049","8,354","31,244","138,451","212,697","32,398","81,956","98,343","344,889","128,407","143,972","72,510","717,895","535,183","147,489","35,223","9,202","839,139","184,504","45,306","50,097","89,101","179,979","132,481","34,654","12,844","132,661","122,347","8,650","1,664","142,099","139,481","2,529","89","189,350","188,769","542","39","10,546"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","193,389","102,470","2,275","21","138","2,116","7,538","381","1,692","5,465","11,681","2,227","4,416","5,038","21,305","9,895","7,619","3,791","59,452","46,236","11,612","1,604","219","90,919","12,515","2,259","3,121","7,135","13,664","9,082","3,472","1,110","12,050","11,337","691","22","17,232","17,042","190","0","34,778","34,778","0","0","680"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,015,795","1,950,671","120,589","516","2,263","117,810","202,269","8,107","37,748","156,414","255,773","39,947","102,585","113,241","427,111","163,446","182,033","81,632","936,793","698,339","200,536","37,918","8,136","1,065,124","181,045","33,204","46,267","101,574","225,889","144,337","59,352","22,200","176,114","157,892","15,795","2,427","195,500","190,622","4,091","787","273,125","271,703","1,323","99","13,451"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","948,540","545,484","38,007","384","1,189","36,434","59,793","3,374","13,915","42,504","75,863","14,633","34,467","26,763","124,253","56,134","49,839","18,280","243,977","194,648","41,162","8,167","3,591","403,056","78,148","23,507","21,682","32,959","83,199","65,503","13,532","4,164","64,768","60,903","3,098","767","74,795","73,460","1,058","277","96,447","96,279","120","48","5,699"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","926,930","625,278","37,948","259","361","37,328","56,617","1,608","4,491","50,518","76,678","6,430","17,076","53,172","134,493","29,043","56,011","49,439","316,421","185,929","101,252","29,240","3,121","301,652","57,393","9,320","10,540","37,533","62,370","33,486","18,524","10,360","45,280","38,768","5,627","885","52,991","51,104","1,683","204","81,095","80,576","476","43","2,523"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,405,170","2,078,019","113,800","133","2,172","111,495","184,863","6,207","26,525","152,131","239,552","31,413","81,527","126,612","434,079","137,958","169,427","126,694","1,096,584","734,134","280,215","82,235","9,141","1,327,151","231,957","28,583","50,836","152,538","265,501","133,159","82,398","49,944","208,418","171,014","30,436","6,968","246,415","232,258","11,901","2,256","361,662","358,537","2,951","174","13,198"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","245,409","169,107","6,879","0","45","6,834","12,077","191","331","11,555","17,698","1,068","2,424","14,206","29,753","3,125","10,119","16,509","102,298","57,597","32,798","11,903","402","76,302","11,436","366","991","10,079","11,351","2,269","4,711","4,371","10,672","6,579","3,289","804","15,817","14,492","904","421","26,335","25,873","462","0","691"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,223,614","732,079","56,350","54","1,124","55,172","91,384","3,622","15,951","71,811","101,844","17,726","38,333","45,785","158,193","63,856","64,369","29,968","317,191","239,593","61,841","15,757","7,117","491,535","111,285","28,572","28,024","54,689","107,870","83,662","16,886","7,322","76,983","72,774","3,374","835","84,088","82,477","1,294","317","101,459","101,224","168","67","9,850"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","222,809","126,067","5,384","31","109","5,244","10,326","421","2,089","7,816","18,221","3,492","6,523","8,206","32,982","13,947","15,328","3,707","58,736","42,936","13,210","2,590","418","96,742","14,909","3,049","3,176","8,684","17,717","11,553","4,727","1,437","16,010","14,427","1,526","57","19,082","18,647","405","30","28,061","27,875","186","0","963"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,652,976","1,003,052","77,930","618","948","76,364","122,013","4,608","24,852","92,553","145,616","25,275","62,388","57,953","228,085","91,657","96,306","40,122","422,184","316,757","87,594","17,833","7,224","649,924","131,847","36,520","39,236","56,091","136,761","105,291","23,356","8,114","102,939","97,580","4,543","816","116,261","114,744","1,393","124","154,366","153,914","307","145","7,750"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","5,634,317","3,334,646","186,387","807","2,940","182,640","295,528","5,898","40,434","249,196","366,179","38,041","124,511","203,627","638,205","182,265","282,211","173,729","1,828,758","1,291,806","430,840","106,112","19,589","2,299,671","406,495","95,185","99,768","211,542","414,613","269,825","94,060","50,728","341,834","302,259","31,484","8,091","407,120","386,791","15,975","4,354","697,996","688,768","7,930","1,298","31,613"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","622,572","442,912","18,844","94","217","18,533","36,244","1,117","4,087","31,040","52,055","4,639","16,469","30,947","104,162","24,696","46,590","32,876","230,086","151,168","63,717","15,201","1,521","179,660","24,504","4,768","6,630","13,106","28,586","20,604","5,689","2,293","24,826","22,957","1,640","229","34,637","33,939","460","238","64,874","64,726","148","0","2,233"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","179,791","112,832","6,051","0","15","6,036","11,583","89","976","10,518","13,010","762","3,692","8,556","24,541","4,173","11,007","9,361","57,506","35,139","17,549","4,818","141","66,959","12,031","793","1,358","9,880","12,851","3,919","5,049","3,883","10,372","6,185","3,128","1,059","12,421","10,543","1,559","319","18,671","18,223","319","129","613"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,005,192","1,413,887","64,771","629","921","63,221","98,818","2,663","12,672","83,483","142,825","16,225","40,737","85,863","248,853","59,758","93,502","95,593","852,133","507,563","256,642","87,928","6,487","591,305","98,545","25,247","24,017","49,281","103,777","70,461","22,436","10,880","84,902","74,972","7,958","1,972","106,470","103,030","2,408","1,032","189,603","188,583","807","213","8,008"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
