"GEO_ID","NAME","B19083_001E","B19083_001EA","B19083_001M","B19083_001MA",
"0500000US06113","Yolo County, California","0.4787","null","0.0193","null",
"0500000US06115","Yuba County, California","0.3916","null","0.0241","null",
"0500000US08001","Adams County, Colorado","0.4060","null","0.0116","null",
"0500000US08005","Arapahoe County, Colorado","0.4541","null","0.0112","null",
"0500000US08013","Boulder County, Colorado","0.4702","null","0.0158","null",
"0500000US08031","Denver County, Colorado","0.5094","null","0.0157","null",
"0500000US08035","Douglas County, Colorado","0.3988","null","0.0172","null",
"0500000US08041","El Paso County, Colorado","0.4370","null","0.0120","null",
"0500000US08059","Jefferson County, Colorado","0.4417","null","0.0125","null",
"0500000US08069","Larimer County, Colorado","0.4566","null","0.0166","null",
"0500000US08077","Mesa County, Colorado","0.4762","null","0.0294","null",
"0500000US08101","Pueblo County, Colorado","0.4357","null","0.0187","null",
"0500000US08123","Weld County, Colorado","0.4210","null","0.0211","null",
"0500000US09001","Fairfield County, Connecticut","0.5508","null","0.0096","null",
"0500000US09003","Hartford County, Connecticut","0.4816","null","0.0109","null",
"0500000US09005","Litchfield County, Connecticut","0.4348","null","0.0204","null",
"0500000US09007","Middlesex County, Connecticut","0.4439","null","0.0211","null",
"0500000US09009","New Haven County, Connecticut","0.4727","null","0.0098","null",
"0500000US09011","New London County, Connecticut","0.4244","null","0.0139","null",
"0500000US09013","Tolland County, Connecticut","0.4057","null","0.0209","null",
"0500000US09015","Windham County, Connecticut","0.4283","null","0.0232","null",
"0500000US10001","Kent County, Delaware","0.4145","null","0.0222","null",
"0500000US10003","New Castle County, Delaware","0.4623","null","0.0119","null",
"0500000US10005","Sussex County, Delaware","0.4202","null","0.0177","null",
"0500000US11001","District of Columbia, District of Columbia","0.5320","null","0.0119","null",
"0500000US12001","Alachua County, Florida","0.5218","null","0.0209","null",
"0500000US12005","Bay County, Florida","0.4469","null","0.0226","null",
"0500000US12009","Brevard County, Florida","0.4419","null","0.0141","null",
"0500000US12011","Broward County, Florida","0.4930","null","0.0100","null",
"0500000US12015","Charlotte County, Florida","0.4411","null","0.0281","null",
"0500000US12017","Citrus County, Florida","0.4332","null","0.0236","null",
"0500000US12019","Clay County, Florida","0.4336","null","0.0391","null",
"0500000US12021","Collier County, Florida","0.5310","null","0.0240","null",
"0500000US12023","Columbia County, Florida","0.4274","null","0.0356","null",
"0500000US12031","Duval County, Florida","0.4732","null","0.0113","null",
"0500000US12033","Escambia County, Florida","0.4398","null","0.0258","null",
"0500000US12035","Flagler County, Florida","0.4310","null","0.0362","null",
"0500000US12053","Hernando County, Florida","0.4287","null","0.0242","null",
"0500000US12055","Highlands County, Florida","0.4711","null","0.0537","null",
"0500000US12057","Hillsborough County, Florida","0.4796","null","0.0080","null",
"0500000US12061","Indian River County, Florida","0.4983","null","0.0268","null",
"0500000US12069","Lake County, Florida","0.4258","null","0.0176","null",
"0500000US12071","Lee County, Florida","0.4840","null","0.0143","null",
"0500000US12073","Leon County, Florida","0.4882","null","0.0169","null",
"0500000US12081","Manatee County, Florida","0.4756","null","0.0195","null",
"0500000US12083","Marion County, Florida","0.4485","null","0.0192","null",
"0500000US12085","Martin County, Florida","0.5176","null","0.0254","null",
"0500000US12086","Miami-Dade County, Florida","0.5178","null","0.0069","null",
"0500000US12087","Monroe County, Florida","0.5477","null","0.0543","null",
"0500000US12089","Nassau County, Florida","0.4164","null","0.0319","null",
"0500000US12091","Okaloosa County, Florida","0.4405","null","0.0204","null",
"0500000US12095","Orange County, Florida","0.4659","null","0.0114","null",
"0500000US12097","Osceola County, Florida","0.4417","null","0.0251","null",
"0500000US12099","Palm Beach County, Florida","0.5187","null","0.0099","null",
"0500000US12101","Pasco County, Florida","0.4425","null","0.0130","null",
"0500000US12103","Pinellas County, Florida","0.4792","null","0.0096","null",
"0500000US12105","Polk County, Florida","0.4359","null","0.0144","null",
"0500000US12107","Putnam County, Florida","0.4840","null","0.0435","null",
"0500000US12109","St. Johns County, Florida","0.4949","null","0.0204","null",
"0500000US12111","St. Lucie County, Florida","0.4904","null","0.0336","null",
"0500000US12113","Santa Rosa County, Florida","0.4178","null","0.0252","null",
"0500000US12115","Sarasota County, Florida","0.4777","null","0.0153","null",
"0500000US12117","Seminole County, Florida","0.4389","null","0.0174","null",
"0500000US12119","Sumter County, Florida","0.4137","null","0.0355","null",
"0500000US12127","Volusia County, Florida","0.4619","null","0.0180","null",
"0500000US13013","Barrow County, Georgia","0.3845","null","0.0362","null",
"0500000US13015","Bartow County, Georgia","0.4598","null","0.0379","null",
"0500000US13021","Bibb County, Georgia","0.5077","null","0.0301","null",
"0500000US13031","Bulloch County, Georgia","0.5147","null","0.0452","null",
"0500000US13045","Carroll County, Georgia","0.4627","null","0.0709","null",
"0500000US13047","Catoosa County, Georgia","0.3908","null","0.0262","null",
"0500000US13051","Chatham County, Georgia","0.4876","null","0.0164","null",
"0500000US13057","Cherokee County, Georgia","0.4342","null","0.0304","null",
"0500000US13059","Clarke County, Georgia","0.5228","null","0.0208","null",
"0500000US13063","Clayton County, Georgia","0.4184","null","0.0173","null",
"0500000US13067","Cobb County, Georgia","0.4594","null","0.0122","null",
"0500000US13073","Columbia County, Georgia","0.4208","null","0.0363","null",
"0500000US13077","Coweta County, Georgia","0.4389","null","0.0306","null",
"0500000US13089","DeKalb County, Georgia","0.4930","null","0.0130","null",
"0500000US13095","Dougherty County, Georgia","0.5206","null","0.0432","null",
"0500000US13097","Douglas County, Georgia","0.4128","null","0.0234","null",
"0500000US13113","Fayette County, Georgia","0.3880","null","0.0257","null",
"0500000US13115","Floyd County, Georgia","0.4494","null","0.0228","null",
"0500000US13117","Forsyth County, Georgia","0.4407","null","0.0226","null",
"0500000US13121","Fulton County, Georgia","0.5479","null","0.0109","null",
"0500000US13127","Glynn County, Georgia","0.4872","null","0.0278","null",
"0500000US13135","Gwinnett County, Georgia","0.4108","null","0.0107","null",
"0500000US13139","Hall County, Georgia","0.4663","null","0.0256","null",
"0500000US13151","Henry County, Georgia","0.4021","null","0.0328","null",
"0500000US13153","Houston County, Georgia","0.4463","null","0.0317","null",
"0500000US13179","Liberty County, Georgia","0.4503","null","0.0625","null",
"0500000US13185","Lowndes County, Georgia","0.4538","null","0.0227","null",
"0500000US13215","Muscogee County, Georgia","0.4971","null","0.0309","null",
"0500000US13217","Newton County, Georgia","0.3934","null","0.0279","null",
"0500000US13223","Paulding County, Georgia","0.4100","null","0.0368","null",
"0500000US13245","Richmond County, Georgia","0.5241","null","0.0383","null",
"0500000US13247","Rockdale County, Georgia","0.4028","null","0.0260","null",
"0500000US13285","Troup County, Georgia","0.5395","null","0.0518","null",
"0500000US13295","Walker County, Georgia","0.4141","null","0.0313","null",
"0500000US13297","Walton County, Georgia","0.4232","null","0.0300","null",
"0500000US13313","Whitfield County, Georgia","0.4482","null","0.0269","null",
"0500000US15001","Hawaii County, Hawaii","0.4766","null","0.0242","null",
"0500000US15003","Honolulu County, Hawaii","0.4253","null","0.0097","null",
"0500000US15007","Kauai County, Hawaii","0.4485","null","0.0433","null",
"0500000US15009","Maui County, Hawaii","0.4449","null","0.0242","null",
"0500000US16001","Ada County, Idaho","0.4550","null","0.0162","null",
"0500000US16005","Bannock County, Idaho","0.4467","null","0.0263","null",
"0500000US16019","Bonneville County, Idaho","0.4068","null","0.0317","null",
"0500000US16027","Canyon County, Idaho","0.4003","null","0.0223","null",
"0500000US16055","Kootenai County, Idaho","0.4285","null","0.0295","null",
"0500000US16083","Twin Falls County, Idaho","0.4014","null","0.0241","null",
"0500000US17001","Adams County, Illinois","0.4330","null","0.0231","null",
"0500000US17019","Champaign County, Illinois","0.4958","null","0.0162","null",
"0500000US17031","Cook County, Illinois","0.5083","null","0.0054","null",
"0500000US17037","DeKalb County, Illinois","0.4249","null","0.0228","null",
"0500000US17043","DuPage County, Illinois","0.4636","null","0.0104","null",
"0500000US17089","Kane County, Illinois","0.4487","null","0.0205","null",
"0500000US17091","Kankakee County, Illinois","0.4252","null","0.0334","null",
"0500000US17093","Kendall County, Illinois","0.3536","null","0.0309","null",
"0500000US17097","Lake County, Illinois","0.4851","null","0.0112","null",
"0500000US17099","LaSalle County, Illinois","0.4393","null","0.0230","null",
"0500000US17111","McHenry County, Illinois","0.3985","null","0.0151","null",
"0500000US17113","McLean County, Illinois","0.4503","null","0.0180","null",
"0500000US17115","Macon County, Illinois","0.4742","null","0.0274","null",
"0500000US17119","Madison County, Illinois","0.4512","null","0.0277","null",
"0500000US17143","Peoria County, Illinois","0.4584","null","0.0196","null",
"0500000US17161","Rock Island County, Illinois","0.4403","null","0.0180","null",
"0500000US17163","St. Clair County, Illinois","0.5082","null","0.0332","null",
"0500000US17167","Sangamon County, Illinois","0.4607","null","0.0189","null",
"0500000US17179","Tazewell County, Illinois","0.4174","null","0.0227","null",
"0500000US17183","Vermilion County, Illinois","0.4233","null","0.0200","null",
"0500000US17197","Will County, Illinois","0.4090","null","0.0092","null",
"0500000US17199","Williamson County, Illinois","0.4267","null","0.0332","null",
"0500000US17201","Winnebago County, Illinois","0.4499","null","0.0217","null",
"0500000US18003","Allen County, Indiana","0.4489","null","0.0215","null",
"0500000US18005","Bartholomew County, Indiana","0.4097","null","0.0263","null",
"0500000US18019","Clark County, Indiana","0.3978","null","0.0258","null",
"0500000US18035","Delaware County, Indiana","0.4737","null","0.0294","null",
"0500000US18039","Elkhart County, Indiana","0.4070","null","0.0182","null",
"0500000US18043","Floyd County, Indiana","0.4318","null","0.0256","null",
"0500000US18053","Grant County, Indiana","0.4072","null","0.0228","null",
"0500000US18057","Hamilton County, Indiana","0.4402","null","0.0207","null",
"0500000US18059","Hancock County, Indiana","0.3827","null","0.0325","null",
"0500000US18063","Hendricks County, Indiana","0.3788","null","0.0264","null",
"0500000US18067","Howard County, Indiana","0.4297","null","0.0261","null",
"0500000US18081","Johnson County, Indiana","0.4369","null","0.0276","null",
"0500000US18085","Kosciusko County, Indiana","0.4428","null","0.0316","null",
"0500000US18089","Lake County, Indiana","0.4537","null","0.0227","null",
"0500000US18091","LaPorte County, Indiana","0.4424","null","0.0250","null",
"0500000US18095","Madison County, Indiana","0.4503","null","0.0297","null",
"0500000US18097","Marion County, Indiana","0.4947","null","0.0202","null",
"0500000US18105","Monroe County, Indiana","0.5208","null","0.0262","null",
"0500000US18109","Morgan County, Indiana","0.4192","null","0.0508","null",
"0500000US18127","Porter County, Indiana","0.4449","null","0.0381","null",
"0500000US18141","St. Joseph County, Indiana","0.4709","null","0.0200","null",
"0500000US18157","Tippecanoe County, Indiana","0.4793","null","0.0487","null",
"0500000US18163","Vanderburgh County, Indiana","0.4721","null","0.0286","null",
"0500000US18167","Vigo County, Indiana","0.4732","null","0.0258","null",
"0500000US18177","Wayne County, Indiana","0.4459","null","0.0254","null",
"0500000US19013","Black Hawk County, Iowa","0.4420","null","0.0211","null",
"0500000US19049","Dallas County, Iowa","0.4144","null","0.0235","null",
"0500000US19061","Dubuque County, Iowa","0.4308","null","0.0231","null",
"0500000US19103","Johnson County, Iowa","0.4674","null","0.0211","null",
"0500000US19113","Linn County, Iowa","0.4149","null","0.0162","null",
"0500000US19153","Polk County, Iowa","0.4593","null","0.0177","null",
"0500000US19155","Pottawattamie County, Iowa","0.4260","null","0.0328","null",
"0500000US19163","Scott County, Iowa","0.4579","null","0.0205","null",
"0500000US19169","Story County, Iowa","0.4571","null","0.0276","null",
"0500000US19193","Woodbury County, Iowa","0.4276","null","0.0442","null",
"0500000US20015","Butler County, Kansas","0.4235","null","0.0441","null",
"0500000US20045","Douglas County, Kansas","0.4700","null","0.0367","null",
"0500000US20091","Johnson County, Kansas","0.4517","null","0.0191","null",
"0500000US20103","Leavenworth County, Kansas","0.4041","null","0.0327","null",
"0500000US20161","Riley County, Kansas","0.5227","null","0.0599","null",
"0500000US20173","Sedgwick County, Kansas","0.4563","null","0.0130","null",
"0500000US20177","Shawnee County, Kansas","0.4330","null","0.0171","null",
"0500000US20209","Wyandotte County, Kansas","0.4310","null","0.0196","null",
"0500000US21015","Boone County, Kentucky","0.4109","null","0.0248","null",
"0500000US21029","Bullitt County, Kentucky","0.3671","null","0.0251","null",
"0500000US21037","Campbell County, Kentucky","0.4386","null","0.0196","null",
"0500000US21047","Christian County, Kentucky","0.5276","null","0.0725","null",
"0500000US21059","Daviess County, Kentucky","0.4271","null","0.0263","null",
"0500000US21067","Fayette County, Kentucky","0.4982","null","0.0155","null",
"0500000US21093","Hardin County, Kentucky","0.4255","null","0.0352","null",
"0500000US21111","Jefferson County, Kentucky","0.4904","null","0.0196","null",
"0500000US21117","Kenton County, Kentucky","0.4375","null","0.0216","null",
"0500000US21145","McCracken County, Kentucky","0.4879","null","0.0373","null",
"0500000US21151","Madison County, Kentucky","0.4487","null","0.0239","null",
"0500000US21195","Pike County, Kentucky","0.4746","null","0.0297","null",
"0500000US21227","Warren County, Kentucky","0.4378","null","0.0240","null",
"0500000US22005","Ascension Parish, Louisiana","0.3723","null","0.0203","null",
"0500000US22015","Bossier Parish, Louisiana","0.4617","null","0.0297","null",
"0500000US22017","Caddo Parish, Louisiana","0.4962","null","0.0231","null",
"0500000US22019","Calcasieu Parish, Louisiana","0.4799","null","0.0268","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","0.5120","null","0.0202","null",
"0500000US22045","Iberia Parish, Louisiana","0.5130","null","0.0598","null",
"0500000US22051","Jefferson Parish, Louisiana","0.4881","null","0.0143","null",
"0500000US22055","Lafayette Parish, Louisiana","0.4682","null","0.0228","null",
"0500000US22057","Lafourche Parish, Louisiana","0.4304","null","0.0222","null",
"0500000US22063","Livingston Parish, Louisiana","0.4533","null","0.0319","null",
"0500000US22071","Orleans Parish, Louisiana","0.5576","null","0.0157","null",
"0500000US22073","Ouachita Parish, Louisiana","0.5040","null","0.0249","null",
"0500000US22079","Rapides Parish, Louisiana","0.4899","null","0.0318","null",
"0500000US22097","St. Landry Parish, Louisiana","0.4964","null","0.0251","null",
"0500000US22103","St. Tammany Parish, Louisiana","0.4621","null","0.0175","null",
"0500000US22105","Tangipahoa Parish, Louisiana","0.4565","null","0.0199","null",
"0500000US22109","Terrebonne Parish, Louisiana","0.4277","null","0.0292","null",
"0500000US23001","Androscoggin County, Maine","0.4377","null","0.0375","null",
"0500000US23003","Aroostook County, Maine","0.4375","null","0.0204","null",
"0500000US23005","Cumberland County, Maine","0.4638","null","0.0146","null",
"0500000US23011","Kennebec County, Maine","0.4208","null","0.0170","null",
"0500000US23019","Penobscot County, Maine","0.4690","null","0.0389","null",
"0500000US23031","York County, Maine","0.4426","null","0.0148","null",
"0500000US24001","Allegany County, Maryland","0.4489","null","0.0239","null",
"0500000US24003","Anne Arundel County, Maryland","0.4222","null","0.0161","null",
"0500000US24005","Baltimore County, Maryland","0.4461","null","0.0116","null",
"0500000US24009","Calvert County, Maryland","0.3685","null","0.0267","null",
"0500000US24013","Carroll County, Maryland","0.4068","null","0.0191","null",
"0500000US24015","Cecil County, Maryland","0.4260","null","0.0201","null",
"0500000US24017","Charles County, Maryland","0.3908","null","0.0225","null",
"0500000US24021","Frederick County, Maryland","0.4029","null","0.0152","null",
"0500000US24025","Harford County, Maryland","0.3941","null","0.0157","null",
"0500000US24027","Howard County, Maryland","0.4026","null","0.0176","null",
"0500000US24031","Montgomery County, Maryland","0.4597","null","0.0085","null",
"0500000US24033","Prince George's County, Maryland","0.4015","null","0.0086","null",
"0500000US24037","St. Mary's County, Maryland","0.4055","null","0.0282","null",
"0500000US24043","Washington County, Maryland","0.4214","null","0.0171","null",
"0500000US24045","Wicomico County, Maryland","0.4831","null","0.0462","null",
"0500000US24510","Baltimore city, Maryland","0.5269","null","0.0155","null",
"0500000US25001","Barnstable County, Massachusetts","0.4557","null","0.0218","null",
"0500000US25003","Berkshire County, Massachusetts","0.4645","null","0.0212","null",
"0500000US25005","Bristol County, Massachusetts","0.4622","null","0.0112","null",
"0500000US25009","Essex County, Massachusetts","0.4670","null","0.0115","null",
"0500000US25011","Franklin County, Massachusetts","0.4376","null","0.0284","null",
"0500000US25013","Hampden County, Massachusetts","0.4730","null","0.0168","null",
"0500000US25015","Hampshire County, Massachusetts","0.4449","null","0.0285","null",
"0500000US25017","Middlesex County, Massachusetts","0.4841","null","0.0082","null",
"0500000US25021","Norfolk County, Massachusetts","0.4876","null","0.0115","null",
"0500000US25023","Plymouth County, Massachusetts","0.4402","null","0.0162","null",
"0500000US25025","Suffolk County, Massachusetts","0.5202","null","0.0116","null",
"0500000US25027","Worcester County, Massachusetts","0.4461","null","0.0080","null",
"0500000US26005","Allegan County, Michigan","0.4081","null","0.0317","null",
"0500000US26017","Bay County, Michigan","0.4458","null","0.0347","null",
"0500000US26021","Berrien County, Michigan","0.4572","null","0.0191","null",
"0500000US26025","Calhoun County, Michigan","0.4396","null","0.0285","null",
"0500000US26037","Clinton County, Michigan","0.4180","null","0.0274","null",
"0500000US26045","Eaton County, Michigan","0.4041","null","0.0242","null",
"0500000US26049","Genesee County, Michigan","0.4577","null","0.0144","null",
"0500000US26055","Grand Traverse County, Michigan","0.4164","null","0.0449","null",
"0500000US26065","Ingham County, Michigan","0.4856","null","0.0195","null",
"0500000US26073","Isabella County, Michigan","0.4543","null","0.0314","null",
"0500000US26075","Jackson County, Michigan","0.4376","null","0.0161","null",
"0500000US26077","Kalamazoo County, Michigan","0.4596","null","0.0230","null",
"0500000US26081","Kent County, Michigan","0.4515","null","0.0139","null",
"0500000US26087","Lapeer County, Michigan","0.3891","null","0.0199","null",
"0500000US26091","Lenawee County, Michigan","0.3999","null","0.0216","null",
"0500000US26093","Livingston County, Michigan","0.3942","null","0.0183","null",
"0500000US26099","Macomb County, Michigan","0.4306","null","0.0108","null",
"0500000US26103","Marquette County, Michigan","0.4727","null","0.0382","null",
"0500000US26111","Midland County, Michigan","0.4707","null","0.0287","null",
"0500000US26115","Monroe County, Michigan","0.4335","null","0.0281","null",
"0500000US26121","Muskegon County, Michigan","0.4262","null","0.0138","null",
"0500000US26125","Oakland County, Michigan","0.4675","null","0.0075","null",
"0500000US26139","Ottawa County, Michigan","0.4230","null","0.0204","null",
"0500000US26145","Saginaw County, Michigan","0.4746","null","0.0200","null",
"0500000US26147","St. Clair County, Michigan","0.4259","null","0.0224","null",
"0500000US26155","Shiawassee County, Michigan","0.4010","null","0.0234","null",
"0500000US26159","Van Buren County, Michigan","0.4216","null","0.0232","null",
"0500000US26161","Washtenaw County, Michigan","0.4793","null","0.0121","null",
"0500000US26163","Wayne County, Michigan","0.4937","null","0.0071","null",
"0500000US27003","Anoka County, Minnesota","0.3773","null","0.0103","null",
"0500000US27013","Blue Earth County, Minnesota","0.4788","null","0.0324","null",
"0500000US27019","Carver County, Minnesota","0.4307","null","0.0330","null",
"0500000US27037","Dakota County, Minnesota","0.4188","null","0.0129","null",
"0500000US27053","Hennepin County, Minnesota","0.4838","null","0.0100","null",
"0500000US27109","Olmsted County, Minnesota","0.4607","null","0.0185","null",
"0500000US27123","Ramsey County, Minnesota","0.4570","null","0.0115","null",
"0500000US27131","Rice County, Minnesota","0.4265","null","0.0263","null",
