"Label (Grouping)","Total:","Total:!!With a mortgage:","Total:!!With a mortgage:!!Less than $20,000:","Total:!!With a mortgage:!!Less than $20,000:!!Less than 20 percent","Total:!!With a mortgage:!!Less than $20,000:!!20 to 29 percent","Total:!!With a mortgage:!!Less than $20,000:!!30 percent or more","Total:!!With a mortgage:!!$20,000 to $34,999:","Total:!!With a mortgage:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!30 percent or more","Total:!!With a mortgage:!!$35,000 to $49,999:","Total:!!With a mortgage:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!30 percent or more","Total:!!With a mortgage:!!$50,000 to $74,999:","Total:!!With a mortgage:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!30 percent or more","Total:!!With a mortgage:!!$75,000 or more:","Total:!!With a mortgage:!!$75,000 or more:!!Less than 20 percent","Total:!!With a mortgage:!!$75,000 or more:!!20 to 29 percent","Total:!!With a mortgage:!!$75,000 or more:!!30 percent or more","Total:!!With a mortgage:!!Zero or negative income","Total:!!Not mortgaged:","Total:!!Not mortgaged:!!Less than $20,000:","Total:!!Not mortgaged:!!Less than $20,000:!!Less than 20 percent","Total:!!Not mortgaged:!!Less than $20,000:!!20 to 29 percent","Total:!!Not mortgaged:!!Less than $20,000:!!30 percent or more","Total:!!Not mortgaged:!!$20,000 to $34,999:","Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more","Total:!!Not mortgaged:!!$35,000 to $49,999:","Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more","Total:!!Not mortgaged:!!$50,000 to $74,999:","Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more","Total:!!Not mortgaged:!!$75,000 or more:","Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent","Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent","Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more","Total:!!Not mortgaged:!!Zero or negative income"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,546,233","1,077,143","38,180","60","474","37,646","50,073","450","2,360","47,263","74,248","2,947","10,964","60,337","144,002","13,993","45,014","84,995","765,357","451,373","232,620","81,364","5,283","469,090","47,382","5,424","7,647","34,311","54,657","24,482","17,019","13,156","53,369","40,144","8,639","4,586","78,156","71,887","4,897","1,372","229,578","226,907","1,648","1,023","5,948"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","951,516","620,947","21,919","0","201","21,718","26,119","215","565","25,339","38,887","647","2,814","35,426","76,629","5,242","21,406","49,981","454,254","268,820","133,198","52,236","3,139","330,569","24,825","422","1,160","23,243","36,372","2,884","8,594","24,894","30,619","9,333","10,821","10,465","50,225","32,542","13,040","4,643","184,929","173,377","8,741","2,811","3,599"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","287,111","182,907","8,339","0","139","8,200","10,234","358","745","9,131","15,695","1,100","3,029","11,566","30,900","4,912","12,789","13,199","116,530","81,678","28,915","5,937","1,209","104,204","11,894","1,570","2,133","8,191","13,187","7,294","3,754","2,139","14,347","11,628","2,256","463","18,912","18,221","431","260","44,234","43,855","379","0","1,630"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","132,936","100,122","2,973","0","0","2,973","3,486","175","159","3,152","3,037","0","130","2,907","8,681","456","2,492","5,733","81,649","47,705","22,328","11,616","296","32,814","2,548","237","148","2,163","3,149","1,108","717","1,324","2,661","1,537","557","567","3,196","2,629","451","116","20,689","20,022","469","198","571"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","5,772,329","3,270,319","189,207","690","1,390","187,127","253,461","4,855","18,872","229,734","307,983","19,157","67,718","221,108","572,307","106,749","218,401","247,157","1,924,443","1,221,646","515,983","186,814","22,918","2,502,010","345,843","50,991","49,531","245,321","384,922","183,838","96,437","104,647","318,686","223,313","64,569","30,804","435,227","380,706","39,203","15,318","968,057","938,057","21,061","8,939","49,275"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,642,126","1,684,488","82,633","128","832","81,673","107,801","2,487","9,384","95,930","137,334","10,779","37,903","88,652","262,852","58,875","113,809","90,168","1,084,924","790,030","231,033","63,861","8,944","957,638","130,318","22,031","27,073","81,214","139,016","85,436","35,056","18,524","121,010","102,197","14,282","4,531","167,752","159,337","6,426","1,989","378,295","374,425","2,886","984","21,247"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","306,653","196,857","7,460","0","0","7,460","8,475","13","122","8,340","12,222","490","686","11,046","23,737","1,352","3,410","18,975","143,349","62,716","45,230","35,403","1,614","109,796","11,892","1,827","1,897","8,168","10,282","3,846","1,890","4,546","10,037","6,514","2,109","1,414","19,420","16,337","1,892","1,191","56,076","55,145","757","174","2,089"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","498,872","319,104","14,793","8","87","14,698","22,544","887","1,761","19,896","26,412","1,951","7,578","16,883","63,133","16,440","24,895","21,798","190,719","135,506","46,640","8,573","1,503","179,768","22,404","3,110","4,783","14,511","26,738","17,240","6,233","3,265","24,108","21,076","2,056","976","34,021","32,716","968","337","69,030","68,675","132","223","3,467"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,370,654","2,065,190","84,373","199","955","83,219","120,082","3,040","13,214","103,828","160,380","14,397","36,954","109,029","310,129","68,987","111,339","129,803","1,375,444","894,462","359,925","121,057","14,782","1,305,464","144,962","14,286","17,489","113,187","158,562","57,788","50,252","50,522","159,926","99,624","42,632","17,670","233,809","195,009","30,632","8,168","591,427","572,949","13,723","4,755","16,778"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,905,849","1,224,548","55,374","443","527","54,404","98,193","3,428","17,588","77,177","114,517","20,547","45,549","48,421","234,714","103,077","99,154","32,483","716,102","588,627","104,859","22,616","5,648","681,301","85,167","11,409","19,921","53,837","102,763","63,108","28,467","11,188","95,093","84,032","9,954","1,107","140,090","136,581","2,765","744","250,490","249,586","714","190","7,698"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","935,111","562,854","20,143","69","287","19,787","36,101","616","5,321","30,164","50,279","5,001","19,365","25,913","101,915","34,370","44,137","23,408","352,489","274,825","64,153","13,511","1,927","372,257","40,468","4,845","6,968","28,655","52,904","23,748","17,063","12,093","50,281","40,523","7,697","2,061","73,799","70,320","2,976","503","151,495","150,597","716","182","3,310"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","776,740","450,043","18,091","13","45","18,033","28,192","488","4,381","23,323","39,408","5,191","13,463","20,754","78,420","23,079","31,297","24,044","283,783","208,790","61,853","13,140","2,149","326,697","35,362","3,594","6,854","24,914","46,236","21,076","16,093","9,067","45,327","35,698","7,851","1,778","65,117","59,580","4,395","1,142","130,907","130,083","660","164","3,748"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,225,996","699,673","41,894","90","522","41,282","56,151","1,975","9,476","44,700","72,364","10,158","28,643","33,563","127,155","46,832","56,208","24,115","397,482","318,251","65,718","13,513","4,627","526,323","90,728","18,411","20,783","51,534","85,923","56,379","20,046","9,498","71,838","66,181","4,519","1,138","98,511","95,446","2,636","429","170,542","169,577","748","217","8,781"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,200,910","638,189","42,442","77","392","41,973","50,167","990","7,445","41,732","63,402","6,118","19,493","37,791","120,504","32,978","53,400","34,126","356,168","272,956","64,317","18,895","5,506","562,721","105,775","29,144","21,309","55,322","95,275","68,932","16,787","9,556","77,488","70,108","5,180","2,200","92,469","88,441","2,541","1,487","183,109","182,175","711","223","8,605"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","444,231","268,067","12,589","0","31","12,558","18,615","327","2,316","15,972","24,301","3,275","6,293","14,733","42,044","12,585","16,429","13,030","169,026","117,642","40,812","10,572","1,492","176,164","24,037","3,107","4,213","16,717","26,630","12,906","7,041","6,683","26,449","19,827","5,232","1,390","34,349","30,914","3,135","300","62,110","61,667","375","68","2,589"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,597,663","1,142,247","42,053","381","248","41,424","43,816","517","2,753","40,546","62,378","2,842","6,699","52,837","134,609","16,105","42,689","75,815","853,639","537,984","228,167","87,488","5,752","455,416","44,498","1,778","5,098","37,622","45,298","15,003","14,668","15,627","43,049","28,647","10,759","3,643","72,250","65,490","5,526","1,234","244,312","239,801","3,450","1,061","6,009"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,742,436","1,183,875","39,571","287","0","39,284","46,994","477","1,325","45,192","59,082","1,663","4,993","52,426","123,914","7,950","28,062","87,902","910,488","514,877","268,070","127,541","3,826","558,561","48,365","831","1,732","45,802","58,878","7,959","12,990","37,929","54,612","19,013","21,863","13,736","83,362","56,453","20,087","6,822","307,100","291,915","12,239","2,946","6,244"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,966,347","1,749,747","82,434","222","945","81,267","127,293","3,860","15,303","108,130","166,049","17,429","56,753","91,867","317,415","107,116","134,449","75,850","1,047,916","800,644","200,267","47,005","8,640","1,216,600","154,581","13,748","24,251","116,582","182,860","84,008","61,363","37,489","176,252","134,297","33,282","8,673","234,340","217,934","13,871","2,535","451,511","447,079","3,371","1,061","17,056"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,665,101","1,070,517","29,816","195","65","29,556","53,123","845","4,001","48,277","76,704","5,147","18,238","53,319","163,559","28,802","67,106","67,651","744,094","517,791","182,792","43,511","3,221","594,584","52,721","4,494","7,537","40,690","69,699","26,154","23,428","20,117","75,515","54,463","15,851","5,201","112,800","105,015","6,760","1,025","278,841","276,164","1,802","875","5,008"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","787,068","382,770","29,491","0","227","29,264","34,301","587","5,188","28,526","42,794","5,424","17,483","19,887","70,537","24,727","30,313","15,497","204,133","163,829","33,680","6,624","1,514","404,298","79,748","21,002","18,319","40,427","75,281","54,879","14,638","5,764","58,322","52,236","4,825","1,261","66,216","64,461","1,688","67","116,860","116,456","278","126","7,871"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,698,595","1,037,513","45,722","195","660","44,867","72,071","2,031","10,179","59,861","100,817","12,473","37,984","50,360","192,274","65,318","84,983","41,973","621,796","487,540","108,991","25,265","4,833","661,082","89,230","13,488","20,105","55,637","100,178","58,658","27,311","14,209","91,307","77,793","10,841","2,673","127,685","123,490","2,611","1,584","244,206","242,401","940","865","8,476"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","311,861","171,044","5,998","16","0","5,982","10,638","76","959","9,603","17,373","813","5,393","11,167","30,478","5,430","11,819","13,229","105,860","71,835","26,718","7,307","697","140,817","20,073","3,177","3,814","13,082","22,461","12,714","6,095","3,652","18,101","14,485","3,072","544","28,756","27,296","936","524","49,058","48,708","322","28","2,368"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","532,582","317,750","9,467","23","47","9,397","17,489","443","1,913","15,133","24,027","1,790","6,870","15,367","52,548","11,501","23,569","17,478","212,322","151,194","49,703","11,425","1,897","214,832","23,254","2,561","4,385","16,308","29,265","13,265","10,056","5,944","27,779","20,671","5,613","1,495","40,900","38,393","1,989","518","91,289","90,110","1,020","159","2,345"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","704,548","476,072","24,552","80","274","24,198","35,281","454","1,879","32,948","39,607","1,419","7,728","30,460","76,796","11,785","28,414","36,597","295,731","194,993","79,011","21,727","4,105","228,476","25,519","3,613","4,864","17,042","31,298","15,219","9,853","6,226","25,185","21,627","2,761","797","40,710","38,487","1,884","339","100,988","100,073","446","469","4,776"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","397,225","249,835","7,916","43","0","7,873","7,531","41","378","7,112","14,652","469","2,403","11,780","32,283","3,320","9,278","19,685","187,111","109,716","58,445","18,950","342","147,390","12,690","782","673","11,235","17,689","3,396","4,507","9,786","15,998","5,828","6,635","3,535","25,520","17,608","6,625","1,287","73,809","70,521","2,998","290","1,684"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,252,974","1,448,109","42,842","282","157","42,403","57,592","576","1,302","55,714","74,390","2,411","5,347","66,632","161,115","10,212","31,410","119,493","1,106,552","556,997","352,070","197,485","5,618","804,865","65,720","2,122","2,556","61,042","79,287","9,404","10,213","59,670","79,030","18,303","26,808","33,919","116,152","55,077","42,021","19,054","454,697","418,011","30,866","5,820","9,979"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","579,708","305,211","20,115","496","0","19,619","26,172","573","2,176","23,423","35,867","3,022","11,790","21,055","52,104","12,958","24,737","14,409","167,190","127,288","31,269","8,633","3,763","274,497","50,430","10,414","10,780","29,236","41,497","28,029","9,718","3,750","37,032","33,650","3,010","372","50,331","48,294","1,789","248","89,022","88,548","385","89","6,185"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","4,239,037","2,468,659","94,337","202","461","93,674","121,373","2,336","7,798","111,239","155,029","9,570","34,508","110,951","320,080","61,059","93,309","165,712","1,763,858","980,338","457,041","326,479","13,982","1,770,378","178,802","16,033","16,257","146,512","197,811","60,012","45,578","92,221","187,792","96,166","42,367","49,259","294,671","203,797","56,784","34,090","887,909","812,353","52,884","22,672","23,393"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,794,211","1,732,746","89,278","589","1,364","87,325","131,049","3,298","15,996","111,755","159,746","16,557","53,870","89,319","296,173","94,411","125,034","76,728","1,046,255","798,950","200,164","47,141","10,245","1,061,465","157,570","28,623","35,651","93,296","174,898","111,419","43,544","19,935","145,065","129,340","12,049","3,676","191,064","184,558","4,667","1,839","377,306","375,224","1,636","446","15,562"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","203,549","107,271","2,587","30","27","2,530","6,259","68","1,070","5,121","7,409","633","2,281","4,495","15,329","3,257","7,288","4,784","75,224","52,708","16,903","5,613","463","96,278","11,628","1,743","2,112","7,773","11,007","5,409","3,146","2,452","10,852","8,577","1,901","374","19,158","18,364","737","57","42,174","41,958","70","146","1,459"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,246,486","1,992,732","90,664","27","764","89,873","135,600","3,385","19,720","112,495","184,072","24,612","71,263","88,197","350,367","129,462","149,382","71,523","1,224,567","969,284","208,966","46,317","7,462","1,253,754","154,324","17,773","28,271","108,280","184,392","92,895","59,251","32,246","179,507","146,389","26,465","6,653","239,479","226,658","10,517","2,304","480,964","475,993","4,013","958","15,088"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,013,837","544,779","28,825","278","219","28,328","41,560","820","5,738","35,002","54,900","6,773","19,004","29,123","104,808","35,776","45,407","23,625","311,824","241,941","57,251","12,632","2,862","469,058","68,640","14,230","16,031","38,379","75,619","49,100","18,704","7,815","67,129","58,941","6,757","1,431","88,770","85,112","3,008","650","162,394","160,608","1,070","716","6,506"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,086,030","705,869","28,853","131","399","28,323","39,598","392","1,730","37,476","53,572","1,977","9,567","42,028","107,429","12,468","36,307","58,654","473,445","281,686","142,855","48,904","2,972","380,161","48,024","5,191","5,961","36,872","49,780","18,503","15,457","15,820","51,618","34,847","11,602","5,169","64,240","58,279","4,776","1,185","161,259","158,846","1,787","626","5,240"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,657,478","2,141,815","92,428","321","655","91,452","121,283","2,151","12,449","106,683","167,219","17,669","47,484","102,066","332,948","99,686","132,139","101,123","1,418,983","1,036,564","296,329","86,090","8,954","1,515,663","186,643","18,010","35,083","133,550","215,507","94,258","70,652","50,597","205,246","153,033","38,714","13,499","270,444","248,443","17,716","4,285","615,899","608,455","5,903","1,541","21,924"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","278,449","189,190","4,639","43","0","4,596","9,459","346","59","9,054","12,187","606","1,086","10,495","29,521","3,071","6,967","19,483","132,180","76,433","38,588","17,159","1,204","89,259","8,786","104","435","8,247","10,283","915","3,942","5,426","9,888","4,468","4,103","1,317","14,493","10,942","2,771","780","44,721","43,470","923","328","1,088"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,471,296","841,677","52,308","378","311","51,619","66,979","1,388","8,437","57,154","84,245","8,417","31,698","44,130","156,337","53,691","65,820","36,826","477,622","374,392","80,599","22,631","4,186","629,619","99,777","20,783","23,578","55,416","100,459","70,604","20,795","9,060","87,883","79,964","5,837","2,082","120,215","117,184","1,467","1,564","211,343","209,993","728","622","9,942"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","247,630","135,365","4,261","11","16","4,234","9,098","147","1,087","7,864","11,997","966","4,422","6,609","24,756","5,386","11,220","8,150","84,885","58,420","22,118","4,347","368","112,265","12,087","1,097","2,606","8,384","14,866","6,787","4,642","3,437","14,055","11,057","1,979","1,019","20,493","18,631","1,445","417","49,238","48,536","671","31","1,526"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,869,046","1,097,102","57,192","199","1,402","55,591","87,376","3,096","14,052","70,228","108,935","12,885","37,852","58,198","198,758","63,311","82,834","52,613","636,943","481,550","126,756","28,637","7,898","771,944","113,969","23,862","29,810","60,297","120,369","84,878","25,484","10,007","108,650","97,932","8,411","2,307","146,701","142,448","3,452","801","268,897","267,047","1,617","233","13,358"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","6,761,002","3,824,607","158,908","468","1,133","157,307","222,536","4,218","13,368","204,950","289,608","15,570","54,424","219,614","567,718","89,851","207,162","270,705","2,564,017","1,613,610","718,386","232,021","21,820","2,936,395","371,842","53,575","67,236","251,031","384,282","179,792","111,544","92,946","357,798","263,805","66,109","27,884","518,410","456,216","48,657","13,537","1,257,639","1,224,855","26,906","5,878","46,424"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","768,062","534,310","17,265","251","157","16,857","24,479","505","1,479","22,495","31,945","1,658","6,829","23,458","88,004","13,038","35,921","39,045","370,662","247,419","99,337","23,906","1,955","233,752","20,661","1,701","3,867","15,093","23,672","13,343","6,815","3,514","25,012","21,178","2,726","1,108","41,221","39,180","1,861","180","119,927","118,942","524","461","3,259"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","196,291","118,730","3,741","0","64","3,677","7,615","74","870","6,671","8,699","135","1,831","6,733","19,320","2,723","7,317","9,280","79,113","49,602","22,481","7,030","242","77,561","8,936","690","930","7,316","9,884","2,591","3,023","4,270","10,114","5,861","2,915","1,338","14,440","11,533","2,531","376","33,290","32,341","771","178","897"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,252,170","1,531,811","54,881","353","837","53,691","76,770","1,760","7,777","67,233","101,706","7,538","23,507","70,661","200,164","41,890","71,383","86,891","1,090,219","706,273","285,114","98,832","8,071","720,359","81,227","14,860","16,044","50,323","94,932","52,463","25,816","16,653","86,666","71,110","11,745","3,811","120,219","112,034","6,714","1,471","329,851","326,215","2,254","1,382","7,464"
