"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003EA","B19081_003M","B19081_003MA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005EA","B19081_005M","B19081_005MA","B19081_006E","B19081_006M","B19081_006MA","B19081_006EA",
"Geography","Geographic Area Name","Estimate!!Quintile Means:!!Lowest Quintile","Annotation of Estimate!!Quintile Means:!!Lowest Quintile","Margin of Error!!Quintile Means:!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means:!!Lowest Quintile","Estimate!!Quintile Means:!!Second Quintile","Annotation of Estimate!!Quintile Means:!!Second Quintile","Margin of Error!!Quintile Means:!!Second Quintile","Annotation of Margin of Error!!Quintile Means:!!Second Quintile","Estimate!!Quintile Means:!!Third Quintile","Annotation of Estimate!!Quintile Means:!!Third Quintile","Margin of Error!!Quintile Means:!!Third Quintile","Annotation of Margin of Error!!Quintile Means:!!Third Quintile","Estimate!!Quintile Means:!!Fourth Quintile","Annotation of Estimate!!Quintile Means:!!Fourth Quintile","Margin of Error!!Quintile Means:!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means:!!Fourth Quintile","Estimate!!Quintile Means:!!Highest Quintile","Annotation of Estimate!!Quintile Means:!!Highest Quintile","Margin of Error!!Quintile Means:!!Highest Quintile","Annotation of Margin of Error!!Quintile Means:!!Highest Quintile","Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent",
"0400000US01","Alabama","11137","null","293","null","31534","null","492","null","54417","null","713","null","87743","null","1102","null","194783","null","3615","null","340996","11446","null","null",
"0400000US02","Alaska","16837","null","1325","null","48172","null","1906","null","78729","null","2504","null","121031","null","3259","null","237824","null","8420","null","380619","23045","null","null",
"0400000US04","Arizona","15838","null","376","null","42333","null","431","null","69087","null","616","null","105980","null","973","null","232648","null","4013","null","415144","12306","null","null",
"0400000US05","Arkansas","11438","null","400","null","31500","null","736","null","53108","null","988","null","83780","null","1228","null","185803","null","4127","null","329386","13016","null","null",
"0400000US06","California","16575","null","217","null","49717","null","335","null","85605","null","498","null","135916","null","657","null","316951","null","2592","null","571211","7493","null","null",
"0400000US08","Colorado","18797","null","494","null","50325","null","691","null","82601","null","894","null","126946","null","1192","null","274583","null","4747","null","486502","14435","null","null",
"0400000US09","Connecticut","16539","null","537","null","48210","null","866","null","84270","null","990","null","133469","null","1668","null","317556","null","6875","null","596845","21330","null","null",
"0400000US10","Delaware","16374","null","891","null","44592","null","1257","null","71589","null","1828","null","110620","null","2910","null","234988","null","13396","null","405211","47913","null","null",
"0400000US11","District of Columbia","11531","null","1339","null","50020","null","2526","null","91811","null","2916","null","157612","null","5035","null","383304","null","18652","null","694671","60775","null","null",
"0400000US12","Florida","13877","null","191","null","38016","null","320","null","63330","null","425","null","98958","null","746","null","233684","null","2988","null","436219","9495","null","null",
"0400000US13","Georgia","14062","null","343","null","39621","null","551","null","67065","null","649","null","104836","null","994","null","236542","null","4819","null","423553","14622","null","null",
"0400000US15","Hawaii","17476","null","1250","null","52147","null","1607","null","85181","null","1738","null","130979","null","2516","null","272972","null","9516","null","465118","29971","null","null",
"0400000US16","Idaho","16483","null","795","null","42404","null","1235","null","67081","null","1534","null","100192","null","1830","null","223615","null","10762","null","418289","34803","null","null",
"0400000US17","Illinois","14381","null","315","null","42319","null","456","null","72413","null","542","null","113688","null","710","null","256567","null","3863","null","461458","12538","null","null",
"0400000US18","Indiana","14943","null","328","null","38945","null","495","null","63091","null","639","null","95573","null","960","null","200661","null","3830","null","346248","12220","null","null",
"0400000US19","Iowa","15850","null","446","null","40758","null","663","null","65956","null","742","null","99447","null","1007","null","210483","null","5678","null","372563","18744","null","null",
"0400000US20","Kansas","14962","null","501","null","39602","null","716","null","64371","null","802","null","99255","null","1019","null","214709","null","5677","null","381969","19249","null","null",
"0400000US21","Kentucky","11356","null","336","null","32525","null","549","null","56008","null","619","null","88356","null","941","null","192927","null","4072","null","341277","13387","null","null",
"0400000US22","Louisiana","9799","null","364","null","29417","null","696","null","52751","null","908","null","86888","null","1335","null","199095","null","4405","null","350118","12919","null","null",
"0400000US23","Maine","14580","null","608","null","38990","null","1182","null","65581","null","1332","null","100101","null","1583","null","219528","null","8895","null","401099","29969","null","null",
"0400000US24","Maryland","18459","null","530","null","53971","null","790","null","90346","null","1008","null","140013","null","1255","null","296998","null","5432","null","512227","17936","null","null",
"0400000US25","Massachusetts","16040","null","421","null","50598","null","840","null","90296","null","1205","null","144566","null","1590","null","322443","null","4254","null","566762","12870","null","null",
"0400000US26","Michigan","14040","null","287","null","38377","null","362","null","63763","null","483","null","98913","null","701","null","215373","null","2441","null","379855","8142","null","null",
"0400000US27","Minnesota","18888","null","321","null","48551","null","538","null","78229","null","753","null","119000","null","975","null","251857","null","3591","null","439236","12228","null","null",
"0400000US28","Mississippi","9738","null","419","null","28055","null","569","null","49085","null","967","null","80285","null","1478","null","173076","null","4921","null","300597","16264","null","null",
"0400000US29","Missouri","14092","null","331","null","37447","null","441","null","62122","null","623","null","95911","null","912","null","215027","null","3546","null","388700","11579","null","null",
"0400000US30","Montana","15165","null","739","null","38467","null","1143","null","63211","null","1441","null","97681","null","2257","null","220891","null","11653","null","399224","36947","null","null",
"0400000US31","Nebraska","15569","null","598","null","41180","null","900","null","67248","null","1053","null","102568","null","1411","null","219478","null","5840","null","391315","18751","null","null",
"0400000US32","Nevada","13542","null","582","null","39494","null","838","null","66595","null","1058","null","103255","null","1476","null","226918","null","6584","null","403819","20977","null","null",
"0400000US33","New Hampshire","21308","null","805","null","54067","null","1221","null","88393","null","1724","null","131496","null","2272","null","264274","null","9456","null","451371","29056","null","null",
"0400000US34","New Jersey","17674","null","454","null","51934","null","694","null","89698","null","816","null","142779","null","1342","null","322668","null","4522","null","571255","14465","null","null",
"0400000US35","New Mexico","10472","null","569","null","31865","null","1110","null","54874","null","1252","null","89251","null","1878","null","198485","null","6934","null","343386","22865","null","null",
"0400000US36","New York","13103","null","186","null","41686","null","351","null","74648","null","531","null","121782","null","792","null","297440","null","3603","null","554810","10882","null","null",
"0400000US37","North Carolina","13483","null","346","null","36919","null","455","null","62337","null","562","null","98086","null","783","null","223195","null","3121","null","400277","9672","null","null",
"0400000US38","North Dakota","14823","null","1097","null","39580","null","1535","null","66638","null","2005","null","101137","null","2745","null","211149","null","9802","null","368575","29506","null","null",
"0400000US39","Ohio","13425","null","246","null","37398","null","360","null","62559","null","415","null","97203","null","516","null","212277","null","2712","null","377012","8902","null","null",
"0400000US40","Oklahoma","12364","null","339","null","33648","null","451","null","56244","null","598","null","87858","null","966","null","187038","null","3160","null","320039","9840","null","null",
"0400000US41","Oregon","15707","null","517","null","43105","null","738","null","71736","null","1023","null","110448","null","1374","null","237317","null","4702","null","409985","14667","null","null",
"0400000US42","Pennsylvania","14457","null","191","null","40643","null","362","null","69160","null","472","null","108107","null","691","null","236810","null","1962","null","416013","6392","null","null",
"0400000US44","Rhode Island","14411","null","844","null","43150","null","1777","null","74564","null","2287","null","117087","null","3003","null","246506","null","10521","null","420855","32246","null","null",
"0400000US45","South Carolina","12455","null","373","null","35422","null","586","null","59381","null","717","null","93065","null","1108","null","207577","null","4653","null","372525","14612","null","null",
"0400000US46","South Dakota","16033","null","865","null","40635","null","1130","null","66053","null","1460","null","96525","null","1771","null","211724","null","12122","null","395871","40710","null","null",
"0400000US47","Tennessee","13098","null","300","null","35905","null","560","null","59864","null","683","null","93661","null","857","null","216358","null","4763","null","399912","15996","null","null",
"0400000US48","Texas","14492","null","196","null","39970","null","310","null","67377","null","469","null","106857","null","618","null","239642","null","2217","null","426589","7253","null","null",
"0400000US49","Utah","20292","null","800","null","51412","null","938","null","79877","null","1058","null","117948","null","1517","null","255850","null","7153","null","462782","23928","null","null",
"0400000US50","Vermont","16523","null","927","null","43579","null","1615","null","72422","null","1873","null","108309","null","2299","null","231648","null","9730","null","397533","28889","null","null",
"0400000US51","Virginia","17214","null","355","null","47856","null","511","null","81493","null","691","null","128604","null","942","null","281270","null","3036","null","483144","10038","null","null",
"0400000US53","Washington","18741","null","457","null","51434","null","656","null","85151","null","850","null","131965","null","1118","null","294454","null","4891","null","520392","14926","null","null",
"0400000US54","West Virginia","10555","null","456","null","29853","null","888","null","51651","null","1125","null","83127","null","1453","null","186283","null","6386","null","337547","21531","null","null",
"0400000US55","Wisconsin","16220","null","344","null","41858","null","453","null","67596","null","596","null","102206","null","756","null","213641","null","3380","null","373977","11342","null","null",
"0400000US56","Wyoming","14437","null","1089","null","39254","null","2052","null","65707","null","2408","null","99072","null","2979","null","216086","null","17211","null","397621","61349","null","null",
"0400000US72","Puerto Rico","3170","null","188","null","12392","null","282","null","22477","null","475","null","38671","null","762","null","100552","null","3389","null","189106","10910","null","null",
"0500000US01003","Baldwin County, Alabama","16294","null","2418","null","41166","null","3290","null","65154","null","4540","null","98002","null","6661","null","215554","null","23091","null","394382","77150","null","null",
"0500000US01015","Calhoun County, Alabama","8634","null","1665","null","24167","null","2932","null","46832","null","5348","null","76811","null","5531","null","139255","null","11733","null","218400","26229","null","null",
"0500000US01043","Cullman County, Alabama","14413","null","2667","null","34379","null","3368","null","55049","null","5189","null","88483","null","8766","null","168237","null","16140","null","249512","36458","null","null",
"0500000US01049","DeKalb County, Alabama","10858","null","1575","null","24197","null","3672","null","43234","null","5927","null","74854","null","8212","null","193123","null","62944","null","394756","233076","null","null",
"0500000US01051","Elmore County, Alabama","14240","null","3049","null","36657","null","3558","null","57920","null","6308","null","92157","null","8363","null","177318","null","24834","null","310637","84994","null","null",
"0500000US01055","Etowah County, Alabama","10174","null","1336","null","27098","null","2975","null","45404","null","3540","null","68979","null","5005","null","141621","null","16783","null","225182","51550","null","null",
"0500000US01069","Houston County, Alabama","10422","null","1047","null","28498","null","1630","null","46857","null","2935","null","76281","null","4612","null","182483","null","18199","null","331498","59337","null","null",
"0500000US01073","Jefferson County, Alabama","11087","null","940","null","32835","null","1549","null","55897","null","1815","null","90774","null","3016","null","220618","null","12599","null","403143","36569","null","null",
"0500000US01077","Lauderdale County, Alabama","11164","null","2349","null","31307","null","3662","null","50487","null","4786","null","81749","null","7406","null","169899","null","18075","null","274750","47716","null","null",
"0500000US01081","Lee County, Alabama","7656","null","2459","null","30633","null","3830","null","53585","null","5179","null","85346","null","6056","null","189417","null","21184","null","332206","62214","null","null",
"0500000US01083","Limestone County, Alabama","15592","null","2833","null","41342","null","5392","null","69053","null","9499","null","115569","null","10812","null","222696","null","45283","null","379364","162434","null","null",
"0500000US01089","Madison County, Alabama","18017","null","1862","null","47166","null","2518","null","78830","null","3567","null","120874","null","5785","null","265082","null","23220","null","467407","68668","null","null",
"0500000US01095","Marshall County, Alabama","10474","null","2307","null","28704","null","3540","null","50060","null","5081","null","81248","null","7692","null","186280","null","35890","null","327224","123719","null","null",
"0500000US01097","Mobile County, Alabama","10247","null","1059","null","30412","null","1614","null","49874","null","2463","null","80058","null","3970","null","168533","null","8935","null","276073","23354","null","null",
"0500000US01101","Montgomery County, Alabama","9661","null","1491","null","27731","null","2417","null","50011","null","3216","null","80942","null","4230","null","180409","null","18160","null","316007","60961","null","null",
"0500000US01103","Morgan County, Alabama","11907","null","2028","null","31800","null","3308","null","56138","null","4513","null","90834","null","6355","null","188382","null","22686","null","314274","75734","null","null",
"0500000US01115","St. Clair County, Alabama","15102","null","3707","null","37395","null","4910","null","60821","null","7263","null","94018","null","7667","null","188027","null","39700","null","338415","141842","null","null",
"0500000US01117","Shelby County, Alabama","17951","null","2984","null","53708","null","4004","null","85225","null","4518","null","127999","null","6499","null","266474","null","20815","null","452429","55986","null","null",
"0500000US01121","Talladega County, Alabama","8292","null","1928","null","23905","null","3499","null","45595","null","5864","null","74180","null","6729","null","145669","null","15448","null","218024","28440","null","null",
"0500000US01125","Tuscaloosa County, Alabama","11142","null","1956","null","32094","null","2777","null","56769","null","3818","null","93016","null","6726","null","205262","null","18474","null","353008","52008","null","null",
"0500000US02020","Anchorage Municipality, Alaska","19257","null","2916","null","54090","null","3683","null","87329","null","4782","null","132890","null","5651","null","258226","null","17142","null","421884","47442","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","15672","null","5154","null","47138","null","5064","null","73938","null","6663","null","113244","null","11197","null","211099","null","20112","null","302995","38735","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","17875","null","2218","null","51754","null","3109","null","80905","null","3954","null","117690","null","6158","null","235364","null","18120","null","385709","48257","null","null",
"0500000US04001","Apache County, Arizona","2940","null","1305","null","18801","null","3211","null","40180","null","4124","null","67851","null","6442","null","172210","null","58070","null","338583","217735","null","null",
"0500000US04003","Cochise County, Arizona","10564","null","1874","null","33530","null","3617","null","57048","null","3626","null","86096","null","5852","null","153632","null","11751","null","214820","25833","null","null",
"0500000US04005","Coconino County, Arizona","11347","null","2225","null","36903","null","4465","null","66078","null","4960","null","109028","null","8273","null","222490","null","21461","null","354659","60806","null","null",
"0500000US04013","Maricopa County, Arizona","18587","null","518","null","47588","null","564","null","76537","null","742","null","115575","null","1194","null","258624","null","5832","null","469553","17566","null","null",
"0500000US04015","Mohave County, Arizona","10039","null","1515","null","27041","null","2239","null","46944","null","4395","null","75522","null","5272","null","169426","null","15103","null","299967","45682","null","null",
"0500000US04017","Navajo County, Arizona","8912","null","1695","null","28081","null","2724","null","48369","null","3105","null","73127","null","4509","null","141135","null","10585","null","203378","19296","null","null",
"0500000US04019","Pima County, Arizona","13549","null","877","null","36215","null","1199","null","61031","null","1800","null","96015","null","2218","null","208162","null","9308","null","359032","30122","null","null",
"0500000US04021","Pinal County, Arizona","18228","null","1615","null","45993","null","2390","null","70862","null","2876","null","102852","null","3774","null","185979","null","10094","null","287946","31582","null","null",
"0500000US04025","Yavapai County, Arizona","14630","null","1454","null","37140","null","2492","null","57770","null","2949","null","88694","null","4932","null","174943","null","10887","null","271832","26758","null","null",
"0500000US04027","Yuma County, Arizona","14041","null","2180","null","36768","null","2873","null","57815","null","3443","null","84859","null","5027","null","171980","null","15163","null","291815","46443","null","null",
"0500000US05007","Benton County, Arkansas","22926","null","2194","null","51985","null","2212","null","78518","null","2989","null","116980","null","5902","null","252865","null","17029","null","427988","48224","null","null",
"0500000US05031","Craighead County, Arkansas","10667","null","2287","null","27990","null","4198","null","50504","null","6519","null","88556","null","9770","null","188214","null","20926","null","274303","25395","null","null",
"0500000US05045","Faulkner County, Arkansas","10829","null","2746","null","32963","null","4377","null","56862","null","4210","null","86272","null","5129","null","183361","null","21835","null","306446","69869","null","null",
"0500000US05051","Garland County, Arkansas","11579","null","2105","null","29417","null","3126","null","48824","null","3922","null","81457","null","6512","null","158985","null","23366","null","269392","81429","null","null",
"0500000US05069","Jefferson County, Arkansas","11583","null","2336","null","29160","null","5157","null","49410","null","6025","null","74208","null","6600","null","151820","null","18583","null","229723","50888","null","null",
"0500000US05085","Lonoke County, Arkansas","13693","null","4569","null","41944","null","4645","null","64808","null","5704","null","101030","null","8304","null","195923","null","28153","null","326678","87723","null","null",
"0500000US05119","Pulaski County, Arkansas","11186","null","1365","null","32228","null","2075","null","53762","null","2833","null","90576","null","4255","null","234011","null","19782","null","466276","59683","null","null",
"0500000US05125","Saline County, Arkansas","18006","null","3250","null","47353","null","3676","null","69064","null","3972","null","100546","null","6686","null","180759","null","16050","null","284020","47983","null","null",
"0500000US05131","Sebastian County, Arkansas","8339","null","2278","null","29246","null","3470","null","48619","null","3221","null","75398","null","6832","null","193422","null","27085","null","352050","59754","null","null",
"0500000US05143","Washington County, Arkansas","15101","null","2189","null","38318","null","3533","null","64707","null","4549","null","94008","null","4382","null","207891","null","21270","null","366171","65314","null","null",
"0500000US05145","White County, Arkansas","12515","null","2275","null","33163","null","3658","null","52148","null","4589","null","78851","null","6886","null","168106","null","26250","null","293119","84136","null","null",
"0500000US06001","Alameda County, California","19760","null","951","null","62962","null","1929","null","110866","null","2695","null","181639","null","3498","null","374636","null","9463","null","612914","27351","null","null",
"0500000US06007","Butte County, California","13701","null","1705","null","37805","null","2735","null","65184","null","3432","null","100815","null","5092","null","226192","null","35207","null","401726","123030","null","null",
"0500000US06013","Contra Costa County, California","22580","null","1504","null","66155","null","2471","null","112510","null","3388","null","175817","null","4660","null","388561","null","15727","null","671848","42303","null","null",
"0500000US06017","El Dorado County, California","18954","null","3706","null","58006","null","5010","null","92339","null","6174","null","145155","null","8534","null","340733","null","38080","null","586089","107157","null","null",
"0500000US06019","Fresno County, California","12132","null","927","null","37303","null","1558","null","63743","null","1880","null","101368","null","3078","null","221624","null","11305","null","382493","37716","null","null",
"0500000US06023","Humboldt County, California","12557","null","2065","null","33496","null","3244","null","54897","null","4484","null","84661","null","6090","null","191479","null","18266","null","333908","45387","null","null",
"0500000US06025","Imperial County, California","11333","null","1914","null","31321","null","4114","null","53426","null","5967","null","91021","null","9933","null","162939","null","13643","null","243984","20692","null","null",
"0500000US06029","Kern County, California","13304","null","1077","null","34413","null","1413","null","58536","null","2754","null","96433","null","4068","null","199911","null","9753","null","326299","26560","null","null",
"0500000US06031","Kings County, California","14411","null","2747","null","39812","null","4662","null","63408","null","4296","null","92262","null","7602","null","178693","null","15596","null","279000","44027","null","null",
"0500000US06033","Lake County, California","11943","null","3458","null","36271","null","5408","null","60895","null","5173","null","91078","null","7939","null","207080","null","34766","null","371674","103748","null","null",
"0500000US06037","Los Angeles County, California","13798","null","351","null","43656","null","607","null","77607","null","763","null","123602","null","1074","null","288489","null","4718","null","521967","13311","null","null",
"0500000US06039","Madera County, California","9768","null","1830","null","33071","null","5064","null","61871","null","5018","null","101647","null","9498","null","249356","null","49170","null","473416","176407","null","null",
"0500000US06041","Marin County, California","21973","null","2629","null","67306","null","5434","null","121375","null","6840","null","213311","null","12583","null","549552","null","35503","null","952925","73825","null","null",
"0500000US06045","Mendocino County, California","11237","null","2689","null","33721","null","5056","null","61404","null","7870","null","100469","null","10315","null","215821","null","39495","null","408190","133302","null","null",
"0500000US06047","Merced County, California","9797","null","1549","null","30789","null","2786","null","54952","null","3149","null","84984","null","4881","null","186807","null","26766","null","327796","100623","null","null",
"0500000US06053","Monterey County, California","20555","null","1773","null","52746","null","2563","null","82898","null","2964","null","124794","null","4904","null","285225","null","25427","null","528732","80017","null","null",
"0500000US06055","Napa County, California","19625","null","3306","null","59511","null","5325","null","99185","null","6730","null","154845","null","7578","null","343028","null","35826","null","629747","117858","null","null",
"0500000US06057","Nevada County, California","13475","null","2679","null","43183","null","6354","null","80353","null","6057","null","130107","null","11603","null","285153","null","37863","null","492856","109348","null","null",
"0500000US06059","Orange County, California","19993","null","926","null","60398","null","1480","null","100804","null","1639","null","156046","null","2158","null","342491","null","9828","null","608377","31025","null","null",
"0500000US06061","Placer County, California","24083","null","1969","null","63586","null","3453","null","103932","null","3917","null","156579","null","6033","null","308718","null","14973","null","513995","44157","null","null",
"0500000US06065","Riverside County, California","17939","null","721","null","47766","null","1229","null","79081","null","1590","null","119620","null","1743","null","246057","null","8371","null","425076","27823","null","null",
"0500000US06067","Sacramento County, California","16541","null","910","null","48232","null","1434","null","80320","null","1933","null","120845","null","2282","null","246941","null","10445","null","415975","33456","null","null",
"0500000US06069","San Benito County, California","26433","null","4352","null","62192","null","7335","null","104164","null","11860","null","151058","null","11335","null","273660","null","26805","null","406817","36169","null","null",
"0500000US06071","San Bernardino County, California","16469","null","863","null","46072","null","1379","null","75137","null","1778","null","111923","null","2311","null","224705","null","7564","null","382860","24915","null","null",
"0500000US06073","San Diego County, California","18476","null","818","null","54546","null","1207","null","90891","null","1255","null","139796","null","1863","null","303546","null","10119","null","532424","31687","null","null",
"0500000US06075","San Francisco County, California","15507","null","1520","null","60684","null","3380","null","122485","null","4671","null","208245","null","7368","null","502622","null","23248","null","896454","63124","null","null",
"0500000US06077","San Joaquin County, California","17020","null","1487","null","49366","null","2498","null","80894","null","2715","null","121992","null","4290","null","238544","null","10724","null","384859","32559","null","null",
"0500000US06079","San Luis Obispo County, California","17859","null","2624","null","49379","null","3105","null","81346","null","4081","null","129005","null","6155","null","272671","null","19322","null","455180","56780","null","null",
"0500000US06081","San Mateo County, California","27641","null","1951","null","76736","null","2968","null","133756","null","3791","null","219688","null","6031","null","543907","null","22337","null","969437","56671","null","null",
"0500000US06083","Santa Barbara County, California","15943","null","1487","null","50719","null","2929","null","85425","null","3714","null","136178","null","5740","null","333734","null","20543","null","637100","61980","null","null",
"0500000US06085","Santa Clara County, California","28086","null","1264","null","82391","null","2016","null","142436","null","2656","null","228849","null","4178","null","505859","null","10929","null","846384","30367","null","null",
"0500000US06087","Santa Cruz County, California","21380","null","2859","null","59869","null","4380","null","97505","null","6229","null","159753","null","7903","null","364266","null","26206","null","616754","70736","null","null",
"0500000US06089","Shasta County, California","14680","null","1842","null","36351","null","3165","null","62019","null","4419","null","95895","null","4788","null","221090","null","23994","null","417880","79783","null","null",
"0500000US06095","Solano County, California","19225","null","2287","null","54187","null","2740","null","87885","null","2768","null","128868","null","3800","null","251156","null","16449","null","407722","60168","null","null",
"0500000US06097","Sonoma County, California","20369","null","1976","null","57465","null","2914","null","94983","null","3172","null","145643","null","3964","null","309556","null","18799","null","545310","58948","null","null",
"0500000US06099","Stanislaus County, California","16672","null","1496","null","45993","null","2568","null","74449","null","2795","null","110691","null","3562","null","226716","null","13300","null","390166","42267","null","null",
"0500000US06101","Sutter County, California","15635","null","3455","null","39866","null","5234","null","64069","null","5820","null","90747","null","6556","null","193282","null","21749","null","317481","65033","null","null",
"0500000US06103","Tehama County, California","9350","null","2492","null","26778","null","5452","null","49520","null","8239","null","76842","null","11497","null","160643","null","20943","null","261252","55366","null","null",
"0500000US06107","Tulare County, California","12439","null","1693","null","36733","null","2308","null","58487","null","2868","null","89119","null","4202","null","189245","null","10799","null","311568","27889","null","null",
"0500000US06111","Ventura County, California","22479","null","1392","null","59261","null","2301","null","96539","null","2455","null","143674","null","3236","null","305791","null","14226","null","545420","43333","null","null",
"0500000US06113","Yolo County, California","12900","null","2268","null","44737","null","3612","null","77791","null","4625","null","123075","null","5352","null","287933","null","28341","null","499603","87272","null","null",
"0500000US06115","Yuba County, California","14954","null","3589","null","39527","null","5643","null","63215","null","5964","null","93739","null","9103","null","198310","null","44988","null","347278","152311","null","null",
"0500000US08001","Adams County, Colorado","19803","null","1905","null","50345","null","2290","null","80959","null","3329","null","116936","null","4178","null","218031","null","12624","null","347231","41096","null","null",
"0500000US08005","Arapahoe County, Colorado","20889","null","1579","null","53129","null","1907","null","85713","null","2543","null","132084","null","3171","null","291466","null","13155","null","534705","39335","null","null",
"0500000US08013","Boulder County, Colorado","18381","null","1895","null","52328","null","2972","null","91953","null","4756","null","150418","null","5529","null","344268","null","21303","null","630089","64569","null","null",
"0500000US08014","Broomfield County, Colorado","29541","null","3430","null","68323","null","4805","null","107299","null","7255","null","163116","null","11933","null","332151","null","36099","null","550012","96855","null","null",
"0500000US08031","Denver County, Colorado","16221","null","1115","null","49065","null","1979","null","81742","null","2435","null","130167","null","3814","null","298416","null","13495","null","542117","39387","null","null",
"0500000US08035","Douglas County, Colorado","38728","null","2947","null","87783","null","3345","null","130002","null","3956","null","182764","null","6158","null","352954","null","22285","null","569962","62136","null","null",
"0500000US08041","El Paso County, Colorado","21768","null","1426","null","51482","null","1805","null","79384","null","2242","null","118540","null","3304","null","232827","null","10523","null","381445","32254","null","null",
"0500000US08059","Jefferson County, Colorado","22878","null","1745","null","58449","null","2589","null","94559","null","2485","null","139896","null","3437","null","284974","null","11454","null","481087","33387","null","null",
"0500000US08069","Larimer County, Colorado","18206","null","2166","null","49907","null","2300","null","78960","null","3187","null","122582","null","5087","null","258544","null","21010","null","437238","66654","null","null",
"0500000US08077","Mesa County, Colorado","16157","null","2057","null","38907","null","3841","null","64523","null","4568","null","100806","null","6951","null","224185","null","28348","null","404127","92064","null","null",
"0500000US08101","Pueblo County, Colorado","8900","null","1553","null","30886","null","2835","null","56630","null","3477","null","88578","null","4925","null","191591","null","20930","null","339803","67694","null","null",
"0500000US08123","Weld County, Colorado","19303","null","1944","null","52814","null","2867","null","85754","null","3381","null","122639","null","4307","null","235801","null","14667","null","385946","41520","null","null",
"0500000US09001","Fairfield County, Connecticut","17934","null","1132","null","54582","null","1847","null","100538","null","2892","null","170639","null","4806","null","469137","null","17621","null","907078","51590","null","null",
"0500000US09003","Hartford County, Connecticut","15701","null","1103","null","46386","null","1442","null","80637","null","2060","null","126067","null","2577","null","266207","null","9040","null","457061","27194","null","null",
"0500000US09005","Litchfield County, Connecticut","19512","null","2850","null","53791","null","3111","null","84914","null","4228","null","130221","null","6696","null","280297","null","29154","null","513868","94659","null","null",
"0500000US09007","Middlesex County, Connecticut","22926","null","2778","null","62009","null","3933","null","94962","null","4965","null","142161","null","7952","null","283510","null","22730","null","484670","60602","null","null",
"0500000US09009","New Haven County, Connecticut","14879","null","1168","null","42991","null","1660","null","76220","null","2332","null","120667","null","3121","null","264033","null","14034","null","467659","45624","null","null",
"0500000US09011","New London County, Connecticut","18972","null","1584","null","47189","null","3764","null","80200","null","4284","null","122430","null","5190","null","237361","null","13318","null","387221","40809","null","null",
"0500000US09013","Tolland County, Connecticut","13899","null","2226","null","43282","null","5408","null","81683","null","6654","null","132115","null","8030","null","249955","null","21342","null","384783","50590","null","null",
"0500000US09015","Windham County, Connecticut","15099","null","2815","null","44570","null","5180","null","72610","null","5205","null","106644","null","7097","null","204121","null","22661","null","318219","73371","null","null",
"0500000US10001","Kent County, Delaware","16389","null","1900","null","41941","null","3045","null","65270","null","4233","null","95621","null","5052","null","174551","null","12041","null","265985","35116","null","null",
"0500000US10003","New Castle County, Delaware","16455","null","1152","null","46057","null","1882","null","74711","null","2298","null","118651","null","3826","null","254296","null","23022","null","451304","81314","null","null",
"0500000US10005","Sussex County, Delaware","16247","null","2038","null","43798","null","2422","null","70303","null","3378","null","107198","null","4847","null","229695","null","16682","null","381077","52433","null","null",
"0500000US11001","District of Columbia, District of Columbia","11531","null","1339","null","50020","null","2526","null","91811","null","2916","null","157612","null","5035","null","383304","null","18652","null","694671","60775","null","null",
"0500000US12001","Alachua County, Florida","10470","null","1648","null","30983","null","2267","null","57201","null","4128","null","96294","null","5083","null","235989","null","24711","null","441077","81130","null","null",
"0500000US12005","Bay County, Florida","17185","null","2308","null","42043","null","2857","null","60897","null","2577","null","94059","null","6936","null","177980","null","11462","null","269198","30687","null","null",
"0500000US12009","Brevard County, Florida","14924","null","1008","null","38379","null","1699","null","64804","null","2596","null","101935","null","3871","null","226806","null","27959","null","415717","106711","null","null",
"0500000US12011","Broward County, Florida","13648","null","742","null","38549","null","1058","null","65982","null","1561","null","104295","null","2071","null","241931","null","9667","null","440663","30300","null","null",
"0500000US12015","Charlotte County, Florida","14898","null","1975","null","36699","null","2827","null","58975","null","3727","null","87217","null","4419","null","184045","null","13318","null","319537","38888","null","null",
"0500000US12017","Citrus County, Florida","10307","null","1812","null","29143","null","2403","null","47952","null","4136","null","77304","null","4303","null","163386","null","21693","null","301235","79771","null","null",
"0500000US12019","Clay County, Florida","21114","null","3065","null","50229","null","4205","null","77516","null","4498","null","109812","null","6223","null","191188","null","13565","null","278954","27301","null","null",
"0500000US12021","Collier County, Florida","19751","null","1595","null","46790","null","3279","null","75659","null","3626","null","122875","null","7160","null","354381","null","28996","null","724445","95953","null","null",
"0500000US12023","Columbia County, Florida","12661","null","3540","null","34054","null","3994","null","54398","null","5046","null","86203","null","7384","null","179600","null","50344","null","328537","187935","null","null",
