"GEO_ID","NAME","B19083_001E","B19083_001EA","B19083_001M","B19083_001MA",
"0500000US08001","Adams County, Colorado","0.4089","null","0.0143","null",
"0500000US08005","Arapahoe County, Colorado","0.4622","null","0.0119","null",
"0500000US08013","Boulder County, Colorado","0.4950","null","0.0168","null",
"0500000US08014","Broomfield County, Colorado","0.4309","null","0.0259","null",
"0500000US08031","Denver County, Colorado","0.4864","null","0.0113","null",
"0500000US08035","Douglas County, Colorado","0.3933","null","0.0155","null",
"0500000US08041","El Paso County, Colorado","0.4181","null","0.0113","null",
"0500000US08059","Jefferson County, Colorado","0.4351","null","0.0122","null",
"0500000US08069","Larimer County, Colorado","0.4523","null","0.0211","null",
"0500000US08077","Mesa County, Colorado","0.4672","null","0.0321","null",
"0500000US08101","Pueblo County, Colorado","0.4857","null","0.0282","null",
"0500000US08123","Weld County, Colorado","0.4185","null","0.0156","null",
"0500000US09001","Fairfield County, Connecticut","0.5462","null","0.0092","null",
"0500000US09003","Hartford County, Connecticut","0.4681","null","0.0091","null",
"0500000US09005","Litchfield County, Connecticut","0.4569","null","0.0244","null",
"0500000US09007","Middlesex County, Connecticut","0.4287","null","0.0195","null",
"0500000US09009","New Haven County, Connecticut","0.4804","null","0.0126","null",
"0500000US09011","New London County, Connecticut","0.4351","null","0.0154","null",
"0500000US09013","Tolland County, Connecticut","0.4593","null","0.0234","null",
"0500000US09015","Windham County, Connecticut","0.4259","null","0.0288","null",
"0500000US10001","Kent County, Delaware","0.4022","null","0.0189","null",
"0500000US10003","New Castle County, Delaware","0.4656","null","0.0233","null",
"0500000US10005","Sussex County, Delaware","0.4516","null","0.0196","null",
"0500000US11001","District of Columbia, District of Columbia","0.5305","null","0.0129","null",
"0500000US12001","Alachua County, Florida","0.5211","null","0.0257","null",
"0500000US12005","Bay County, Florida","0.4080","null","0.0190","null",
"0500000US12009","Brevard County, Florida","0.4745","null","0.0330","null",
"0500000US12011","Broward County, Florida","0.4885","null","0.0109","null",
"0500000US12015","Charlotte County, Florida","0.4408","null","0.0187","null",
"0500000US12017","Citrus County, Florida","0.4698","null","0.0357","null",
"0500000US12019","Clay County, Florida","0.3791","null","0.0200","null",
"0500000US12021","Collier County, Florida","0.5290","null","0.0204","null",
"0500000US12023","Columbia County, Florida","0.4576","null","0.0736","null",
"0500000US12031","Duval County, Florida","0.4753","null","0.0141","null",
"0500000US12033","Escambia County, Florida","0.4636","null","0.0188","null",
"0500000US12035","Flagler County, Florida","0.4222","null","0.0209","null",
"0500000US12053","Hernando County, Florida","0.4422","null","0.0355","null",
"0500000US12055","Highlands County, Florida","0.4222","null","0.0369","null",
"0500000US12057","Hillsborough County, Florida","0.4832","null","0.0137","null",
"0500000US12061","Indian River County, Florida","0.4650","null","0.0315","null",
"0500000US12069","Lake County, Florida","0.4221","null","0.0193","null",
"0500000US12071","Lee County, Florida","0.4923","null","0.0173","null",
"0500000US12073","Leon County, Florida","0.4756","null","0.0170","null",
"0500000US12081","Manatee County, Florida","0.4563","null","0.0185","null",
"0500000US12083","Marion County, Florida","0.4412","null","0.0207","null",
"0500000US12085","Martin County, Florida","0.5390","null","0.0302","null",
"0500000US12086","Miami-Dade County, Florida","0.5156","null","0.0083","null",
"0500000US12087","Monroe County, Florida","0.5394","null","0.0442","null",
"0500000US12089","Nassau County, Florida","0.4540","null","0.0564","null",
"0500000US12091","Okaloosa County, Florida","0.4363","null","0.0196","null",
"0500000US12095","Orange County, Florida","0.4873","null","0.0146","null",
"0500000US12097","Osceola County, Florida","0.4325","null","0.0236","null",
"0500000US12099","Palm Beach County, Florida","0.5209","null","0.0092","null",
"0500000US12101","Pasco County, Florida","0.4715","null","0.0187","null",
"0500000US12103","Pinellas County, Florida","0.4951","null","0.0119","null",
"0500000US12105","Polk County, Florida","0.4532","null","0.0174","null",
"0500000US12107","Putnam County, Florida","0.4758","null","0.0319","null",
"0500000US12109","St. Johns County, Florida","0.4496","null","0.0237","null",
"0500000US12111","St. Lucie County, Florida","0.4244","null","0.0339","null",
"0500000US12113","Santa Rosa County, Florida","0.4040","null","0.0290","null",
"0500000US12115","Sarasota County, Florida","0.4942","null","0.0202","null",
"0500000US12117","Seminole County, Florida","0.4557","null","0.0159","null",
"0500000US12119","Sumter County, Florida","0.4431","null","0.0504","null",
"0500000US12127","Volusia County, Florida","0.4463","null","0.0168","null",
"0500000US12131","Walton County, Florida","0.5971","null","0.0821","null",
"0500000US13013","Barrow County, Georgia","0.3992","null","0.0337","null",
"0500000US13015","Bartow County, Georgia","0.4129","null","0.0360","null",
"0500000US13021","Bibb County, Georgia","0.5103","null","0.0316","null",
"0500000US13031","Bulloch County, Georgia","0.4362","null","0.0380","null",
"0500000US13045","Carroll County, Georgia","0.4591","null","0.0422","null",
"0500000US13047","Catoosa County, Georgia","0.4314","null","0.0425","null",
"0500000US13051","Chatham County, Georgia","0.4772","null","0.0249","null",
"0500000US13057","Cherokee County, Georgia","0.4137","null","0.0284","null",
"0500000US13059","Clarke County, Georgia","0.4621","null","0.0289","null",
"0500000US13063","Clayton County, Georgia","0.4400","null","0.0300","null",
"0500000US13067","Cobb County, Georgia","0.4492","null","0.0163","null",
"0500000US13073","Columbia County, Georgia","0.4185","null","0.0296","null",
"0500000US13077","Coweta County, Georgia","0.3944","null","0.0172","null",
"0500000US13089","DeKalb County, Georgia","0.4927","null","0.0128","null",
"0500000US13095","Dougherty County, Georgia","0.5152","null","0.0540","null",
"0500000US13097","Douglas County, Georgia","0.4577","null","0.0540","null",
"0500000US13103","Effingham County, Georgia","0.4023","null","0.0423","null",
"0500000US13113","Fayette County, Georgia","0.4649","null","0.0277","null",
"0500000US13115","Floyd County, Georgia","0.4466","null","0.0358","null",
"0500000US13117","Forsyth County, Georgia","0.3960","null","0.0228","null",
"0500000US13121","Fulton County, Georgia","0.5184","null","0.0118","null",
"0500000US13127","Glynn County, Georgia","0.5023","null","0.0517","null",
"0500000US13135","Gwinnett County, Georgia","0.4450","null","0.0195","null",
"0500000US13139","Hall County, Georgia","0.4507","null","0.0237","null",
"0500000US13151","Henry County, Georgia","0.3895","null","0.0230","null",
"0500000US13153","Houston County, Georgia","0.4278","null","0.0369","null",
"0500000US13157","Jackson County, Georgia","0.4234","null","0.0290","null",
"0500000US13179","Liberty County, Georgia","0.4224","null","0.0294","null",
"0500000US13185","Lowndes County, Georgia","0.5155","null","0.0341","null",
"0500000US13215","Muscogee County, Georgia","0.4859","null","0.0352","null",
"0500000US13217","Newton County, Georgia","0.3676","null","0.0262","null",
"0500000US13223","Paulding County, Georgia","0.3480","null","0.0291","null",
"0500000US13245","Richmond County, Georgia","0.4910","null","0.0256","null",
"0500000US13247","Rockdale County, Georgia","0.4775","null","0.0575","null",
"0500000US13255","Spalding County, Georgia","0.4785","null","0.0707","null",
"0500000US13285","Troup County, Georgia","0.4355","null","0.0336","null",
"0500000US13295","Walker County, Georgia","0.4295","null","0.0306","null",
"0500000US13297","Walton County, Georgia","0.4377","null","0.0366","null",
"0500000US13313","Whitfield County, Georgia","0.4441","null","0.0324","null",
"0500000US15001","Hawaii County, Hawaii","0.4953","null","0.0341","null",
"0500000US15003","Honolulu County, Hawaii","0.4405","null","0.0098","null",
"0500000US15007","Kauai County, Hawaii","0.4529","null","0.0384","null",
"0500000US15009","Maui County, Hawaii","0.4825","null","0.0227","null",
"0500000US16001","Ada County, Idaho","0.4731","null","0.0254","null",
"0500000US16005","Bannock County, Idaho","0.4329","null","0.0344","null",
"0500000US16019","Bonneville County, Idaho","0.4445","null","0.0418","null",
"0500000US16027","Canyon County, Idaho","0.4138","null","0.0279","null",
"0500000US16055","Kootenai County, Idaho","0.4515","null","0.0345","null",
"0500000US16083","Twin Falls County, Idaho","0.4877","null","0.0538","null",
"0500000US17019","Champaign County, Illinois","0.4807","null","0.0204","null",
"0500000US17031","Cook County, Illinois","0.5072","null","0.0055","null",
"0500000US17037","DeKalb County, Illinois","0.4515","null","0.0370","null",
"0500000US17043","DuPage County, Illinois","0.4614","null","0.0085","null",
"0500000US17089","Kane County, Illinois","0.4228","null","0.0157","null",
"0500000US17091","Kankakee County, Illinois","0.4416","null","0.0286","null",
"0500000US17093","Kendall County, Illinois","0.3783","null","0.0371","null",
"0500000US17097","Lake County, Illinois","0.4804","null","0.0136","null",
"0500000US17099","LaSalle County, Illinois","0.4514","null","0.0247","null",
"0500000US17111","McHenry County, Illinois","0.4308","null","0.0185","null",
"0500000US17113","McLean County, Illinois","0.4807","null","0.0300","null",
"0500000US17115","Macon County, Illinois","0.4987","null","0.0335","null",
"0500000US17119","Madison County, Illinois","0.4410","null","0.0181","null",
"0500000US17143","Peoria County, Illinois","0.4782","null","0.0216","null",
"0500000US17161","Rock Island County, Illinois","0.4480","null","0.0334","null",
"0500000US17163","St. Clair County, Illinois","0.4337","null","0.0148","null",
"0500000US17167","Sangamon County, Illinois","0.4633","null","0.0228","null",
"0500000US17179","Tazewell County, Illinois","0.4305","null","0.0236","null",
"0500000US17183","Vermilion County, Illinois","0.4481","null","0.0312","null",
"0500000US17197","Will County, Illinois","0.4127","null","0.0114","null",
"0500000US17199","Williamson County, Illinois","0.4409","null","0.0241","null",
"0500000US17201","Winnebago County, Illinois","0.4527","null","0.0150","null",
"0500000US18003","Allen County, Indiana","0.4336","null","0.0162","null",
"0500000US18005","Bartholomew County, Indiana","0.4260","null","0.0330","null",
"0500000US18011","Boone County, Indiana","0.4292","null","0.0468","null",
"0500000US18019","Clark County, Indiana","0.4439","null","0.0295","null",
"0500000US18035","Delaware County, Indiana","0.4513","null","0.0245","null",
"0500000US18039","Elkhart County, Indiana","0.4258","null","0.0264","null",
"0500000US18043","Floyd County, Indiana","0.4158","null","0.0206","null",
"0500000US18053","Grant County, Indiana","0.4352","null","0.0361","null",
"0500000US18057","Hamilton County, Indiana","0.4520","null","0.0287","null",
"0500000US18059","Hancock County, Indiana","0.3447","null","0.0301","null",
"0500000US18063","Hendricks County, Indiana","0.3575","null","0.0228","null",
"0500000US18067","Howard County, Indiana","0.4407","null","0.0378","null",
"0500000US18081","Johnson County, Indiana","0.4276","null","0.0320","null",
"0500000US18085","Kosciusko County, Indiana","0.4004","null","0.0301","null",
"0500000US18089","Lake County, Indiana","0.4565","null","0.0154","null",
"0500000US18091","LaPorte County, Indiana","0.4206","null","0.0300","null",
"0500000US18095","Madison County, Indiana","0.4307","null","0.0215","null",
"0500000US18097","Marion County, Indiana","0.4584","null","0.0113","null",
"0500000US18105","Monroe County, Indiana","0.5144","null","0.0289","null",
"0500000US18109","Morgan County, Indiana","0.4059","null","0.0291","null",
"0500000US18127","Porter County, Indiana","0.4431","null","0.0291","null",
"0500000US18141","St. Joseph County, Indiana","0.4745","null","0.0215","null",
"0500000US18157","Tippecanoe County, Indiana","0.4664","null","0.0252","null",
"0500000US18163","Vanderburgh County, Indiana","0.4256","null","0.0203","null",
"0500000US18167","Vigo County, Indiana","0.4634","null","0.0321","null",
"0500000US18177","Wayne County, Indiana","0.5001","null","0.0760","null",
"0500000US19013","Black Hawk County, Iowa","0.4519","null","0.0271","null",
"0500000US19049","Dallas County, Iowa","0.4443","null","0.0286","null",
"0500000US19061","Dubuque County, Iowa","0.4443","null","0.0343","null",
"0500000US19103","Johnson County, Iowa","0.4997","null","0.0526","null",
"0500000US19113","Linn County, Iowa","0.4512","null","0.0206","null",
"0500000US19153","Polk County, Iowa","0.4316","null","0.0128","null",
"0500000US19155","Pottawattamie County, Iowa","0.4411","null","0.0298","null",
"0500000US19163","Scott County, Iowa","0.5027","null","0.0345","null",
"0500000US19169","Story County, Iowa","0.4688","null","0.0348","null",
"0500000US19193","Woodbury County, Iowa","0.4311","null","0.0284","null",
"0500000US20015","Butler County, Kansas","0.4153","null","0.0403","null",
"0500000US20045","Douglas County, Kansas","0.4628","null","0.0263","null",
"0500000US20091","Johnson County, Kansas","0.4546","null","0.0173","null",
"0500000US20103","Leavenworth County, Kansas","0.4129","null","0.0306","null",
"0500000US20161","Riley County, Kansas","0.4988","null","0.0345","null",
"0500000US20173","Sedgwick County, Kansas","0.4556","null","0.0173","null",
"0500000US20177","Shawnee County, Kansas","0.4521","null","0.0191","null",
"0500000US20209","Wyandotte County, Kansas","0.4326","null","0.0261","null",
"0500000US21015","Boone County, Kentucky","0.4079","null","0.0299","null",
"0500000US21029","Bullitt County, Kentucky","0.3944","null","0.0286","null",
"0500000US21037","Campbell County, Kentucky","0.5024","null","0.0333","null",
"0500000US21047","Christian County, Kentucky","0.3909","null","0.0229","null",
"0500000US21059","Daviess County, Kentucky","0.4604","null","0.0318","null",
"0500000US21067","Fayette County, Kentucky","0.4906","null","0.0195","null",
"0500000US21093","Hardin County, Kentucky","0.4016","null","0.0230","null",
"0500000US21111","Jefferson County, Kentucky","0.4811","null","0.0125","null",
"0500000US21117","Kenton County, Kentucky","0.4296","null","0.0198","null",
"0500000US21145","McCracken County, Kentucky","0.4800","null","0.0384","null",
"0500000US21151","Madison County, Kentucky","0.4389","null","0.0356","null",
"0500000US21185","Oldham County, Kentucky","0.4212","null","0.0359","null",
"0500000US21199","Pulaski County, Kentucky","0.4742","null","0.0357","null",
"0500000US21227","Warren County, Kentucky","0.4515","null","0.0278","null",
"0500000US22005","Ascension Parish, Louisiana","0.4332","null","0.0459","null",
"0500000US22015","Bossier Parish, Louisiana","0.4359","null","0.0243","null",
"0500000US22017","Caddo Parish, Louisiana","0.5159","null","0.0328","null",
"0500000US22019","Calcasieu Parish, Louisiana","0.4761","null","0.0304","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","0.5264","null","0.0161","null",
"0500000US22045","Iberia Parish, Louisiana","0.4770","null","0.0744","null",
"0500000US22051","Jefferson Parish, Louisiana","0.4774","null","0.0176","null",
"0500000US22055","Lafayette Parish, Louisiana","0.4849","null","0.0211","null",
"0500000US22057","Lafourche Parish, Louisiana","0.4601","null","0.0322","null",
"0500000US22063","Livingston Parish, Louisiana","0.4110","null","0.0292","null",
"0500000US22071","Orleans Parish, Louisiana","0.5664","null","0.0125","null",
"0500000US22073","Ouachita Parish, Louisiana","0.5059","null","0.0277","null",
"0500000US22079","Rapides Parish, Louisiana","0.4929","null","0.0302","null",
"0500000US22097","St. Landry Parish, Louisiana","0.5356","null","0.0411","null",
"0500000US22103","St. Tammany Parish, Louisiana","0.4973","null","0.0267","null",
"0500000US22105","Tangipahoa Parish, Louisiana","0.4855","null","0.0611","null",
"0500000US22109","Terrebonne Parish, Louisiana","0.4775","null","0.0478","null",
"0500000US23001","Androscoggin County, Maine","0.4435","null","0.0380","null",
"0500000US23003","Aroostook County, Maine","0.4412","null","0.0323","null",
"0500000US23005","Cumberland County, Maine","0.4863","null","0.0204","null",
"0500000US23011","Kennebec County, Maine","0.4102","null","0.0167","null",
"0500000US23019","Penobscot County, Maine","0.4564","null","0.0265","null",
"0500000US23031","York County, Maine","0.4371","null","0.0252","null",
"0500000US24001","Allegany County, Maryland","0.4593","null","0.0347","null",
"0500000US24003","Anne Arundel County, Maryland","0.4264","null","0.0127","null",
"0500000US24005","Baltimore County, Maryland","0.4581","null","0.0112","null",
"0500000US24009","Calvert County, Maryland","0.3841","null","0.0280","null",
"0500000US24013","Carroll County, Maryland","0.4084","null","0.0260","null",
"0500000US24015","Cecil County, Maryland","0.4090","null","0.0274","null",
"0500000US24017","Charles County, Maryland","0.3828","null","0.0214","null",
"0500000US24021","Frederick County, Maryland","0.4095","null","0.0172","null",
"0500000US24025","Harford County, Maryland","0.4141","null","0.0159","null",
"0500000US24027","Howard County, Maryland","0.4256","null","0.0318","null",
"0500000US24031","Montgomery County, Maryland","0.4826","null","0.0116","null",
"0500000US24033","Prince George's County, Maryland","0.4178","null","0.0118","null",
"0500000US24037","St. Mary's County, Maryland","0.3972","null","0.0279","null",
"0500000US24043","Washington County, Maryland","0.4669","null","0.0307","null",
"0500000US24045","Wicomico County, Maryland","0.4473","null","0.0438","null",
"0500000US24510","Baltimore city, Maryland","0.5129","null","0.0146","null",
"0500000US25001","Barnstable County, Massachusetts","0.4661","null","0.0179","null",
"0500000US25003","Berkshire County, Massachusetts","0.5204","null","0.0335","null",
"0500000US25005","Bristol County, Massachusetts","0.4571","null","0.0140","null",
"0500000US25009","Essex County, Massachusetts","0.4729","null","0.0097","null",
"0500000US25011","Franklin County, Massachusetts","0.4190","null","0.0228","null",
"0500000US25013","Hampden County, Massachusetts","0.4769","null","0.0148","null",
"0500000US25015","Hampshire County, Massachusetts","0.4612","null","0.0248","null",
"0500000US25017","Middlesex County, Massachusetts","0.4752","null","0.0070","null",
"0500000US25021","Norfolk County, Massachusetts","0.4948","null","0.0121","null",
"0500000US25023","Plymouth County, Massachusetts","0.4676","null","0.0140","null",
"0500000US25025","Suffolk County, Massachusetts","0.5293","null","0.0113","null",
"0500000US25027","Worcester County, Massachusetts","0.4494","null","0.0113","null",
"0500000US26005","Allegan County, Michigan","0.4138","null","0.0338","null",
"0500000US26017","Bay County, Michigan","0.4427","null","0.0488","null",
"0500000US26021","Berrien County, Michigan","0.5118","null","0.0285","null",
"0500000US26025","Calhoun County, Michigan","0.4580","null","0.0266","null",
"0500000US26037","Clinton County, Michigan","0.4129","null","0.0308","null",
"0500000US26045","Eaton County, Michigan","0.4096","null","0.0223","null",
"0500000US26049","Genesee County, Michigan","0.4593","null","0.0179","null",
"0500000US26055","Grand Traverse County, Michigan","0.4293","null","0.0379","null",
"0500000US26065","Ingham County, Michigan","0.4834","null","0.0250","null",
"0500000US26067","Ionia County, Michigan","0.3751","null","0.0202","null",
"0500000US26075","Jackson County, Michigan","0.4493","null","0.0251","null",
"0500000US26077","Kalamazoo County, Michigan","0.4470","null","0.0144","null",
"0500000US26081","Kent County, Michigan","0.4434","null","0.0155","null",
"0500000US26087","Lapeer County, Michigan","0.4092","null","0.0284","null",
"0500000US26091","Lenawee County, Michigan","0.4316","null","0.0292","null",
"0500000US26093","Livingston County, Michigan","0.4102","null","0.0253","null",
"0500000US26099","Macomb County, Michigan","0.4327","null","0.0107","null",
"0500000US26103","Marquette County, Michigan","0.4228","null","0.0282","null",
"0500000US26111","Midland County, Michigan","0.4600","null","0.0254","null",
"0500000US26115","Monroe County, Michigan","0.4173","null","0.0258","null",
"0500000US26117","Montcalm County, Michigan","0.3909","null","0.0230","null",
"0500000US26121","Muskegon County, Michigan","0.4212","null","0.0211","null",
"0500000US26125","Oakland County, Michigan","0.4660","null","0.0082","null",
"0500000US26139","Ottawa County, Michigan","0.4408","null","0.0288","null",
"0500000US26145","Saginaw County, Michigan","0.4638","null","0.0166","null",
"0500000US26147","St. Clair County, Michigan","0.4114","null","0.0205","null",
"0500000US26155","Shiawassee County, Michigan","0.3969","null","0.0194","null",
"0500000US26159","Van Buren County, Michigan","0.4219","null","0.0201","null",
"0500000US26161","Washtenaw County, Michigan","0.4892","null","0.0143","null",
"0500000US26163","Wayne County, Michigan","0.4942","null","0.0089","null",
"0500000US27003","Anoka County, Minnesota","0.3919","null","0.0138","null",
