"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Unmarried partner","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Other nonrelatives","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,885,371","1,828,328","733,323","215,848","75,621","672,003","47,170","468,805","116,942","1,169,192","261,320","596,170","255,832","1,274,206","1,058,517","2.67","3.28","","10,373,321","3,885,371","1,824,024","220,137","3,233,175","861,890","348,724","","4,126,647","1,543,490","2,017,349","71,670","97,995","396,143","4,414,457","1,437,433","1,957,326","106,420","350,824","562,454","","132,163","48,429","32","50","12","87","28","","258,581","93,950","","15,323","19,237","14,340","45,050","93,950","61,417","62,083","","2,764,900","169,951","137,929","1,148,968","604,382","703,670","","7,075,856","309,555","522,434","1,925,348","1,406,605","576,689","1,426,415","908,810","6,243,867","2,335,225","","8,038,160","613,810","","10,438,528","1,297,020","2,529,703","112,511","6,455,588","683,665","1,453,237","500,844","","10,509,834","9,040,081","1,469,753","1,419,743","652,277","767,466","489,980","277,486","50,010","","10,625,615","9,531,960","9,375,016","5,783,881","3,591,135","156,944","1,093,655","","1,093,655","513,871","579,784","","1,250,599","156,944","38,450","118,494","1,093,655","296,096","797,559","","1,093,655","93,035","340,421","111,519","3,734","526,391","18,555","","9,981,897","8,557,217","1,424,680","541,595","801,066","336,524","262,064","65,598","250,954","112,346","110,596","27,127","","10,625,615","966,978","34,160","14,479","14,294","61,036","888,659","133,215","22,104","670,010","23,826","17,945","733,593","237,777","8,116","37,303","108,837","15,852","42,079","112,308","173,891","6,790","199,921","42,279","12,476","13,441","46,387","140,261","","3,885,371","3,619,549","3,350,271"
"    Percent","","3,885,371","47.1%","18.9%","5.6%","1.9%","17.3%","1.2%","12.1%","3.0%","30.1%","6.7%","15.3%","6.6%","32.8%","27.2%","(X)","(X)","","10,373,321","37.5%","17.6%","2.1%","31.2%","8.3%","3.4%","","4,126,647","37.4%","48.9%","1.7%","2.4%","9.6%","4,414,457","32.6%","44.3%","2.4%","7.9%","12.7%","","132,163","36.6%","(X)","(X)","(X)","(X)","(X)","","258,581","36.3%","","5.9%","7.4%","5.5%","17.4%","93,950","65.4%","66.1%","","2,764,900","6.1%","5.0%","41.6%","21.9%","25.5%","","7,075,856","4.4%","7.4%","27.2%","19.9%","8.2%","20.2%","12.8%","88.2%","33.0%","","8,038,160","7.6%","","10,438,528","12.4%","2,529,703","4.4%","6,455,588","10.6%","1,453,237","34.5%","","10,509,834","86.0%","14.0%","13.5%","6.2%","7.3%","4.7%","2.6%","0.5%","","10,625,615","89.7%","88.2%","54.4%","33.8%","1.5%","10.3%","","1,093,655","47.0%","53.0%","","1,250,599","156,944","24.5%","75.5%","1,093,655","27.1%","72.9%","","1,093,655","8.5%","31.1%","10.2%","0.3%","48.1%","1.7%","","9,981,897","85.7%","14.3%","5.4%","8.0%","3.4%","2.6%","0.7%","2.5%","1.1%","1.1%","0.3%","","10,625,615","9.1%","0.3%","0.1%","0.1%","0.6%","8.4%","1.3%","0.2%","6.3%","0.2%","0.2%","6.9%","2.2%","0.1%","0.4%","1.0%","0.1%","0.4%","1.1%","1.6%","0.1%","1.9%","0.4%","0.1%","0.1%","0.4%","1.3%","","3,885,371","93.2%","86.2%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","478,413","244,142","87,916","31,804","10,983","85,742","5,682","56,748","19,617","116,725","16,032","59,494","31,340","149,671","182,711","2.95","3.51","","1,410,960","478,413","243,985","31,955","389,333","197,286","69,988","","596,500","225,405","301,960","6,692","14,469","47,974","594,246","177,808","289,269","8,052","56,130","62,987","","18,827","5,389","31","59","10","86","45","","53,227","11,415","","1,989","2,053","1,530","5,843","11,415","6,689","8,550","","330,798","21,553","17,050","133,486","64,651","94,058","","1,020,422","34,792","39,676","273,929","209,523","112,084","226,399","124,019","945,954","350,418","","1,095,135","96,692","","1,395,191","159,392","310,795","9,720","819,557","64,166","264,839","85,506","","1,435,962","1,245,626","190,336","175,466","111,064","64,402","9,170","55,232","14,870","","1,453,498","1,188,757","1,143,444","768,620","374,824","45,313","264,741","","264,741","157,353","107,388","","310,054","45,313","12,884","32,429","264,741","62,098","202,643","","264,741","12,423","204,763","1,977","27,914","12,677","4,987","","1,365,731","1,012,068","353,663","152,929","31,421","6,896","16,494","3,092","291,243","139,832","14,505","3,109","","1,453,498","18,598","2,392","1,934","3,054","6,752","62,389","19,310","2,808","83,362","2,739","2,554","63,327","30,272","931","10,233","12,894","49,481","6,442","5,837","13,857","632","4,195","9,575","2,522","1,825","4,297","2,667","","478,413","447,987","424,234"
"    Percent","","478,413","51.0%","18.4%","6.6%","2.3%","17.9%","1.2%","11.9%","4.1%","24.4%","3.4%","12.4%","6.6%","31.3%","38.2%","(X)","(X)","","1,410,960","33.9%","17.3%","2.3%","27.6%","14.0%","5.0%","","596,500","37.8%","50.6%","1.1%","2.4%","8.0%","594,246","29.9%","48.7%","1.4%","9.4%","10.6%","","18,827","28.6%","(X)","(X)","(X)","(X)","(X)","","53,227","21.4%","","3.7%","3.9%","2.9%","11.0%","11,415","58.6%","74.9%","","330,798","6.5%","5.2%","40.4%","19.5%","28.4%","","1,020,422","3.4%","3.9%","26.8%","20.5%","11.0%","22.2%","12.2%","92.7%","34.3%","","1,095,135","8.8%","","1,395,191","11.4%","310,795","3.1%","819,557","7.8%","264,839","32.3%","","1,435,962","86.7%","13.3%","12.2%","7.7%","4.5%","0.6%","3.8%","1.0%","","1,453,498","81.8%","78.7%","52.9%","25.8%","3.1%","18.2%","","264,741","59.4%","40.6%","","310,054","45,313","28.4%","71.6%","264,741","23.5%","76.5%","","264,741","4.7%","77.3%","0.7%","10.5%","4.8%","1.9%","","1,365,731","74.1%","25.9%","11.2%","2.3%","0.5%","1.2%","0.2%","21.3%","10.2%","1.1%","0.2%","","1,453,498","1.3%","0.2%","0.1%","0.2%","0.5%","4.3%","1.3%","0.2%","5.7%","0.2%","0.2%","4.4%","2.1%","0.1%","0.7%","0.9%","3.4%","0.4%","0.4%","1.0%","0.0%","0.3%","0.7%","0.2%","0.1%","0.3%","0.2%","","478,413","93.6%","88.7%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","657,101","361,619","146,016","40,671","14,083","111,189","9,531","78,157","25,919","143,622","24,389","87,808","44,417","212,709","199,139","2.71","3.26","","1,782,529","657,101","362,159","40,368","549,123","102,813","70,965","","718,870","222,139","391,656","6,675","16,902","81,498","714,683","174,738","385,491","8,811","53,944","91,699","","23,634","4,818","24","57","7","106","28","","33,000","11,722","","1,799","3,149","2,323","4,451","11,722","6,952","8,678","","470,269","23,311","24,176","208,196","105,505","109,081","","1,185,197","37,930","66,753","314,521","303,274","117,437","231,259","114,023","1,080,514","345,282","","1,347,869","118,808","","1,789,734","244,431","457,984","21,427","1,048,554","123,764","283,196","99,240","","1,790,148","1,500,966","289,182","282,842","148,374","134,468","54,116","80,352","6,340","","1,811,617","1,707,261","1,686,746","830,808","855,938","20,515","104,356","","104,356","45,344","59,012","","124,871","20,515","4,303","16,212","104,356","24,361","79,995","","104,356","13,454","19,250","3,024","712","62,594","5,322","","1,696,648","1,513,877","182,771","62,846","136,997","49,447","21,333","5,008","15,607","5,459","8,834","2,932","","1,811,617","106,420","4,555","5,284","31,540","30,849","321,036","39,225","8,891","297,647","4,690","4,286","165,573","56,875","1,522","51,588","21,739","6,696","9,080","16,831","57,041","942","3,906","48,024","13,053","4,702","24,985","1,012","","657,101","619,106","578,535"
"    Percent","","657,101","55.0%","22.2%","6.2%","2.1%","16.9%","1.5%","11.9%","3.9%","21.9%","3.7%","13.4%","6.8%","32.4%","30.3%","(X)","(X)","","1,782,529","36.9%","20.3%","2.3%","30.8%","5.8%","4.0%","","718,870","30.9%","54.5%","0.9%","2.4%","11.3%","714,683","24.4%","53.9%","1.2%","7.5%","12.8%","","23,634","20.4%","(X)","(X)","(X)","(X)","(X)","","33,000","35.5%","","5.5%","9.5%","7.0%","13.5%","11,722","59.3%","74.0%","","470,269","5.0%","5.1%","44.3%","22.4%","23.2%","","1,185,197","3.2%","5.6%","26.5%","25.6%","9.9%","19.5%","9.6%","91.2%","29.1%","","1,347,869","8.8%","","1,789,734","13.7%","457,984","4.7%","1,048,554","11.8%","283,196","35.0%","","1,790,148","83.8%","16.2%","15.8%","8.3%","7.5%","3.0%","4.5%","0.4%","","1,811,617","94.2%","93.1%","45.9%","47.2%","1.1%","5.8%","","104,356","43.5%","56.5%","","124,871","20,515","21.0%","79.0%","104,356","23.3%","76.7%","","104,356","12.9%","18.4%","2.9%","0.7%","60.0%","5.1%","","1,696,648","89.2%","10.8%","3.7%","8.1%","2.9%","1.3%","0.3%","0.9%","0.3%","0.5%","0.2%","","1,811,617","5.9%","0.3%","0.3%","1.7%","1.7%","17.7%","2.2%","0.5%","16.4%","0.3%","0.2%","9.1%","3.1%","0.1%","2.8%","1.2%","0.4%","0.5%","0.9%","3.1%","0.1%","0.2%","2.7%","0.7%","0.3%","1.4%","0.1%","","657,101","94.2%","88.0%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,930,255","2,306,333","914,650","315,524","103,594","919,509","54,513","675,859","189,675","1,388,889","253,375","807,270","391,450","1,470,835","1,440,516","2.54","3.21","","12,531,764","4,930,255","2,301,806","320,016","3,799,606","817,526","362,555","","5,119,731","1,965,259","2,514,045","71,134","134,085","435,208","5,328,712","1,756,511","2,444,584","91,400","450,481","585,736","","153,901","49,744","28","51","7","85","32","","246,901","71,278","","14,107","14,101","11,782","31,288","71,278","46,363","46,590","","3,182,797","207,835","150,935","1,287,115","690,035","846,877","","8,764,878","398,851","486,470","2,226,182","1,761,534","722,272","1,910,757","1,258,812","7,879,557","3,169,569","","9,915,792","537,552","","12,646,857","1,425,464","2,883,610","105,655","7,811,554","700,483","1,951,693","619,326","","12,683,449","11,145,413","1,538,036","1,476,834","954,289","522,545","322,033","200,512","61,202","","12,821,813","11,018,479","10,862,745","8,606,836","2,255,909","155,734","1,803,334","","1,803,334","948,862","854,472","","1,959,068","155,734","40,082","115,652","1,803,334","365,397","1,437,937","","1,803,334","367,778","556,374","77,625","4,159","777,750","19,648","","12,076,132","9,269,230","2,806,902","1,026,708","1,627,789","615,567","677,697","223,454","363,091","145,199","138,325","42,488","","12,821,813","449,237","98,030","92,655","41,163","138,437","767,416","200,730","31,698","2,151,981","89,107","44,210","1,397,290","719,470","74,215","141,310","825,037","10,422","105,957","68,314","143,048","32,766","129,295","236,844","32,746","54,259","47,720","38,168","","4,930,255","4,567,827","4,285,367"
"    Percent","","4,930,255","46.8%","18.6%","6.4%","2.1%","18.7%","1.1%","13.7%","3.8%","28.2%","5.1%","16.4%","7.9%","29.8%","29.2%","(X)","(X)","","12,531,764","39.3%","18.4%","2.6%","30.3%","6.5%","2.9%","","5,119,731","38.4%","49.1%","1.4%","2.6%","8.5%","5,328,712","33.0%","45.9%","1.7%","8.5%","11.0%","","153,901","32.3%","(X)","(X)","(X)","(X)","(X)","","246,901","28.9%","","5.7%","5.7%","4.8%","12.7%","71,278","65.0%","65.4%","","3,182,797","6.5%","4.7%","40.4%","21.7%","26.6%","","8,764,878","4.6%","5.6%","25.4%","20.1%","8.2%","21.8%","14.4%","89.9%","36.2%","","9,915,792","5.4%","","12,646,857","11.3%","2,883,610","3.7%","7,811,554","9.0%","1,951,693","31.7%","","12,683,449","87.9%","12.1%","11.6%","7.5%","4.1%","2.5%","1.6%","0.5%","","12,821,813","85.9%","84.7%","67.1%","17.6%","1.2%","14.1%","","1,803,334","52.6%","47.4%","","1,959,068","155,734","25.7%","74.3%","1,803,334","20.3%","79.7%","","1,803,334","20.4%","30.9%","4.3%","0.2%","43.1%","1.1%","","12,076,132","76.8%","23.2%","8.5%","13.5%","5.1%","5.6%","1.9%","3.0%","1.2%","1.1%","0.4%","","12,821,813","3.5%","0.8%","0.7%","0.3%","1.1%","6.0%","1.6%","0.2%","16.8%","0.7%","0.3%","10.9%","5.6%","0.6%","1.1%","6.4%","0.1%","0.8%","0.5%","1.1%","0.3%","1.0%","1.8%","0.3%","0.4%","0.4%","0.3%","","4,930,255","92.6%","86.9%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,622,601","1,258,384","478,486","190,343","66,746","480,337","37,134","352,815","95,403","693,537","137,388","409,119","200,161","802,098","749,843","2.50","3.10","","6,569,246","2,622,601","1,256,576","192,067","1,943,974","351,784","202,244","","2,671,403","925,648","1,337,330","30,221","74,119","304,085","2,766,125","799,132","1,318,650","39,750","239,450","369,143","","82,749","29,700","34","53","11","97","23","","122,072","52,200","","9,145","11,563","8,869","22,623","52,200","32,579","35,930","","1,665,485","98,380","84,768","708,307","363,570","410,460","","4,501,214","159,466","301,014","1,485,995","897,667","403,773","797,977","455,322","4,040,734","1,253,299","","5,154,502","364,706","","6,655,804","906,129","1,588,458","78,398","4,042,719","478,708","1,024,627","349,023","","6,676,820","5,737,813","939,007","913,795","517,766","396,029","251,654","144,375","25,212","","6,751,340","6,385,583","6,335,172","4,575,633","1,759,539","50,411","365,757","","365,757","150,809","214,948","","416,168","50,411","13,267","37,144","365,757","126,830","238,927","","365,757","39,269","130,648","35,423","1,495","151,046","7,876","","6,335,798","5,768,984","566,814","200,876","295,350","109,723","140,491","37,629","96,326","43,161","34,647","10,363","","6,751,340","494,352","22,363","15,301","11,231","103,064","631,598","126,726","14,478","1,363,122","21,054","30,785","701,018","175,812","9,611","34,843","197,807","4,372","18,334","51,019","110,661","18,307","65,848","51,987","38,433","8,618","38,599","11,113","","2,622,601","2,404,899","2,234,918"
