"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household","HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Unmarried partner","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Other nonrelatives","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"    Percent","","2,229,100","50.0%","19.9%","7.5%","2.4%","18.2%","1.3%","13.4%","3.8%","24.3%","4.1%","15.4%","7.7%","29.8%","28.3%","(X)","(X)","","5,545,274","40.2%","20.1%","3.1%","29.1%","4.1%","3.5%","","2,277,506","35.6%","52.1%","0.9%","2.3%","9.2%","2,294,735","29.7%","50.5%","1.0%","7.3%","11.4%","","73,901","24.9%","(X)","(X)","(X)","(X)","(X)","","68,836","31.1%","","5.2%","7.3%","5.7%","12.8%","21,379","61.7%","68.3%","","1,411,198","6.6%","5.2%","41.8%","21.5%","24.9%","","3,847,501","2.7%","3.7%","23.9%","20.5%","11.6%","24.6%","13.0%","93.6%","37.6%","","4,342,896","6.5%","","5,614,768","11.0%","1,321,387","4.0%","3,419,142","9.0%","874,239","29.4%","","5,605,084","86.7%","13.3%","12.9%","6.6%","6.3%","4.5%","1.9%","0.4%","","5,670,472","91.5%","90.7%","67.4%","23.3%","0.8%","8.5%","","479,231","55.7%","44.3%","","525,674","46,443","26.3%","73.7%","479,231","30.8%","69.2%","","479,231","9.4%","37.0%","27.8%","0.4%","23.0%","2.5%","","5,322,004","88.0%","12.0%","4.5%","3.9%","1.4%","2.0%","0.5%","3.4%","1.5%","2.7%","1.0%","","5,670,472","3.1%","0.5%","1.5%","1.2%","1.6%","5.9%","3.0%","0.9%","30.7%","0.2%","0.2%","10.0%","2.2%","0.1%","13.4%","4.2%","0.1%","0.6%","0.5%","1.1%","0.1%","3.0%","7.1%","0.4%","0.3%","0.4%","0.2%","","2,229,100","93.8%","88.6%"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,108,670","493,573","180,753","52,870","21,211","202,566","12,134","148,437","44,684","359,661","85,434","176,675","87,426","354,436","340,862","2.60","3.23","","2,879,329","1,108,670","492,914","53,632","897,078","245,943","81,092","","1,146,663","423,430","535,696","26,008","37,700","123,829","1,237,506","392,724","526,485","37,902","126,471","153,924","","38,201","18,383","44","55","18","102","22","","80,177","39,480","","6,608","7,295","6,380","19,197","39,480","26,029","25,006","","749,066","46,168","38,118","319,975","159,692","185,113","","1,974,105","92,200","191,322","588,217","435,644","207,794","280,355","178,573","1,690,583","458,928","","2,247,898","159,142","","2,902,113","487,068","703,835","36,783","1,736,806","262,580","461,472","187,705","","2,934,901","2,580,588","354,313","346,805","185,886","160,919","97,321","63,598","7,508","","2,967,023","2,898,443","2,878,453","2,125,495","752,958","19,990","68,580","","68,580","29,322","39,258","","88,570","19,990","4,949","15,041","68,580","24,234","44,346","","68,580","7,238","22,144","3,601","626","33,568","1,403","","2,784,877","2,675,719","109,158","44,873","66,351","30,973","15,614","3,541","17,675","7,758","9,518","2,601","","2,967,023","309,594","7,756","1,731","1,861","12,433","238,584","59,733","7,546","143,409","3,648","1,643","205,695","49,578","485","7,561","11,882","1,156","3,557","38,540","42,874","637","19,884","8,376","1,196","798","8,956","2,995","","1,108,670","979,889","864,774"
"    Percent","","1,108,670","44.5%","16.3%","4.8%","1.9%","18.3%","1.1%","13.4%","4.0%","32.4%","7.7%","15.9%","7.9%","32.0%","30.7%","(X)","(X)","","2,879,329","38.5%","17.1%","1.9%","31.2%","8.5%","2.8%","","1,146,663","36.9%","46.7%","2.3%","3.3%","10.8%","1,237,506","31.7%","42.5%","3.1%","10.2%","12.4%","","38,201","48.1%","(X)","(X)","(X)","(X)","(X)","","80,177","49.2%","","8.2%","9.1%","8.0%","23.9%","39,480","65.9%","63.3%","","749,066","6.2%","5.1%","42.7%","21.3%","24.7%","","1,974,105","4.7%","9.7%","29.8%","22.1%","10.5%","14.2%","9.0%","85.6%","23.2%","","2,247,898","7.1%","","2,902,113","16.8%","703,835","5.2%","1,736,806","15.1%","461,472","40.7%","","2,934,901","87.9%","12.1%","11.8%","6.3%","5.5%","3.3%","2.2%","0.3%","","2,967,023","97.7%","97.0%","71.6%","25.4%","0.7%","2.3%","","68,580","42.8%","57.2%","","88,570","19,990","24.8%","75.2%","68,580","35.3%","64.7%","","68,580","10.6%","32.3%","5.3%","0.9%","48.9%","2.0%","","2,784,877","96.1%","3.9%","1.6%","2.4%","1.1%","0.6%","0.1%","0.6%","0.3%","0.3%","0.1%","","2,967,023","10.4%","0.3%","0.1%","0.1%","0.4%","8.0%","2.0%","0.3%","4.8%","0.1%","0.1%","6.9%","1.7%","0.0%","0.3%","0.4%","0.0%","0.1%","1.3%","1.4%","0.0%","0.7%","0.3%","0.0%","0.0%","0.3%","0.1%","","1,108,670","88.4%","78.0%"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,433,819","1,160,947","428,858","161,874","53,418","443,691","33,303","328,156","94,205","667,307","119,199","402,858","196,578","710,415","728,732","2.46","3.07","","5,978,416","2,433,819","1,159,341","163,594","1,708,949","322,103","190,610","","2,437,674","820,996","1,234,202","39,213","70,272","272,991","2,552,499","712,483","1,219,913","48,699","233,084","338,320","","77,895","24,002","31","56","14","97","28","","112,076","49,392","","9,213","9,090","9,026","22,063","49,392","30,684","34,322","","1,463,135","94,411","72,153","618,267","311,354","366,950","","4,187,819","115,606","261,933","1,276,601","905,553","342,927","789,957","495,242","3,810,280","1,285,199","","4,729,939","377,127","","6,035,976","866,531","1,387,647","66,306","3,647,433","447,983","1,000,896","352,242","","6,070,203","5,218,624","851,579","831,064","442,654","388,410","232,163","156,247","20,515","","6,141,534","5,884,732","5,836,400","4,061,917","1,774,483","48,332","256,802","","256,802","130,569","126,233","","305,134","48,332","10,278","38,054","256,802","82,024","174,778","","256,802","46,499","99,544","26,472","4,307","75,005","4,975","","5,774,402","5,414,747","359,655","122,969","150,367","52,860","98,909","28,862","77,513","31,564","32,866","9,683","","6,141,534","442,874","23,809","23,194","16,634","73,359","599,606","155,902","12,277","1,347,940","13,164","13,147","750,022","202,058","6,020","45,974","97,813","5,668","24,215","63,964","103,261","4,444","47,000","54,016","23,727","7,300","37,141","9,147","","2,433,819","2,240,530","2,071,105"
"    Percent","","2,433,819","47.7%","17.6%","6.7%","2.2%","18.2%","1.4%","13.5%","3.9%","27.4%","4.9%","16.6%","8.1%","29.2%","29.9%","(X)","(X)","","5,978,416","40.7%","19.4%","2.7%","28.6%","5.4%","3.2%","","2,437,674","33.7%","50.6%","1.6%","2.9%","11.2%","2,552,499","27.9%","47.8%","1.9%","9.1%","13.3%","","77,895","30.8%","(X)","(X)","(X)","(X)","(X)","","112,076","44.1%","","8.2%","8.1%","8.1%","19.7%","49,392","62.1%","69.5%","","1,463,135","6.5%","4.9%","42.3%","21.3%","25.1%","","4,187,819","2.8%","6.3%","30.5%","21.6%","8.2%","18.9%","11.8%","91.0%","30.7%","","4,729,939","8.0%","","6,035,976","14.4%","1,387,647","4.8%","3,647,433","12.3%","1,000,896","35.2%","","6,070,203","86.0%","14.0%","13.7%","7.3%","6.4%","3.8%","2.6%","0.3%","","6,141,534","95.8%","95.0%","66.1%","28.9%","0.8%","4.2%","","256,802","50.8%","49.2%","","305,134","48,332","21.3%","78.7%","256,802","31.9%","68.1%","","256,802","18.1%","38.8%","10.3%","1.7%","29.2%","1.9%","","5,774,402","93.8%","6.2%","2.1%","2.6%","0.9%","1.7%","0.5%","1.3%","0.5%","0.6%","0.2%","","6,141,534","7.2%","0.4%","0.4%","0.3%","1.2%","9.8%","2.5%","0.2%","21.9%","0.2%","0.2%","12.2%","3.3%","0.1%","0.7%","1.6%","0.1%","0.4%","1.0%","1.7%","0.1%","0.8%","0.9%","0.4%","0.1%","0.6%","0.1%","","2,433,819","92.1%","85.1%"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","436,481","214,450","73,572","29,893","8,408","88,783","6,509","66,036","22,690","103,355","14,998","68,040","34,098","114,178","142,626","2.41","3.03","","1,050,544","436,481","213,941","30,279","275,708","52,629","41,506","","446,076","147,103","227,701","4,839","12,833","53,600","439,065","112,427","225,608","5,690","37,141","58,199","","12,418","3,369","27","53","16","89","28","","15,360","7,638","","1,421","1,366","971","3,880","7,638","4,569","5,707","","242,642","14,551","13,620","103,511","49,918","61,042","","746,462","11,637","30,523","207,496","174,470","71,110","166,825","84,401","704,302","251,226","","841,963","84,430","","1,063,595","146,768","231,756","10,215","633,585","70,623","198,254","65,930","","1,066,921","905,858","161,063","157,549","80,332","77,217","35,192","42,025","3,514","","1,077,978","1,054,417","1,044,846","575,120","469,726","9,571","23,561","","23,561","13,335","10,226","","33,132","9,571","1,542","8,029","23,561","6,472","17,089","","23,561","7,454","7,044","787","474","4,497","3,305","","1,017,612","976,949","40,663","7,731","14,545","3,095","12,239","2,048","5,620","1,889","8,259","699","","1,077,978","52,827","1,557","6,760","11,971","18,982","129,462","32,631","7,795","256,644","2,775","3,673","146,233","38,889","1,540","89,699","18,912","2,005","8,805","15,201","29,851","1,345","1,478","29,457","5,395","3,463","9,505","887","","436,481","400,534","371,887"
"    Percent","","436,481","49.1%","16.9%","6.8%","1.9%","20.3%","1.5%","15.1%","5.2%","23.7%","3.4%","15.6%","7.8%","26.2%","32.7%","(X)","(X)","","1,050,544","41.5%","20.4%","2.9%","26.2%","5.0%","4.0%","","446,076","33.0%","51.0%","1.1%","2.9%","12.0%","439,065","25.6%","51.4%","1.3%","8.5%","13.3%","","12,418","27.1%","(X)","(X)","(X)","(X)","(X)","","15,360","49.7%","","9.3%","8.9%","6.3%","25.3%","7,638","59.8%","74.7%","","242,642","6.0%","5.6%","42.7%","20.6%","25.2%","","746,462","1.6%","4.1%","27.8%","23.4%","9.5%","22.3%","11.3%","94.4%","33.7%","","841,963","10.0%","","1,063,595","13.8%","231,756","4.4%","633,585","11.1%","198,254","33.3%","","1,066,921","84.9%","15.1%","14.8%","7.5%","7.2%","3.3%","3.9%","0.3%","","1,077,978","97.8%","96.9%","53.4%","43.6%","0.9%","2.2%","","23,561","56.6%","43.4%","","33,132","9,571","16.1%","83.9%","23,561","27.5%","72.5%","","23,561","31.6%","29.9%","3.3%","2.0%","19.1%","14.0%","","1,017,612","96.0%","4.0%","0.8%","1.4%","0.3%","1.2%","0.2%","0.6%","0.2%","0.8%","0.1%","","1,077,978","4.9%","0.1%","0.6%","1.1%","1.8%","12.0%","3.0%","0.7%","23.8%","0.3%","0.3%","13.6%","3.6%","0.1%","8.3%","1.8%","0.2%","0.8%","1.4%","2.8%","0.1%","0.1%","2.7%","0.5%","0.3%","0.9%","0.1%","","436,481","91.8%","85.2%"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","766,887","382,843","157,032","49,542","18,530","146,499","10,959","108,675","29,400","188,003","34,394","118,492","59,662","237,877","214,194","2.48","3.10","","1,902,505","766,887","382,822","49,807","564,207","77,685","61,097","","771,026","264,501","407,985","7,013","19,073","72,454","776,016","218,671","396,802","8,795","63,509","88,239","","26,915","8,243","35","61","11","105","33","","25,479","9,162","","1,538","2,229","1,298","4,097","9,162","5,675","6,152","","517,268","34,846","27,030","211,755","108,921","134,716","","1,275,315","47,942","57,664","326,345","286,332","136,857","274,664","145,511","1,169,709","420,175","","1,459,667","111,873","","1,923,866","226,316","484,665","18,789","1,142,900","111,450","296,301","96,077","","1,927,528","1,642,008","285,520","276,565","159,987","116,578","69,706","46,872","8,955","","1,951,480","1,806,265","1,789,274","1,263,587","525,687","16,991","145,215","","145,215","60,133","85,082","","162,206","16,991","4,590","12,401","145,215","51,739","93,476","","145,215","9,638","41,837","14,996","360","76,349","2,035","","1,821,080","1,605,411","215,669","93,556","140,884","61,586","27,448","8,249","30,699","15,834","16,638","7,887","","1,951,480","70,813","8,284","77,958","37,831","30,830","163,295","35,284","5,979","622,031","4,350","3,027","229,936","49,259","2,148","35,564","61,910","1,607","10,092","13,901","26,334","966","20,461","69,054","6,837","2,765","9,646","2,360","","766,887","711,363","669,120"
"    Percent","","766,887","49.9%","20.5%","6.5%","2.4%","19.1%","1.4%","14.2%","3.8%","24.5%","4.5%","15.5%","7.8%","31.0%","27.9%","(X)","(X)","","1,902,505","40.3%","20.1%","2.6%","29.7%","4.1%","3.2%","","771,026","34.3%","52.9%","0.9%","2.5%","9.4%","776,016","28.2%","51.1%","1.1%","8.2%","11.4%","","26,915","30.6%","(X)","(X)","(X)","(X)","(X)","","25,479","36.0%","","6.0%","8.7%","5.1%","16.1%","9,162","61.9%","67.1%","","517,268","6.7%","5.2%","40.9%","21.1%","26.0%","","1,275,315","3.8%","4.5%","25.6%","22.5%","10.7%","21.5%","11.4%","91.7%","32.9%","","1,459,667","7.7%","","1,923,866","11.8%","484,665","3.9%","1,142,900","9.8%","296,301","32.4%","","1,927,528","85.2%","14.8%","14.3%","8.3%","6.0%","3.6%","2.4%","0.5%","","1,951,480","92.6%","91.7%","64.8%","26.9%","0.9%","7.4%","","145,215","41.4%","58.6%","","162,206","16,991","27.0%","73.0%","145,215","35.6%","64.4%","","145,215","6.6%","28.8%","10.3%","0.2%","52.6%","1.4%","","1,821,080","88.2%","11.8%","5.1%","7.7%","3.4%","1.5%","0.5%","1.7%","0.9%","0.9%","0.4%","","1,951,480","3.6%","0.4%","4.0%","1.9%","1.6%","8.4%","1.8%","0.3%","31.9%","0.2%","0.2%","11.8%","2.5%","0.1%","1.8%","3.2%","0.1%","0.5%","0.7%","1.3%","0.0%","1.0%","3.5%","0.4%","0.1%","0.5%","0.1%","","766,887","92.8%","87.3%"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,141,952","506,396","193,514","92,013","31,606","244,694","19,816","164,591","47,750","298,849","60,752","155,498","67,991","346,803","343,111","2.65","3.27","","3,023,387","1,141,952","504,248","94,124","873,629","276,260","133,174","","1,246,914","465,071","576,783","20,574","32,233","152,253","1,235,759","371,176","556,868","28,590","94,678","184,447","","36,426","14,226","35","51","12","86","28","","78,364","22,757","","4,781","4,782","2,941","10,253","22,757","14,470","15,111","","701,445","31,716","35,173","311,559","158,356","164,641","","2,116,718","113,023","161,737","587,588","521,376","181,391","359,703","191,900","1,841,958","551,603","","2,354,593","202,503","","3,022,441","376,870","693,103","28,033","1,850,973","187,362","478,365","161,475","","3,026,914","2,531,642","495,272","480,528","321,900","158,628","25,887","132,741","14,744","","3,059,238","2,472,387","2,418,158","829,795","1,588,363","54,229","586,851","","586,851","304,357","282,494","","641,080","54,229","11,601","42,628","586,851","111,093","475,758","","586,851","42,644","186,872","21,250","4,235","320,680","11,170","","2,877,809","2,018,616","859,193","320,194","591,262","226,053","67,197","17,706","169,163","65,845","31,571","10,590","","3,059,238","102,853","12,715","8,022","18,260","25,438","234,067","54,156","11,321","295,757","11,236","10,725","244,967","155,754","3,996","36,677","52,563","18,075","22,863","16,596","44,515","2,719","41,992","30,417","8,420","6,423","14,937","8,871","","1,141,952","1,081,432","997,220"
