"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Family households (families)","HOUSEHOLDS BY TYPE!!Family households (families)!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family","HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Nonfamily households","HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Average household size","HOUSEHOLDS BY TYPE!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Householder","RELATIONSHIP!!Spouse","RELATIONSHIP!!Child","RELATIONSHIP!!Other relatives","RELATIONSHIP!!Nonrelatives","RELATIONSHIP!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Never married","MARITAL STATUS!!Now married, except separated","MARITAL STATUS!!Separated","MARITAL STATUS!!Widowed","MARITAL STATUS!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Never married","MARITAL STATUS!!Now married, except separated","MARITAL STATUS!!Separated","MARITAL STATUS!!Widowed","MARITAL STATUS!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Per 1,000 women 15 to 50 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old","FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Responsible for grandchildren","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Who are female","GRANDPARENTS!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Nursery school, preschool","SCHOOL ENROLLMENT!!Kindergarten","SCHOOL ENROLLMENT!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!High school (grades 9-12)","SCHOOL ENROLLMENT!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Associate's degree","EDUCATIONAL ATTAINMENT!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher","EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Same house","RESIDENCE 1 YEAR AGO!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Native","PLACE OF BIRTH!!Native!!Born in United States","PLACE OF BIRTH!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Native","YEAR OF ENTRY!!Entered 2010 or later","YEAR OF ENTRY!!Entered before 2010","YEAR OF ENTRY!!Foreign born","YEAR OF ENTRY!!Entered 2010 or later","YEAR OF ENTRY!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!English only","LANGUAGE SPOKEN AT HOME!!Language other than English","LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish","LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages","LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!American","ANCESTRY!!Arab","ANCESTRY!!Czech","ANCESTRY!!Danish","ANCESTRY!!Dutch","ANCESTRY!!English","ANCESTRY!!French (except Basque)","ANCESTRY!!French Canadian","ANCESTRY!!German","ANCESTRY!!Greek","ANCESTRY!!Hungarian","ANCESTRY!!Irish","ANCESTRY!!Italian","ANCESTRY!!Lithuanian","ANCESTRY!!Norwegian","ANCESTRY!!Polish","ANCESTRY!!Portuguese","ANCESTRY!!Russian","ANCESTRY!!Scotch-Irish","ANCESTRY!!Scottish","ANCESTRY!!Slovak","ANCESTRY!!Subsaharan African","ANCESTRY!!Swedish","ANCESTRY!!Swiss","ANCESTRY!!Ukrainian","ANCESTRY!!Welsh","ANCESTRY!!West Indian (excluding Hispanic origin groups)"
"Alabama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,845,169","1,233,937","502,537","883,291","323,513","73,078","30,024","277,568","149,000","611,232","533,845","191,979","578,661","497,775","2.55","3.17","","4,707,169","1,845,169","883,504","1,441,181","348,359","188,956","66,279","","1,858,893","599,765","950,012","34,825","56,399","217,892","2,027,167","537,885","934,656","60,921","216,425","277,280","","63,447","27,478","44","55","30","101","18","","119,715","69,742","","12,096","17,522","10,683","29,441","69,742","44,130","49,701","","1,220,639","68,105","62,696","506,477","253,182","330,179","","3,209,646","171,543","342,914","1,003,543","705,932","238,555","472,037","275,122","(X)","(X)","","3,683,815","384,946","","4,741,698","778,043","1,123,000","50,041","2,937,335","436,803","681,363","291,199","","4,764,428","4,054,260","694,926","427,799","267,127","162,527","104,600","15,242","","4,822,023","4,658,344","4,621,380","3,385,694","1,235,686","36,964","163,679","","163,679","56,167","107,512","","200,643","36,964","1,768","35,196","163,679","18,547","145,132","","163,679","17,760","51,092","6,957","1,086","83,096","3,688","","4,520,215","4,288,022","232,193","100,451","146,449","71,132","40,765","9,664","33,998","16,790","10,981","2,865","","4,822,023","744,429","9,914","5,296","3,996","39,555","390,167","78,231","7,869","344,671","7,274","3,844","423,842","76,726","2,470","13,839","31,346","1,812","6,362","75,259","85,011","2,660","35,730","16,391","4,519","1,532","20,053","11,169"
"    Percent","","1,845,169","66.9%","27.2%","47.9%","17.5%","4.0%","1.6%","15.0%","8.1%","33.1%","28.9%","10.4%","31.4%","27.0%","(X)","(X)","","4,707,169","39.2%","18.8%","30.6%","7.4%","4.0%","1.4%","","1,858,893","32.3%","51.1%","1.9%","3.0%","11.7%","2,027,167","26.5%","46.1%","3.0%","10.7%","13.7%","","63,447","43.3%","(X)","(X)","(X)","(X)","(X)","","119,715","58.3%","","10.1%","14.6%","8.9%","24.6%","69,742","63.3%","71.3%","","1,220,639","5.6%","5.1%","41.5%","20.7%","27.0%","","3,209,646","5.3%","10.7%","31.3%","22.0%","7.4%","14.7%","8.6%","84.0%","23.3%","","3,683,815","10.4%","","4,741,698","16.4%","1,123,000","4.5%","2,937,335","14.9%","681,363","42.7%","","4,764,428","85.1%","14.6%","9.0%","5.6%","3.4%","2.2%","0.3%","","4,822,023","96.6%","95.8%","70.2%","25.6%","0.8%","3.4%","","163,679","34.3%","65.7%","","200,643","36,964","4.8%","95.2%","163,679","11.3%","88.7%","","163,679","10.9%","31.2%","4.3%","0.7%","50.8%","2.3%","","4,520,215","94.9%","5.1%","2.2%","3.2%","1.6%","0.9%","0.2%","0.8%","0.4%","0.2%","0.1%","","4,822,023","15.4%","0.2%","0.1%","0.1%","0.8%","8.1%","1.6%","0.2%","7.1%","0.2%","0.1%","8.8%","1.6%","0.1%","0.3%","0.7%","0.0%","0.1%","1.6%","1.8%","0.1%","0.7%","0.3%","0.1%","0.0%","0.4%","0.2%"
"Alaska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","251,651","166,400","82,259","123,248","54,673","13,531","7,327","29,621","20,259","85,251","67,265","14,983","89,989","43,850","2.80","3.44","","704,798","251,651","123,493","231,367","51,387","46,900","19,715","","300,043","117,582","137,457","4,449","5,821","34,734","274,355","78,101","136,624","6,795","16,279","36,556","","10,721","4,200","47","60","19","101","29","","16,935","7,768","","1,893","2,395","1,234","2,246","7,768","4,728","5,206","","195,535","10,865","10,665","81,495","40,906","51,604","","464,594","13,726","23,460","130,277","128,720","38,287","79,559","50,565","(X)","(X)","","528,429","71,831","","708,946","77,964","187,072","4,638","460,946","48,882","60,928","24,444","","721,186","592,551","124,028","73,247","50,781","17,366","33,415","4,607","","731,449","679,136","662,902","295,280","367,622","16,234","52,313","","52,313","27,288","25,025","","68,547","16,234","548","15,686","52,313","6,103","46,210","","52,313","6,898","30,577","1,817","2,148","8,910","1,963","","677,515","565,366","112,149","32,450","23,925","6,731","14,091","1,735","40,522","16,854","33,611","7,130","","731,449","34,697","1,137","4,391","5,544","12,034","65,872","17,942","4,483","127,103","2,316","3,332","80,249","25,994","879","26,922","13,999","3,777","11,054","8,786","19,997","1,016","4,842","15,158","3,979","1,500","9,105","960"
"    Percent","","251,651","66.1%","32.7%","49.0%","21.7%","5.4%","2.9%","11.8%","8.1%","33.9%","26.7%","6.0%","35.8%","17.4%","(X)","(X)","","704,798","35.7%","17.5%","32.8%","7.3%","6.7%","2.8%","","300,043","39.2%","45.8%","1.5%","1.9%","11.6%","274,355","28.5%","49.8%","2.5%","5.9%","13.3%","","10,721","39.2%","(X)","(X)","(X)","(X)","(X)","","16,935","45.9%","","11.2%","14.1%","7.3%","13.3%","7,768","60.9%","67.0%","","195,535","5.6%","5.5%","41.7%","20.9%","26.4%","","464,594","3.0%","5.0%","28.0%","27.7%","8.2%","17.1%","10.9%","92.0%","28.0%","","528,429","13.6%","","708,946","11.0%","187,072","2.5%","460,946","10.6%","60,928","40.1%","","721,186","82.2%","17.2%","10.2%","7.0%","2.4%","4.6%","0.6%","","731,449","92.8%","90.6%","40.4%","50.3%","2.2%","7.2%","","52,313","52.2%","47.8%","","68,547","16,234","3.4%","96.6%","52,313","11.7%","88.3%","","52,313","13.2%","58.5%","3.5%","4.1%","17.0%","3.8%","","677,515","83.4%","16.6%","4.8%","3.5%","1.0%","2.1%","0.3%","6.0%","2.5%","5.0%","1.1%","","731,449","4.7%","0.2%","0.6%","0.8%","1.6%","9.0%","2.5%","0.6%","17.4%","0.3%","0.5%","11.0%","3.6%","0.1%","3.7%","1.9%","0.5%","1.5%","1.2%","2.7%","0.1%","0.7%","2.1%","0.5%","0.2%","1.2%","0.1%"
"Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,392,168","1,560,687","674,358","1,122,884","429,016","129,258","69,892","308,545","175,450","831,481","657,089","228,851","760,499","670,551","2.68","3.29","","6,403,988","2,392,168","1,123,340","1,959,308","497,935","431,237","166,135","","2,570,325","937,330","1,245,271","42,520","64,720","280,484","2,632,694","766,043","1,213,599","59,840","223,790","369,422","","89,672","34,859","40","58","24","97","31","","160,720","66,267","","15,244","15,260","11,245","24,518","66,267","40,619","47,814","","1,753,081","75,468","88,867","731,289","362,466","494,991","","4,280,464","272,390","339,100","1,038,170","1,099,699","360,519","735,758","434,828","(X)","(X)","","4,915,131","526,292","","6,443,654","755,997","1,617,380","57,516","3,866,694","374,420","959,580","324,061","","6,468,907","5,242,674","1,186,246","837,950","348,296","115,839","232,457","39,987","","6,553,255","5,677,328","5,604,208","2,523,007","3,081,201","73,120","875,927","","875,927","344,372","531,555","","949,047","73,120","3,528","69,592","875,927","58,765","817,162","","875,927","82,170","153,398","20,789","5,150","570,172","44,248","","6,115,483","4,458,950","1,656,533","564,530","1,269,619","454,159","130,304","29,961","117,602","45,479","139,008","34,931","","6,553,255","375,405","31,162","28,765","43,541","85,188","573,997","153,447","30,394","926,649","20,664","29,793","650,523","285,566","12,380","112,568","160,773","16,977","49,521","58,410","118,931","10,189","28,849","105,545","19,344","12,174","43,050","8,974"
"    Percent","","2,392,168","65.2%","28.2%","46.9%","17.9%","5.4%","2.9%","12.9%","7.3%","34.8%","27.5%","9.6%","31.8%","28.0%","(X)","(X)","","6,403,988","37.4%","17.5%","30.6%","7.8%","6.7%","2.6%","","2,570,325","36.5%","48.4%","1.7%","2.5%","10.9%","2,632,694","29.1%","46.1%","2.3%","8.5%","14.0%","","89,672","38.9%","(X)","(X)","(X)","(X)","(X)","","160,720","41.2%","","9.5%","9.5%","7.0%","15.3%","66,267","61.3%","72.2%","","1,753,081","4.3%","5.1%","41.7%","20.7%","28.2%","","4,280,464","6.4%","7.9%","24.3%","25.7%","8.4%","17.2%","10.2%","85.7%","27.3%","","4,915,131","10.7%","","6,443,654","11.7%","1,617,380","3.6%","3,866,694","9.7%","959,580","33.8%","","6,468,907","81.0%","18.3%","13.0%","5.4%","1.8%","3.6%","0.6%","","6,553,255","86.6%","85.5%","38.5%","47.0%","1.1%","13.4%","","875,927","39.3%","60.7%","","949,047","73,120","4.8%","95.2%","875,927","6.7%","93.3%","","875,927","9.4%","17.5%","2.4%","0.6%","65.1%","5.1%","","6,115,483","72.9%","27.1%","9.2%","20.8%","7.4%","2.1%","0.5%","1.9%","0.7%","2.3%","0.6%","","6,553,255","5.7%","0.5%","0.4%","0.7%","1.3%","8.8%","2.3%","0.5%","14.1%","0.3%","0.5%","9.9%","4.4%","0.2%","1.7%","2.5%","0.3%","0.8%","0.9%","1.8%","0.2%","0.4%","1.6%","0.3%","0.2%","0.7%","0.1%"
"Arkansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
