"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Average household size","HOUSEHOLDS BY TYPE!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Nonrelatives","RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher","EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Native","YEAR OF ENTRY!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Native!!Entered before 2010","YEAR OF ENTRY!!Foreign born","YEAR OF ENTRY!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total Households","COMPUTERS AND INTERNET USE!!Total Households!!With a computer","COMPUTERS AND INTERNET USE!!Total Households!!With a broadband Internet subscription"
"    Estimate","","3,546,965","2,389,803","1,087,559","1,672,704","692,412","175,702","86,540","541,397","308,607","1,157,162","959,078","296,428","1,232,081","834,025","2.74","3.36","","9,731,466","3,546,965","1,671,776","3,109,637","848,414","554,674","179,656","","3,819,234","1,410,404","1,855,157","82,138","86,283","385,252","4,097,149","1,273,085","1,821,029","110,659","350,453","541,923","","126,637","51,389","36","50","23","92","20","","253,127","110,516","","21,503","24,679","20,777","43,557","110,516","71,165","74,778","","2,784,646","180,654","144,871","1,135,674","573,721","749,726","","6,472,172","360,044","579,775","1,850,063","1,372,039","477,132","1,149,847","683,272","(X)","(X)","","7,455,459","645,822","","9,800,887","1,211,831","2,487,079","97,351","6,151,890","673,255","1,161,918","441,225","","9,870,319","8,256,209","1,558,573","860,579","697,994","419,022","278,972","55,537","","9,992,167","9,021,188","8,891,411","5,510,387","3,381,024","129,777","970,979","","970,979","375,460","595,519","","1,100,756","129,777","10,162","119,615","970,979","101,573","869,406","","970,979","90,341","273,662","84,360","1,780","503,105","17,731","","9,335,151","8,068,316","1,266,835","528,285","741,407","340,637","238,404","63,306","208,288","97,643","78,736","26,699","","9,992,167","1,214,089","31,300","13,603","14,418","73,746","781,795","145,996","26,015","701,129","18,703","19,378","797,450","214,280","9,244","40,487","104,197","13,033","41,705","123,588","170,219","5,350","165,892","45,400","12,858","11,347","39,163","115,502","","3,546,965","2,961,195","2,561,522"
"    Percent","","3,546,965","67.4%","30.7%","47.2%","19.5%","5.0%","2.4%","15.3%","8.7%","32.6%","27.0%","8.4%","34.7%","23.5%","(X)","(X)","","9,731,466","36.4%","17.2%","32.0%","8.7%","5.7%","1.8%","","3,819,234","36.9%","48.6%","2.2%","2.3%","10.1%","4,097,149","31.1%","44.4%","2.7%","8.6%","13.2%","","126,637","40.6%","(X)","(X)","(X)","(X)","(X)","","253,127","43.7%","","8.5%","9.7%","8.2%","17.2%","110,516","64.4%","67.7%","","2,784,646","6.5%","5.2%","40.8%","20.6%","26.9%","","6,472,172","5.6%","9.0%","28.6%","21.2%","7.4%","17.8%","10.6%","85.5%","28.3%","","7,455,459","8.7%","","9,800,887","12.4%","2,487,079","3.9%","6,151,890","10.9%","1,161,918","38.0%","","9,870,319","83.6%","15.8%","8.7%","7.1%","4.2%","2.8%","0.6%","","9,992,167","90.3%","89.0%","55.1%","33.8%","1.3%","9.7%","","970,979","38.7%","61.3%","","1,100,756","129,777","7.8%","92.2%","970,979","10.5%","89.5%","","970,979","9.3%","28.2%","8.7%","0.2%","51.8%","1.8%","","9,335,151","86.4%","13.6%","5.7%","7.9%","3.6%","2.6%","0.7%","2.2%","1.0%","0.8%","0.3%","","9,992,167","12.2%","0.3%","0.1%","0.1%","0.7%","7.8%","1.5%","0.3%","7.0%","0.2%","0.2%","8.0%","2.1%","0.1%","0.4%","1.0%","0.1%","0.4%","1.2%","1.7%","0.1%","1.7%","0.5%","0.1%","0.1%","0.4%","1.2%","","3,546,965","83.5%","72.2%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","450,120","311,203","120,365","235,190","91,038","23,044","8,807","52,969","20,520","138,917","108,565","40,837","148,064","146,201","3.02","3.61","","1,360,772","450,120","234,561","393,979","184,050","98,062","26,922","","576,976","216,508","291,111","7,400","14,574","47,383","568,322","164,423","282,235","8,991","52,753","59,920","","18,332","5,944","36","57","28","93","29","","56,434","11,692","","1,220","2,087","1,499","6,886","11,692","6,614","8,916","","338,688","19,608","19,255","129,786","66,276","103,763","","959,903","37,445","48,920","263,311","210,920","100,056","199,229","100,022","(X)","(X)","","1,051,250","107,791","","1,345,168","151,099","306,848","9,388","822,542","64,795","215,778","76,916","","1,387,361","1,177,733","193,943","129,316","64,627","6,544","58,083","15,685","","1,404,054","1,157,590","1,118,050","761,114","356,936","39,540","246,464","","246,464","139,732","106,732","","286,004","39,540","3,326","36,214","246,464","23,169","223,295","","246,464","11,145","195,218","2,078","22,929","9,999","5,095","","1,313,348","983,531","329,817","172,081","25,222","9,401","17,610","3,771","284,638","158,331","2,347","578","","1,404,054","21,291","2,070","3,132","4,792","6,611","51,011","19,203","2,932","83,213","1,993","3,801","61,562","29,688","1,448","9,935","12,195","50,474","5,832","6,824","15,908","483","2,881","11,600","2,753","1,586","4,676","1,997","","450,120","389,021","353,938"
"    Percent","","450,120","69.1%","26.7%","52.3%","20.2%","5.1%","2.0%","11.8%","4.6%","30.9%","24.1%","9.1%","32.9%","32.5%","(X)","(X)","","1,360,772","33.1%","17.2%","29.0%","13.5%","7.2%","2.0%","","576,976","37.5%","50.5%","1.3%","2.5%","8.2%","568,322","28.9%","49.7%","1.6%","9.3%","10.5%","","18,332","32.4%","(X)","(X)","(X)","(X)","(X)","","56,434","20.7%","","2.2%","3.7%","2.7%","12.2%","11,692","56.6%","76.3%","","338,688","5.8%","5.7%","38.3%","19.6%","30.6%","","959,903","3.9%","5.1%","27.4%","22.0%","10.4%","20.8%","10.4%","91.0%","31.2%","","1,051,250","10.3%","","1,345,168","11.2%","306,848","3.1%","822,542","7.9%","215,778","35.6%","","1,387,361","84.9%","14.0%","9.3%","4.7%","0.5%","4.2%","1.1%","","1,404,054","82.4%","79.6%","54.2%","25.4%","2.8%","17.6%","","246,464","56.7%","43.3%","","286,004","39,540","8.4%","91.6%","246,464","9.4%","90.6%","","246,464","4.5%","79.2%","0.8%","9.3%","4.1%","2.1%","","1,313,348","74.9%","25.1%","13.1%","1.9%","0.7%","1.3%","0.3%","21.7%","12.1%","0.2%","0.0%","","1,404,054","1.5%","0.1%","0.2%","0.3%","0.5%","3.6%","1.4%","0.2%","5.9%","0.1%","0.3%","4.4%","2.1%","0.1%","0.7%","0.9%","3.6%","0.4%","0.5%","1.1%","0.0%","0.2%","0.8%","0.2%","0.1%","0.3%","0.1%","","450,120","86.4%","78.6%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","588,489","410,061","190,524","324,922","137,775","27,618","17,336","57,521","35,413","178,428","141,717","55,163","205,468","156,394","2.69","3.20","","1,582,720","588,489","324,085","500,654","77,276","92,216","32,979","","626,569","186,505","348,785","5,242","16,645","69,392","628,790","140,221","343,286","9,324","51,530","84,429","","21,018","4,649","26","57","18","107","21","","26,093","10,722","","1,924","1,671","1,581","5,546","10,722","6,125","8,513","","435,040","21,186","23,191","193,160","93,254","104,249","","1,026,889","44,147","64,799","281,769","273,724","93,044","185,216","84,190","(X)","(X)","","1,182,624","119,403","","1,592,172","208,830","425,948","17,123","946,943","105,862","219,281","85,845","","1,592,596","1,317,235","267,010","149,555","117,455","55,863","61,592","8,351","","1,612,136","1,516,611","1,502,000","758,529","743,471","14,611","95,525","","95,525","35,903","59,622","","110,136","14,611","1,483","13,128","95,525","13,945","81,580","","95,525","13,089","19,334","2,856","1,106","54,669","4,471","","1,500,897","1,336,975","163,922","61,433","120,975","46,484","22,672","5,920","12,784","5,962","7,491","3,067","","1,612,136","139,015","1,074","7,669","32,236","31,432","265,318","38,844","6,580","289,690","3,774","3,411","144,006","47,199","708","52,800","21,654","5,972","6,830","16,176","51,875","2,036","3,934","46,561","11,090","1,493","22,445","1,044","","588,489","511,931","431,038"
"    Percent","","588,489","69.7%","32.4%","55.2%","23.4%","4.7%","2.9%","9.8%","6.0%","30.3%","24.1%","9.4%","34.9%","26.6%","(X)","(X)","","1,582,720","37.2%","20.5%","31.6%","4.9%","5.8%","2.1%","","626,569","29.8%","55.7%","0.8%","2.7%","11.1%","628,790","22.3%","54.6%","1.5%","8.2%","13.4%","","21,018","22.1%","(X)","(X)","(X)","(X)","(X)","","26,093","41.1%","","7.4%","6.4%","6.1%","21.3%","10,722","57.1%","79.4%","","435,040","4.9%","5.3%","44.4%","21.4%","24.0%","","1,026,889","4.3%","6.3%","27.4%","26.7%","9.1%","18.0%","8.2%","89.4%","26.2%","","1,182,624","10.1%","","1,592,172","13.1%","425,948","4.0%","946,943","11.2%","219,281","39.1%","","1,592,596","82.7%","16.8%","9.4%","7.4%","3.5%","3.9%","0.5%","","1,612,136","94.1%","93.2%","47.1%","46.1%","0.9%","5.9%","","95,525","37.6%","62.4%","","110,136","14,611","10.1%","89.9%","95,525","14.6%","85.4%","","95,525","13.7%","20.2%","3.0%","1.2%","57.2%","4.7%","","1,500,897","89.1%","10.9%","4.1%","8.1%","3.1%","1.5%","0.4%","0.9%","0.4%","0.5%","0.2%","","1,612,136","8.6%","0.1%","0.5%","2.0%","1.9%","16.5%","2.4%","0.4%","18.0%","0.2%","0.2%","8.9%","2.9%","0.0%","3.3%","1.3%","0.4%","0.4%","1.0%","3.2%","0.1%","0.2%","2.9%","0.7%","0.1%","1.4%","0.1%","","588,489","87.0%","73.2%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,783,421","3,128,369","1,383,676","2,299,644","950,188","222,259","102,479","606,466","331,009","1,655,052","1,384,395","488,513","1,537,130","1,229,217","2.63","3.29","","12,582,656","4,783,421","2,297,730","3,966,360","888,914","646,231","276,795","","5,049,119","1,923,606","2,507,221","71,367","122,045","424,880","5,335,165","1,698,611","2,461,646","106,985","487,343","580,580","","156,818","58,692","33","50","17","88","23","","280,388","98,146","","17,481","22,253","16,131","42,281","98,146","61,978","65,621","","3,441,460","224,707","170,792","1,364,487","717,806","963,668","","8,593,665","473,719","571,283","2,321,273","1,812,345","654,943","1,698,605","1,061,497","(X)","(X)","","9,843,918","655,291","","12,704,616","1,408,692","3,017,960","102,049","8,010,771","715,405","1,675,885","591,238","","12,740,816","11,036,387","1,635,464","1,097,843","537,621","314,016","223,605","68,965","","12,882,135","11,074,667","10,943,606","8,650,783","2,292,823","131,061","1,807,468","","1,807,468","852,962","954,506","","1,938,529","131,061","11,303","119,758","1,807,468","147,817","1,659,651","","1,807,468","386,836","511,683","65,264","3,726","818,749","21,210","","12,085,046","9,346,306","2,738,740","1,116,278","1,588,401","680,644","670,072","246,762","351,910","148,682","128,357","40,190","","12,882,135","616,788","91,824","107,593","47,818","170,950","724,013","239,457","34,657","2,429,849","99,027","53,225","1,512,793","791,576","78,872","157,053","911,691","10,180","122,770","69,642","148,151","34,587","92,391","268,890","36,213","51,039","52,357","35,431","","4,783,421","3,990,087","3,538,136"
"    Percent","","4,783,421","65.4%","28.9%","48.1%","19.9%","4.6%","2.1%","12.7%","6.9%","34.6%","28.9%","10.2%","32.1%","25.7%","(X)","(X)","","12,582,656","38.0%","18.3%","31.5%","7.1%","5.1%","2.2%","","5,049,119","38.1%","49.7%","1.4%","2.4%","8.4%","5,335,165","31.8%","46.1%","2.0%","9.1%","10.9%","","156,818","37.4%","(X)","(X)","(X)","(X)","(X)","","280,388","35.0%","","6.2%","7.9%","5.8%","15.1%","98,146","63.1%","66.9%","","3,441,460","6.5%","5.0%","39.6%","20.9%","28.0%","","8,593,665","5.5%","6.6%","27.0%","21.1%","7.6%","19.8%","12.4%","87.8%","32.1%","","9,843,918","6.7%","","12,704,616","11.1%","3,017,960","3.4%","8,010,771","8.9%","1,675,885","35.3%","","12,740,816","86.6%","12.8%","8.6%","4.2%","2.5%","1.8%","0.5%","","12,882,135","86.0%","85.0%","67.2%","17.8%","1.0%","14.0%","","1,807,468","47.2%","52.8%","","1,938,529","131,061","8.6%","91.4%","1,807,468","8.2%","91.8%","","1,807,468","21.4%","28.3%","3.6%","0.2%","45.3%","1.2%","","12,085,046","77.3%","22.7%","9.2%","13.1%","5.6%","5.5%","2.0%","2.9%","1.2%","1.1%","0.3%","","12,882,135","4.8%","0.7%","0.8%","0.4%","1.3%","5.6%","1.9%","0.3%","18.9%","0.8%","0.4%","11.7%","6.1%","0.6%","1.2%","7.1%","0.1%","1.0%","0.5%","1.2%","0.3%","0.7%","2.1%","0.3%","0.4%","0.4%","0.3%","","4,783,421","83.4%","74.0%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,498,395","1,647,941","720,081","1,226,204","476,033","114,273","62,159","307,464","181,889","850,454","704,940","255,858","804,179","640,906","2.55","3.14","","6,382,308","2,498,395","1,227,214","1,946,750","345,041","364,908","148,930","","2,552,856","842,743","1,307,712","33,349","73,405","295,647","2,698,738","743,422","1,289,956","44,798","248,668","371,894","","83,444","32,742","38","53","24","101","16","","125,802","60,629","","12,046","14,262","12,231","22,090","60,629","37,488","43,385","","1,726,742","100,612","84,817","719,909","354,298","467,106","","4,312,892","176,925","359,121","1,478,163","918,557","352,907","655,276","371,943","(X)","(X)","","4,980,863","420,596","","6,471,551","898,434","1,584,015","78,114","4,008,950","487,266","878,586","333,054","","6,492,306","5,499,346","969,197","600,170","369,027","235,519","133,508","23,763","","6,570,902","6,256,401","6,212,385","4,503,883","1,708,502","44,016","314,501","","314,501","110,657","203,844","","358,517","44,016","3,268","40,748","314,501","48,712","265,789","","314,501","42,525","101,218","21,701","1,857","140,935","6,265","","6,146,838","5,645,211","501,627","193,953","281,954","115,839","136,071","36,607","63,643","33,847","19,959","7,660","","6,570,902","685,596","18,379","14,157","10,547","128,447","524,655","142,457","19,274","1,536,320","27,075","34,874","765,236","181,593","12,181","37,180","207,395","3,178","27,674","51,955","116,062","19,964","50,053","58,135","37,892","9,091","35,374","10,383","","2,498,395","2,043,794","1,740,176"
"    Percent","","2,498,395","66.0%","28.8%","49.1%","19.1%","4.6%","2.5%","12.3%","7.3%","34.0%","28.2%","10.2%","32.2%","25.7%","(X)","(X)","","6,382,308","39.1%","19.2%","30.5%","5.4%","5.7%","2.3%","","2,552,856","33.0%","51.2%","1.3%","2.9%","11.6%","2,698,738","27.5%","47.8%","1.7%","9.2%","13.8%","","83,444","39.2%","(X)","(X)","(X)","(X)","(X)","","125,802","48.2%","","9.6%","11.3%","9.7%","17.6%","60,629","61.8%","71.6%","","1,726,742","5.8%","4.9%","41.7%","20.5%","27.1%","","4,312,892","4.1%","8.3%","34.3%","21.3%","8.2%","15.2%","8.6%","87.6%","23.8%","","4,980,863","8.4%","","6,471,551","13.9%","1,584,015","4.9%","4,008,950","12.2%","878,586","37.9%","","6,492,306","84.7%","14.9%","9.2%","5.7%","3.6%","2.1%","0.4%","","6,570,902","95.2%","94.5%","68.5%","26.0%","0.7%","4.8%","","314,501","35.2%","64.8%","","358,517","44,016","7.4%","92.6%","314,501","15.5%","84.5%","","314,501","13.5%","32.2%","6.9%","0.6%","44.8%","2.0%","","6,146,838","91.8%","8.2%","3.2%","4.6%","1.9%","2.2%","0.6%","1.0%","0.6%","0.3%","0.1%","","6,570,902","10.4%","0.3%","0.2%","0.2%","2.0%","8.0%","2.2%","0.3%","23.4%","0.4%","0.5%","11.6%","2.8%","0.2%","0.6%","3.2%","0.0%","0.4%","0.8%","1.8%","0.3%","0.8%","0.9%","0.6%","0.1%","0.5%","0.2%","","2,498,395","81.8%","69.7%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
