"GEO_ID","NAME","B19081_001E","B19081_001M","B19081_001MA","B19081_001EA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003EA","B19081_003M","B19081_003MA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005EA","B19081_005M","B19081_005MA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0500000US13063","Clayton County, Georgia","12100","1113","null","null","28384","null","1645","null","45008","null","2676","null","67775","null","3024","null","123632","null","8221","null","191362","null","20702","null",
"0500000US13067","Cobb County, Georgia","17448","1302","null","null","44033","null","1894","null","71324","null","2473","null","110024","null","3575","null","230290","null","9754","null","390958","null","24870","null",
"0500000US13073","Columbia County, Georgia","21212","3607","null","null","47110","null","5395","null","73016","null","5840","null","105157","null","7008","null","203584","null","21868","null","350009","null","70251","null",
"0500000US13077","Coweta County, Georgia","19363","2612","null","null","45046","null","3559","null","70676","null","4656","null","101262","null","8441","null","227233","null","47491","null","439968","null","170039","null",
"0500000US13089","DeKalb County, Georgia","12334","1062","null","null","33849","null","1469","null","56217","null","1932","null","91033","null","2476","null","218138","null","10228","null","397592","null","32470","null",
"0500000US13095","Dougherty County, Georgia","7990","1553","null","null","20728","null","2256","null","36846","null","4449","null","60983","null","5136","null","151002","null","26339","null","284211","null","82084","null",
"0500000US13097","Douglas County, Georgia","14559","2687","null","null","37058","null","3786","null","62874","null","5507","null","91934","null","6011","null","184332","null","26766","null","317142","null","94729","null",
"0500000US13113","Fayette County, Georgia","24619","3296","null","null","55011","null","3959","null","81510","null","5444","null","125232","null","9497","null","274826","null","31780","null","476463","null","90749","null",
"0500000US13115","Floyd County, Georgia","12707","2134","null","null","30474","null","2539","null","49360","null","4552","null","73025","null","4983","null","168519","null","33240","null","336309","null","115677","null",
"0500000US13117","Forsyth County, Georgia","23733","2234","null","null","62720","null","3460","null","100012","null","4155","null","146054","null","5578","null","255738","null","13825","null","382180","null","36229","null",
"0500000US13121","Fulton County, Georgia","11704","767","null","null","35445","null","1379","null","63438","null","1943","null","105555","null","3245","null","286465","null","14771","null","542226","null","43042","null",
"0500000US13127","Glynn County, Georgia","10503","2486","null","null","28224","null","3783","null","48605","null","5306","null","75030","null","6733","null","180708","null","44517","null","351718","null","156426","null",
"0500000US13135","Gwinnett County, Georgia","17976","1303","null","null","42543","null","1690","null","67249","null","2048","null","97823","null","2939","null","204697","null","10413","null","350096","null","26832","null",
"0500000US13139","Hall County, Georgia","14845","2054","null","null","35024","null","2450","null","55151","null","3073","null","83289","null","3810","null","164078","null","18121","null","285665","null","67334","null",
"0500000US13151","Henry County, Georgia","17968","2393","null","null","43125","null","2968","null","66686","null","3751","null","93865","null","4543","null","190752","null","25169","null","338075","null","83971","null",
"0500000US13153","Houston County, Georgia","13257","2210","null","null","37695","null","3641","null","63013","null","4004","null","91751","null","5951","null","164781","null","15600","null","245421","null","32271","null",
"0500000US13179","Liberty County, Georgia","12566","2439","null","null","30627","null","2988","null","45346","null","3240","null","65204","null","4050","null","122788","null","12975","null","200052","null","29779","null",
"0500000US13185","Lowndes County, Georgia","6026","2024","null","null","24374","null","3113","null","41736","null","3823","null","68295","null","5297","null","161068","null","29442","null","293988","null","106152","null",
"0500000US13215","Muscogee County, Georgia","7607","1248","null","null","22750","null","2089","null","40257","null","2679","null","68374","null","4653","null","155174","null","10885","null","267025","null","28029","null",
"0500000US13217","Newton County, Georgia","11327","2023","null","null","27943","null","3571","null","47948","null","5808","null","77273","null","6751","null","159102","null","24308","null","274635","null","72771","null",
"0500000US13223","Paulding County, Georgia","17564","2417","null","null","40516","null","3892","null","60773","null","4723","null","88430","null","6339","null","157816","null","11664","null","226042","null","26602","null",
"0500000US13245","Richmond County, Georgia","7502","1125","null","null","23977","null","2157","null","41648","null","2473","null","64428","null","4035","null","132906","null","10478","null","224014","null","29323","null",
"0500000US13247","Rockdale County, Georgia","13460","3308","null","null","38003","null","3639","null","57091","null","3559","null","84483","null","6120","null","159001","null","17651","null","254677","null","51704","null",
"0500000US13285","Troup County, Georgia","9276","2021","null","null","24827","null","3605","null","43450","null","4938","null","64635","null","6113","null","141063","null","14084","null","222567","null","37225","null",
"0500000US13295","Walker County, Georgia","8924","2831","null","null","23440","null","3528","null","38866","null","5266","null","64373","null","5858","null","142800","null","24669","null","271584","null","70374","null",
"0500000US13297","Walton County, Georgia","13437","2718","null","null","35308","null","4497","null","53787","null","3672","null","79752","null","5503","null","166200","null","17838","null","279736","null","50716","null",
"0500000US13313","Whitfield County, Georgia","12032","2090","null","null","27423","null","2919","null","45308","null","4246","null","66512","null","4943","null","158743","null","27591","null","305773","null","92874","null",
"0500000US15001","Hawaii County, Hawaii","12087","1569","null","null","31772","null","2787","null","54991","null","4030","null","86606","null","5809","null","187004","null","14384","null","311335","null","38860","null",
"0500000US15003","Honolulu County, Hawaii","18169","1339","null","null","50366","null","1654","null","80537","null","1776","null","119511","null","2271","null","236588","null","6537","null","380076","null","17412","null",
"0500000US15007","Kauai County, Hawaii","15140","3175","null","null","43165","null","5318","null","72736","null","6872","null","105840","null","6930","null","192451","null","20778","null","318456","null","65357","null",
"0500000US15009","Maui County, Hawaii","15809","2136","null","null","44736","null","4022","null","73644","null","4567","null","115203","null","7481","null","243229","null","27609","null","425179","null","87193","null",
"0500000US16001","Ada County, Idaho","13005","1670","null","null","37792","null","1985","null","60999","null","2228","null","91383","null","3429","null","206212","null","18320","null","396576","null","59856","null",
"0500000US16005","Bannock County, Idaho","9533","2097","null","null","29076","null","3115","null","48426","null","2884","null","75661","null","4370","null","158741","null","30335","null","284405","null","105794","null",
"0500000US16019","Bonneville County, Idaho","15219","2542","null","null","38271","null","3349","null","59421","null","3101","null","88686","null","6772","null","173945","null","20329","null","282297","null","56235","null",
"0500000US16027","Canyon County, Idaho","10389","1978","null","null","30841","null","2461","null","48291","null","2671","null","69368","null","3903","null","128606","null","10186","null","191871","null","23763","null",
"0500000US16055","Kootenai County, Idaho","14362","2040","null","null","33440","null","2926","null","52000","null","3854","null","78276","null","5508","null","156138","null","12628","null","245576","null","32140","null",
"0500000US16083","Twin Falls County, Idaho","13848","2658","null","null","31208","null","3561","null","51293","null","5605","null","76210","null","6020","null","149043","null","16804","null","249855","null","49153","null",
"0500000US17001","Adams County, Illinois","12904","2296","null","null","32235","null","3381","null","51852","null","3760","null","80698","null","5547","null","174679","null","23336","null","323671","null","77666","null",
"0500000US17019","Champaign County, Illinois","5519","1744","null","null","27619","null","2347","null","49710","null","2926","null","83791","null","4226","null","187862","null","15531","null","337336","null","48190","null",
"0500000US17031","Cook County, Illinois","11286","262","null","null","33497","null","548","null","59879","null","706","null","97090","null","854","null","230820","null","3978","null","427266","null","12980","null",
"0500000US17037","DeKalb County, Illinois","13561","2136","null","null","35439","null","3841","null","59569","null","3752","null","90540","null","6525","null","178856","null","18131","null","291144","null","50474","null",
"0500000US17043","DuPage County, Illinois","19431","939","null","null","51028","null","1396","null","85017","null","1664","null","126390","null","2050","null","274314","null","9047","null","481604","null","27487","null",
"0500000US17089","Kane County, Illinois","17437","1365","null","null","44418","null","2229","null","73722","null","2925","null","112629","null","3584","null","235373","null","17667","null","392306","null","54998","null",
"0500000US17091","Kankakee County, Illinois","14313","2120","null","null","36431","null","3083","null","55553","null","3264","null","80238","null","5149","null","156405","null","11955","null","252082","null","31694","null",
"0500000US17093","Kendall County, Illinois","25703","6312","null","null","61998","null","7422","null","89473","null","5635","null","123563","null","11854","null","205861","null","19189","null","285999","null","39915","null",
"0500000US17097","Lake County, Illinois","18371","974","null","null","48374","null","1658","null","83777","null","2305","null","132122","null","3660","null","313659","null","12962","null","570287","null","41205","null",
"0500000US17099","LaSalle County, Illinois","12161","1820","null","null","32498","null","2866","null","57211","null","4095","null","85060","null","3619","null","146884","null","9491","null","217994","null","29428","null",
"0500000US17111","McHenry County, Illinois","19560","2272","null","null","49109","null","2832","null","80340","null","3313","null","114233","null","4019","null","208007","null","10424","null","324082","null","26719","null",
"0500000US17113","McLean County, Illinois","13470","1904","null","null","38213","null","2466","null","63575","null","3523","null","99582","null","5484","null","197513","null","12524","null","313618","null","36609","null",
"0500000US17115","Macon County, Illinois","10870","1109","null","null","27050","null","2406","null","46439","null","3304","null","73628","null","4161","null","155354","null","13757","null","259639","null","43386","null",
"0500000US17119","Madison County, Illinois","14409","1348","null","null","33855","null","2007","null","56507","null","2374","null","90136","null","3587","null","171683","null","13594","null","276872","null","45797","null",
"0500000US17143","Peoria County, Illinois","9987","1164","null","null","30113","null","2030","null","52401","null","2366","null","83776","null","3318","null","179451","null","12513","null","318298","null","38845","null",
"0500000US17161","Rock Island County, Illinois","12324","1591","null","null","32352","null","1997","null","50984","null","2635","null","81055","null","5311","null","148486","null","9822","null","221550","null","27066","null",
"0500000US17163","St. Clair County, Illinois","10755","1247","null","null","30014","null","1919","null","51024","null","2843","null","87480","null","3607","null","186693","null","18103","null","342630","null","66160","null",
"0500000US17167","Sangamon County, Illinois","12429","1278","null","null","33037","null","2146","null","54147","null","2914","null","86170","null","3930","null","183144","null","16466","null","315097","null","57165","null",
"0500000US17179","Tazewell County, Illinois","16906","1778","null","null","38477","null","2469","null","59622","null","2857","null","87738","null","4081","null","169442","null","14485","null","280449","null","47121","null",
"0500000US17183","Vermilion County, Illinois","9638","1612","null","null","25866","null","2511","null","45131","null","3081","null","67256","null","4654","null","136205","null","19082","null","225970","null","64607","null",
"0500000US17197","Will County, Illinois","20272","991","null","null","50088","null","1769","null","81061","null","2337","null","119647","null","3057","null","222370","null","10111","null","350475","null","32285","null",
"0500000US17199","Williamson County, Illinois","9357","2528","null","null","29747","null","4309","null","48645","null","4637","null","72752","null","5617","null","138967","null","12406","null","208546","null","32454","null",
"0500000US17201","Winnebago County, Illinois","11360","911","null","null","29537","null","1571","null","49490","null","1884","null","75805","null","2586","null","159980","null","11691","null","279921","null","37564","null",
"0500000US18003","Allen County, Indiana","12586","984","null","null","31311","null","1418","null","51321","null","1578","null","76967","null","2459","null","163492","null","9898","null","282871","null","31049","null",
"0500000US18005","Bartholomew County, Indiana","13517","2106","null","null","34378","null","3363","null","57879","null","4265","null","85621","null","5269","null","173688","null","19360","null","287801","null","55385","null",
"0500000US18019","Clark County, Indiana","14007","2263","null","null","33918","null","2313","null","51428","null","3550","null","79073","null","4609","null","152563","null","14463","null","256436","null","45993","null",
"0500000US18035","Delaware County, Indiana","8143","1385","null","null","23617","null","2126","null","41327","null","3235","null","66124","null","4099","null","143800","null","21687","null","258304","null","73440","null",
"0500000US18039","Elkhart County, Indiana","13534","1657","null","null","34989","null","2714","null","54549","null","3000","null","77259","null","3301","null","146274","null","15982","null","248117","null","51914","null",
"0500000US18043","Floyd County, Indiana","14459","2362","null","null","33667","null","3271","null","57066","null","4447","null","87960","null","6405","null","208962","null","28881","null","392794","null","102715","null",
"0500000US18053","Grant County, Indiana","10347","2110","null","null","25006","null","2174","null","38089","null","3927","null","59301","null","4681","null","114091","null","11053","null","181334","null","37261","null",
"0500000US18057","Hamilton County, Indiana","24436","2431","null","null","57991","null","3049","null","89086","null","3649","null","130505","null","6030","null","279354","null","25061","null","502379","null","79743","null",
"0500000US18059","Hancock County, Indiana","18578","2385","null","null","40885","null","4643","null","66126","null","5817","null","99739","null","7330","null","181314","null","20673","null","267741","null","35347","null",
"0500000US18063","Hendricks County, Indiana","20812","4250","null","null","49504","null","4627","null","77753","null","4261","null","106615","null","5835","null","185679","null","12400","null","281973","null","35559","null",
"0500000US18067","Howard County, Indiana","11051","1704","null","null","27802","null","2851","null","46492","null","4405","null","75667","null","5624","null","153964","null","13725","null","253763","null","34065","null",
"0500000US18081","Johnson County, Indiana","19757","2207","null","null","42481","null","3603","null","66129","null","4846","null","94500","null","5322","null","209472","null","31501","null","403101","null","114247","null",
"0500000US18085","Kosciusko County, Indiana","16227","2158","null","null","33612","null","2951","null","54122","null","3777","null","76359","null","4566","null","165799","null","26557","null","308062","null","98654","null",
"0500000US18089","Lake County, Indiana","11011","979","null","null","31939","null","1374","null","53845","null","1740","null","82089","null","2678","null","170776","null","12699","null","301655","null","43268","null",
"0500000US18091","LaPorte County, Indiana","12874","2140","null","null","32602","null","2862","null","53161","null","3638","null","82146","null","4688","null","157511","null","13792","null","260196","null","43293","null",
"0500000US18095","Madison County, Indiana","11284","1461","null","null","27304","null","2185","null","45760","null","3283","null","71945","null","4561","null","142461","null","13990","null","237465","null","44555","null",
"0500000US18097","Marion County, Indiana","9656","747","null","null","27480","null","865","null","45016","null","1177","null","72146","null","1762","null","173096","null","10766","null","327693","null","38856","null",
"0500000US18105","Monroe County, Indiana","7917","1204","null","null","25063","null","2323","null","44704","null","2961","null","73007","null","4354","null","179812","null","20151","null","335285","null","58326","null",
"0500000US18109","Morgan County, Indiana","19598","2486","null","null","39331","null","3779","null","60738","null","4896","null","88904","null","8661","null","154739","null","15697","null","219635","null","32761","null",
"0500000US18127","Porter County, Indiana","16467","1815","null","null","41201","null","2743","null","67010","null","3288","null","99047","null","3976","null","187693","null","13118","null","316506","null","38011","null",
"0500000US18141","St. Joseph County, Indiana","9941","1007","null","null","28084","null","1594","null","48322","null","2132","null","75667","null","3359","null","161233","null","10172","null","283408","null","32600","null",
"0500000US18157","Tippecanoe County, Indiana","10267","1693","null","null","30322","null","2937","null","51694","null","2858","null","80014","null","4698","null","175411","null","16141","null","311946","null","54449","null",
"0500000US18163","Vanderburgh County, Indiana","12333","1119","null","null","29016","null","1786","null","46067","null","2267","null","71679","null","4461","null","160627","null","17959","null","297647","null","63531","null",
"0500000US18167","Vigo County, Indiana","11133","1557","null","null","26145","null","2442","null","44350","null","3668","null","68418","null","3919","null","131700","null","9969","null","197633","null","24524","null",
"0500000US18177","Wayne County, Indiana","11320","1774","null","null","26930","null","3213","null","43606","null","3584","null","67961","null","4920","null","132949","null","11916","null","213517","null","32390","null",
"0500000US19013","Black Hawk County, Iowa","11502","1650","null","null","30011","null","1823","null","50227","null","3087","null","77636","null","4282","null","180608","null","26185","null","355524","null","90791","null",
"0500000US19049","Dallas County, Iowa","20377","2757","null","null","47206","null","3284","null","76349","null","5939","null","118315","null","6738","null","254245","null","33018","null","461573","null","101492","null",
"0500000US19061","Dubuque County, Iowa","14071","2037","null","null","37757","null","2687","null","61345","null","3749","null","90121","null","3619","null","210358","null","40301","null","444451","null","146603","null",
"0500000US19103","Johnson County, Iowa","7565","2086","null","null","30623","null","3396","null","58597","null","3958","null","95614","null","4785","null","190099","null","13089","null","304976","null","35823","null",
"0500000US19113","Linn County, Iowa","16510","1936","null","null","40244","null","1974","null","64688","null","3175","null","95293","null","3706","null","193736","null","16809","null","342914","null","58782","null",
"0500000US19153","Polk County, Iowa","16436","1227","null","null","39684","null","1470","null","63703","null","2150","null","94838","null","2689","null","197366","null","11952","null","335736","null","36622","null",
"0500000US19155","Pottawattamie County, Iowa","15090","1720","null","null","34773","null","2448","null","55948","null","3066","null","84036","null","4541","null","189602","null","27960","null","345168","null","105773","null",
"0500000US19163","Scott County, Iowa","12962","1833","null","null","32938","null","2055","null","55646","null","3423","null","87961","null","3988","null","183079","null","16140","null","317858","null","53423","null",
"0500000US19169","Story County, Iowa","9157","1915","null","null","28226","null","4162","null","54350","null","6112","null","91144","null","8155","null","170533","null","17890","null","260819","null","43269","null",
"0500000US19193","Woodbury County, Iowa","13537","2124","null","null","32004","null","2925","null","53213","null","4201","null","78209","null","4999","null","163140","null","21171","null","291357","null","75754","null",
"0500000US20015","Butler County, Kansas","15312","2738","null","null","37303","null","2824","null","59586","null","4827","null","84246","null","4760","null","161860","null","24193","null","283557","null","91162","null",
"0500000US20045","Douglas County, Kansas","11755","1943","null","null","31065","null","3242","null","55436","null","4382","null","86451","null","6491","null","181226","null","20389","null","316899","null","71996","null",
"0500000US20091","Johnson County, Kansas","21848","1253","null","null","50195","null","1884","null","81080","null","2177","null","121571","null","2592","null","261746","null","12017","null","464935","null","37621","null",
"0500000US20103","Leavenworth County, Kansas","17856","3006","null","null","43737","null","4323","null","67961","null","5023","null","101042","null","7430","null","196461","null","29748","null","335572","null","100307","null",
"0500000US20161","Riley County, Kansas","10866","2705","null","null","29986","null","3920","null","50681","null","4496","null","81784","null","7941","null","169075","null","17722","null","269143","null","46969","null",
"0500000US20173","Sedgwick County, Kansas","12085","862","null","null","31709","null","1263","null","52228","null","1685","null","81718","null","2221","null","167162","null","6133","null","271458","null","18674","null",
"0500000US20177","Shawnee County, Kansas","14302","1479","null","null","33907","null","1710","null","55081","null","2381","null","82047","null","3286","null","174047","null","17954","null","308319","null","64457","null",
"0500000US20209","Wyandotte County, Kansas","9520","1305","null","null","27453","null","1667","null","43451","null","1951","null","66513","null","3236","null","121443","null","6348","null","179698","null","18863","null",
"0500000US21015","Boone County, Kentucky","19404","2496","null","null","45397","null","3921","null","72950","null","4336","null","107517","null","5895","null","218183","null","26246","null","369955","null","83190","null",
"0500000US21029","Bullitt County, Kentucky","16588","2769","null","null","40160","null","4356","null","63745","null","4826","null","90078","null","5449","null","178018","null","42984","null","317233","null","157593","null",
"0500000US21037","Campbell County, Kentucky","12587","2736","null","null","37467","null","3876","null","62794","null","4635","null","96261","null","5847","null","184089","null","13332","null","280419","null","29017","null",
"0500000US21047","Christian County, Kentucky","7607","1505","null","null","22823","null","3319","null","40849","null","3804","null","62163","null","4864","null","128706","null","17858","null","213395","null","44738","null",
"0500000US21059","Daviess County, Kentucky","10620","1901","null","null","29815","null","2864","null","52056","null","3585","null","78738","null","5216","null","175903","null","23701","null","327613","null","77581","null",
"0500000US21067","Fayette County, Kentucky","11325","1033","null","null","32517","null","1528","null","54216","null","1749","null","85240","null","2629","null","205838","null","11817","null","385622","null","34639","null",
"0500000US21093","Hardin County, Kentucky","11552","2119","null","null","32132","null","3626","null","52702","null","4347","null","80927","null","4656","null","160170","null","18908","null","251917","null","56783","null",
"0500000US21111","Jefferson County, Kentucky","12727","726","null","null","31738","null","1020","null","52061","null","1573","null","82416","null","1826","null","189034","null","8304","null","349951","null","27785","null",
"0500000US21117","Kenton County, Kentucky","14495","1660","null","null","37048","null","2326","null","62427","null","3446","null","91546","null","4320","null","173632","null","18368","null","288897","null","60864","null",
"0500000US21145","McCracken County, Kentucky","9287","1723","null","null","21541","null","3038","null","38998","null","5061","null","66149","null","6723","null","157709","null","23003","null","285085","null","68025","null",
"0500000US21151","Madison County, Kentucky","9157","1809","null","null","23696","null","2689","null","43592","null","3934","null","71417","null","6032","null","137431","null","15366","null","214094","null","58547","null",
"0500000US21185","Oldham County, Kentucky","21200","3837","null","null","50902","null","7229","null","87925","null","8622","null","125621","null","9639","null","260269","null","27829","null","415499","null","56215","null",
"0500000US21227","Warren County, Kentucky","11435","1608","null","null","28250","null","2647","null","46665","null","3105","null","71734","null","5737","null","176225","null","30872","null","341159","null","87567","null",
"0500000US22005","Ascension Parish, Louisiana","14555","4515","null","null","44952","null","6528","null","76411","null","7011","null","110676","null","8685","null","199009","null","23703","null","304477","null","73182","null",
"0500000US22015","Bossier Parish, Louisiana","10805","2085","null","null","29294","null","3322","null","48446","null","3597","null","75483","null","4864","null","154732","null","13908","null","240157","null","34702","null",
"0500000US22017","Caddo Parish, Louisiana","7584","1001","null","null","20789","null","1697","null","37397","null","2218","null","63208","null","3847","null","175310","null","18880","null","348948","null","63429","null",
"0500000US22019","Calcasieu Parish, Louisiana","8864","1150","null","null","24073","null","2233","null","45200","null","2951","null","76323","null","4157","null","155621","null","13060","null","248353","null","38512","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","10282","1009","null","null","28641","null","1379","null","50411","null","2193","null","83920","null","3360","null","209171","null","14485","null","396273","null","44455","null",
"0500000US22045","Iberia Parish, Louisiana","10073","2114","null","null","25303","null","3674","null","41618","null","3633","null","66411","null","6926","null","127124","null","11689","null","174430","null","23655","null",
"0500000US22051","Jefferson Parish, Louisiana","11868","815","null","null","28759","null","1479","null","49640","null","2026","null","79546","null","2770","null","183828","null","13754","null","335474","null","46217","null",
"0500000US22055","Lafayette Parish, Louisiana","10070","1531","null","null","29082","null","2722","null","50224","null","3877","null","85788","null","6114","null","193169","null","17793","null","338611","null","49636","null",
"0500000US22057","Lafourche Parish, Louisiana","10428","1590","null","null","27960","null","2883","null","51548","null","4147","null","79909","null","5135","null","147227","null","9645","null","209732","null","20842","null",
"0500000US22063","Livingston Parish, Louisiana","14337","2862","null","null","36560","null","3769","null","57910","null","5269","null","92759","null","7169","null","176203","null","23350","null","276865","null","71586","null",
"0500000US22071","Orleans Parish, Louisiana","6794","486","null","null","20341","null","1026","null","38792","null","1452","null","69304","null","2633","null","201061","null","12619","null","399232","null","43091","null",
"0500000US22073","Ouachita Parish, Louisiana","7755","1261","null","null","21381","null","2084","null","37130","null","2440","null","62466","null","5553","null","150074","null","17174","null","262240","null","58844","null",
"0500000US22079","Rapides Parish, Louisiana","10069","1214","null","null","24407","null","2218","null","43779","null","3847","null","72506","null","4744","null","171108","null","16758","null","318435","null","50279","null",
"0500000US22097","St. Landry Parish, Louisiana","6465","1512","null","null","17746","null","2058","null","31594","null","2783","null","57269","null","5606","null","124393","null","12477","null","192437","null","35147","null",
"0500000US22103","St. Tammany Parish, Louisiana","14713","1930","null","null","38164","null","3120","null","64337","null","3752","null","97982","null","5025","null","207852","null","17926","null","351530","null","45664","null",
"0500000US22105","Tangipahoa Parish, Louisiana","10242","1362","null","null","22356","null","2961","null","47802","null","5525","null","77526","null","5703","null","160575","null","15447","null","260305","null","52355","null",
"0500000US22109","Terrebonne Parish, Louisiana","10675","1918","null","null","27225","null","2851","null","47241","null","4346","null","75416","null","4841","null","167824","null","30311","null","313520","null","111808","null",
"0500000US23001","Androscoggin County, Maine","12714","1761","null","null","31397","null","2711","null","48955","null","3755","null","73427","null","4005","null","140702","null","13002","null","220052","null","38121","null",
"0500000US23003","Aroostook County, Maine","10346","1402","null","null","23323","null","2233","null","39848","null","3058","null","63572","null","4320","null","132679","null","11600","null","212726","null","30203","null",
"0500000US23005","Cumberland County, Maine","14201","1451","null","null","39222","null","2210","null","65922","null","2952","null","100375","null","3258","null","211557","null","14131","null","371508","null","45759","null",
"0500000US23011","Kennebec County, Maine","12058","1700","null","null","28741","null","3005","null","51583","null","3913","null","78457","null","4407","null","151309","null","13027","null","235410","null","38170","null",
"0500000US23019","Penobscot County, Maine","11799","1241","null","null","27465","null","1988","null","47677","null","2439","null","74277","null","3399","null","153027","null","17378","null","268207","null","61724","null",
"0500000US23031","York County, Maine","15992","1240","null","null","36750","null","2385","null","60502","null","3493","null","90948","null","4438","null","184327","null","15491","null","319717","null","49254","null",
"0500000US24001","Allegany County, Maryland","10041","1631","null","null","26991","null","3232","null","45343","null","3107","null","66500","null","3967","null","127655","null","16063","null","208373","null","53321","null",
"0500000US24003","Anne Arundel County, Maryland","24248","1544","null","null","60258","null","2414","null","95952","null","3441","null","138929","null","4328","null","267797","null","9639","null","440050","null","29116","null",
"0500000US24005","Baltimore County, Maryland","17501","1040","null","null","45865","null","1760","null","73043","null","1939","null","109387","null","2516","null","220932","null","7669","null","377239","null","23996","null",
"0500000US24009","Calvert County, Maryland","31298","3610","null","null","66145","null","6569","null","99870","null","7655","null","137123","null","6227","null","240926","null","18810","null","358440","null","49238","null",
"0500000US24013","Carroll County, Maryland","25067","2886","null","null","58567","null","3659","null","90491","null","3963","null","128019","null","5384","null","233450","null","20021","null","370787","null","64679","null",
"0500000US24015","Cecil County, Maryland","19920","3101","null","null","44829","null","4366","null","74349","null","6590","null","108450","null","7097","null","198499","null","17472","null","305979","null","55979","null",
"0500000US24017","Charles County, Maryland","21250","3766","null","null","59508","null","5483","null","95738","null","5340","null","136122","null","5743","null","231709","null","17663","null","349724","null","55646","null",
"0500000US24021","Frederick County, Maryland","21498","1960","null","null","57049","null","2501","null","90387","null","2782","null","132845","null","3921","null","239983","null","15696","null","375278","null","47134","null",
"0500000US24025","Harford County, Maryland","17931","2345","null","null","50672","null","3457","null","84796","null","4156","null","123509","null","4059","null","221997","null","14714","null","355423","null","47202","null",
"0500000US24027","Howard County, Maryland","30238","3040","null","null","78092","null","4169","null","120457","null","4724","null","172325","null","5868","null","319511","null","19534","null","506148","null","58916","null",
"0500000US24031","Montgomery County, Maryland","22244","1234","null","null","61737","null","1942","null","100052","null","1978","null","154960","null","2888","null","336760","null","8551","null","580300","null","25401","null",
"0500000US24033","Prince George's County, Maryland","20961","1023","null","null","51318","null","1220","null","79150","null","1790","null","114779","null","2135","null","203520","null","5681","null","299276","null","16465","null",
"0500000US24037","St. Mary's County, Maryland","18558","2684","null","null","47540","null","5495","null","80034","null","7613","null","116452","null","5781","null","196340","null","11858","null","273305","null","27790","null",
"0500000US24043","Washington County, Maryland","13180","1537","null","null","32856","null","2782","null","54669","null","3729","null","85008","null","4161","null","171783","null","17460","null","296581","null","61700","null",
"0500000US24045","Wicomico County, Maryland","13338","1777","null","null","30377","null","2476","null","50642","null","3824","null","78807","null","6036","null","153021","null","12695","null","236884","null","34865","null",
"0500000US24510","Baltimore city, Maryland","8093","583","null","null","25433","null","1242","null","47260","null","1555","null","77074","null","2317","null","191294","null","9465","null","357100","null","32457","null",
"0500000US25001","Barnstable County, Massachusetts","16442","1765","null","null","40485","null","2340","null","67572","null","3058","null","102349","null","4237","null","232038","null","23016","null","427670","null","73961","null",
"0500000US25003","Berkshire County, Massachusetts","14207","1833","null","null","35007","null","2658","null","58295","null","3567","null","88855","null","4013","null","184535","null","12552","null","310239","null","38549","null",
"0500000US25005","Bristol County, Massachusetts","13284","999","null","null","36390","null","1815","null","65631","null","2840","null","103182","null","2933","null","205944","null","8923","null","344339","null","27962","null",
"0500000US25009","Essex County, Massachusetts","13594","882","null","null","42076","null","1752","null","74388","null","2197","null","117031","null","2737","null","255944","null","8672","null","444780","null","26995","null",
"0500000US25011","Franklin County, Massachusetts","14307","2006","null","null","32491","null","2884","null","57577","null","4441","null","88874","null","4728","null","192052","null","24896","null","340286","null","82062","null",
"0500000US25013","Hampden County, Massachusetts","11348","835","null","null","30031","null","1304","null","52486","null","2309","null","86079","null","2820","null","166447","null","5671","null","259843","null","16178","null",
"0500000US25015","Hampshire County, Massachusetts","13581","2250","null","null","36848","null","3497","null","65094","null","4996","null","101054","null","4954","null","211217","null","18737","null","368507","null","65864","null",
"0500000US25017","Middlesex County, Massachusetts","18946","814","null","null","55336","null","1565","null","95474","null","1727","null","145612","null","2301","null","299266","null","7581","null","511126","null","24702","null",
