"GEO_ID","NAME","B19081_001E","B19081_001M","B19081_001MA","B19081_001EA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003EA","B19081_003M","B19081_003MA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005EA","B19081_005M","B19081_005MA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0400000US01","Alabama","9508","247","null","null","26422","null","389","null","46196","null","568","null","74857","null","777","null","166178","null","3189","null","294861","null","10817","null",
"0400000US02","Alaska","19349","1099","null","null","48817","null","1542","null","76333","null","1940","null","112497","null","2376","null","209564","null","8835","null","330720","null","26448","null",
"0400000US04","Arizona","11972","263","null","null","32628","null","361","null","53917","null","517","null","84262","null","703","null","187485","null","3627","null","333819","null","12701","null",
"0400000US05","Arkansas","10031","338","null","null","26391","null","533","null","44430","null","668","null","69969","null","885","null","155015","null","3640","null","272200","null","12107","null",
"0400000US06","California","14305","125","null","null","39309","null","209","null","68154","null","276","null","109744","null","434","null","253291","null","1677","null","452692","null","4971","null",
"0400000US08","Colorado","15499","341","null","null","40172","null","487","null","65818","null","644","null","100905","null","803","null","218835","null","3667","null","383866","null","11803","null",
"0400000US09","Connecticut","15741","410","null","null","42703","null","699","null","73760","null","889","null","116405","null","1193","null","277666","null","5370","null","522947","null","16478","null",
"0400000US10","Delaware","14451","973","null","null","37565","null","1347","null","61994","null","1650","null","94054","null","2084","null","198683","null","7356","null","346872","null","22740","null",
"0400000US11","District of Columbia","8923","892","null","null","36899","null","2075","null","76079","null","3052","null","130353","null","4107","null","319906","null","17358","null","588187","null","51208","null",
"0400000US12","Florida","11909","150","null","null","30975","null","204","null","50888","null","292","null","80220","null","436","null","189928","null","2035","null","354666","null","6877","null",
"0400000US13","Georgia","11655","252","null","null","31898","null","362","null","54055","null","543","null","85194","null","606","null","194012","null","2974","null","350289","null","9371","null",
"0400000US15","Hawaii","16302","923","null","null","45836","null","1457","null","74970","null","1462","null","113595","null","1855","null","228816","null","5493","null","375056","null","16703","null",
"0400000US16","Idaho","11935","573","null","null","32145","null","862","null","52057","null","1094","null","78288","null","1588","null","165604","null","6747","null","291441","null","21888","null",
"0400000US17","Illinois","12726","188","null","null","35388","null","325","null","61140","null","453","null","96936","null","559","null","216616","null","2470","null","388164","null","7761","null",
"0400000US18","Indiana","12561","227","null","null","32189","null","266","null","52672","null","448","null","80413","null","628","null","170226","null","2750","null","300287","null","9503","null",
"0400000US19","Iowa","13848","338","null","null","34618","null","446","null","56491","null","739","null","85653","null","905","null","177612","null","3701","null","311070","null","12766","null",
"0400000US20","Kansas","13259","335","null","null","33573","null","529","null","54904","null","765","null","84647","null","1055","null","180542","null","3312","null","316792","null","11436","null",
"0400000US21","Kentucky","9827","257","null","null","26950","null","484","null","46794","null","596","null","74752","null","874","null","165939","null","3563","null","298669","null","12149","null",
"0400000US22","Louisiana","9108","260","null","null","25242","null","521","null","45226","null","640","null","75478","null","819","null","173425","null","3698","null","307273","null","11612","null",
"0400000US23","Maine","12769","474","null","null","31688","null","781","null","53631","null","1161","null","82431","null","1466","null","171442","null","4833","null","296403","null","16002","null",
"0400000US24","Maryland","17263","358","null","null","47387","null","631","null","78911","null","740","null","120621","null","937","null","247827","null","3039","null","417811","null","9043","null",
"0400000US25","Massachusetts","14480","316","null","null","42130","null","571","null","75535","null","750","null","119142","null","937","null","258269","null","3118","null","451246","null","10168","null",
"0400000US26","Michigan","12030","178","null","null","31693","null","275","null","53027","null","378","null","83299","null","452","null","182855","null","1889","null","324714","null","6450","null",
"0400000US27","Minnesota","15847","267","null","null","40023","null","465","null","65768","null","574","null","100059","null","777","null","210378","null","3071","null","366152","null","10137","null",
"0400000US28","Mississippi","8794","278","null","null","23919","null","505","null","42247","null","713","null","68924","null","1111","null","150987","null","3918","null","262439","null","12978","null",
"0400000US29","Missouri","12383","252","null","null","31710","null","395","null","52026","null","470","null","80800","null","680","null","177438","null","3082","null","319831","null","10365","null",
"0400000US30","Montana","12371","493","null","null","30923","null","759","null","50251","null","1064","null","78242","null","1595","null","174752","null","7131","null","318997","null","25350","null",
"0400000US31","Nebraska","13650","477","null","null","34607","null","613","null","57047","null","794","null","87122","null","1075","null","180502","null","4346","null","311622","null","14047","null",
"0400000US32","Nevada","12973","516","null","null","33486","null","672","null","55059","null","849","null","84043","null","1125","null","181354","null","4508","null","322350","null","14610","null",
"0400000US33","New Hampshire","18304","775","null","null","44422","null","1137","null","71131","null","1475","null","105933","null","1943","null","214763","null","6558","null","353606","null","21502","null",
"0400000US34","New Jersey","15477","309","null","null","43352","null","464","null","76183","null","712","null","121560","null","884","null","269355","null","2766","null","470732","null","8135","null",
"0400000US35","New Mexico","9972","419","null","null","26746","null","708","null","46890","null","994","null","75379","null","1390","null","163587","null","4902","null","285896","null","15041","null",
"0400000US36","New York","12038","171","null","null","35028","null","321","null","63390","null","470","null","103586","null","585","null","252825","null","2358","null","478413","null","7837","null",
"0400000US37","North Carolina","11448","192","null","null","30253","null","322","null","50579","null","370","null","79628","null","558","null","180812","null","2952","null","328927","null","9491","null",
"0400000US38","North Dakota","13811","779","null","null","36890","null","1179","null","60576","null","1512","null","91760","null","1976","null","192888","null","9790","null","349871","null","32776","null",
"0400000US39","Ohio","11707","170","null","null","31436","null","262","null","52747","null","328","null","82081","null","508","null","179311","null","2341","null","319476","null","7718","null",
"0400000US40","Oklahoma","11104","270","null","null","29296","null","392","null","49223","null","449","null","77320","null","644","null","165790","null","2854","null","288723","null","9295","null",
"0400000US41","Oregon","13788","350","null","null","34699","null","559","null","57722","null","712","null","89494","null","962","null","191599","null","2978","null","332142","null","10816","null",
"0400000US42","Pennsylvania","12946","190","null","null","33899","null","291","null","57220","null","355","null","89856","null","452","null","196346","null","1760","null","346518","null","5846","null",
"0400000US44","Rhode Island","11913","643","null","null","33587","null","1221","null","60075","null","1834","null","95469","null","2012","null","205029","null","7951","null","368540","null","27024","null",
"0400000US45","South Carolina","10724","282","null","null","29491","null","423","null","49483","null","506","null","77842","null","739","null","171903","null","3619","null","307548","null","12316","null",
"0400000US46","South Dakota","12993","628","null","null","33953","null","885","null","54584","null","1143","null","81753","null","1407","null","173642","null","8978","null","316839","null","29624","null",
"0400000US47","Tennessee","11175","243","null","null","29172","null","383","null","48607","null","543","null","76490","null","671","null","175078","null","2678","null","321129","null","8938","null",
"0400000US48","Texas","12990","149","null","null","33899","null","230","null","57007","null","285","null","90991","null","444","null","206844","null","1662","null","369694","null","5303","null",
"0400000US49","Utah","17654","520","null","null","42817","null","806","null","66046","null","897","null","96507","null","1137","null","197559","null","5444","null","347186","null","17498","null",
"0400000US50","Vermont","13383","697","null","null","33915","null","1297","null","57774","null","1618","null","88913","null","2066","null","185283","null","6786","null","321194","null","20555","null",
"0400000US51","Virginia","15078","320","null","null","40746","null","485","null","68506","null","589","null","108009","null","628","null","237356","null","3080","null","407579","null","10383","null",
"0400000US53","Washington","15667","309","null","null","41135","null","505","null","67430","null","652","null","103433","null","839","null","223908","null","4010","null","393825","null","13373","null",
"0400000US54","West Virginia","9727","384","null","null","25548","null","650","null","43929","null","812","null","70378","null","1105","null","151240","null","5063","null","263434","null","16071","null",
"0400000US55","Wisconsin","13970","239","null","null","34916","null","345","null","57104","null","539","null","86866","null","552","null","182707","null","2644","null","326474","null","9339","null",
"0400000US56","Wyoming","14424","754","null","null","35669","null","1346","null","59567","null","1954","null","90239","null","2343","null","177973","null","9076","null","303152","null","28637","null",
"0400000US72","Puerto Rico","2525","105","null","null","10724","null","206","null","20212","null","323","null","34857","null","620","null","87995","null","2866","null","163172","null","9622","null",
"0500000US01003","Baldwin County, Alabama","13177","1918","null","null","34141","null","2744","null","56432","null","3581","null","89628","null","5689","null","181081","null","13726","null","308574","null","36290","null",
"0500000US01015","Calhoun County, Alabama","10179","1484","null","null","25795","null","2505","null","42971","null","4019","null","68313","null","5193","null","147703","null","20409","null","275899","null","72702","null",
"0500000US01043","Cullman County, Alabama","9361","2066","null","null","25001","null","2830","null","40495","null","3689","null","63714","null","5281","null","133490","null","14301","null","211823","null","40687","null",
"0500000US01049","DeKalb County, Alabama","8206","2135","null","null","23615","null","3128","null","35767","null","3059","null","55523","null","4659","null","119534","null","13747","null","204031","null","35500","null",
"0500000US01051","Elmore County, Alabama","12205","3363","null","null","31987","null","4519","null","54311","null","5858","null","86307","null","7380","null","172954","null","25448","null","300817","null","66753","null",
"0500000US01055","Etowah County, Alabama","9378","1689","null","null","25311","null","2271","null","41826","null","3297","null","66662","null","4400","null","133042","null","13005","null","211934","null","29920","null",
"0500000US01069","Houston County, Alabama","9714","1052","null","null","24393","null","1840","null","42975","null","2299","null","69441","null","2436","null","153039","null","9279","null","273668","null","28182","null",
"0500000US01073","Jefferson County, Alabama","10143","665","null","null","28807","null","1046","null","50210","null","1531","null","81472","null","2109","null","204093","null","12955","null","400892","null","43072","null",
"0500000US01077","Lauderdale County, Alabama","10581","2017","null","null","27002","null","2536","null","44538","null","3388","null","71952","null","4212","null","139383","null","12725","null","223647","null","37143","null",
"0500000US01081","Lee County, Alabama","8483","1503","null","null","27467","null","2990","null","48276","null","3472","null","75148","null","5930","null","163436","null","19455","null","277876","null","58676","null",
"0500000US01083","Limestone County, Alabama","11007","2649","null","null","30520","null","4408","null","51815","null","4297","null","81736","null","6116","null","171415","null","20074","null","279131","null","41359","null",
"0500000US01089","Madison County, Alabama","12630","949","null","null","33871","null","2169","null","61412","null","3293","null","101483","null","4088","null","215889","null","13786","null","365497","null","48906","null",
"0500000US01095","Marshall County, Alabama","10134","1945","null","null","26030","null","2861","null","41872","null","3869","null","65095","null","6077","null","153441","null","23764","null","288414","null","75867","null",
"0500000US01097","Mobile County, Alabama","9285","902","null","null","25776","null","1520","null","45308","null","2095","null","71990","null","2540","null","156639","null","7007","null","266497","null","20394","null",
"0500000US01101","Montgomery County, Alabama","9417","1125","null","null","25504","null","1806","null","44935","null","2571","null","74441","null","3888","null","174091","null","17637","null","324725","null","61607","null",
"0500000US01103","Morgan County, Alabama","8360","1852","null","null","25068","null","2512","null","44050","null","4033","null","70480","null","4725","null","151012","null","20644","null","278425","null","76124","null",
"0500000US01115","St. Clair County, Alabama","13358","2794","null","null","36436","null","3893","null","58893","null","4451","null","84372","null","6058","null","135641","null","8522","null","188393","null","19137","null",
"0500000US01117","Shelby County, Alabama","17497","1619","null","null","45471","null","2712","null","73752","null","2906","null","104721","null","4107","null","214237","null","22803","null","375239","null","79041","null",
"0500000US01121","Talladega County, Alabama","8921","1640","null","null","23283","null","2746","null","39300","null","3944","null","62050","null","5518","null","125324","null","13400","null","205762","null","39533","null",
"0500000US01125","Tuscaloosa County, Alabama","10397","1457","null","null","27808","null","2059","null","47231","null","3147","null","76519","null","3836","null","166910","null","14250","null","286956","null","47620","null",
"0500000US01127","Walker County, Alabama","8952","1836","null","null","24822","null","3820","null","39347","null","3506","null","61471","null","6639","null","119375","null","20363","null","200709","null","68866","null",
"0500000US02020","Anchorage Municipality, Alaska","24458","2122","null","null","56738","null","2410","null","86298","null","3859","null","125889","null","4984","null","238581","null","16396","null","380709","null","47366","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","20810","4266","null","null","48095","null","4287","null","76528","null","8171","null","107912","null","5876","null","183450","null","20101","null","267990","null","65727","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","15232","2112","null","null","41542","null","3347","null","70266","null","4232","null","106625","null","5408","null","205268","null","19053","null","328244","null","63381","null",
"0500000US04001","Apache County, Arizona","3240","867","null","null","15457","null","1959","null","34967","null","3309","null","58231","null","5458","null","110628","null","8406","null","154893","null","13565","null",
"0500000US04003","Cochise County, Arizona","9893","1574","null","null","25279","null","2508","null","44702","null","2868","null","68306","null","3794","null","127688","null","10861","null","203756","null","31135","null",
"0500000US04005","Coconino County, Arizona","9521","1828","null","null","30085","null","2792","null","54696","null","3677","null","80766","null","3803","null","161415","null","15957","null","269131","null","47407","null",
"0500000US04013","Maricopa County, Arizona","13563","400","null","null","36267","null","535","null","59052","null","728","null","92256","null","978","null","206365","null","4969","null","368671","null","16895","null",
"0500000US04015","Mohave County, Arizona","10532","1127","null","null","25796","null","1801","null","42985","null","2180","null","64373","null","3329","null","143965","null","16753","null","278336","null","59504","null",
"0500000US04017","Navajo County, Arizona","6882","1074","null","null","20692","null","1879","null","37157","null","2911","null","62085","null","4593","null","130416","null","14222","null","227658","null","46565","null",
"0500000US04019","Pima County, Arizona","10910","528","null","null","28696","null","934","null","47987","null","1217","null","75870","null","1731","null","165941","null","5748","null","284670","null","18711","null",
"0500000US04021","Pinal County, Arizona","11161","1369","null","null","31145","null","1846","null","52079","null","2385","null","78413","null","3518","null","155661","null","12510","null","255970","null","43089","null",
"0500000US04025","Yavapai County, Arizona","10975","1337","null","null","29405","null","2311","null","49996","null","3036","null","76155","null","4171","null","162488","null","18457","null","299879","null","66882","null",
"0500000US04027","Yuma County, Arizona","11136","1481","null","null","27818","null","2109","null","44169","null","2775","null","69822","null","3810","null","131414","null","8757","null","215329","null","26823","null",
"0500000US05007","Benton County, Arkansas","17004","1670","null","null","41254","null","2078","null","63861","null","2836","null","97281","null","5306","null","199955","null","9334","null","328280","null","20701","null",
"0500000US05031","Craighead County, Arkansas","10741","1662","null","null","25679","null","3171","null","43446","null","3225","null","69447","null","6019","null","173128","null","42741","null","346047","null","153339","null",
"0500000US05045","Faulkner County, Arkansas","9281","2001","null","null","28697","null","2680","null","48253","null","3991","null","76751","null","5516","null","162358","null","20240","null","290916","null","68864","null",
"0500000US05051","Garland County, Arkansas","10711","1634","null","null","25486","null","3222","null","43329","null","3725","null","64094","null","5113","null","137242","null","12189","null","211677","null","24036","null",
"0500000US05069","Jefferson County, Arkansas","8101","1372","null","null","20556","null","3188","null","38386","null","4162","null","59461","null","4696","null","131007","null","17385","null","213883","null","40543","null",
"0500000US05085","Lonoke County, Arkansas","12617","2915","null","null","35615","null","4703","null","56986","null","4426","null","79884","null","5108","null","137742","null","12586","null","207869","null","36514","null",
"0500000US05119","Pulaski County, Arkansas","9823","1146","null","null","28395","null","1783","null","47789","null","2333","null","78174","null","3664","null","197753","null","12134","null","381546","null","36068","null",
"0500000US05125","Saline County, Arkansas","16643","2356","null","null","41774","null","3606","null","65225","null","4895","null","93223","null","6498","null","159870","null","9876","null","234826","null","21593","null",
"0500000US05131","Sebastian County, Arkansas","9763","1794","null","null","26891","null","2440","null","41636","null","2607","null","63439","null","4063","null","140000","null","17318","null","250238","null","57806","null",
"0500000US05143","Washington County, Arkansas","9484","1358","null","null","26766","null","1915","null","45140","null","2177","null","72237","null","5038","null","170718","null","13780","null","306357","null","43150","null",
"0500000US05145","White County, Arkansas","10809","2084","null","null","26325","null","2751","null","43215","null","4163","null","66970","null","6413","null","127526","null","10735","null","184475","null","21158","null",
"0500000US06001","Alameda County, California","17065","873","null","null","51924","null","1603","null","89914","null","1711","null","141523","null","2364","null","287911","null","6767","null","467925","null","19955","null",
"0500000US06007","Butte County, California","9908","1091","null","null","25535","null","2088","null","45569","null","3307","null","77194","null","4795","null","170310","null","14648","null","289659","null","42424","null",
"0500000US06013","Contra Costa County, California","20989","1030","null","null","54790","null","1663","null","90846","null","2035","null","140993","null","3194","null","303403","null","10150","null","518039","null","28855","null",
"0500000US06017","El Dorado County, California","17914","2486","null","null","44512","null","3092","null","74540","null","4103","null","116678","null","6386","null","249549","null","36615","null","441949","null","133466","null",
"0500000US06019","Fresno County, California","10011","635","null","null","27073","null","1216","null","48401","null","1585","null","80170","null","2174","null","179178","null","6854","null","315761","null","23180","null",
"0500000US06023","Humboldt County, California","10270","1594","null","null","26466","null","2655","null","43776","null","2979","null","68672","null","5224","null","173901","null","51784","null","353271","null","197632","null",
"0500000US06025","Imperial County, California","9806","1270","null","null","25207","null","2781","null","48791","null","4282","null","73911","null","4434","null","158325","null","20904","null","288383","null","68994","null",
"0500000US06029","Kern County, California","11350","709","null","null","29509","null","1118","null","49557","null","1570","null","79482","null","2640","null","168075","null","8502","null","287256","null","28323","null",
"0500000US06031","Kings County, California","13373","2615","null","null","34183","null","3039","null","53389","null","3412","null","76642","null","4372","null","161917","null","17464","null","270249","null","48123","null",
"0500000US06033","Lake County, California","9093","2871","null","null","26707","null","2856","null","42787","null","4694","null","68417","null","6543","null","155679","null","21985","null","259747","null","57529","null",
"0500000US06037","Los Angeles County, California","12429","244","null","null","34753","null","424","null","61569","null","550","null","100366","null","805","null","239473","null","2940","null","439424","null","8835","null",
"0500000US06039","Madera County, California","11076","2720","null","null","31049","null","3171","null","52205","null","4398","null","81665","null","6189","null","162028","null","15045","null","265887","null","45175","null",
"0500000US06041","Marin County, California","19577","2090","null","null","55499","null","3901","null","105339","null","6957","null","176624","null","9830","null","443225","null","28776","null","806290","null","70105","null",
"0500000US06045","Mendocino County, California","9840","1478","null","null","25129","null","2775","null","44112","null","4303","null","70644","null","4468","null","179466","null","44812","null","379326","null","164376","null",
"0500000US06047","Merced County, California","11501","1363","null","null","29089","null","1991","null","48098","null","3016","null","75648","null","4086","null","189021","null","22356","null","360890","null","80549","null",
"0500000US06053","Monterey County, California","17703","1445","null","null","41292","null","2002","null","64506","null","2852","null","99296","null","3837","null","218647","null","12134","null","384094","null","41811","null",
"0500000US06055","Napa County, California","17763","2359","null","null","47493","null","3609","null","78004","null","5667","null","122865","null","6113","null","265712","null","17642","null","466621","null","50111","null",
"0500000US06057","Nevada County, California","14322","2316","null","null","36609","null","3747","null","60291","null","6023","null","95851","null","7468","null","220804","null","31489","null","396532","null","82648","null",
"0500000US06059","Orange County, California","19216","610","null","null","49967","null","1043","null","82433","null","1484","null","128598","null","1985","null","286883","null","8082","null","514839","null","24524","null",
"0500000US06061","Placer County, California","17910","1847","null","null","50065","null","2849","null","85039","null","3639","null","127805","null","4456","null","270404","null","16532","null","469446","null","51530","null",
"0500000US06065","Riverside County, California","13248","572","null","null","35345","null","895","null","59992","null","1274","null","94213","null","1828","null","193974","null","5391","null","322714","null","15966","null",
"0500000US06067","Sacramento County, California","13404","676","null","null","35858","null","1033","null","59876","null","1408","null","94520","null","1646","null","202794","null","6976","null","349564","null","22836","null",
"0500000US06071","San Bernardino County, California","13088","638","null","null","34297","null","934","null","56852","null","1197","null","87447","null","1436","null","173710","null","4706","null","278911","null","14477","null",
"0500000US06073","San Diego County, California","16394","579","null","null","42878","null","777","null","71364","null","1071","null","111171","null","1492","null","241652","null","5436","null","423619","null","17843","null",
"0500000US06075","San Francisco County, California","14802","1007","null","null","54415","null","2486","null","104905","null","3069","null","171183","null","4416","null","379477","null","14946","null","655664","null","37769","null",
"0500000US06077","San Joaquin County, California","13749","929","null","null","35149","null","1445","null","59507","null","1913","null","92779","null","2661","null","186455","null","8397","null","303122","null","24538","null",
"0500000US06079","San Luis Obispo County, California","14595","1729","null","null","43844","null","2819","null","69724","null","3235","null","103712","null","4402","null","209817","null","13441","null","338531","null","39256","null",
"0500000US06081","San Mateo County, California","24452","1541","null","null","66193","null","2594","null","110606","null","3390","null","176509","null","4623","null","403534","null","15942","null","723869","null","48306","null",
"0500000US06083","Santa Barbara County, California","15672","1657","null","null","41238","null","2136","null","67136","null","2990","null","105153","null","4773","null","237744","null","12298","null","411688","null","36056","null",
"0500000US06085","Santa Clara County, California","21897","986","null","null","64579","null","1662","null","111619","null","1943","null","171862","null","2878","null","364108","null","9121","null","617848","null","27002","null",
"0500000US06087","Santa Cruz County, California","14634","1950","null","null","42951","null","3974","null","77248","null","5125","null","121191","null","6689","null","274154","null","19395","null","470951","null","50263","null",
"0500000US06089","Shasta County, California","11195","1041","null","null","28809","null","1893","null","46889","null","2555","null","72669","null","3286","null","161902","null","11199","null","289966","null","32607","null",
"0500000US06095","Solano County, California","17596","1590","null","null","45834","null","2672","null","74015","null","2649","null","110760","null","3920","null","221439","null","18271","null","368736","null","65264","null",
"0500000US06097","Sonoma County, California","17823","1225","null","null","46014","null","2018","null","73570","null","2083","null","111073","null","3137","null","236548","null","12442","null","414283","null","36084","null",
"0500000US06099","Stanislaus County, California","13936","923","null","null","33290","null","1696","null","54532","null","2010","null","85371","null","2666","null","180706","null","11425","null","311814","null","37951","null",
"0500000US06101","Sutter County, California","13161","1995","null","null","30484","null","2788","null","51293","null","4191","null","77915","null","5831","null","176383","null","35514","null","319491","null","132238","null",
"0500000US06107","Tulare County, California","11421","1181","null","null","28200","null","1461","null","45594","null","1796","null","71574","null","2556","null","152698","null","11161","null","265559","null","39612","null",
"0500000US06111","Ventura County, California","19496","1117","null","null","49160","null","1931","null","80721","null","2081","null","121832","null","2684","null","256835","null","10286","null","436839","null","31295","null",
"0500000US06113","Yolo County, California","10190","1646","null","null","35789","null","2739","null","63869","null","3310","null","104371","null","6296","null","244304","null","21036","null","431068","null","66387","null",
"0500000US06115","Yuba County, California","12707","1967","null","null","30922","null","3566","null","49378","null","5107","null","80044","null","8355","null","161026","null","20116","null","253717","null","70366","null",
"0500000US08001","Adams County, Colorado","18353","1058","null","null","42925","null","1677","null","66615","null","2257","null","95814","null","2489","null","179695","null","6854","null","290206","null","21049","null",
"0500000US08005","Arapahoe County, Colorado","19687","1100","null","null","45994","null","1434","null","71287","null","1680","null","105675","null","2189","null","240969","null","11019","null","454620","null","35488","null",
"0500000US08013","Boulder County, Colorado","15257","1232","null","null","42557","null","1828","null","75389","null","3082","null","122016","null","4457","null","270276","null","17455","null","464681","null","55958","null",
"0500000US08014","Broomfield County, Colorado","17777","3787","null","null","50504","null","6653","null","84325","null","6171","null","127784","null","10489","null","277712","null","33231","null","468929","null","102122","null",
"0500000US08031","Denver County, Colorado","13188","956","null","null","36594","null","1435","null","61467","null","1833","null","99506","null","2971","null","243419","null","12200","null","448244","null","37484","null",
"0500000US08035","Douglas County, Colorado","30822","2161","null","null","71097","null","2888","null","109519","null","3462","null","156192","null","4700","null","306619","null","18179","null","508609","null","55430","null",
"0500000US08041","El Paso County, Colorado","15282","1038","null","null","39455","null","1443","null","63563","null","1819","null","96408","null","2500","null","190252","null","7529","null","309334","null","24093","null",
"0500000US08059","Jefferson County, Colorado","20150","1120","null","null","47252","null","1497","null","74152","null","2103","null","112881","null","2962","null","229842","null","9053","null","387096","null","27657","null",
"0500000US08069","Larimer County, Colorado","15067","1436","null","null","39786","null","2126","null","66264","null","2783","null","98682","null","2946","null","199870","null","13102","null","336322","null","44387","null",
"0500000US08077","Mesa County, Colorado","10771","1376","null","null","27034","null","2874","null","49056","null","4354","null","74507","null","3345","null","140031","null","11831","null","220668","null","30125","null",
"0500000US08101","Pueblo County, Colorado","10299","1170","null","null","27469","null","1731","null","45069","null","2531","null","71966","null","3574","null","143202","null","10296","null","237685","null","34121","null",
"0500000US08123","Weld County, Colorado","14867","1613","null","null","39832","null","2186","null","63934","null","2237","null","94707","null","3062","null","191814","null","13796","null","341189","null","45720","null",
"0500000US09001","Fairfield County, Connecticut","18159","961","null","null","49787","null","1672","null","89705","null","2453","null","147232","null","3403","null","413260","null","14700","null","813869","null","46036","null",
"0500000US09003","Hartford County, Connecticut","14206","843","null","null","40620","null","1310","null","69055","null","1951","null","108392","null","2469","null","233316","null","8181","null","403231","null","24149","null",
"0500000US09005","Litchfield County, Connecticut","19961","1561","null","null","45631","null","3052","null","76159","null","4002","null","114868","null","5632","null","245741","null","21232","null","439507","null","63642","null",
"0500000US09007","Middlesex County, Connecticut","18097","1982","null","null","51099","null","3683","null","80083","null","3312","null","119221","null","5990","null","276762","null","35508","null","505523","null","111987","null",
"0500000US09009","New Haven County, Connecticut","14229","789","null","null","38069","null","1430","null","65920","null","1996","null","103830","null","2360","null","216381","null","7536","null","362200","null","22552","null",
"0500000US09011","New London County, Connecticut","16339","1610","null","null","42846","null","2589","null","71162","null","3564","null","110275","null","4934","null","234157","null","15822","null","414892","null","52055","null",
"0500000US09013","Tolland County, Connecticut","17287","2621","null","null","47480","null","4956","null","81306","null","4995","null","123267","null","7100","null","226142","null","12799","null","330768","null","27772","null",
"0500000US09015","Windham County, Connecticut","12645","2283","null","null","35502","null","3534","null","61353","null","4244","null","94159","null","5797","null","172787","null","12997","null","261138","null","29326","null",
"0500000US10001","Kent County, Delaware","14249","1859","null","null","33270","null","2353","null","53828","null","3602","null","78280","null","4001","null","151145","null","11765","null","251947","null","35214","null",
"0500000US10003","New Castle County, Delaware","13649","1228","null","null","39087","null","2128","null","67051","null","2468","null","102198","null","3240","null","213737","null","9685","null","373332","null","30495","null",
"0500000US10005","Sussex County, Delaware","16727","1745","null","null","38240","null","2163","null","58477","null","2650","null","89561","null","3639","null","191578","null","16435","null","342942","null","51767","null",
"0500000US11001","District of Columbia, District of Columbia","8923","892","null","null","36899","null","2075","null","76079","null","3052","null","130353","null","4107","null","319906","null","17358","null","588187","null","51208","null",
"0500000US12001","Alachua County, Florida","6711","1353","null","null","23902","null","1643","null","44408","null","2232","null","73125","null","4105","null","167573","null","17069","null","299160","null","60794","null",
"0500000US12005","Bay County, Florida","12146","1223","null","null","29844","null","2316","null","49041","null","2549","null","76009","null","4029","null","158104","null","16335","null","268546","null","55909","null",
"0500000US12009","Brevard County, Florida","12306","781","null","null","30625","null","1475","null","51206","null","1797","null","81443","null","2682","null","176255","null","8348","null","298530","null","24947","null",
"0500000US12011","Broward County, Florida","12563","622","null","null","32906","null","787","null","54652","null","1127","null","87086","null","1788","null","208529","null","5230","null","383335","null","17884","null",
"0500000US12015","Charlotte County, Florida","13598","1078","null","null","29365","null","1718","null","44311","null","2111","null","68498","null","3290","null","172443","null","21554","null","348695","null","76991","null",
"0500000US12017","Citrus County, Florida","9856","1347","null","null","24763","null","1639","null","38731","null","3256","null","59003","null","3710","null","125252","null","13304","null","210040","null","42315","null",
"0500000US12019","Clay County, Florida","16731","2334","null","null","37518","null","2594","null","57110","null","3701","null","89187","null","6017","null","171664","null","12902","null","273342","null","40507","null",
"0500000US12021","Collier County, Florida","16202","1317","null","null","38388","null","1789","null","61987","null","2926","null","99489","null","4724","null","293977","null","32756","null","606132","null","97198","null",
"0500000US12023","Columbia County, Florida","11284","2351","null","null","28013","null","3987","null","43367","null","4623","null","66552","null","7440","null","166289","null","36874","null","336772","null","125243","null",
"0500000US12031","Duval County, Florida","12181","920","null","null","32936","null","1158","null","52430","null","1478","null","79950","null","2123","null","171326","null","6666","null","303175","null","21675","null",
"0500000US12033","Escambia County, Florida","13659","1092","null","null","30482","null","1322","null","44946","null","2026","null","69219","null","2998","null","145152","null","9045","null","248315","null","26637","null",
