"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Average household size","HOUSEHOLDS BY TYPE!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Nonrelatives","RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher","EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Native","YEAR OF ENTRY!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Native!!Entered before 2010","YEAR OF ENTRY!!Foreign born","YEAR OF ENTRY!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"    Percent","","3,686,135","67.3%","29.9%","47.4%","19.4%","4.7%","2.2%","15.1%","8.3%","32.7%","27.2%","9.1%","34.0%","25.8%","(X)","(X)","","10,053,466","36.7%","17.4%","31.8%","8.6%","5.6%","1.9%","","3,957,018","36.9%","48.9%","1.8%","2.5%","10.0%","4,275,043","31.5%","44.5%","2.7%","8.4%","13.0%","","142,813","38.5%","(X)","(X)","(X)","(X)","(X)","","263,332","38.8%","","7.9%","8.6%","5.7%","16.5%","102,142","65.4%","67.4%","","2,747,236","6.1%","5.1%","41.8%","21.4%","25.6%","","6,785,395","4.9%","8.7%","27.8%","20.5%","7.6%","18.7%","11.7%","86.4%","30.5%","","7,751,335","8.3%","","10,120,788","12.9%","2,506,326","4.7%","6,284,159","11.1%","1,330,303","36.5%","","10,179,860","83.6%","15.7%","7.8%","7.9%","4.9%","3.0%","0.7%","","10,310,371","89.9%","88.6%","54.6%","33.9%","1.4%","10.1%","","1,038,312","41.1%","58.9%","","1,180,496","142,184","15.0%","85.0%","1,038,312","20.8%","79.2%","","1,038,312","8.7%","30.1%","10.2%","0.3%","49.1%","1.6%","","9,655,493","86.0%","14.0%","5.7%","8.0%","3.6%","2.7%","0.7%","2.3%","1.1%","1.0%","0.3%","","10,310,371","11.0%","0.3%","0.1%","0.1%","0.6%","7.2%","1.4%","0.3%","6.8%","0.2%","0.2%","7.6%","2.2%","0.1%","0.4%","1.0%","0.1%","0.4%","1.3%","1.9%","0.1%","1.9%","0.4%","0.1%","0.1%","0.4%","1.2%","","3,686,135","89.5%","80.7%"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","455,868","315,505","115,996","236,236","85,855","26,017","10,032","53,252","20,109","140,363","111,861","46,371","146,012","161,333","3.04","3.63","","1,384,270","455,868","235,953","393,697","199,138","99,614","25,964","","583,715","223,677","288,904","7,270","15,727","48,137","584,318","170,598","287,185","8,984","59,756","57,795","","21,614","6,994","42","67","16","113","35","","55,125","13,239","","2,253","3,548","2,102","5,336","13,239","8,030","9,699","","331,540","23,628","16,245","128,756","63,001","99,910","","990,937","36,083","43,580","277,743","212,677","104,261","211,850","104,743","(X)","(X)","","1,082,465","104,719","","1,378,730","156,123","307,561","8,292","832,435","66,031","238,734","81,800","","1,410,258","1,217,704","175,123","109,709","65,414","8,185","57,229","17,431","","1,428,557","1,166,072","1,121,002","761,357","359,645","45,070","262,485","","262,485","149,397","113,088","","307,555","45,070","9,726","35,344","262,485","48,798","213,687","","262,485","9,602","206,724","1,012","28,719","12,077","4,351","","1,337,835","983,020","354,815","163,173","28,811","7,902","16,694","3,359","298,908","150,960","10,402","952","","1,428,557","15,053","2,557","2,318","5,135","8,338","57,221","19,069","2,552","84,495","2,652","1,694","63,591","31,887","1,455","11,004","13,089","44,798","6,101","7,622","13,819","521","2,076","9,366","1,460","1,342","3,504","1,634","","455,868","415,144","379,173"
"    Percent","","455,868","69.2%","25.4%","51.8%","18.8%","5.7%","2.2%","11.7%","4.4%","30.8%","24.5%","10.2%","32.0%","35.4%","(X)","(X)","","1,384,270","32.9%","17.0%","28.4%","14.4%","7.2%","1.9%","","583,715","38.3%","49.5%","1.2%","2.7%","8.2%","584,318","29.2%","49.1%","1.5%","10.2%","9.9%","","21,614","32.4%","(X)","(X)","(X)","(X)","(X)","","55,125","24.0%","","4.1%","6.4%","3.8%","9.7%","13,239","60.7%","73.3%","","331,540","7.1%","4.9%","38.8%","19.0%","30.1%","","990,937","3.6%","4.4%","28.0%","21.5%","10.5%","21.4%","10.6%","92.0%","31.9%","","1,082,465","9.7%","","1,378,730","11.3%","307,561","2.7%","832,435","7.9%","238,734","34.3%","","1,410,258","86.3%","12.4%","7.8%","4.6%","0.6%","4.1%","1.2%","","1,428,557","81.6%","78.5%","53.3%","25.2%","3.2%","18.4%","","262,485","56.9%","43.1%","","307,555","45,070","21.6%","78.4%","262,485","18.6%","81.4%","","262,485","3.7%","78.8%","0.4%","10.9%","4.6%","1.7%","","1,337,835","73.5%","26.5%","12.2%","2.2%","0.6%","1.2%","0.3%","22.3%","11.3%","0.8%","0.1%","","1,428,557","1.1%","0.2%","0.2%","0.4%","0.6%","4.0%","1.3%","0.2%","5.9%","0.2%","0.1%","4.5%","2.2%","0.1%","0.8%","0.9%","3.1%","0.4%","0.5%","1.0%","0.0%","0.1%","0.7%","0.1%","0.1%","0.2%","0.1%","","455,868","91.1%","83.2%"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","610,872","411,617","176,108","328,906","128,484","27,394","14,984","55,317","32,640","199,255","162,256","63,018","192,321","175,651","2.71","3.29","","1,653,088","610,872","329,181","524,443","90,341","98,251","35,180","","655,592","201,696","356,965","7,103","16,316","73,512","665,205","162,455","355,105","8,883","47,890","90,872","","23,210","6,649","35","61","11","113","26","","26,148","8,803","","1,783","1,359","2,486","3,175","8,803","4,814","5,754","","454,191","22,817","22,497","197,603","98,421","112,853","","1,087,265","34,434","69,695","302,866","275,485","104,375","203,363","97,047","(X)","(X)","","1,243,592","110,599","","1,662,867","224,887","435,630","18,135","974,803","115,652","252,434","91,100","","1,663,756","1,369,449","285,778","156,143","129,635","58,079","71,556","8,529","","1,683,140","1,585,187","1,570,997","812,432","758,565","14,190","97,953","","97,953","37,899","60,054","","112,143","14,190","2,504","11,686","97,953","18,963","78,990","","97,953","13,585","20,710","1,882","887","56,938","3,951","","1,568,997","1,398,989","170,008","66,091","126,860","51,271","25,402","7,449","11,163","4,848","6,583","2,523","","1,683,140","116,298","3,371","7,179","36,575","31,117","298,452","40,880","9,734","291,201","3,350","3,576","151,613","47,783","1,340","49,137","17,197","8,516","7,853","17,497","55,095","486","3,178","57,233","12,162","3,484","24,293","1,677","","610,872","547,865","484,859"
"    Percent","","610,872","67.4%","28.8%","53.8%","21.0%","4.5%","2.5%","9.1%","5.3%","32.6%","26.6%","10.3%","31.5%","28.8%","(X)","(X)","","1,653,088","37.0%","19.9%","31.7%","5.5%","5.9%","2.1%","","655,592","30.8%","54.4%","1.1%","2.5%","11.2%","665,205","24.4%","53.4%","1.3%","7.2%","13.7%","","23,210","28.6%","(X)","(X)","(X)","(X)","(X)","","26,148","33.7%","","6.8%","5.2%","9.5%","12.1%","8,803","54.7%","65.4%","","454,191","5.0%","5.0%","43.5%","21.7%","24.8%","","1,087,265","3.2%","6.4%","27.9%","25.3%","9.6%","18.7%","8.9%","90.4%","27.6%","","1,243,592","8.9%","","1,662,867","13.5%","435,630","4.2%","974,803","11.9%","252,434","36.1%","","1,663,756","82.3%","17.2%","9.4%","7.8%","3.5%","4.3%","0.5%","","1,683,140","94.2%","93.3%","48.3%","45.1%","0.8%","5.8%","","97,953","38.7%","61.3%","","112,143","14,190","17.6%","82.4%","97,953","19.4%","80.6%","","97,953","13.9%","21.1%","1.9%","0.9%","58.1%","4.0%","","1,568,997","89.2%","10.8%","4.2%","8.1%","3.3%","1.6%","0.5%","0.7%","0.3%","0.4%","0.2%","","1,683,140","6.9%","0.2%","0.4%","2.2%","1.8%","17.7%","2.4%","0.6%","17.3%","0.2%","0.2%","9.0%","2.8%","0.1%","2.9%","1.0%","0.5%","0.5%","1.0%","3.3%","0.0%","0.2%","3.4%","0.7%","0.2%","1.4%","0.1%","","610,872","89.7%","79.4%"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,822,046","3,100,613","1,342,579","2,266,786","911,333","224,158","105,765","609,669","325,481","1,721,433","1,425,675","532,061","1,486,758","1,327,700","2.59","3.26","","12,500,720","4,822,046","2,265,724","3,895,202","840,839","676,909","285,126","","5,056,969","1,940,750","2,472,135","70,776","134,223","439,085","5,337,098","1,747,773","2,419,995","98,837","474,517","595,976","","152,395","55,059","31","50","14","85","27","","262,714","83,381","","15,390","16,454","14,731","36,806","83,381","53,349","56,644","","3,286,606","224,254","160,333","1,311,927","695,062","895,030","","8,665,219","429,910","536,517","2,250,392","1,823,126","682,989","1,813,840","1,128,445","(X)","(X)","","9,860,983","583,994","","12,620,388","1,388,964","2,919,863","97,721","7,892,615","679,862","1,807,910","611,381","","12,654,142","10,996,695","1,591,561","1,054,837","536,724","333,011","203,713","65,886","","12,801,539","11,018,065","10,878,910","8,595,993","2,282,917","139,155","1,783,474","","1,783,474","883,621","899,853","","1,922,629","139,155","20,841","118,314","1,783,474","275,043","1,508,431","","1,783,474","369,724","534,778","61,738","4,613","795,805","16,816","","12,032,049","9,270,805","2,761,244","1,042,252","1,624,378","619,923","658,270","234,174","353,705","146,904","124,891","41,251","","12,801,539","526,051","94,888","109,241","47,421","157,242","695,286","237,250","34,693","2,305,025","95,086","49,189","1,460,917","761,565","85,093","153,135","900,815","7,682","114,707","71,116","152,112","33,171","103,915","248,900","38,895","53,439","49,894","35,167","","4,822,046","4,299,310","3,953,690"
"    Percent","","4,822,046","64.3%","27.8%","47.0%","18.9%","4.6%","2.2%","12.6%","6.7%","35.7%","29.6%","11.0%","30.8%","27.5%","(X)","(X)","","12,500,720","38.6%","18.1%","31.2%","6.7%","5.4%","2.3%","","5,056,969","38.4%","48.9%","1.4%","2.7%","8.7%","5,337,098","32.7%","45.3%","1.9%","8.9%","11.2%","","152,395","36.1%","(X)","(X)","(X)","(X)","(X)","","262,714","31.7%","","5.9%","6.3%","5.6%","14.0%","83,381","64.0%","67.9%","","3,286,606","6.8%","4.9%","39.9%","21.1%","27.2%","","8,665,219","5.0%","6.2%","26.0%","21.0%","7.9%","20.9%","13.0%","88.8%","34.0%","","9,860,983","5.9%","","12,620,388","11.0%","2,919,863","3.3%","7,892,615","8.6%","1,807,910","33.8%","","12,654,142","86.9%","12.6%","8.3%","4.2%","2.6%","1.6%","0.5%","","12,801,539","86.1%","85.0%","67.1%","17.8%","1.1%","13.9%","","1,783,474","49.5%","50.5%","","1,922,629","139,155","15.0%","85.0%","1,783,474","15.4%","84.6%","","1,783,474","20.7%","30.0%","3.5%","0.3%","44.6%","0.9%","","12,032,049","77.1%","22.9%","8.7%","13.5%","5.2%","5.5%","1.9%","2.9%","1.2%","1.0%","0.3%","","12,801,539","4.1%","0.7%","0.9%","0.4%","1.2%","5.4%","1.9%","0.3%","18.0%","0.7%","0.4%","11.4%","5.9%","0.7%","1.2%","7.0%","0.1%","0.9%","0.6%","1.2%","0.3%","0.8%","1.9%","0.3%","0.4%","0.4%","0.3%","","4,822,046","89.2%","82.0%"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,533,270","1,645,758","700,451","1,225,255","463,721","121,367","64,021","299,136","172,709","887,512","724,036","272,285","781,867","697,438","2.54","3.14","","6,446,001","2,533,270","1,224,322","1,941,125","361,881","385,403","168,733","","2,600,798","901,195","1,298,261","31,583","69,974","299,785","2,730,273","778,923","1,291,921","43,802","243,320","372,307","","87,507","32,758","38","57","15","108","20","","126,520","59,544","","11,771","14,032","9,536","24,205","59,544","37,243","41,530","","1,684,219","102,982","88,555","707,607","362,276","422,799","","4,392,576","164,742","346,757","1,481,882","900,213","374,136","716,293","408,553","(X)","(X)","","5,052,048","381,073","","6,534,914","909,610","1,573,925","68,750","4,003,711","485,824","957,278","355,036","","6,554,084","5,580,090","947,207","556,696","390,511","244,729","145,782","26,787","","6,633,053","6,283,884","6,239,581","4,524,005","1,715,576","44,303","349,169","","349,169","139,428","209,741","","393,472","44,303","6,368","37,935","349,169","96,453","252,716","","349,169","43,195","125,074","24,331","1,924","148,444","6,201","","6,212,686","5,669,872","542,814","203,233","302,111","116,738","125,606","34,132","85,569","42,871","29,528","9,492","","6,633,053","565,614","23,926","17,894","11,322","118,970","535,108","141,596","15,901","1,457,995","19,377","35,510","710,479","184,301","10,045","37,578","203,866","5,507","23,680","58,602","116,721","16,123","53,472","58,330","39,661","11,399","37,414","7,897","","2,533,270","2,223,654","2,006,774"
"    Percent","","2,533,270","65.0%","27.7%","48.4%","18.3%","4.8%","2.5%","11.8%","6.8%","35.0%","28.6%","10.7%","30.9%","27.5%","(X)","(X)","","6,446,001","39.3%","19.0%","30.1%","5.6%","6.0%","2.6%","","2,600,798","34.7%","49.9%","1.2%","2.7%","11.5%","2,730,273","28.5%","47.3%","1.6%","8.9%","13.6%","","87,507","37.4%","(X)","(X)","(X)","(X)","(X)","","126,520","47.1%","","9.3%","11.1%","7.5%","19.1%","59,544","62.5%","69.7%","","1,684,219","6.1%","5.3%","42.0%","21.5%","25.1%","","4,392,576","3.8%","7.9%","33.7%","20.5%","8.5%","16.3%","9.3%","88.4%","25.6%","","5,052,048","7.5%","","6,534,914","13.9%","1,573,925","4.4%","4,003,711","12.1%","957,278","37.1%","","6,554,084","85.1%","14.5%","8.5%","6.0%","3.7%","2.2%","0.4%","","6,633,053","94.7%","94.1%","68.2%","25.9%","0.7%","5.3%","","349,169","39.9%","60.1%","","393,472","44,303","14.4%","85.6%","349,169","27.6%","72.4%","","349,169","12.4%","35.8%","7.0%","0.6%","42.5%","1.8%","","6,212,686","91.3%","8.7%","3.3%","4.9%","1.9%","2.0%","0.5%","1.4%","0.7%","0.5%","0.2%","","6,633,053","8.5%","0.4%","0.3%","0.2%","1.8%","8.1%","2.1%","0.2%","22.0%","0.3%","0.5%","10.7%","2.8%","0.2%","0.6%","3.1%","0.1%","0.4%","0.9%","1.8%","0.2%","0.8%","0.9%","0.6%","0.2%","0.6%","0.1%","","2,533,270","87.8%","79.2%"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,247,932","795,043","350,304","630,993","243,407","50,267","30,487","113,783","76,410","452,889","367,051","148,539","375,472","353,088","2.43","3.01","","3,034,177","1,247,932","632,207","856,313","107,493","190,232","82,626","","1,245,027","415,556","661,123","11,784","32,991","123,573","1,284,420","337,782","659,446","16,903","121,189","149,100","","41,605","12,577","34","59","15","105","27","","41,852","16,681","","4,410","3,999","2,296","5,976","16,681","9,408","12,704","","804,741","55,658","41,695","322,285","160,787","224,316","","2,087,020","66,242","105,856","649,532","438,173","234,055","398,242","194,920","(X)","(X)","","2,406,147","183,822","","3,091,437","364,030","724,997","32,061","1,875,205","175,367","491,235","156,602","","3,097,283","2,622,577","461,783","270,269","191,514","113,251","78,263","12,923","","3,134,693","2,974,504","2,954,330","2,210,066","744,264","20,174","160,189","","160,189","62,016","98,173","","180,363","20,174","3,539","16,635","160,189","48,375","111,814","","160,189","19,788","58,015","16,679","1,547","61,126","3,034","","2,937,206","2,711,052","226,154","100,321","118,206","51,637","47,942","15,461","42,522","24,296","17,484","8,927","","3,134,693","152,210","7,587","55,762","51,989","122,762","236,631","62,991","8,484","1,058,726","4,419","4,877","425,471","65,880","2,258","147,811","40,442","1,415","8,897","28,167","54,325","2,196","22,428","82,942","15,077","3,673","21,837","2,884","","1,247,932","1,099,081","993,659"
